@relation abalone

@attribute Length numeric
@attribute Shucked_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.62,0.5315,0.2475,8
0.505,0.3045,0.175,8
0.57,0.3425,0.224,8
0.455,0.195,0.1205,8
0.475,0.201,0.12,8
0.355,0.077,0.065,8
0.535,0.355,0.1795,8
0.525,0.2435,0.175,8
0.6,0.696,0.24,8
0.45,0.2575,0.129,8
0.515,0.367,0.23,8
0.72,0.691,0.2685,8
0.45,0.237,0.145,8
0.5,0.37,0.211,8
0.625,0.4485,0.3595,8
0.525,0.3475,0.175,8
0.47,0.1525,0.135,8
0.575,0.455,0.228,8
0.51,0.239,0.204,8
0.37,0.1135,0.0675,8
0.42,0.1295,0.1,8
0.48,0.2705,0.185,8
0.57,0.477,0.2515,8
0.48,0.2065,0.132,8
0.295,0.038,0.031,8
0.51,0.293,0.1555,8
0.56,0.414,0.2,8
0.5,0.2565,0.22,8
0.435,0.136,0.115,8
0.585,0.336,0.237,8
0.59,0.481,0.24,8
0.385,0.1305,0.0725,8
0.535,0.417,0.24,8
0.52,0.278,0.169,8
0.46,0.187,0.11,8
0.42,0.1855,0.1015,8
0.47,0.2765,0.135,8
0.545,0.358,0.22,8
0.465,0.259,0.175,8
0.35,0.0855,0.0525,8
0.54,0.31,0.2,8
0.545,0.372,0.227,8
0.63,0.5185,0.3235,8
0.525,0.3685,0.1735,8
0.545,0.366,0.275,8
0.6,0.4475,0.268,8
0.495,0.2755,0.165,8
0.465,0.2725,0.1395,8
0.57,0.3345,0.21,8
0.61,0.597,0.265,8
0.505,0.362,0.156,8
0.29,0.036,0.035,8
0.665,0.621,0.3445,8
0.61,0.5575,0.372,8
0.525,0.3045,0.21,8
0.52,0.221,0.17,8
0.51,0.234,0.165,8
0.61,0.536,0.245,8
0.55,0.434,0.185,8
0.415,0.1305,0.105,8
0.515,0.32,0.17,8
0.55,0.427,0.175,8
0.61,0.5315,0.2415,8
0.47,0.25,0.163,8
0.58,0.4095,0.276,8
0.455,0.175,0.1185,8
0.555,0.43,0.2155,8
0.475,0.211,0.1545,8
0.485,0.4235,0.313,8
0.65,0.6165,0.32,8
0.465,0.21,0.1505,8
0.52,0.2375,0.1535,8
0.425,0.1695,0.1065,8
0.47,0.1525,0.125,8
0.665,0.629,0.34,8
0.48,0.251,0.15,8
0.46,0.3005,0.24,8
0.545,0.289,0.2615,8
0.44,0.1505,0.135,8
0.55,0.5475,0.215,8
0.48,0.194,0.115,8
0.395,0.134,0.075,8
0.55,0.3645,0.25,8
0.61,0.564,0.264,8
0.375,0.0825,0.065,8
0.295,0.042,0.043,8
0.45,0.2005,0.1325,8
0.63,0.637,0.31,8
0.53,0.296,0.198,8
0.44,0.2435,0.1025,8
0.55,0.34,0.244,8
0.455,0.164,0.126,8
0.425,0.1645,0.1,8
0.555,0.551,0.2785,8
0.46,0.252,0.123,8
0.315,0.053,0.04,8
0.615,0.6715,0.365,8
0.51,0.3985,0.1805,8
0.535,0.2855,0.2155,8
0.525,0.3525,0.2875,8
0.615,0.5085,0.292,8
0.61,0.4925,0.29,8
0.46,0.225,0.11,8
0.49,0.2275,0.1765,8
0.415,0.1385,0.0925,8
0.48,0.2205,0.135,8
0.645,0.5015,0.319,8
0.52,0.288,0.167,8
0.35,0.082,0.064,8
0.385,0.097,0.067,8
0.5,0.277,0.1785,8
0.53,0.328,0.202,8
0.57,0.54,0.27,8
0.47,0.264,0.174,8
0.545,0.27,0.185,8
0.47,0.2385,0.185,8
0.605,0.4735,0.24,8
0.645,0.709,0.4,8
0.45,0.14,0.1245,8
0.59,0.5155,0.25,8
0.565,0.3635,0.219,8
0.43,0.175,0.1045,8
0.58,0.41,0.2425,8
0.475,0.2535,0.14,8
0.505,0.391,0.1515,8
0.455,0.2385,0.126,8
0.485,0.163,0.151,8
0.485,0.2505,0.1525,8
0.52,0.2935,0.16,8
0.6,0.457,0.28,8
0.395,0.111,0.095,8
0.455,0.358,0.11,8
0.555,0.2835,0.2105,8
0.58,0.428,0.23,8
0.36,0.073,0.061,8
0.395,0.115,0.085,8
0.45,0.2075,0.135,8
0.415,0.1125,0.115,8
0.555,0.3945,0.206,8
0.625,0.5785,0.25,8
0.55,0.339,0.21,8
0.575,0.3765,0.268,8
0.38,0.0865,0.07,8
0.63,0.604,0.35,8
0.595,0.5415,0.265,8
0.43,0.2065,0.115,8
0.435,0.17,0.145,8
0.54,0.3595,0.1985,8
0.58,0.418,0.2605,8
0.55,0.3445,0.24,8
0.335,0.0785,0.07,8
0.395,0.149,0.09,8
0.515,0.2695,0.17,8
0.585,0.411,0.225,8
0.59,0.539,0.28,8
0.57,0.5265,0.24,8
0.52,0.2165,0.184,8
0.52,0.258,0.255,8
0.47,0.21,0.155,8
0.39,0.0845,0.079,8
0.5,0.249,0.152,8
0.355,0.069,0.0695,8
0.47,0.214,0.145,8
0.48,0.201,0.14,8
0.56,0.43,0.205,8
0.45,0.245,0.1405,8
0.6,0.427,0.3,8
0.475,0.211,0.15,8
0.535,0.3735,0.2195,8
0.56,0.453,0.22,8
0.375,0.105,0.07,8
0.41,0.1325,0.101,8
0.535,0.3165,0.2365,8
0.345,0.0865,0.075,8
0.505,0.25,0.15,8
0.515,0.238,0.185,8
0.515,0.2415,0.1615,8
0.56,0.42,0.2215,8
0.45,0.174,0.135,8
0.3,0.0435,0.04,8
0.58,0.4765,0.265,8
0.58,0.371,0.29,8
0.495,0.2505,0.19,8
0.425,0.1235,0.0725,8
0.595,0.377,0.235,8
0.495,0.241,0.15,8
0.52,0.2295,0.157,8
0.45,0.21,0.12,8
0.69,0.7725,0.4325,8
0.625,0.5425,0.323,8
0.405,0.1785,0.0855,8
0.57,0.3695,0.1965,8
0.43,0.165,0.155,8
0.375,0.14,0.0825,8
0.44,0.144,0.13,8
0.445,0.1985,0.109,8
0.45,0.318,0.1325,8
0.47,0.2055,0.1505,8
0.545,0.358,0.2055,8
0.455,0.233,0.185,8
0.495,0.214,0.1495,8
0.44,0.258,0.1075,8
0.585,0.405,0.2335,8
0.55,0.2695,0.21,8
0.485,0.266,0.157,8
0.41,0.1605,0.103,8
0.6,0.4365,0.25,8
0.57,0.3395,0.235,8
0.385,0.1,0.076,8
0.575,0.4985,0.2815,8
0.64,0.4895,0.31,8
0.43,0.212,0.109,8
0.5,0.332,0.2455,8
0.49,0.204,0.143,8
0.565,0.3075,0.18,8
0.4,0.1405,0.1,8
0.59,0.4235,0.28,8
0.415,0.199,0.097,8
0.42,0.1125,0.0925,8
0.47,0.327,0.14,8
0.44,0.148,0.1175,8
0.62,0.479,0.255,8
0.595,0.5305,0.276,8
0.475,0.2185,0.146,8
0.38,0.1255,0.09,8
0.415,0.1305,0.115,8
0.57,0.416,0.25,8
0.645,0.684,0.336,8
0.53,0.2025,0.148,8
0.495,0.3075,0.1405,8
0.415,0.1765,0.095,8
0.46,0.19,0.13,8
0.495,0.224,0.167,8
0.555,0.3395,0.2095,8
0.51,0.3095,0.1725,8
0.535,0.3125,0.159,8
0.6,0.5455,0.25,8
0.495,0.31,0.1395,8
0.5,0.197,0.165,8
0.56,0.3695,0.1955,8
0.43,0.1395,0.12,8
0.46,0.1795,0.11,8
0.51,0.2465,0.167,8
0.475,0.196,0.125,8
0.5,0.261,0.1935,8
0.445,0.192,0.135,8
0.575,0.486,0.239,8
0.59,0.479,0.309,8
0.405,0.138,0.087,8
0.52,0.2945,0.171,8
0.36,0.0885,0.09,8
0.525,0.486,0.285,8
0.61,0.4255,0.265,8
0.475,0.2145,0.1435,8
0.36,0.12,0.056,8
0.515,0.2865,0.1765,8
0.47,0.1885,0.175,8
0.475,0.347,0.142,8
0.455,0.261,0.1315,8
0.58,0.484,0.2325,8
0.38,0.106,0.0775,8
0.59,0.453,0.289,8
0.445,0.1415,0.12,8
0.475,0.1785,0.1505,8
0.435,0.1815,0.1125,8
0.35,0.1225,0.0905,8
0.545,0.327,0.174,8
0.655,0.583,0.4,8
0.5,0.2455,0.173,8
0.565,0.393,0.375,20
0.6,0.4375,0.325,20
0.635,0.55,0.43,20
0.53,0.299,0.205,20
0.55,0.348,0.375,20
0.63,0.5595,0.4,20
0.58,0.3935,0.315,20
0.725,0.765,0.85,20
0.5,0.27,0.225,20
0.615,0.367,0.37,20
0.585,0.3975,0.358,20
0.61,0.535,0.515,20
0.63,0.488,0.45,20
0.53,0.237,0.33,20
0.65,0.61,0.445,20
0.55,0.2885,0.48,20
0.59,0.382,0.415,20
0.565,0.354,0.31,20
0.68,0.625,0.65,20
0.655,0.487,0.445,20
0.595,0.48,0.425,20
0.57,0.414,0.405,20
0.65,0.5295,0.525,20
0.53,0.275,0.265,20
0.66,0.692,0.5,16
0.575,0.292,0.35,16
0.515,0.2955,0.185,16
0.635,0.6255,0.425,16
0.59,0.473,0.425,16
0.58,0.473,0.435,16
0.59,0.39,0.29,16
0.55,0.313,0.335,16
0.57,0.3235,0.22,16
0.66,0.54,0.555,16
0.44,0.159,0.14,16
0.465,0.2225,0.23,16
0.72,0.8835,0.665,16
0.635,0.509,0.34,16
0.45,0.21,0.1275,16
0.675,0.483,0.465,16
0.65,0.6645,0.415,16
0.6,0.4085,0.295,16
0.65,0.564,0.425,16
0.645,0.616,0.474,16
0.74,0.598,0.71,16
0.63,0.4125,0.545,16
0.54,0.5305,0.34,16
0.635,0.413,0.36,16
0.635,0.5485,0.49,16
0.675,0.592,0.42,16
0.645,0.546,0.635,16
0.535,0.3355,0.26,16
0.72,0.8045,0.66,16
0.535,0.26,0.345,16
0.545,0.294,0.26,16
0.525,0.2265,0.21,16
0.535,0.302,0.25,16
0.65,0.519,0.4465,16
0.455,0.1585,0.1335,16
0.66,0.5305,0.455,16
0.52,0.396,0.32,16
0.57,0.405,0.295,16
0.56,0.305,0.335,16
0.535,0.3175,0.29,16
0.615,0.4445,0.39,16
0.595,0.4035,0.34,16
0.56,0.3005,0.275,16
0.565,0.354,0.375,16
0.64,0.4445,0.465,16
0.565,0.377,0.33,16
0.395,0.1185,0.1195,16
0.44,0.17,0.195,16
0.685,0.5415,0.58,16
0.545,0.2925,0.365,16
0.615,0.4305,0.42,16
0.515,0.258,0.28,16
0.725,0.6975,0.58,16
0.605,0.4325,0.405,16
0.525,0.376,0.2515,16
0.475,0.202,0.19,16
0.65,0.5605,0.815,16
0.59,0.412,0.37,16
0.575,0.44,0.27,16
0.64,0.44,0.47,16
0.505,0.275,0.285,19
0.645,0.6615,0.435,19
0.545,0.3245,0.325,19
0.6,0.3995,0.33,19
0.595,0.4595,0.345,19
0.58,0.429,0.26,19
0.5,0.2655,0.215,19
0.525,0.285,0.285,19
0.7,0.63,0.54,19
0.58,0.4005,0.335,19
0.605,0.435,0.3,19
0.54,0.2815,0.355,19
0.54,0.3225,0.29,19
0.565,0.342,0.35,19
0.52,0.2415,0.26,19
0.66,0.526,0.42,19
0.56,0.3805,0.41,19
0.59,0.3815,0.27,19
0.69,0.7785,0.515,19
0.68,0.585,0.6,19
0.45,0.1145,0.16,19
0.57,0.3445,0.295,19
0.695,0.8665,0.5,19
0.63,0.4215,0.355,19
0.68,0.815,0.455,19
0.705,0.4715,0.52,19
0.59,0.358,0.315,19
0.645,0.5835,0.41,19
0.6,0.4345,0.425,19
0.55,0.3575,0.19,14
0.55,0.362,0.27,14
0.61,0.403,0.32,14
0.535,0.2855,0.32,14
0.665,0.5755,0.48,14
0.555,0.3075,0.25,14
0.63,0.4905,0.345,14
0.665,0.678,0.456,14
0.705,0.8175,0.76,14
0.525,0.194,0.21,14
0.58,0.38,0.36,14
0.635,0.576,0.39,14
0.815,0.8905,0.7975,14
0.605,0.437,0.33,14
0.55,0.376,0.245,14
0.61,0.4435,0.32,14
0.625,0.5255,0.3925,14
0.645,0.6745,0.385,14
0.575,0.419,0.3,14
0.63,0.4155,0.49,14
0.47,0.2005,0.185,14
0.445,0.2025,0.19,14
0.62,0.4775,0.48,14
0.645,0.741,0.3845,14
0.5,0.246,0.204,14
0.62,0.403,0.355,14
0.63,0.4525,0.406,14
0.675,0.6175,0.453,14
0.75,1.232,0.612,14
0.615,0.5795,0.371,14
0.595,0.462,0.445,14
0.56,0.443,0.265,14
0.535,0.301,0.28,14
0.57,0.399,0.295,14
0.59,0.475,0.285,14
0.615,0.5135,0.32,14
0.535,0.2785,0.215,14
0.58,0.3,0.395,14
0.385,0.0915,0.09,14
0.495,0.3285,0.27,14
0.44,0.1965,0.16,14
0.525,0.3105,0.2,14
0.52,0.3615,0.235,14
0.585,0.3745,0.325,14
0.635,0.5735,0.36,14
0.64,0.4435,0.365,14
0.73,1.2395,0.563,14
0.76,0.7035,0.56,14
0.475,0.235,0.215,14
0.57,0.3245,0.285,14
0.575,0.581,0.3,14
0.465,0.208,0.22,14
0.49,0.213,0.215,14
0.57,0.282,0.235,14
0.565,0.2715,0.285,14
0.485,0.2475,0.235,14
0.485,0.2595,0.177,14
0.57,0.452,0.315,14
0.65,0.6265,0.395,14
0.665,0.596,0.485,14
0.5,0.2305,0.235,14
0.695,0.7125,0.59,14
0.5,0.2025,0.2115,14
0.45,0.1975,0.1175,14
0.625,0.61,0.3605,14
0.7,0.5095,0.42,14
0.625,0.55,0.38,14
0.645,0.57,0.33,14
0.58,0.2725,0.19,14
0.62,0.3875,0.385,14
0.48,0.1895,0.173,14
0.65,0.8005,0.53,14
0.515,0.325,0.31,14
0.57,0.326,0.355,14
0.585,0.41,0.28,14
0.5,0.3055,0.22,14
0.58,0.391,0.275,14
0.62,0.4985,0.315,14
0.685,0.664,0.4735,14
0.57,0.3305,0.295,14
0.5,0.3795,0.19,14
0.73,0.5415,0.5965,14
0.655,0.396,0.37,14
0.55,0.2875,0.28,14
0.725,1.03,0.503,14
0.605,0.517,0.31,14
0.555,0.296,0.39,14
0.54,0.275,0.275,14
0.48,0.2,0.16,14
0.695,0.75,0.6095,14
0.595,0.416,0.365,14
0.43,0.1315,0.112,14
0.57,0.44,0.285,14
0.595,0.5035,0.33,14
0.67,0.518,0.505,14
0.59,0.2745,0.345,14
0.56,0.3025,0.285,14
0.53,0.32,0.245,14
0.57,0.4125,0.38,14
0.59,0.3345,0.22,14
0.49,0.239,0.22,14
0.43,0.1375,0.146,14
0.68,0.5825,0.465,14
0.45,0.164,0.15,14
0.605,0.528,0.39,14
0.495,0.2,0.26,14
0.725,1.0705,0.725,14
0.64,0.6215,0.47,14
0.565,0.31,0.325,14
0.525,0.3075,0.255,14
0.585,0.4315,0.315,14
0.46,0.1955,0.235,14
0.47,0.1615,0.198,14
0.68,0.7525,0.374,11
0.53,0.3155,0.2965,11
0.68,0.58,0.545,11
0.63,0.5265,0.315,11
0.655,0.686,0.405,11
0.64,0.49,0.2875,11
0.5,0.255,0.205,11
0.59,0.371,0.28,11
0.52,0.2,0.179,11
0.75,0.7735,0.575,11
0.68,0.861,0.415,11
0.67,0.5605,0.358,11
0.52,0.302,0.235,11
0.735,0.9095,0.488,11
0.58,0.385,0.35,11
0.73,0.6785,0.52,11
0.49,0.2175,0.19,11
0.69,0.797,0.499,11
0.635,0.467,0.35,11
0.545,0.2985,0.265,11
0.535,0.3055,0.295,11
0.705,0.655,0.462,11
0.755,1.0135,0.48,11
0.63,0.659,0.38,11
0.53,0.2435,0.1895,11
0.41,0.165,0.0985,11
0.525,0.2555,0.18,11
0.375,0.104,0.083,11
0.545,0.2795,0.2185,11
0.625,0.487,0.3215,11
0.645,0.556,0.345,11
0.68,0.8225,0.515,11
0.61,0.469,0.384,11
0.64,0.5565,0.346,11
0.49,0.2555,0.22,11
0.635,0.594,0.345,11
0.62,0.372,0.34,11
0.59,0.422,0.285,11
0.68,0.714,0.4705,11
0.68,0.713,0.4295,11
0.6,0.4405,0.335,11
0.55,0.2925,0.209,11
0.505,0.243,0.21,11
0.58,0.404,0.35,11
0.7,0.75,0.3685,11
0.615,0.435,0.3245,11
0.735,0.7275,0.557,11
0.555,0.4,0.285,11
0.68,0.618,0.325,11
0.54,0.315,0.215,11
0.57,0.474,0.38,11
0.525,0.279,0.195,11
0.66,0.749,0.401,11
0.73,0.799,0.5655,11
0.355,0.0955,0.075,11
0.465,0.1425,0.113,11
0.68,0.7635,0.4025,11
0.54,0.394,0.26,11
0.58,0.4405,0.265,11
0.585,0.4055,0.251,11
0.615,0.4435,0.285,11
0.675,0.74,0.3815,11
0.65,0.777,0.3965,11
0.63,0.4265,0.325,11
0.71,0.8985,0.4535,11
0.55,0.3745,0.223,11
0.695,0.667,0.471,11
0.61,0.5275,0.35,11
0.47,0.2315,0.1525,11
0.65,0.689,0.432,11
0.625,0.5565,0.365,11
0.65,0.694,0.3235,11
0.54,0.3675,0.246,11
0.59,0.366,0.295,11
0.61,0.5125,0.305,11
0.615,0.559,0.3165,11
0.685,0.647,0.465,11
0.615,0.422,0.29,11
0.705,1.0465,0.528,11
0.545,0.356,0.2385,11
0.635,0.5635,0.3395,11
0.435,0.152,0.125,11
0.56,0.3825,0.3,11
0.49,0.2165,0.155,11
0.61,0.5195,0.3005,11
0.54,0.3485,0.235,11
0.545,0.387,0.2625,11
0.61,0.507,0.274,11
0.59,0.355,0.25,11
0.625,0.46,0.304,11
0.62,0.6285,0.3685,11
0.635,0.6,0.367,11
0.5,0.273,0.22,11
0.67,0.6205,0.657,11
0.68,0.8415,0.395,11
0.63,0.605,0.328,11
0.585,0.437,0.32,11
0.655,0.7285,0.385,11
0.6,0.4755,0.28,11
0.62,0.4995,0.357,11
0.43,0.0925,0.12,11
0.655,0.8885,0.4195,11
0.585,0.4145,0.33,11
0.67,0.6605,0.37,11
0.58,0.4625,0.28,11
0.5,0.185,0.19,11
0.31,0.0415,0.04,11
0.66,0.5055,0.37,11
0.65,0.665,0.378,11
0.645,0.7455,0.4325,11
0.495,0.3005,0.185,11
0.77,0.8005,0.355,11
0.68,0.7075,0.48,11
0.46,0.3,0.16,11
0.605,0.6315,0.33,11
0.64,0.59,0.363,11
0.6,0.5195,0.292,11
0.63,0.553,0.35,11
0.655,0.6955,0.42,11
0.69,0.6655,0.5,11
0.55,0.321,0.252,11
0.715,0.6655,0.405,11
0.635,0.556,0.37,11
0.545,0.2975,0.21,11
0.7,0.647,0.455,11
0.655,0.8485,0.331,11
0.56,0.329,0.251,11
0.55,0.378,0.29,11
0.45,0.1865,0.16,11
0.595,0.5865,0.25,11
0.665,0.631,0.32,11
0.62,0.371,0.3075,11
0.575,0.4685,0.295,11
0.63,0.492,0.37,11
0.615,0.4375,0.31,11
0.695,0.7465,0.4975,11
0.595,0.43,0.277,11
0.6,0.3425,0.291,11
0.72,0.8465,0.3875,11
0.71,0.706,0.45,11
0.52,0.255,0.2885,11
0.71,0.9895,0.502,11
0.49,0.198,0.175,11
0.665,0.8505,0.47,11
0.6,0.4655,0.264,11
0.67,0.526,0.316,11
0.675,0.809,0.341,11
0.625,0.465,0.411,11
0.655,0.5345,0.41,11
0.49,0.171,0.185,11
0.67,0.682,0.4005,11
0.47,0.2005,0.166,11
0.535,0.312,0.265,11
0.525,0.2405,0.275,11
0.545,0.2935,0.28,11
0.66,0.6775,0.178,11
0.615,0.5675,0.317,11
0.725,0.873,0.435,11
0.455,0.1625,0.145,11
0.555,0.3845,0.2765,11
0.695,0.727,0.445,11
0.63,0.53,0.322,11
0.705,0.607,0.44,11
0.63,0.6355,0.38,11
0.61,0.7045,0.3045,11
0.65,0.5975,0.4,11
0.68,0.615,0.406,11
0.6,0.441,0.39,11
0.645,0.5985,0.439,11
0.655,0.695,0.444,11
0.695,0.8455,0.455,11
0.67,0.74,0.465,11
0.425,0.125,0.117,11
0.455,0.1815,0.16,11
0.685,0.7185,0.32,11
0.685,0.637,0.46,11
0.67,0.63,0.3725,11
0.51,0.244,0.188,11
0.565,0.404,0.29,11
0.43,0.1475,0.11,11
0.615,0.4695,0.348,11
0.625,0.7105,0.345,11
0.635,0.623,0.395,11
0.32,0.0585,0.049,11
0.605,0.4535,0.2765,11
0.505,0.3035,0.2175,11
0.565,0.421,0.26,11
0.63,0.6025,0.315,11
0.625,0.5855,0.475,11
0.635,0.5385,0.345,11
0.56,0.4015,0.245,11
0.58,0.47,0.25,11
0.37,0.0905,0.07,11
0.605,0.6025,0.2925,11
0.52,0.263,0.26,11
0.495,0.284,0.2,11
0.57,0.3585,0.277,11
0.605,0.492,0.3555,11
0.705,0.6435,0.265,11
0.54,0.369,0.21,11
0.715,0.938,0.44,11
0.465,0.169,0.145,11
0.71,0.785,0.49,11
0.71,1.2455,0.434,11
0.585,0.4355,0.31,11
0.655,0.6215,0.4535,11
0.625,0.451,0.305,11
0.65,0.77,0.435,11
0.625,0.5275,0.344,11
0.56,0.34,0.2425,11
0.655,0.587,0.3415,11
0.65,0.6155,0.36,11
0.465,0.1895,0.155,11
0.59,0.5245,0.275,11
0.675,0.475,0.386,11
0.68,0.724,0.406,11
0.685,0.7775,0.438,11
0.575,0.3485,0.24,11
0.7,0.73,0.595,11
0.655,0.553,0.345,11
0.64,0.763,0.4435,11
0.735,0.952,0.5,11
0.33,0.0655,0.055,11
0.53,0.2805,0.214,11
0.62,0.446,0.305,11
0.355,0.0935,0.085,11
0.75,0.83,0.44,11
0.555,0.282,0.285,11
0.5,0.2815,0.22,11
0.62,0.447,0.284,11
0.6,0.606,0.3445,11
0.39,0.116,0.115,11
0.695,0.768,0.4755,11
0.565,0.37,0.249,11
0.445,0.1785,0.14,11
0.565,0.348,0.26,11
0.645,0.6525,0.3385,11
0.59,0.419,0.26,11
0.64,0.4765,0.35,11
0.675,0.6295,0.4245,11
0.565,0.332,0.29,11
0.665,0.5595,0.4375,11
0.63,0.599,0.315,11
0.63,0.6605,0.31,11
0.615,0.5995,0.37,11
0.445,0.12,0.105,11
0.655,0.688,0.363,11
0.695,0.7625,0.455,11
0.61,0.5865,0.2915,11
0.585,0.4255,0.2845,11
0.78,1.1945,0.6745,11
0.62,0.5705,0.355,11
0.685,0.813,0.49,11
0.38,0.115,0.075,11
0.63,0.5115,0.3065,11
0.645,0.526,0.317,11
0.65,0.528,0.37,11
0.6,0.549,0.36,11
0.75,1.0615,0.5285,11
0.505,0.239,0.18,11
0.45,0.185,0.145,11
0.64,0.625,0.4395,11
0.585,0.458,0.3,11
0.655,0.654,0.415,11
0.725,0.697,0.595,11
0.51,0.312,0.2,11
0.62,0.531,0.37,11
0.565,0.414,0.21,11
0.505,0.285,0.21,11
0.46,0.193,0.155,11
0.585,0.639,0.3,11
0.73,0.9285,0.643,11
0.685,0.833,0.475,11
0.625,0.5725,0.355,11
0.63,0.5515,0.31,11
0.625,0.4845,0.375,11
0.62,0.594,0.388,11
0.6,0.4455,0.295,11
0.64,0.693,0.409,11
0.65,0.59,0.391,11
0.635,0.4825,0.31,11
0.63,0.535,0.335,11
0.58,0.4315,0.287,11
0.655,0.524,0.385,11
0.545,0.3365,0.3,11
0.58,0.3215,0.315,11
0.72,0.691,0.4425,11
0.53,0.189,0.31,11
0.625,0.7465,0.3855,11
0.68,0.5565,0.4285,11
0.645,0.779,0.432,11
0.625,0.475,0.265,11
0.61,0.565,0.3085,11
0.64,0.5525,0.3015,11
0.635,0.634,0.406,11
0.42,0.165,0.144,11
0.41,0.1735,0.11,11
0.725,0.744,0.488,11
0.58,0.3945,0.285,11
0.74,1.1495,0.505,11
0.67,0.576,0.351,11
0.605,0.432,0.26,11
0.65,0.6865,0.405,11
0.66,0.546,0.476,11
0.66,0.6525,0.49,11
0.615,0.474,0.24,11
0.6,0.466,0.298,11
0.75,1.109,0.545,11
0.49,0.2215,0.15,11
0.595,0.653,0.41,11
0.58,0.383,0.255,11
0.565,0.3135,0.23,11
0.565,0.405,0.255,11
0.64,0.6735,0.3255,11
0.7,0.7755,0.461,11
0.65,0.675,0.399,11
0.445,0.1365,0.18,11
0.455,0.2,0.175,11
0.635,0.445,0.3475,11
0.655,0.7185,0.355,11
0.52,0.1775,0.185,11
0.52,0.276,0.215,11
0.57,0.454,0.265,11
0.625,0.4495,0.345,11
0.55,0.289,0.233,11
0.51,0.229,0.235,11
0.66,0.69,0.441,11
0.71,0.743,0.45,11
0.475,0.1715,0.155,11
0.675,0.556,0.4115,11
0.47,0.1845,0.145,11
0.72,0.8215,0.4705,11
0.64,0.678,0.266,11
0.71,0.8725,0.475,11
0.56,0.36,0.25,11
0.62,0.527,0.3175,11
0.555,0.262,0.24,11
0.42,0.1675,0.1135,11
0.62,0.4655,0.28,11
0.67,0.833,0.41,11
0.78,1.488,0.586,11
0.65,0.6665,0.46,11
0.315,0.0615,0.0795,11
0.625,0.4605,0.3945,11
0.45,0.184,0.1125,11
0.65,0.658,0.4115,11
0.44,0.134,0.12,11
0.485,0.236,0.255,11
0.64,0.593,0.431,11
0.465,0.2015,0.185,11
0.55,0.317,0.22,11
0.555,0.3695,0.255,11
0.525,0.334,0.17,11
0.6,0.285,0.269,11
0.655,0.6195,0.497,11
0.665,0.6635,0.353,11
0.63,0.5255,0.339,11
0.635,0.5065,0.412,11
0.575,0.393,0.2,11
0.725,0.83,0.405,11
0.66,0.6725,0.4065,11
0.525,0.293,0.235,11
0.475,0.167,0.187,11
0.515,0.2665,0.25,11
0.59,0.3645,0.235,11
0.75,0.942,0.445,11
0.52,0.242,0.182,11
0.675,0.7035,0.4,11
0.67,0.7465,0.508,11
0.58,0.363,0.195,11
0.6,0.451,0.325,11
0.505,0.2245,0.225,11
0.61,0.4255,0.38,11
0.52,0.2645,0.181,11
0.445,0.181,0.155,11
0.4,0.138,0.1,11
0.625,0.5475,0.3045,11
0.605,0.7285,0.431,11
0.65,0.6215,0.399,11
0.69,0.769,0.4305,11
0.67,0.711,0.3,11
0.625,0.4895,0.3325,11
0.56,0.4535,0.275,11
0.57,0.387,0.275,11
0.635,0.577,0.3825,11
0.735,1.1335,0.6,11
0.545,0.3685,0.345,11
0.495,0.2615,0.178,11
0.625,0.4875,0.355,11
0.585,0.4925,0.335,11
0.72,0.7755,0.48,11
0.72,0.9155,0.479,11
0.645,0.633,0.349,11
0.53,0.233,0.18,11
0.47,0.232,0.13,11
0.505,0.2595,0.19,11
0.71,0.735,0.4525,11
0.645,0.5755,0.4545,11
0.575,0.381,0.26,11
0.58,0.48,0.325,11
0.635,0.634,0.363,11
0.58,0.399,0.265,11
0.335,0.078,0.065,11
0.71,1.012,0.5475,11
0.755,1.1965,0.6785,11
0.65,0.5725,0.43,11
0.745,0.896,0.5,11
0.675,0.557,0.385,11
0.64,0.554,0.32,11
0.6,0.465,0.315,11
0.56,0.3685,0.235,11
0.49,0.2175,0.165,11
0.595,0.412,0.289,11
0.58,0.444,0.2445,11
0.7,0.7535,0.32,11
0.625,0.531,0.3525,11
0.565,0.352,0.1685,11
0.535,0.345,0.24,11
0.5,0.216,0.21,11
0.63,0.6325,0.37,11
0.6,0.456,0.329,11
0.53,0.2975,0.195,11
0.7,0.8605,0.398,11
0.65,0.695,0.395,11
0.415,0.1215,0.104,11
0.72,1.0815,0.503,11
0.61,0.389,0.272,11
0.595,0.402,0.275,11
0.435,0.192,0.13,11
0.655,0.6865,0.547,11
0.65,0.8875,0.405,11
0.65,0.4785,0.349,11
0.6,0.5055,0.367,11
0.62,0.726,0.332,11
0.47,0.187,0.18,11
0.585,0.503,0.2515,11
0.525,0.3225,0.215,11
0.585,0.3625,0.27,11
0.545,0.3475,0.24,12
0.485,0.245,0.168,12
0.57,0.3675,0.27,12
0.51,0.262,0.193,12
0.57,0.4465,0.245,12
0.65,0.6345,0.364,12
0.635,0.611,0.418,12
0.67,0.6255,0.308,12
0.505,0.2325,0.17,12
0.61,0.419,0.36,12
0.46,0.215,0.13,12
0.63,0.555,0.34,12
0.44,0.15,0.1515,12
0.525,0.2655,0.225,12
