@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
7,63,1.286,1.46,13,1
7,119,2.429,1.65,26,1
7,63,1.286,1.83,12,1
4,28,1.75,8,1,1
11,1199,9.909,1.92,146,1
8,336,5.25,2.43,54,1
8,248,3.875,2.02,46,1
12,144,1,1.69,26,1
10,470,4.7,1.29,72,1
6,42,1.167,30,1,1
7,350,7.143,1.45,64,1
10,510,5.1,3.12,67,1
14,4200,21.429,2.39,462,1
7,77,1.571,1.6,20,1
7,91,1.857,1.89,18,1
10,1210,12.1,2.41,186,1
5,25,1,5,2,1
8,144,2.25,1.65,31,1
10,510,5.1,2.29,68,1
11,473,3.909,2.18,61,1
8,160,2.5,2.45,33,1
9,162,2,1.84,31,1
10,1830,18.3,1.67,293,1
10,330,3.3,2.05,63,1
9,981,12.111,1.58,151,1
10,380,3.8,3.12,52,1
11,1144,9.455,2.56,164,1
9,2250,27.778,2.18,314,1
7,1001,20.429,1.28,82,1
10,1310,13.1,2.79,206,1
1,200,200,1.04,25,1
7,987,20.143,1.16,139,1
7,1099,22.429,2.77,174,1
10,810,8.1,2.11,107,1
24,4464,7.75,7.55,304,1
13,5304,31.385,2.58,579,1
36,6696,5.167,7.28,292,1
7,77,1.571,1.52,21,1
8,1184,18.5,1.2,180,1
9,333,4.111,3.18,55,1
11,462,3.818,2.25,69,1
5,65,2.6,1.46,13,1
9,729,9,2.22,106,1
7,266,5.429,1.45,55,1
7,2422,49.429,1.23,341,1
8,184,2.875,2.14,22,1
11,385,3.182,4.78,27,1
8,128,2,2,23,1
6,54,1.5,1.58,12,1
7,28,0.571,2,4,1
8,32,0.5,2.4,5,1
7,238,4.857,1.48,44,1
16,5392,21.063,5.15,387,1
9,585,7.222,1.35,96,1
9,45,0.556,2.2,5,1
6,126,3.5,1.33,33,1
12,2016,14,2.1,245,1
9,828,10.222,1.54,129,1
9,4824,59.556,1.34,456,1
10,870,8.7,2.23,146,1
5,35,1.4,4.33,3,1
7,1449,29.571,1.29,279,1
9,981,12.111,1.67,129,1
10,410,4.1,1.87,71,1
6,174,4.833,1.26,42,1
10,190,1.9,8.92,13,1
12,2940,20.417,1.7,353,1
9,1395,17.222,2.44,198,1
9,1521,18.778,2.53,212,1
8,4200,65.625,1.34,297,1
8,120,1.875,2.74,19,1
11,88,0.727,10.67,6,1
9,756,9.333,1.81,93,1
8,40,0.625,3,7,1
8,168,2.625,1.38,34,1
17,4522,15.647,12.82,325,1
10,2880,28.8,1.5,365,1
8,256,4,2.46,35,1
10,3170,31.7,1.32,298,1
9,216,2.667,1.72,36,1
4,1012,63.25,1.41,93,1
3,9,1,8,1,1
7,98,2,1.79,19,1
6,78,2.167,1.54,13,1
10,160,1.6,6.19,16,1
14,5894,30.071,4.8,466,1
7,210,4.286,1.77,35,1
6,120,3.333,1.52,25,1
25,4650,7.44,7.16,310,1
5,105,4.2,1.46,24,1
7,287,5.857,1.33,46,1
13,3107,18.385,2.16,343,1
10,500,5,5.57,54,1
14,5880,30,4.92,449,1
5,155,6.2,2.06,18,1
10,300,3,2.29,48,1
4,176,11,1.42,33,1
9,2331,28.778,1.38,370,1
6,174,4.833,1.51,39,1
7,847,17.286,1.79,131,1
7,1715,35,1.41,175,1
9,972,12,2.35,155,1
11,539,4.455,4.3,43,1
12,1224,8.5,2.09,171,1
77,20867,3.519,11.28,885,1
12,312,2.167,2.21,39,1
9,3267,40.333,1.28,326,1
7,336,6.857,1.67,60,1
5,20,0.8,3.25,4,1
10,630,6.3,1.84,86,1
5,30,1.2,2.5,4,1
9,882,10.889,1.58,103,1
8,672,10.5,1.94,125,1
10,2050,20.5,3.04,257,1
10,350,3.5,2.24,51,1
6,186,5.167,1.4,35,1
14,2814,14.357,4.84,217,1
9,171,2.111,1.31,29,1
10,250,2.5,2.51,39,1
7,560,11.429,1.39,41,1
11,396,3.273,2.07,54,1
9,2466,30.444,1.31,298,1
9,549,6.778,1.6,73,1
9,4797,59.222,1.34,596,1
12,3420,23.75,4.33,324,1
13,3601,21.308,2.59,407,1
6,270,7.5,1.64,75,1
8,192,3,1.43,40,1
10,1550,15.5,2.47,208,1
9,873,10.778,1.76,157,1
7,175,3.571,2.26,27,1
8,168,2.625,2.35,31,1
9,1593,19.667,1.38,227,1
7,532,10.857,1.38,116,1
9,747,9.222,3.3,84,1
10,230,2.3,2.3,37,1
9,117,1.444,1.71,21,1
5,95,3.8,2.18,22,1
10,1760,17.6,1.36,235,1
8,80,1.25,2.13,16,1
7,770,15.714,1.25,107,1
12,96,0.667,15.2,5,1
13,1105,6.538,2.76,131,1
10,180,1.8,6.44,16,1
9,972,12,2.15,165,1
9,999,12.333,1.57,133,1
9,189,2.333,2.3,30,1
7,126,2.571,1.36,25,1
8,96,1.5,1.91,22,1
6,486,13.5,1.34,102,1
10,120,1.2,2.83,6,1
5,55,2.2,1.71,14,1
9,315,3.889,1.65,52,1
10,190,1.9,2.12,34,1
18,1152,3.556,3.24,93,1
9,54,0.667,18,2,1
5,40,1.6,2.18,11,1
22,572,1.182,1.93,84,1
11,770,6.364,3.53,83,1
8,424,6.625,2.09,67,1
8,232,3.625,2,40,1
8,248,3.875,2.04,50,1
3,9,1,8,1,1
8,192,3,1.95,43,1
9,2322,28.667,1.28,313,1
10,290,2.9,3.56,18,1
9,1539,19,1.35,138,1
8,760,11.875,1.34,106,1
10,260,2.6,2.09,44,1
8,200,3.125,2.06,36,1
6,96,2.667,2.45,11,1
9,4824,59.556,1.36,547,1
23,6233,11.783,1.87,420,1
9,2736,33.778,1.32,419,1
9,63,0.778,3.67,6,1
10,1590,15.9,3.13,192,1
11,594,4.909,1.99,77,1
12,3192,22.167,2.72,397,1
10,230,2.3,2.35,31,1
8,200,3.125,1.45,33,1
6,66,1.833,1.53,15,1
8,464,7.25,3.15,65,1
9,2529,31.222,1.73,398,1
11,88,0.727,4.08,13,1
10,110,1.1,1.58,26,1
10,640,6.4,2.12,57,1
10,110,1.1,1.58,19,1
9,297,3.667,2.53,40,1
9,162,2,7.77,13,1
7,196,4,1.56,36,1
12,3732,25.917,1.64,443,1
18,864,2.667,4.3,53,1
8,552,8.625,1.29,68,1
7,77,1.571,2.57,7,1
9,2376,29.333,1.34,349,1
6,156,4.333,2.25,36,1
4,8,0.5,7,1,1
8,872,13.625,1.83,129,1
9,2979,36.778,1.21,308,1
9,1359,16.778,1.17,162,1
9,693,8.556,2.63,128,1
12,792,5.5,3.03,105,1
11,473,3.909,2.47,64,1
13,2925,17.308,3.27,226,1
10,350,3.5,2.02,66,1
7,504,10.286,1.85,110,1
1,50,50,1.11,9,1
8,584,9.125,2.75,92,1
8,112,1.75,2,20,1
9,3123,38.556,1.26,275,1
8,96,1.5,2.1,21,1
8,120,1.875,2.14,28,1
8,520,8.125,1.74,90,1
8,2752,43,1.22,486,1
13,1963,11.615,2.59,229,1
3,12,1.333,8,1,1
8,144,2.25,2.52,23,1
5,125,5,1.52,33,1
11,935,7.727,1.73,135,1
5,15,0.6,9,1,1
12,3264,22.667,1.8,397,1
8,832,13,3.71,129,1
8,344,5.375,1.93,69,1
6,48,1.333,3.38,8,1
8,336,5.25,2.07,61,1
9,378,4.667,2.13,61,1
8,200,3.125,1.98,41,1
11,242,2,4.04,25,1
8,1864,29.125,1.36,207,1
9,180,2.222,8.07,14,1
7,322,6.571,2.63,51,1
18,432,1.333,5.76,34,1
8,168,2.625,2.23,31,1
9,81,1,2.38,13,1
6,324,9,3.36,53,1
12,3252,22.583,1.99,423,1
8,128,2,2.2,25,1
10,130,1.3,2.33,6,1
8,264,4.125,2.24,50,1
6,72,2,2.22,9,1
10,840,8.4,1.65,142,1
6,36,1,1.44,9,1
7,28,0.571,2.4,5,1
7,126,2.571,2.63,8,1
9,108,1.333,1.46,28,1
6,168,4.667,2.12,26,1
12,516,3.583,2.32,69,1
6,576,16,2.01,67,1
17,3451,11.941,14.19,225,1
8,4080,63.75,1.32,444,1
7,245,5,1.9,52,1
8,232,3.625,2.1,50,1
7,91,1.857,1.58,19,1
6,114,3.167,1.59,22,1
6,66,1.833,1.33,18,1
7,203,4.143,2,37,1
8,72,1.125,2,14,1
13,4901,29,1.59,548,1
7,63,1.286,1.77,13,1
8,224,3.5,3.14,22,1
9,1530,18.889,2.6,218,1
8,1056,16.5,1.84,178,1
10,2710,27.1,1.42,381,1
10,590,5.9,1.7,87,1
10,160,1.6,7.56,9,1
1,29,29,1.13,8,1
9,306,3.778,1.42,45,1
7,427,8.714,1.47,70,1
28,9324,11.893,4.55,718,1
8,96,1.5,2.11,19,1
11,1672,13.818,2.88,212,1
9,702,8.667,3.33,98,1
8,296,4.625,1.29,77,1
9,684,8.444,2.27,106,1
14,1274,6.5,5.05,98,1
7,1148,23.429,1.6,202,1
13,754,4.462,3.2,79,1
1,60,60,1.08,12,1
7,189,3.857,2.5,6,1
8,816,12.75,2.7,122,1
8,640,10,1.75,127,1
7,1526,31.143,1.26,171,1
7,35,0.714,1.86,7,1
7,441,9,1.94,77,1
11,88,0.727,2.09,11,1
9,2511,31,1.34,181,1
23,4554,8.609,14.93,282,1
8,264,4.125,2,47,1
8,744,11.625,1.55,125,1
7,350,7.143,1.23,61,1
8,136,2.125,1.67,36,1
8,368,5.75,1.42,74,1
10,330,3.3,2.47,43,1
25,2875,4.6,2.56,333,1
8,1200,18.75,1.23,154,1
10,100,1,46,1,1
4,44,2.75,1.33,12,1
7,637,13,1.24,92,1
6,576,16,1.51,100,1
6,48,1.333,1.07,14,1
7,126,2.571,1.86,28,1
24,8016,13.917,14.3,501,1
10,1010,10.1,3.02,156,1
9,108,1.333,2.41,22,1
8,112,1.75,2.1,20,1
22,1518,3.136,10.59,74,1
7,336,6.857,1.44,77,1
9,360,4.444,2.92,61,1
7,56,1.143,1.54,13,1
17,408,1.412,4.46,39,1
9,81,1,2.8,10,1
8,280,4.375,2.14,58,1
10,530,5.3,1.82,99,1
7,147,3,1.71,28,1
11,946,7.818,3.1,126,1
11,88,0.727,8.86,7,1
10,2510,25.1,1.37,327,1
9,1548,19.111,1.31,202,1
11,660,5.455,1.97,91,1
10,3090,30.9,1.4,441,1
6,300,8.333,2,49,1
7,196,4,1.36,39,1
10,1500,15,2.07,183,1
9,342,4.222,2.74,47,1
8,144,2.25,2.74,23,1
10,1000,10,2.81,146,1
12,3624,25.167,1.68,429,1
9,207,2.556,1.51,41,1
7,126,2.571,2.17,12,1
7,91,1.857,1.32,19,1
9,153,1.889,7.27,11,1
10,520,5.2,1.87,89,1
9,1332,16.444,1.33,198,1
7,252,5.143,1.67,55,1
10,770,7.7,2.64,137,1
7,77,1.571,1.8,15,1
8,96,1.5,2.05,20,1
9,144,1.778,2.14,14,1
22,1562,3.227,11.64,72,1
8,344,5.375,2.4,57,1
8,128,2,2.09,23,1
10,1430,14.3,2.33,218,1
9,1134,14,2.83,194,1
37,3737,2.73,2.44,432,1
7,49,1,1.38,13,1
8,344,5.375,1.83,64,1
9,576,7.111,1.81,95,1
10,300,3,1.96,47,1
9,621,7.667,1.75,122,1
7,175,3.571,1.22,27,1
9,927,11.444,2.75,129,1
9,954,11.778,2.8,127,1
9,441,5.444,1.27,77,1
8,1264,19.75,1.33,97,1
9,2556,31.556,1.26,286,1
12,1704,11.833,3.04,189,1
7,147,3,1.52,27,1
8,64,1,4.67,6,1
9,189,2.333,2.68,25,1
9,747,9.222,2.77,96,1
5,15,0.6,4.5,2,1
11,1265,10.455,1.79,188,1
4,68,4.25,3.5,6,1
8,984,15.375,2.71,146,1
9,828,10.222,2.05,118,1
22,4576,9.455,1.59,585,1
10,170,1.7,3.86,14,1
7,1701,34.714,1.48,227,1
10,580,5.8,2.17,80,1
10,2930,29.3,1.53,397,1
10,270,2.7,2.38,39,1
25,4450,7.12,7.9,276,1
7,315,6.429,2.22,54,1
13,3783,22.385,2.68,403,1
10,350,3.5,1.88,58,1
1,41,41,1.07,15,1
9,1998,24.667,1.52,266,1
9,1359,16.778,1.39,181,1
5,85,3.4,2.33,21,1
6,234,6.5,1.66,32,1
10,2510,25.1,1.23,287,1
19,2337,6.474,207,1,1
7,49,1,1.42,12,1
8,1920,30,1.4,264,1
8,88,1.375,1.4,20,1
11,132,1.091,4.13,16,1
13,1508,8.923,2.3,183,1
8,112,1.75,3.38,16,1
11,1100,9.091,3.29,158,1
8,1848,28.875,1.65,236,1
11,2508,20.727,2.96,239,1
6,216,6,2,55,1
7,77,1.571,1.47,19,1
9,207,2.556,1.57,28,1
9,216,2.667,1.38,34,1
11,2706,22.364,2.85,331,1
13,5317,31.462,2.23,637,1
7,119,2.429,1.41,27,1
9,207,2.556,2.92,12,1
7,105,2.143,2.3,20,1
13,5382,31.846,3.08,623,1
8,408,6.375,2.19,69,1
9,576,7.111,1.98,88,1
9,1260,15.556,2.71,177,1
8,96,1.5,1.11,18,1
7,28,0.571,9,1,1
8,176,2.75,2.03,35,1
8,184,2.875,2.03,33,1
7,224,4.571,1.46,52,1
9,2439,30.111,1.9,374,1
11,1111,9.182,1.61,165,1
7,126,2.571,1.39,28,1
7,63,1.286,1.2,15,1
7,189,3.857,1.33,40,1
5,40,1.6,3,9,1
12,876,6.083,2.1,108,1
4,100,6.25,1.33,21,1
8,4280,66.875,1.35,520,1
7,1498,30.571,2.95,234,1
10,230,2.3,2.2,30,1
6,492,13.667,1.39,97,1
5,315,12.6,1.47,45,1
11,88,0.727,4.13,8,1
5,15,0.6,3,3,1
10,830,8.3,2.92,121,1
9,477,5.889,1.54,78,1
8,136,2.125,2.86,22,1
5,345,13.8,1.51,57,1
8,80,1.25,2,16,1
7,140,2.857,1.33,27,1
7,112,2.286,2.07,14,1
9,2448,30.222,1.87,353,1
8,48,0.75,8,3,1
5,35,1.4,1.36,11,1
12,132,0.917,1.63,30,1
7,112,2.286,2.04,24,1
5,140,5.6,1.3,33,1
8,216,3.375,2.05,43,1
11,957,7.909,2.65,115,1
9,747,9.222,1.93,112,1
23,8533,16.13,16.83,477,1
10,1620,16.2,2.71,176,1
12,156,1.083,2.35,26,1
7,84,1.714,2.11,19,1
7,203,4.143,2.7,20,1
8,312,4.875,2.2,55,1
10,330,3.3,1.95,62,1
8,320,5,1.45,62,1
3,27,3,2,4,1
1,249,249,1.02,42,1
7,1386,28.286,1.36,174,1
6,576,16,2.3,80,1
11,2882,23.818,1.94,386,1
7,49,1,1.71,7,1
10,290,2.9,1.85,48,1
19,8645,23.947,33.48,21,1
7,147,3,1.35,37,1
14,3710,18.929,4.47,294,1
7,189,3.857,3.8,5,1
11,1001,8.273,2.33,123,1
6,42,1.167,2.38,8,1
7,217,4.429,1.55,40,1
9,4599,56.778,1.42,530,1
9,918,11.333,2.81,132,1
7,329,6.714,1.29,66,1
11,913,7.545,1.71,146,1
14,2688,13.714,2.28,275,1
8,248,3.875,1.79,48,1
9,594,7.333,1.42,101,1
9,2754,34,1.4,378,1
9,819,10.111,2.2,119,1
8,432,6.75,1.53,53,1
9,333,4.111,2.7,56,1
16,1696,6.625,1.49,218,1
10,270,2.7,6.07,28,1
9,180,2.222,1.62,26,1
14,868,4.429,5.97,63,1
7,98,2,1.6,20,1
9,4545,56.111,1.32,654,1
5,40,1.6,1.63,8,1
9,1926,23.778,1.44,307,1
10,340,3.4,2.1,63,1
7,602,12.286,1.69,105,1
7,105,2.143,1.74,27,1
10,2620,26.2,1.89,390,1
8,72,1.125,2.31,13,1
9,153,1.889,1.38,34,1
9,369,4.556,1.91,65,1
7,133,2.714,4.89,18,1
10,400,4,2.07,57,1
5,45,1.8,1.71,7,1
10,190,1.9,7.5,14,1
10,2400,24,2.75,334,1
10,530,5.3,2,91,1
9,963,11.889,2.44,141,1
8,208,3.25,2.16,38,1
38,12996,9,12.99,275,1
6,1032,28.667,1.73,175,1
12,3984,27.667,4.5,356,1
11,4796,39.636,2.86,564,1
5,155,6.2,1.49,37,1
8,872,13.625,1.61,119,1
1,42,42,1.06,16,1
7,1337,27.286,1.66,247,1
8,208,3.25,2.41,32,1
10,5110,51.1,1.3,555,1
6,582,16.167,1.84,89,1
6,198,5.5,2.24,46,1
9,1071,13.222,2.34,193,1
12,96,0.667,2.11,9,1
11,693,5.727,3.08,93,1
6,234,6.5,2.05,39,1
6,42,1.167,2,11,1
9,1629,20.111,2.9,211,1
9,207,2.556,1.92,39,1
7,217,4.429,2.15,27,1
10,150,1.5,1.88,24,1
9,2430,30,1.27,213,1
7,1673,34.143,1.51,177,1
7,252,5.143,1.84,56,1
8,64,1,3.44,9,1
7,462,9.429,1.49,53,1
7,259,5.286,3.14,43,1
7,14,0.286,7,1,1
9,153,1.889,7.15,13,1
24,3984,6.917,17.08,211,1
12,1464,10.167,2.3,166,1
7,525,10.714,1.52,91,1
9,198,2.444,2.48,23,1
14,3822,19.5,4.59,310,1
7,28,0.571,10,2,1
9,225,2.778,1.51,37,1
9,567,7,2.01,84,1
9,423,5.222,1.78,80,1
24,2304,4,3.18,151,1
9,333,4.111,2.82,61,1
8,96,1.5,2.14,21,1
9,306,3.778,1.76,63,1
7,133,2.714,1.44,32,1
7,329,6.714,2.23,40,1
6,138,3.833,2.36,22,1
8,72,1.125,1.53,17,1
10,2420,24.2,2.08,303,1
11,2992,24.727,2,420,1
16,6224,24.313,5.35,424,1
10,90,0.9,58,1,1
7,77,1.571,1.55,20,1
9,2232,27.556,2.39,308,1
10,490,4.9,1.35,60,1
6,84,2.333,1.8,15,1
11,902,7.455,1.97,108,1
8,64,1,1.53,15,1
9,324,4,2.87,61,1
10,2710,27.1,1.89,358,1
10,840,8.4,2.47,121,1
10,990,9.9,1.92,136,1
12,864,6,6.11,89,1
10,250,2.5,2,40,1
7,98,2,1.95,19,1
11,2695,22.273,2.77,344,1
8,2824,44.125,1.19,165,1
8,2472,38.625,1.41,325,1
9,207,2.556,1.62,39,1
9,2412,29.778,1.24,258,1
8,368,5.75,2.09,56,1
8,2384,37.25,1.5,383,1
9,1350,16.667,1.76,218,1
6,624,17.333,2,31,1
9,297,3.667,1.81,54,1
7,203,4.143,1.33,43,1
7,126,2.571,1.39,23,1
8,120,1.875,2,19,1
6,36,1,1.88,8,1
9,234,2.889,1.74,39,1
9,2988,36.889,1.21,393,1
7,28,0.571,3,3,1
10,220,2.2,2.34,29,1
8,1720,26.875,2.86,220,1
13,5733,33.923,4.63,463,1
10,480,4.8,2.15,67,1
8,512,8,3.85,72,1
6,186,5.167,1.85,20,1
10,580,5.8,1.62,29,1
7,945,19.286,1.23,120,1
10,640,6.4,2.25,84,1
11,1276,10.545,1.8,194,1
11,781,6.455,7,77,1
6,114,3.167,1.27,30,1
20,640,1.6,21.15,13,1
7,91,1.857,7.63,8,1
9,1494,18.444,2.95,195,1
5,80,3.2,2,10,1
9,702,8.667,2.17,113,1
6,84,2.333,2.05,22,1
6,84,2.333,1.79,14,1
9,1170,14.444,2.63,199,1
9,486,6,1.48,96,1
7,112,2.286,1.68,19,1
11,1034,8.545,3.12,126,1
12,264,1.833,7.65,20,1
10,2560,25.6,2.95,322,1
8,96,1.5,2.18,17,1
9,576,7.111,2.18,84,1
9,4806,59.333,1.34,607,1
8,64,1,1.6,10,1
8,96,1.5,1.68,22,1
8,112,1.75,3.22,18,1
10,490,4.9,3.07,88,1
12,4848,33.667,2.82,573,1
8,1472,23,1.64,213,1
5,90,3.6,3.44,18,1
8,264,4.125,1.6,62,1
7,98,2,1.95,19,1
10,410,4.1,2.01,69,1
3,27,3,1.33,6,1
9,2565,31.667,2.42,358,1
5,40,1.6,4.67,3,1
24,2016,3.5,8.69,110,1
13,845,5,2.58,99,1
11,2992,24.727,1.97,423,1
7,441,9,1.8,83,1
12,2112,14.667,2.61,244,1
13,5070,30,1.56,593,1
7,140,2.857,2.24,21,1
9,495,6.111,1.92,71,1
8,200,3.125,2.22,27,1
11,627,5.182,1.87,91,1
7,42,0.857,1.75,8,1
11,1078,8.909,2.15,138,1
9,180,2.222,2.35,20,1
9,1197,14.778,1.89,150,1
8,264,4.125,2.13,39,1
24,2568,4.458,16.91,138,1
10,160,1.6,7.25,12,1
10,180,1.8,1.89,28,1
6,216,6,1.91,56,1
10,650,6.5,2.76,112,1
9,1449,17.889,2.87,218,1
9,288,3.556,1.53,55,1
7,35,0.714,7,1,1
12,324,2.25,2.64,39,1
20,360,0.9,19.56,9,1
10,100,1,28,2,1
6,132,3.667,1.3,33,1
10,510,5.1,1.89,83,1
7,98,2,1.88,17,1
5,15,0.6,4.5,2,1
8,112,1.75,2.67,6,1
4,548,34.25,3.28,29,1
8,360,5.625,1.87,30,1
5,495,19.8,1.5,117,1
12,1416,9.833,2.42,181,1
17,2907,10.059,2.42,250,1
9,198,2.444,2.11,28,1
11,715,5.909,1.65,77,1
10,1000,10,1.82,147,1
8,352,5.5,3.2,50,1
10,40,0.4,15,1,1
8,1488,23.25,2.53,234,1
5,65,2.6,2.2,10,1
10,1310,13.1,2.74,198,1
8,96,1.5,2.2,20,1
7,77,1.571,1.33,21,1
8,136,2.125,2.22,18,1
8,56,0.875,3.13,8,1
16,1440,5.625,1.39,204,1
7,735,15,1.69,111,1
9,4410,54.444,1.4,212,1
10,250,2.5,2.43,42,1
9,1359,16.778,1.48,236,1
8,104,1.625,1.76,25,1
10,1150,11.5,1.48,187,1
7,84,1.714,2.17,18,1
9,153,1.889,2.46,28,1
7,168,3.429,1.48,31,1
8,304,4.75,1.86,21,1
10,2620,26.2,1.76,432,1
9,198,2.444,1.31,29,1
8,392,6.125,1.93,84,1
8,400,6.25,1.97,73,1
9,4590,56.667,1.22,561,1
10,1450,14.5,1.9,212,1
10,780,7.8,1.76,113,1
10,630,6.3,1.4,83,1
10,180,1.8,2.3,23,1
10,1180,11.8,2.02,162,1
9,972,12,2.55,171,1
9,180,2.222,2.32,28,1
11,924,7.636,1.69,143,1
10,360,3.6,2.33,55,1
12,1248,8.667,2.46,170,1
8,104,1.625,5.91,11,1
12,852,5.917,5.86,70,1
7,56,1.143,1.56,9,1
8,2744,42.875,1.2,294,1
5,160,6.4,1.31,51,1
10,370,3.7,3.2,41,1
5,80,3.2,1.36,25,1
9,72,0.889,1.78,9,1
6,36,1,3.17,6,1
8,216,3.375,1.36,45,1
7,238,4.857,1.33,40,1
8,360,5.625,1.8,41,1
10,310,3.1,6.67,30,1
7,140,2.857,1.35,26,1
8,1008,15.75,2.87,165,1
9,324,4,3.3,54,1
7,301,6.143,1.27,52,1
10,410,4.1,1.98,55,1
11,319,2.636,2.21,43,1
6,174,4.833,1.88,33,1
11,594,4.909,2.07,91,1
8,168,2.625,13.5,6,1
11,1551,12.818,2.85,199,1
13,1794,10.615,3.86,108,1
9,441,5.444,1.61,69,1
8,80,1.25,1.88,16,1
20,780,1.95,3.42,53,1
10,890,8.9,3.25,69,1
24,6720,11.667,7.62,399,1
5,140,5.6,1.45,31,1
9,711,8.778,2.19,105,1
10,470,4.7,2.3,69,1
9,738,9.111,2.38,133,1
8,640,10,1.4,84,1
8,72,1.125,2.45,11,1
7,252,5.143,2.05,56,1
5,85,3.4,1.31,26,1
8,136,2.125,2.33,18,1
26,10712,15.846,3,1142,1
10,360,3.6,1.86,51,1
7,287,5.857,1.48,62,1
8,64,1,1.83,12,1
10,5100,51,1.47,564,1
7,2205,45,1.13,110,1
9,180,2.222,9.9,10,1
14,5740,29.286,2.4,576,1
4,12,0.75,2.67,3,1
9,891,11,2.65,155,1
11,3333,27.545,4.97,123,1
10,60,0.6,2.5,8,1
8,296,4.625,2.22,50,1
10,310,3.1,1.3,47,1
10,470,4.7,1.62,65,1
11,1309,10.818,1.72,204,1
7,119,2.429,3.18,17,1
8,64,1,2.73,11,1
9,180,2.222,1.91,33,1
9,837,10.333,1.66,140,1
1,14,14,2.67,3,1
9,819,10.111,1.86,71,1
5,20,0.8,10,1,1
13,4550,26.923,4.49,386,1
6,156,4.333,1.33,40,1
8,312,4.875,2.05,56,1
9,234,2.889,1.37,30,1
6,138,3.833,1.11,35,1
3,12,1.333,11,1,1
9,1143,14.111,1.58,154,1
8,1560,24.375,1.24,221,1
10,90,0.9,30,2,1
8,96,1.5,1.61,28,1
10,600,6,2.35,93,1
8,168,2.625,1.97,37,1
17,1309,4.529,2.94,140,1
9,441,5.444,1.6,73,1
9,1521,18.778,1.82,217,1
8,256,4,1.62,61,1
10,960,9.6,2.49,161,1
7,259,5.286,1.46,54,1
7,49,1,1.56,9,1
9,288,3.556,2.07,42,1
9,333,4.111,3.22,55,1
9,738,9.111,2.33,123,1
6,72,2,1.62,13,1
7,1491,30.429,1.5,234,1
9,819,10.111,1.95,135,1
8,208,3.25,2.31,35,1
7,112,2.286,2.45,11,1
8,656,10.25,2.24,105,1
4,112,7,1.27,40,1
8,224,3.5,2.58,40,1
24,4248,7.375,8.05,268,1
8,376,5.875,1.26,66,1
25,4950,7.92,15.94,270,1
8,208,3.25,2.44,36,1
8,112,1.75,2.17,23,1
6,540,15,2.2,97,1
2,94,23.5,1.14,14,1
6,24,0.667,4.67,3,1
7,77,1.571,1.45,20,1
8,792,12.375,1.66,167,1
6,24,0.667,8,2,1
7,700,14.286,1.83,157,1
79,12561,2.013,51.4,78,1
6,582,16.167,1.85,94,1
7,56,1.143,2.17,12,1
7,91,1.857,2,11,1
13,2444,14.462,1.67,275,1
5,405,16.2,1.3,97,1
9,855,10.556,1.91,127,1
7,91,1.857,1.69,16,1
10,1840,18.4,2.58,232,1
10,930,9.3,1.48,130,1
9,405,5,3.23,56,1
9,468,5.778,1.71,101,1
11,1122,9.273,1.53,163,1
14,2100,10.714,4.14,114,1
9,1467,18.111,1.28,170,1
8,600,9.375,1.86,106,1
8,2736,42.75,1.4,317,1
6,228,6.333,1.51,57,1
12,3252,22.583,1.98,391,1
23,460,0.87,21.18,11,1
10,200,2,2.13,30,1
11,231,1.909,4.29,17,1
12,3132,21.75,1.92,364,1
6,36,1,1.63,8,1
6,600,16.667,1.68,123,1
7,119,2.429,1.48,27,1
9,747,9.222,3.21,91,1
8,2168,33.875,1.82,375,1
12,96,0.667,42,1,1
8,200,3.125,1.36,42,1
10,790,7.9,2.25,122,1
9,657,8.111,2.63,94,1
5,50,2,2.33,12,1
2,42,10.5,1.4,5,1
7,56,1.143,2.22,9,1
9,963,11.889,2.14,161,1
8,56,0.875,1.67,9,1
8,1016,15.875,1.98,161,1
10,830,8.3,2.28,130,1
1,7,7,7,1,1
7,602,12.286,1.27,116,1
9,243,3,1.95,43,1
7,287,5.857,1.52,58,1
9,531,6.556,3.22,81,1
11,814,6.727,1.97,102,1
7,119,2.429,1.44,27,1
8,264,4.125,1.92,51,1
9,3384,41.778,1.34,569,1
7,35,0.714,9,2,1
9,2691,33.222,1.31,274,1
14,2562,13.071,4.87,205,1
10,780,7.8,2.52,118,1
8,136,2.125,2.11,27,1
9,1107,13.667,2.21,173,1
8,312,4.875,2,44,1
7,1141,23.286,1.31,185,1
10,90,0.9,1.6,20,1
9,234,2.889,1.67,42,1
9,2241,27.667,2.54,306,1
7,105,2.143,6.17,12,1
6,114,3.167,1.24,17,1
36,180,0.139,7.87,15,1
7,70,1.429,1.29,17,1
67,19832,4.418,1.54,1134,1
5,120,4.8,1.45,31,1
9,423,5.222,2.42,86,1
6,558,15.5,1.71,78,1
10,3270,32.7,2.75,450,1
9,378,4.667,1.97,60,1
8,1008,15.75,1.45,146,1
8,288,4.5,1.86,50,1
9,585,7.222,2.66,102,1
17,1870,6.471,1.46,224,1
8,328,5.125,2.35,37,1
11,275,2.273,2.05,40,1
10,5350,53.5,1.36,447,1
14,3542,18.071,4.36,302,1
9,378,4.667,2.48,58,1
10,170,1.7,6.47,15,1
9,351,4.333,1.53,55,1
7,315,6.429,1.91,33,1
