@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
248,3.875,0.411,50,1
3707,30.636,0.175,296,1
484,4,0.314,79,1
816,12.75,0.403,122,1
48,1.333,0.563,8,1
328,5.125,0.351,60,1
2744,42.875,0.129,294,1
852,5.917,0.628,79,1
140,2.857,0.464,29,1
4797,59.222,0.166,612,1
387,4.778,0.455,59,1
36,1,0.417,8,1
147,3,0.32,28,1
270,2.7,0.367,49,1
864,13.5,0.196,126,1
128,2,0.461,23,1
630,6.3,0.251,86,1
1488,23.25,0.399,234,1
798,4.071,0.742,49,1
65,2.6,0.292,13,1
861,17.571,0.419,138,1
130,1.3,0.285,23,1
360,3.6,0.367,58,1
242,2,0.603,17,1
320,5,0.463,60,1
700,14.286,0.283,118,1
329,6.714,0.286,67,1
180,5,0.45,26,1
84,2.333,0.56,21,1
108,1.333,0.491,22,1
72,1.125,0.361,16,1
1344,21,0.32,245,1
220,2.2,0.318,39,1
168,3.429,0.268,28,1
576,7.111,0.318,84,1
774,9.556,0.3,109,1
1705,14.091,0.257,210,1
1160,11.6,0.246,178,1
77,1.571,0.325,18,1
2088,25.778,0.274,326,1
72,1.125,0.375,11,1
104,1.625,0.365,20,1
280,11.2,0.121,26,1
65,2.6,0.477,21,1
91,1.857,0.363,21,1
160,2.5,0.456,31,1
1926,23.778,0.23,307,1
24,0.667,0.458,5,1
160,1.6,0.375,28,1
184,2.875,0.255,22,1
175,3.571,0.331,41,1
1085,22.143,0.178,132,1
143,143,0.133,18,1
2723,55.571,0.167,381,1
140,2.857,0.464,24,1
310,3.1,0.339,49,1
2412,29.778,0.465,178,1
120,1.875,0.425,26,1
432,6.75,0.537,69,1
192,3,0.297,31,1
2691,33.222,0.133,274,1
2930,29.3,0.207,397,1
14,0.286,0.714,1,1
189,3.857,0.286,41,1
1404,9.75,0.22,184,1
5317,31.462,0.277,556,1
272,4.25,0.379,56,1
488,7.625,0.342,86,1
1224,8.5,0.292,171,1
144,1,0.306,26,1
2940,20.417,0.204,353,1
369,4.556,0.374,67,1
133,2.714,0.338,27,1
500,5,0.472,86,1
182,3.714,0.269,40,1
3270,32.7,0.379,450,1
310,3.1,0.197,47,1
864,6,0.635,92,1
48,0.75,0.375,11,1
65,2.6,0.462,7,1
156,4.333,0.288,32,1
112,1.75,0.25,9,1
768,12,0.276,120,1
216,3.375,0.236,39,1
1344,27.429,0.136,135,1
512,8,0.301,80,1
85,3.4,0.376,11,1
276,7.667,0.322,60,1
592,9.25,0.456,109,1
1521,18.778,0.353,212,1
3322,27.455,0.379,448,1
945,19.286,0.202,134,1
1111,9.182,0.33,137,1
3024,9.333,0.187,241,1
636,17.667,0.129,72,1
583,4.818,0.249,75,1
297,3.667,0.354,57,1
80,1.25,0.35,14,1
180,1.8,0.294,23,1
570,5.7,0.407,79,1
2560,25.6,0.371,322,1
180,2.222,0.55,12,1
216,6,0.495,56,1
465,2.067,0.204,24,1
108,3,0.287,7,1
568,8.875,0.136,59,1
228,0.632,0.303,9,1
481,2.846,0.322,44,1
672,10.5,0.36,125,1
315,6.429,0.254,62,1
6112,23.875,0.375,444,1
4396,22.429,0.379,357,1
112,1.75,0.223,7,1
1107,13.667,0.39,153,1
288,8,0.316,58,1
324,4,0.586,55,1
1596,32.571,0.154,175,1
3819,10.579,0.238,439,1
264,4.125,0.356,47,1
25,1,0.4,2,1
123,123,0.163,19,1
1001,20.429,0.105,82,1
35,0.714,0.429,6,1
35,1.4,0.457,11,1
1353,11.182,0.48,113,1
585,7.222,0.463,102,1
510,5.1,0.306,68,1
3420,23.75,0.411,324,1
224,3.5,0.406,44,1
72,1.125,0.389,14,1
624,17.333,0.234,111,1
144,2.25,0.174,10,1
140,2.857,0.429,30,1
576,16,0.262,100,1
56,0.875,0.375,8,1
1089,13.444,0.322,169,1
133,2.714,0.451,22,1
168,3.429,0.274,31,1
640,6.4,0.477,109,1
190,1.9,0.311,35,1
128,2,0.258,28,1
35,1.4,0.543,9,1
4488,7.792,0.485,267,1
88,0.727,0.511,5,1
2824,44.125,0.07,165,1
560,8.75,0.332,112,1
189,2.333,0.175,20,1
200,3.125,0.405,44,1
5200,30.769,0.364,418,1
600,9.375,0.415,105,1
656,10.25,0.393,107,1
98,2,0.327,20,1
5180,26.429,0.175,554,1
220,2.2,0.377,34,1
2259,27.889,0.187,317,1
1696,6.625,0.192,218,1
873,10.778,0.466,168,1
119,2.429,0.319,27,1
135,5.4,0.548,34,1
105,2.143,0.343,22,1
1550,15.5,0.329,177,1
5070,30,0.182,593,1
600,4.167,0.345,76,1
1071,13.222,0.422,193,1
35,1.4,0.457,8,1
1472,23,0.237,213,1
280,4.375,0.425,57,1
300,8.333,0.327,49,1
460,4.6,0.317,79,1
28,0.571,0.536,3,1
77,1.571,0.299,13,1
100,4,0.47,20,1
416,6.5,0.38,84,1
1616,25.25,0.313,276,1
1917,23.667,0.203,276,1
288,3.556,0.292,55,1
96,1.5,0.458,20,1
168,4.667,0.369,35,1
414,5.111,0.242,68,1
882,10.889,0.491,156,1
494,2.923,0.285,39,1
245,5,0.494,55,1
96,0.667,0.198,9,1
220,1.818,0.564,15,1
6784,26.5,0.371,488,1
264,4.125,0.424,50,1
208,3.25,0.346,39,1
70,2.8,0.443,14,1
640,10,0.197,85,1
410,4.1,0.463,68,1
200,3.125,0.365,40,1
1830,18.3,0.267,293,1
286,2.364,0.297,42,1
242,2,0.277,36,1
450,12.5,0.356,109,1
819,10.111,0.321,135,1
105,2.143,0.2,14,1
608,9.5,0.314,102,1
390,3.9,0.308,71,1
752,11.75,0.485,119,1
840,8.4,0.356,121,1
128,2,0.383,25,1
160,6.4,0.431,47,1
671,5.545,0.361,48,1
319,2.636,0.32,46,1
35,0.714,0.257,8,1
665,13.571,0.296,120,1
288,3.556,0.302,40,1
38,9.5,0.237,5,1
264,4.125,0.375,52,1
1062,13.111,0.372,164,1
72,1.125,0.389,12,1
224,4.571,0.268,47,1
196,4,0.27,39,1
90,3.6,0.378,21,1
126,2.571,0.278,26,1
234,6.5,0.303,45,1
1740,17.4,0.278,239,1
5504,21.5,0.385,408,1
3330,14.8,0.414,258,1
329,6.714,0.38,54,1
400,6.25,0.405,84,1
1617,33,0.26,246,1
4599,56.778,0.225,751,1
8,0.125,1,1,1
288,3.556,0.365,47,1
42,1.167,0.333,10,1
209,1.727,0.579,16,1
56,1.143,0.393,11,1
2964,17.538,0.24,235,1
328,5.125,0.265,37,1
112,2.286,0.339,27,1
96,1.5,0.583,20,1
80,1.25,0.363,9,1
1188,14.667,0.189,146,1
3825,6.12,0.255,470,1
180,2.222,0.35,33,1
848,13.25,0.358,133,1
610,6.1,0.487,95,1
418,3.455,0.328,70,1
25,1,0.4,1,1
126,2.571,0.27,26,1
2448,30.222,0.269,353,1
180,2.222,0.233,26,1
750,7.5,0.428,141,1
176,2.75,0.392,30,1
2484,30.667,0.388,373,1
1106,22.571,0.239,198,1
91,1.857,0.791,12,1
1161,14.333,0.169,139,1
112,2.286,0.259,21,1
656,10.25,0.398,104,1
100,1,0.52,1,1
1342,11.091,0.256,177,1
112,1.75,0.455,26,1
91,1.857,0.286,15,1
88,0.727,0.716,8,1
264,7.333,0.254,40,1
168,2.625,0.363,36,1
2048,32,0.124,200,1
77,1.571,0.377,19,1
350,3.5,0.311,58,1
96,1.5,0.406,21,1
276,1.917,0.417,14,1
4920,34.167,0.324,645,1
171,2.111,0.275,31,1
154,3.143,0.247,32,1
516,3.583,0.31,69,1
341,2.818,0.323,53,1
399,8.143,0.273,84,1
4500,20,0.252,481,1
36,36,0.222,7,1
520,5.2,0.306,81,1
90,3.6,0.4,22,1
1624,25.375,0.149,191,1
133,2.714,0.346,32,1
130,1.3,0.108,6,1
144,1.778,0.326,27,1
187,0.647,0.326,6,1
162,2,0.321,23,1
96,1.5,0.385,22,1
2745,33.889,0.191,375,1
156,1.083,0.391,26,1
128,2,0.453,20,1
4200,65.625,0.095,297,1
96,1.5,0.427,22,1
144,4,0.257,26,1
504,7.875,0.256,85,1
918,11.333,0.214,151,1
1352,8,0.198,78,1
240,3.75,0.242,38,1
1392,9.667,0.246,172,1
6560,25.625,0.381,450,1
95,3.8,0.389,28,1
96,0.667,0.438,1,1
108,1.333,0.62,14,1
56,1.143,0.214,7,1
232,3.625,0.444,48,1
684,8.444,0.38,118,1
72,0.889,0.681,4,1
352,2.909,0.332,63,1
2747,1.634,0.441,36,1
45,0.556,0.244,5,1
6233,11.783,0.126,420,1
170,1.7,0.571,15,1
1323,27,0.339,237,1
1680,26.25,0.178,208,1
176,11,0.267,33,1
5456,21.313,0.378,394,1
2562,13.071,0.39,205,1
660,6.6,0.27,95,1
217,4.429,0.295,39,1
28,0.571,0.357,2,1
380,3.8,0.424,58,1
945,19.286,0.114,99,1
3107,18.385,0.239,343,1
132,1.091,0.432,13,1
1936,7.563,0.396,137,1
582,16.167,0.282,89,1
198,2.444,0.288,23,1
230,2.3,0.287,30,1
155,6.2,0.419,34,1
765,9.444,0.302,127,1
287,5.857,0.213,45,1
133,2.714,0.203,12,1
4590,56.667,0.149,561,1
210,4.286,0.3,44,1
9,1,0.778,1,1
104,1.625,0.394,18,1
656,10.25,0.358,105,1
378,4.667,0.347,56,1
9,1,0.889,1,1
49,1,0.306,7,1
297,3.667,0.36,53,1
351,4.333,0.256,55,1
2842,14.5,0.362,236,1
56,1.143,0.25,9,1
18,0.5,0.556,1,1
161,3.286,0.348,41,1
96,1.5,0.385,25,1
78,2.167,0.256,13,1
2710,27.1,0.193,409,1
1498,30.571,0.461,234,1
896,18.286,0.265,140,1
180,1.8,0.511,31,1
360,5.625,0.367,54,1
1350,16.667,0.237,183,1
140,2.857,0.257,32,1
189,3.857,0.37,39,1
2814,14.357,0.373,217,1
544,8.5,0.336,96,1
536,8.375,0.381,82,1
756,9.333,0.407,112,1
28,0.571,0.5,6,1
160,2.5,0.394,30,1
216,2.667,0.356,35,1
729,9,0.287,94,1
152,2.375,0.401,31,1
1034,8.545,0.28,143,1
470,18.8,0.313,77,1
234,6.5,0.393,52,1
200,2,0.375,33,1
387,4.778,0.274,63,1
424,6.625,0.33,67,1
180,1.8,0.572,16,1
4796,39.636,0.336,564,1
192,3,0.297,40,1
70,2.8,0.557,14,1
4815,59.444,0.106,422,1
4543,37.545,0.356,664,1
360,3.6,0.319,58,1
140,2.857,0.421,24,1
2938,17.385,0.258,243,1
216,3.375,0.282,45,1
98,2,0.337,18,1
737,6.091,0.331,107,1
6062,30.929,0.355,485,1
8088,14.042,0.945,418,1
1568,24.5,0.142,159,1
1176,8.167,0.245,129,1
360,4.444,0.344,60,1
360,4.444,0.275,62,1
792,6.545,0.665,83,1
1589,32.429,0.217,215,1
147,3,0.388,31,1
135,5.4,0.407,26,1
828,10.222,0.292,118,1
312,4.875,0.369,56,1
720,8.889,0.333,115,1
21,0.429,0.571,4,1
105,2.143,0.705,12,1
4650,7.44,0.478,310,1
540,5.4,0.378,65,1
192,3,0.417,42,1
104,1.625,0.452,24,1
5530,28.214,0.359,423,1
90,2.5,0.278,13,1
455,9.286,0.215,71,1
1760,17.6,0.257,263,1
990,9.9,0.264,136,1
2882,23.818,0.251,391,1
1536,10.667,0.339,179,1
120,1.2,0.35,18,1
72,1.125,0.361,17,1
376,5.875,0.266,64,1
153,1.889,0.333,24,1
1300,13,0.425,198,1
1566,19.333,0.178,163,1
960,6.667,0.324,127,1
77,1.571,0.299,13,1
350,7.143,0.266,64,1
133,2.714,0.286,23,1
1304,20.375,0.383,179,1
2964,17.538,0.264,238,1
85,3.4,0.388,18,1
416,6.5,0.45,65,1
78,2.167,0.359,15,1
784,16,0.168,106,1
448,9.143,0.498,76,1
80,5,0.388,22,1
350,3.5,0.331,60,1
260,10.4,0.208,40,1
455,9.286,0.284,82,1
9,0.111,1,1,1
184,2.875,0.38,40,1
120,4.8,0.342,31,1
308,6.286,0.218,53,1
119,2.429,0.336,23,1
424,6.625,0.37,89,1
72,1.125,0.361,14,1
119,2.429,0.555,25,1
40,2.5,0.3,4,1
600,6,0.203,85,1
648,8,0.241,97,1
424,6.625,0.344,80,1
455,9.286,0.316,95,1
75,3,0.56,19,1
819,10.111,0.206,123,1
132,1.091,0.295,13,1
380,3.8,0.439,59,1
208,3.25,0.394,38,1
1656,20.444,0.206,251,1
1125,13.889,0.21,140,1
567,7,0.289,83,1
2226,5.048,0.136,152,1
360,4.444,0.494,61,1
306,3.778,0.363,63,1
90,0.9,0.333,12,1
192,3,0.438,43,1
441,5.444,0.594,86,1
927,11.444,0.357,134,1
220,1.818,0.223,19,1
536,8.375,0.392,91,1
890,8.9,0.252,69,1
480,13.333,0.352,112,1
12,12,0.583,2,1
30,1.2,0.367,3,1
432,6.75,0.188,53,1
6766,23.412,0.32,408,1
192,3,0.385,41,1
242,2,0.649,18,1
260,16.25,0.296,29,1
128,2,0.477,25,1
78,2.167,0.295,15,1
12,12,0.583,2,1
960,9.6,0.418,161,1
792,12.375,0.351,167,1
6000,41.667,0.264,646,1
6090,31.071,0.355,472,1
126,1.556,0.587,12,1
528,3.667,0.261,58,1
296,4.625,0.182,40,1
20,0.8,0.65,4,1
144,2.25,0.389,25,1
160,1.6,0.444,32,1
424,6.625,0.358,99,1
1134,14,0.484,194,1
684,8.444,0.352,106,1
180,2.222,0.55,10,1
1470,14.7,0.168,191,1
145,5.8,0.4,31,1
126,2.571,0.365,30,1
147,3,0.327,28,1
600,6,0.223,91,1
176,2.75,0.375,37,1
140,1.4,0.371,18,1
360,4.444,0.386,57,1
245,5,0.445,44,1
136,2.125,0.294,18,1
1971,24.333,0.109,150,1
498,13.833,0.329,104,1
4392,54.222,0.074,254,1
1100,9.091,0.456,165,1
165,1.364,0.352,28,1
300,8.333,0.213,49,1
8016,13.917,0.894,501,1
224,4.571,0.339,52,1
3250,32.5,0.215,463,1
456,28.5,0.393,98,1
35,1.4,0.371,3,1
128,2,0.242,16,1
1494,18.444,0.274,217,1
3601,21.308,0.293,407,1
664,10.375,0.398,123,1
91,1.857,0.396,27,1
378,4.667,0.384,61,1
1480,23.125,0.235,191,1
909,11.222,0.211,140,1
135,5.4,0.607,35,1
340,3.4,0.279,51,1
405,5,0.425,62,1
98,2,0.337,24,1
20,0.8,0.4,3,1
253,2.091,0.585,18,1
154,3.143,0.097,11,1
468,5.778,0.203,69,1
1970,19.7,0.245,258,1
280,5.714,0.229,50,1
640,10,0.184,84,1
78,2.167,0.128,6,1
8500,13.6,0.866,444,1
880,8.8,0.248,101,1
441,5.444,0.272,87,1
62,15.5,0.194,6,1
1431,17.667,0.249,184,1
310,3.1,0.284,52,1
75,3,0.4,18,1
430,4.3,0.458,55,1
580,5.8,0.3,80,1
65,2.6,0.154,1,1
208,3.25,0.293,30,1
195,7.8,0.41,48,1
312,4.875,0.224,58,1
4225,6.76,0.218,586,1
72,2,0.375,14,1
1267,25.857,0.316,242,1
160,2.5,0.206,24,1
552,8.625,0.205,82,1
1080,10.8,0.319,161,1
315,3.889,0.33,52,1
256,4,0.352,50,1
28,0.571,0.393,3,1
330,3.3,0.367,62,1
1184,18.5,0.182,180,1
215,8.6,0.233,37,1
606,16.833,0.411,129,1
352,5.5,0.455,50,1
152,2.375,0.368,24,1
440,3.636,0.27,66,1
4272,7.417,0.491,267,1
540,15,0.298,104,1
128,8,0.313,19,1
1260,12.6,0.456,193,1
112,1.75,0.295,18,1
760,7.6,0.474,119,1
132,1.091,0.5,16,1
90,2.5,0.267,12,1
232,3.625,0.384,43,1
1890,18.9,0.263,213,1
1710,17.1,0.126,121,1
333,4.111,0.213,46,1
77,1.571,0.338,16,1
580,23.2,0.376,100,1
184,2.875,0.337,32,1
390,2.308,0.356,43,1
704,11,0.195,92,1
50,2,0.28,2,1
729,9,0.322,106,1
891,11,0.189,120,1
184,2.875,0.462,45,1
1728,27,0.156,203,1
16,1,0.563,2,1
483,9.857,0.188,71,1
192,3,0.26,27,1
378,4.667,0.198,65,1
203,4.143,0.286,34,1
315,12.6,0.21,45,1
936,11.556,0.282,137,1
352,2.909,0.264,30,1
1190,11.9,0.275,178,1
207,2.556,0.213,28,1
564,15.667,0.184,79,1
871,5.154,0.441,74,1
9,1,0.778,1,1
77,77,0.325,24,1
680,10.625,0.238,111,1
96,0.667,0.292,9,1
430,4.3,0.256,61,1
77,1.571,0.234,7,1
1080,16.875,0.077,54,1
234,2.889,0.175,30,1
232,3.625,0.401,39,1
3168,26.182,0.248,386,1
4675,7.48,0.486,306,1
747,9.222,0.376,113,1
154,3.143,0.247,31,1
744,11.625,0.185,111,1
88,0.727,0.602,13,1
1240,19.375,0.366,276,1
9828,14.538,0.229,650,1
1133,9.364,0.156,123,1
1260,1.607,0.368,59,1
2882,23.818,0.259,386,1
1500,15,0.252,183,1
32,0.5,0.406,6,1
220,1.818,0.577,15,1
78,2.167,0.295,14,1
570,15.833,0.3,104,1
792,5.5,0.402,105,1
104,1.625,0.356,21,1
91,1.857,0.374,19,1
3732,25.917,0.195,443,1
72,1.125,0.417,13,1
70,2.8,0.457,21,1
77,1.571,0.325,17,1
3330,10.278,0.163,228,1
1008,15.75,0.209,146,1
4797,28.385,0.397,398,1
2480,24.8,0.356,340,1
900,11.111,0.276,130,1
1936,30.25,0.171,228,1
330,3.3,0.182,43,1
2250,27.778,0.347,320,1
112,1.75,0.393,19,1
288,3.556,0.302,42,1
360,3.6,0.356,55,1
1536,2.667,0.227,103,1
1359,16.778,0.257,236,1
576,16,0.234,67,1
64,1,0.438,12,1
1416,9.833,0.255,175,1
175,3.571,0.349,27,1
405,5,0.442,54,1
1056,16.5,0.311,163,1
175,3.571,0.189,27,1
98,2,0.296,10,1
4806,59.333,0.14,507,1
931,19,0.211,112,1
42,1.167,0.405,4,1
72,2,0.319,15,1
774,9.556,0.394,107,1
260,2.6,0.273,38,1
50,2,0.5,12,1
473,3.909,0.334,64,1
112,2.286,0.25,18,1
413,8.429,0.462,82,1
48,0.75,0.417,9,1
952,14.875,0.337,189,1
1008,7,0.43,123,1
2025,25,0.198,283,1
560,11.429,0.102,41,1
287,5.857,0.22,43,1
280,4.375,0.357,61,1
56,0.875,0.304,11,1
104,1.625,0.683,10,1
256,4,0.336,35,1
144,2.25,0.403,32,1
1485,18.333,0.337,197,1
5100,51,0.162,564,1
90,22.5,0.078,6,1
5016,8.708,0.926,269,1
220,2.2,0.277,35,1
108,1.333,0.38,28,1
110,0.909,0.436,11,1
240,3.75,0.225,44,1
429,3.545,0.317,55,1
1104,30.667,0.272,195,1
9,1,0.778,1,1
198,2.444,0.298,28,1
2250,27.778,0.36,316,1
153,1.889,0.235,25,1
80,0.8,0.525,6,1
12,1.333,0.917,1,1
1474,12.182,0.286,179,1
242,2,0.579,18,1
184,2.875,0.451,40,1
2529,31.222,0.272,398,1
48,0.75,0.313,5,1
246,6.833,0.224,46,1
228,6.333,0.377,57,1
120,3.333,0.333,33,1
963,11.889,0.371,138,1
3710,18.929,0.354,294,1
924,7.636,0.291,155,1
275,2.273,0.276,40,1
105,2.143,0.229,15,1
187,1.545,0.321,14,1
590,23.6,0.154,63,1
2981,24.636,0.198,388,1
150,1.5,0.3,24,1
2483,14.692,0.406,214,1
1092,6.462,0.35,121,1
328,5.125,0.335,53,1
190,1.9,0.584,16,1
112,2.286,0.295,28,1
1160,18.125,0.156,146,1
3633,74.143,0.073,215,1
276,1.917,0.576,16,1
35,0.714,0.2,1,1
400,6.25,0.428,74,1
48,0.75,0.375,6,1
96,1.5,0.469,21,1
189,3.857,0.238,16,1
70,1.429,0.286,16,1
4572,56.444,0.128,461,1
810,10,0.26,97,1
450,5.556,0.32,54,1
3768,6.542,0.905,186,1
110,1.1,0.409,18,1
2150,21.5,0.133,239,1
49,1,0.306,9,1
2241,27.667,0.301,344,1
1512,18.667,0.268,214,1
100,1,0.56,2,1
70,1.429,0.3,6,1
95,3.8,0.232,4,1
65,2.6,0.338,10,1
34,8.5,0.324,4,1
90,1.111,0.389,18,1
9,1,0.889,1,1
238,4.857,0.273,44,1
410,4.1,0.356,68,1
432,5.333,0.273,83,1
1296,20.25,0.327,149,1
35,1.4,0.6,9,1
84,1.714,0.369,20,1
2880,5,0.927,125,1
927,11.444,0.399,124,1
632,9.875,0.375,112,1
4788,59.111,0.154,572,1
140,2.857,0.329,31,1
441,5.444,0.247,72,1
182,3.714,0.302,36,1
35,0.714,0.829,1,1
224,3.5,0.46,40,1
2431,20.091,0.25,312,1
190,1.9,0.337,32,1
192,3,0.339,36,1
266,5.429,0.226,43,1
140,2.857,0.379,33,1
924,7.636,0.262,143,1
216,2.667,0.218,34,1
333,4.111,0.381,62,1
168,3.429,0.196,24,1
105,2.143,0.314,21,1
7275,11.64,0.466,462,1
280,2.8,0.293,41,1
189,3.857,0.101,5,1
576,7.111,0.491,110,1
1540,15.4,0.342,207,1
110,1.1,0.491,12,1
24,0.375,0.5,4,1
300,8.333,0.327,49,1
376,5.875,0.221,66,1
90,0.9,0.3,12,1
120,1.875,0.325,21,1
495,6.111,0.251,87,1
384,6,0.354,81,1
470,4.7,0.336,70,1
1089,13.444,0.399,181,1
192,5.333,0.365,42,1
792,9.778,0.263,131,1
2871,23.727,0.257,368,1
2160,26.667,0.259,336,1
126,2.571,0.167,8,1
15,0.6,0.467,1,1
600,9.375,0.373,115,1
160,1.6,0.3,26,1
1107,13.667,0.331,159,1
1920,30,0.194,279,1
873,10.778,0.328,162,1
288,3.556,0.33,53,1
112,1.75,0.464,20,1
494,2.923,0.332,41,1
98,2,0.316,16,1
450,4.5,0.282,69,1
972,12,0.449,171,1
2112,14.667,0.302,244,1
2510,25.1,0.281,398,1
696,4.833,0.343,62,1
854,17.429,0.281,139,1
200,8,0.44,63,1
96,1.5,0.438,20,1
112,1.75,0.411,18,1
100,1,0.46,1,1
2720,42.5,0.183,355,1
828,5.75,0.407,107,1
190,1.9,0.6,14,1
112,2.286,0.304,25,1
1624,8.286,0.27,207,1
2104,32.875,0.154,274,1
95,3.8,0.316,20,1
195,7.8,0.344,32,1
45,0.556,0.711,3,1
66,1.833,0.394,17,1
590,5.9,0.269,88,1
252,5.143,0.456,56,1
672,10.5,0.269,101,1
738,9.111,0.352,99,1
330,2.727,0.297,41,1
35,35,0.2,6,1
392,6.125,0.406,88,1
270,7.5,0.456,75,1
4815,59.444,0.156,555,1
120,1.875,0.517,25,1
56,1.143,0.464,12,1
15,1.667,0.533,2,1
603,7.444,0.468,75,1
2439,30.111,0.284,358,1
496,7.75,0.308,80,1
747,9.222,0.356,96,1
3288,22.833,0.208,416,1
1496,23.375,0.155,168,1
1001,5.923,0.298,124,1
312,34.667,0.606,19,1
600,16.667,0.342,120,1
120,1.875,0.458,25,1
120,1.875,0.25,14,1
21,2.333,0.619,1,1
2821,16.692,0.361,334,1
935,7.727,0.25,135,1
4806,59.333,0.134,482,1
56,1.143,0.268,13,1
64,1,0.344,12,1
133,2.714,0.248,22,1
918,11.333,0.386,128,1
96,1.5,0.448,22,1
5340,53.4,0.132,548,1
1584,3.273,0.469,86,1
133,2.714,0.331,26,1
49,1,0.347,8,1
360,10,0.292,67,1
108,3,0.537,22,1
532,10.857,0.301,116,1
594,4.909,0.316,91,1
126,2.571,0.357,29,1
864,6,0.638,90,1
96,1.5,0.208,18,1
119,2.429,0.328,27,1
306,3.778,0.209,45,1
441,5.444,0.265,73,1
231,4.714,0.351,56,1
119,2.429,0.412,18,1
4815,59.444,0.136,470,1
1428,7.286,0.356,172,1
315,6.429,0.238,65,1
133,2.714,0.398,30,1
1690,10,0.392,139,1
120,3.333,0.367,32,1
85,3.4,0.4,26,1
2604,13.286,0.307,319,1
2232,27.556,0.33,308,1
740,7.4,0.303,103,1
88,0.727,0.409,1,1
600,1.5,0.433,19,1
621,7.667,0.343,122,1
380,3.8,0.387,59,1
66,1.833,0.364,15,1
81,1,0.358,16,1
2992,24.727,0.281,420,1
1064,16.625,0.272,162,1
176,2.75,0.324,32,1
423,5.222,0.492,86,1
891,11,0.38,177,1
1672,13.818,0.365,212,1
333,4.111,0.517,61,1
1080,16.875,0.131,116,1
356,22.25,0.34,74,1
324,4,0.352,65,1
77,1.571,0.377,21,1
238,4.857,0.286,50,1
2754,34,0.192,378,1
216,2.667,0.352,35,1
77,1.571,0.299,17,1
126,2.571,0.254,23,1
590,5.9,0.403,80,1
24,1.5,0.417,1,1
27,3,0.296,4,1
670,6.7,0.321,94,1
45,45,0.2,8,1
1050,21.429,0.178,138,1
9324,11.893,0.351,718,1
42,1.167,0.262,6,1
91,1.857,0.78,9,1
968,15.125,0.431,134,1
88,1.375,0.159,8,1
2013,16.636,0.465,207,1
102,2.833,0.245,18,1
2820,28.2,0.191,378,1
119,2.429,0.227,18,1
682,5.636,0.218,92,1
378,4.667,0.381,58,1
333,4.111,0.453,56,1
78,2.167,0.333,19,1
378,4.667,0.235,65,1
585,7.222,0.222,96,1
702,8.667,0.349,113,1
2552,39.875,0.174,353,1
182,3.714,0.374,41,1
1143,14.111,0.174,155,1
2720,27.2,0.232,319,1
320,5,0.213,55,1
98,2,0.286,15,1
5727,10.826,0.77,270,1
40,0.625,0.35,4,1
972,12,0.389,170,1
296,4.625,0.334,77,1
294,8.167,0.32,32,1
30,1.2,0.233,5,1
84,2.333,0.286,20,1
3360,33.6,0.163,415,1
35,1.4,0.657,6,1
168,18.667,0.065,8,1
108,1.333,0.407,27,1
1359,16.778,0.185,181,1
120,1.2,0.333,22,1
120,1.2,0.4,21,1
98,2,0.347,19,1
590,5.9,0.251,87,1
1720,26.875,0.366,220,1
31,31,0.226,6,1
35,1.4,0.486,2,1
2691,33.222,0.226,385,1
196,4,0.286,36,1
592,9.25,0.412,114,1
880,8.8,0.257,124,1
490,10,0.371,96,1
112,1.75,0.321,21,1
3624,25.167,0.199,429,1
1206,14.889,0.216,158,1
132,3.667,0.197,9,1
372,23.25,0.312,70,1
162,2,0.395,23,1
2556,31.556,0.141,286,1
10,0.4,0.8,1,1
1665,20.556,0.386,227,1
56,0.875,0.429,11,1
110,1.1,0.373,26,1
360,4.444,0.506,59,1
84,2.333,0.571,21,1
976,15.25,0.227,154,1
40,1.6,0.55,12,1
738,9.111,0.37,114,1
112,2.286,0.241,11,1
384,1.5,0.411,35,1
576,16,0.198,71,1
2871,23.727,0.246,366,1
306,3.778,0.356,53,1
510,5.1,0.22,87,1
368,5.75,0.391,78,1
582,16.167,0.232,87,1
384,24,0.479,72,1
280,4.375,0.379,64,1
135,5.4,0.304,29,1
996,6.917,0.253,144,1
540,5.4,0.319,94,1
63,1.286,0.286,15,1
2568,4.458,0.908,138,1
22,22,0.591,5,1
147,3,0.286,31,1
190,1.9,0.332,17,1
48,0.75,0.375,10,1
3980,39.8,0.342,557,1
756,9.333,0.329,120,1
49,1,0.592,12,1
490,10,0.535,81,1
189,3.857,0.402,42,1
4381,25.923,0.185,514,1
2412,29.778,0.132,258,1
90,0.9,0.644,1,1
98,2,0.367,23,1
287,5.857,0.213,46,1
1240,19.375,0.452,202,1
14,0.286,0.857,1,1
737,6.091,0.269,67,1
136,2.125,0.309,18,1
174,4.833,0.333,38,1
1960,30.625,0.198,286,1
248,3.875,0.427,49,1
64,1,0.391,10,1
480,19.2,0.329,74,1
132,0.917,0.652,7,1
2088,32.625,0.218,340,1
98,2,0.327,12,1
88,1.375,0.318,21,1
91,1.857,0.33,17,1
2610,26.1,0.269,388,1
189,2.333,0.392,27,1
171,2.111,0.55,13,1
369,4.556,0.298,58,1
96,2.667,0.198,8,1
136,2.125,0.353,24,1
1664,26,0.194,196,1
162,2,0.241,27,1
105,2.143,0.448,27,1
342,9.5,0.453,63,1
490,4.9,0.59,93,1
2412,29.778,0.198,351,1
