@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
99,0.818,5,1
220,2.2,34,1
700,14.286,123,1
500,5,86,1
119,2.429,27,1
230,9.2,29,1
48,0.75,4,1
1467,18.111,130,1
2754,34,378,1
189,2.333,32,1
10,0.4,1,1
567,7,82,1
9828,14.538,650,1
190,1.9,14,1
147,3,27,1
66,1.833,17,1
288,3.556,42,1
264,2.182,14,1
350,7.143,61,1
4200,65.625,297,1
2882,23.818,386,1
189,3.857,5,1
20,0.8,3,1
1001,20.429,82,1
1250,12.5,195,1
510,5.1,86,1
160,2.5,21,1
119,2.429,17,1
70,70,13,1
98,2,16,1
42,1.167,8,1
2422,49.429,341,1
91,1.857,19,1
1368,16.889,187,1
105,2.143,15,1
423,5.222,77,1
40,0.625,7,1
186,5.167,20,1
6720,11.667,389,1
78,2.167,10,1
28,0.571,4,1
1928,30.125,182,1
1508,8.923,177,1
2613,15.462,235,1
1250,12.5,170,1
2123,17.545,325,1
6640,25.938,499,1
42,0.857,11,1
256,4,48,1
1001,20.429,77,1
99,0.818,8,1
250,2.5,40,1
165,1.364,28,1
720,8.889,114,1
850,8.5,124,1
9,1,1,1
494,2.923,42,1
1067,8.818,139,1
3178,16.214,226,1
320,5,60,1
378,4.667,65,1
280,4.375,58,1
184,2.875,33,1
448,7,91,1
287,5.857,45,1
259,5.286,54,1
140,2.857,32,1
162,2,27,1
112,1.75,20,1
2754,34,424,1
63,0.778,10,1
370,3.7,41,1
160,1.6,26,1
25,1,6,1
190,1.9,14,1
1274,6.5,98,1
45,1.8,8,1
2001,3.783,242,1
24,0.375,4,1
115,4.6,24,1
210,5.833,42,1
688,10.75,129,1
301,6.143,56,1
473,3.909,58,1
2620,26.2,390,1
1008,7,123,1
120,1.875,25,1
20,0.8,4,1
1224,8.5,178,1
364,7.429,80,1
190,1.9,39,1
119,2.429,26,1
264,4.125,39,1
423,5.222,59,1
378,1.929,25,1
869,7.182,132,1
42,0.857,3,1
4815,59.444,534,1
301,6.143,21,1
203,4.143,37,1
576,16,86,1
360,3.6,58,1
1160,11.6,178,1
272,4.25,52,1
30,1.2,3,1
91,1.857,19,1
430,4.3,55,1
1053,13,178,1
2013,16.636,207,1
1134,31.5,227,1
1404,9.75,184,1
9324,11.893,718,1
266,5.429,58,1
96,1.5,28,1
800,12.5,113,1
470,18.8,80,1
684,8.444,106,1
250,2.5,40,1
280,5.714,51,1
4158,34.364,465,1
1352,8,78,1
786,21.833,60,1
1190,11.9,169,1
441,5.444,74,1
207,2.556,33,1
532,1.474,24,1
224,3.5,30,1
1092,22.286,218,1
80,3.2,10,1
360,4.444,61,1
1694,14,163,1
42,1.167,9,1
5096,26,396,1
56,0.875,11,1
1260,12.6,202,1
180,1.8,17,1
680,10.625,111,1
177,177,35,1
323,1.118,2,1
99,0.818,8,1
98,2,23,1
128,2,23,1
738,9.111,122,1
162,2,11,1
240,6.667,59,1
368,5.75,48,1
12,12,4,1
162,2,10,1
774,9.556,107,1
3783,22.385,403,1
96,1.5,22,1
310,3.1,47,1
1240,12.4,171,1
324,4,54,1
70,1.429,9,1
2871,23.727,381,1
2580,25.8,325,1
3230,32.3,465,1
3360,33.6,415,1
637,13,121,1
333,4.111,62,1
120,1.875,23,1
182,3.714,36,1
1225,25,188,1
1638,20.222,210,1
2255,18.636,278,1
672,13.714,118,1
6851,23.706,440,1
64,1,3,1
371,7.571,86,1
824,12.875,100,1
112,1.75,23,1
2981,24.636,353,1
473,3.909,61,1
98,2,20,1
468,3.25,33,1
280,5.714,64,1
608,9.5,112,1
1144,9.455,168,1
266,5.429,46,1
2448,30.222,252,1
648,8,97,1
387,4.778,65,1
935,7.727,135,1
234,6.5,45,1
306,3.778,42,1
427,8.714,77,1
387,4.778,59,1
231,4.714,48,1
864,6,80,1
1440,22.5,220,1
184,2.875,32,1
780,21.667,96,1
2673,22.091,223,1
81,1,10,1
720,7.2,116,1
984,15.375,147,1
2360,23.6,330,1
48,1.333,7,1
760,11.875,106,1
80,1.25,16,1
24,1.5,4,1
792,12.375,114,1
119,2.429,10,1
427,8.714,72,1
287,5.857,35,1
152,2.375,32,1
296,4.625,60,1
8088,14.042,418,1
220,1.818,14,1
50,2,2,1
147,3,22,1
15,0.6,3,1
108,1.333,27,1
30,1.2,1,1
2439,30.111,382,1
161,3.286,37,1
369,4.556,67,1
40,40,15,1
324,4,54,1
504,6.222,85,1
96,1.5,21,1
328,5.125,59,1
1056,8.727,160,1
1210,12.1,131,1
600,9.375,84,1
4599,56.778,751,1
3647,74.429,260,1
1540,15.4,207,1
96,1.5,22,1
13,13,2,1
1300,13,198,1
378,4.667,58,1
99,0.818,12,1
224,3.5,40,1
470,4.7,69,1
65,2.6,22,1
352,2.909,45,1
120,3.333,24,1
343,7,57,1
2040,9.067,174,1
576,16,79,1
350,3.5,63,1
1700,17,195,1
174,4.833,37,1
120,1.875,24,1
84,2.333,15,1
54,1.5,10,1
76,4.75,18,1
2871,23.727,366,1
96,1.5,20,1
1848,28.875,257,1
440,4.4,80,1
324,2.25,39,1
161,3.286,35,1
432,6.75,59,1
231,4.714,59,1
180,1.8,15,1
78,0.462,1,1
108,3,22,1
1593,19.667,227,1
136,2.125,21,1
1332,16.444,167,1
608,9.5,106,1
266,5.429,45,1
552,8.625,68,1
1232,10.182,154,1
80,1.25,14,1
90,3.6,18,1
108,3,28,1
77,1.571,18,1
161,3.286,31,1
330,3.3,45,1
85,3.4,26,1
510,5.1,83,1
9982,10.387,408,1
1071,13.222,193,1
845,5,99,1
1215,15,193,1
63,1.286,12,1
368,5.75,53,1
126,1.556,12,1
429,3.545,55,1
56,1.143,12,1
315,6.429,62,1
540,15,97,1
330,3.3,63,1
287,5.857,58,1
72,0.889,2,1
24,0.667,4,1
1573,9.308,159,1
130,1.3,17,1
5026,25.643,405,1
72,0.889,9,1
324,4,68,1
913,7.545,146,1
216,3.375,42,1
3276,16.714,299,1
380,3.8,57,1
72,1.125,13,1
192,3,23,1
315,12.6,45,1
264,4.125,50,1
460,4.6,66,1
539,4.455,43,1
1956,54.333,323,1
70,1.429,18,1
344,5.375,53,1
360,5.625,19,1
2882,23.818,364,1
56,0.875,8,1
2769,16.385,214,1
6525,10.44,326,1
410,4.1,55,1
2547,31.444,389,1
391,1.353,14,1
324,4,58,1
1116,13.778,144,1
80,1.25,11,1
682,5.636,92,1
912,14.25,73,1
253,2.091,30,1
1206,14.889,158,1
909,11.222,136,1
1926,23.778,307,1
2343,19.364,317,1
216,3.375,31,1
1550,15.5,184,1
492,13.667,97,1
91,1.857,12,1
105,2.143,24,1
192,3,27,1
450,5.556,75,1
891,11,129,1
936,14.625,130,1
670,6.7,94,1
104,1.625,10,1
516,3.583,68,1
664,10.375,123,1
36,1,3,1
924,7.636,143,1
1107,13.667,154,1
450,4.5,65,1
40,1.6,1,1
117,0.692,14,1
88,1.375,17,1
99,0.818,9,1
270,7.5,75,1
2304,28.444,167,1
25,1,2,1
357,7.286,77,1
1665,20.556,222,1
770,15.714,107,1
369,4.556,58,1
60,2.4,6,1
98,2,17,1
814,6.727,102,1
770,6.364,83,1
741,4.385,48,1
104,104,19,1
387,4.778,55,1
48,1.333,9,1
95,3.8,28,1
112,1.75,23,1
140,1.4,18,1
352,2.909,63,1
750,7.5,119,1
512,8,72,1
54,0.667,8,1
4826,3.342,657,1
1134,14,194,1
826,16.857,141,1
399,8.143,61,1
126,1.556,17,1
4590,56.667,618,1
830,8.3,130,1
520,5.2,81,1
2896,11.313,227,1
180,2.222,35,1
1648,25.75,237,1
2979,36.778,421,1
297,3.667,43,1
12,12,2,1
145,5.8,33,1
4746,24.214,481,1
120,1.2,10,1
30,1.2,1,1
384,24,73,1
333,4.111,71,1
2296,2.929,70,1
396,4.889,55,1
297,3.667,50,1
3270,32.7,450,1
242,2,16,1
154,1.273,28,1
2048,32,200,1
250,2.5,42,1
369,4.556,61,1
28,0.571,2,1
210,4.286,46,1
136,2.125,27,1
752,11.75,119,1
544,8.5,96,1
1404,9.75,193,1
670,6.7,94,1
195,7.8,31,1
702,8.667,110,1
32,0.5,3,1
1629,20.111,213,1
8160,14.167,643,1
340,3.4,51,1
630,6.3,87,1
91,1.857,21,1
896,14,120,1
50,2,14,1
808,12.625,137,1
248,3.875,51,1
1236,8.583,171,1
98,2,18,1
418,3.455,70,1
2192,34.25,244,1
2875,5.435,132,1
48,5.333,8,1
616,3.143,98,1
40,0.4,8,1
119,2.429,17,1
664,10.375,120,1
1568,24.5,159,1
960,15,145,1
558,15.5,101,1
1152,3.556,93,1
260,2.6,49,1
413,8.429,45,1
5138,26.214,398,1
891,11,125,1
2422,49.429,329,1
126,2.571,17,1
75,3,19,1
558,139.5,40,1
42,1.167,8,1
330,3.3,68,1
880,8.8,124,1
133,2.714,17,1
1472,5.75,100,1
1690,10,139,1
345,13.8,57,1
516,3.583,66,1
42,1.167,7,1
1296,20.25,149,1
130,1.3,23,1
737,6.091,67,1
119,2.429,27,1
128,2,16,1
3707,30.636,296,1
2331,28.778,370,1
153,1.889,34,1
368,5.75,74,1
198,2.444,16,1
162,2,29,1
55,2.2,10,1
664,10.375,104,1
2979,36.778,452,1
54,1.5,14,1
1134,23.143,73,1
3180,31.8,344,1
2024,16.727,213,1
175,3.571,35,1
575,23,118,1
88,88,17,1
6288,24.563,418,1
410,4.1,70,1
1111,9.182,165,1
675,8.333,113,1
240,3.75,42,1
220,1.818,15,1
3556,18.143,284,1
96,1.5,15,1
2620,26.2,391,1
77,1.571,21,1
3264,22.667,397,1
5291,31.308,609,1
780,7.8,118,1
128,2,21,1
495,6.111,91,1
297,3.667,40,1
390,3.9,58,1
328,5.125,48,1
36,1,9,1
781,6.455,65,1
550,5.5,59,1
4944,19.313,351,1
126,2.571,8,1
72,2,18,1
184,2.875,40,1
91,1.857,23,1
174,4.833,42,1
387,4.778,55,1
312,4.875,72,1
168,2.625,30,1
4581,56.556,328,1
1467,18.111,137,1
644,13.143,106,1
885,35.4,117,1
276,7.667,41,1
133,2.714,32,1
360,4.444,59,1
78,2.167,8,1
264,4.125,52,1
28,0.571,3,1
1280,12.8,202,1
175,3.571,42,1
963,11.889,135,1
312,4.875,69,1
1750,8.929,228,1
160,2.5,30,1
2752,43,486,1
1548,10.75,187,1
64,1,10,1
756,9.333,112,1
188,11.75,24,1
198,2.444,40,1
400,4,57,1
162,2,19,1
140,2.857,28,1
790,7.9,143,1
5070,30,593,1
88,1.375,8,1
369,4.556,65,1
2100,3.36,110,1
333,4.111,65,1
64,1,12,1
828,5.75,98,1
160,2.5,32,1
72,0.889,15,1
472,7.375,79,1
22,22,6,1
174,4.833,38,1
98,2,10,1
144,2.25,31,1
88,0.727,1,1
35,1.4,6,1
171,2.111,15,1
336,6.857,56,1
68,4.25,7,1
225,2.778,37,1
2384,37.25,383,1
47,47,14,1
510,5.1,81,1
583,4.818,75,1
1416,9.833,189,1
140,2.857,29,1
35,0.714,4,1
270,3.333,51,1
208,3.25,35,1
2259,27.889,317,1
800,8,116,1
153,1.889,27,1
4172,21.286,247,1
3038,15.5,383,1
1440,17.778,197,1
747,9.222,89,1
1632,5.647,116,1
560,8.75,98,1
180,2.222,33,1
252,5.143,56,1
112,2.286,14,1
189,3.857,40,1
22,22,5,1
441,5.444,83,1
602,12.286,109,1
72,1.125,14,1
273,5.571,24,1
250,2.5,44,1
1665,20.556,227,1
1782,22,274,1
48,1.333,9,1
1197,14.778,150,1
168,4.667,38,1
760,7.6,119,1
470,4.7,65,1
130,0.769,6,1
576,16,100,1
924,7.636,110,1
90,0.9,11,1
114,3.167,17,1
224,4.571,47,1
738,9.111,126,1
495,6.111,87,1
304,4.75,59,1
263,263,39,1
189,2.333,30,1
70,0.357,5,1
200,200,25,1
1650,13.636,149,1
980,9.8,160,1
198,2.444,26,1
216,3.375,39,1
1029,21,173,1
4572,56.444,461,1
5838,29.786,467,1
203,4.143,42,1
1629,20.111,211,1
210,4.286,48,1
153,1.889,24,1
36,36,7,1
735,15,111,1
102,2.833,14,1
1144,9.455,152,1
1078,8.909,138,1
208,3.25,38,1
65,2.6,12,1
987,20.143,135,1
40,1.6,12,1
19832,4.418,1134,1
987,20.143,139,1
387,4.778,73,1
837,10.333,140,1
162,2,14,1
374,1.294,34,1
120,1.2,10,1
6474,38.308,799,1
1180,11.8,162,1
414,5.111,84,1
1395,17.222,207,1
2695,22.273,365,1
30,0.833,4,1
220,1.818,14,1
1656,20.444,242,1
7644,11.308,456,1
240,3.75,43,1
70,2.8,9,1
72,1.125,11,1
4077,50.333,269,1
126,2.571,25,1
28,0.571,1,1
455,9.286,85,1
6766,23.412,408,1
672,10.5,110,1
60,60,11,1
1233,15.222,171,1
161,3.286,11,1
414,11.5,83,1
132,0.917,7,1
96,1.5,21,1
312,4.875,44,1
2502,30.889,398,1
160,6.4,46,1
126,1.556,9,1
147,3,28,1
441,5.444,72,1
120,1.875,26,1
260,2.6,40,1
216,2.667,35,1
4020,27.917,348,1
330,3.3,62,1
108,1.333,26,1
42,1.167,8,1
72,1.125,16,1
1337,27.286,247,1
280,5.714,23,1
1350,16.667,218,1
600,16.667,120,1
423,5.222,86,1
200,2,23,1
15580,10.789,1815,1
2331,28.778,336,1
100,4,31,1
792,12.375,113,1
168,2.625,29,1
256,4,61,1
84,2.333,14,1
945,11.667,117,1
108,1.333,28,1
570,15.833,89,1
96,1.5,19,1
162,2,23,1
276,7.667,30,1
594,16.5,123,1
816,12.75,122,1
190,1.9,13,1
1000,10,146,1
66,1.833,15,1
280,2.8,45,1
1353,11.182,173,1
1647,20.333,239,1
231,4.714,53,1
48,0.75,2,1
427,8.714,70,1
300,2.083,37,1
165,1.364,27,1
872,13.625,158,1
174,4.833,39,1
1974,10.071,240,1
99,0.818,10,1
90,1.111,15,1
3311,27.364,458,1
369,4.556,58,1
4806,59.333,479,1
378,4.667,59,1
96,1.5,20,1
207,2.556,34,1
42,0.857,9,1
24,1.5,1,1
5280,4.848,182,1
32,2,6,1
168,2.625,12,1
252,5.143,57,1
72,1.125,12,1
2176,34,299,1
580,23.2,100,1
256,4,38,1
1128,17.625,227,1
84,1.714,8,1
110,1.1,21,1
360,5.625,42,1
270,30,59,1
70,1.429,16,1
42,1.167,1,1
72,1.125,15,1
3280,12.813,245,1
49,1,10,1
640,1.6,13,1
434,8.857,64,1
980,9.8,154,1
1210,12.1,186,1
1160,11.6,186,1
336,6.857,64,1
168,0.857,11,1
963,11.889,141,1
954,11.778,127,1
830,8.3,121,1
96,1.5,20,1
1755,21.667,144,1
2226,5.048,152,1
344,5.375,50,1
167,167,31,1
336,5.25,67,1
77,1.571,16,1
108,1.333,29,1
2852,5.391,156,1
570,15.833,82,1
804,5.583,88,1
2710,27.1,375,1
60,1.667,16,1
378,7.714,58,1
1370,13.7,187,1
630,6.3,84,1
378,7.714,69,1
1728,27,203,1
119,2.429,27,1
160,1.6,16,1
84,1.714,21,1
126,2.571,29,1
2358,29.111,356,1
98,2,18,1
85,3.4,20,1
70,1.429,14,1
360,3.6,55,1
738,9.111,125,1
176,2.75,30,1
1521,18.778,217,1
1032,28.667,175,1
486,13.5,109,1
1298,10.727,189,1
65,2.6,14,1
864,6,83,1
56,0.875,11,1
855,10.556,127,1
2720,27.2,348,1
3861,22.846,318,1
222,6.167,48,1
1092,7.583,125,1
88,0.727,5,1
1040,6.154,81,1
804,5.583,99,1
42,1.167,7,1
96,1.5,20,1
992,15.5,163,1
4650,7.44,310,1
35,0.714,1,1
684,8.444,112,1
4752,8.25,274,1
77,1.571,21,1
25748,3.829,703,1
189,3.857,34,1
1794,10.615,108,1
2490,24.9,326,1
1144,9.455,164,1
5340,23.733,410,1
234,2.889,48,1
162,2,15,1
161,3.286,29,1
90,0.9,2,1
192,3,40,1
5100,51,612,1
873,10.778,157,1
77,1.571,20,1
864,13.5,126,1
576,16,67,1
120,1.875,25,1
1105,6.538,131,1
516,3.583,66,1
946,7.818,140,1
190,1.9,34,1
408,1.412,34,1
690,6.9,103,1
880,13.75,122,1
960,6.667,127,1
2821,16.692,334,1
918,11.333,151,1
963,11.889,138,1
93,10.333,10,1
4494,22.929,345,1
3984,27.667,356,1
496,7.75,99,1
396,1.222,10,1
264,4.125,60,1
128,8,19,1
2834,16.769,344,1
152,2.375,22,1
5698,29.071,443,1
1760,17.6,235,1
810,3.6,107,1
11775,18.84,678,1
174,4.833,38,1
80,0.8,8,1
600,9.375,106,1
792,5.5,105,1
180,1.8,16,1
81,1,16,1
600,9.375,110,1
99,0.818,6,1
319,2.636,42,1
423,5.222,76,1
78,2.167,6,1
4815,59.444,613,1
104,1.625,18,1
98,2,12,1
192,3,36,1
2510,25.1,398,1
72,2,16,1
3025,25,307,1
91,1.857,17,1
216,3.375,22,1
2889,35.667,339,1
62,15.5,6,1
290,2.9,48,1
105,2.143,27,1
77,1.571,16,1
120,1.875,15,1
4590,56.667,241,1
2168,33.875,364,1
72,4.5,14,1
462,9.429,53,1
171,2.111,33,1
264,2.182,39,1
568,8.875,102,1
296,4.625,77,1
104,1.625,13,1
342,4.222,32,1
1001,5.923,85,1
548,34.25,29,1
5110,51.1,534,1
1550,15.5,231,1
600,6,85,1
12,1.333,1,1
155,6.2,34,1
1264,19.75,97,1
522,6.444,80,1
42,0.857,9,1
96,1.5,19,1
356,22.25,74,1
1440,22.5,219,1
90,2.5,10,1
96,2.667,8,1
325,1.923,7,1
140,2.857,24,1
24,0.375,4,1
783,9.667,147,1
2035,16.818,246,1
91,1.857,18,1
598,1.13,92,1
225,2.778,29,1
98,2,19,1
804,5.583,101,1
215,8.6,69,1
35,1.4,2,1
1160,18.125,146,1
4545,56.111,654,1
1332,16.444,189,1
77,1.571,19,1
747,9.222,122,1
170,1.7,27,1
729,9,125,1
406,8.286,38,1
49,1,4,1
408,6.375,69,1
120,1.2,21,1
40,0.625,11,1
40,40,7,1
72,1.125,15,1
38,9.5,5,1
336,5.25,56,1
100,1,18,1
350,3.5,66,1
410,4.1,68,1
35,1.4,9,1
198,2.444,26,1
186,5.167,35,1
990,9.9,166,1
660,6.6,95,1
864,10.667,124,1
132,1.091,13,1
640,10,111,1
12,1.333,1,1
168,4.667,26,1
77,0.636,1,1
1494,18.444,211,1
856,13.375,155,1
385,7.857,69,1
477,5.889,84,1
238,4.857,42,1
306,3.778,49,1
140,2.857,26,1
1485,18.333,197,1
252,3.111,41,1
564,15.667,79,1
585,7.222,93,1
200,3.125,28,1
40,2.5,4,1
672,10.5,125,1
243,3,45,1
208,3.25,36,1
2024,16.727,213,1
78,2.167,15,1
288,4.5,50,1
1850,18.5,237,1
1122,31.167,168,1
747,9.222,96,1
2500,25,253,1
328,5.125,53,1
378,4.667,65,1
297,3.667,62,1
594,7.333,96,1
1550,15.5,208,1
63,0.778,10,1
1650,16.5,258,1
350,14,45,1
1397,11.545,166,1
5110,51.1,596,1
2992,24.727,352,1
441,5.444,86,1
639,7.889,87,1
343,7,77,1
72,2,15,1
55,2.2,14,1
112,2.286,25,1
999,12.333,126,1
1536,24,279,1
270,2.7,41,1
306,3.778,53,1
215,8.6,37,1
3030,30.3,410,1
6832,26.688,492,1
5390,27.5,412,1
6224,24.313,424,1
368,5.75,70,1
504,3.5,66,1
1606,13.273,209,1
245,5,43,1
2790,34.444,375,1
2882,23.818,373,1
432,5.333,83,1
275,2.273,47,1
963,11.889,146,1
91,1.857,27,1
28,1.75,1,1
140,2.857,21,1
4080,7.083,237,1
264,4.125,61,1
180,5,46,1
996,6.917,151,1
368,5.75,73,1
128,2,27,1
1953,24.111,235,1
700,14.286,157,1
576,7.111,88,1
672,13.714,115,1
272,4.25,52,1
648,10.125,111,1
315,3.889,65,1
441,9,83,1
320,0.8,6,1
118,118,21,1
1561,31.857,229,1
72,1.125,15,1
3300,33,425,1
704,11,92,1
8626,5.974,370,1
369,4.556,69,1
96,0.667,5,1
90,3.6,21,1
870,8.7,146,1
96,0.667,9,1
48,0.75,9,1
768,12,63,1
15,0.6,1,1
252,5.143,56,1
1062,13.111,164,1
1422,17.556,212,1
803,6.636,107,1
160,2.5,24,1
70,1.429,11,1
504,7.875,91,1
836,6.909,102,1
972,12,141,1
580,5.8,80,1
192,5.333,41,1
78,2.167,21,1
2511,31,181,1
1070,10.7,161,1
640,10,127,1
576,7.111,110,1
413,8.429,82,1
600,1.5,19,1
56,0.875,11,1
1359,16.778,178,1
20,0.8,6,1
160,2.5,31,1
609,12.429,116,1
738,9.111,124,1
120,0.833,7,1
5075,8.12,279,1
2710,27.1,333,1
1111,9.182,160,1
16,1,1,1
49,1,9,1
1133,9.364,123,1
168,3.429,28,1
4524,26.769,537,1
40,1.6,9,1
891,11,132,1
1015,40.6,187,1
126,2.571,26,1
496,7.75,59,1
28,0.571,1,1
792,12.375,167,1
609,12.429,111,1
390,3.9,62,1
492,3.417,69,1
162,2,13,1
5964,41.417,731,1
1200,12,197,1
1476,18.222,221,1
2088,25.778,326,1
4950,7.92,270,1
2196,27.111,327,1
230,2.3,31,1
693,8.556,128,1
864,6,90,1
35,1.4,8,1
486,6,88,1
78,2.167,14,1
150,1.5,26,1
354,9.833,75,1
77,1.571,14,1
54,0.667,2,1
56,1.143,10,1
4272,7.417,258,1
176,2.75,37,1
45,0.556,3,1
1458,18,138,1
621,7.667,94,1
276,7.667,60,1
328,5.125,73,1
504,6.222,77,1
1111,9.182,137,1
5080,50.8,527,1
363,3,48,1
340,3.4,71,1
1067,8.818,132,1
30,1.2,8,1
1848,28.875,236,1
414,5.111,68,1
360,5.625,30,1
224,3.5,42,1
84,2.333,21,1
96,1.5,19,1
180,1.8,11,1
756,9.333,93,1
72,1.125,15,1
256,4,46,1
621,7.667,122,1
45,1.8,7,1
189,2.333,35,1
720,8.889,119,1
42,1.167,9,1
700,14.286,118,1
234,2.889,39,1
102,2.833,26,1
720,8.889,122,1
2640,21.818,348,1
330,3.3,56,1
576,4,85,1
36,1,8,1
1248,8.667,170,1
333,4.111,64,1
333,4.111,57,1
128,2,20,1
819,10.111,135,1
168,0.857,12,1
198,2.444,29,1
288,3.556,53,1
6784,26.5,488,1
140,2.857,31,1
564,15.667,91,1
344,5.375,69,1
2790,27.9,389,1
1629,20.111,201,1
882,10.889,103,1
96,1.5,20,1
3710,18.929,294,1
4214,21.5,458,1
144,2.25,32,1
105,2.143,20,1
72,2,18,1
27,27,4,1
560,11.429,74,1
60,3.75,4,1
1620,20,225,1
756,9.333,120,1
140,2.857,30,1
301,6.143,66,1
3333,27.545,123,1
1611,19.889,229,1
280,5.714,66,1
270,3.333,46,1
77,0.636,10,1
1200,18.75,154,1
405,5,61,1
4248,7.375,272,1
1100,9.091,156,1
7416,12.875,390,1
738,9.111,100,1
570,15.833,79,1
112,1.75,19,1
217,4.429,27,1
480,19.2,70,1
49,1,8,1
3132,21.75,358,1
273,0.619,20,1
209,1.727,26,1
1505,30.714,246,1
162,2,31,1
560,11.429,79,1
78,2.167,19,1
340,3.4,66,1
90,2.5,13,1
738,9.111,119,1
1746,21.556,238,1
413,8.429,56,1
495,6.111,71,1
80,1.25,14,1
1276,10.545,194,1
400,4,62,1
96,1.5,17,1
896,1.143,64,1
238,4.857,54,1
560,8.75,115,1
1309,4.529,140,1
426,11.833,43,1
1562,3.227,75,1
156,4.333,28,1
378,4.667,72,1
65,2.6,10,1
35,1.4,9,1
49,1,11,1
77,1.571,18,1
468,5.778,70,1
77,77,24,1
96,1.5,16,1
576,16,61,1
210,2.1,36,1
576,16,80,1
553,11.286,88,1
297,3.667,54,1
133,2.714,32,1
480,3.333,66,1
98,2,19,1
128,2,29,1
84,2.333,20,1
1184,18.5,181,1
2484,30.667,373,1
96,1.5,20,1
200,2,15,1
441,5.444,86,1
65,2.6,1,1
91,1.857,7,1
64,1,9,1
2871,23.727,354,1
78,2.167,14,1
155,6.2,18,1
180,2.222,26,1
40,0.625,7,1
224,3.5,5,1
72,1.125,13,1
2025,25,283,1
45,0.556,5,1
320,5,51,1
184,2.875,45,1
192,3,41,1
424,6.625,87,1
189,2.333,34,1
847,7,120,1
65,2.6,16,1
2448,30.222,353,1
112,2.286,24,1
3132,21.75,364,1
2178,18,288,1
2760,19.167,130,1
110,1.1,10,1
27,3,6,1
400,6.25,84,1
102,2.833,18,1
4920,34.167,608,1
342,4.222,47,1
320,5,60,1
55,2.2,13,1
532,2.714,44,1
176,2.75,34,1
918,11.333,132,1
475,19,70,1
896,18.286,137,1
128,2,25,1
790,7.9,117,1
210,8.4,37,1
210,2.1,20,1
738,9.111,79,1
168,2.625,31,1
576,16,71,1
28,0.571,5,1
3976,20.286,419,1
4740,47.4,585,1
160,1.6,28,1
297,3.667,40,1
416,6.5,65,1
1150,11.5,187,1
35,0.714,7,1
2688,13.714,275,1
190,1.9,13,1
242,2,18,1
102,2.833,25,1
5628,28.714,473,1
4428,54.667,697,1
184,2.875,39,1
306,8.5,57,1
1008,15.75,149,1
675,8.333,119,1
465,2.067,24,1
441,5.444,70,1
91,1.857,15,1
396,4.889,53,1
240,1.667,14,1
5382,31.846,623,1
276,1.917,14,1
208,3.25,30,1
48,0.75,8,1
210,2.1,27,1
217,4.429,41,1
828,5.75,95,1
891,11,120,1
312,4.875,58,1
2862,3.926,137,1
84,2.333,22,1
245,5,49,1
56,1.143,13,1
3322,27.455,448,1
781,6.455,77,1
6331,37.462,745,1
1936,30.25,195,1
819,10.111,123,1
170,1.7,16,1
1267,25.857,242,1
518,10.571,91,1
820,8.2,120,1
48,0.75,5,1
140,2.857,24,1
9,1,1,1
704,5.818,88,1
99,1.222,18,1
128,2,21,1
2930,29.3,397,1
290,2.9,18,1
42,0.857,1,1
871,5.154,74,1
161,3.286,31,1
1665,20.556,238,1
391,1.353,25,1
90,3.6,22,1
180,2.222,28,1
186,5.167,34,1
247,0.684,35,1
288,4.5,53,1
42,10.5,5,1
35,1.4,8,1
224,3.5,22,1
98,2,23,1
360,10,67,1
192,3,43,1
2556,31.556,249,1
150,4.167,34,1
24,0.375,5,1
1170,14.444,199,1
324,4,48,1
824,12.875,129,1
16,1,2,1
195,7.8,38,1
119,2.429,18,1
120,1.875,19,1
5964,41.417,789,1
1020,7.083,160,1
10250,16.4,1218,1
10092,1.333,39,1
155,6.2,37,1
1152,14.222,175,1
552,8.625,84,1
119,2.429,17,1
5080,50.8,578,1
42,0.857,8,1
96,1.5,28,1
180,1.8,22,1
77,1.571,13,1
168,4.667,35,1
72,1.125,15,1
864,6,89,1
114,3.167,30,1
45,45,15,1
180,1.8,29,1
84,1.714,19,1
105,2.143,22,1
99,1.222,13,1
540,5.4,85,1
96,2.667,22,1
1449,17.889,218,1
780,7.8,113,1
825,6.818,107,1
94,23.5,14,1
72,1.125,11,1
100,1,1,1
980,9.8,175,1
891,11,135,1
627,5.182,75,1
12350,19.76,776,1
132,3.667,33,1
1449,29.571,279,1
304,4.75,21,1
2112,14.667,244,1
24,1.5,8,1
230,2.3,26,1
89,89,16,1
195,7.8,21,1
860,8.6,149,1
5727,10.826,270,1
126,2.571,28,1
144,2.25,32,1
95,3.8,28,1
2088,32.625,340,1
4815,59.444,617,1
200,3.125,42,1
112,1.75,22,1
2384,37.25,278,1
770,7.7,137,1
4113,50.778,555,1
65,2.6,11,1
2622,1.816,292,1
78,2.167,16,1
36,1,8,1
77,1.571,18,1
500,5,69,1
60,2.4,7,1
1079,6.385,115,1
110,1.1,28,1
2992,24.727,392,1
1000,10,147,1
91,1.857,21,1
376,5.875,64,1
957,7.909,128,1
1834,37.429,218,1
2480,24.8,340,1
77,1.571,14,1
918,11.333,137,1
90,0.9,5,1
160,2.5,29,1
372,10.333,64,1
180,1.8,20,1
21,0.429,4,1
2349,29,302,1
65,2.6,12,1
42,1.167,8,1
