@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
7,156,822,1
1,12,60,1
8,43,86,1
9,172,559,1
8,58,108,1
11,62,88,1
8,195,634,1
8,98,210,1
8,14,42,1
7,60,137,1
7,47,87,1
9,277,753,1
8,232,411,1
1,16,40,1
10,224,524,1
5,82,134,1
8,41,87,1
10,200,240,1
8,27,49,1
7,23,77,1
9,365,792,1
11,95,157,1
9,142,465,1
5,25,65,1
10,117,240,1
11,314,914,1
10,62,71,1
6,133,397,1
7,53,136,1
8,35,97,1
9,287,679,1
8,116,345,1
6,51,133,1
8,237,650,1
9,88,132,1
8,28,52,1
7,17,71,1
8,28,64,1
5,7,7,1
7,23,77,1
8,318,889,1
9,349,1279,1
8,66,200,1
1,16,47,1
7,21,31,1
7,296,1093,1
14,1106,2550,1
12,337,690,1
10,406,1625,1
10,151,337,1
8,138,400,1
7,65,126,1
10,237,657,1
11,452,1035,1
11,297,649,1
8,44,64,1
7,28,74,1
8,273,1506,1
8,23,65,1
12,433,709,1
9,114,153,1
7,691,1296,1
8,171,335,1
15,1232,2810,1
8,427,1589,1
9,42,113,1
11,121,270,1
7,50,106,1
1,9,29,1
5,14,23,1
8,167,702,1
6,21,52,1
10,824,1335,1
10,115,354,1
5,13,17,1
7,61,103,1
9,369,826,1
9,99,132,1
8,19,74,1
10,373,455,1
9,215,759,1
8,105,291,1
8,86,224,1
13,2109,3404,1
9,354,919,1
9,302,790,1
10,153,351,1
8,79,181,1
7,111,276,1
8,154,463,1
11,151,366,1
7,169,577,1
11,1686,2694,1
16,2060,3949,1
12,518,735,1
9,19,72,1
7,75,254,1
3,8,8,1
9,80,192,1
8,146,334,1
11,112,313,1
9,407,849,1
16,1992,3276,1
9,74,170,1
7,97,349,1
9,129,256,1
9,316,632,1
25,3315,6796,1
1,7,7,1
8,81,160,1
7,19,46,1
5,9,14,1
11,1371,2846,1
8,189,690,1
7,245,875,1
7,108,499,1
7,60,238,1
11,146,215,1
2,9,38,1
11,92,256,1
23,2599,2760,1
5,155,402,1
12,160,409,1
6,11,26,1
13,1749,2750,1
13,147,449,1
10,813,3189,1
8,45,112,1
9,33,112,1
11,110,283,1
13,1657,3200,1
8,71,207,1
7,40,96,1
9,103,276,1
8,88,177,1
9,164,292,1
7,121,257,1
3,138,245,1
9,446,1597,1
1,19,143,1
7,35,123,1
7,33,97,1
12,143,207,1
10,122,357,1
9,31,110,1
10,564,1144,1
9,233,501,1
9,160,287,1
11,165,462,1
7,177,422,1
10,324,804,1
8,12,32,1
7,90,194,1
23,786,2239,1
5,14,23,1
7,75,243,1
8,377,1210,1
6,35,89,1
10,679,2044,1
12,42,49,1
8,57,162,1
8,216,603,1
6,26,132,1
11,539,742,1
7,345,809,1
11,61,87,1
11,991,1796,1
8,253,775,1
9,126,276,1
8,131,352,1
10,98,202,1
10,63,170,1
7,193,666,1
8,301,750,1
13,139,253,1
6,22,63,1
24,2296,4410,1
9,80,133,1
8,208,510,1
11,1619,3662,1
9,227,1027,1
5,38,65,1
11,664,2402,1
9,400,1501,1
10,96,209,1
6,11,39,1
8,136,331,1
1,7,18,1
7,110,225,1
10,701,1860,1
11,309,978,1
7,26,81,1
7,20,54,1
5,35,83,1
7,301,990,1
9,131,355,1
8,177,260,1
11,36,42,1
8,389,1003,1
7,313,535,1
6,13,33,1
9,1094,2122,1
9,861,2847,1
25,2121,4035,1
8,75,176,1
8,83,203,1
9,134,305,1
6,9,17,1
5,116,292,1
8,74,146,1
24,2157,3939,1
25,7358,7872,1
8,62,132,1
7,35,94,1
7,46,102,1
8,268,492,1
8,60,118,1
12,1482,2966,1
9,135,341,1
8,135,365,1
8,31,73,1
7,76,176,1
6,33,85,1
7,221,984,1
8,232,1118,1
10,90,219,1
6,285,605,1
24,3768,4068,1
9,80,185,1
8,23,48,1
11,36,37,1
8,176,489,1
10,46,119,1
8,69,132,1
7,361,1117,1
5,24,39,1
13,460,1736,1
11,119,272,1
6,8,12,1
5,19,48,1
6,11,33,1
9,106,234,1
5,63,146,1
8,81,139,1
13,1564,3988,1
7,336,817,1
8,64,222,1
8,154,379,1
9,139,320,1
9,921,3793,1
8,50,109,1
6,174,458,1
7,40,68,1
10,219,267,1
8,33,121,1
12,151,408,1
7,52,120,1
10,197,404,1
6,137,414,1
7,94,219,1
11,59,124,1
9,124,400,1
7,28,77,1
9,386,805,1
8,240,718,1
6,29,109,1
10,454,926,1
6,135,496,1
6,39,123,1
9,103,329,1
9,861,2731,1
5,20,43,1
16,2121,3643,1
10,111,155,1
6,28,69,1
10,371,818,1
9,38,138,1
11,242,634,1
10,764,2149,1
6,53,178,1
7,60,170,1
5,101,367,1
9,175,301,1
11,643,1282,1
11,840,2036,1
11,179,561,1
10,573,2101,1
5,12,20,1
9,443,1440,1
7,69,168,1
9,1240,2782,1
8,126,302,1
11,920,1539,1
4,77,164,1
8,117,301,1
11,361,1275,1
7,191,845,1
6,33,90,1
12,49,89,1
8,173,685,1
8,63,141,1
7,94,222,1
12,311,646,1
10,81,150,1
10,486,1027,1
14,1084,2378,1
8,67,120,1
11,979,2052,1
9,335,627,1
11,768,1676,1
10,88,259,1
14,657,1687,1
9,245,544,1
9,757,2861,1
11,153,209,1
5,69,158,1
7,20,37,1
7,44,102,1
10,42,104,1
9,66,101,1
7,109,252,1
8,500,1280,1
6,48,107,1
16,2736,4316,1
22,330,779,1
8,31,77,1
7,54,189,1
12,130,352,1
7,49,169,1
10,109,213,1
3,9,9,1
9,354,822,1
12,410,645,1
7,100,215,1
5,17,45,1
6,43,132,1
7,448,1771,1
10,618,2257,1
7,78,179,1
12,58,153,1
10,195,435,1
9,59,191,1
5,68,128,1
10,598,1152,1
10,92,200,1
10,105,184,1
10,121,353,1
8,374,911,1
10,74,209,1
8,51,78,1
6,92,217,1
8,52,75,1
5,14,35,1
11,969,1503,1
9,913,3924,1
77,9204,9689,1
8,224,573,1
1,7,22,1
12,275,518,1
39,7667,8370,1
22,810,1317,1
8,110,257,1
7,137,412,1
7,27,69,1
10,87,178,1
24,2256,4413,1
8,77,139,1
6,164,410,1
9,210,1015,1
9,576,1121,1
10,226,588,1
10,261,949,1
10,724,1892,1
10,78,248,1
11,68,162,1
9,295,1043,1
9,320,672,1
8,8,8,1
7,26,85,1
9,431,847,1
2,7,11,1
10,647,1668,1
7,46,120,1
8,71,176,1
9,120,206,1
5,88,187,1
8,14,21,1
9,17,42,1
13,298,701,1
7,323,962,1
7,420,1035,1
9,267,617,1
10,584,1068,1
8,47,155,1
8,26,52,1
8,55,109,1
9,23,59,1
8,116,351,1
7,29,74,1
6,20,47,1
11,23,88,1
1,32,91,1
7,144,386,1
10,80,121,1
9,126,288,1
8,44,102,1
7,31,74,1
6,146,538,1
9,188,768,1
9,601,1201,1
7,185,407,1
28,464,680,1
12,753,1782,1
10,587,1009,1
10,950,1953,1
9,308,664,1
7,109,189,1
10,233,518,1
4,38,86,1
10,147,444,1
9,211,625,1
11,292,718,1
7,29,112,1
6,28,84,1
7,184,421,1
7,128,380,1
10,285,881,1
8,459,1593,1
8,398,1865,1
7,121,221,1
5,48,76,1
12,799,1999,1
8,98,111,1
7,25,69,1
2,42,304,1
14,1271,2353,1
6,11,20,1
8,58,110,1
8,253,511,1
8,93,225,1
9,100,231,1
10,467,1060,1
10,226,656,1
10,951,1995,1
8,13,36,1
9,260,820,1
11,281,856,1
9,748,3154,1
9,109,318,1
9,174,530,1
11,420,854,1
14,799,1698,1
9,72,159,1
14,1988,3636,1
13,39,105,1
8,151,303,1
8,24,56,1
9,840,3224,1
9,555,1196,1
8,64,142,1
9,346,1323,1
11,286,598,1
6,22,73,1
9,74,119,1
8,143,450,1
7,111,214,1
7,152,310,1
6,161,438,1
10,203,582,1
8,229,543,1
9,531,1483,1
8,38,81,1
8,162,601,1
10,209,340,1
3,8,9,1
6,159,405,1
9,337,672,1
8,140,379,1
8,294,530,1
9,449,2001,1
7,92,208,1
8,28,39,1
10,54,90,1
6,90,237,1
10,148,450,1
6,178,533,1
5,31,77,1
8,41,89,1
6,87,250,1
8,38,69,1
8,172,465,1
7,152,694,1
9,211,637,1
12,311,845,1
11,105,217,1
8,11,16,1
10,327,879,1
12,538,770,1
9,35,80,1
10,131,262,1
9,384,1020,1
8,212,678,1
5,22,51,1
9,11,28,1
8,8,11,1
8,576,1886,1
8,171,296,1
11,160,346,1
7,33,141,1
9,174,357,1
10,289,592,1
7,386,1813,1
23,4210,4548,1
9,277,543,1
10,22,60,1
8,54,161,1
11,650,1444,1
6,31,117,1
8,37,86,1
87,4093,4194,1
13,872,3655,1
12,466,903,1
79,4009,4623,1
8,129,350,1
6,53,168,1
7,18,28,1
7,49,116,1
6,170,596,1
8,135,319,1
7,31,83,1
7,10,16,1
10,111,213,1
16,1276,2349,1
6,80,219,1
12,76,96,1
5,64,145,1
8,76,222,1
5,20,74,1
8,53,184,1
7,143,234,1
11,629,1734,1
9,302,761,1
9,482,1881,1
6,43,72,1
7,103,217,1
8,418,1102,1
5,66,288,1
8,24,31,1
5,18,57,1
10,1302,3018,1
14,813,1378,1
11,920,2084,1
9,241,556,1
7,42,210,1
8,52,117,1
8,57,86,1
9,191,646,1
7,347,476,1
10,32,56,1
14,1317,2924,1
11,722,1898,1
11,956,3023,1
10,317,925,1
7,14,49,1
8,27,86,1
5,58,129,1
5,49,99,1
8,38,95,1
10,167,388,1
8,219,1235,1
8,129,437,1
7,35,95,1
7,52,140,1
7,60,187,1
5,13,25,1
11,525,2001,1
9,279,959,1
10,297,566,1
17,411,995,1
5,56,138,1
7,35,62,1
5,43,114,1
7,115,247,1
7,87,253,1
11,147,253,1
10,32,55,1
11,2137,3365,1
6,178,311,1
9,128,218,1
7,73,181,1
12,227,651,1
10,445,1092,1
10,403,1050,1
7,196,520,1
11,697,1781,1
8,60,162,1
15,95,216,1
7,265,1431,1
6,151,437,1
10,221,686,1
8,38,99,1
11,292,740,1
6,24,68,1
6,26,66,1
9,104,282,1
9,96,248,1
6,91,278,1
7,29,79,1
9,105,326,1
10,384,832,1
8,11,17,1
9,261,440,1
7,36,77,1
9,563,2297,1
7,14,28,1
11,837,1616,1
10,41,142,1
8,68,211,1
8,56,165,1
9,370,770,1
10,94,238,1
12,150,221,1
24,480,1161,1
8,173,721,1
9,242,698,1
5,71,176,1
8,66,82,1
8,157,472,1
7,824,1500,1
7,120,372,1
10,334,1317,1
10,542,1051,1
10,118,162,1
9,361,829,1
8,76,173,1
6,27,52,1
7,12,35,1
7,65,191,1
9,184,712,1
28,1235,4369,1
8,52,168,1
6,161,416,1
9,90,245,1
9,245,606,1
5,19,58,1
8,118,300,1
8,61,149,1
8,396,738,1
5,20,55,1
12,103,291,1
8,14,56,1
9,1035,3670,1
12,847,1625,1
11,53,105,1
8,132,323,1
9,419,1168,1
12,300,811,1
8,132,252,1
7,47,86,1
9,283,473,1
7,65,189,1
7,39,84,1
8,39,135,1
5,13,27,1
10,77,174,1
10,1361,2965,1
25,2115,3885,1
9,121,280,1
8,47,136,1
11,379,900,1
5,55,110,1
9,248,762,1
9,98,284,1
10,40,115,1
10,606,1746,1
6,105,296,1
8,68,144,1
7,27,67,1
14,509,1013,1
7,27,64,1
9,524,1007,1
5,66,176,1
9,131,346,1
9,168,387,1
10,25,53,1
12,324,566,1
8,26,56,1
9,158,462,1
9,104,263,1
6,15,34,1
7,14,27,1
11,90,231,1
9,196,658,1
6,211,663,1
11,52,97,1
9,290,1141,1
6,71,186,1
11,34,62,1
6,25,63,1
1,43,249,1
2,7,27,1
10,107,255,1
10,255,471,1
7,89,236,1
7,47,102,1
7,17,46,1
5,16,54,1
1,7,9,1
8,153,296,1
8,53,204,1
11,502,1784,1
7,20,49,1
9,98,145,1
6,51,149,1
6,24,76,1
9,73,215,1
6,10,25,1
9,168,738,1
7,46,94,1
5,20,35,1
7,361,828,1
5,27,70,1
9,62,103,1
9,441,1654,1
13,451,557,1
7,85,207,1
9,417,817,1
11,55,106,1
8,290,575,1
6,1,737,1
10,83,178,1
12,281,557,1
7,191,413,1
6,57,228,1
9,378,1441,1
5,36,54,1
8,42,96,1
8,55,129,1
6,184,405,1
7,183,518,1
2,7,13,1
10,444,924,1
11,502,666,1
8,221,677,1
7,51,89,1
11,143,425,1
9,84,219,1
5,176,436,1
6,33,102,1
7,12,36,1
8,69,161,1
6,22,35,1
12,1554,3646,1
11,250,654,1
9,316,821,1
6,25,78,1
16,169,364,1
10,55,111,1
10,79,182,1
17,2388,3568,1
10,543,1123,1
17,71,90,1
10,77,245,1
11,63,88,1
6,71,175,1
8,106,320,1
7,17,39,1
11,502,970,1
5,34,80,1
8,71,85,1
3,11,84,1
9,102,239,1
6,154,537,1
5,37,85,1
7,87,263,1
4,32,70,1
8,58,149,1
8,41,96,1
7,86,342,1
9,651,2193,1
8,329,1277,1
6,35,103,1
8,704,2566,1
8,112,229,1
9,297,1425,1
1,7,7,1
7,232,1069,1
24,2096,4094,1
5,8,14,1
5,17,40,1
9,67,166,1
1,16,42,1
10,173,414,1
9,36,41,1
7,69,174,1
7,34,91,1
6,30,54,1
9,179,300,1
8,32,64,1
10,121,256,1
7,48,122,1
5,35,80,1
7,24,59,1
7,16,44,1
6,104,527,1
10,154,421,1
9,339,829,1
10,122,332,1
5,34,82,1
13,258,565,1
8,64,148,1
8,72,185,1
7,69,233,1
10,89,248,1
8,488,1562,1
7,482,961,1
3,189,213,1
5,12,35,1
10,102,295,1
7,31,113,1
38,3573,6053,1
8,681,1775,1
7,74,192,1
7,64,192,1
8,129,377,1
8,336,582,1
9,170,342,1
9,386,1307,1
9,301,682,1
6,28,84,1
10,129,324,1
8,117,307,1
10,44,120,1
1,14,74,1
9,192,478,1
7,88,123,1
8,83,200,1
16,2518,4879,1
9,186,369,1
8,181,897,1
8,78,157,1
12,1657,4478,1
17,2273,4481,1
8,31,65,1
7,76,245,1
10,48,80,1
6,118,214,1
6,84,204,1
10,476,1556,1
10,118,272,1
6,47,81,1
7,174,417,1
11,85,269,1
9,162,369,1
7,39,87,1
10,483,1276,1
8,289,878,1
10,120,281,1
5,132,278,1
11,391,807,1
10,99,154,1
7,66,111,1
8,264,650,1
38,3957,9403,1
9,124,243,1
12,69,312,1
10,188,501,1
6,155,419,1
8,35,79,1
15,262,558,1
5,56,151,1
10,210,480,1
9,94,147,1
8,231,513,1
12,1315,1981,1
9,28,54,1
8,69,142,1
7,115,280,1
8,42,96,1
2,7,85,1
13,268,864,1
1,20,109,1
10,333,659,1
7,693,1294,1
8,26,65,1
10,215,773,1
9,76,195,1
12,486,626,1
8,99,294,1
8,210,758,1
25,5572,11502,1
11,38,72,1
8,430,1222,1
11,135,351,1
8,593,1208,1
10,732,1916,1
8,23,56,1
10,719,1984,1
11,154,272,1
9,378,855,1
10,508,1293,1
10,485,984,1
10,114,257,1
8,505,1114,1
14,998,1745,1
12,423,570,1
7,20,56,1
9,32,40,1
8,45,96,1
8,69,167,1
7,38,80,1
10,527,1022,1
7,55,166,1
10,130,213,1
8,522,1072,1
8,15,38,1
8,66,160,1
6,36,101,1
7,12,21,1
12,1605,3544,1
9,964,2102,1
1,7,12,1
10,638,1121,1
10,436,910,1
18,544,1193,1
8,28,80,1
1,13,60,1
10,93,277,1
11,314,764,1
7,51,108,1
7,234,514,1
7,53,218,1
7,79,417,1
12,535,743,1
9,95,293,1
10,477,1343,1
7,53,183,1
6,119,214,1
7,76,498,1
6,164,462,1
8,18,48,1
10,488,1248,1
9,169,446,1
8,106,322,1
5,10,10,1
8,179,435,1
5,74,135,1
10,484,1715,1
24,7647,8088,1
10,493,1014,1
8,50,112,1
6,14,31,1
7,56,140,1
8,44,115,1
11,274,639,1
7,22,83,1
10,25,61,1
8,107,203,1
7,111,344,1
6,53,165,1
12,461,1053,1
10,442,575,1
7,14,32,1
25,2214,4395,1
10,849,1577,1
12,1404,2421,1
9,712,1315,1
8,137,397,1
6,45,84,1
9,217,749,1
8,87,254,1
13,1087,1997,1
7,237,645,1
9,696,1724,1
10,998,2157,1
8,177,480,1
9,59,72,1
15,1378,2425,1
7,72,89,1
7,196,476,1
9,674,1655,1
10,146,314,1
8,124,279,1
5,54,142,1
10,155,649,1
5,42,78,1
10,641,2183,1
9,225,698,1
8,58,144,1
14,822,3293,1
8,36,77,1
9,69,171,1
11,317,884,1
8,119,355,1
8,82,208,1
12,377,1039,1
1,9,45,1
5,30,87,1
8,327,909,1
7,36,123,1
9,743,2904,1
12,318,618,1
9,78,171,1
9,20,49,1
12,252,753,1
10,22,60,1
13,1406,3435,1
7,30,76,1
9,61,157,1
2,15,73,1
9,219,603,1
12,252,375,1
8,66,157,1
13,759,2852,1
12,61,153,1
6,139,250,1
7,19,64,1
3,8,18,1
10,192,738,1
10,88,212,1
7,27,54,1
59,3264,3517,1
7,114,517,1
14,628,1584,1
6,11,24,1
9,511,1008,1
9,11,39,1
9,168,708,1
7,92,242,1
9,388,806,1
6,87,207,1
3,8,8,1
11,36,77,1
5,77,161,1
1,12,33,1
14,2248,3554,1
9,102,276,1
8,96,205,1
14,555,753,1
8,30,54,1
10,195,394,1
10,389,1083,1
7,74,102,1
10,82,129,1
8,99,259,1
8,25,50,1
5,17,46,1
6,137,465,1
1,8,8,2
2,583,673,2
1,8,23,2
1,17,20,2
1,131,136,2
1,42,48,2
1,9,18,2
2,27,27,2
2,56,70,2
1,41,52,2
1,188,199,2
6,45,46,2
2,10,10,2
3,559,662,2
1,77,84,2
1,22,33,2
3,139,160,2
1,7,14,2
2,68,75,2
1,125,152,2
1,12,34,2
1,16,16,2
1,8,8,2
3,543,619,2
1,15,19,2
1,51,54,2
3,411,531,2
1,11,46,2
2,558,736,2
2,562,609,2
1,146,148,2
1,16,34,2
1,15,17,2
1,13,42,2
11,255,262,2
1,42,45,2
7,10,20,2
1,281,283,2
19,4591,6035,2
17,5420,5784,2
1,107,114,2
2,168,278,2
3,746,760,2
2,24,25,2
1,7,27,2
2,557,641,2
1,13,28,2
7,57,98,2
2,18,50,2
1,10,10,2
2,577,654,2
1,26,57,2
1,14,14,2
3,82,108,2
3,124,129,2
1,10,11,2
1,122,288,2
18,5217,5522,2
1,50,52,2
2,26,26,2
2,31,34,2
1,127,147,2
1,47,47,2
1,14,14,2
1,11,11,2
1,28,52,2
1,8,8,2
1,13,19,2
1,10,10,2
5,486,489,2
1,19,23,2
2,548,574,2
6,31,32,2
3,121,128,2
2,603,657,2
1,14,19,2
2,55,77,2
1,7,8,2
2,20,33,2
3,268,317,2
1,155,159,2
5,301,306,2
25,907,4000,2
1,21,22,2
1,80,172,2
1,11,36,2
1,80,86,2
1,24,51,2
1,13,13,2
3,319,374,2
1,8,9,2
2,685,756,2
1,26,26,2
1,98,102,2
17,5328,5790,2
1,63,63,2
2,47,51,2
1,15,32,2
1,17,29,2
1,11,20,2
1,23,115,2
2,123,124,2
2,29,35,2
1,197,199,2
10,11,12,2
1,11,27,2
1,36,46,2
1,40,40,2
1,9,14,2
1,26,36,2
1,14,17,2
1,11,15,2
2,17,48,2
1,49,58,2
1,15,28,2
1,154,186,2
1,60,63,2
2,667,802,2
1,9,13,2
1,37,71,2
1,13,13,2
25,484,531,2
1,11,19,2
1,30,35,2
1,175,255,2
1,34,45,2
1,125,126,2
1,11,13,2
1,95,95,2
5,7,11,2
1,12,30,2
2,589,627,2
1,17,17,2
8,1611,1630,2
1,80,87,2
3,59,84,2
2,597,704,2
2,94,128,2
1,177,180,2
1,31,55,2
1,82,127,2
6,10,29,2
1,91,106,2
2,33,34,2
1,74,78,2
10,4409,4890,2
2,33,33,2
2,534,571,2
1,138,138,2
2,609,737,2
1,46,69,2
1,11,45,2
3,203,242,2
5,1092,1100,2
2,29,30,2
1,9,14,2
1,33,33,2
1,7,7,2
1,15,20,2
4,204,212,2
1,48,79,2
2,693,984,2
1,8,10,2
2,541,549,2
1,13,15,2
1,53,94,2
3,12,22,2
1,35,40,2
2,31,38,2
3,348,366,2
1,58,69,2
2,577,790,2
1,180,187,2
1,42,65,2
11,4955,4955,2
2,19,42,2
1,73,76,2
2,544,567,2
2,21,44,2
1,21,36,2
5,623,688,2
21,31,31,2
4,21,29,2
1,11,44,2
1,11,22,2
1,178,184,2
1,8,8,2
2,143,186,2
1,214,214,2
1,75,85,2
1,12,19,2
1,204,206,2
1,17,17,2
2,315,349,2
1,46,106,2
9,12,88,2
1,17,18,2
12,366,479,2
7,7,7,2
2,8,12,2
2,109,150,2
2,50,122,2
4,336,357,2
1,110,193,2
1,30,37,2
2,50,50,2
2,24,55,2
2,8,23,2
1,12,39,2
4,196,224,2
1,40,44,2
3,597,685,2
2,267,325,2
1,46,117,2
1,141,145,2
1,55,124,2
1,17,17,2
1,277,277,2
1,27,28,2
3,559,632,2
1,29,29,2
1,9,12,2
1,365,379,2
1,66,70,2
1,61,62,2
1,66,161,2
1,39,43,2
2,570,598,2
2,92,101,2
1,13,15,2
3,556,652,2
2,46,51,2
1,257,257,2
1,7,17,2
1,13,17,2
1,7,7,2
1,61,75,2
1,269,279,2
37,37,37,2
2,8,17,2
2,628,735,2
1,16,16,2
1,16,17,2
1,101,104,2
4,22,22,2
1,8,42,2
1,8,15,2
1,45,73,2
2,576,667,2
1,11,11,2
2,392,538,2
3,496,545,2
1,12,14,2
3,506,626,2
2,638,703,2
2,86,125,2
1,8,11,2
2,159,173,2
1,275,277,2
6,98,147,2
3,549,567,2
1,27,29,2
1,412,413,2
1,37,63,2
1,51,52,2
1,8,12,2
3,200,221,2
2,13,15,2
1,9,10,2
3,118,146,2
1,70,70,2
1,38,41,2
1,158,159,2
2,558,667,2
2,8,12,2
1,13,17,2
1,69,75,2
2,578,596,2
1,142,148,2
3,134,172,2
28,527,614,2
3,569,587,2
3,532,662,2
1,15,16,2
2,54,70,2
1,18,22,2
6,57,57,2
2,111,113,2
1,32,41,2
1,35,39,2
3,1152,1213,2
1,29,35,2
1,66,67,2
2,186,213,2
1,9,13,2
1,7,9,2
1,21,36,2
187,23025,25400,3
63,2041,2458,3
64,1882,2077,3
28,437,666,3
178,14292,16177,3
28,427,647,3
29,401,639,3
28,441,666,3
128,17721,25163,3
187,10947,23301,3
186,33017,46133,3
166,28093,42821,3
168,19430,23457,3
174,27820,35499,3
163,13725,23547,3
83,4804,5838,3
132,26693,34874,3
29,416,653,3
28,431,665,3
153,14180,15491,3
29,442,668,3
168,18591,20513,3
72,3374,4025,3
65,1475,1582,3
93,4366,5908,3
63,1681,1718,3
94,97,97,4
12,15,16,4
8,8,8,4
8,7,8,4
1,25,25,4
69,133,197,4
32,32,32,4
47,47,47,4
42,42,42,4
136,135,136,4
22,22,22,4
34,34,34,4
31,31,31,4
14,14,14,4
13,13,13,4
17,24,24,4
15,15,15,4
261,492,701,4
39,39,39,4
12,12,12,4
6,25,56,4
4,7,7,4
13,13,13,4
11,11,11,4
53,53,53,4
44,79,111,4
54,54,54,4
20,20,20,4
8,8,8,4
8,8,8,4
9,11,13,4
9,9,9,4
14,15,15,4
9,9,9,4
9,9,9,4
38,38,38,4
7,7,7,4
98,141,143,4
804,1689,2058,4
9,9,9,4
10,9,10,4
16,16,16,4
27,41,81,4
7,7,7,4
37,37,37,4
105,111,112,4
8,8,8,4
9,9,9,4
9,9,9,4
54,54,54,4
430,465,475,4
25,25,25,4
11,11,11,4
13,13,13,4
58,59,60,4
26,26,26,4
7,9,10,4
8,8,8,4
9,9,9,4
10,10,10,4
27,27,27,4
7,7,7,4
10,10,10,4
7,7,7,4
42,83,127,4
7,7,7,4
31,31,31,4
9,9,9,4
14,14,14,4
84,84,84,4
5,9,9,4
4,8,8,4
18,18,18,4
19,31,31,4
93,156,210,4
5,8,8,4
117,117,117,4
27,36,72,4
20,109,316,5
91,4100,4287,5
16,32,173,5
47,2459,4258,5
29,162,373,5
36,247,755,5
33,91,250,5
4,7,16,5
81,449,1580,5
38,157,165,5
14,27,92,5
37,321,685,5
54,6238,12422,5
55,375,960,5
118,642,1296,5
30,278,823,5
9,9,27,5
16,67,230,5
6,7,15,5
22,52,229,5
6,8,35,5
52,4607,5938,5
7,9,15,5
6,8,16,5
13,8,35,5
83,7741,18149,5
16,64,226,5
54,370,685,5
83,4138,8387,5
11,125,206,5
12,14,48,5
48,1058,1814,5
14,30,134,5
6,10,37,5
53,400,685,5
10,25,70,5
29,214,762,5
197,10654,12964,5
15,23,71,5
36,793,2086,5
8,7,8,5
9,22,28,5
153,7689,14538,5
36,331,717,5
19,70,100,5
52,345,619,5
6,14,64,5
6,11,30,5
17,32,76,5
32,671,1341,5
158,4213,7279,5
5,8,16,5
12,160,225,5
304,8898,17081,5
83,7725,15523,5
4,8,28,5
311,12631,23092,5
17,142,378,5
31,350,651,5
67,339,924,5
68,519,1215,5
6,7,19,5
21,26,54,5
36,181,283,5
4,7,41,5
9,22,70,5
30,288,884,5
31,728,1358,5
9,13,47,5
86,947,5386,5
32,1588,4497,5
8,9,23,5
34,218,454,5
7,14,44,5
5,7,9,5
101,1398,7780,5
37,97,143,5
7,52,95,5
8,20,110,5
31,787,1485,5
83,7772,17482,5
7,12,31,5
54,5766,12626,5
25,42,98,5
212,5066,6884,5
13,16,80,5
8,11,18,5
31,217,637,5
45,308,693,5
4,7,16,5
4,11,17,5
53,460,951,5
39,245,697,5
43,212,454,5
5,9,13,5
34,201,509,5
85,969,2588,5
49,324,694,5
13,21,76,5
28,294,870,5
5,8,24,5
16,10,34,5
100,458,1958,5
