@relation page-blocks

@attribute Eccen numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
2.273,99,250,1
6,131,283,1
6.111,128,346,1
1.75,52,86,1
6.25,151,366,1
6.111,136,327,1
1.75,51,112,1
34,587,2222,1
7.222,271,527,1
2.5,33,130,1
4.833,53,168,1
8.625,129,377,1
23,330,1178,1
1.5,39,86,1
2.25,56,134,1
1.667,11,39,1
19.6,167,313,1
4.714,85,207,1
8.75,260,553,1
24.75,341,1318,1
21.571,81,459,1
0.8,32,56,1
3.429,33,128,1
1.083,58,153,1
17.857,236,751,1
13.333,190,812,1
4.72,791,2198,1
8.583,436,895,1
4.333,66,120,1
1.9,111,160,1
11.625,138,400,1
30.167,324,743,1
56.667,346,1323,1
2.667,47,90,1
4.6,167,388,1
6.3,188,501,1
1.2,48,112,1
17.857,254,643,1
18.5,666,1272,1
5.154,376,450,1
0.714,18,28,1
5.444,259,424,1
7.111,102,276,1
7,546,1576,1
5.556,144,322,1
3.625,103,232,1
11.333,70,380,1
29.111,210,1015,1
30.667,357,830,1
9.4,269,940,1
26.2,716,1841,1
31.846,1919,3514,1
1.333,42,92,1
11.429,280,475,1
24,184,337,1
6.917,252,753,1
5.429,94,240,1
2.25,51,109,1
5,85,189,1
2.833,28,84,1
27.1,508,1632,1
10.615,417,1251,1
0.6,9,14,1
2.6,10,43,1
30.857,693,1294,1
8.429,62,238,1
12.6,66,288,1
2.375,59,101,1
3.778,109,283,1
13.364,416,1230,1
2,53,124,1
4.444,182,347,1
3,48,134,1
6.917,300,811,1
7.833,50,127,1
10.375,264,624,1
8,156,355,1
5.25,126,302,1
7.714,89,302,1
27.455,1260,2670,1
0.556,21,25,1
4,145,435,1
1.5,41,69,1
2.111,114,153,1
2,21,77,1
4.111,76,195,1
12,354,772,1
24.375,273,1506,1
4.556,90,244,1
7,164,441,1
8.6,125,548,1
5.625,74,284,1
3.25,83,203,1
24.333,285,605,1
31.8,406,1625,1
2.111,46,110,1
4.778,197,371,1
6,219,473,1
5.714,94,219,1
12.455,478,982,1
2.4,64,197,1
4.1,128,301,1
10,663,1178,1
0.75,18,43,1
4.667,131,346,1
19.286,191,692,1
27,270,883,1
3.667,126,288,1
3.222,83,233,1
20.556,643,1142,1
4,118,273,1
20.25,265,534,1
50.778,712,2590,1
1.75,48,112,1
1.1,42,110,1
5.75,337,690,1
0.571,20,26,1
7.222,155,427,1
16.5,327,909,1
49.9,733,3150,1
29.429,1032,3869,1
3.8,42,89,1
4.556,124,256,1
0.625,19,40,1
5.9,148,450,1
9.2,40,185,1
2.667,47,81,1
16.818,724,1572,1
1.625,47,101,1
6.714,106,274,1
1,32,64,1
8.25,4329,4670,1
2,55,182,1
2.75,70,139,1
5.857,61,247,1
1.571,25,64,1
1.375,28,88,1
5,76,245,1
11.68,3283,6670,1
5,129,374,1
13.071,998,1745,1
2.222,47,111,1
4.5,123,266,1
12.625,179,674,1
4.429,73,181,1
3.857,15,33,1
20.588,2162,3433,1
3.778,88,196,1
1.875,52,75,1
6.6,178,421,1
0.9,58,62,1
6.556,261,457,1
7.7,361,697,1
15.75,211,578,1
2.571,21,55,1
5.571,40,131,1
59.556,441,1725,1
2.714,46,112,1
6.889,194,485,1
3.6,132,304,1
0.714,9,35,1
22.667,812,1965,1
17.889,396,755,1
8,129,310,1
10.2,80,212,1
1.833,20,47,1
49.429,448,1771,1
3,52,138,1
3,107,252,1
2.143,42,79,1
22.333,275,825,1
3.143,15,62,1
21.417,872,1898,1
2,31,76,1
2,64,122,1
27.231,1749,2750,1
15,101,367,1
59.444,921,3793,1
3.429,45,119,1
1.571,27,71,1
8.3,245,602,1
1.571,29,75,1
5.125,119,309,1
15.333,193,890,1
5.4,172,445,1
0.667,76,96,1
3.9,115,354,1
4.1,139,341,1
2.857,43,119,1
5.5,9,21,1
4.222,72,192,1
1.4,14,23,1
2.9,111,242,1
5.333,55,146,1
1.667,19,51,1
18.778,396,942,1
11.556,264,846,1
5.778,134,305,1
10.231,622,1247,1
22.5,170,596,1
29.929,2188,3535,1
4.333,84,219,1
9.273,324,930,1
2.333,92,162,1
21.556,333,1207,1
39.364,2137,3365,1
19.444,299,894,1
27.429,183,518,1
2.714,44,97,1
3.8,167,341,1
3.227,810,1317,1
1.4,15,34,1
4.571,76,176,1
5.125,96,286,1
5.75,107,326,1
2.5,25,67,1
2,29,77,1
1,31,65,1
9.5,191,432,1
10.25,260,468,1
1.917,115,172,1
3.227,760,1302,1
7.875,219,425,1
1.286,75,165,1
3.75,58,160,1
34,411,1497,1
4,90,249,1
4.9,259,460,1
1.625,38,97,1
5.286,73,200,1
4.7,226,466,1
30.667,300,770,1
0.667,27,32,1
6,136,346,1
5.222,121,312,1
2.857,60,139,1
6.143,73,243,1
8.889,219,603,1
7.4,2214,4395,1
3.6,132,284,1
23.125,392,905,1
17.429,240,535,1
7,35,145,1
1.833,24,55,1
18.818,610,1647,1
6.167,68,180,1
6,243,697,1
0.5,15,23,1
27.667,1602,2626,1
24.636,525,2001,1
56.556,439,1736,1
5.857,98,207,1
3.1,61,202,1
18.286,182,594,1
17.077,1087,1997,1
7.667,213,544,1
16.2,477,1183,1
8.6,50,172,1
16.769,612,2090,1
21.5,287,997,1
19.5,1424,2681,1
22.7,510,2202,1
8.667,245,606,1
1.8,53,157,1
1,56,91,1
1.5,37,77,1
3.286,56,161,1
16.5,426,1147,1
2.8,94,238,1
13.357,693,1248,1
3.5,15,41,1
5.125,139,317,1
0.9,31,80,1
10.222,238,575,1
6.5,135,365,1
4,180,299,1
0.684,53,136,1
22.882,2273,4481,1
22.5,306,1143,1
1.667,24,75,1
1.571,32,75,1
2.4,12,28,1
0.571,15,28,1
7.5,198,773,1
2.6,77,245,1
2.143,19,64,1
5.25,87,254,1
23.923,873,3069,1
1.6,54,142,1
1.778,54,144,1
32.7,1239,2508,1
8,56,157,1
3.167,21,89,1
1.857,33,76,1
3.182,808,1290,1
65,13,65,1
4.556,164,360,1
12.182,422,1145,1
6,77,217,1
1,18,49,1
1.5,38,72,1
2.286,32,107,1
3.429,41,130,1
2.571,39,121,1
10,436,910,1
3.286,53,136,1
3.5,109,252,1
10,211,637,1
1.875,39,100,1
0.75,15,38,1
1,8,8,1
1.333,44,97,1
2.875,62,144,1
3,107,261,1
0.857,9,12,1
1.571,28,56,1
2.7,99,201,1
3.125,81,173,1
9.3,249,729,1
4.875,132,298,1
1,46,46,1
51.556,658,2297,1
6.125,159,291,1
30.429,296,1093,1
0.75,19,39,1
4.429,65,191,1
19,615,1198,1
13.667,401,1091,1
3.8,164,357,1
8.625,172,465,1
0.5,14,21,1
0.556,17,42,1
2,30,94,1
30.714,810,1495,1
12.25,221,677,1
15.556,479,953,1
5.444,117,288,1
4.714,69,196,1
2,75,171,1
5.444,98,303,1
3.778,118,216,1
12.286,147,500,1
2.3,72,205,1
16.727,954,1791,1
4.2,149,362,1
5,119,294,1
9,3573,6053,1
32.5,700,2248,1
5.909,279,627,1
0.667,29,96,1
6.625,140,384,1
5,60,197,1
25.429,301,990,1
2.222,83,180,1
2,52,106,1
1.167,17,35,1
27.583,942,2125,1
16.25,77,164,1
13.5,203,534,1
15.333,336,756,1
31.857,189,823,1
18.143,1341,2022,1
4.625,111,223,1
1.8,108,152,1
1,7,7,1
5.375,153,296,1
7.6,81,188,1
28.444,227,1027,1
2.182,140,192,1
2,11,25,1
21.313,2060,3949,1
6.167,87,168,1
11.444,342,813,1
3.8,147,337,1
5.857,94,222,1
3.833,52,119,1
5.375,112,258,1
2,146,196,1
3.286,53,151,1
1.222,145,203,1
1,15,29,1
8.182,358,800,1
17.462,668,2470,1
4.889,178,348,1
30.636,664,2402,1
2.222,47,100,1
15.9,564,1144,1
34.167,1595,3474,1
4.444,139,320,1
55.571,455,1591,1
16,193,405,1
2.571,45,126,1
0.727,45,75,1
1.125,27,64,1
1.2,13,30,1
4,17,48,1
3.625,89,205,1
5.125,76,173,1
1,13,25,1
26.1,689,1771,1
10.667,520,1132,1
7.077,3696,4241,1
2.8,39,61,1
2,31,81,1
27.556,737,1622,1
0.571,7,24,1
30.667,964,2102,1
29.2,594,1896,1
2.043,341,808,1
5.625,132,282,1
0.5,7,7,1
5.222,171,399,1
34.25,329,1277,1
3.5,58,189,1
8.909,428,839,1
2.429,32,107,1
0.714,7,15,1
11,431,847,1
4,37,111,1
24.5,222,1010,1
2.556,75,172,1
26.875,629,1362,1
2,45,116,1
2.2,61,131,1
3.375,47,184,1
0.139,118,147,1
9.222,277,543,1
2,38,83,1
26.444,359,1316,1
27.778,686,1600,1
2.818,110,283,1
19.2,194,392,1
21.667,197,412,1
8.9,224,441,1
2.364,81,254,1
22.875,271,1112,1
10.286,204,426,1
47,16,47,1
5.818,176,420,1
4.125,99,259,1
5.455,179,561,1
0.714,17,33,1
2.75,70,138,1
17.571,120,580,1
1.714,40,68,1
2.375,28,129,1
26.2,484,1715,1
6,549,812,1
13.6,7358,7872,1
2.429,37,108,1
0.647,61,81,1
5.714,87,263,1
14,549,1081,1
2.125,42,92,1
5.375,73,248,1
1.286,22,56,1
4.429,62,146,1
1.5,41,72,1
18.889,567,1172,1
1.778,30,78,1
3.222,49,131,1
5.8,46,138,1
3,42,125,1
1.667,29,56,1
2.25,58,134,1
7.182,279,620,1
9.308,591,1086,1
10.714,138,373,1
2.857,64,120,1
12.75,173,721,1
10.727,376,1036,1
17,419,1168,1
6.111,126,345,1
10.778,397,820,1
8.5,139,250,1
3.4,145,223,1
26.875,631,1283,1
4.778,186,369,1
2.2,22,51,1
2.375,66,101,1
13.273,383,932,1
9.3,192,738,1
10.556,243,726,1
1.125,28,57,1
3.333,31,117,1
6.667,53,236,1
11.25,149,531,1
3.8,165,339,1
14.125,190,686,1
50.8,813,3189,1
51.1,588,2114,1
8.7,326,665,1
29.714,2234,3594,1
10,267,724,1
6.5,109,208,1
1.3,41,119,1
2.444,59,191,1
17.6,160,341,1
27.933,2170,3309,1
2,55,128,1
26.429,907,3357,1
2.364,85,269,1
11.875,354,687,1
41.417,1657,4478,1
0.889,52,57,1
7.571,33,91,1
8.5,315,984,1
4.833,51,160,1
3.25,77,171,1
9.25,270,525,1
1.5,36,76,1
0.667,16,24,1
6.8,38,103,1
14.444,600,1082,1
1.25,26,73,1
29.778,1122,1675,1
13.1,638,1121,1
15.2,452,1182,1
4.714,89,213,1
141.33,683,709,1
2,48,92,1
4,38,110,1
1.607,464,680,1
4.5,134,255,1
10.036,2502,4339,1
1.5,45,150,1
6,544,765,1
43.833,196,1041,1
4,49,99,1
3.333,130,352,1
0.571,11,28,1
6.714,94,236,1
26.063,2543,4349,1
1.778,80,138,1
9.556,232,524,1
3.889,125,262,1
1.4,14,23,1
24.563,2145,4103,1
1.727,79,188,1
10.3,258,628,1
12.2,333,659,1
0.875,24,56,1
2,122,169,1
4.333,103,329,1
3.125,60,118,1
18.111,386,805,1
7.125,122,364,1
0.444,16,36,1
5.429,69,183,1
4.6,26,115,1
11.222,402,783,1
2.2,71,179,1
4.125,98,179,1
7.75,179,435,1
3,61,132,1
3.556,110,228,1
3.5,152,281,1
2,32,97,1
1.8,15,45,1
66.875,704,2566,1
1,10,13,1
14.667,199,823,1
13.333,169,461,1
4.625,116,223,1
2.333,24,84,1
2.571,34,104,1
2.333,33,76,1
1,35,89,1
5.75,361,769,1
0.625,16,40,1
5.167,49,151,1
16,184,405,1
1,7,18,1
2.5,66,157,1
30,373,988,1
27.438,2696,5084,1
3.25,85,194,1
9.875,237,604,1
20.333,538,1225,1
1.5,37,91,1
2.833,26,76,1
18,371,769,1
1.889,82,140,1
11.286,313,535,1
12.5,237,657,1
16,171,467,1
2.778,85,211,1
8.857,82,328,1
0.714,13,29,1
9.182,442,987,1
10.143,115,376,1
17.727,768,1676,1
2.923,155,473,1
0.727,62,88,1
2.875,44,102,1
7.909,242,634,1
3.556,105,225,1
12.5,196,690,1
23.875,2292,3670,1
5.5,162,416,1
6.917,3604,3905,1
2.875,83,153,1
27.222,353,1338,1
13.1,543,1123,1
10.818,341,1045,1
50.6,758,2980,1
2.286,29,112,1
59.444,757,2861,1
2.286,34,78,1
33.6,549,2094,1
9.25,336,582,1
5.571,90,233,1
1.857,30,84,1
14.111,243,776,1
24.429,192,724,1
0.625,17,40,1
10.222,290,759,1
3.3,113,306,1
3.286,46,109,1
5.75,331,613,1
1,17,49,1
9.286,184,421,1
2.9,84,233,1
1.333,26,45,1
1.667,8,12,1
1.294,120,152,1
9.889,240,448,1
3.857,45,140,1
1.625,65,85,1
11.6,58,216,1
14,317,884,1
26.571,1971,3050,1
9.833,377,1039,1
17.3,155,649,1
17.556,308,761,1
6.545,527,743,1
1.1,54,93,1
1.625,44,103,1
9.333,249,478,1
29.667,315,1242,1
11.429,57,262,1
56.444,840,3224,1
1.9,107,159,1
7.25,205,419,1
0.857,16,42,1
1,8,8,1
3,58,106,1
5.875,83,264,1
6,107,215,1
13.625,95,443,1
1.714,21,44,1
2.667,27,52,1
0.875,18,24,1
7.818,314,764,1
14,174,417,1
1.5,38,93,1
2,77,174,1
1.667,33,112,1
2.875,64,133,1
3.375,51,148,1
4.625,78,200,1
1.143,26,43,1
1.143,15,43,1
54.333,416,1400,1
5.727,230,502,1
5.1,172,394,1
1.286,27,43,1
1.875,56,94,1
3.889,104,263,1
14.583,847,1625,1
9.833,358,1086,1
11.444,355,765,1
0.786,81,109,1
1.571,19,47,1
2,20,72,1
4.25,13,44,1
4.6,37,115,1
5.857,121,287,1
3.333,21,95,1
8.333,131,471,1
2.25,68,144,1
13.143,188,584,1
5.625,107,203,1
18.667,11,84,1
21.4,132,487,1
23.25,593,1208,1
10.778,407,849,1
2.4,36,54,1
8.625,144,485,1
19.214,1271,2353,1
4.5,161,272,1
30,270,1204,1
2.875,70,182,1
5.889,104,282,1
5.625,132,323,1
6.727,217,511,1
4.462,253,452,1
25.313,2476,3863,1
1.571,28,69,1
16.667,320,782,1
1.778,31,110,1
2.556,80,185,1
3.5,7,13,1
22.583,799,1999,1
8,442,575,1
3,47,105,1
1.25,19,74,1
1.353,146,243,1
5.875,100,227,1
8.875,77,218,1
0.889,49,55,1
0.8,8,14,1
1.9,114,170,1
1,57,91,1
5.8,47,130,1
3.342,2238,4199,1
0.8,7,17,1
0.5,13,25,1
0.667,20,49,1
2.375,56,107,1
40.333,417,1738,1
1.571,23,77,1
16.167,137,409,1
6.571,50,189,1
22.091,314,914,1
1.571,35,75,1
7.12,2115,3885,1
2.714,53,130,1
1.333,70,80,1
4.6,146,314,1
2.167,26,66,1
23.6,432,1349,1
4,175,301,1
1.8,53,164,1
2.5,12,26,1
2.75,57,160,1
0.571,7,24,1
23.6,91,293,1
10.375,268,492,1
27.545,502,666,1
1.9,111,155,1
4.857,65,181,1
4.143,73,190,1
5.75,131,352,1
1.5,38,95,1
3,48,107,1
1.286,23,54,1
34,428,1369,1
17.333,62,161,1
59.444,606,2136,1
8.909,342,693,1
2.167,27,66,1
0.375,11,16,1
3.429,39,143,1
2.625,61,130,1
1,13,36,1
3.125,71,156,1
3.5,30,93,1
2.286,34,107,1
2.2,70,171,1
59.222,799,2841,1
2.667,46,101,1
4,59,157,1
12,436,844,1
8.889,240,632,1
1.857,28,89,1
7.8,77,161,1
25.917,727,2914,1
4.8,41,97,1
1.167,12,36,1
6.5,309,631,1
1,31,64,1
38.308,1820,4453,1
2.875,47,184,1
14.4,368,900,1
2,26,65,1
15,93,301,1
9.75,324,1000,1
6,42,210,1
12.111,215,764,1
15.7,366,887,1
2.923,160,462,1
0.75,18,38,1
37.375,446,1643,1
11.429,87,391,1
4.1,133,332,1
12,240,831,1
1.125,29,52,1
1.5,41,87,1
13.833,164,410,1
5.8,174,487,1
5,2670,2800,1
4.875,70,257,1
59.444,793,3063,1
5.111,100,305,1
2.4,33,59,1
59.444,752,3312,1
7.909,305,601,1
8,40,128,1
7.455,213,734,1
5.857,65,225,1
7.714,96,230,1
27.1,522,1878,1
23.143,109,266,1
1.889,80,133,1
2.7,99,224,1
1.833,22,64,1
1,65,106,1
19.667,313,1195,1
5.182,215,425,1
11.333,371,820,1
2.8,31,52,1
11,137,532,1
1.167,15,32,1
25.1,354,1559,1
10.5,7,27,1
3,54,107,1
16.167,135,496,1
5.444,261,440,1
3.7,57,169,1
6.12,977,2338,1
5.583,302,604,1
3.286,72,123,1
0.727,63,88,1
29.286,1382,3400,1
2.556,44,105,1
8.6,98,215,1
7.12,2181,3988,1
0.818,46,68,1
2.5,63,151,1
9.222,249,554,1
4.375,119,236,1
4.75,124,293,1
1.143,16,41,1
9.8,371,818,1
3.333,38,118,1
7.667,87,207,1
3.182,129,225,1
4.1,109,221,1
1.2,13,30,1
16.444,264,1025,1
4.25,103,264,1
2.2,130,188,1
1.9,116,166,1
1.4,24,35,1
0.9,32,84,1
12.75,329,758,1
1.333,46,108,1
0.5,15,23,1
2.429,54,103,1
3.125,62,134,1
16,125,459,1
28.875,389,1003,1
14.5,389,1083,1
3.857,49,130,1
1.182,60,140,1
1.1,52,110,1
3.125,73,146,1
42.875,354,1661,1
34.25,95,341,1
4.25,114,213,1
2,31,83,1
5.25,142,329,1
3.667,26,132,1
5.714,52,211,1
1.5,43,85,1
1.95,181,456,1
2.167,23,78,1
1.571,11,43,1
7.778,273,536,1
24.636,483,1616,1
6.7,201,499,1
1.5,40,89,1
20.222,619,1292,1
29.571,361,1117,1
13.667,383,819,1
2,49,95,1
35,7,35,1
16,158,519,1
4.143,62,170,1
2.333,39,147,1
15.375,396,738,1
3.778,112,259,1
36.222,501,1882,1
32.571,245,875,1
2.8,105,184,1
7.75,2256,4413,1
5.857,99,223,1
1.2,11,23,1
1.857,71,90,1
2.25,69,142,1
3.222,61,185,1
3,74,186,1
1.6,22,38,1
6.286,52,140,1
4.222,127,299,1
4.714,84,174,1
20.25,564,1213,1
21.5,1084,2378,1
4.444,124,246,1
66.875,731,2984,1
3.519,9981,15523,1
5.625,177,260,1
9,254,676,1
3.375,47,179,1
21.2,508,1293,1
3,110,235,1
7.9,304,695,1
4,114,261,1
25.643,1848,3093,1
2.571,33,110,1
27.778,781,1659,1
5.714,65,198,1
1.571,32,74,1
2.111,38,115,1
1.5,47,117,1
33,744,2545,1
6.235,1671,1802,1
3.36,930,1722,1
0.875,26,56,1
2.25,58,144,1
2,33,77,1
29.667,393,1754,1
27.9,1052,1916,1
4.75,122,227,1
39.778,1240,2782,1
8.4,299,713,1
12.111,215,759,1
7.2,38,142,1
200,26,200,1
5.556,223,431,1
10.789,3957,9403,1
4,118,272,1
4.1,146,392,1
0.857,20,37,1
3.6,262,558,1
24.636,591,1872,1
2.857,36,123,1
27.1,524,2084,1
24.111,329,1339,1
17.867,1661,2940,1
32,253,1153,1
18,834,1683,1
15,188,518,1
49.429,404,1712,1
0.286,9,13,1
9,242,710,1
2.636,95,240,1
5.167,56,157,1
5.917,535,743,1
14.1,333,910,1
2,33,97,1
6.429,80,256,1
4.875,113,275,1
13.214,657,1687,1
1.5,40,77,1
30.222,659,1704,1
28.5,499,1703,1
4.5,123,288,1
49.75,887,2113,1
8.154,422,948,1
13.857,133,313,1
9.333,189,722,1
0.857,12,36,1
1,15,36,1
3,7,11,1
4.778,116,276,1
22.875,421,972,1
18.84,5290,10437,1
0.571,11,19,1
40,16,40,1
19.111,258,1050,1
9.111,182,690,1
39.875,445,1765,1
22.818,979,2052,1
1.571,22,70,1
27.1,540,1942,1
17.9,358,1356,1
25.625,2497,3731,1
1.75,43,89,1
50.9,492,1974,1
1.875,57,119,1
2.8,32,70,1
5.75,275,518,1
54.444,297,1425,1
0.875,22,53,1
2,50,146,1
4.727,150,491,1
13.667,432,1103,1
21.429,187,813,1
12.5,160,438,1
7.714,188,321,1
3.5,147,289,1
12.111,238,832,1
5.444,135,341,1
3.25,72,189,1
2,26,81,1
4.111,111,218,1
17.222,511,1008,1
12.6,575,1113,1
8.4,234,753,1
1,13,22,1
2.625,81,139,1
16.571,213,640,1
19.76,5707,11482,1
9.125,137,469,1
7,7,7,1
7.111,283,567,1
32.625,455,1615,1
2,21,56,1
30.714,824,1500,1
32.875,325,1156,1
3.222,75,195,1
3.25,82,208,1
13.444,434,918,1
0.875,20,54,1
4.9,96,368,1
1.5,39,88,1
3,42,126,1
13,213,621,1
0.75,24,41,1
0.571,14,28,1
3.667,43,132,1
40.6,243,872,1
10.375,261,465,1
42,17,42,1
18.125,181,897,1
45,9,45,1
7.111,172,559,1
0.778,18,49,1
1.143,18,44,1
5.857,92,208,1
3,43,119,1
26.25,299,811,1
3.1,88,259,1
4.818,145,428,1
2.5,84,150,1
0.333,8,12,1
3,39,109,1
0.778,22,43,1
4,53,204,1
8.625,229,543,1
5.1,156,436,1
5.556,99,311,1
3,78,157,1
1.571,32,63,1
8,129,443,1
56.444,861,2731,1
10.44,5785,6164,1
0.647,78,121,1
1.714,19,66,1
1.5,41,142,1
16.667,207,477,1
5.4,55,110,1
6.833,55,209,1
46.455,956,3023,1
41.667,1584,3568,1
3.778,116,294,1
7,284,784,1
5.3,162,471,1
3.125,76,159,1
3.75,104,240,1
2,35,68,1
7.111,174,530,1
8.8,226,588,1
12,7,12,1
22.5,286,1043,1
5.75,144,350,1
2.333,23,75,1
4.125,91,234,1
2.8,82,224,1
13,114,520,1
20.111,588,1205,1
1.9,62,146,1
2.3,83,178,1
2.2,20,55,1
2.333,67,166,1
1.2,12,26,1
28.5,2142,3315,1
33.889,525,2003,1
14.625,162,601,1
1.875,60,120,1
2.167,24,78,1
1.333,48,108,1
42.5,499,2002,1
2.6,16,54,1
9.5,7,30,1
2.556,46,169,1
12,365,792,1
11.2,34,132,1
14.167,122,370,1
3,84,237,1
1.857,24,59,1
5.25,91,273,1
7.75,2296,4410,1
2.9,88,212,1
3.778,126,276,1
1.571,23,77,1
4.4,154,421,1
8.625,88,426,1
9.111,283,473,1
3.222,80,169,1
2.5,73,160,1
3.75,71,207,1
30.222,336,1303,1
6.625,147,325,1
3.2,107,255,1
3.273,112,313,1
24.727,835,2039,1
11.5,264,672,1
1,52,53,1
1.8,55,111,1
5.375,135,319,1
15.4,485,984,1
12.875,6828,7295,1
4,128,218,1
31.7,392,1535,1
27.917,1606,2722,1
5.778,168,387,1
6.4,305,585,1
59.333,784,3043,1
34.143,268,797,1
3.2,108,261,1
4.333,129,256,1
6.222,99,311,1
4,164,295,1
4,86,202,1
1.5,41,92,1
15.188,1530,2756,1
9.875,200,616,1
4,183,306,1
2.833,46,76,1
6.857,100,206,1
1.909,108,166,1
3.571,53,124,1
17.286,258,572,1
5.429,90,194,1
2.286,52,99,1
3.556,301,812,1
6.375,151,303,1
21.308,1054,2292,1
49.429,386,1813,1
4.1,124,283,1
3.167,38,106,1
16.636,969,1503,1
1.5,37,86,1
7.2,73,173,1
9.182,367,815,1
1.4,21,31,1
0.778,22,38,1
13.111,395,869,1
7.9,256,530,1
18.636,837,1616,1
2.625,70,161,1
2,68,162,1
3.7,122,332,1
2.875,67,178,1
1.294,159,286,1
1.25,28,80,1
2.75,75,176,1
0.556,11,28,1
24.636,502,1784,1
4.286,74,166,1
1.778,47,114,1
4.2,31,77,1
1.5,42,89,1
5,74,230,1
3.045,326,1354,1
43,1508,3318,1
0.727,22,88,1
0.8,9,16,1
2.625,60,153,1
51,832,2763,1
2.714,44,102,1
13.444,351,845,1
6,190,397,1
3.25,50,117,1
10.333,21,72,1
7.563,767,1182,1
2.286,27,71,1
2.6,26,65,1
1.571,23,50,1
2.167,28,69,1
7.889,249,491,1
9.091,296,842,1
1.8,20,43,1
2,84,129,1
49,512,1854,1
2.286,28,59,1
4,94,176,1
6.455,520,732,1
14.042,7647,8088,1
4.25,97,204,1
13,441,997,1
5,131,319,1
9.091,502,970,1
3.6,34,86,1
3.3,106,281,1
1.75,45,112,1
9.429,79,417,1
32.429,345,809,1
13.667,135,455,1
51.1,684,2846,1
5.222,130,369,1
1.8,84,140,1
4.5,77,131,1
28.357,1902,2979,1
1.9,64,173,1
3,87,208,1
0.667,15,19,1
3.8,37,85,1
11.667,223,547,1
0.727,48,88,1
9.111,273,682,1
1.857,26,90,1
1.286,21,31,1
13.375,311,628,1
8.182,465,711,1
7.875,162,481,1
30.111,712,1774,1
5,154,316,1
5.917,518,735,1
9.583,353,790,1
2.889,90,199,1
22,2196,4157,1
0.583,47,84,1
26,259,790,1
2,80,121,1
20.778,707,1323,1
1.273,68,151,1
1,11,20,1
54.222,326,1508,1
4.8,150,365,1
4,480,1161,1
2.25,57,127,1
0.9,62,71,1
3.1,98,233,1
4,42,112,1
2.429,40,104,1
22,13,22,1
12,274,639,1
7.8,66,172,1
1.333,8,8,1
0.818,46,81,1
5.4,82,134,1
3.75,82,215,1
2.167,27,45,1
5.333,18,45,1
6.3,185,564,1
0.95,188,271,1
1.143,20,50,1
1.444,62,103,1
2.111,106,143,1
2.333,27,74,1
1.571,24,65,1
9,114,424,1
1.143,14,43,1
1.143,21,54,1
6,69,168,1
21.286,862,2962,1
22.286,517,1082,1
2.1,76,172,1
9.091,520,970,1
3.4,103,277,1
2.571,36,79,1
13.444,388,890,1
2.429,31,113,1
1.5,38,89,1
2.167,23,68,1
5.857,88,232,1
1,17,31,1
56.444,748,3154,1
3.556,78,171,1
1.5,19,47,1
30.636,650,2361,1
25.6,928,1959,1
7.333,70,214,1
1,50,53,1
2.714,33,83,1
11.222,233,625,1
3,38,123,1
60,13,60,1
7.8,64,145,1
1.889,93,131,1
4,103,230,1
4.667,170,342,1
30.769,1891,3168,1
2.111,50,130,1
4.4,138,274,1
1.429,23,57,1
1.9,115,155,1
1,7,7,1
8.875,187,441,1
1.571,27,74,1
4.125,2168,2282,1
2.5,80,162,1
1.083,61,153,1
10,449,874,1
8.125,157,472,1
1.833,146,222,1
23.727,707,1833,1
6.429,120,243,1
30,370,1220,1
3.25,55,129,1
3.167,35,103,1
4.429,60,171,1
1,51,65,1
3.7,131,262,1
14.25,106,372,1
2.857,35,92,1
13.222,452,1033,1
16.818,991,1796,1
8.143,128,380,1
9.111,243,643,1
2.571,52,120,1
16.444,195,743,1
4.667,49,147,1
38.625,459,1593,1
11.111,248,762,1
1.571,27,67,1
1,56,69,1
7.875,168,370,1
0.667,16,24,1
63.5,372,1599,1
31.556,350,1165,1
7,7,7,1
0.4,8,8,1
30,924,3727,1
1,30,54,1
9.182,281,856,1
31.222,687,2164,1
9,140,437,1
5.333,98,284,1
3.714,55,157,1
3.4,121,273,1
22.5,534,1198,1
18.5,216,740,1
1.818,124,200,1
1.5,39,85,1
26.1,701,1860,1
3.667,138,405,1
6,551,793,1
1.8,70,147,1
20.667,268,1363,1
5.444,117,328,1
1.412,147,289,1
2,34,98,1
1,9,14,1
29.286,156,822,1
1.2,10,29,1
4.455,185,359,1
4.667,171,356,1
3,48,107,1
11.182,338,695,1
1.167,21,42,1
1.5,40,90,1
2.571,46,120,1
2.308,139,253,1
7.583,307,644,1
1.8,94,139,1
5,124,243,1
2.571,30,90,1
1.9,63,132,1
17.667,82,531,1
1.6,99,154,1
3.111,63,194,1
24.333,215,1060,1
2,67,142,1
1.833,23,66,1
8.8,53,174,1
39.8,1361,2965,1
56.778,1035,3670,1
34.364,1371,2846,1
14.182,385,1219,1
16.875,142,725,1
27.545,611,892,1
5.222,118,327,1
9.833,84,312,1
9.222,281,513,1
2.286,27,71,1
23.25,116,284,1
6.857,98,270,1
8.1,226,656,1
16,178,371,1
0.455,36,40,1
22.5,7,85,1
8,89,236,1
8.625,202,495,1
4,164,292,1
5.5,38,86,1
3.7,219,267,1
16.667,384,1020,1
7.9,242,646,1
27.2,573,2101,1
4.6,128,268,1
27.25,252,1001,1
1.857,61,81,1
8.333,98,233,1
34.5,12,70,1
66.5,816,3066,1
