@relation page-blocks

@attribute Height numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
6,0.275,1
7,0.377,1
9,0.565,1
8,0.215,1
4,0.438,1
7,0.265,1
7,0.267,1
8,0.375,1
7,0.34,1
6,0.264,1
8,0.419,1
9,0.466,1
8,0.192,1
10,0.491,1
10,0.42,1
8,0.411,1
12,0.417,1
6,0.295,1
11,0.26,1
11,0.5,1
8,0.225,1
8,0.359,1
12,0.576,1
7,0.265,1
8,0.437,1
7,0.154,1
7,0.316,1
6,0.238,1
8,0.265,1
10,0.28,1
10,0.354,1
10,0.6,1
14,0.344,1
9,0.141,1
10,0.439,1
7,0.229,1
9,0.209,1
1,0.34,1
8,0.111,1
9,0.344,1
14,0.742,1
8,0.232,1
14,0.378,1
9,0.259,1
5,0.09,1
8,0.5,1
11,0.189,1
5,0.342,1
23,0.942,1
9,0.195,1
12,0.294,1
10,0.39,1
9,0.378,1
8,0.347,1
10,0.273,1
14,0.727,1
8,0.325,1
7,0.254,1
6,0.563,1
8,0.392,1
7,0.348,1
17,0.36,1
9,0.178,1
11,0.257,1
10,0.423,1
8,0.417,1
7,0.258,1
10,0.333,1
7,0.264,1
6,0.491,1
28,0.459,1
6,0.296,1
7,0.416,1
9,0.212,1
13,0.216,1
12,0.265,1
6,0.397,1
9,0.309,1
4,0.417,1
8,0.408,1
11,0.253,1
11,0.385,1
8,0.359,1
10,0.34,1
8,0.26,1
7,0.243,1
8,0.427,1
16,0.401,1
8,0.446,1
7,0.245,1
9,0.123,1
8,0.456,1
8,0.154,1
11,0.247,1
8,0.492,1
8,0.438,1
9,0.374,1
8,0.378,1
7,0.2,1
7,0.27,1
7,0.346,1
5,0.267,1
8,0.387,1
10,0.158,1
11,0.379,1
10,0.571,1
9,0.36,1
10,0.334,1
9,0.407,1
9,0.111,1
8,0.435,1
9,0.32,1
7,0.262,1
1,0.173,1
7,0.349,1
7,0.33,1
13,0.33,1
8,0.342,1
8,0.203,1
15,0.398,1
12,0.257,1
12,0.339,1
7,0.163,1
9,0.272,1
14,0.661,1
7,0.164,1
13,0.253,1
9,0.229,1
5,0.429,1
6,0.209,1
8,0.342,1
9,0.158,1
6,0.255,1
8,0.484,1
6,0.359,1
7,0.318,1
10,0.611,1
9,0.23,1
10,0.206,1
14,0.389,1
8,0.34,1
9,0.605,1
6,0.321,1
9,0.229,1
9,0.256,1
7,0.403,1
10,0.145,1
9,0.378,1
8,0.323,1
8,0.413,1
7,0.339,1
5,0.45,1
9,0.338,1
9,0.244,1
8,0.265,1
23,0.126,1
26,0.453,1
11,0.365,1
10,0.342,1
5,0.2,1
7,0.302,1
11,0.271,1
8,0.334,1
5,0.395,1
8,0.259,1
10,0.291,1
9,0.333,1
9,0.097,1
9,0.537,1
7,0.281,1
7,0.312,1
9,0.136,1
8,0.383,1
24,0.211,1
10,0.52,1
7,0.33,1
9,0.279,1
7,0.333,1
25,0.472,1
36,0.318,1
8,0.236,1
5,0.586,1
7,0.314,1
8,0.191,1
9,0.213,1
12,0.509,1
7,0.364,1
4,0.573,1
8,0.423,1
6,0.307,1
7,0.566,1
7,0.273,1
8,0.36,1
7,0.365,1
10,0.29,1
9,0.33,1
16,0.363,1
9,0.292,1
14,0.355,1
8,0.475,1
9,0.24,1
13,0.277,1
11,0.332,1
9,0.228,1
8,0.346,1
11,0.378,1
25,0.485,1
1,1,1
7,0.429,1
9,0.272,1
9,0.323,1
6,0.377,1
12,0.245,1
10,0.568,1
9,0.346,1
9,0.27,1
13,0.402,1
9,0.623,1
8,0.285,1
7,0.37,1
9,0.611,1
6,0.352,1
9,0.168,1
8,0.521,1
12,0.259,1
10,0.35,1
11,0.597,1
8,0.485,1
5,0.8,1
11,0.38,1
9,0.329,1
9,0.307,1
8,0.235,1
9,0.25,1
7,0.273,1
11,0.259,1
9,0.21,1
9,0.233,1
11,0.262,1
9,0.166,1
11,0.171,1
9,0.394,1
11,0.404,1
8,0.198,1
2,0.324,1
9,0.444,1
9,0.442,1
5,0.375,1
9,0.099,1
10,0.318,1
8,0.375,1
7,0.281,1
9,0.361,1
7,0.223,1
11,0.297,1
7,0.242,1
12,0.26,1
12,0.246,1
9,0.168,1
9,0.361,1
9,0.309,1
8,0.354,1
9,0.301,1
10,0.343,1
8,0.149,1
10,0.31,1
10,0.367,1
8,0.268,1
9,0.261,1
11,0.337,1
3,0.75,1
10,0.206,1
5,0.492,1
7,0.235,1
11,0.364,1
16,0.41,1
24,0.911,1
7,0.408,1
10,0.161,1
7,0.232,1
8,0.189,1
9,0.263,1
9,0.507,1
6,0.282,1
10,0.185,1
10,0.426,1
7,0.206,1
7,0.286,1
12,0.51,1
6,0.303,1
9,0.235,1
8,0.269,1
16,0.411,1
6,0.128,1
7,0.267,1
10,0.324,1
7,0.143,1
6,0.266,1
11,0.25,1
9,0.389,1
13,0.359,1
9,0.21,1
8,0.385,1
10,0.375,1
9,0.322,1
9,0.55,1
9,0.353,1
12,0.576,1
8,0.242,1
10,0.421,1
7,0.337,1
13,0.312,1
9,0.414,1
8,0.517,1
7,0.365,1
8,0.396,1
11,0.42,1
8,0.383,1
6,0.368,1
1,0.325,1
11,0.413,1
6,0.359,1
7,0.136,1
7,0.271,1
7,0.41,1
10,0.296,1
8,0.245,1
8,0.199,1
7,0.643,1
9,0.187,1
8,0.276,1
10,0.311,1
7,0.3,1
9,0.203,1
9,0.386,1
8,0.234,1
6,0.273,1
5,0.467,1
9,0.285,1
24,0.505,1
7,0.244,1
8,0.531,1
10,0.388,1
7,0.318,1
8,0.429,1
7,0.791,1
7,0.259,1
10,0.376,1
9,0.399,1
9,0.491,1
8,0.278,1
12,0.328,1
3,0.833,1
7,0.167,1
11,0.344,1
10,0.467,1
9,0.371,1
8,0.587,1
8,0.367,1
11,0.343,1
8,0.144,1
9,0.239,1
7,0.232,1
10,0.26,1
25,0.479,1
9,0.354,1
10,0.298,1
12,0.302,1
7,0.173,1
6,0.394,1
7,0.33,1
9,0.208,1
9,0.343,1
9,0.173,1
13,0.281,1
11,0.277,1
9,0.23,1
8,0.397,1
8,0.118,1
9,0.184,1
7,0.333,1
10,0.326,1
13,0.285,1
8,0.394,1
7,0.163,1
10,0.361,1
5,0.267,1
11,0.394,1
10,0.208,1
8,0.455,1
5,0.355,1
10,0.236,1
8,0.393,1
9,0.08,1
7,0.321,1
7,0.247,1
5,0.6,1
10,0.393,1
8,0.221,1
11,0.384,1
7,0.301,1
1,0.163,1
8,0.228,1
10,0.306,1
12,0.442,1
9,0.552,1
10,0.193,1
10,0.297,1
8,0.319,1
8,0.415,1
7,0.32,1
9,0.404,1
9,0.592,1
10,0.427,1
10,0.163,1
6,0.241,1
14,0.355,1
10,0.267,1
10,0.317,1
10,0.52,1
7,0.357,1
7,0.386,1
7,0.306,1
5,0.141,1
8,0.216,1
8,0.306,1
9,0.285,1
11,0.33,1
8,0.308,1
8,0.36,1
8,0.406,1
9,0.377,1
12,0.282,1
8,0.388,1
59,0.659,1
6,0.333,1
9,0.464,1
8,0.25,1
7,0.393,1
8,0.542,1
7,0.055,1
9,0.331,1
24,0.921,1
8,0.365,1
7,0.438,1
9,0.278,1
8,0.227,1
10,0.163,1
7,0.406,1
2,0.237,1
6,0.31,1
8,0.355,1
9,0.362,1
8,0.412,1
9,0.14,1
10,0.284,1
8,0.442,1
11,0.515,1
11,0.408,1
10,0.244,1
11,0.411,1
9,0.497,1
11,0.286,1
6,0.276,1
9,0.308,1
10,0.572,1
25,0.478,1
7,0.261,1
8,0.4,1
6,0.322,1
7,0.323,1
24,0.905,1
8,0.36,1
13,0.392,1
7,0.321,1
34,0.105,1
6,0.42,1
8,0.361,1
5,0.364,1
9,0.289,1
7,0.276,1
5,0.44,1
10,0.26,1
6,0.466,1
8,0.415,1
8,0.31,1
8,0.396,1
8,0.361,1
10,0.315,1
5,0.25,1
10,0.36,1
9,0.236,1
7,0.234,1
9,0.261,1
11,0.332,1
9,0.218,1
8,0.223,1
10,0.187,1
10,0.324,1
6,0.365,1
1,0.438,1
8,0.469,1
8,0.216,1
7,0.33,1
11,0.354,1
7,0.351,1
8,0.417,1
8,0.183,1
8,0.366,1
10,0.247,1
9,0.268,1
38,0.254,1
9,0.333,1
9,0.292,1
6,0.234,1
7,0.247,1
7,0.302,1
11,0.32,1
10,0.183,1
7,0.286,1
8,0.299,1
8,0.518,1
10,0.445,1
12,0.231,1
5,0.364,1
9,0.407,1
9,0.338,1
7,0.307,1
10,0.6,1
8,0.375,1
10,0.391,1
33,0.219,1
9,0.318,1
5,0.316,1
7,0.286,1
23,0.507,1
6,0.352,1
8,0.356,1
2,0.194,1
7,0.229,1
14,0.27,1
8,0.138,1
10,0.315,1
13,0.231,1
12,0.357,1
7,0.319,1
10,0.454,1
9,0.352,1
6,0.226,1
10,0.179,1
6,0.286,1
10,0.15,1
5,0.4,1
7,0.101,1
7,0.213,1
9,0.332,1
9,0.164,1
8,0.35,1
10,0.338,1
8,0.395,1
6,0.5,1
9,0.219,1
38,0.304,1
7,0.337,1
7,0.209,1
11,0.58,1
10,0.424,1
7,0.227,1
8,0.34,1
6,0.345,1
22,0.28,1
1,0.193,1
8,0.343,1
9,0.177,1
14,0.37,1
9,0.294,1
8,0.354,1
6,0.278,1
11,0.382,1
10,0.274,1
10,0.436,1
9,0.363,1
8,0.336,1
3,0.296,1
7,0.5,1
8,0.173,1
6,0.303,1
8,0.381,1
7,0.282,1
8,0.438,1
6,0.393,1
7,0.464,1
7,0.155,1
10,0.29,1
9,0.361,1
10,0.246,1
10,0.583,1
7,0.268,1
7,0.275,1
9,0.62,1
14,0.363,1
5,0.4,1
5,0.329,1
7,0.388,1
25,0.268,1
11,0.33,1
7,0.339,1
8,0.394,1
14,0.383,1
5,0.507,1
8,0.529,1
15,0.524,1
11,0.693,1
7,0.308,1
8,0.367,1
8,0.417,1
16,0.4,1
7,0.5,1
14,0.359,1
7,0.294,1
9,0.47,1
10,0.339,1
8,0.475,1
8,0.461,1
13,0.432,1
9,0.168,1
14,0.379,1
11,0.251,1
12,0.22,1
8,0.427,1
7,0.189,1
9,0.385,1
9,0.577,1
9,0.218,1
8,0.351,1
8,0.438,1
9,0.246,1
6,0.213,1
9,0.217,1
8,0.426,1
9,0.22,1
10,0.425,1
7,0.226,1
6,0.286,1
7,0.352,1
6,0.3,1
10,0.293,1
8,0.279,1
9,0.273,1
8,0.33,1
9,0.238,1
8,0.51,1
11,0.17,1
9,0.308,1
8,0.363,1
7,0.298,1
13,0.302,1
8,0.683,1
25,0.456,1
8,0.615,1
13,0.188,1
9,0.349,1
9,0.426,1
8,0.458,1
8,0.42,1
10,0.312,1
7,0.347,1
8,0.406,1
12,0.407,1
9,0.137,1
8,0.396,1
10,0.081,1
9,0.286,1
31,0.689,1
38,0.476,1
10,0.267,1
5,0.388,1
6,0.278,1
7,0.184,1
10,0.365,1
10,0.425,1
7,0.327,1
7,0.205,1
8,0.144,1
8,0.375,1
7,0.351,1
10,0.202,1
7,0.407,1
25,0.887,1
6,0.24,1
10,0.268,1
10,0.423,1
10,0.441,1
11,0.242,1
9,0.3,1
9,0.217,1
13,0.286,1
9,0.412,1
7,0.36,1
13,0.409,1
10,0.188,1
11,0.294,1
8,0.464,1
7,0.181,1
11,0.356,1
8,0.347,1
8,0.35,1
11,0.358,1
7,0.319,1
17,0.927,1
8,0.363,1
6,0.293,1
10,0.319,1
67,0.088,1
1,0.593,1
7,0.447,1
9,0.586,1
6,0.256,1
11,0.187,1
6,0.411,1
7,0.245,1
10,0.184,1
7,0.271,1
6,0.136,1
7,0.317,1
1,0.583,1
5,0.351,1
10,0.269,1
9,0.25,1
8,0.411,1
10,0.173,1
14,0.372,1
3,0.511,1
9,0.63,1
8,0.43,1
6,0.286,1
8,0.446,1
8,1,1
10,0.592,1
11,0.335,1
7,0.429,1
9,0.407,1
9,0.323,1
7,0.219,1
10,0.303,1
7,0.339,1
9,0.189,1
9,0.321,1
9,0.177,1
6,0.375,1
7,0.535,1
7,0.571,1
7,0.285,1
11,0.381,1
8,0.371,1
10,0.392,1
10,0.333,1
10,0.375,1
10,0.286,1
7,0.327,1
11,0.218,1
7,0.229,1
14,0.526,1
9,0.149,1
19,0.215,1
7,0.186,1
6,0.308,1
8,0.199,1
6,0.267,1
6,0.486,1
8,0.479,1
9,0.38,1
5,0.477,1
9,0.312,1
12,0.608,1
6,0.319,1
7,0.354,1
5,0.433,1
16,0.413,1
7,0.2,1
7,0.295,1
11,0.223,1
7,0.329,1
14,0.361,1
8,0.424,1
7,0.259,1
7,0.296,1
9,0.461,1
9,0.519,1
7,0.283,1
9,0.248,1
9,0.237,1
11,0.331,1
11,0.27,1
1,1,1
8,0.469,1
8,0.32,1
8,0.379,1
10,0.305,1
5,0.368,1
6,0.287,1
9,0.299,1
8,0.264,1
9,0.159,1
6,0.417,1
9,0.334,1
11,0.286,1
12,0.255,1
14,0.38,1
9,0.284,1
10,0.347,1
9,0.432,1
9,0.368,1
8,0.174,1
8,0.369,1
7,0.25,1
12,0.313,1
7,0.254,1
10,0.193,1
6,0.423,1
10,0.281,1
8,0.196,1
8,0.456,1
7,0.364,1
7,0.363,1
7,0.331,1
9,0.424,1
13,0.356,1
7,0.278,1
8,0.281,1
11,0.46,1
10,0.3,1
9,0.407,1
6,0.326,1
7,0.226,1
11,0.27,1
9,0.433,1
11,0.487,1
6,0.21,1
8,0.385,1
11,0.257,1
9,0.215,1
5,0.407,1
8,0.209,1
5,0.4,1
8,0.411,1
12,0.223,1
8,0.344,1
10,0.267,1
5,0.35,1
11,0.329,1
8,0.186,1
8,0.314,1
7,0.257,1
6,0.184,1
9,0.318,1
7,0.303,1
10,0.294,1
10,0.337,1
5,0.383,1
10,0.656,1
82,0.296,1
3,0.065,1
7,0.214,1
9,0.371,1
7,0.178,1
8,0.339,1
12,0.58,1
9,0.362,1
13,0.376,1
6,0.476,1
6,0.272,1
8,0.313,1
9,0.257,1
10,0.333,1
10,0.332,1
11,0.264,1
10,0.287,1
10,0.264,1
10,0.277,1
9,0.3,1
6,0.495,1
7,0.241,1
8,0.375,1
9,0.396,1
10,0.35,1
6,0.323,1
9,0.336,1
7,0.28,1
7,0.373,1
8,0.285,1
9,0.213,1
11,0.343,1
9,0.467,1
8,0.288,1
8,0.31,1
8,0.213,1
10,0.36,1
7,0.548,1
6,0.238,1
5,0.315,1
7,0.318,1
7,0.39,1
11,0.413,1
8,0.339,1
10,0.377,1
9,0.19,1
8,0.402,1
11,0.117,1
5,0.505,1
11,0.28,1
7,0.661,1
6,0.327,1
11,0.238,1
10,0.162,1
11,0.295,1
1,0.2,1
10,0.296,1
6,0.551,1
8,0.21,1
9,0.375,1
9,0.343,1
7,0.226,1
15,0.406,1
9,0.406,1
10,0.407,1
8,0.433,1
10,0.25,1
24,0.905,1
9,0.272,1
10,0.5,1
8,0.375,1
9,0.275,1
12,0.338,1
8,0.308,1
11,0.332,1
8,0.295,1
8,0.37,1
9,0.288,1
11,0.395,1
1,1,2
1,0.75,2
1,0.75,2
3,0.41,2
1,1,2
1,0.939,2
2,0.25,2
1,0.897,2
1,0.424,2
2,0.341,2
1,0.945,2
1,0.412,2
11,0.092,2
2,0.705,2
1,0.471,2
9,0.103,2
1,0.889,2
1,0.727,2
1,1,2
1,0.933,2
2,0.46,2
6,0.246,2
1,0.952,2
1,0.583,2
1,0.943,2
2,0.538,2
1,0.259,2
1,0.971,2
1,0.722,2
5,0.547,2
19,0.523,2
1,0.984,2
1,1,2
1,0.667,2
6,0.202,2
1,0.667,2
1,1,2
1,0.961,2
1,0.944,2
3,0.345,2
2,0.464,2
1,0.586,2
1,0.98,2
1,0.306,2
1,0.564,2
1,1,2
2,0.667,2
3,0.326,2
1,1,2
1,0.907,2
1,1,2
1,0.719,2
3,0.318,2
1,0.579,2
1,1,2
1,0.616,2
12,0.11,2
2,0.48,2
1,0.963,2
1,0.923,2
1,0.469,2
1,0.778,2
1,0.765,2
3,0.341,2
1,0.828,2
3,0.406,2
1,0.909,2
1,0.571,2
1,0.41,2
2,0.506,2
1,0.962,2
2,0.498,2
1,0.55,2
3,0.329,2
2,0.516,2
1,0.403,2
1,1,2
2,0.504,2
2,0.587,2
1,0.93,2
1,1,2
6,0.115,2
2,0.485,2
3,0.37,2
1,0.789,2
1,1,2
5,0.78,2
1,0.756,2
24,0.846,2
6,0.238,2
1,1,2
1,0.92,2
1,0.692,2
1,1,2
1,0.875,2
2,0.505,2
1,1,2
2,0.775,2
1,0.31,2
1,0.19,2
2,0.54,2
3,0.352,2
1,0.244,2
2,0.439,2
1,1,2
3,0.357,2
2,0.43,2
2,0.537,2
1,0.57,2
1,0.846,2
1,0.875,2
1,0.993,2
1,1,2
11,0.816,2
1,1,2
2,0.806,2
1,1,2
1,0.587,2
1,0.845,2
1,0.471,2
1,0.994,2
2,0.568,2
1,1,2
1,0.869,2
2,0.452,2
2,0.537,2
1,0.78,2
2,0.538,2
4,0.426,2
1,0.632,2
1,0.977,2
2,0.594,2
1,0.783,2
2,0.354,2
1,0.867,2
1,0.643,2
2,0.36,2
1,0.456,2
8,0.872,2
3,0.488,2
2,0.46,2
1,1,2
2,0.556,2
1,1,2
1,0.963,2
2,0.623,2
4,0.276,2
1,0.353,2
4,0.611,2
2,0.556,2
1,0.998,2
2,0.725,2
3,0.258,2
1,0.464,2
1,1,2
1,0.5,2
2,0.5,2
3,0.339,2
1,1,2
1,1,2
1,0.974,2
4,0.542,2
1,0.407,2
1,0.727,2
1,1,2
3,0.71,2
1,0.983,2
2,0.566,2
1,0.901,2
1,0.829,2
1,0.927,2
1,0.788,2
2,0.564,2
3,0.364,2
2,0.51,2
1,0.434,2
1,0.583,2
1,0.857,2
2,0.616,2
3,0.305,2
2,0.545,2
2,0.75,2
1,0.737,2
1,0.841,2
3,0.364,2
3,0.385,2
1,1,2
2,0.637,2
4,0.778,2
7,0.177,2
1,0.646,2
1,0.985,2
1,0.972,2
1,0.308,2
1,1,2
1,0.993,2
1,0.646,2
1,0.946,2
1,0.5,2
1,0.826,2
1,0.867,2
1,0.941,2
2,0.55,2
1,0.975,2
1,0.967,2
5,0.2,2
3,0.296,2
1,0.963,2
2,0.511,2
1,0.949,2
1,0.533,2
1,0.917,2
5,0.374,2
28,0.057,2
2,0.507,2
2,0.528,2
1,0.564,2
3,0.411,2
1,1,2
25,0.065,2
2,0.253,2
2,0.648,2
1,0.608,2
1,0.929,2
1,0.686,2
2,0.477,2
1,0.643,2
2,0.538,2
3,0.96,2
1,0.521,2
1,0.875,2
1,0.944,2
1,1,2
18,0.847,2
1,0.692,2
1,0.733,2
6,0.192,2
1,0.9,2
2,0.505,2
1,0.4,2
1,0.25,2
2,0.588,2
2,0.722,2
1,0.532,2
3,0.353,2
2,0.531,2
10,0.797,2
2,0.523,2
1,0.938,2
1,1,2
1,0.765,2
1,1,2
2,0.231,2
1,0.348,2
2,0.621,2
21,0.738,2
2,0.675,2
5,0.759,2
8,0.398,2
2,0.667,2
11,0.566,2
1,0.538,2
1,0.955,2
7,1,2
1,1,2
17,0.916,2
3,0.475,2
1,0.2,2
1,1,2
1,0.864,2
2,0.532,2
1,0.961,2
1,0.929,2
1,0.813,2
1,0.99,2
1,1,2
1,1,2
4,0.263,2
3,0.555,2
2,0.485,2
2,0.52,2
2,0.625,2
10,0.55,2
1,0.939,2
2,0.519,2
7,0.102,2
1,0.986,2
1,0.964,2
2,0.286,2
1,0.824,2
1,0.99,2
2,0.412,2
2,0.496,2
1,0.465,2
1,0.444,2
2,0.51,2
93,0.451,3
29,0.476,3
65,0.454,3
83,0.388,3
63,0.491,3
28,0.508,3
28,0.488,3
163,0.523,3
187,0.899,3
63,0.338,3
153,0.587,3
29,0.432,3
72,0.488,3
132,0.37,3
28,0.492,3
28,0.462,3
128,0.399,3
28,0.481,3
168,0.82,3
174,0.339,3
168,0.798,3
95,0.675,3
64,0.403,3
186,0.378,3
29,0.463,3
9,1,4
9,1,4
19,0.816,4
7,1,4
9,1,4
58,0.339,4
8,1,4
93,0.419,4
4,1,4
13,1,4
9,1,4
38,1,4
11,0.636,4
14,1,4
7,1,4
18,1,4
54,1,4
66,0.657,4
14,0.536,4
27,0.333,4
12,0.625,4
17,0.706,4
42,0.282,4
9,1,4
8,1,4
25,1,4
7,1,4
27,0.38,4
9,0.611,4
5,0.7,4
8,0.875,4
10,0.9,4
14,1,4
7,0.643,4
69,0.643,4
12,1,4
7,1,4
12,1,4
15,1,4
16,1,4
804,0.191,4
26,1,4
13,1,4
44,0.598,4
47,1,4
37,1,4
8,1,4
39,1,4
42,1,4
27,1,4
11,1,4
94,0.516,4
117,1,4
76,1,4
8,1,4
98,0.48,4
261,0.063,4
17,1,4
22,1,4
13,1,4
10,1,4
9,1,4
13,1,4
54,1,4
10,1,4
23,1,4
9,1,4
6,0.198,4
32,1,4
430,0.216,4
7,1,4
84,1,4
136,0.993,4
1,1,4
5,0.8,4
5,0.9,4
4,0.875,4
34,1,4
10,1,4
21,0.31,5
85,0.165,5
83,0.286,5
52,0.138,5
25,0.187,5
54,0.143,5
5,0.467,5
100,0.093,5
29,0.121,5
5,0.133,5
31,0.242,5
83,0.18,5
12,0.091,5
20,0.14,5
22,0.107,5
7,0.158,5
4,0.159,5
8,0.438,5
38,0.059,5
10,0.157,5
212,0.052,5
6,0.137,5
6,0.194,5
47,0.183,5
31,0.159,5
36,0.096,5
5,0.178,5
8,0.125,5
16,0.144,5
101,0.14,5
9,0.144,5
37,0.12,5
43,0.08,5
16,0.095,5
8,0.875,5
83,0.295,5
83,0.282,5
21,0.052,5
16,0.156,5
4,0.286,5
53,0.181,5
6,0.233,5
13,0.124,5
55,0.142,5
7,0.143,5
30,0.157,5
4,0.35,5
14,0.113,5
118,0.052,5
37,0.131,5
91,0.158,5
17,0.139,5
32,0.198,5
160,0.201,5
54,0.324,5
36,0.143,5
81,0.113,5
31,0.189,5
45,0.087,5
6,0.148,5
34,0.256,5
30,0.154,5
304,0.063,5
13,0.154,5
49,0.084,5
6,0.139,5
19,0.078,5
6,0.103,5
6,0.367,5
68,0.224,5
9,0.25,5
158,0.16,5
7,0.101,5
54,0.299,5
33,0.098,5
34,0.219,5
7,0.114,5
36,0.117,5
9,0.144,5
15,0.11,5
67,0.169,5
5,0.229,5
8,0.275,5
5,0.45,5
13,0.323,5
306,0.055,5
52,0.192,5
4,0.35,5
29,0.116,5
4,0.344,5
8,0.156,5
24,0.139,5
12,0.292,5
11,0.237,5
10,0.208,5
36,0.128,5
13,0.123,5
14,0.113,5
48,0.055,5
39,0.09,5
9,0.407,5
7,0.117,5
14,0.128,5
