@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
5,4,2.25,4,1
7,7,2.29,7,1
12,27,2.64,39,1
8,24,1.9,42,1
9,137,1.7,171,1
9,98,1.58,103,1
25,203,15.22,279,1
7,53,1.5,22,1
9,30,1.4,52,1
16,356,5.8,371,1
9,4,5.67,3,1
7,4,2.33,6,1
5,96,1.78,87,1
9,49,1.82,74,1
8,34,1.84,56,1
7,27,1.79,39,1
14,433,4.44,485,1
9,46,1.67,84,1
14,320,4.46,355,1
9,123,2.78,143,1
10,29,2.1,42,1
9,53,1.66,91,1
8,100,1.58,124,1
9,534,1.31,479,1
8,33,1.89,61,1
7,12,1.62,21,1
13,354,4.39,398,1
7,13,1.41,17,1
9,80,1.54,108,1
8,5,2.67,6,1
9,93,1.74,125,1
10,125,1.39,170,1
11,57,2.47,75,1
8,10,1.71,21,1
6,96,1.53,98,1
19,130,1.93,267,1
10,18,2.3,23,1
7,52,1.21,80,1
8,11,1.63,24,1
6,13,2.27,15,1
10,262,1.32,377,1
8,24,1.56,39,1
7,8,2.22,9,1
10,82,2.75,108,1
9,120,1.29,147,1
7,21,1.48,31,1
8,15,2.14,14,1
3,4,11,1,1
7,47,1.4,67,1
10,34,3.02,48,1
9,306,1.38,424,1
9,81,2.22,106,1
6,17,1.33,21,1
8,532,1.28,636,1
9,19,7.23,13,1
7,18,2.14,21,1
9,101,1.22,146,1
5,6,1.63,8,1
12,26,1.6,43,1
7,10,1.25,16,1
10,12,2.83,6,1
6,14,1.2,20,1
6,16,2.45,11,1
7,33,1.44,48,1
20,16,26.67,6,1
9,34,1.91,66,1
8,25,1.73,41,1
9,81,1.49,91,1
7,147,1.28,173,1
8,41,2.19,59,1
8,18,1.84,31,1
7,10,1.28,18,1
7,14,1.84,19,1
9,76,2.37,126,1
8,41,1.43,67,1
10,155,2.47,208,1
14,300,2.39,462,1
9,258,1.28,313,1
9,310,1.27,375,1
9,24,2.17,35,1
7,343,1.45,352,1
10,508,1.41,578,1
28,32,7.02,64,1
9,91,2.2,119,1
6,10,1.93,14,1
8,7,1.67,9,1
8,11,1.33,21,1
8,50,3.01,70,1
9,16,2.29,24,1
10,100,1.82,147,1
11,101,2.68,137,1
11,243,1.41,223,1
11,101,1.72,173,1
10,256,2.95,322,1
5,32,1.35,49,1
14,44,2.5,98,1
10,67,2.29,94,1
9,535,1.32,534,1
7,80,1.18,74,1
10,150,2.07,183,1
17,350,5.22,414,1
10,83,1.44,120,1
9,55,1.47,87,1
7,26,1.52,23,1
9,18,1.44,27,1
12,26,1.63,43,1
7,37,1.35,54,1
18,48,4.3,53,1
6,15,2,12,1
8,272,1.35,299,1
6,20,1.5,14,1
5,11,1.57,14,1
9,82,1.93,118,1
7,33,1.2,51,1
9,262,1.19,176,1
11,102,1.87,173,1
10,23,2.4,30,1
6,96,2.44,73,1
10,50,2.74,86,1
11,261,1.75,381,1
1,12,3.5,2,1
10,88,2.16,101,1
5,96,2.13,77,1
7,18,2,23,1
8,3,3,4,1
7,521,1.28,260,1
8,28,1.93,30,1
9,85,1.95,121,1
7,228,1.4,175,1
8,12,1.74,23,1
6,19,1.58,26,1
8,209,1.27,228,1
11,9,6,8,1
8,70,1.66,115,1
8,68,3.03,97,1
4,31,1.58,33,1
9,37,2.8,64,1
7,22,1.6,15,1
8,7,2,11,1
10,74,2.17,103,1
8,511,1.31,261,1
12,257,3,291,1
5,17,1.31,26,1
10,80,3.93,56,1
7,8,2.25,12,1
9,132,1.54,146,1
14,422,1.7,624,1
11,116,1.8,194,1
10,23,2,31,1
6,6,3.67,3,1
8,23,1.51,39,1
7,19,1.71,31,1
7,56,1.56,36,1
9,167,2.88,197,1
12,69,3.15,107,1
9,38,2.74,47,1
1,9,7,1,1
9,248,2.39,308,1
8,45,2.44,54,1
7,6,1.82,11,1
8,107,2.24,139,1
10,309,1.4,441,1
9,79,2.2,111,1
8,14,3,19,1
10,39,1.91,58,1
8,216,3.18,222,1
7,14,1.87,15,1
1,22,1.17,6,1
2,14,3.67,3,1
10,108,1.84,174,1
11,22,8.59,17,1
14,98,2.43,174,1
10,40,1.9,62,1
5,12,1.78,9,1
6,13,1.41,17,1
10,21,3.4,20,1
5,23,2.42,24,1
6,11,1.33,18,1
10,45,2.25,59,1
12,105,2.91,160,1
14,371,4.85,407,1
2,45,1.17,6,1
11,436,2.86,564,1
6,19,1.38,24,1
7,14,1.83,18,1
11,205,3.01,278,1
9,21,3.33,30,1
5,4,1.75,4,1
6,32,2.11,38,1
7,8,1.8,5,1
8,32,2.1,48,1
7,13,1.33,27,1
7,20,1.13,32,1
7,135,1.43,134,1
10,35,2.67,12,1
7,17,2.22,23,1
10,29,1.83,46,1
7,6,1.71,7,1
10,26,2.33,39,1
13,284,1.87,405,1
12,245,1.7,353,1
9,59,1.96,91,1
7,37,1.34,47,1
11,11,4.08,13,1
8,81,1.29,111,1
8,18,2.03,30,1
3,3,8,1,1
24,166,17.08,211,1
8,27,2.24,21,1
10,23,2.22,36,1
9,18,1.84,31,1
6,146,1.83,156,1
8,525,1.34,297,1
10,271,1.88,362,1
9,9,1.81,16,1
9,283,1.22,389,1
9,39,1.69,64,1
9,21,3,27,1
5,7,2.33,6,1
8,12,2.05,20,1
5,96,2.14,74,1
10,18,6.94,17,1
6,6,3.17,6,1
10,248,2.6,340,1
8,19,1.74,34,1
8,214,2.9,248,1
27,320,4.53,613,1
9,508,1.49,579,1
8,309,1.41,325,1
12,48,1.71,85,1
8,33,1.72,60,1
10,51,1.29,87,1
7,70,1.4,93,1
8,21,1.68,31,1
8,16,1.91,23,1
9,75,2.09,119,1
8,51,2.19,69,1
9,37,3.22,55,1
8,38,2.65,46,1
8,53,1.63,86,1
8,12,2.58,19,1
5,12,1.92,12,1
8,38,1.65,75,1
7,11,1.55,20,1
8,45,1.87,30,1
8,5,3.5,4,1
7,13,6,12,1
6,44,2.11,56,1
17,203,14.19,225,1
7,14,1.95,19,1
8,14,2.04,23,1
11,25,2.11,47,1
9,44,2.84,64,1
10,185,2.81,237,1
10,18,2.5,22,1
5,13,4.29,7,1
8,14,2,20,1
9,126,2.84,186,1
9,110,2.08,148,1
14,301,2.37,458,1
6,10,1.83,6,1
12,117,1.86,190,1
10,23,2.35,31,1
5,22,2.19,27,1
8,6,7,4,1
8,18,2.17,24,1
11,40,1.8,66,1
7,11,1.5,18,1
6,7,1.89,9,1
7,9,1.64,14,1
7,33,1.98,40,1
8,271,1.29,364,1
10,57,5.2,61,1
8,12,2.5,20,1
4,4,7,1,1
9,81,2.21,115,1
17,24,4.88,34,1
9,81,2.09,116,1
10,58,2.81,83,1
38,127,3.41,657,1
10,85,2.25,122,1
7,49,1.54,71,1
9,83,3.21,91,1
10,36,2.33,55,1
9,107,2.59,138,1
12,115,1.74,203,1
9,8,13,4,1
9,534,1.32,507,1
11,118,2.01,168,1
5,12,4.67,6,1
8,29,2.07,43,1
10,240,2.75,334,1
12,9,9.17,6,1
5,3,7,1,1
9,76,2.2,118,1
9,180,2.86,212,1
11,53,3.45,38,1
11,185,2.94,246,1
10,35,2.34,65,1
7,11,1.35,20,1
7,8,1.42,12,1
5,99,1.92,78,1
8,8,2.33,12,1
12,11,12.29,7,1
7,32,1.28,47,1
10,57,1.98,94,1
6,7,2,11,1
9,155,2.53,207,1
11,61,2.21,89,1
10,22,2.74,27,1
8,44,3.2,50,1
8,26,1.77,44,1
7,15,1.5,14,1
9,7,3.67,6,1
14,29,1.63,35,1
10,81,2.11,107,1
11,29,2.21,43,1
17,24,4.7,37,1
8,31,1.45,51,1
9,284,1.26,286,1
7,11,1.77,13,1
10,97,2.48,165,1
7,24,1.38,24,1
6,7,1.75,12,1
6,19,1.27,30,1
8,31,2.04,50,1
11,20,3.36,11,1
10,34,1.98,61,1
9,61,1.6,73,1
8,25,1.89,44,1
9,12,2.41,22,1
9,27,1.95,43,1
7,33,1.68,50,1
8,35,1.66,64,1
9,106,2.8,127,1
8,141,2.45,206,1
12,72,5.97,92,1
8,49,1.93,84,1
8,101,1.71,137,1
9,120,1.98,181,1
5,18,1.91,22,1
1,40,12,3,1
9,103,2.55,134,1
13,390,1.56,593,1
10,16,2.19,21,1
18,79,3.17,115,1
8,11,1.75,8,1
9,279,1.34,181,1
1,13,5,2,1
10,11,2.5,18,1
6,12,1.93,14,1
9,18,1.56,27,1
9,37,1.54,46,1
8,14,2.6,20,1
10,44,1.75,80,1
7,13,1.89,18,1
10,131,3,199,1
7,39,1.67,24,1
9,185,3.13,222,1
8,14,1.83,18,1
8,27,1.76,42,1
14,421,4.8,466,1
7,16,3.25,16,1
11,119,1.88,181,1
9,231,1.49,274,1
9,82,2.35,119,1
8,22,1.78,32,1
7,223,1.33,142,1
13,77,2.4,124,1
8,58,3.15,65,1
9,268,1.36,351,1
11,134,2.36,179,1
7,29,2.7,20,1
11,46,1.81,79,1
7,47,1.29,66,1
7,35,1.21,38,1
9,343,1.24,401,1
18,185,2.39,228,1
9,23,1.62,39,1
9,32,1.7,60,1
6,13,1.53,15,1
2,31,2,6,1
16,24,4.51,35,1
7,18,1.86,28,1
8,7,2.67,9,1
9,8,21,2,1
9,83,2.94,89,1
13,10,6.5,6,1
10,76,3.03,119,1
8,40,2.47,60,1
7,39,1.33,52,1
8,76,1.87,102,1
9,19,1.31,29,1
10,33,2.33,45,1
9,105,1.91,117,1
8,28,19.6,5,1
7,16,2.07,14,1
9,14,6.17,12,1
4,47,2.33,24,1
8,44,2.06,71,1
8,36,2.06,64,1
11,154,2.96,206,1
6,95,1.63,73,1
7,14,1.52,23,1
6,54,3.36,53,1
9,24,1.38,34,1
9,535,1.38,573,1
11,22,1.94,35,1
7,6,2.56,9,1
7,19,1.77,30,1
9,18,2.78,23,1
8,82,2.51,104,1
10,17,3.86,14,1
8,31,1.84,44,1
13,130,4.77,139,1
10,51,1.89,83,1
9,170,2.6,218,1
8,19,2.33,24,1
14,5,6.2,5,1
5,116,2.18,100,1
9,9,2.23,13,1
13,242,2.33,312,1
10,80,2.02,122,1
8,15,1.57,23,1
9,109,1.69,127,1
7,31,2.44,41,1
7,35,1.48,50,1
8,13,2.89,19,1
8,9,2.86,7,1
10,251,1.23,287,1
11,12,4.13,16,1
9,26,1.67,42,1
6,13,1.57,14,1
9,213,1.41,276,1
9,96,1.96,124,1
10,7,2.08,12,1
9,187,3.03,233,1
7,23,1.37,41,1
10,21,3.17,23,1
7,14,1.74,23,1
11,91,2.33,123,1
8,16,2.54,26,1
7,96,1.6,115,1
5,6,1.4,5,1
9,122,2.57,145,1
7,12,1.75,12,1
10,121,2.47,131,1
15,29,4.15,55,1
5,29,2.36,33,1
6,46,1.48,60,1
6,221,1.95,183,1
11,221,1.95,312,1
8,104,3.71,129,1
9,148,1.37,189,1
8,175,1.2,183,1
9,28,1.95,41,1
5,34,1.26,19,1
10,219,1.24,270,1
6,13,1.65,17,1
11,99,2.14,117,1
8,7,2.1,10,1
9,169,2.3,220,1
6,24,1.42,26,1
5,46,1.43,28,1
14,340,4.6,356,1
6,18,2.64,22,1
10,11,2.2,10,1
9,22,2.11,28,1
7,9,2.45,11,1
13,38,3.88,42,1
9,36,6.42,33,1
9,29,2.13,38,1
5,33,1.27,41,1
8,5,6.5,2,1
9,123,2.84,154,1
8,48,1.96,67,1
9,30,1.46,46,1
7,72,1.7,70,1
6,7,1.4,10,1
6,11,1.33,15,1
6,8,3.38,8,1
7,44,1.58,33,1
8,43,2.73,56,1
9,123,2.82,153,1
9,21,2.3,30,1
10,76,1.99,123,1
10,38,2.13,55,1
8,107,2.4,136,1
11,141,2.85,199,1
7,17,1.31,26,1
8,19,1.52,31,1
7,11,1.64,14,1
8,30,1.23,44,1
9,53,1.24,84,1
7,65,1.38,71,1
9,70,2.79,98,1
12,14,2.31,26,1
11,38,1.96,70,1
1,77,1.04,24,1
7,59,1.24,76,1
8,206,1.64,237,1
6,48,1.57,58,1
6,81,1.34,102,1
8,32,1.8,50,1
8,19,1.76,37,1
7,8,2,10,1
8,16,1.88,25,1
10,154,2.53,192,1
11,79,2.2,135,1
24,337,18.29,418,1
8,30,1.88,49,1
10,258,2.67,325,1
5,16,2.08,12,1
6,29,1.73,37,1
5,53,1.28,46,1
5,11,1.33,15,1
11,292,2.95,371,1
9,132,1.34,149,1
10,271,1.28,409,1
12,23,7.57,21,1
9,180,2.47,225,1
6,29,1.5,34,1
6,28,1.29,38,1
9,40,2.07,60,1
18,24,5.76,34,1
10,19,7.36,14,1
9,44,1.42,67,1
8,131,1.46,177,1
12,84,2.35,142,1
9,272,1.87,353,1
9,32,1.72,69,1
15,136,2.81,174,1
12,43,2.29,66,1
12,85,5.4,90,1
9,18,8.8,10,1
8,36,2.03,65,1
8,157,2.55,220,1
9,35,1.37,60,1
7,35,1.32,50,1
8,71,1.83,102,1
7,240,1.64,221,1
8,187,1.38,168,1
6,13,3,6,1
8,25,2.75,28,1
24,471,7.9,679,1
8,46,1.85,78,1
14,155,2.76,238,1
11,54,2.07,91,1
8,98,1.42,156,1
25,410,2.29,1218,1
7,10,2.08,13,1
8,93,1.99,121,1
10,40,1.82,73,1
10,9,1.6,20,1
10,72,1.81,116,1
9,535,1.49,596,1
7,9,2.2,10,1
7,70,3.23,81,1
7,7,1.71,7,1
11,74,2.21,98,1
9,90,2.18,97,1
11,67,2.96,67,1
7,123,2.62,138,1
8,88,1.49,92,1
5,69,1.51,57,1
7,9,1.4,15,1
7,54,1.26,91,1
7,15,2.71,7,1
7,245,1.41,175,1
23,137,16.64,162,1
9,32,3.08,39,1
6,45,1.64,75,1
10,271,1.31,388,1
6,99,1.46,123,1
12,72,6.73,80,1
9,11,1.42,24,1
24,117,2.88,338,1
9,108,2.22,170,1
9,45,2.11,61,1
5,14,2.79,14,1
7,19,1.77,26,1
8,9,1.8,15,1
11,26,2.02,42,1
25,187,7.42,306,1
8,135,1.54,54,1
6,12,1.62,13,1
7,108,2.11,130,1
8,127,1.98,161,1
5,36,1.35,54,1
8,16,1.18,28,1
7,191,1.66,247,1
12,7,5.22,9,1
14,12,6.55,11,1
11,71,6.19,84,1
7,25,1.22,27,1
8,96,1.77,120,1
11,154,1.94,163,1
8,15,2.91,23,1
8,23,2,32,1
17,403,5.43,440,1
17,266,12.82,325,1
7,389,1.19,381,1
8,185,1.97,199,1
7,33,2.23,40,1
6,40,1.37,52,1
13,151,2.59,229,1
7,32,1.3,40,1
9,99,1.92,177,1
6,27,2,11,1
9,272,1.86,365,1
7,8,2.17,12,1
9,93,1.66,140,1
10,19,8.23,13,1
5,40,1.4,63,1
9,35,2.86,29,1
14,284,5.1,285,1
24,198,15.8,274,1
12,271,1.93,390,1
8,102,1.25,138,1
10,44,3.15,55,1
8,8,1.64,14,1
10,96,2.49,161,1
8,16,2,23,1
26,170,1.54,542,1
8,21,2.92,12,1
8,3,10,1,1
8,37,1.86,42,1
24,177,8.05,268,1
28,333,4.55,718,1
9,46,1.47,68,1
7,14,1.56,18,1
8,20,2.25,28,1
5,9,2,12,1
1,65,1.08,12,1
4,32,2.11,19,1
11,102,1.53,163,1
7,13,1.65,17,1
6,43,1.67,52,1
12,8,4.3,10,1
14,84,2.31,133,1
9,84,1.83,103,1
11,26,1.79,42,1
10,155,2.78,195,1
10,261,1.81,388,1
13,58,3.2,79,1
11,123,1.95,173,1
10,25,1.89,45,1
6,10,1.19,16,1
12,272,1.8,397,1
11,35,4.78,27,1
9,37,2.03,65,1
11,228,2.96,239,1
8,38,1.86,21,1
25,495,7.33,784,1
8,55,1.77,56,1
10,126,2.98,193,1
2,19,1.4,5,1
9,69,1.38,94,1
8,23,1.47,36,1
10,108,2.14,161,1
7,31,2.13,47,1
8,50,2.3,44,1
12,20,9,14,1
1,14,2.67,3,1
7,10,1.29,17,1
12,302,1.68,429,1
24,280,7.76,389,1
3,4,11,1,1
8,112,1.27,120,1
6,18,1.71,28,1
10,31,1.3,47,1
11,32,2.27,52,1
11,85,1.73,135,1
8,12,2.1,21,1
13,116,2.49,177,1
7,24,1.46,28,1
10,292,1.5,397,1
7,8,1.62,13,1
7,136,1.2,142,1
6,14,1.57,21,1
5,58,1.41,41,1
10,98,2.41,159,1
10,87,2.27,132,1
10,7,30,1,1
8,14,3.11,9,1
10,58,1.62,29,1
8,93,1.55,125,1
10,20,9,12,1
13,266,4.81,286,1
9,457,1.28,555,1
8,10,2,16,1
7,54,3.42,55,1
14,417,4.48,467,1
7,40,1.59,44,1
6,8,2.44,9,1
5,39,1.35,49,1
8,108,1.69,150,1
5,7,3.5,6,1
6,57,2.46,63,1
7,14,1.84,19,1
10,26,2.03,40,1
12,167,1.93,234,1
8,15,3.88,8,1
7,7,3.5,4,1
7,96,1.77,119,1
8,8,1.5,10,1
10,41,1.61,70,1
9,13,3.88,17,1
6,28,2.12,26,1
9,217,1.4,235,1
7,7,1.91,11,1
11,35,2.25,60,1
6,12,1.44,18,1
7,163,1.31,185,1
9,14,1.36,22,1
9,121,2.2,176,1
8,53,1.83,80,1
10,116,1.6,178,1
9,92,1.93,123,1
9,55,1.38,91,1
8,34,1.88,52,1
8,17,1.71,21,1
8,12,1.11,18,1
9,64,1.81,95,1
9,111,1.57,133,1
9,37,1.27,60,1
7,18,2.17,12,1
60,57,3.91,403,1
7,10,2.22,9,1
8,20,1.86,35,1
22,71,10.13,75,1
8,69,1.47,98,1
5,8,2.18,11,1
25,169,1.58,586,1
9,184,1.46,242,1
8,7,2.63,8,1
8,9,2.15,13,1
7,23,1.66,32,1
7,97,1.51,95,1
13,487,2.1,745,1
7,216,3.11,223,1
7,29,1.48,42,1
10,63,2.2,84,1
8,272,1.32,311,1
7,118,2.26,141,1
9,117,2.48,178,1
6,40,1.27,59,1
11,272,2.1,392,1
7,9,3.11,9,1
10,86,1.85,151,1
7,21,1.52,27,1
6,11,1.3,10,1
10,272,1.38,368,1
9,47,2.39,59,1
7,31,1.52,48,1
9,42,2.48,58,1
15,61,1.87,121,1
11,19,2.46,26,1
7,28,1.56,36,1
9,9,7.38,8,1
9,186,1.26,213,1
8,19,1.47,19,1
8,184,1.64,213,1
9,4,8,2,1
9,268,6.3,178,1
6,11,1.53,15,1
7,57,1.47,87,1
6,80,1.51,112,1
5,8,2.44,9,1
13,77,3.04,85,1
8,92,1.75,151,1
7,18,1.39,28,1
9,27,1.87,45,1
10,38,2.78,59,1
4,93,1.66,70,1
12,62,1.58,110,1
9,35,2.14,56,1
8,51,1.95,64,1
8,9,3,11,1
6,101,1.98,120,1
7,7,1.42,12,1
7,116,1.84,116,1
8,180,2.32,230,1
10,37,8.11,27,1
7,20,2,30,1
7,45,1.4,57,1
10,29,1.85,48,1
9,42,1.97,60,1
8,15,2.24,25,1
10,197,1.87,258,1
7,60,1.5,80,1
10,25,1.89,44,1
8,108,1.65,182,1
7,19,5.18,17,1
9,100,1.91,130,1
10,35,2.02,66,1
6,23,2.36,22,1
9,233,1.26,274,1
12,91,2.46,125,1
7,36,1.84,56,1
5,2,8,1,1
7,36,1.27,52,1
9,25,2.13,40,1
9,108,1.69,142,1
6,49,2.94,32,1
8,15,2,26,1
5,13,2.2,10,1
8,52,2.88,65,1
8,148,1.2,180,1
9,81,2.04,117,1
9,488,1.28,254,1
12,71,6.77,79,1
8,33,2,43,1
4,19,1.78,18,1
5,2,8,1,1
11,168,1.55,279,1
25,118,2.02,392,1
10,22,2.44,34,1
6,114,1.76,108,1
2,69,1.2,10,1
25,84,8.45,110,1
9,352,1.34,486,1
6,13,1.37,19,1
8,19,2.19,27,1
10,39,1.69,71,1
7,6,4.67,3,1
20,30,13.68,19,1
8,39,1.38,69,1
9,16,1.33,24,1
12,118,2.06,175,1
7,28,2.13,31,1
10,316,2.74,422,1
8,180,1.39,220,1
10,18,7.62,13,1
5,12,1.38,21,1
8,47,2,64,1
7,17,2.7,10,1
9,19,1.34,32,1
10,25,2.43,42,1
7,239,1.51,177,1
6,3,2.25,4,1
10,31,3.32,28,1
10,119,1.84,178,1
8,30,2.02,42,1
10,98,2.49,154,1
9,17,1.67,21,1
7,116,2.2,114,1
10,84,1.65,142,1
10,27,1.98,41,1
9,464,1.3,505,1
7,86,1.69,105,1
8,34,1.5,56,1
11,43,2.18,61,1
8,43,2.21,61,1
8,40,2.7,54,1
11,8,9,5,1
8,22,2.3,30,1
11,86,1.98,138,1
13,152,2.8,220,1
6,96,2.09,81,1
11,45,2,66,1
5,99,1.5,117,1
7,11,1.33,21,1
7,23,1.47,30,1
8,34,2,57,1
7,13,1.56,18,1
8,15,2,19,1
9,20,1.74,31,1
7,50,1.45,64,1
7,11,1.63,16,1
9,82,2.74,84,1
8,39,2.2,55,1
11,190,2.11,237,1
5,4,2.4,5,1
7,48,1.67,60,1
8,183,2.08,202,1
3,3,7,1,1
5,7,1.17,12,1
9,264,1.99,311,1
16,309,5.38,351,1
6,19,1.24,17,1
8,35,1.76,51,1
8,40,1.45,62,1
6,18,1.32,25,1
8,30,2,41,1
17,22,4.68,34,1
8,241,1.26,182,1
5,17,1.83,18,1
9,128,1.44,175,1
6,9,2.14,14,1
8,54,1.37,87,1
13,135,5.5,157,1
8,109,1.61,119,1
13,277,2.59,407,1
11,67,2.28,107,1
8,168,1.76,245,1
7,11,1.5,16,1
13,226,3.12,243,1
8,57,1.45,84,1
10,89,3.25,69,1
8,23,1.94,32,1
12,84,1.91,149,1
7,35,1.55,49,1
13,350,4.49,386,1
8,23,1.84,31,1
22,70,11.54,70,1
10,40,3.05,56,1
6,25,1.42,36,1
5,5,1.57,7,1
5,16,2.65,17,1
10,66,1.87,95,1
9,183,1.42,252,1
9,13,3.26,19,1
7,31,2.1,41,1
11,92,2.3,159,1
8,40,1.81,62,1
11,52,1.79,84,1
10,99,2.93,160,1
8,9,2.38,13,1
10,52,2,70,1
11,94,2.03,143,1
9,17,2.22,27,1
6,39,2.05,39,1
11,39,2.47,55,1
10,33,2.05,63,1
7,46,1.46,78,1
6,10,1.54,13,1
7,18,1.39,23,1
8,96,1.35,63,1
1,25,25,1,1
7,26,1.36,47,1
1,27,4,4,1
6,7,1.83,6,1
1,263,1.03,39,1
9,37,3.49,57,1
9,15,2.29,24,1
10,47,2.3,69,1
7,143,1.47,77,1
24,340,2.67,643,1
8,17,3,9,1
10,98,2.72,167,1
8,36,1.89,62,1
8,25,1.73,41,1
7,12,2.11,19,1
7,5,1.86,7,1
9,12,1.85,26,1
8,19,1.83,35,1
6,14,3.07,14,1
10,54,3.14,65,1
9,35,3.88,48,1
10,280,2.63,380,1
9,36,2.87,61,1
9,57,1.39,105,1
7,65,2.07,89,1
6,14,2.29,21,1
10,13,2.33,6,1
11,8,36,1,1
1,9,9,1,1
24,178,7.86,267,1
11,65,2.61,107,1
8,20,2.27,30,1
1,118,1.05,21,1
8,46,2.09,56,1
7,20,1.87,30,1
10,28,2,41,1
11,30,3.05,41,1
8,70,1.68,93,1
9,44,3.35,55,1
8,163,2.79,179,1
9,40,2.85,61,1
7,63,1.8,83,1
7,13,1.33,21,1
4,44,1.81,26,1
10,317,1.32,298,1
7,43,1.41,68,1
8,38,1.75,59,1
9,56,1.26,84,1
7,121,1.79,144,1
9,534,1.34,607,1
10,262,1.36,344,1
9,14,1.78,9,1
9,54,1.98,96,1
10,46,1.66,77,1
7,26,1.9,29,1
14,399,5.04,425,1
9,155,2.54,201,1
10,10,4,14,1
5,19,1.5,28,1
7,11,1.29,17,1
6,14,1.28,18,1
23,125,20.75,132,1
8,50,1.93,84,1
9,53,1.54,78,1
9,194,1.37,215,1
9,183,2.25,239,1
9,17,2.46,28,1
9,56,2.22,77,1
8,27,2.14,22,1
9,22,1.61,28,1
9,509,1.26,448,1
8,12,2.47,15,1
7,168,1.14,83,1
11,22,4.04,25,1
8,10,3.22,9,1
8,240,1.4,264,1
12,101,1.99,178,1
6,29,1.88,33,1
7,18,1.36,25,1
9,256,1.36,167,1
5,15,2.05,20,1
9,153,2.06,203,1
9,11,1.56,18,1
16,90,1.39,204,1
9,130,2.63,199,1
10,31,1.69,52,1
10,13,1.76,17,1
10,506,1.34,564,1
7,38,1.55,53,1
5,94,1.63,80,1
10,57,2.94,79,1
9,534,1.34,482,1
6,60,1.57,67,1
13,441,4.63,463,1
8,82,2.24,105,1
9,102,1.29,137,1
6,36,2,55,1
12,129,2.51,187,1
8,33,1.57,58,1
9,69,1.75,122,1
8,26,1.75,44,1
13,38,3.81,42,1
8,14,3.22,18,1
8,18,2.74,23,1
6,4,4,4,1
7,20,2.32,28,1
4,8,1.83,6,1
6,24,1.46,26,1
7,35,1.52,56,1
13,201,4.45,235,1
7,11,1.5,18,1
11,35,6.13,24,1
3,4,12,1,1
28,281,4.72,530,1
10,8,9.17,6,1
8,263,1.19,274,1
7,26,2,36,1
7,4,3.67,3,1
8,52,1.75,77,1
11,14,2.43,28,1
8,38,1.38,55,1
8,21,1.38,34,1
8,280,1.28,333,1
10,23,2.44,34,1
7,17,1.48,27,1
9,249,2.54,306,1
10,53,1.79,87,1
7,23,1.29,35,1
24,187,8.16,267,1
11,261,1.93,366,1
9,12,1.46,28,1
11,32,2.69,45,1
6,17,1.3,27,1
6,31,1.94,48,1
10,38,1.48,50,1
6,12,2.09,11,1
7,26,2.07,29,1
8,18,2.38,13,1
8,16,2.04,27,1
8,17,2.38,26,1
7,143,1.28,82,1
25,340,16.57,444,1
5,13,2.57,14,1
7,34,1.36,50,1
24,124,16.66,161,1
9,47,2.75,57,1
8,8,4.33,3,1
4,22,1.46,26,1
8,13,1.95,22,1
9,37,2,50,1
9,272,1.33,252,1
7,37,3.14,43,1
11,34,2.47,49,1
8,215,2.6,243,1
9,46,2.18,55,1
7,35,2.81,42,1
7,42,2.61,33,1
9,24,1.28,36,1
7,11,1.75,16,1
8,42,1.74,50,1
11,26,2.19,37,1
11,236,2.91,316,1
5,177,1.71,117,1
9,30,1.86,44,1
8,210,1.44,208,1
11,36,2.07,54,1
7,11,1.77,13,1
6,8,2,13,1
11,64,3.35,83,1
8,6,1.64,11,1
8,53,1.64,87,1
9,29,1.39,44,1
7,41,1.33,46,1
11,213,1.95,317,1
11,22,7.78,18,1
1,60,1.09,11,1
9,14,7.42,12,1
8,25,1.68,40,1
7,34,1.33,40,1
6,104,1.32,111,1
16,439,5.09,530,1
10,34,1.83,66,1
8,38,2.3,61,1
7,28,1.58,38,1
10,128,2.25,202,1
9,93,2.06,131,1
5,12,2.2,15,1
14,185,2.27,289,1
6,9,2,8,1
8,10,1.88,17,1
9,251,1.33,317,1
7,35,1.93,43,1
5,13,1.82,11,1
10,155,2.64,184,1
10,10,50,1,1
8,19,1.97,31,1
9,29,1.48,33,1
7,16,1.36,25,1
9,12,2.33,18,1
12,261,1.92,364,1
9,129,1.41,139,1
6,13,1.87,15,1
20,18,19.56,9,1
8,109,2.47,158,1
7,33,1.53,53,1
16,24,4.72,32,1
7,140,1.28,100,1
8,48,1.68,81,1
11,25,2.56,36,1
10,25,2.09,47,1
7,9,2.2,10,1
7,7,1.9,10,1
9,169,2.53,212,1
7,47,1.74,61,1
9,34,2.1,42,1
11,112,1.73,154,1
7,8,2.38,8,1
8,7,2.18,11,1
7,141,1.17,135,1
24,336,15.91,455,1
8,36,2.21,39,1
4,15,4,4,1
9,268,1.24,258,1
11,271,1.52,388,1
8,76,2.73,106,1
12,22,8.35,17,1
7,41,1.51,35,1
11,50,1.89,74,1
9,33,2.19,62,1
5,8,1,14,1
7,4,5,2,1
8,9,1.73,15,1
7,38,2.04,46,1
10,36,1.86,51,1
3,4,8,1,1
9,29,1.3,46,1
10,121,2.7,180,1
9,43,3.58,55,1
7,6,1.4,10,1
13,337,1.58,514,1
8,8,2.73,11,1
6,24,1.56,27,1
