@relation page-blocks

@attribute Lenght numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
142,147,2
176,213,2
194,212,2
214,214,2
22,44,2
537,703,2
131,131,2
35,35,2
283,283,2
110,306,2
13,13,2
2,31,2
12,12,2
44,44,2
14,14,2
20,20,2
45,45,2
537,609,2
33,33,2
87,87,2
10,10,2
535,673,2
21,32,2
36,36,2
537,802,2
427,2676,2
536,737,2
537,654,2
463,531,2
14,20,2
537,574,2
446,538,2
46,70,2
255,255,2
11,22,2
14,15,2
8,8,2
62,70,2
124,124,2
51,51,2
8,8,2
9,22,2
50,51,2
52,52,2
29,29,2
102,102,2
11,11,2
52,52,2
341,5784,2
29,29,2
22,22,2
159,159,2
535,657,2
20,20,2
49,50,2
113,128,2
8,8,2
42,42,2
259,374,2
15,15,2
2,12,2
28,28,2
1,7,2
236,325,2
278,278,2
304,626,2
17,17,2
524,1264,2
20,27,2
18,30,2
19,19,2
79,79,2
46,46,2
14,14,2
20,35,2
95,95,2
13,88,2
6,12,2
152,152,2
252,262,2
10,10,2
62,62,2
9,9,2
32,34,2
19,19,2
126,126,2
19,29,2
17,17,2
145,145,2
58,58,2
52,52,2
46,98,2
69,69,2
14,14,2
286,366,2
7,7,2
13,13,2
17,17,2
29,29,2
231,1630,2
22,38,2
116,186,2
550,662,2
19,19,2
536,567,2
106,106,2
300,531,2
8,8,2
14,14,2
537,667,2
279,279,2
64,77,2
553,4890,2
206,206,2
18,25,2
535,627,2
199,199,2
115,224,2
14,14,2
280,1100,2
65,65,2
11,11,2
172,172,2
39,39,2
7,7,2
117,117,2
14,14,2
28,28,2
18,18,2
19,19,2
259,760,2
33,33,2
27,27,2
117,117,2
48,48,2
45,45,2
54,54,2
10,10,2
277,277,2
101,150,2
235,235,2
17,17,2
19,19,2
81,81,2
34,34,2
510,11341,2
32,32,2
106,108,2
379,379,2
112,113,2
15,15,2
538,641,2
85,85,2
538,736,2
14,14,2
78,78,2
11,11,2
24,48,2
86,86,2
536,735,2
536,790,2
199,202,2
147,147,2
55,55,2
11,11,2
7,11,2
12,12,2
15,15,2
69,69,2
70,70,2
13,13,2
123,124,2
541,1213,2
40,40,2
18,18,2
180,180,2
46,46,2
14,14,2
536,571,2
63,63,2
537,652,2
20,20,2
537,537,2
41,41,2
35,35,2
71,71,2
470,545,2
63,63,2
538,756,2
70,70,2
99,122,2
43,43,2
14,14,2
21,42,2
127,127,2
17,17,2
330,614,2
36,36,2
47,57,2
193,193,2
204,278,2
161,161,2
36,36,2
136,136,2
73,73,2
537,638,2
48,65,2
54,84,2
22,33,2
30,30,2
23,23,2
128,489,2
462,6035,2
500,632,2
13,13,2
333,688,2
46,51,2
538,685,2
14,23,2
94,94,2
145,23457,3
141,23301,3
161,23547,3
32,639,3
31,653,3
31,647,3
140,16177,3
547,34874,3
32,666,3
137,25400,3
347,25163,3
79,1718,3
50,1582,3
32,668,3
32,647,3
93,7968,3
135,20513,3
469,46133,3
472,42821,3
471,35499,3
104,5908,3
158,15491,3
31,666,3
32,665,3
149,5838,3
1,47,4
25,25,4
2,10,4
2,97,4
1,38,4
2,24,4
2,15,4
1,22,4
1,34,4
3,180,4
1,8,4
4,81,4
1,10,4
1,7,4
1,27,4
1,10,4
1,8,4
4,72,4
1,8,4
2,14,4
1,15,4
1,54,4
3,143,4
5,475,4
30,701,4
2,31,4
1,7,4
1,8,4
1,11,4
1,12,4
1,26,4
1,31,4
21,56,4
1,32,4
1,12,4
1,53,4
1,16,4
1,13,4
1,54,4
1,9,4
3,197,4
2,16,4
1,20,4
1,7,4
2,8,4
4,210,4
1,10,4
1,9,4
1,76,4
1,37,4
1,17,4
1,8,4
1,9,4
1,9,4
1,23,4
1,14,4
1,11,4
1,13,4
7,127,4
1,117,4
3,60,4
2,7,4
1,18,4
1,14,4
1,9,4
1,10,4
1,31,4
1,9,4
2,112,4
1,9,4
1,84,4
1,39,4
1,42,4
1,9,4
1,25,4
2,7,4
1,7,4
2,8,4
4,27,5
5,19,5
21,173,5
5,30,5
357,12422,5
10,47,5
79,694,5
12,70,5
4,54,5
43,283,5
314,17482,5
96,717,5
13,44,5
18,163,5
105,1358,5
198,12964,5
79,693,5
14,71,5
48,206,5
315,15523,5
49,1958,5
70,165,5
30,226,5
60,378,5
69,2588,5
4,19,5
39,316,5
34,1215,5
461,5938,5
5,18,5
49,1580,5
167,7279,5
314,16139,5
286,4258,5
277,8387,5
17,92,5
464,6884,5
357,12626,5
463,23092,5
60,823,5
350,4497,5
9,24,5
6,15,5
7,21,5
463,17081,5
67,5386,5
8,80,5
5,36,5
48,960,5
11,38,5
9,15,5
71,651,5
13,35,5
4,48,5
9,76,5
17,70,5
61,762,5
172,2086,5
465,17452,5
285,4287,5
48,755,5
47,100,5
20,143,5
4,13,5
47,95,5
13,76,5
105,1296,5
48,619,5
19,144,5
11,41,5
68,156,5
17,64,5
48,951,5
146,225,5
48,685,5
9,16,5
15,31,5
28,250,5
25,454,5
402,1814,5
7,42,5
61,870,5
61,884,5
442,14538,5
105,1485,5
16,110,5
30,924,5
24,50,5
62,454,5
6,28,5
286,10347,5
99,7780,5
1,8,5
70,697,5
4,34,5
22,229,5
48,685,5
7,28,5
72,685,5
3,9,5
5,16,5
8,17,5
48,373,5
12,37,5
