@relation page-blocks

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
299,37.375,1643,1
80,8.889,658,1
36,4,306,1
56,8,325,1
51,5.1,429,1
233,29.125,1562,1
78,7.8,586,1
123,13.667,1097,1
10,1.429,64,1
43,3.583,408,1
219,21.9,1317,1
35,5,189,1
40,5.714,198,1
82,10.25,650,1
20,2.222,104,1
319,39.875,1765,1
248,27.556,1622,1
177,7.375,3939,1
272,30.222,1868,1
15,2.143,97,1
17,2.429,93,1
288,26.182,1584,1
12,1.333,108,1
4,0.571,24,1
21,2.625,167,1
71,6.455,742,1
47,5.222,383,1
207,18.818,1647,1
171,19,1198,1
10,1,46,1
253,18.071,2924,1
17,4.25,38,1
23,2.3,182,1
346,49.429,1712,1
48,6,214,1
12,1.333,108,1
100,16.667,497,1
59,6.556,436,1
7,1,47,1
43,5.375,323,1
91,7.583,644,1
83,9.222,561,1
153,17,1168,1
217,24.111,1339,1
3,1,8,1
155,11.071,1386,1
147,14.7,809,1
511,51.1,3238,1
53,7.571,252,1
26,2.6,245,1
33,3.667,230,1
12,3,48,1
180,22.5,1043,1
150,16.667,782,1
19,2.375,132,1
115,4.259,2087,1
7,0.875,24,1
8,1,43,1
40,5.714,192,1
41,3.417,364,1
22,2.2,188,1
82,13.667,455,1
435,31.071,3478,1
71,8.875,492,1
86,8.6,786,1
152,15.2,1182,1
29,4.143,159,1
70,8.75,553,1
27,3.857,179,1
352,22,4157,1
129,10.75,1100,1
30,4.286,160,1
342,22.8,2810,1
75,12.5,438,1
42,3.5,397,1
8,1.143,44,1
109,12.111,832,1
6,0.75,39,1
15,1.875,104,1
8,0.889,72,1
536,59.556,1725,1
7,1.4,31,1
18,4.5,56,1
11,1.571,43,1
30,3,219,1
186,7.44,4035,1
59,6.556,426,1
75,9.375,516,1
21,4.2,77,1
14,2,96,1
21,2.1,177,1
7,1.4,31,1
29,2.9,233,1
91,10.111,646,1
46,6.571,310,1
404,33.667,3267,1
44,7.333,182,1
25,3.125,154,1
62,6.889,485,1
43,6.143,243,1
16,2.286,107,1
4,0.667,19,1
21,3,107,1
96,12,678,1
59,8.429,238,1
271,27.1,1803,1
13,1.857,78,1
80,10,597,1
12,1.714,68,1
12,1.5,85,1
15,3,69,1
8,1.6,39,1
353,39.222,2013,1
95,13.571,653,1
23,2.091,217,1
90,30,245,1
5,1,25,1
12,2.4,36,1
158,17.556,761,1
12,1.714,64,1
21,3,142,1
23,3.286,141,1
13,1.857,85,1
18,1.8,111,1
96,16,405,1
32,2.909,350,1
92,5.75,769,1
31,4.429,170,1
87,9.667,753,1
37,4.111,269,1
257,3.338,9689,1
12,1.2,67,1
241,30.125,960,1
14,2,77,1
8,1,64,1
4,0.571,10,1
63,7.875,370,1
54,4.909,414,1
62,7.75,470,1
106,11.778,619,1
22,2.2,131,1
9,9,9,1
121,13.444,918,1
49,4.9,318,1
20,2.5,130,1
63,7,446,1
162,16.2,928,1
294,11.76,6663,1
13,0.619,84,1
7,1.4,35,1
80,8.889,632,1
231,33,1035,1
13,1.857,89,1
407,31.308,3435,1
111,12.333,809,1
65,9.286,407,1
219,31.286,946,1
98,8.909,781,1
47,5.222,320,1
288,28.8,1624,1
31,6.2,147,1
320,26.667,1975,1
117,9.75,891,1
14,1.556,119,1
261,26.1,1343,1
10,1,91,1
97,9.7,807,1
50,5.556,311,1
34,4.25,247,1
90,15,416,1
3,0.6,11,1
20,1.818,202,1
39,3.9,230,1
15,1.667,112,1
23,2.3,205,1
4,0.8,16,1
65,65,65,1
16,1.778,107,1
20,2.857,130,1
84,9.333,722,1
14,14,14,1
89,22.25,326,1
14,2.8,52,1
126,15.75,690,1
272,22.667,1922,1
261,23.727,1849,1
30,3.333,192,1
17,1.889,151,1
14,2.333,74,1
21,2.1,172,1
115,23,529,1
13,1.857,78,1
7,1.167,42,1
410,16.4,6872,1
45,5,374,1
57,5.7,396,1
150,21.429,813,1
39,7.8,169,1
291,11.64,6796,1
4,0.667,18,1
44,2.75,524,1
17,2.833,102,1
21,2.333,144,1
101,16.833,531,1
96,16,385,1
13,2.6,58,1
213,19.364,1635,1
34,4.857,180,1
79,7.9,619,1
64,8,443,1
5,0.625,38,1
120,12,918,1
18,0.9,210,1
64,2.667,875,1
58,4.143,753,1
123,123,123,1
18,2.571,110,1
350,26.923,2682,1
320,11.852,4845,1
10,1.25,73,1
105,15,301,1
36,3.273,313,1
231,25.667,1324,1
43,5.375,328,1
17,2.429,69,1
31,5.167,105,1
20,1.667,205,1
3,0.429,21,1
9,1.5,43,1
22,22,22,1
43,8.6,191,1
77,4.529,995,1
305,33.889,2003,1
7,1,47,1
47,5.875,227,1
510,51,2763,1
376,41.778,2960,1
137,5.957,2943,1
56,18.667,84,1
19,1.9,173,1
319,31.9,2149,1
21,3,109,1
91,10.111,783,1
215,26.875,1357,1
23,3.833,119,1
18,2,146,1
175,25,1214,1
151,16.778,679,1
228,32.571,875,1
25,2.5,147,1
155,19.375,1094,1
3,0.375,10,1
11,1.571,77,1
340,24.286,2480,1
92,10.222,733,1
41,4.556,327,1
27,4.5,160,1
175,15.909,902,1
413,41.3,3018,1
10,1.429,55,1
49,5.444,326,1
16,2,119,1
10,1.25,65,1
72,6,793,1
55,6.111,327,1
15,1.5,150,1
46,6.571,250,1
9,1.125,72,1
53,6.625,379,1
7,0.875,54,1
18,3,107,1
137,13.7,949,1
186,7.44,4433,1
4,0.8,16,1
20,2.857,140,1
24,2.667,197,1
16,1.778,69,1
49,5.444,439,1
43,6.143,256,1
282,11.75,5944,1
57,8.143,380,1
6,1.2,29,1
21,3,126,1
28,2.8,268,1
136,10.462,1375,1
10,1.25,61,1
64,7.111,485,1
52,7.429,287,1
375,28.846,2531,1
80,10,492,1
6,1.2,30,1
45,5.625,203,1
20,2.857,99,1
18,1.8,157,1
20,2.5,116,1
40,6.667,239,1
100,11.111,817,1
11,1.571,60,1
51,5.1,394,1
49,5.444,318,1
38,4.75,222,1
25,4.167,118,1
115,16.429,567,1
15,3,70,1
535,59.444,3052,1
29,29,29,1
102,7.286,1013,1
17,1.7,124,1
26,2.6,200,1
336,33.6,2094,1
62,7.75,480,1
35,4.375,248,1
28,2.8,184,1
15,2.143,80,1
82,9.111,513,1
64,5.818,420,1
116,8.286,1054,1
12,1.5,93,1
511,56.778,3670,1
19,1.9,172,1
261,23.727,1898,1
13,2.167,68,1
103,11.444,615,1
51,5.1,436,1
27,3.857,159,1
17,2.125,100,1
4,0.667,24,1
346,49.429,1733,1
22,2.75,161,1
239,34.143,797,1
27,27,27,1
19,2.111,110,1
31,3.875,179,1
19,1.9,147,1
8,0.727,88,1
31,3.875,248,1
100,16.667,493,1
148,16.444,1025,1
109,9.909,743,1
39,4.875,257,1
132,5.739,3036,1
22,2.444,118,1
40,4,272,1
42,4.667,352,1
22,2,205,1
7,1.4,35,1
49,8.167,155,1
35,3.5,249,1
32,4,204,1
14,2,60,1
45,3.462,331,1
508,56.444,2425,1
36,5.143,247,1
9,0.9,62,1
7,7,7,1
293,29.3,1746,1
50,6.25,291,1
40,40,40,1
45,5.625,260,1
12,1.333,108,1
35,4.375,236,1
36,4,300,1
9,1.5,54,1
7,0.875,56,1
24,1.412,330,1
322,10.387,7519,1
16,2.667,73,1
22,2.444,180,1
22,2.444,185,1
27,4.5,109,1
12,0.857,123,1
25,3.571,175,1
10,1.429,62,1
50,6.25,320,1
465,51.667,2694,1
14,1.75,99,1
16,5.333,45,1
50,4.167,376,1
335,27.917,2722,1
511,56.778,2339,1
28,5.6,114,1
26,4.333,152,1
32,4,229,1
8,1.143,35,1
35,5,230,1
117,14.625,601,1
12,1.333,108,1
24,1.5,364,1
60,7.5,439,1
238,26.444,1316,1
29,4.833,152,1
173,17.3,649,1
23,2.3,156,1
9,1.8,35,1
39,4.875,233,1
109,13.625,836,1
24,3,166,1
35,5,189,1
123,11.182,887,1
140,20,653,1
18,2.571,124,1
70,8.75,407,1
221,20.091,1323,1
535,59.444,2861,1
170,7.083,4075,1
47,5.222,312,1
16,2.286,106,1
126,15.75,578,1
488,54.222,1508,1
535,59.444,3063,1
108,12,627,1
31,4.429,191,1
13,1.857,90,1
33,4.125,186,1
9,1.125,51,1
12,12,12,1
39,3.9,213,1
19,3.167,101,1
57,5.182,362,1
50,5,434,1
41,5.857,183,1
199,24.875,915,1
11,1.571,77,1
127,3.342,4199,1
21,2.333,97,1
8,1.143,44,1
43,4.778,369,1
142,11.833,1293,1
12,1.5,89,1
17,2.429,106,1
12,12,12,1
344,21.5,3643,1
11,1,97,1
101,8.417,960,1
7,1.167,31,1
181,30.167,743,1
67,6.7,394,1
34,4.25,195,1
92,10.222,759,1
28,7,112,1
185,13.214,1687,1
58,6.444,349,1
339,24.214,2596,1
122,13.556,1055,1
10,1.667,51,1
54,7.714,321,1
15,1.5,122,1
16,2,86,1
73,9.125,511,1
71,8.875,398,1
181,20.111,1202,1
22,2.2,179,1
135,22.5,596,1
9,1.125,57,1
150,16.667,1020,1
19,2.714,84,1
222,24.667,1421,1
326,54.333,1400,1
334,13.917,7740,1
60,10,296,1
500,41.667,3568,1
321,22.929,2675,1
433,39.364,3365,1
245,20.417,2342,1
16,2.667,90,1
13,2.167,72,1
4,0.5,32,1
64,7.111,471,1
46,5.75,350,1
30,5,144,1
105,15,518,1
152,13.818,1278,1
117,14.625,653,1
41,4.556,241,1
107,11.889,632,1
7,1,49,1
227,16.214,2667,1
5,0.556,39,1
14,2,97,1
116,11.6,925,1
42,5.25,316,1
98,7,1054,1
83,8.3,686,1
186,7.44,4379,1
272,34,1369,1
7,1.4,33,1
18,2.25,144,1
32,4,127,1
46,7.667,207,1
88,8.8,588,1
18,2.571,82,1
14,2,96,1
37,4.625,273,1
346,49.429,1813,1
119,10.818,978,1
15,1.5,108,1
37,3.7,256,1
19,2.111,149,1
11,1.571,50,1
71,6.455,515,1
228,17.538,2791,1
168,9.333,2207,1
35,4.375,276,1
268,29.778,1654,1
44,5.5,330,1
46,5.111,280,1
24,3,129,1
167,18.556,1093,1
11,1.571,71,1
15,1.667,75,1
58,8.286,305,1
66,5.5,618,1
126,12.6,1103,1
9,1.125,65,1
64,9.143,408,1
40,3.333,352,1
69,1.816,2201,1
102,9.273,862,1
124,13.778,787,1
70,6.364,492,1
17,2.429,109,1
18,2.25,117,1
30,3,261,1
100,9.091,970,1
29,3.625,181,1
53,5.889,384,1
122,17.429,535,1
162,20.25,534,1
22,3.667,132,1
11,5.5,21,1
333,11.893,6057,1
34,3.778,216,1
13,2.167,54,1
96,16,426,1
61,6.1,509,1
48,6,283,1
154,10.267,1626,1
5,0.714,33,1
39,6.5,217,1
30,3,282,1
17,1.889,131,1
90,11.25,531,1
184,16.727,1791,1
22,2.75,160,1
391,24.438,4219,1
271,30.111,1724,1
19,2.714,54,1
337,14.042,8088,1
311,25.917,2914,1
35,3.889,254,1
34,3.091,326,1
74,9.25,525,1
8,1,43,1
116,10.545,1026,1
12,2,68,1
525,65.625,1865,1
176,17.6,972,1
20,4,73,1
13,1.857,91,1
16,1.6,160,1
173,24.714,1042,1
84,3.36,1722,1
12,1.091,108,1
60,5.455,401,1
42,4.667,309,1
175,19.444,894,1
30,2.308,253,1
16,1.778,78,1
41,5.125,316,1
292,11.68,6676,1
15,1.364,147,1
14,2.333,75,1
17,8.5,34,1
86,9.556,501,1
156,14.182,1219,1
13,2.6,44,1
22,4.4,100,1
47,6.714,289,1
37,4.111,270,1
66,7.333,420,1
35,5,245,1
27,3.857,140,1
415,25.938,4480,1
39,4.333,219,1
65,9.286,385,1
56,8,310,1
191,27.286,1000,1
178,7.12,3988,1
214,23.778,1440,1
80,8.889,603,1
123,13.667,994,1
337,21.063,3225,1
38,3.8,337,1
10,1.111,71,1
297,22.846,2318,1
45,2.368,498,1
12,1.091,108,1
16,2.286,103,1
19,2.714,133,1
81,9,710,1
16,1.778,103,1
65,8.125,377,1
13,1.857,77,1
37,3.7,332,1
171,17.1,773,1
26,3.25,129,1
31,4.429,187,1
84,7.636,779,1
14,2,72,1
76,8.444,653,1
20,2.5,138,1
10,1.429,70,1
71,8.875,218,1
22,2.75,144,1
122,11.091,881,1
23,2.875,184,1
47,7.833,127,1
35,3.5,55,1
20,5,74,1
13,1.857,77,1
271,27.1,1908,1
86,9.556,400,1
183,20.333,1225,1
80,8.889,500,1
25,2.5,162,1
91,13,520,1
30,3.75,197,1
19,2.375,149,1
10,1,89,1
265,18.929,2097,1
273,19.5,2681,1
161,17.889,755,1
172,19.111,1237,1
6,1.5,24,1
48,4.8,267,1
39,4.875,236,1
23,2.3,149,1
8,1.143,49,1
27,3.375,188,1
19,2.714,110,1
19,1.9,159,1
20,2,159,1
62,8.857,328,1
121,12.1,1027,1
14,2,95,1
42,6,287,1
34,3.4,272,1
26,3.714,182,1
222,17.077,1997,1
51,5.1,340,1
14,2.333,84,1
107,11.889,712,1
58,11.6,75,1
26,3.25,117,1
8,1.143,43,1
81,13.5,453,1
31,2.818,283,1
115,8.846,1039,1
44,5.5,334,1
19,2.111,143,1
167,15.182,1470,1
38,5.429,199,1
17,2.833,84,1
11,0.917,132,1
33,3.667,276,1
38,2.923,448,1
16,1.778,114,1
33,3.3,285,1
11,1.222,99,1
191,21.222,1284,1
157,22.429,961,1
306,34,2069,1
72,7.2,480,1
12,1.091,111,1
42,4.667,356,1
245,3.182,9871,1
64,6.4,618,1
4,0.571,28,1
28,3.111,194,1
21,2.1,196,1
94,8.545,700,1
5,1,14,1
248,24.8,1807,1
45,4.5,251,1
136,19.429,738,1
45,6.429,244,1
16,2,109,1
13,1.857,83,1
50,5,406,1
45,22.5,85,1
29,3.222,131,1
152,11.692,1410,1
259,28.778,1745,1
11,1.571,76,1
340,24.286,2682,1
4,0.571,28,1
9,1.125,71,1
15,1.875,97,1
54,9,311,1
65,9.286,386,1
7,0.875,53,1
38,3.8,357,1
104,9.455,943,1
207,23,1178,1
11,0.733,113,1
267,29.667,1242,1
84,9.333,598,1
39,3.9,304,1
6,0.667,41,1
536,59.556,2377,1
32,6.4,159,1
18,1.286,165,1
13,1.625,101,1
85,6.538,700,1
114,16.286,591,1
36,4.5,252,1
162,20.25,1024,1
250,25,1507,1
158,19.75,437,1
84,10.5,649,1
54,4.909,437,1
180,20,847,1
45,45,45,1
7,2.333,13,1
19,1.9,190,1
111,12.333,768,1
193,24.125,1280,1
3,1,8,1
11,1.571,74,1
533,59.222,2841,1
97,10.778,753,1
346,43.25,1828,1
35,4.375,260,1
534,59.333,3043,1
28,4.667,99,1
44,4.889,239,1
203,25.375,1246,1
30,4.286,183,1
99,99,99,1
30,3.75,240,1
271,27.1,2027,1
84,7.636,758,1
19,2.714,83,1
209,8.708,4976,1
123,12.3,1092,1
12,1.333,108,1
11,1.571,56,1
19,2.111,117,1
399,24.938,3685,1
32,4,157,1
16,2.667,81,1
110,6.471,1128,1
18,3,106,1
35,3.889,206,1
168,15.273,1337,1
30,1.5,358,1
14,1.556,126,1
49,5.444,424,1
147,13.364,1230,1
13,1.857,76,1
26,3.714,178,1
249,24.9,2097,1
11,1,99,1
31,4.429,155,1
40,4.444,246,1
71,6.455,567,1
19,1.9,146,1
410,29.286,3400,1
203,40.6,872,1
99,4.125,2282,1
18,2.571,90,1
43,8.6,172,1
95,15.833,519,1
23,1.917,172,1
103,12.875,511,1
96,16,519,1
79,9.875,604,1
9,1.286,57,1
16,2.286,71,1
51,7.286,346,1
13,2.167,69,1
97,10.778,849,1
24,3,185,1
249,10.826,5488,1
30,4.286,184,1
12,1.333,108,1
6,0.857,36,1
16,2.286,78,1
165,15,1282,1
16,1.778,118,1
31,4.429,154,1
43,5.375,319,1
105,11.667,821,1
34,0.479,659,1
157,19.625,1240,1
26,5.2,102,1
510,56.667,2732,1
13,2.167,76,1
26,5.2,128,1
32,32,32,1
44,4.4,375,1
106,6.235,1802,1
118,10.727,1061,1
108,13.5,750,1
2,0.4,10,1
170,7.083,4068,1
35,4.375,257,1
28,4.667,135,1
330,33,2215,1
48,6.857,206,1
103,11.444,770,1
94,15.667,486,1
155,17.222,1020,1
185,10.278,1193,1
243,34.714,817,1
116,9.667,984,1
12,1.5,86,1
38,5.429,242,1
219,24.333,1060,1
101,14.429,688,1
193,17.545,1451,1
35,35,35,1
36,6,215,1
129,21.5,437,1
422,30.143,3426,1
371,26.5,3066,1
77,8.556,388,1
28,4,147,1
122,10.167,1290,1
170,17,1577,1
62,6.889,371,1
11,2.75,42,1
13,1.625,83,1
17,1.545,122,1
96,16,458,1
19,2.714,102,1
7,1.167,23,1
62,4.429,561,1
261,23.727,1830,1
28,2.8,238,1
118,10.727,800,1
240,30,988,1
49,7,220,1
42,5.25,302,1
375,53.571,1124,1
2,0.286,13,1
534,59.333,3524,1
107,11.889,658,1
32,4,198,1
10,2.5,26,1
102,11.333,697,1
178,7.417,4141,1
24,4,111,1
100,14.286,686,1
36,5.143,236,1
15,2.5,67,1
71,10.143,334,1
8,0.727,41,1
82,9.111,690,1
266,22.167,2130,1
267,29.667,1754,1
86,9.556,524,1
433,30.929,3467,1
6,1,36,1
11,1.571,72,1
23,3.286,137,1
11,1.571,65,1
343,42.875,1661,1
4,0.571,28,1
20,2.5,145,1
56,6.222,469,1
32,2.909,188,1
13,1.625,96,1
11,1.375,85,1
12,2,72,1
16,2,100,1
340,14.167,3822,1
26,3.714,182,1
11,1.571,56,1
112,12.444,842,1
18,3,107,1
534,59.333,3208,1
77,7.7,697,1
19,3.8,38,1
13,2.167,78,1
6,3,11,1
35,4.375,258,1
53,4.077,430,1
84,7,709,1
4,0.8,14,1
86,7.818,723,1
37,5.286,184,1
272,24.727,2222,1
27,3.857,75,1
42,4.667,352,1
202,22.444,462,1
17,3.4,80,1
13,2.6,65,1
70,8.75,471,1
31,4.429,215,1
43,6.143,296,1
32,2.909,176,1
33,6.6,149,1
9,1.125,59,1
96,8.727,718,1
209,26.125,1384,1
121,12.1,804,1
22,2.2,128,1
127,11.545,959,1
107,11.889,667,1
9,1.125,52,1
191,14.692,1532,1
162,23.143,266,1
40,4.444,320,1
13,2.167,52,1
12,1.2,38,1
42,3.818,383,1
12,1.2,120,1
71,10.143,476,1
33,3.3,186,1
25,2.273,231,1
17,2.429,107,1
331,36.778,2323,1
23,3.286,126,1
35,3.5,290,1
92,10.222,575,1
284,20.286,2147,1
11,1.571,70,1
133,19,520,1
15,1.364,124,1
71,8.875,441,1
261,10.44,6164,1
15,2.5,75,1
7,0.875,44,1
106,13.25,592,1
13,1.083,153,1
19,2.375,101,1
18,2.25,134,1
433,33.308,3404,1
44,5.5,237,1
65,7.222,460,1
346,43.25,1607,1
83,13.833,410,1
82,9.111,682,1
17,1.889,81,1
154,17.111,1008,1
108,12,855,1
11,1.571,77,1
86,9.556,586,1
38,5.429,253,1
367,33.364,3108,1
12,1.714,83,1
419,27.933,3309,1
75,8.333,632,1
19,1.9,132,1
352,39.111,2193,1
50,10,203,1
311,34.556,1629,1
92,10.222,531,1
259,28.778,1624,1
271,27.1,1556,1
54,6.75,317,1
284,20.286,2777,1
86,7.818,764,1
20,2.222,180,1
22,2,193,1
33,2.538,229,1
19,4.75,70,1
31,5.167,151,1
33,4.714,171,1
14,2,97,1
29,2.9,166,1
159,15.9,1213,1
96,12,368,1
60,60,60,1
14,1.75,112,1
23,2.3,181,1
16,1.6,119,1
252,21,2062,1
39,4.875,275,1
45,7.5,261,1
7,1,31,1
25,3.571,156,1
32,3.2,252,1
63,7.875,481,1
135,19.286,692,1
8,0.8,80,1
54,5.4,372,1
25,2.273,250,1
130,13,1113,1
21,2.625,161,1
7,1.4,35,1
76,9.5,432,1
104,9.455,854,1
67,5.583,566,1
57,8.143,318,1
151,16.778,1279,1
160,17.778,1098,1
336,14,7729,1
136,9.067,1526,1
80,10,590,1
18,1.8,146,1
13,1.857,86,1
9,0.9,79,1
5,1,25,1
29,3.222,185,1
16,2,114,1
23,2.875,173,1
34,3.4,273,1
414,34.5,3646,1
187,7.48,4408,1
122,12.2,659,1
9,1,71,1
26,2.364,254,1
233,21.182,1734,1
509,56.556,1736,1
536,59.556,3924,1
125,13.889,676,1
44,3.667,405,1
13,2.6,54,1
17,2.429,94,1
81,9,602,1
243,15.188,2756,1
349,38.778,1422,1
18,2.571,57,1
13,2.6,60,1
10,1.429,57,1
64,6.4,585,1
44,4.4,405,1
271,24.636,1616,1
18,1.8,164,1
157,6.542,3609,1
6,1.2,22,1
38,4.75,244,1
132,14.667,823,1
21,1.909,166,1
412,29.429,3869,1
19,2.111,110,1
22,2.444,151,1
22,3.667,132,1
30,3.333,253,1
24,6,92,1
96,9.6,851,1
208,26,817,1
22,1.294,283,1
36,4,304,1
16,3.2,75,1
183,16.636,1503,1
68,8.5,472,1
43,5.375,325,1
280,31.111,1724,1
25,2.273,256,1
38,4.222,307,1
51,7.286,325,1
72,6,745,1
12,2.4,35,1
33,3.3,306,1
49,5.444,302,1
22,2.2,157,1
33,4.125,210,1
35,5,245,1
53,6.625,416,1
14,2,83,1
61,6.1,582,1
59,8.429,413,1
24,4.8,114,1
20,2,156,1
21,2.625,108,1
18,2.25,127,1
176,14.667,1265,1
21,2.625,117,1
390,27.857,3224,1
3,1,7,1
4,1.333,12,1
240,26.667,1542,1
280,28,2157,1
33,4.714,221,1
245,22.273,2235,1
80,11.429,538,1
330,33,2545,1
54,6.75,411,1
21,3,123,1
10,1.667,52,1
16,2,100,1
97,16.167,462,1
17,2.833,89,1
11,1.222,77,1
12,1.5,83,1
16,2,110,1
131,13.1,1123,1
67,9.571,257,1
5,0.625,36,1
28,3.111,153,1
9,3,18,1
28,3.111,246,1
504,50.4,3352,1
12,2.4,53,1
5,0.625,40,1
474,47.4,2740,1
47,5.222,388,1
510,56.667,1323,1
17,2.429,108,1
111,12.333,570,1
83,9.222,561,1
14,2,98,1
41,4.556,256,1
102,9.273,930,1
87,7.909,634,1
101,12.625,790,1
10,0.909,102,1
29,2.636,244,1
45,6.429,223,1
27,5.4,84,1
53,5.889,323,1
11,1.833,56,1
187,13.357,1248,1
403,23.706,3568,1
75,6.818,560,1
8,1,56,1
57,7.125,437,1
184,30.667,770,1
197,19.7,1160,1
203,8.12,4713,1
117,9.75,945,1
70,8.75,512,1
497,41.417,3544,1
28,4,166,1
32,5.333,134,1
103,9.364,653,1
107,11.889,749,1
35,5,230,1
23,3.286,136,1
63,12.6,288,1
299,33.222,1545,1
53,5.3,430,1
8,1.333,43,1
10,1,53,1
89,89,89,1
27,1.929,268,1
70,8.75,510,1
10,1.429,54,1
25,3.125,146,1
16,3.2,74,1
42,5.25,321,1
63,9,437,1
75,10.714,476,1
22,2.75,139,1
79,7.182,731,1
198,24.75,1318,1
20,2.5,157,1
41,5.125,310,1
75,7.5,682,1
11,1.571,70,1
10,1,91,1
252,25.2,1953,1
97,16.167,419,1
52,1.368,1801,1
14,2,77,1
7,1.4,35,1
31,4.429,200,1
15,1.875,102,1
91,91,91,1
272,24.727,1824,1
56,4.667,556,1
59,5.9,407,1
41,5.857,208,1
9,1.286,42,1
27,3.375,184,1
32,6.4,160,1
50,5,373,1
154,14,884,1
16,2,128,1
16,4,60,1
19,3.167,109,1
8,1.333,48,1
186,13.286,1698,1
37,6.167,168,1
302,37.75,1763,1
55,6.111,345,1
25,5,116,1
30,3.75,180,1
13,2.167,78,1
59,7.375,416,1
319,22.786,2577,1
22,1.294,286,1
13,1.857,89,1
56,8,157,1
29,2.071,204,1
184,16.727,1611,1
4,0.5,32,1
36,5.143,217,1
38,3.8,339,1
9,1.286,47,1
12,1.2,112,1
20,2.857,123,1
59,7.375,366,1
47,5.222,366,1
44,4.889,307,1
115,9.583,790,1
163,20.375,1280,1
109,13.625,753,1
4,0.8,14,1
118,9.833,1086,1
28,4,194,1
20,1.818,197,1
22,2.75,138,1
322,24.769,2990,1
83,9.222,634,1
30,6,144,1
284,21.846,2040,1
6,0.75,40,1
12,1.5,72,1
45,5,363,1
70,10,478,1
7,0.7,53,1
121,13.444,845,1
36,5.143,220,1
16,2,111,1
40,40,40,1
306,34,2222,1
22,22,22,1
66,9.429,417,1
17,3.4,73,1
353,9.051,8370,1
24,3.429,119,1
346,49.429,1771,1
85,9.444,621,1
37,4.625,223,1
63,12.6,292,1
4,0.571,19,1
371,16.13,8533,1
6,1.2,23,1
343,49,1854,1
40,5.714,219,1
12,1.5,72,1
20,2.5,160,1
82,9.111,679,1
14,1.75,62,1
510,56.667,2918,1
14,2,92,1
48,5.333,319,1
47,5.875,331,1
189,18.9,973,1
395,28.214,3636,1
125,11.364,1105,1
13,2.6,45,1
5,0.556,25,1
38,2.923,462,1
125,5.208,2877,1
302,25.167,2880,1
80,6.667,646,1
7,1.167,32,1
344,21.5,3146,1
9,1.125,70,1
96,16,371,1
28,4,153,1
53,5.3,481,1
34,3.4,301,1
44,4.889,374,1
72,12,428,1
261,23.727,1711,1
33,3.3,250,1
168,18.667,1000,1
36,4.5,288,1
274,22.833,2687,1
38,6.333,190,1
37,4.111,315,1
9,0.818,81,1
187,7.48,4390,1
15,2.143,105,1
17,1.889,137,1
18,2,146,1
187,20.778,1323,1
8,0.8,70,1
61,8.714,339,1
8,1.143,56,1
38,3.8,360,1
11,1.571,67,1
146,13.273,932,1
54,6.75,336,1
37,4.111,299,1
13,1.625,103,1
154,19.25,1072,1
10,0.769,105,1
2,0.4,7,1
20,1.818,194,1
99,19.8,436,1
13,1.625,102,1
83,8.3,675,1
98,9.8,818,1
22,3.143,136,1
22,2,215,1
71,7.889,487,1
14,1.167,161,1
98,10.889,584,1
14,2.333,84,1
45,4.091,363,1
32,4.571,193,1
12,2,72,1
32,5.333,146,1
20,0.87,309,1
41,5.125,320,1
126,12.6,1086,1
43,6.143,243,1
38,3.8,341,1
8,0.667,96,1
37,3.7,262,1
46,6.571,240,1
104,8,864,1
21,2.333,166,1
245,22.273,2063,1
71,5.917,645,1
5,0.625,40,1
7,1.167,35,1
57,5.7,410,1
71,7.889,573,1
2,0.286,13,1
25,3.125,165,1
11,1.571,71,1
27,3,237,1
508,56.444,2379,1
18,2.25,142,1
123,15.375,814,1
20,2.857,126,1
117,4.875,2048,1
36,6,214,1
21,2.625,113,1
178,25.429,990,1
118,11.8,879,1
54,7.714,230,1
41,5.857,232,1
256,25.6,1995,1
38,3.8,209,1
28,5.6,122,1
41,4.556,274,1
92,4,1126,1
77,8.556,672,1
59,7.375,317,1
83,9.222,554,1
24,3,187,1
370,26.429,3357,1
424,141.33,709,1
49,4.9,462,1
183,22.875,1112,1
8,1.333,48,1
20,2.222,90,1
20,2.857,83,1
53,5.3,414,1
159,15.9,1144,1
95,11.875,712,1
487,37.462,3988,1
44,4.889,371,1
18,2.571,55,1
123,13.667,1091,1
6,0.75,31,1
9,0.818,71,1
25,3.125,182,1
50,8.333,214,1
141,10.071,1323,1
10,1.25,74,1
97,8.818,711,1
21,2.333,146,1
393,24.563,4103,1
22,2,177,1
13,1.083,153,1
190,27.143,1126,1
31,3.875,216,1
104,52,110,1
47,5.222,399,1
21,2.625,142,1
114,12.667,760,1
12,1.5,95,1
233,29.125,1239,1
98,14,337,1
32,1.143,667,1
33,3.667,243,1
23,3.286,161,1
99,11,693,1
19,2.714,130,1
93,10.333,743,1
44,3.143,472,1
5,0.556,40,1
14,2,98,1
13,2.167,77,1
271,22.583,1818,1
20,2.222,100,1
46,6.571,320,1
10,1.429,70,1
511,63.875,1380,1
213,30.429,1112,1
26,3.25,168,1
35,3.5,240,1
47,6.714,249,1
14,2,77,1
6,0.75,31,1
29,3.222,195,1
11,1.571,77,1
53,6.625,325,1
43,4.778,371,1
8,0.8,72,1
108,13.5,593,1
23,3.286,135,1
35,3.889,262,1
69,11.5,308,1
228,20.727,1558,1
