@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
6,90,2.5,1
8,128,2,1
9,198,2.444,1
10,470,4.7,1
19,2337,6.474,1
9,1467,18.111,1
13,1352,8,1
8,160,2.5,1
7,35,0.714,1
5,100,4,1
7,777,15.857,1
11,264,2.182,1
8,1848,28.875,1
8,128,2,1
10,150,1.5,1
9,477,5.889,1
8,96,1.5,1
9,63,0.778,1
11,913,7.545,1
9,189,2.333,1
10,2490,24.9,1
10,180,1.8,1
10,2930,29.3,1
1,109,109,1
7,294,6,1
9,972,12,1
10,3270,32.7,1
7,672,13.714,1
4,8,0.5,1
7,266,5.429,1
9,261,3.222,1
9,162,2,1
9,4590,56.667,1
9,333,4.111,1
6,174,4.833,1
6,66,1.833,1
5,165,6.6,1
9,1098,13.556,1
14,798,4.071,1
8,64,1,1
10,140,1.4,1
8,672,10.5,1
6,12,0.333,1
7,378,7.714,1
9,4788,59.111,1
9,144,1.778,1
6,348,9.667,1
8,120,1.875,1
5,1015,40.6,1
8,128,2,1
9,738,9.111,1
7,245,5,1
8,296,4.625,1
9,1449,17.889,1
8,392,6.125,1
9,747,9.222,1
10,2710,27.1,1
10,340,3.4,1
10,210,2.1,1
5,195,7.8,1
7,112,2.286,1
5,145,5.8,1
7,497,10.143,1
4,68,4.25,1
10,580,5.8,1
7,105,2.143,1
10,990,9.9,1
4,392,24.5,1
12,264,1.833,1
8,1032,16.125,1
8,184,2.875,1
8,72,1.125,1
6,84,2.333,1
14,2562,13.071,1
1,40,40,1
12,3192,22.167,1
18,1422,4.389,1
9,351,4.333,1
10,2710,27.1,1
7,238,4.857,1
10,210,2.1,1
9,1998,24.667,1
3,12,1.333,1
9,4797,59.222,1
8,224,3.5,1
7,245,5,1
8,208,3.25,1
7,161,3.286,1
23,2852,5.391,1
10,2850,28.5,1
9,891,11,1
5,70,2.8,1
11,1452,12,1
9,1080,13.333,1
9,405,5,1
8,600,9.375,1
7,287,5.857,1
9,315,3.889,1
9,4590,56.667,1
4,548,34.25,1
10,2580,25.8,1
8,304,4.75,1
6,600,16.667,1
9,306,3.778,1
8,360,5.625,1
11,330,2.727,1
10,220,2.2,1
8,600,9.375,1
12,828,5.75,1
8,1536,24,1
8,40,0.625,1
10,260,2.6,1
9,2745,33.889,1
12,864,6,1
8,1240,19.375,1
11,2981,24.636,1
7,63,1.286,1
5,495,19.8,1
10,570,5.7,1
8,48,0.75,1
7,91,1.857,1
8,1440,22.5,1
7,189,3.857,1
6,108,3,1
9,1548,19.111,1
8,416,6.5,1
9,468,5.778,1
77,20867,3.519,1
9,108,1.333,1
5,50,2,1
6,24,0.667,1
11,88,0.727,1
9,3321,41,1
8,760,11.875,1
5,55,2.2,1
8,1936,30.25,1
8,72,1.125,1
8,256,4,1
27,7209,9.889,1
11,209,1.727,1
9,2070,25.556,1
7,287,5.857,1
9,333,4.111,1
11,352,2.909,1
3,9,1,1
8,736,11.5,1
9,1188,14.667,1
11,2343,19.364,1
6,126,3.5,1
11,99,0.818,1
10,970,9.7,1
8,280,4.375,1
8,664,10.375,1
12,2004,13.917,1
8,64,1,1
10,2270,22.7,1
7,378,7.714,1
14,378,1.929,1
9,747,9.222,1
7,2422,49.429,1
6,180,5,1
8,144,2.25,1
10,1000,10,1
11,704,5.818,1
5,135,5.4,1
11,2640,21.818,1
24,3240,5.625,1
8,376,5.875,1
7,427,8.714,1
10,490,4.9,1
6,54,1.5,1
25,7300,11.68,1
8,368,5.75,1
8,2736,42.75,1
13,4446,26.308,1
9,2358,29.111,1
9,189,2.333,1
9,360,4.444,1
9,2979,36.778,1
11,407,3.364,1
7,49,1,1
6,576,16,1
8,96,1.5,1
9,423,5.222,1
9,954,11.778,1
8,1048,16.375,1
10,480,4.8,1
7,161,3.286,1
11,825,6.818,1
8,408,6.375,1
10,570,5.7,1
7,126,2.571,1
5,575,23,1
10,2620,26.2,1
7,98,2,1
2,90,22.5,1
7,98,2,1
10,360,3.6,1
5,85,3.4,1
9,2502,30.889,1
9,72,0.889,1
10,1000,10,1
9,171,2.111,1
8,504,7.875,1
4,72,4.5,1
7,231,4.714,1
12,84,0.583,1
8,40,0.625,1
10,90,0.9,1
24,8160,14.167,1
3,27,3,1
9,441,5.444,1
10,4740,47.4,1
5,195,7.8,1
7,126,2.571,1
9,1494,18.444,1
11,3333,27.545,1
7,406,8.286,1
9,612,7.556,1
8,192,3,1
10,5110,51.1,1
9,1440,17.778,1
8,64,1,1
5,35,1.4,1
10,1260,12.6,1
9,702,8.667,1
7,861,17.571,1
5,30,1.2,1
4,76,4.75,1
38,4826,3.342,1
9,261,3.222,1
12,732,5.083,1
7,98,2,1
7,98,2,1
9,2655,32.778,1
7,140,2.857,1
11,275,2.273,1
13,2769,16.385,1
13,2483,14.692,1
8,792,12.375,1
11,99,0.818,1
9,378,4.667,1
6,66,1.833,1
9,99,1.222,1
9,4806,59.333,1
9,90,1.111,1
8,816,12.75,1
11,88,0.727,1
7,525,10.714,1
7,553,11.286,1
26,7644,11.308,1
9,756,9.333,1
4,24,1.5,1
7,322,6.571,1
12,504,3.5,1
11,462,3.818,1
7,49,1,1
9,288,3.556,1
19,247,0.684,1
8,2168,33.875,1
8,200,3.125,1
7,70,1.429,1
8,1128,17.625,1
10,310,3.1,1
8,32,0.5,1
24,4248,7.375,1
7,105,2.143,1
7,1533,31.286,1
7,518,10.571,1
12,240,1.667,1
5,20,0.8,1
8,336,5.25,1
5,315,12.6,1
25,7275,11.64,1
11,792,6.545,1
6,300,8.333,1
7,1134,23.143,1
7,126,2.571,1
10,410,4.1,1
7,266,5.429,1
4,48,3,1
12,3132,21.75,1
8,88,1.375,1
9,396,4.889,1
8,64,1,1
9,108,1.333,1
10,580,5.8,1
8,176,2.75,1
9,441,5.444,1
9,909,11.222,1
6,114,3.167,1
6,42,1.167,1
9,1782,22,1
10,370,3.7,1
8,96,1.5,1
8,144,2.25,1
8,48,0.75,1
9,351,4.333,1
9,153,1.889,1
7,224,4.571,1
5,140,5.6,1
9,423,5.222,1
8,136,2.125,1
5,135,5.4,1
7,420,8.571,1
9,1917,23.667,1
7,70,1.429,1
9,963,11.889,1
11,880,7.273,1
10,330,3.3,1
10,3300,33,1
6,582,16.167,1
24,3768,6.542,1
14,2100,10.714,1
8,296,4.625,1
5,35,1.4,1
8,296,4.625,1
6,210,5.833,1
9,486,6,1
6,96,2.667,1
5,75,3,1
8,128,2,1
8,496,7.75,1
9,675,8.333,1
8,192,3,1
7,378,7.714,1
7,63,1.286,1
1,40,40,1
11,385,3.182,1
8,768,12,1
9,207,2.556,1
7,301,6.143,1
9,1368,16.889,1
8,936,14.625,1
12,828,5.75,1
7,63,1.286,1
8,1560,24.375,1
11,220,1.818,1
7,63,1.286,1
8,1056,16.5,1
2,14,3.5,1
26,10712,15.846,1
7,161,3.286,1
8,320,5,1
7,560,11.429,1
10,470,4.7,1
5,70,2.8,1
7,315,6.429,1
9,972,12,1
11,352,2.909,1
10,1310,13.1,1
10,410,4.1,1
7,700,14.286,1
8,120,1.875,1
8,200,3.125,1
8,560,8.75,1
5,20,0.8,1
7,112,2.286,1
9,2439,30.111,1
9,315,3.889,1
7,602,12.286,1
8,176,2.75,1
9,1548,19.111,1
9,1134,14,1
1,123,123,1
7,1351,27.571,1
3,12,1.333,1
7,812,16.571,1
9,477,5.889,1
9,1089,13.444,1
10,520,5.2,1
9,369,4.556,1
10,440,4.4,1
9,972,12,1
7,147,3,1
5,220,8.8,1
8,792,12.375,1
8,1184,18.5,1
10,100,1,1
9,189,2.333,1
7,1323,27,1
12,96,0.667,1
5,60,2.4,1
25,8500,13.6,1
8,200,3.125,1
7,133,2.714,1
5,20,0.8,1
7,721,14.714,1
14,5894,30.071,1
9,261,3.222,1
8,600,9.375,1
10,230,2.3,1
17,391,1.353,1
9,1422,17.556,1
7,861,17.571,1
6,576,16,1
28,7868,10.036,1
7,280,5.714,1
7,84,1.714,1
10,380,3.8,1
6,54,1.5,1
12,516,3.583,1
9,4824,59.556,1
10,410,4.1,1
2,558,139.5,1
8,160,2.5,1
5,480,19.2,1
11,88,0.727,1
6,240,6.667,1
6,576,16,1
10,450,4.5,1
7,1533,31.286,1
10,340,3.4,1
9,918,11.333,1
7,735,15,1
7,301,6.143,1
6,72,2,1
25,4650,7.44,1
9,486,6,1
12,480,3.333,1
28,4788,6.107,1
10,5350,53.5,1
6,66,1.833,1
10,1260,12.6,1
9,1296,16,1
9,414,5.111,1
8,496,7.75,1
9,405,5,1
17,374,1.294,1
8,200,3.125,1
14,532,2.714,1
13,78,0.462,1
7,266,5.429,1
10,1760,17.6,1
9,126,1.556,1
9,468,5.778,1
8,288,4.5,1
5,15,0.6,1
8,232,3.625,1
16,2928,11.438,1
6,78,2.167,1
17,1870,6.471,1
8,1344,21,1
9,477,5.889,1
10,230,2.3,1
8,200,3.125,1
12,1008,7,1
8,80,1.25,1
7,483,9.857,1
6,144,4,1
11,242,2,1
8,1360,21.25,1
7,210,4.286,1
7,315,6.429,1
5,20,0.8,1
1,25,25,1
10,3180,31.8,1
8,432,6.75,1
14,3976,20.286,1
7,1505,30.714,1
8,488,7.625,1
7,1008,20.571,1
9,1593,19.667,1
10,620,6.2,1
8,544,8.5,1
11,99,0.818,1
9,486,6,1
9,81,1,1
7,98,2,1
7,2625,53.571,1
10,1590,15.9,1
7,392,8,1
4,176,11,1
6,96,2.667,1
11,220,1.818,1
24,6744,11.708,1
6,342,9.5,1
15,4020,17.867,1
7,217,4.429,1
9,1494,18.444,1
9,1647,20.333,1
7,105,2.143,1
9,765,9.444,1
4,356,22.25,1
9,774,9.556,1
9,837,10.333,1
10,170,1.7,1
7,245,5,1
8,32,0.5,1
8,168,2.625,1
8,536,8.375,1
10,2680,26.8,1
10,490,4.9,1
11,1111,9.182,1
12,1416,9.833,1
9,387,4.778,1
9,351,4.333,1
9,369,4.556,1
16,6784,26.5,1
7,147,3,1
8,80,1.25,1
5,35,1.4,1
12,96,0.667,1
6,174,4.833,1
9,252,3.111,1
10,1280,12.8,1
7,133,2.714,1
7,98,2,1
5,410,16.4,1
14,798,4.071,1
8,184,2.875,1
7,273,5.571,1
9,414,5.111,1
8,176,2.75,1
7,133,2.714,1
9,900,11.111,1
10,240,2.4,1
11,484,4,1
10,810,8.1,1
10,340,3.4,1
9,4572,56.444,1
8,96,1.5,1
14,798,4.071,1
7,63,1.286,1
5,115,4.6,1
9,2241,27.667,1
8,4088,63.875,1
9,1395,17.222,1
10,2610,26.1,1
8,472,7.375,1
9,576,7.111,1
6,84,2.333,1
9,288,3.556,1
23,3151,5.957,1
7,91,1.857,1
7,133,2.714,1
9,369,4.556,1
6,780,21.667,1
7,644,13.143,1
5,60,2.4,1
10,200,2,1
8,560,8.75,1
11,935,7.727,1
8,32,0.5,1
9,1377,17,1
5,60,2.4,1
9,1656,20.444,1
9,4590,56.667,1
8,584,9.125,1
10,530,5.3,1
10,110,1.1,1
11,990,8.182,1
11,946,7.818,1
9,4581,56.556,1
10,120,1.2,1
7,217,4.429,1
8,664,10.375,1
13,1079,6.385,1
8,96,1.5,1
8,384,6,1
8,56,0.875,1
8,640,10,1
24,4752,8.25,1
4,188,11.75,1
11,3333,27.545,1
8,152,2.375,1
7,28,0.571,1
10,290,2.9,1
9,900,11.111,1
8,56,0.875,1
10,1190,11.9,1
9,963,11.889,1
12,264,1.833,1
7,189,3.857,1
8,72,1.125,1
8,392,6.125,1
9,396,4.889,1
5,40,1.6,1
7,2135,43.571,1
7,378,7.714,1
7,140,2.857,1
7,161,3.286,1
10,500,5,1
7,210,4.286,1
11,341,2.818,1
11,2673,22.091,1
9,675,8.333,1
7,665,13.571,1
6,372,10.333,1
8,488,7.625,1
9,351,4.333,1
9,4797,59.222,1
7,329,6.714,1
9,243,3,1
9,324,4,1
5,55,2.2,1
7,63,1.286,1
8,56,0.875,1
11,2695,22.273,1
6,198,5.5,1
9,342,4.222,1
9,180,2.222,1
8,656,10.25,1
6,570,15.833,1
10,2720,27.2,1
11,803,6.636,1
8,264,4.125,1
3,270,30,1
10,220,2.2,1
5,160,6.4,1
11,957,7.909,1
6,222,6.167,1
11,3311,27.364,1
7,322,6.571,1
8,552,8.625,1
8,1008,15.75,1
7,231,4.714,1
10,600,6,1
10,630,6.3,1
23,2001,3.783,1
9,234,2.889,1
9,684,8.444,1
12,3684,25.583,1
5,75,3,1
7,42,0.857,1
8,112,1.75,1
10,2710,27.1,1
7,84,1.714,1
8,208,3.25,1
7,287,5.857,1
10,610,6.1,1
7,70,1.429,1
11,2035,16.818,1
8,64,1,1
9,324,4,1
11,143,1.182,1
10,880,8.8,1
10,410,4.1,1
9,738,9.111,1
6,564,15.667,1
9,1071,13.222,1
10,200,2,1
9,2079,25.667,1
13,3601,21.308,1
7,77,1.571,1
8,1720,26.875,1
8,24,0.375,1
9,585,7.222,1
12,3972,27.583,1
7,133,2.714,1
7,119,2.429,1
9,351,4.333,1
9,45,0.556,1
8,72,1.125,1
8,744,11.625,1
5,535,21.4,1
5,120,4.8,1
8,120,1.875,1
10,1520,15.2,1
9,2511,31,1
10,490,4.9,1
1,99,99,1
4,112,7,1
10,1240,12.4,1
8,248,3.875,1
5,195,7.8,1
5,350,14,1
7,238,4.857,1
7,763,15.571,1
8,64,1,1
10,2360,23.6,1
6,246,6.833,1
8,184,2.875,1
8,80,1.25,1
7,315,6.429,1
7,175,3.571,1
9,180,2.222,1
10,1620,16.2,1
28,1260,1.607,1
8,2176,34,1
7,301,6.143,1
7,112,2.286,1
8,336,5.25,1
9,198,2.444,1
9,738,9.111,1
10,130,1.3,1
8,56,0.875,1
8,112,1.75,1
7,252,5.143,1
11,352,2.909,1
7,42,0.857,1
10,350,3.5,1
8,416,6.5,1
8,288,4.5,1
1,7,7,1
3,9,1,1
8,312,4.875,1
8,96,1.5,1
6,36,1,1
14,2590,13.214,1
11,2035,16.818,1
10,5100,51,1
9,873,10.778,1
8,104,1.625,1
8,208,3.25,1
7,35,0.714,1
5,45,1.8,1
13,572,3.385,1
7,42,0.857,1
8,32,0.5,1
9,207,2.556,1
7,42,0.857,1
9,495,6.111,1
11,2992,24.727,1
9,297,3.667,1
8,168,2.625,1
5,80,3.2,1
9,108,1.333,1
8,208,3.25,1
9,963,11.889,1
9,135,1.667,1
9,207,2.556,1
17,357,1.235,1
11,737,6.091,1
8,2384,37.25,1
9,963,11.889,1
8,248,3.875,1
5,110,4.4,1
8,424,6.625,1
6,78,2.167,1
10,1190,11.9,1
6,786,21.833,1
13,1729,10.231,1
6,18,0.5,1
8,672,10.5,1
10,2340,23.4,1
5,115,4.6,1
7,238,4.857,1
10,2050,20.5,1
7,175,3.571,1
1,60,60,1
5,70,2.8,1
19,228,0.632,1
5,75,3,1
7,112,2.286,1
12,264,1.833,1
7,217,4.429,1
7,322,6.571,1
6,66,1.833,1
6,294,8.167,1
4,16,1,1
10,500,5,1
6,48,1.333,1
8,328,5.125,1
14,4760,24.286,1
13,1001,5.923,1
8,336,5.25,1
9,1665,20.556,1
10,630,6.3,1
2,34,8.5,1
13,5317,31.462,1
10,250,2.5,1
9,198,2.444,1
7,28,0.571,1
10,390,3.9,1
9,117,1.444,1
17,1802,6.235,1
6,684,19,1
9,4815,59.444,1
13,5304,31.385,1
25,4675,7.48,1
9,603,7.444,1
7,161,3.286,1
9,738,9.111,1
7,203,4.143,1
9,117,1.444,1
9,927,11.444,1
9,234,2.889,1
9,738,9.111,1
9,4590,56.667,1
8,208,3.25,1
7,133,2.714,1
8,352,5.5,1
7,182,3.714,1
17,1666,5.765,1
1,32,32,1
9,1818,22.444,1
10,2620,26.2,1
7,77,1.571,1
7,49,1,1
6,498,13.833,1
9,1089,13.444,1
14,5096,26,1
23,6233,11.783,1
9,2439,30.111,1
6,48,1.333,1
8,184,2.875,1
9,1962,24.222,1
8,112,1.75,1
8,104,1.625,1
9,4599,56.778,1
10,290,2.9,1
6,84,2.333,1
6,198,5.5,1
11,121,1,1
10,2620,26.2,1
8,392,6.125,1
8,128,2,1
7,91,1.857,1
8,160,2.5,1
8,552,8.625,1
15,4410,19.6,1
8,672,10.5,1
59,4956,1.424,1
8,1496,23.375,1
10,340,3.4,1
9,171,2.111,1
7,301,6.143,1
12,516,3.583,1
10,80,0.8,1
8,864,13.5,1
7,609,12.429,1
9,756,9.333,1
9,1215,15,1
8,1920,30,1
8,664,10.375,1
7,98,2,1
10,230,2.3,1
9,144,1.778,1
8,664,10.375,1
5,60,2.4,1
4,384,24,1
10,3190,31.9,1
12,2784,19.333,1
7,140,2.857,1
7,77,1.571,1
9,324,4,1
8,1296,20.25,1
9,153,1.889,1
13,4524,26.769,1
7,266,5.429,1
12,528,3.667,1
7,77,1.571,1
8,160,2.5,1
9,747,9.222,1
24,4080,7.083,1
7,63,1.286,1
5,30,1.2,1
7,343,7,1
8,968,15.125,1
8,872,13.625,1
5,25,1,1
10,2710,27.1,1
9,153,1.889,1
10,150,1.5,1
17,2907,10.059,1
2,38,9.5,1
12,468,3.25,1
5,25,1,1
9,108,1.333,1
8,88,1.375,1
10,2280,22.8,1
9,684,8.444,1
8,248,3.875,1
10,130,1.3,1
20,600,1.5,1
7,91,1.857,1
7,231,4.714,1
11,2981,24.636,1
8,296,4.625,1
6,456,12.667,1
5,95,3.8,1
9,135,1.667,1
10,1540,15.4,1
7,133,2.714,1
9,1530,18.889,1
11,3707,30.636,1
11,2013,16.636,1
8,592,9.25,1
7,63,1.286,1
12,864,6,1
5,170,6.8,1
7,217,4.429,1
9,1098,13.556,1
8,56,0.875,1
11,352,2.909,1
7,210,4.286,1
3,93,10.333,1
7,847,17.286,1
7,84,1.714,1
15,3330,14.8,1
9,4815,59.444,1
10,100,1,1
7,56,1.143,1
8,144,2.25,1
12,1224,8.5,1
8,144,2.25,1
11,594,4.909,1
10,2710,27.1,1
8,64,1,1
7,1617,33,1
5,160,6.4,1
7,238,4.857,1
7,91,1.857,1
8,560,8.75,1
7,133,2.714,1
6,300,8.333,1
9,729,9,1
6,84,2.333,1
8,104,1.625,1
7,266,5.429,1
9,306,3.778,1
28,896,1.143,1
9,1197,14.778,1
24,4488,7.792,1
10,390,3.9,1
14,2618,13.357,1
10,3160,31.6,1
9,81,1,1
17,6851,23.706,1
9,324,4,1
11,1309,10.818,1
7,1106,22.571,1
10,110,1.1,1
6,168,4.667,1
9,72,0.889,1
13,5720,33.846,1
11,99,0.818,1
9,423,5.222,1
8,96,1.5,1
8,152,2.375,1
9,189,2.333,1
6,126,3.5,1
10,190,1.9,1
8,560,8.75,1
7,119,2.429,1
6,102,2.833,1
8,376,5.875,1
9,4680,57.778,1
6,1326,36.833,1
11,2024,16.727,1
9,126,1.556,1
7,161,3.286,1
8,112,1.75,1
8,96,1.5,1
8,136,2.125,1
5,65,2.6,1
11,462,3.818,1
8,2104,32.875,1
9,216,2.667,1
9,1512,18.667,1
8,96,1.5,1
8,656,10.25,1
11,77,0.636,1
6,42,1.167,1
9,396,4.889,1
10,260,2.6,1
8,1184,18.5,1
9,486,6,1
10,2420,24.2,1
7,245,5,1
7,287,5.857,1
22,1562,3.227,1
10,330,3.3,1
9,162,2,1
7,49,1,1
9,450,5.556,1
7,1036,21.143,1
9,801,9.889,1
12,312,2.167,1
9,1125,13.889,1
6,276,7.667,1
9,1395,17.222,1
12,156,1.083,1
9,171,2.111,1
7,287,5.857,1
23,2760,5.217,1
25,2875,4.6,1
10,790,7.9,1
9,2997,37,1
9,774,9.556,1
10,1030,10.3,1
7,238,4.857,1
10,180,1.8,1
7,28,0.571,1
8,136,2.125,1
11,1342,11.091,1
6,150,4.167,1
7,343,7,1
10,380,3.8,1
11,2024,16.727,1
8,240,3.75,1
13,1508,8.923,1
9,153,1.889,1
9,972,12,1
9,432,5.333,1
6,294,8.167,1
9,198,2.444,1
27,8640,11.852,1
10,250,2.5,1
9,2979,36.778,1
9,288,3.556,1
7,798,16.286,1
9,189,2.333,1
23,2116,4,1
6,60,1.667,1
6,264,7.333,1
9,1098,13.556,1
9,648,8,1
8,72,1.125,1
18,3024,9.333,1
8,72,1.125,1
10,350,3.5,1
12,852,5.917,1
10,180,1.8,1
8,592,9.25,1
8,1200,18.75,1
10,670,6.7,1
5,290,11.6,1
7,28,0.571,1
10,330,3.3,1
8,520,8.125,1
9,711,8.778,1
10,230,2.3,1
5,190,7.6,1
9,63,0.778,1
7,735,15,1
11,1034,8.545,1
8,1720,26.875,1
6,96,2.667,1
8,656,10.25,1
8,232,3.625,1
7,147,3,1
21,273,0.619,1
10,110,1.1,1
9,4815,59.444,1
8,2192,34.25,1
11,781,6.455,1
11,473,3.909,1
8,2720,42.5,1
1,31,31,1
7,161,3.286,1
8,312,4.875,1
6,102,2.833,1
8,256,4,1
9,2475,30.556,1
10,200,2,1
10,260,2.6,1
8,368,5.75,1
8,40,0.625,1
6,876,24.333,1
8,96,1.5,1
27,3105,4.259,1
6,162,4.5,1
11,869,7.182,1
16,5392,21.063,1
6,156,4.333,1
7,35,0.714,1
8,952,14.875,1
9,2376,29.333,1
9,414,5.111,1
9,2250,27.778,1
9,1638,20.222,1
12,84,0.583,1
10,310,3.1,1
11,165,1.364,1
9,1350,16.667,1
10,770,7.7,1
7,147,3,1
6,576,16,1
7,245,5,1
7,77,1.571,1
10,980,9.8,1
9,1773,21.889,1
9,2466,30.444,1
8,320,5,1
9,1620,20,1
8,256,4,1
13,871,5.154,1
8,2472,38.625,1
7,77,1.571,1
10,180,1.8,1
10,150,1.5,1
14,4494,22.929,1
10,640,6.4,1
8,160,2.5,1
8,120,1.875,1
8,1584,24.75,1
9,747,9.222,1
9,378,4.667,1
12,4596,31.917,1
5,150,6,1
9,2304,28.444,1
10,230,2.3,1
9,216,2.667,1
5,35,1.4,1
7,49,1,1
10,340,3.4,1
9,675,8.333,1
11,242,2,1
8,224,3.5,1
10,140,1.4,1
7,245,5,1
9,2349,29,1
10,330,3.3,1
10,180,1.8,1
9,1656,20.444,1
5,120,4.8,1
15,2070,9.2,1
8,384,6,1
10,5080,50.8,1
7,210,4.286,1
8,184,2.875,1
8,456,7.125,1
10,360,3.6,1
6,300,8.333,1
13,1573,9.308,1
5,470,18.8,1
9,684,8.444,1
9,1143,14.111,1
14,5460,27.857,1
1,13,13,1
8,1480,23.125,1
9,108,1.333,1
8,856,13.375,1
8,128,2,1
9,288,3.556,1
10,1890,18.9,1
9,81,1,1
7,112,2.286,1
9,72,0.889,1
9,4428,54.667,1
5,135,5.4,1
9,747,9.222,1
16,6256,24.438,1
12,3264,22.667,1
5,55,2.2,1
9,2088,25.778,1
11,231,1.909,1
9,324,4,1
5,60,2.4,1
12,2016,14,1
9,1089,13.444,1
8,240,3.75,1
6,78,2.167,1
38,2622,1.816,1
6,84,2.333,1
11,220,1.818,1
7,1015,20.714,1
10,190,1.9,1
8,104,1.625,1
8,288,4.5,1
7,1057,21.571,1
6,48,1.333,1
6,618,17.167,1
10,800,8,1
13,481,2.846,1
10,1790,17.9,1
10,340,3.4,1
8,2824,44.125,1
10,40,0.4,1
8,320,5,1
9,171,2.111,1
6,114,3.167,1
7,945,19.286,1
7,112,2.286,1
7,1092,22.286,1
8,136,2.125,1
10,2920,29.2,1
8,40,0.625,1
8,248,3.875,1
7,161,3.286,1
12,1008,7,1
9,189,2.333,1
7,1449,29.571,1
7,637,13,1
9,2358,29.111,1
8,272,4.25,1
7,56,1.143,1
10,510,5.1,1
9,261,3.222,1
16,6784,26.5,1
7,231,4.714,1
6,1086,30.167,1
6,234,6.5,1
19,2470,6.842,1
11,1353,11.182,1
10,220,2.2,1
14,532,2.714,1
7,42,0.857,1
6,72,2,1
9,1863,23,1
10,270,2.7,1
12,1092,7.583,1
9,747,9.222,1
7,329,6.714,1
7,273,5.571,1
25,5075,8.12,1
15,5340,23.733,1
74,13542,2.473,1
6,582,16.167,1
12,324,2.25,1
6,24,0.667,1
9,432,5.333,1
12,3624,25.167,1
7,490,10,1
9,675,8.333,1
10,5080,50.8,1
10,1080,10.8,1
5,190,7.6,1
6,42,1.167,1
9,1746,21.556,1
10,90,0.9,1
6,108,3,1
9,1980,24.444,1
9,189,2.333,1
9,1242,15.333,1
7,112,2.286,1
8,224,3.5,1
7,112,2.286,1
20,360,0.9,1
14,4466,22.786,1
16,3632,14.188,1
8,328,5.125,1
7,77,1.571,1
8,288,4.5,1
11,2871,23.727,1
8,2416,37.75,1
8,400,6.25,1
9,180,2.222,1
13,5733,33.923,1
24,7416,12.875,1
8,656,10.25,1
9,423,5.222,1
6,600,16.667,1
8,264,4.125,1
5,30,1.2,1
11,2761,22.818,1
7,140,2.857,1
10,1470,14.7,1
6,624,17.333,1
9,990,12.222,1
14,168,0.857,1
11,473,3.909,1
8,328,5.125,1
9,396,4.889,1
7,21,0.429,1
13,2964,17.538,1
7,77,1.571,1
10,2600,26,1
17,391,1.353,1
9,531,6.556,1
11,2981,24.636,1
12,3252,22.583,1
5,25,1,1
7,42,0.857,1
8,344,5.375,1
7,28,0.571,1
13,494,2.923,1
10,2610,26.1,1
7,1183,24.143,1
1,22,22,1
7,504,10.286,1
10,190,1.9,1
7,294,6,1
8,424,6.625,1
11,2563,21.182,1
6,78,2.167,1
9,1683,20.778,1
10,360,3.6,1
6,78,2.167,1
10,690,6.9,1
8,144,2.25,1
8,96,1.5,1
8,800,12.5,1
6,534,14.833,1
8,192,3,1
8,120,1.875,1
11,2871,23.727,1
60,3420,0.95,1
14,5558,28.357,1
9,270,3.333,1
6,108,3,1
3,9,1,1
6,276,7.667,1
9,216,2.667,1
9,162,2,1
8,664,10.375,1
11,1694,14,1
7,462,9.429,1
9,999,12.333,1
10,1210,12.1,1
4,64,4,1
9,1080,13.333,1
10,200,2,1
11,1969,16.273,1
12,1404,9.75,1
10,190,1.9,1
10,70,0.7,1
10,2820,28.2,1
13,4550,26.923,1
8,1464,22.875,1
7,280,5.714,1
9,360,4.444,1
10,610,6.1,1
8,104,1.625,1
11,231,1.909,1
20,640,1.6,1
9,414,5.111,1
8,152,2.375,1
7,413,8.429,1
7,77,1.571,1
5,255,10.2,1
11,2882,23.818,1
10,170,1.7,1
11,924,7.636,1
8,64,1,1
14,868,4.429,1
8,216,3.375,1
8,656,10.25,1
6,258,7.167,1
7,322,6.571,1
8,248,3.875,1
9,918,11.333,1
3,15,1.667,1
15,165,0.733,1
10,350,3.5,1
11,1100,9.091,1
8,176,2.75,1
8,352,5.5,1
23,1081,2.043,1
9,720,8.889,1
11,583,4.818,1
6,216,6,1
6,480,13.333,1
11,869,7.182,1
10,290,2.9,1
10,270,2.7,1
6,84,2.333,1
5,30,1.2,1
10,830,8.3,1
8,96,1.5,1
8,152,2.375,1
7,119,2.429,1
14,4214,21.5,1
11,1617,13.364,1
9,1566,19.333,1
9,882,10.889,1
1,104,104,1
9,306,3.778,1
25,7300,11.68,1
8,184,2.875,1
9,81,1,1
5,105,4.2,1
10,530,5.3,1
8,208,3.25,1
9,972,12,1
11,2090,17.273,1
8,208,3.25,1
22,1518,3.136,1
11,253,2.091,1
11,209,1.727,1
25,3825,6.12,1
7,63,1.286,1
12,996,6.917,1
7,63,1.286,1
12,852,5.917,1
7,91,1.857,1
23,460,0.87,1
7,259,5.286,1
8,496,7.75,1
10,470,4.7,1
11,3784,31.273,1
6,1134,31.5,1
14,5026,25.643,1
7,980,20,1
10,830,8.3,1
8,80,1.25,1
9,153,1.889,1
8,320,5,1
11,1617,13.364,1
8,848,13.25,1
8,160,2.5,1
16,5456,21.313,1
12,852,5.917,1
9,1107,13.667,1
7,266,5.429,1
7,217,4.429,1
7,357,7.286,1
9,4545,56.111,1
7,686,14,1
11,1298,10.727,1
6,60,1.667,1
8,128,2,1
12,2112,14.667,1
