@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
2.857,0.407,130,1
22,0.289,1213,1
1.353,0.419,316,1
2.667,0.356,196,1
1.2,0.433,27,1
8.6,0.423,786,1
4.143,0.36,190,1
12,0.189,639,1
1.857,0.198,77,1
1.8,0.656,162,1
20.667,0.372,1303,1
1.2,0.183,47,1
2.333,0.354,166,1
4.25,0.379,264,1
2.2,0.491,205,1
12.875,0.142,511,1
53.571,0.092,1124,1
1.294,0.409,283,1
51.1,0.141,2772,1
2.25,0.479,142,1
17.4,0.278,1276,1
16,0.302,458,1
5.375,0.349,280,1
27.286,0.307,1000,1
1.857,0.33,76,1
10.111,0.206,599,1
24.636,0.177,1752,1
1.889,0.523,133,1
4.778,0.481,369,1
9.111,0.337,603,1
14.636,0.333,1152,1
4.667,0.452,356,1
1.8,0.333,45,1
49,0.286,49,1
12,0.583,12,1
24.286,0.344,2682,1
1.5,0.385,86,1
1.286,0.302,57,1
14,0.187,884,1
1.75,0.429,112,1
11.556,0.282,846,1
1.75,0.42,88,1
2.571,0.262,110,1
6,0.573,92,1
28.214,0.359,3636,1
2.7,0.367,224,1
263,0.152,263,1
37.375,0.186,1643,1
11.68,0.472,6676,1
1.222,0.366,203,1
0.6,0.6,13,1
14.1,0.236,910,1
6.5,0.466,208,1
7.273,0.492,776,1
0.875,0.321,24,1
1.4,0.543,35,1
1.6,0.35,27,1
8.6,0.265,169,1
15.667,0.184,527,1
2.571,0.27,90,1
3.375,0.343,168,1
2.8,0.311,268,1
2,0.43,128,1
5.75,0.356,352,1
6.4,0.406,160,1
0.875,0.429,56,1
9.2,0.174,185,1
5.75,0.407,690,1
4,0.352,261,1
5.091,0.386,431,1
2.125,0.265,77,1
1,0.438,105,1
2.375,0.184,129,1
28.625,0.168,887,1
3.045,0.221,1354,1
6.333,0.377,190,1
1.118,0.362,123,1
7.6,0.316,132,1
8.909,0.397,839,1
2.3,0.348,205,1
3.375,0.407,216,1
65.625,0.095,1865,1
4.071,0.727,759,1
9.667,0.444,753,1
2,0.58,138,1
5,0.302,230,1
4.875,0.205,222,1
5.222,0.307,369,1
19.625,0.474,10409,1
3.429,0.274,111,1
33.889,0.191,2003,1
5,0.347,189,1
5,0.445,189,1
6.875,0.243,289,1
3.556,0.271,171,1
4,0.338,351,1
3.8,0.389,85,1
3.857,0.286,189,1
4.875,0.378,300,1
6.429,0.2,244,1
10.5,0.167,27,1
14.25,0.116,372,1
13.1,0.487,1121,1
1.13,0.278,574,1
1.875,0.258,82,1
1.091,0.295,108,1
1.083,0.372,153,1
2.857,0.493,137,1
10.333,0.3,1293,1
1.2,0.35,104,1
3.4,0.303,272,1
4.25,0.191,44,1
25.1,0.141,1559,1
1.6,0.425,40,1
5.1,0.28,415,1
26.769,0.308,3262,1
10.714,0.661,476,1
7.818,0.283,723,1
1,0.4,13,1
4.333,0.288,136,1
19,0.121,884,1
41,0.329,2122,1
9.8,0.3,765,1
1.5,0.427,87,1
3.429,0.196,128,1
5.8,0.402,518,1
2.125,0.36,113,1
4.556,0.244,244,1
59.444,0.184,3257,1
33.875,0.217,1704,1
5,0.268,382,1
1.333,0.454,108,1
4.556,0.374,312,1
0.75,0.5,41,1
1.75,0.464,86,1
1,0.327,49,1
6.2,0.419,147,1
2.375,0.368,152,1
1.167,0.333,31,1
12.25,0.221,685,1
2.286,0.438,96,1
19.76,0.462,11482,1
9.273,0.289,930,1
50.8,0.131,2593,1
0.667,0.583,24,1
9.833,0.309,1028,1
1,0.778,7,1
8.5,0.324,574,1
16.727,0.46,1611,1
16.875,0.131,725,1
7.833,0.177,127,1
59.444,0.088,1530,1
22.938,0.385,3377,1
3.583,0.31,409,1
3.833,0.377,119,1
4.375,0.382,280,1
0.833,0.333,25,1
5.125,0.265,202,1
1.571,0.299,77,1
1.333,0.407,108,1
9.9,0.473,908,1
6.625,0.33,384,1
2.857,0.4,140,1
3.143,0.097,62,1
35,0.2,35,1
4.125,0.375,219,1
4.418,0.088,5649,1
2,0.4,121,1
24,0.207,889,1
5.375,0.343,336,1
12,0.276,678,1
12.143,0.192,517,1
500,0.5,17,1
29.786,0.359,3262,1
2.429,0.361,93,1
6.143,0.219,296,1
2,0.543,132,1
2.25,0.354,109,1
23.6,0.154,293,1
2.286,0.259,86,1
5.2,0.298,391,1
51.1,0.134,2846,1
19.2,0.329,344,1
0.5,0.469,23,1
1.5,0.273,142,1
4.25,0.371,208,1
8.625,0.366,495,1
3.3,0.321,281,1
2.286,0.286,79,1
4.125,0.326,224,1
2,0.337,77,1
5.8,0.4,140,1
1.286,0.349,56,1
2.8,0.375,184,1
3.75,0.363,204,1
54.667,0.132,2397,1
2.1,0.457,196,1
3.333,0.367,116,1
10,0.392,1178,1
4.714,0.351,228,1
5,0.453,214,1
4.444,0.386,320,1
10.222,0.287,575,1
35.667,0.154,1597,1
1.556,0.278,126,1
8.727,0.277,718,1
7.333,0.323,478,1
5,0.494,245,1
1.818,0.223,82,1
2.857,0.429,139,1
3.286,0.329,161,1
1.125,0.375,64,1
2.333,0.487,162,1
7.636,0.279,627,1
2.143,0.333,88,1
3.889,0.59,271,1
2.375,0.421,148,1
4.5,0.559,272,1
8.923,0.292,1060,1
3.75,0.242,160,1
7.375,0.514,4082,1
7.333,0.265,214,1
17.077,0.377,1997,1
4,0.395,198,1
2.857,0.457,120,1
8.333,0.373,616,1
40.333,0.128,1738,1
5.7,0.326,396,1
2,0.259,115,1
2.857,0.25,92,1
3.778,0.337,250,1
17.625,0.447,1051,1
9.286,0.316,386,1
34.286,0.215,904,1
0.571,0.25,24,1
1.286,0.429,43,1
8.6,0.405,211,1
8.8,0.241,174,1
40,0.175,40,1
2.5,0.384,209,1
14.042,0.945,8088,1
123,0.163,123,1
1,0.245,43,1
15.222,0.235,854,1
6,0.223,364,1
7,0.42,570,1
30.429,0.235,1112,1
9.111,0.389,679,1
1.375,0.318,88,1
1.571,0.377,77,1
5.6,0.321,133,1
3.2,0.313,65,1
18.4,0.325,1152,1
2.1,0.3,170,1
2.25,0.403,144,1
7.8,0.255,586,1
2,0.66,143,1
4.7,0.481,466,1
33.364,0.221,3108,1
3.4,0.356,273,1
0.75,0.458,40,1
2.455,0.303,177,1
0.286,0.857,12,1
19.7,0.144,1160,1
5.333,0.286,171,1
6.3,0.233,444,1
25.6,0.371,1995,1
28.286,0.055,498,1
1,0.56,91,1
56.444,0.188,2731,1
10.857,0.301,457,1
2.625,0.435,168,1
1,0.36,25,1
9,0.388,654,1
4.625,0.375,223,1
9.273,0.223,862,1
1.875,0.417,111,1
22.786,0.37,2577,1
5,0.442,387,1
1,0.234,21,1
4.5,0.154,78,1
4,0.264,110,1
7.3,0.273,577,1
18.5,0.36,1272,1
3.818,0.335,383,1
16,0.168,523,1
5.6,0.307,115,1
5,0.213,211,1
7.818,0.289,663,1
3.182,0.525,1290,1
10.333,0.323,743,1
0.727,0.693,87,1
3.125,0.3,118,1
3.556,0.292,238,1
5.778,0.359,387,1
14.889,0.216,820,1
13.667,0.274,455,1
10.778,0.455,820,1
10.333,0.259,749,1
1.625,0.423,96,1
4.1,0.463,397,1
1.75,0.455,112,1
2.909,0.344,270,1
1,0.35,89,1
1.286,0.159,153,1
6.091,0.269,508,1
24.571,0.294,1164,1
13,0.334,621,1
6.5,0.393,217,1
3.2,0.563,74,1
22.667,0.249,1965,1
4.4,0.441,405,1
23.727,0.246,1833,1
3.926,0.261,1368,1
12.6,0.463,1068,1
12,0.345,627,1
1,0.306,29,1
1,0.889,9,1
2.571,0.31,121,1
1.571,0.351,74,1
4.667,0.45,342,1
15.5,0.427,840,1
2.167,0.308,68,1
5.5,0.52,197,1
2.222,0.55,132,1
3.875,0.347,182,1
1,0.4,14,1
3.714,0.352,182,1
4.667,0.344,352,1
5.4,0.267,84,1
19,0.4,1198,1
7.9,0.163,332,1
1.286,0.317,51,1
1,0.265,30,1
3.889,0.397,262,1
4.333,0.34,152,1
31.444,0.186,1852,1
9.5,0.184,30,1
31.071,0.355,3478,1
8.556,0.251,388,1
10.125,0.221,383,1
2.625,0.482,139,1
4.333,0.256,245,1
10.714,0.225,1430,1
1.375,0.443,88,1
21.889,0.274,1240,1
4.6,0.296,1868,1
5.143,0.278,236,1
2.6,0.154,43,1
1.5,0.406,88,1
2.857,0.35,106,1
1.143,0.357,44,1
6,0.396,355,1
1.571,0.299,76,1
2.8,0.293,224,1
1.571,0.377,73,1
15.273,0.234,1337,1
12.6,0.41,1049,1
5.333,0.273,296,1
12,0.376,792,1
18.667,0.065,84,1
2.571,0.413,120,1
2,0.275,182,1
5.875,0.221,264,1
3.3,0.394,213,1
4,0.336,202,1
10.75,0.494,650,1
4.571,0.277,186,1
2.6,0.431,60,1
5.13,0.293,2129,1
19.8,0.356,436,1
4.714,0.342,171,1
4,0.54,301,1
7.455,0.236,734,1
1.75,0.339,99,1
0.571,0.25,25,1
1.571,0.364,69,1
10.667,0.339,1132,1
6.167,0.306,180,1
9.6,0.418,851,1
2,0.398,106,1
4.667,0.405,135,1
13.818,0.365,1278,1
16.778,0.139,746,1
26.308,0.231,2437,1
5.8,0.3,487,1
1.75,0.321,105,1
4.833,0.333,139,1
7.077,0.773,4241,1
0.8,0.4,56,1
21.5,0.373,3146,1
1.714,0.452,80,1
3.25,0.375,197,1
9.182,0.264,947,1
2.5,0.406,145,1
5,0.481,316,1
1.556,0.706,109,1
3.25,0.409,194,1
0.583,0.214,49,1
4.875,0.347,2048,1
1.125,0.375,71,1
7.125,0.268,364,1
63.5,0.092,1599,1
0.8,0.35,12,1
7.111,0.299,559,1
12.444,0.213,842,1
3,0.4,71,1
3.4,0.388,73,1
28.875,0.21,1003,1
0.75,0.375,38,1
1.875,0.292,97,1
7.75,0.296,431,1
11.286,0.566,535,1
33.222,0.226,1896,1
9,0.317,437,1
9.333,0.187,2207,1
1.875,0.325,100,1
37.889,0.072,935,1
20.25,0.435,1213,1
3.429,0.28,102,1
2.5,0.525,150,1
21.833,0.106,370,1
1.833,0.394,63,1
9.111,0.364,619,1
13.625,0.447,836,1
1.75,0.143,112,1
5.75,0.34,225,1
14.583,0.403,1625,1
1.857,0.264,80,1
3.778,0.209,151,1
4.889,0.449,348,1
5.4,0.607,134,1
7.625,0.316,472,1
1.375,0.25,73,1
0.6,0.6,14,1
6.222,0.327,347,1
3.778,0.356,283,1
4.375,0.425,236,1
1.333,0.62,102,1
9,0.337,669,1
11.333,0.183,738,1
5,0.311,144,1
1,0.367,49,1
4,0.568,302,1
9.111,0.337,606,1
2,0.241,159,1
5.375,0.326,258,1
5.435,0.953,2875,1
5.75,0.332,518,1
56.667,0.149,2484,1
27.1,0.193,2084,1
4,0.491,272,1
3.556,0.417,206,1
2.333,0.175,97,1
6.7,0.3,499,1
19.889,0.341,1200,1
4.833,0.339,152,1
10.2,0.314,212,1
4.75,0.25,222,1
29.2,0.203,1896,1
2.273,0.298,223,1
16.444,0.198,1025,1
18.385,0.239,1912,1
10,0.265,478,1
1.5,0.438,96,1
6,0.615,745,1
4.714,0.342,196,1
4,0.375,205,1
5.75,0.315,345,1
4.727,0.28,346,1
5.5,0.432,86,1
2,0.328,123,1
3.167,0.307,103,1
15.833,0.226,532,1
1.4,0.657,31,1
22.583,0.232,1782,1
9.556,0.211,400,1
4.818,0.225,283,1
10.75,0.303,1100,1
1.4,0.543,35,1
35,0.191,1589,1
26.182,0.248,1584,1
3.36,0.443,1722,1
1.143,0.429,54,1
4.714,0.346,203,1
43.833,0.124,1041,1
7.111,0.491,567,1
6.429,0.254,256,1
3.8,0.387,337,1
3,0.438,161,1
3.342,0.464,4199,1
1.9,0.363,159,1
8.3,0.425,714,1
1.75,0.357,75,1
0.139,0.656,147,1
1.571,0.312,76,1
2.125,0.294,89,1
5.455,0.271,561,1
4.429,0.276,171,1
16.727,0.455,1539,1
7.9,0.385,695,1
16,0.259,426,1
7.375,0.508,3939,1
7.667,0.343,544,1
0.818,0.384,72,1
6.2,0.265,407,1
7.222,0.222,460,1
1.929,0.479,268,1
18.3,0.267,1248,1
2.857,0.329,140,1
5.714,0.339,262,1
1.909,0.468,166,1
2.727,0.297,198,1
7.7,0.469,697,1
1,0.56,69,1
0.875,0.464,56,1
1.571,0.299,56,1
4.625,0.334,294,1
26.75,0.421,1382,1
2.5,0.506,160,1
40,0.4,40,1
8.875,0.31,489,1
1.833,0.379,54,1
7.571,0.299,344,1
3.636,0.27,272,1
3.25,0.293,124,1
59.444,0.106,2262,1
21.818,0.27,1674,1
9.051,0.557,8370,1
1.167,0.452,35,1
38.556,0.111,1351,1
23.727,0.231,1711,1
8.909,0.378,781,1
3,0.357,261,1
1,0.245,49,1
1.4,0.457,35,1
0.7,0.429,30,1
21.846,0.205,2040,1
13.5,0.348,750,1
1.778,0.382,107,1
1.8,0.289,134,1
26.846,0.38,3029,1
1,0.778,7,1
5.778,0.37,466,1
4.5,0.181,56,1
13.625,0.271,753,1
1.143,0.268,38,1
2.833,0.275,84,1
13.5,0.282,465,1
4.143,0.266,165,1
60,0.2,60,1
4,0.295,273,1
27.545,0.151,666,1
2.143,0.324,80,1
1,0.46,46,1
6,0.333,248,1
2.6,0.262,45,1
8.444,0.352,556,1
2.714,0.662,121,1
2.875,0.364,178,1
10.385,0.492,1462,1
6.625,0.344,375,1
2.6,0.554,52,1
6.083,0.259,651,1
1.889,0.536,140,1
1.5,0.458,19,1
7.125,0.309,382,1
29.667,0.164,1754,1
10.071,0.278,1323,1
1.1,0.473,110,1
16.667,0.284,1020,1
0.875,0.393,53,1
0.818,0.343,62,1
1.25,0.35,80,1
5.444,0.265,328,1
1.667,0.483,56,1
3.9,0.295,354,1
1.8,0.294,164,1
1.429,0.329,57,1
6.429,0.254,223,1
12.286,0.281,577,1
5,0.319,374,1
1.6,0.375,19,1
6.25,0.528,382,1
8.889,0.293,625,1
1.444,0.239,54,1
5.1,0.22,429,1
0.5,0.406,25,1
5.222,0.333,320,1
0.636,0.468,77,1
36.889,0.159,2128,1
6.857,0.298,206,1
7.286,0.325,311,1
9.833,0.268,245,1
6,0.623,743,1
2.667,0.352,156,1
18.818,0.268,1647,1
0.6,0.333,49,1
2,0.378,95,1
2.833,0.382,97,1
1.75,0.438,86,1
5.333,0.375,45,1
10,0.535,476,1
1.5,0.3,150,1
8.75,0.388,471,1
2,0.211,86,1
15.667,0.326,486,1
1,0.516,64,1
2.25,0.403,129,1
22.143,0.178,666,1
30.667,0.388,2102,1
3.6,0.467,78,1
5.9,0.269,407,1
1.4,0.314,30,1
0.889,0.681,55,1
30.143,0.257,965,1
11,0.267,137,1
4.9,0.59,481,1
5.917,0.608,735,1
3,0.343,100,1
2.091,0.265,186,1
28.846,0.154,2531,1
2.333,0.206,147,1
5.143,0.456,247,1
16.571,0.262,640,1
8,0.319,325,1
1.5,0.36,122,1
6.556,0.237,426,1
5.974,0.304,5593,1
9.909,0.234,743,1
3.556,0.365,225,1
8.286,0.212,342,1
59.444,0.146,3052,1
2.444,0.227,185,1
7.8,0.381,668,1
0.9,0.344,77,1
9.182,0.267,943,1
39.111,0.205,2193,1
4.143,0.281,159,1
3.167,0.254,109,1
4.111,0.333,218,1
5.625,0.222,290,1
2.429,0.429,108,1
1.333,0.407,97,1
4.1,0.339,341,1
18.75,0.158,713,1
1,0.57,91,1
1.143,0.357,50,1
22.5,0.371,1198,1
11.893,0.351,6057,1
2.444,0.212,151,1
3.556,0.299,199,1
1.5,0.296,43,1
1.4,0.571,35,1
2.889,0.385,199,1
12.4,0.473,1009,1
1.5,0.556,54,1
24.857,0.169,3293,1
1.25,0.438,79,1
0.786,0.526,109,1
3.5,0.434,281,1
1.235,0.373,219,1
0.833,0.367,26,1
2.2,0.336,184,1
2.571,0.214,117,1
2.1,0.362,172,1
7.75,0.419,117,1
6,0.292,465,1
18.778,0.26,942,1
25.643,0.368,3093,1
2.625,0.411,167,1
5,0.472,406,1
4.1,0.266,221,1
3.333,0.175,95,1
91,0.352,91,1
5,0.363,258,1
0.857,0.476,37,1
2.182,0.53,192,1
5.875,0.324,337,1
54.333,0.213,1400,1
14,0.466,1029,1
3,0.537,106,1
2,0.406,119,1
25.2,0.377,1953,1
2.222,0.339,157,1
1,0.234,61,1
2.5,0.332,193,1
2.571,0.365,120,1
1,0.516,64,1
24.75,0.215,1318,1
8.143,0.414,318,1
1.333,0.542,45,1
2,0.347,98,1
1.571,0.416,63,1
2.125,0.228,117,1
17.444,0.222,763,1
9.286,0.215,363,1
6.444,0.203,277,1
7.875,0.256,350,1
1.625,0.49,97,1
20.111,0.217,1077,1
34,0.187,1236,1
1.9,0.584,155,1
3.818,0.292,351,1
3.571,0.331,156,1
22.25,0.34,326,1
4.444,0.344,246,1
1.167,0.405,40,1
12.6,0.456,1103,1
5.429,0.226,170,1
1.125,0.389,51,1
35.4,0.226,441,1
22.25,0.377,3279,1
6,0.354,346,1
5.222,0.404,399,1
6.154,0.434,557,1
23.667,0.203,1503,1
22,0.591,22,1
21.875,0.156,1235,1
5.444,0.592,440,1
5.545,0.361,412,1
31.5,0.324,941,1
11.667,0.456,6134,1
28.4,0.202,2013,1
2.714,0.244,260,1
3.286,0.447,161,1
4,0.586,307,1
10.5,0.234,852,1
0.875,0.411,56,1
6.5,0.325,365,1
1.571,0.234,42,1
20,0.16,847,1
5.444,0.247,318,1
7.5,0.183,773,1
1.5,0.438,96,1
15.5,0.326,995,1
9.2,0.278,192,1
2.2,0.309,128,1
10.222,0.24,531,1
14.778,0.236,859,1
2.222,0.55,141,1
2.25,0.403,134,1
1.091,0.492,99,1
4.667,0.381,352,1
15,0.25,718,1
32.538,0.188,4191,1
2.8,0.586,66,1
13.5,0.282,414,1
3.571,0.371,175,1
2.556,0.324,204,1
25.5,0.39,4204,1
1.091,0.5,108,1
4.909,0.316,414,1
3.778,0.363,264,1
5.556,0.496,431,1
1.7,0.224,124,1
40,0.9,40,1
20.429,0.113,529,1
4,0.292,112,1
5.3,0.215,414,1
8.333,0.397,214,1
3.6,0.4,73,1
2.167,0.221,312,1
7.111,0.345,400,1
27.545,0.183,892,1
3.143,0.247,110,1
1.875,0.433,75,1
3.778,0.366,259,1
1.857,0.363,76,1
6.7,0.291,435,1
23.875,0.375,3670,1
11.308,0.453,7010,1
0.778,0.302,38,1
0.875,0.482,53,1
6.556,0.348,440,1
2.75,0.364,42,1
3.3,0.345,257,1
19.214,0.337,2353,1
5.2,0.306,358,1
17.571,0.265,539,1
9.286,0.407,407,1
2.143,0.314,105,1
4.389,0.257,876,1
29.111,0.089,1015,1
9.8,0.379,818,1
8.333,0.327,233,1
2.75,0.426,176,1
1.143,0.357,45,1
14,0.571,14,1
2.625,0.381,142,1
2.75,0.392,161,1
27.2,0.232,1767,1
17.462,0.226,2470,1
29,0.178,3655,1
9.778,0.263,575,1
8.778,0.198,1190,1
5.167,0.902,2859,1
18.84,0.449,10437,1
0.7,0.329,69,1
1.571,0.364,56,1
2.143,0.229,103,1
3.286,0.093,87,1
3.7,0.154,169,1
0.917,0.652,97,1
0.875,0.375,56,1
3.4,0.297,301,1
3.375,0.208,184,1
10.579,0.238,2164,1
0.8,0.5,80,1
1.5,0.396,81,1
0.875,0.411,56,1
2.857,0.307,119,1
2.857,0.429,140,1
13.364,0.32,982,1
5.714,0.232,198,1
24.5,0.142,1010,1
11.182,0.48,887,1
3.857,0.101,117,1
16.444,0.194,912,1
19.75,0.102,437,1
24.9,0.462,2097,1
20.444,0.214,1322,1
5.125,0.21,217,1
14.625,0.173,601,1
23.923,0.216,3069,1
10.375,0.294,634,1
2,0.383,95,1
21.063,0.363,3225,1
2.833,0.314,70,1
7.875,0.435,425,1
3,0.333,223,1
6.5,0.45,383,1
4,0.257,111,1
1.625,0.529,83,1
8.143,0.321,380,1
8.273,0.286,598,1
11.6,0.09,75,1
5.375,0.398,325,1
8,0.308,670,1
35,0.429,35,1
8,0.329,310,1
1.571,0.338,68,1
4.4,0.314,274,1
5.8,0.317,138,1
3,0.328,120,1
28.778,0.189,1624,1
2.923,0.312,472,1
45,0.356,45,1
2.286,0.42,86,1
24.375,0.175,1506,1
26.8,0.395,1581,1
0.95,0.495,271,1
17.385,0.258,2852,1
29.286,0.241,3400,1
1.667,0.317,51,1
2,0.319,72,1
0.75,0.583,39,1
15.5,0.35,1051,1
30.111,0.292,1774,1
24.8,0.356,1807,1
2.875,0.359,173,1
38.625,0.186,1593,1
3.1,0.281,188,1
6.455,0.37,567,1
1,0.889,8,1
2,0.123,90,1
10.889,0.185,584,1
0.727,0.705,88,1
2.2,0.436,49,1
2.444,0.192,138,1
11.875,0.303,712,1
1.333,0.407,108,1
2.923,0.324,462,1
24.286,0.383,2480,1
3.125,0.33,200,1
3.9,0.31,304,1
8.8,0.257,588,1
1.833,0.318,47,1
0.727,0.545,88,1
18.286,0.203,594,1
13.375,0.384,736,1
22.667,0.329,2448,1
2.222,0.261,111,1
4.333,0.239,219,1
30.25,0.128,1111,1
1.167,0.524,42,1
8.778,0.323,621,1
2,0.278,72,1
6.667,0.413,444,1
9,0.481,75,1
28.714,0.399,3554,1
1.5,0.438,96,1
27.2,0.191,1571,1
2.667,0.227,875,1
23.286,0.212,948,1
3.8,0.211,74,1
4.25,0.309,38,1
14.833,0.403,438,1
1.429,0.286,62,1
19.5,0.472,10359,1
26.667,0.179,1307,1
2,0.519,129,1
1.2,0.433,22,1
1,0.63,65,1
9.875,0.316,616,1
4,0.506,295,1
3.714,0.346,132,1
27.1,0.187,1632,1
8.6,0.372,191,1
13.5,0.196,593,1
3.25,0.236,162,1
2.625,0.548,168,1
5.5,0.295,416,1
17.286,0.276,514,1
20.667,0.425,1315,1
2.571,0.27,111,1
34.143,0.16,797,1
1.7,0.482,129,1
1.7,0.535,145,1
4.8,0.331,356,1
1.25,0.475,71,1
13.375,0.381,659,1
2.167,0.295,70,1
9.8,0.392,832,1
1.667,0.4,58,1
2.125,0.463,100,1
1,0.327,44,1
8.857,0.189,328,1
9.111,0.309,574,1
30.222,0.269,1704,1
2.909,0.332,287,1
2.4,0.267,44,1
19,0.199,823,1
0.875,0.446,43,1
3.6,0.264,256,1
4.6,0.363,388,1
34.889,0.156,1659,1
1.833,0.58,215,1
4.4,0.35,421,1
3.286,0.273,135,1
2.333,0.365,155,1
0.571,0.393,19,1
8.167,0.267,737,1
14,0.207,337,1
27,0.593,27,1
2.6,0.415,61,1
26.2,0.274,1984,1
17.571,0.139,580,1
20.333,0.327,1225,1
26.5,0.38,3066,1
6.545,0.665,743,1
22.571,0.211,610,1
1.714,0.464,84,1
13.5,0.235,534,1
3.222,0.23,160,1
2.273,0.327,231,1
4.286,0.305,183,1
2.286,0.464,99,1
8.625,0.279,379,1
55.571,0.167,1591,1
12.111,0.243,832,1
3,0.346,231,1
6,0.31,310,1
2.4,0.6,54,1
33.444,0.178,1881,1
9.111,0.306,513,1
1.75,0.384,89,1
8,0.385,467,1
0.4,0.8,8,1
5.4,0.319,445,1
21.429,0.178,813,1
3,0.327,107,1
4,0.208,1161,1
1.75,0.446,109,1
0.818,0.465,68,1
2,0.292,56,1
1.125,0.431,69,1
31.286,0.195,946,1
5.455,0.236,3627,1
6.667,0.324,646,1
30.9,0.2,2257,1
2.571,0.468,126,1
3.5,0.259,189,1
3,0.146,48,1
2.333,0.571,84,1
1.125,0.361,65,1
11.444,0.164,715,1
37.545,0.356,3662,1
5.889,0.218,282,1
88,0.193,88,1
5.286,0.301,179,1
45,0.2,45,1
20.556,0.398,1303,1
1.5,0.37,39,1
0.625,0.375,38,1
1.889,0.392,143,1
5,0.347,292,1
1.125,0.389,53,1
5,0.339,204,1
1.222,0.283,93,1
3.667,0.347,276,1
4,0.145,1126,1
2.286,0.321,72,1
2.5,0.244,66,1
1.857,0.275,75,1
2.625,0.208,128,1
0.9,0.667,62,1
11.833,0.131,334,1
10,0.267,724,1
27.231,0.38,2750,1
3.4,0.426,223,1
0.4,0.375,16,1
2.167,0.256,76,1
5.429,0.338,194,1
11.6,0.246,881,1
9.556,0.394,546,1
17.857,0.27,751,1
8.583,0.353,895,1
50.4,0.139,3352,1
15.1,0.193,1162,1
2,0.422,109,1
31.8,0.128,1625,1
1.375,0.159,42,1
6.375,0.37,303,1
28.667,0.294,936,1
5.375,0.212,248,1
0.429,0.571,21,1
2.333,0.274,75,1
2,0.337,88,1
0.75,0.396,39,1
24.938,0.369,3685,1
8.333,0.24,189,1
40.6,0.239,872,1
37.75,0.211,1763,1
11.429,0.155,391,1
29.929,0.373,3535,1
2.875,0.288,184,1
4.667,0.143,89,1
1.667,0.546,201,1
2.667,0.281,52,1
7.625,0.207,392,1
6.3,0.184,389,1
1.571,0.286,70,1
8,0.316,278,1
5.429,0.248,254,1
19.286,0.202,692,1
0.5,0.406,32,1
0.462,0.436,35,1
20.462,0.398,2003,1
1.625,0.452,101,1
6.8,0.141,101,1
8.167,0.32,155,1
0.667,0.667,24,1
1.286,0.365,44,1
10.545,0.274,1026,1
4.5,0.323,225,1
1,0.519,43,1
3,0.354,138,1
5.222,0.286,312,1
0.8,0.7,20,1
31.273,0.446,2694,1
12.75,0.212,721,1
9.333,0.25,722,1
1.5,0.417,12,1
1.889,0.627,141,1
51,0.163,2763,1
12.375,0.199,524,1
2.636,0.298,240,1
1.909,0.316,134,1
13.556,0.333,910,1
3,0.315,108,1
2.857,0.464,138,1
15.4,0.342,1022,1
0.857,0.452,42,1
1.667,0.525,205,1
10.25,0.418,494,1
3.5,0.38,290,1
2.091,0.585,211,1
3.783,0.286,1342,1
1.5,0.469,91,1
3.3,0.367,285,1
2.929,0.271,895,1
1.667,0.45,51,1
18.111,0.148,978,1
30,0.376,3356,1
11.75,0.485,693,1
3.7,0.324,256,1
8.545,0.28,698,1
2.3,0.248,156,1
2.6,0.296,245,1
6.556,0.492,457,1
5.5,0.409,21,1
3.625,0.345,158,1
3.167,0.184,89,1
2.6,0.246,54,1
7.083,0.931,4075,1
6.111,0.275,327,1
6.4,0.439,569,1
2.8,0.543,65,1
3.714,0.269,169,1
2.429,0.387,102,1
3.778,0.379,294,1
18.615,0.231,1932,1
42.75,0.163,1702,1
21.571,0.077,459,1
1.833,0.553,222,1
19.167,0.164,1572,1
5.167,0.263,151,1
31.556,0.141,1537,1
7.6,0.322,524,1
4.375,0.418,260,1
9.25,0.568,582,1
1.875,0.283,78,1
3.8,0.232,38,1
3,0.286,126,1
9.222,0.356,683,1
1.571,0.312,65,1
2.375,0.355,132,1
26.5,0.371,4879,1
1.375,0.318,76,1
11.438,0.413,2305,1
5.048,0.136,881,1
9.182,0.398,987,1
4.625,0.392,223,1
5.75,0.391,350,1
7.364,0.339,619,1
3.25,0.423,177,1
6,0.262,217,1
22.7,0.225,2202,1
39.364,0.449,3365,1
3.889,0.33,263,1
3.5,0.474,1758,1
8.889,0.333,658,1
4.9,0.165,318,1
2.636,0.408,244,1
27.2,0.211,2101,1
7.111,0.465,518,1
3.5,0.355,397,1
2.909,0.264,176,1
13.625,0.109,443,1
2.6,0.338,47,1
0.9,0.344,80,1
1,0.438,52,1
10.25,0.398,624,1
9.444,0.308,569,1
15.5,0.276,537,1
11.111,0.463,817,1
5.4,0.407,110,1
1.7,0.506,131,1
0.778,0.365,59,1
5.857,0.261,254,1
16.714,0.383,2077,1
25,0.198,1501,1
5,0.403,317,1
4.5,0.136,109,1
4.8,0.579,339,1
9.667,0.246,984,1
20.111,0.361,1205,1
63.25,0.129,668,1
5.727,0.413,557,1
2.182,0.307,210,1
0.5,0.594,32,1
6.889,0.403,371,1
4.111,0.213,235,1
1.6,0.375,123,1
3.353,0.105,1166,1
6.625,0.33,379,1
4.875,0.224,257,1
22.364,0.349,2071,1
5.583,0.35,557,1
14.667,0.168,823,1
