@relation page-blocks

@attribute Eccen numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
41.778,2960,569,1
3.571,156,41,1
5.636,532,75,1
26.5,4879,488,1
2.571,55,8,1
28.5,446,98,1
1.333,11,1,1
1.7,170,27,1
1.833,64,15,1
9.111,539,100,1
13.667,149,39,1
9,311,53,1
6.3,564,84,1
2.84,1328,187,1
5.923,701,124,1
2.889,192,34,1
3.286,126,35,1
22.429,3168,357,1
4.727,346,78,1
21.429,813,138,1
9.875,604,112,1
4,304,61,1
8.875,398,92,1
6.12,2338,470,1
0.625,24,4,1
6,252,33,1
4.125,234,58,1
11.667,547,117,1
1.2,104,22,1
4.556,286,58,1
5,290,62,1
1.333,4194,39,1
5.571,131,24,1
9.051,8370,454,1
2.833,61,16,1
6.2,151,37,1
4.714,207,54,1
5.2,442,70,1
5.714,192,50,1
2.125,82,9,1
29.929,3535,485,1
0.6,15,3,1
7.333,478,96,1
9.9,766,136,1
2,98,20,1
6.6,515,95,1
12.5,703,113,1
3.429,102,34,1
5,74,22,1
26.2,1984,399,1
2,77,24,1
0.8,17,4,1
2.556,204,41,1
4.286,160,46,1
1.889,151,34,1
1.833,53,13,1
1.714,51,8,1
7.2,480,116,1
3.182,253,24,1
9,597,106,1
2,127,29,1
11.875,490,106,1
1,99,10,1
3.571,129,27,1
2.091,217,30,1
16.818,1681,310,1
20.556,1303,238,1
26.143,850,181,1
26.8,2022,220,1
27.9,1916,389,1
2.667,90,22,1
1.333,92,18,1
3.778,231,44,1
4.111,270,64,1
2.222,129,27,1
3.7,332,61,1
5,373,54,1
30,3356,449,1
2.375,101,22,1
6.222,304,84,1
29.778,1288,258,1
21,984,173,1
36,36,7,1
25.857,961,242,1
8,187,63,1
8.444,544,112,1
1,59,13,1
6.875,284,56,1
5.625,260,19,1
6.889,371,69,1
10.789,10849,1815,1
2,48,12,1
4.75,70,18,1
19.444,894,221,1
4.833,119,33,1
5.444,440,86,1
10.818,887,204,1
3.583,438,68,1
1,28,4,1
7.8,586,113,1
9.333,708,93,1
13.556,1055,152,1
20.538,2299,286,1
5.571,233,63,1
9.8,863,160,1
5.444,424,83,1
5.143,247,56,1
50.778,2590,555,1
1.333,324,34,1
0.6,13,2,1
2.375,145,27,1
17.571,539,137,1
1.889,131,13,1
4.778,276,65,1
21.417,1898,291,1
5.182,451,75,1
8.625,485,98,1
3.571,141,27,1
6.143,241,68,1
6.143,243,21,1
1.353,243,14,1
7.375,419,76,1
2.167,52,14,1
4,95,23,1
0.857,40,9,1
33.444,1881,371,1
1.9,147,11,1
5.3,430,91,1
1.571,61,19,1
19.8,436,117,1
1.125,65,16,1
3.1,233,59,1
2.5,160,31,1
13.444,890,176,1
4.222,250,47,1
11.444,715,125,1
3.571,124,35,1
9,437,82,1
1.286,60,13,1
5.1,394,81,1
11,729,125,1
7,798,142,1
9.182,987,160,1
14.091,995,210,1
8,348,56,1
28.875,1003,236,1
6.545,743,83,1
12.6,1068,185,1
24.214,2596,481,1
0.857,12,1,1
3.125,156,41,1
14.111,821,155,1
4.5,48,14,1
1,65,13,1
4.667,89,14,1
15.857,686,131,1
53.5,3646,671,1
2.636,240,43,1
21.875,1235,183,1
1.875,78,15,1
11.444,765,129,1
3.5,204,51,1
4.889,307,67,1
6.625,1005,218,1
43.833,1041,177,1
20.588,3433,414,1
3.857,189,33,1
3,185,40,1
5.375,336,69,1
12.182,1145,179,1
0.875,44,9,1
2.286,86,22,1
1.2,120,28,1
2.8,184,45,1
11.75,693,119,1
7,570,89,1
1.8,146,11,1
16,435,83,1
2.167,71,19,1
10.333,709,140,1
0.889,72,15,1
0.714,29,7,1
23.727,1833,366,1
0.95,271,15,1
1.444,117,16,1
2.857,122,35,1
1.889,99,25,1
4.667,346,56,1
3.857,159,39,1
0.833,94,7,1
27.2,1765,368,1
4.5,38,7,1
0.571,10,1,1
32,1153,200,1
1.286,47,13,1
2.4,45,13,1
0.8,14,3,1
2.182,210,39,1
26.063,4349,481,1
12,627,137,1
2.5,98,21,1
1.5,358,19,1
10.44,6164,326,1
3.286,135,31,1
6,287,58,1
8.286,1054,207,1
10.5,649,101,1
17.462,2470,215,1
24,337,72,1
3.8,360,52,1
13.571,618,114,1
4,435,85,1
1.571,72,18,1
2.25,127,31,1
7.44,4035,263,1
1.5,117,21,1
1.625,102,23,1
23.125,905,199,1
19,520,112,1
5.4,67,13,1
2.909,287,63,1
1.5,54,14,1
18.333,1059,197,1
9.111,494,84,1
1.368,1801,256,1
3.571,106,29,1
3.625,181,41,1
16.769,2090,344,1
15,416,104,1
5.429,242,60,1
26.9,1335,160,1
41.417,4478,731,1
1.556,118,9,1
56.667,2465,513,1
12,672,141,1
1.6,123,28,1
5.143,236,56,1
3.4,82,26,1
29.778,1654,341,1
18.6,1434,267,1
15.222,854,171,1
10.889,628,131,1
24,1146,279,1
0.875,53,11,1
1.8,118,13,1
1.571,64,17,1
1.607,680,59,1
1,97,11,1
11.6,925,186,1
5.9,450,87,1
19.76,11482,776,1
16.833,456,120,1
3.889,271,48,1
6,310,62,1
9.8,765,171,1
15,1282,190,1
11.444,801,134,1
6,144,36,1
1.429,70,17,1
10.8,897,174,1
2.5,150,24,1
3.778,250,57,1
4,299,56,1
1.634,1452,36,1
3,265,48,1
2,98,15,1
1.75,95,23,1
3,109,23,1
13.111,869,164,1
3,223,48,1
6.125,291,88,1
21,2062,265,1
8.6,726,151,1
27,27,4,1
3.556,194,40,1
1.833,56,10,1
1.9,155,16,1
2.167,68,15,1
7.333,214,56,1
19.889,1200,229,1
10.5,852,145,1
3.5,174,44,1
3.778,274,59,1
14,1238,206,1
21.5,2378,458,1
3.4,273,66,1
0.75,43,10,1
11.333,380,56,1
38.556,1351,275,1
42,42,16,1
1.125,46,11,1
2.125,117,21,1
51.1,2846,534,1
0.583,49,5,1
17.222,1020,198,1
16,405,79,1
11.615,1425,229,1
41.417,4374,789,1
10.556,726,127,1
1,43,10,1
0.333,12,1,1
5,316,59,1
4,198,48,1
2,106,19,1
0.909,251,23,1
6.667,646,127,1
59.444,2887,561,1
5,221,47,1
9.222,634,111,1
4,288,68,1
14.167,370,86,1
2.125,77,21,1
5.75,518,98,1
25.75,1307,237,1
7.222,527,102,1
5.6,133,31,1
1.333,106,28,1
1.9,190,35,1
1.143,43,12,1
4.111,299,71,1
2,145,14,1
10,296,67,1
7.444,496,75,1
3.545,305,55,1
16.2,928,124,1
33.308,3404,438,1
5.217,2760,149,1
0.889,53,9,1
0.8,80,6,1
4.429,185,27,1
12.2,659,164,1
9.111,649,119,1
6.143,293,64,1
13.1,1121,217,1
2.444,118,16,1
2.875,102,25,1
1.2,120,26,1
4.714,228,53,1
6.444,277,79,1
27.667,1655,344,1
11.889,626,138,1
1.8,139,11,1
25.625,3731,450,1
1.1,110,31,1
9.111,682,126,1
27.1,1942,381,1
2.625,168,26,1
4.25,44,7,1
18.6,465,98,1
0.375,24,4,1
2.6,248,49,1
6.9,469,103,1
3.625,205,43,1
4.333,244,61,1
9.8,818,159,1
30.667,830,179,1
6,346,81,1
1.875,114,25,1
1.727,198,17,1
29.214,3307,551,1
10.778,820,174,1
4.875,309,56,1
26.545,2445,371,1
22.167,2130,397,1
20.25,534,85,1
1,61,16,1
1.7,145,12,1
3.375,179,22,1
42.875,1661,294,1
2,85,13,1
2.333,199,29,1
7.727,843,145,1
12,756,125,1
25,25,1,1
13,724,129,1
59.444,2136,469,1
15.273,1337,279,1
13,621,121,1
2.5,36,5,1
22.857,2621,355,1
3.4,290,54,1
30.222,1303,252,1
1.333,108,27,1
0.692,80,14,1
5.8,140,36,1
8.778,621,105,1
13.1,1115,199,1
6.333,190,57,1
2.222,111,28,1
14.833,438,106,1
0.75,31,2,1
26.182,1584,386,1
1,56,9,1
3.857,33,6,1
7.9,530,117,1
35,35,6,1
27.571,1099,203,1
2.714,130,30,1
14.636,1152,217,1
0.7,61,12,1
3.3,250,45,1
30.222,1640,365,1
13.667,455,97,1
5.75,291,74,1
0.25,9,1,1
0.818,76,12,1
26.1,1771,390,1
3.556,256,53,1
139.5,304,40,1
9.111,574,118,1
3.714,178,36,1
3.462,331,38,1
14.5,1050,212,1
12.667,760,150,1
0.714,15,1,1
2.143,94,20,1
8,157,36,1
2.846,477,44,1
3.1,295,49,1
37.75,1763,356,1
5.143,234,57,1
18.286,645,140,1
1.167,37,5,1
2.75,314,38,1
27.455,2670,448,1
3.778,151,45,1
6.667,444,81,1
1,42,9,1
5.429,170,43,1
1.625,95,19,1
44.125,825,165,1
2,162,35,1
0.875,56,11,1
2.167,54,15,1
16.667,497,134,1
4.636,462,80,1
1.8,157,31,1
23.25,1208,234,1
0.75,160,14,1
5.8,129,31,1
3.083,332,47,1
60,60,11,1
2.875,182,40,1
6.75,383,87,1
0.667,24,7,1
16.286,591,114,1
3.7,353,66,1
1.95,456,53,1
5.143,242,55,1
4.714,171,53,1
1,61,6,1
1.9,172,34,1
3.375,168,42,1
29.429,3869,651,1
3.875,179,46,1
4.625,192,40,1
1.667,75,15,1
0.857,41,11,1
16.667,477,123,1
29.778,1675,178,1
1.2,67,10,1
9.833,245,75,1
20.556,1309,222,1
6.429,211,65,1
8.444,603,114,1
12,12,2,1
0.8,16,2,1
1.4,35,11,1
0.6,9,1,1
14,1449,245,1
6.25,291,73,1
17.077,1997,221,1
4.857,178,45,1
3.4,79,17,1
13.667,1103,153,1
1.833,221,20,1
2.111,110,34,1
3,142,31,1
11.889,843,161,1
2.714,97,26,1
6.875,289,77,1
26.5,3820,471,1
9,676,115,1
31.857,1036,229,1
17.3,649,102,1
17.286,514,131,1
5.75,326,48,1
3.8,341,59,1
3,126,31,1
7.563,1182,137,1
4.25,208,48,1
1,15,2,1
5.048,881,152,1
5.571,200,56,1
6.6,421,95,1
7,515,82,1
7.44,4433,310,1
2.625,117,29,1
3.8,357,58,1
24,889,203,1
5,214,45,1
1.625,104,27,1
1.875,82,8,1
0.625,40,6,1
3.889,254,56,1
5.917,735,81,1
8.6,191,55,1
8.625,190,39,1
19.111,1237,225,1
2.889,121,30,1
2.538,229,27,1
31.111,1724,336,1
5.167,2859,161,1
9.111,682,114,1
2.875,184,22,1
3.222,160,46,1
3,38,4,1
11.64,6963,462,1
30.667,770,195,1
7.429,349,80,1
35,35,14,1
14.714,498,121,1
16.571,640,116,1
14.4,900,205,1
12.5,657,170,1
2.2,171,39,1
19.333,1156,193,1
6.474,208,1,1
14,417,114,1
17.538,2791,238,1
2.375,152,32,1
0.4,8,1,1
12,678,120,1
16.692,1934,334,1
1.778,110,20,1
3.667,230,46,1
1,106,13,1
1,8,1,1
9.5,549,112,1
15,367,83,1
26,790,204,1
3.8,176,52,1
2.714,83,22,1
1.167,36,8,1
3,237,45,1
10.143,376,84,1
9.143,408,76,1
2,124,29,1
89,89,16,1
1.167,40,10,1
34,1172,299,1
5,294,68,1
8.75,552,112,1
30.857,1294,223,1
30.222,1704,342,1
3,134,31,1
1,33,6,1
4,204,43,1
1.857,80,13,1
19.2,402,87,1
0.8,14,1,1
1.571,65,18,1
6.556,436,91,1
9,9,1,1
0.818,81,5,1
1.125,57,14,1
6.25,71,21,1
1.286,57,10,1
10.556,618,116,1
2.8,61,14,1
1.857,89,21,1
33.364,3108,544,1
5.957,2943,162,1
10.714,373,91,1
19,884,138,1
13,1069,212,1
5.3,414,79,1
4.7,332,65,1
2.143,105,21,1
15.333,756,180,1
9.375,573,115,1
1,49,7,1
16.727,1611,211,1
2.833,89,27,1
1.167,31,6,1
28.385,3176,398,1
3.778,283,53,1
24.5,1010,159,1
19.313,2713,351,1
28.2,1977,378,1
0.727,88,10,1
2.909,350,52,1
19.111,1050,202,1
0.556,39,5,1
2.5,130,24,1
5.429,194,58,1
3.385,407,61,1
4.75,135,21,1
19.444,983,222,1
2.5,116,32,1
17,726,158,1
1.286,57,13,1
5.429,199,45,1
27.933,3309,482,1
1.091,111,16,1
7.5,645,119,1
1.818,197,14,1
3.75,375,38,1
9.5,310,63,1
8.333,632,119,1
1.286,56,12,1
2.143,105,22,1
5,326,75,1
10.071,1323,240,1
20.111,1202,211,1
3.571,175,42,1
5.3,434,87,1
13.5,750,182,1
5.222,327,77,1
5.583,566,88,1
2,77,19,1
4,218,54,1
1.857,83,15,1
5.6,122,26,1
2,128,26,1
3.8,339,57,1
15.1,1162,197,1
1.091,129,27,1
1.833,63,17,1
13.667,819,173,1
10.25,492,98,1
1.4,35,11,1
8.545,625,122,1
56.667,3190,618,1
3.045,1354,112,1
41.3,3018,527,1
14.444,1082,210,1
20.111,1077,213,1
17.385,2852,243,1
6.222,469,77,1
2.273,250,47,1
12.6,292,58,1
1.778,144,26,1
1.429,64,13,1
13.667,994,143,1
3.9,281,71,1
7.286,311,70,1
11.429,391,74,1
27.1,1908,358,1
15.286,490,126,1
5.333,171,39,1
5.435,2875,132,1
4,396,74,1
2.25,66,10,1
17.222,1008,201,1
1.8,125,10,1
10.818,978,177,1
1.75,86,20,1
1.2,29,4,1
1.6,119,21,1
3.429,130,28,1
4.4,405,66,1
56.444,3154,614,1
4.286,186,44,1
10.727,1035,167,1
11.222,701,146,1
5.857,200,51,1
0.875,56,11,1
20.667,1363,213,1
1.412,289,25,1
9.333,478,120,1
0.9,71,6,1
1.9,62,9,1
13.714,1584,275,1
7,15,3,1
29.857,3625,707,1
1.625,82,8,1
1.143,43,14,1
65.375,1277,209,1
9.4,940,151,1
24.727,1781,352,1
7.75,480,99,1
4.1,259,59,1
2.286,109,20,1
1.909,166,15,1
13,341,71,1
1.5,90,20,1
3,70,20,1
1.444,54,6,1
6.6,149,43,1
2.1,170,33,1
1.25,74,11,1
17.111,1008,192,1
3.429,119,28,1
0.667,48,1,1
28.4,2013,402,1
0.286,10,1,1
11.438,2305,251,1
2.857,123,32,1
33.875,1775,375,1
5,208,38,1
2.25,291,39,1
4.1,221,55,1
15.667,527,79,1
8,278,58,1
4.429,181,48,1
19.7,1479,258,1
25.938,4480,499,1
0.8,80,8,1
59.444,2861,617,1
1.375,88,20,1
8.3,675,130,1
3.3,186,43,1
5.125,211,64,1
59.333,2491,507,1
177,177,35,1
7.571,91,22,1
3.091,326,49,1
0.571,19,3,1
17,1206,268,1
1.8,45,8,1
5.2,417,89,1
8.909,839,164,1
3.75,160,43,1
17.857,643,160,1
4.6,1868,333,1
26.667,1307,306,1
1.625,84,20,1
13.917,7740,501,1
12,831,142,1
25.8,1672,325,1
10.778,753,157,1
37.545,3662,664,1
22.273,2235,365,1
3.5,170,40,1
2.6,245,35,1
5.375,323,57,1
70,70,13,1
22.333,825,216,1
4,246,53,1
8,864,78,1
20.778,1323,233,1
5.857,285,62,1
1.8,164,28,1
1.75,75,20,1
1.667,114,24,1
27.778,1649,316,1
4.1,397,68,1
2.333,84,22,1
14.333,751,139,1
0.87,309,11,1
3.1,259,52,1
27.778,1659,320,1
2.636,244,42,1
3.375,188,45,1
8,639,122,1
3,106,22,1
13,520,92,1
20,1230,212,1
33.667,3267,573,1
5.7,421,79,1
1.625,103,20,1
0.917,132,30,1
14,704,120,1
25.429,990,213,1
12,855,170,1
34.444,2211,375,1
2.6,52,14,1
32.455,3232,546,1
6.571,322,78,1
0.857,27,8,1
6.091,508,67,1
6,697,113,1
1,13,1,1
10.455,915,188,1
3,252,54,1
28.625,887,196,1
5.154,450,57,1
3.8,337,59,1
1.75,76,18,1
27,883,203,1
59.556,3924,662,1
19.7,1160,228,1
25.1,1293,327,1
4,48,11,1
11.5,308,83,1
0.647,121,8,1
9.75,945,184,1
11.222,783,150,1
12.6,1103,193,1
1.25,66,16,1
8.7,784,132,1
2.857,140,33,1
7,1576,201,1
6.167,180,48,1
1,64,9,1
30.429,1093,237,1
0.667,41,2,1
27.1,1668,333,1
1.625,98,21,1
5,230,52,1
2.8,224,41,1
2.429,96,19,1
1,44,7,1
3.778,264,63,1
5.3,477,99,1
21.818,1674,348,1
4.5,251,59,1
2.375,107,24,1
1.875,111,23,1
23.375,1118,168,1
1.286,53,11,1
11.2,132,26,1
0.9,210,9,1
2,74,18,1
1.5,86,20,1
4.259,2087,388,1
1.833,225,17,1
2.571,79,23,1
26.875,1357,239,1
2.857,83,26,1
4.429,561,63,1
6,351,66,1
4.375,258,61,1
8.556,672,128,1
23.923,3069,537,1
2.75,176,37,1
6.5,631,112,1
2,81,22,1
3.143,136,32,1
21.222,1284,264,1
13.636,879,149,1
28.8,1624,365,1
26.1,1343,321,1
6,793,90,1
2.625,113,29,1
15.429,610,130,1
13.5,414,109,1
8.667,629,110,1
3,261,50,1
2.333,84,18,1
16,331,61,1
1.875,97,14,1
15.833,380,73,1
18.778,1104,220,1
5.429,225,45,1
4.571,176,52,1
12.625,674,139,1
2.25,109,31,1
3.455,356,70,1
2.833,102,25,1
56.444,3224,640,1
2.273,231,46,1
8.2,682,120,1
1.571,75,21,1
8.889,603,122,1
8.625,495,104,1
8.75,903,160,1
9,654,119,1
4,229,61,1
25,1214,221,1
0.667,12,2,1
4.714,195,51,1
31.444,1852,389,1
4.333,245,55,1
18.1,1567,273,1
5.667,361,58,1
11.889,658,138,1
7.9,646,128,1
1.9,146,39,1
5,363,56,1
10.5,463,110,1
2.333,84,21,1
5.167,157,34,1
8.5,34,4,1
27.1,1659,351,1
1.889,141,15,1
5.923,565,85,1
22.938,3377,427,1
3.714,143,29,1
4.857,224,47,1
9.556,400,126,1
1.167,36,1,1
3.25,171,44,1
2.333,97,20,1
2.111,115,29,1
23.818,2271,386,1
12,639,134,1
32.571,875,175,1
12.111,832,151,1
8,443,79,1
0.727,88,11,1
4.778,357,65,1
10.1,878,154,1
1.167,42,12,1
1.833,54,15,1
15.5,1244,231,1
8.3,686,105,1
1.5,96,20,1
8.889,687,119,1
1.5,335,35,1
4.667,342,61,1
11.429,475,79,1
5.2,391,74,1
24.313,3544,424,1
0.5,32,7,1
8.625,355,83,1
9.308,1086,159,1
1.2,115,22,1
2,123,23,1
2.571,106,23,1
2,136,11,1
5.857,208,62,1
8.067,1381,145,1
2.667,101,36,1
0.875,56,11,1
7.909,601,115,1
19,823,191,1
1,18,4,1
49.429,1771,355,1
1,64,12,1
2.167,59,15,1
2.75,161,27,1
16,493,98,1
31.8,1625,344,1
2.444,180,26,1
0.286,13,1,1
9.909,743,146,1
1.571,68,16,1
0.4,16,1,1
0.429,21,4,1
1.625,85,10,1
1,53,1,1
5.8,130,29,1
49.9,3150,575,1
4.071,750,48,1
2.429,108,24,1
12.333,768,126,1
9.429,417,53,1
7.25,419,65,1
19.167,1572,130,1
12,918,197,1
1.778,138,12,1
11.889,667,141,1
4.556,366,57,1
6,332,72,1
9,467,102,1
10.6,162,46,1
41,2122,409,1
8.6,211,54,1
0.889,57,4,1
6,812,92,1
9.462,1276,156,1
8.857,378,91,1
3.273,1343,86,1
4.125,234,61,1
2,143,15,1
3.1,202,47,1
5.556,431,83,1
9.286,407,85,1
5,230,50,1
1.5,364,32,1
2.3,142,30,1
0.8,20,5,1
3.75,48,4,1
5,150,26,1
2.167,66,10,1
11.6,75,22,1
3.417,364,69,1
7.9,695,143,1
5.5,197,46,1
15.5,1051,195,1
2.25,134,25,1
2.571,104,26,1
33.222,1896,385,1
6,745,83,1
2.875,178,33,1
2,121,23,1
23.727,1505,361,1
1,91,14,1
6.091,622,107,1
2.043,808,155,1
11.68,6676,459,1
19.6,2872,330,1
7.5,404,69,1
3,187,40,1
2,77,23,1
15.1,1186,165,1
18.125,897,146,1
4.389,876,115,1
1.091,89,13,1
26.1,1860,388,1
2.25,128,30,1
1.333,44,10,1
4,230,57,1
3.286,123,38,1
3,166,31,1
37.25,1886,383,1
2.286,107,19,1
11.333,697,137,1
3.75,236,49,1
8.375,400,82,1
3.8,337,56,1
13.1,1123,198,1
2.857,119,29,1
3.625,151,30,1
4.625,294,77,1
5.75,341,62,1
4.556,312,67,1
3.8,240,55,1
10.333,743,131,1
1.857,86,19,1
2.875,162,31,1
5.429,253,63,1
0.727,87,6,1
6.625,416,99,1
13.5,775,150,1
1.714,68,18,1
1.5,122,26,1
25,1928,307,1
33.923,3582,463,1
15.909,902,205,1
18.5,740,180,1
2,156,12,1
9.111,690,87,1
12.222,621,148,1
7.714,234,71,1
2,119,23,1
4.111,269,62,1
1.412,300,37,1
9.222,543,84,1
7.455,734,108,1
26.923,2682,386,1
23.75,372,78,1
24.5,384,96,1
40,40,15,1
1.125,65,15,1
2.75,176,35,1
9.667,984,172,1
7.286,346,65,1
1.7,131,11,1
1.429,54,9,1
16.778,769,181,1
0.6,11,1,1
2,95,29,1
14.667,698,146,1
0.75,39,8,1
1.75,112,23,1
2.286,106,25,1
2.714,112,26,1
10.7,790,161,1
1.818,194,15,1
2.857,106,31,1
21.182,1734,349,1
5,387,54,1
12.429,521,116,1
3.6,304,59,1
2.167,283,43,1
4.3,404,55,1
17.7,1226,261,1
11.9,1002,151,1
6.842,1606,267,1
1.778,72,12,1
2.333,181,26,1
0.667,24,4,1
18.4,1152,232,1
4.1,341,69,1
2.625,108,30,1
2.556,169,34,1
3.833,119,22,1
29,29,8,1
1,93,18,1
13.857,537,95,1
15,434,97,1
29.692,3301,657,1
1.875,97,19,1
1.857,59,17,1
11.667,6072,389,1
12,12,4,1
3.667,392,67,1
2.429,89,23,1
12.667,438,108,1
1.545,122,14,1
1.167,35,9,1
8.375,388,91,1
25.25,1114,276,1
8.818,678,139,1
1.857,91,17,1
23.143,266,73,1
4.143,171,39,1
15.333,890,144,1
16.857,718,141,1
4.375,279,58,1
23.818,1781,364,1
1.333,48,7,1
1.816,2201,292,1
9,415,77,1
59.444,2323,432,1
7.286,280,77,1
3.091,240,49,1
16.5,477,123,1
11.889,826,166,1
1.182,525,84,1
4.5,56,2,1
4,60,15,1
4.875,275,65,1
0.778,49,9,1
23.733,3342,410,1
3.4,73,18,1
3.333,113,33,1
0.571,25,4,1
5.333,134,41,1
4.889,374,55,1
12.143,517,88,1
2.625,142,34,1
29.125,1239,207,1
6.714,236,67,1
3.375,184,31,1
37.429,1254,218,1
18.667,1000,214,1
27.889,1517,317,1
9.111,415,122,1
0.857,39,9,1
27.143,1126,218,1
2.714,110,27,1
50.333,1478,269,1
13.5,453,102,1
1.556,109,12,1
1.143,40,10,1
3.556,812,93,1
3.286,152,33,1
23.727,1849,368,1
2,169,15,1
1.727,200,16,1
5,317,60,1
8.857,418,81,1
2.857,116,24,1
1,62,15,1
4.571,186,47,1
1.875,102,24,1
2.125,100,22,1
1.75,86,22,1
1.571,56,17,1
3,98,22,1
0.857,123,11,1
4.75,244,61,1
4.667,336,60,1
2.875,153,40,1
1.333,96,22,1
3.667,232,57,1
5.857,217,43,1
2.909,176,30,1
17.889,1347,218,1
1.625,85,11,1
2.8,273,45,1
11.889,829,186,1
1.333,11,1,1
9.125,511,92,1
1.875,120,28,1
10.25,650,126,1
23.727,1711,354,1
8,467,102,1
4.143,165,20,1
9.222,630,122,1
56.778,3670,751,1
2.778,205,37,1
9.091,970,165,1
21.556,1207,238,1
18,18,2,1
38.778,1422,306,1
2.636,197,46,1
3.286,141,33,1
31.167,663,168,1
1.7,156,15,1
5.222,377,80,1
12,772,165,1
2.4,36,6,1
8.286,342,38,1
5.333,284,69,1
6.455,742,77,1
14.833,422,89,1
12.111,764,129,1
24.636,2001,378,1
10,203,57,1
17.182,1275,256,1
1.5,359,32,1
2,118,19,1
4.375,236,57,1
0.727,53,8,1
6.7,543,94,1
3.625,232,48,1
5.875,283,64,1
5,206,42,1
1.143,56,13,1
16.125,849,164,1
41.417,3544,658,1
10.25,468,99,1
2,72,16,1
10,924,168,1
10.615,1251,108,1
11.9,964,169,1
6.143,256,66,1
47.4,2740,585,1
1.667,130,21,1
10.789,9403,1651,1
28.286,988,174,1
1.833,47,16,1
0.875,43,8,1
8.75,553,110,1
1.6,39,9,1
143,143,18,1
11.875,687,120,1
0.875,56,10,1
9.833,1102,166,1
8.75,514,115,1
2.571,124,28,1
1.667,52,14,1
11,532,92,1
18.8,444,80,1
2.714,121,17,1
56.667,2717,533,1
2,182,29,1
2.2,45,12,1
4.444,357,61,1
2.429,405,43,1
34,1846,289,1
1.857,77,18,1
1.125,49,16,1
11.68,6967,461,1
2,213,16,1
3.333,95,14,1
24.857,3293,526,1
2,83,22,1
9.75,891,190,1
20.286,2147,285,1
1.8,127,29,1
2.875,152,34,1
4.4,383,80,1
10.111,646,112,1
16.818,1572,246,1
4.7,295,70,1
1.625,104,22,1
1,25,7,1
40.6,872,187,1
8.25,4670,274,1
9.111,679,123,1
2.5,204,45,1
0.667,18,2,1
9,440,83,1
2,98,19,1
16.571,549,114,1
4.875,298,72,1
4.067,471,121,1
17.571,580,95,1
2.75,85,20,1
5.182,362,91,1
5.714,262,66,1
2,110,25,1
3.375,208,44,1
19.4,403,82,1
1.571,67,18,1
8.429,272,76,1
0.857,42,9,1
0.8,9,1,1
2.5,207,40,1
5,319,54,1
1.625,83,19,1
14.429,688,111,1
8,320,82,1
1.75,74,7,1
4,273,57,1
3.8,89,28,1
1.294,152,14,1
3.227,1306,71,1
2.25,141,23,1
2.8,52,14,1
24,434,83,1
2,72,9,1
2.875,184,45,1
3,187,39,1
1.5,92,20,1
12.444,842,135,1
0.4,10,1,1
9,669,125,1
14.778,859,150,1
2.857,140,29,1
2.286,71,14,1
2.857,138,28,1
4.375,217,51,1
10.143,334,67,1
9.067,1526,174,1
12.6,288,45,1
2.6,200,44,1
0.875,56,12,1
2.833,70,14,1
4.333,219,55,1
2.6,58,13,1
1.75,96,18,1
6.917,753,144,1
1.714,84,18,1
1.6,160,26,1
1,29,7,1
10.75,1100,187,1
4.778,348,59,1
1.8,41,12,1
1.5,93,23,1
5.75,326,53,1
15.714,344,107,1
3.167,106,30,1
14,884,163,1
5.974,5593,370,1
3.667,187,43,1
11.444,770,124,1
40,40,15,1
25.6,1959,327,1
4.071,774,49,1
18.444,1120,190,1
5.917,770,81,1
3.556,263,46,1
3.167,90,24,1
4.4,421,81,1
25.9,2018,362,1
23.818,1951,391,1
4.5,109,11,1
5.429,226,55,1
6,210,33,1
15.7,887,222,1
200,200,25,1
3.1,188,44,1
23.875,3670,444,1
3.5,289,66,1
4,351,71,1
8.609,4548,282,1
7,112,40,1
1.8,35,7,1
4.7,367,72,1
0.667,24,3,1
5.5,334,50,1
3.75,189,47,1
10.375,634,90,1
2.875,133,32,1
3,95,26,1
15.667,493,65,1
7.375,366,79,1
15.5,397,78,1
8.143,263,84,1
4.778,343,55,1
16.273,1444,226,1
4.529,995,140,1
5.125,173,49,1
1.9,159,13,1
5.625,3131,158,1
16.167,408,94,1
4,127,3,1
49.429,1813,329,1
1.5,108,23,1
7.8,169,48,1
6.4,585,109,1
5.818,420,88,1
25.923,3291,514,1
11.308,1343,190,1
0.727,88,9,1
5.875,227,64,1
4.111,311,61,1
3.875,194,46,1
5,2800,125,1
9.375,533,106,1
16.385,1821,214,1
11.444,813,134,1
8.6,172,37,1
2.2,49,14,1
1.125,71,15,1
5.625,1109,204,1
2.333,171,30,1
1.286,31,1,1
4.111,218,50,1
9.455,854,164,1
27.429,518,135,1
37.25,1412,278,1
11,807,155,1
2.857,103,26,1
34.167,3474,645,1
4,261,65,1
1.75,112,29,1
1.125,57,17,1
6.625,325,76,1
1.5,39,10,1
23.6,293,63,1
1.571,73,21,1
4,272,62,1
2.333,143,35,1
1.667,205,14,1
5.167,491,110,1
2.375,146,37,1
1.5,91,21,1
12.333,770,115,1
8.8,174,21,1
2.25,134,32,1
6.364,492,83,1
24.727,2222,392,1
4.111,315,57,1
2.333,147,23,1
2.6,213,39,1
1.429,57,18,1
11.64,6796,455,1
10.714,398,64,1
2,159,23,1
5.714,263,61,1
1.6,160,32,1
3.9,230,48,1
2.923,472,45,1
