@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Class {1,2,3,4,5}

@data
1,52,2
1,17,2
3,348,2
1,115,2
3,318,2
6,126,2
1,63,2
1,29,2
1,84,2
1,17,2
3,33,2
2,34,2
11,6072,2
1,51,2
2,12,2
1,17,2
1,159,2
1,257,2
1,34,2
1,8,2
4,36,2
25,4225,2
1,20,2
1,138,2
1,13,2
1,69,2
1,81,2
1,22,2
2,138,2
1,30,2
1,70,2
17,5814,2
2,1072,2
1,193,2
1,48,2
1,147,2
2,1072,2
10,5530,2
25,7500,2
2,36,2
3,162,2
3,777,2
1,75,2
1,7,2
6,852,2
1,52,2
1,379,2
1,85,2
1,69,2
1,34,2
1,47,2
1,20,2
1,13,2
1,14,2
1,196,2
1,22,2
3,1623,2
1,61,2
2,1072,2
2,1072,2
4,460,2
1,39,2
1,206,2
1,288,2
8,1848,2
3,339,2
1,8,2
1,54,2
2,1070,2
1,33,2
1,186,2
1,277,2
2,40,2
1,11,2
1,19,2
1,159,2
1,17,2
2,1074,2
3,777,2
1,14,2
1,63,2
1,41,2
1,15,2
1,199,2
1,23,2
2,1074,2
3,912,2
1,9,2
1,94,2
1,42,2
1,41,2
1,47,2
1,16,2
3,387,2
2,1074,2
1,413,2
1,52,2
2,64,2
1,17,2
2,92,2
2,1074,2
3,1614,2
1,11,2
1,127,2
2,124,2
1,14,2
1,78,2
1,102,2
1,14,2
1,23,2
3,1650,2
1,124,2
1,15,2
1,73,2
2,1074,2
1,10,2
1,28,2
1,46,2
1,63,2
18,6156,2
1,39,2
1,20,2
1,44,2
6,42,2
3,1608,2
1,46,2
1,77,2
1,65,2
2,650,2
1,114,2
1,45,2
1,29,2
3,1500,2
1,15,2
4,432,2
1,235,2
7,322,2
9,117,2
2,1074,2
2,1072,2
1,106,2
1,180,2
2,352,2
1,104,2
1,136,2
1,76,2
3,1611,2
1,14,2
1,19,2
1,145,2
2,232,2
1,95,2
1,19,2
2,44,2
1,17,2
1,15,2
3,1410,2
1,126,2
1,148,2
1,11,2
1,8,2
2,104,2
1,87,2
1,79,2
1,62,2
1,67,2
1,36,2
1,11,2
1,17,2
6,282,2
3,396,2
1,19,2
1,278,2
11,4697,2
1,35,2
1,40,2
1,214,2
1,161,2
1,107,2
3,639,2
1,32,2
7,7,2
1,32,2
2,36,2
7,98,2
1,283,2
1,10,2
1,7,2
2,1076,2
1,86,2
3,348,2
8,128,2
11,2772,2
1,18,2
1,13,2
2,1070,2
2,314,2
4,776,2
1,8,2
2,50,2
1,36,2
2,472,2
3,1632,2
1,106,2
1,14,2
2,830,2
1,28,2
10,20,2
2,246,2
1,58,2
2,44,2
1,10,2
1,22,2
1,131,2
1,28,2
1,57,2
1,10,2
2,98,2
1,33,2
2,44,2
1,9,2
2,12,2
1,29,2
2,92,2
1,42,2
3,858,2
2,1074,2
1,117,2
1,152,2
1,14,2
2,398,2
3,177,2
1,14,2
4,2096,2
1,13,2
1,117,2
1,44,2
2,950,2
2,408,2
1,35,2
5,550,2
1,172,2
2,202,2
1,14,2
1,40,2
1,184,2
1,14,2
4,76,2
1,17,2
2,96,2
2,40,2
1,52,2
5,640,2
1,45,2
2,1074,2
1,8,2
2,48,2
17,5797,2
1,537,2
19,8778,2
3,1389,2
128,44416,3
166,78352,3
64,4672,3
83,12367,3
187,26367,3
178,24920,3
168,24360,3
29,928,3
95,8835,3
63,4158,3
28,868,3
187,25619,3
28,896,3
163,26243,3
28,868,3
168,22680,3
186,87234,3
153,24174,3
93,9672,3
174,81954,3
28,896,3
72,6912,3
63,4977,3
132,72204,3
29,928,3
84,84,4
37,37,4
5,10,4
10,10,4
14,14,4
66,198,4
7,7,4
47,47,4
9,18,4
430,2150,4
18,18,4
42,42,4
38,38,4
261,7830,4
8,8,4
13,13,4
105,210,4
11,22,4
10,10,4
9,9,4
12,12,4
7,7,4
12,12,4
13,13,4
9,9,4
8,8,4
58,174,4
69,207,4
16,16,4
13,13,4
11,11,4
17,17,4
804,8844,4
14,28,4
5,10,4
9,9,4
27,108,4
11,11,4
6,126,4
76,76,4
22,22,4
8,8,4
10,10,4
25,25,4
4,8,4
93,372,4
39,39,4
31,31,4
9,9,4
9,9,4
34,34,4
23,23,4
27,27,4
136,136,4
15,15,4
26,26,4
9,9,4
4,8,4
10,10,4
7,7,4
44,132,4
12,24,4
20,20,4
54,54,4
17,34,4
31,31,4
5,10,4
53,53,4
42,294,4
7,7,4
1,25,4
54,54,4
32,32,4
117,117,4
8,8,4
94,188,4
8,8,4
13,13,4
27,108,4
34,918,5
54,2592,5
37,2664,5
19,893,5
118,12390,5
4,32,5
8,128,5
83,22991,5
55,2640,5
4,28,5
8,32,5
67,2010,5
14,266,5
85,5865,5
5,35,5
7,168,5
54,19278,5
7,77,5
30,1800,5
31,3255,5
9,153,5
16,480,5
28,1708,5
6,72,5
83,26062,5
16,464,5
6,78,5
36,1548,5
13,65,5
11,528,5
31,3255,5
16,64,5
36,1728,5
83,26145,5
9,54,5
9,90,5
83,26062,5
6,30,5
36,6192,5
8,72,5
37,740,5
100,4900,5
13,169,5
49,3871,5
5,45,5
31,1147,5
15,210,5
29,1392,5
33,924,5
6,54,5
83,27058,5
21,1428,5
13,104,5
48,19296,5
32,3392,5
30,1830,5
22,484,5
45,3555,5
81,3969,5
6,36,5
54,19278,5
7,63,5
160,45760,5
12,1752,5
14,238,5
52,2496,5
52,23972,5
24,432,5
13,65,5
197,39006,5
6,30,5
311,143993,5
25,225,5
14,266,5
4,44,5
304,140752,5
36,3456,5
158,26386,5
68,2312,5
7,329,5
7,91,5
4,20,5
86,5762,5
7,105,5
4,20,5
6,102,5
21,84,5
101,9999,5
5,20,5
29,1769,5
10,70,5
153,67626,5
34,850,5
53,2544,5
38,2660,5
43,2666,5
17,153,5
5,15,5
39,2730,5
306,142290,5
5,60,5
31,2201,5
32,11200,5
