@relation page-blocks

@attribute Height numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
1,52,2
1,40,2
1,10,2
1,46,2
1,44,2
1,14,2
1,14,2
1,13,2
1,87,2
1,10,2
1,79,2
1,73,2
3,619,2
3,317,2
1,9,2
1,34,2
1,45,2
1,22,2
1,44,2
1,42,2
1,33,2
1,44,2
10,12,2
2,325,2
1,63,2
2,756,2
1,14,2
6,46,2
2,657,2
2,128,2
1,9,2
2,23,2
1,75,2
6,29,2
1,126,2
1,20,2
1,10,2
1,41,2
1,279,2
1,17,2
1,13,2
12,479,2
1,36,2
1,34,2
2,55,2
1,11,2
1,63,2
3,22,2
2,64,2
1,206,2
1,40,2
1,39,2
1,127,2
2,278,2
1,15,2
1,117,2
2,25,2
1,19,2
1,29,2
1,277,2
1,14,2
1,28,2
1,8,2
2,150,2
2,30,2
2,349,2
1,94,2
1,8,2
2,654,2
1,23,2
1,115,2
1,8,2
2,517,2
3,160,2
2,538,2
3,108,2
2,673,2
1,15,2
25,4000,2
1,20,2
1,106,2
1,35,2
8,89,2
25,531,2
1,136,2
1,114,2
1,39,2
1,54,2
17,5790,2
1,199,2
2,44,2
2,173,2
1,61,2
1,41,2
1,14,2
3,172,2
1,69,2
1,18,2
1,214,2
1,47,2
1,70,2
7,20,2
1,17,2
3,587,2
1,32,2
2,480,2
4,212,2
1,159,2
1,413,2
1,48,2
1,147,2
6,32,2
3,129,2
3,626,2
1,13,2
5,489,2
9,88,2
1,172,2
1,8,2
3,632,2
1,9,2
1,32,2
1,42,2
2,704,2
1,159,2
1,47,2
2,802,2
2,574,2
3,242,2
1,17,2
1,255,2
2,38,2
3,366,2
4,1264,2
1,8,2
2,638,2
3,84,2
3,531,2
1,196,2
1,23,2
1,19,2
1,63,2
1,30,2
1,12,2
1,257,2
1,19,2
1,8,2
8,1630,2
11,4955,2
1,67,2
5,1100,2
2,12,2
2,50,2
2,596,2
1,17,2
17,5784,2
2,124,2
1,33,2
3,685,2
1,186,2
3,146,2
2,703,2
1,29,2
1,7,2
1,17,2
6,57,2
1,22,2
1,15,2
2,33,2
2,33,2
1,75,2
1,17,2
1,46,2
1,52,2
1,19,2
3,652,2
7,98,2
1,199,2
1,62,2
1,98,2
3,221,2
1,16,2
1,14,2
1,180,2
1,161,2
1,537,2
1,52,2
1,76,2
2,26,2
1,379,2
2,186,2
1,107,2
1,13,2
1,28,2
7,7,2
11,2676,2
2,735,2
1,193,2
1,138,2
1,124,2
1,58,2
1,235,2
1,51,2
2,12,2
1,11,2
4,357,2
1,26,2
1,22,2
1,57,2
1,16,2
3,374,2
1,148,2
2,65,2
1,117,2
2,125,2
1,86,2
1,81,2
29,668,3
28,666,3
29,639,3
168,20513,3
93,5908,3
186,46133,3
28,647,3
132,34874,3
166,42821,3
28,666,3
163,23547,3
83,5838,3
63,1718,3
128,25163,3
174,35499,3
168,23457,3
178,16177,3
64,2077,3
187,23301,3
153,15491,3
95,7968,3
187,25400,3
28,647,3
72,4025,3
63,2458,3
44,111,4
94,97,4
20,20,4
9,9,4
13,13,4
117,117,4
10,10,4
804,2058,4
69,197,4
261,701,4
58,60,4
16,16,4
105,112,4
14,14,4
31,31,4
18,18,4
10,10,4
9,9,4
9,13,4
17,24,4
22,22,4
27,27,4
32,32,4
8,8,4
13,13,4
4,8,4
37,37,4
15,15,4
8,8,4
8,8,4
47,47,4
10,10,4
76,76,4
53,53,4
6,56,4
42,127,4
34,34,4
42,42,4
23,23,4
14,15,4
38,38,4
7,7,4
25,25,4
84,84,4
66,180,4
10,10,4
7,7,4
1,25,4
136,136,4
11,11,4
27,72,4
27,81,4
4,7,4
9,9,4
31,31,4
93,210,4
8,8,4
13,13,4
12,12,4
5,7,4
54,54,4
11,14,4
430,475,4
13,13,4
7,7,4
11,11,4
54,54,4
17,17,4
8,8,4
39,39,4
5,9,4
12,12,4
7,7,4
5,8,4
9,9,4
26,26,4
9,9,4
12,16,4
9,9,4
86,5386,5
158,7279,5
14,134,5
9,70,5
54,685,5
45,693,5
30,884,5
6,16,5
4,16,5
10,42,5
43,454,5
7,38,5
4,41,5
48,1814,5
9,47,5
13,76,5
36,2086,5
7,15,5
31,1485,5
29,373,5
36,283,5
36,717,5
68,1215,5
29,762,5
4,16,5
83,15523,5
24,163,5
14,92,5
37,143,5
55,960,5
12,225,5
49,694,5
54,12422,5
53,685,5
32,1341,5
32,4497,5
6,15,5
7,50,5
54,12626,5
5,21,5
85,2588,5
9,28,5
16,226,5
6,30,5
22,229,5
36,755,5
7,31,5
6,64,5
16,230,5
31,651,5
153,14538,5
15,71,5
83,17482,5
8,110,5
16,34,5
5,16,5
5,9,5
37,685,5
39,697,5
25,98,5
19,100,5
5,13,5
6,37,5
52,619,5
160,10347,5
4,17,5
83,8387,5
101,7780,5
5,24,5
118,1296,5
28,870,5
34,454,5
311,23092,5
100,1958,5
31,1358,5
38,165,5
21,156,5
83,18149,5
7,95,5
8,23,5
81,1580,5
13,35,5
67,924,5
4,28,5
6,19,5
33,250,5
13,80,5
13,36,5
7,44,5
8,19,5
31,637,5
21,54,5
34,509,5
304,17081,5
52,5938,5
30,823,5
14,144,5
306,17452,5
197,12964,5
17,76,5
11,206,5
6,35,5
83,16139,5
