@relation page-blocks

@attribute Height numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
1,2,2
2,1,2
1,6,2
3,4,2
1,45,2
3,4,2
2,11,2
2,26,2
2,16,2
1,3,2
1,14,2
1,1,2
2,2,2
2,5,2
1,2,2
2,3,2
1,12,2
1,4,2
2,10,2
5,1,2
2,15,2
3,13,2
2,23,2
2,24,2
1,1,2
5,17,2
1,1,2
1,6,2
1,7,2
6,1,2
2,25,2
1,2,2
37,1,2
1,1,2
10,207,2
1,5,2
1,3,2
1,5,2
2,5,2
1,4,2
11,1,2
1,1,2
1,1,2
3,11,2
1,4,2
5,3,2
2,5,2
1,2,2
1,15,2
2,14,2
1,1,2
1,5,2
2,3,2
1,1,2
1,17,2
2,1,2
2,1,2
2,4,2
1,1,2
3,10,2
19,272,2
2,30,2
1,1,2
1,3,2
1,2,2
1,3,2
1,3,2
28,17,2
1,2,2
1,3,2
6,1,2
1,4,2
3,25,2
1,1,2
1,5,2
1,1,2
1,7,2
1,1,2
3,20,2
1,4,2
65,6,3
163,1634,3
28,59,3
166,1641,3
64,26,3
128,1356,3
29,64,3
187,2333,3
28,57,3
29,60,3
95,1644,3
153,302,3
174,1756,3
29,61,3
132,1292,3
93,1028,3
83,167,3
72,215,3
28,62,3
28,58,3
178,664,3
168,296,3
28,59,3
63,46,3
186,1481,3
9,1,4
17,1,4
25,1,4
32,1,4
20,1,4
10,1,4
8,1,4
9,1,4
7,1,4
9,1,4
430,10,4
26,1,4
11,1,4
98,1,4
261,205,4
13,1,4
4,1,4
8,1,4
44,32,4
53,1,4
76,1,4
39,1,4
31,1,4
31,1,4
9,1,4
14,1,4
9,1,4
42,1,4
12,1,4
105,1,4
10,1,4
14,1,4
7,1,4
8,1,4
9,1,4
6,15,4
13,1,4
17,1,4
38,1,4
117,1,4
10,1,4
12,1,4
15,1,4
5,1,4
5,1,4
7,1,4
14,1,4
37,1,4
13,1,4
94,1,4
47,1,4
22,1,4
11,1,4
9,1,4
7,1,4
11,1,4
7,1,4
13,1,4
16,1,4
19,1,4
8,1,4
804,108,4
7,1,4
9,1,4
54,1,4
42,38,4
93,54,4
27,14,4
34,1,4
66,50,4
27,16,4
136,1,4
8,1,4
8,1,4
10,1,4
12,1,4
54,1,4
23,1,4
29,120,5
14,12,5
34,106,5
36,43,5
19,18,5
16,26,5
311,3212,5
83,839,5
21,13,5
12,7,5
36,164,5
43,32,5
33,16,5
7,9,5
48,256,5
53,51,5
118,193,5
47,526,5
83,603,5
4,2,5
28,149,5
306,2925,5
5,3,5
5,2,5
8,2,5
16,28,5
10,7,5
83,888,5
32,147,5
37,23,5
304,2273,5
54,1003,5
158,511,5
16,20,5
12,6,5
7,1,5
16,2,5
54,901,5
83,838,5
197,227,5
21,7,5
31,161,5
81,199,5
11,17,5
9,7,5
13,6,5
9,1,5
9,4,5
36,69,5
7,5,5
30,150,5
49,44,5
68,213,5
10,15,5
8,3,5
5,2,5
13,15,5
20,34,5
160,166,5
67,150,5
212,428,5
6,5,5
83,1025,5
6,2,5
8,1,5
8,2,5
13,4,5
85,674,5
100,259,5
17,20,5
31,34,5
25,17,5
30,153,5
22,29,5
7,9,5
8,4,5
39,35,5
31,105,5
86,399,5
17,17,5
31,136,5
91,36,5
6,2,5
24,29,5
36,59,5
153,1227,5
32,401,5
7,7,5
34,65,5
15,12,5
6,7,5
9,2,5
54,54,5
37,42,5
4,4,5
4,3,5
52,45,5
45,64,5
29,32,5
14,1,5
13,1,5
5,5,5
53,98,5
4,3,5
