@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
7,35,5,1.36,1
9,49,5.444,3.05,1
9,86,9.556,2.13,1
10,170,17,1.66,1
8,63,7.875,1.52,1
8,69,8.625,2.16,1
7,33,4.714,1.53,1
12,85,7.083,1.94,1
9,510,56.667,1.31,1
6,12,2,2.22,1
9,185,20.556,2.83,1
7,35,5,1.21,1
25,186,7.44,8.06,1
7,4,0.571,5,1
9,169,18.778,2.3,1
9,45,5,1.68,1
7,45,6.429,1.4,1
9,50,5.556,1.32,1
8,525,65.625,1.34,1
10,42,4.2,2.22,1
11,11,1,4.08,1
13,9,0.692,3.36,1
11,190,17.273,2.11,1
9,81,9,2.04,1
8,25,3.125,1.65,1
10,260,26,1.78,1
8,273,34.125,1.27,1
6,76,12.667,1.49,1
10,80,8,5.08,1
10,42,4.2,2.13,1
12,43,3.583,2.71,1
7,17,2.429,1.82,1
5,95,19,1.73,1
9,18,2,7.64,1
10,58,5.8,1.62,1
8,17,2.125,1.24,1
7,11,1.571,1.45,1
24,309,12.875,17.51,1
7,11,1.571,1.57,1
8,75,9.375,1.95,1
7,17,2.429,2.58,1
10,9,0.9,1.25,1
10,131,13.1,3,1
8,123,15.375,1.71,1
7,158,22.571,1.6,1
9,18,2,7.83,1
10,174,17.4,2.02,1
10,336,33.6,1.32,1
8,17,2.125,1.67,1
10,44,4.4,1.9,1
7,11,1.571,1.47,1
9,34,3.778,2.1,1
8,18,2.25,2.52,1
9,65,7.222,1.67,1
10,150,15,2.07,1
8,275,34.375,1.31,1
10,50,5,2.01,1
8,109,13.625,1.61,1
8,180,22.5,2.32,1
10,249,24.9,3.53,1
9,166,18.444,2.38,1
5,8,1.6,3,1
9,231,25.667,1.49,1
12,271,22.583,1.98,1
7,13,1.857,1.43,1
8,88,11,1.49,1
4,28,7,1.27,1
9,267,29.667,1.28,1
8,70,8.75,2.21,1
5,18,3.6,1.45,1
5,7,1.4,5,1
7,49,7,2.08,1
8,23,2.875,1.89,1
7,4,0.571,5,1
16,12,0.75,7.21,1
9,21,2.333,2.68,1
7,4,0.571,8,1
3,4,1.333,12,1
8,71,8.875,1.31,1
8,13,1.625,2.89,1
9,19,2.111,1.34,1
8,210,26.25,1.44,1
9,21,2.333,2.3,1
13,408,31.385,2.58,1
7,11,1.571,2,1
8,4,0.5,5,1
9,41,4.556,2.71,1
7,30,4.286,1.54,1
12,118,9.833,1.99,1
10,145,14.5,1.9,1
7,25,3.571,1.51,1
8,6,0.75,1.88,1
7,18,2.571,1.36,1
13,400,30.769,4.52,1
8,12,1.5,1.86,1
9,12,1.333,1.69,1
9,24,2.667,1.72,1
11,272,24.727,1.82,1
7,22,3.143,1.19,1
8,40,5,1.45,1
7,20,2.857,2.46,1
9,32,3.556,1.53,1
9,21,2.333,3,1
5,36,7.2,1.35,1
11,32,2.909,3.1,1
10,50,5,1.94,1
9,9,1,5.1,1
6,4,0.667,4.67,1
7,61,8.714,1.9,1
8,21,2.625,2.35,1
10,87,8.7,2.27,1
9,107,11.889,2.08,1
9,34,3.778,1.76,1
8,4,0.5,2.4,1
9,182,20.222,2.95,1
13,284,21.846,1.87,1
11,101,9.182,2.76,1
3,4,1.333,11,1
71,34,0.479,1.91,1
9,83,9.222,2.28,1
8,67,8.375,2.49,1
7,14,2,2.21,1
7,33,4.714,1.98,1
9,53,5.889,1.66,1
7,30,4.286,1.38,1
8,27,3.375,2.24,1
8,190,23.75,1.21,1
6,10,1.667,1.83,1
9,197,21.889,1.74,1
24,282,11.75,7.8,1
6,50,8.333,2.38,1
4,11,2.75,1.33,1
9,42,4.667,1.15,1
10,22,2.2,2.74,1
13,37,2.846,3.52,1
7,14,2,1.3,1
10,32,3.2,2.1,1
13,311,23.923,1.63,1
10,52,5.2,1.96,1
8,40,5,2.22,1
12,13,1.083,2.35,1
8,242,30.25,1.27,1
7,23,3.286,1.39,1
12,98,8.167,2.23,1
22,71,3.227,11.64,1
6,30,5,1.22,1
7,23,3.286,1.47,1
12,8,0.667,4.3,1
16,359,22.438,5.41,1
8,69,8.625,1.43,1
7,80,11.429,1.63,1
9,509,56.556,1.26,1
6,97,16.167,1.71,1
4,17,4.25,1.86,1
5,89,17.8,1.14,1
5,18,3.6,1.62,1
8,216,27,3.18,1
9,99,11,1.39,1
11,123,11.182,1.95,1
3,3,1,8,1
8,59,7.375,2.74,1
7,13,1.857,1.58,1
24,176,7.333,7.85,1
5,46,9.2,2.21,1
8,241,30.125,1.26,1
9,55,6.111,1.43,1
12,71,5.917,6.4,1
8,21,2.625,1.88,1
9,38,4.222,2.74,1
14,370,26.429,1.64,1
8,48,6,2,1
9,35,3.889,1.92,1
16,439,27.438,5.09,1
13,44,3.385,1.61,1
7,100,14.286,1.68,1
9,122,13.556,2.54,1
7,33,4.714,1.45,1
8,340,42.5,1.41,1
8,175,21.875,1.2,1
6,17,2.833,2.29,1
5,43,8.6,1.61,1
6,96,16,1.45,1
9,29,3.222,1.3,1
6,40,6.667,1.37,1
14,340,24.286,5.07,1
11,127,11.545,2.23,1
7,5,0.714,1.13,1
12,176,14.667,2.61,1
8,59,7.375,1.84,1
12,497,41.417,2.27,1
14,421,30.071,4.8,1
7,19,2.714,1.77,1
9,36,4,3.36,1
7,15,2.143,1.41,1
9,29,3.222,1.3,1
10,126,12.6,2.98,1
9,17,1.889,6.31,1
10,32,3.2,1.83,1
9,32,3.556,2.07,1
9,101,11.222,1.22,1
7,143,20.429,1.28,1
6,59,9.833,1.27,1
9,24,2.667,1.28,1
5,5,1,2.17,1
9,86,9.556,2.22,1
7,11,1.571,1.55,1
11,37,3.364,2.01,1
9,262,29.111,1.38,1
6,41,6.833,1.3,1
8,6,0.75,1.64,1
9,9,1,2.38,1
7,122,17.429,1.73,1
8,42,5.25,2.18,1
1,7,7,7,1
9,171,19,2.87,1
9,18,2,2.63,1
21,13,0.619,2.3,1
11,137,12.455,2.7,1
8,23,2.875,2.08,1
12,72,6,1.79,1
6,17,2.833,1.63,1
10,197,19.7,1.25,1
11,101,9.182,1.72,1
10,86,8.6,2.44,1
7,178,25.429,1.41,1
8,8,1,2.5,1
6,2,0.333,7,1
6,4,0.667,5,1
9,535,59.444,1.36,1
13,38,2.923,3.81,1
7,15,2.143,1.5,1
7,243,34.714,1.48,1
8,183,22.875,2.08,1
5,13,2.6,1.48,1
8,19,2.375,1.75,1
6,17,2.833,2,1
23,137,5.957,16.64,1
7,13,1.857,1.32,1
11,9,0.818,15.67,1
9,165,18.333,2.54,1
11,115,10.455,1.79,1
6,24,4,1.42,1
10,11,1.1,2.5,1
9,83,9.222,3.3,1
4,4,1,8,1
5,75,15,1.18,1
8,4,0.5,2.17,1
10,14,1.4,2.89,1
8,32,4,1.8,1
5,8,1.6,1,1
7,18,2.571,1.53,1
10,212,21.2,1.85,1
6,13,2.167,1.53,1
8,46,5.75,1.97,1
9,43,4.778,1.82,1
2,19,9.5,3.5,1
8,28,3.5,2.48,1
10,18,1.8,6.44,1
7,32,4.571,1.46,1
9,151,16.778,1.48,1
8,62,7.75,1.79,1
9,535,59.444,1.32,1
8,24,3,1.85,1
11,74,6.727,1.97,1
7,80,11.429,3.54,1
10,7,0.7,1.77,1
8,10,1.25,2,1
9,37,4.111,2.8,1
6,69,11.5,1.4,1
10,205,20.5,3.04,1
7,8,1.143,1.38,1
8,42,5.25,2.43,1
15,54,3.6,2.45,1
10,162,16.2,5.93,1
2,17,8.5,2.75,1
7,105,15,1.39,1
10,63,6.3,1.4,1
11,261,23.727,2,1
8,298,37.25,1.5,1
1,31,31,1.17,1
7,19,2.714,1.71,1
6,4,0.667,5,1
5,99,19.8,1.92,1
10,84,8.4,2.47,1
9,42,4.667,2.48,1
9,20,2.222,1.51,1
8,14,1.75,3.57,1
9,42,4.667,2.79,1
7,17,2.429,1.31,1
9,35,3.889,2.86,1
8,93,11.625,1.99,1
8,14,1.75,2.23,1
10,31,3.1,1.66,1
8,7,0.875,6,1
1,29,29,1.13,1
11,57,5.182,2.47,1
9,20,2.222,2.32,1
12,56,4.667,2.02,1
8,342,42.75,1.4,1
9,202,22.444,1.3,1
6,16,2.667,2.45,1
7,7,1,1.9,1
11,85,7.727,1.67,1
9,32,3.556,3.08,1
9,41,4.556,1.41,1
8,20,2.5,2.1,1
12,497,41.417,2.25,1
10,185,18.5,2.81,1
8,5,0.625,3,1
10,37,3.7,2,1
5,13,2.6,2.2,1
9,240,26.667,1.66,1
9,163,18.111,1.28,1
25,471,18.84,7.8,1
5,2,0.4,8,1
33,180,5.455,1.68,1
9,152,16.889,2.77,1
11,85,7.727,1.73,1
18,158,8.778,2.46,1
7,31,4.429,1.64,1
7,164,23.429,1.6,1
10,43,4.3,3.58,1
8,122,15.25,1.44,1
8,25,3.125,1.81,1
13,25,1.923,6,1
9,81,9,2.38,1
11,21,1.909,4.29,1
10,44,4.4,1.75,1
9,22,2.444,2.42,1
5,19,3.8,1.32,1
8,19,2.375,2,1
20,30,1.5,13.68,1
9,17,1.889,7.15,1
10,82,8.2,2.75,1
8,15,1.875,2.48,1
8,16,2,1.18,1
7,21,3,1.46,1
14,38,2.714,2.95,1
9,75,8.333,2.23,1
12,498,41.5,2.44,1
10,33,3.3,1.4,1
13,77,5.923,2.4,1
10,94,9.4,1.7,1
6,75,12.5,1.47,1
16,344,21.5,5.2,1
12,44,3.667,2.31,1
11,98,8.909,2.61,1
7,36,5.143,2.05,1
7,116,16.571,1.84,1
4,6,1.5,1.63,1
10,18,1.8,8.55,1
10,64,6.4,2.8,1
6,104,17.333,1.32,1
8,14,1.75,1.96,1
10,63,6.3,1.69,1
8,46,5.75,2.09,1
9,62,6.889,2.23,1
6,96,16,1.61,1
8,9,1.125,1.8,1
10,155,15.5,2.64,1
7,29,4.143,1.48,1
10,155,15.5,2.47,1
8,48,6,1.92,1
8,31,3.875,1.79,1
7,519,74.143,1.23,1
11,9,0.818,9.2,1
7,107,15.286,1.6,1
82,314,3.829,10.84,1
9,49,5.444,1.61,1
9,154,17.111,2.93,1
10,10,1,4,1
10,14,1.4,1.91,1
9,535,59.444,1.4,1
6,97,16.167,1.82,1
9,14,1.556,7.42,1
10,28,2.8,2,1
1,32,32,2,1
9,81,9,2.21,1
7,18,2.571,1.13,1
38,227,5.974,7.09,1
15,300,20,2.36,1
9,47,5.222,2.42,1
10,18,1.8,2.6,1
7,17,2.429,1.54,1
11,72,6.545,6.35,1
12,20,1.667,9,1
8,131,16.375,1.46,1
10,19,1.9,9.5,1
9,21,2.333,3.33,1
8,24,3,2.65,1
7,14,2,2.67,1
8,12,1.5,3.67,1
9,65,7.222,2.66,1
7,9,1.286,1.73,1
9,91,10.111,2.2,1
10,330,33,1.44,1
10,4,0.4,15,1
8,4,0.5,8,1
7,67,9.571,1.7,1
11,101,9.182,1.71,1
14,234,16.714,4.2,1
10,103,10.3,1.77,1
14,417,29.786,4.48,1
7,14,2,2.9,1
8,18,2.25,2.52,1
7,10,1.429,2.22,1
10,16,1.6,2.08,1
6,96,16,1.53,1
25,292,11.68,7.23,1
8,18,2.25,2.03,1
9,9,1,1.63,1
11,27,2.455,2.43,1
7,96,13.714,1.6,1
9,177,19.667,1.38,1
13,152,11.692,2.8,1
8,6,0.75,1.78,1
24,186,7.75,7.4,1
7,58,8.286,2.34,1
9,268,29.778,1.24,1
8,99,12.375,1.66,1
17,21,1.235,16.63,1
10,10,1,52,1
7,11,1.571,1.58,1
11,57,5.182,2.95,1
7,112,16,1.25,1
4,14,3.5,1.67,1
8,150,18.75,1.32,1
4,7,1.75,8,1
9,175,19.444,1.35,1
10,162,16.2,2.71,1
6,25,4.167,1.17,1
8,7,0.875,2.36,1
10,10,1,1.89,1
11,22,2,4.04,1
10,74,7.4,2.17,1
11,122,11.091,1.94,1
8,13,1.625,7.1,1
7,31,4.429,1.58,1
6,7,1.167,4.25,1
8,141,17.625,1.84,1
7,19,2.714,1.69,1
5,3,0.6,9,1
8,10,1.25,3.22,1
7,13,1.857,1.37,1
11,236,21.455,2.91,1
6,22,3.667,2.89,1
12,33,2.75,4.08,1
7,56,8,1.56,1
6,19,3.167,1.38,1
7,34,4.857,1.55,1
9,17,1.889,2.22,1
9,275,30.556,1.39,1
7,30,4.286,1.33,1
13,191,14.692,4.71,1
9,39,4.333,2.74,1
9,299,33.222,1.58,1
7,12,1.714,2,1
9,36,4,2.37,1
25,186,7.44,7.39,1
6,26,4.333,2.25,1
34,114,3.353,2.59,1
11,301,27.364,2.22,1
5,30,6,1.71,1
6,10,1.667,1.54,1
8,72,9,1.25,1
11,150,13.636,2.06,1
6,9,1.5,1.58,1
8,29,3.625,2.38,1
5,31,6.2,1.56,1
7,9,1.286,2.42,1
11,71,6.455,5.54,1
8,48,6,1.89,1
8,43,5.375,2.1,1
10,30,3,1.9,1
10,75,7.5,2.84,1
8,10,1.25,1.88,1
3,16,5.333,2.25,1
5,8,1.6,1.63,1
9,536,59.556,1.36,1
7,123,17.571,1.26,1
10,269,26.9,5.15,1
9,76,8.444,2.37,1
25,187,7.48,7.28,1
8,15,1.875,2.27,1
9,92,10.222,2.2,1
10,17,1.7,6.47,1
8,71,8.875,1.86,1
8,272,34,1.38,1
7,4,0.571,3.67,1
7,48,6.857,1.67,1
11,46,4.182,1.81,1
10,152,15.2,2.17,1
10,39,3.9,2.09,1
11,119,10.818,1.72,1
8,19,2.375,2.33,1
7,18,2.571,2,1
15,138,9.2,5.45,1
9,376,41.778,1.34,1
8,19,2.375,1.97,1
25,198,7.92,15.94,1
24,157,6.542,18.34,1
9,15,1.667,1.57,1
10,35,3.5,1.87,1
7,18,2.571,1.39,1
10,99,9.9,2.93,1
11,271,24.636,1.36,1
8,37,4.625,1.86,1
9,12,1.333,1.64,1
9,151,16.778,1.17,1
8,7,0.875,1.92,1
8,14,1.75,2.67,1
6,9,1.5,2,1
7,6,0.857,1.9,1
6,7,1.167,2.38,1
9,55,6.111,1.38,1
7,20,2.857,1.48,1
10,272,27.2,1.98,1
8,36,4.5,3.22,1
11,19,1.727,2.46,1
8,16,2,2.68,1
7,21,3,1.35,1
8,19,2.375,1.47,1
9,77,8.556,1.87,1
6,14,2.333,1.64,1
13,337,25.923,1.58,1
3,56,18.667,1.38,1
1,12,12,3.5,1
8,45,5.625,1.8,1
15,136,9.067,2.81,1
7,54,7.714,1.26,1
8,35,4.375,1.66,1
14,253,18.071,4.36,1
8,25,3.125,1.89,1
8,43,5.375,1.93,1
11,185,16.818,4.5,1
8,53,6.625,2.09,1
10,26,2.6,1.59,1
8,59,7.375,1.82,1
5,7,1.4,8.5,1
8,7,0.875,2.45,1
8,24,3,1.81,1
7,42,6,1.46,1
8,30,3.75,1.88,1
9,535,59.444,1.39,1
5,19,3.8,5.5,1
7,19,2.714,1.69,1
6,50,8.333,2,1
16,181,11.313,5.1,1
7,13,1.857,1.69,1
10,33,3.3,3.25,1
7,47,6.714,1.4,1
4,15,3.75,4,1
10,34,3.4,1.86,1
9,54,6,1.48,1
5,18,3.6,1.64,1
9,97,10.778,1.76,1
7,15,2.143,1.64,1
7,37,5.286,1.81,1
12,383,31.917,2.91,1
25,118,4.72,2.02,1
10,100,10,2.81,1
11,71,6.455,6.19,1
9,49,5.444,1.36,1
9,185,20.556,3.13,1
9,511,56.778,1.38,1
9,140,15.556,2.71,1
8,152,19,1.27,1
5,4,0.8,1.75,1
9,12,1.333,1.69,1
9,40,4.444,2.35,1
6,41,6.833,1.2,1
11,261,23.727,1.93,1
9,7,0.778,3.67,1
11,42,3.818,1.93,1
12,39,3.25,4,1
10,23,2.3,2.44,1
9,19,2.111,8.62,1
9,80,8.889,2.02,1
4,18,4.5,6.5,1
8,21,2.625,1.67,1
1,7,7,7,1
18,79,4.389,3.17,1
5,5,1,18,1
13,390,30,1.56,1
9,35,3.889,3.88,1
7,42,6,2.05,1
6,13,2.167,1.33,1
8,47,5.875,1.56,1
10,22,2.2,3.72,1
10,18,1.8,2.5,1
9,5,0.556,10.5,1
8,48,6,1.37,1
12,48,4,1.71,1
10,61,6.1,1.85,1
11,101,9.182,1.65,1
7,29,4.143,1.4,1
8,23,2.875,1.65,1
9,49,5.444,1.27,1
9,64,7.111,1.81,1
14,153,10.929,4.44,1
9,174,19.333,1.22,1
9,44,4.889,2.84,1
7,74,10.571,1.12,1
7,9,1.286,2.78,1
7,7,1,1.44,1
6,97,16.167,1.85,1
10,18,1.8,1.89,1
8,93,11.625,1.24,1
10,33,3.3,2.35,1
8,7,0.875,3.13,1
10,474,47.4,1.51,1
9,108,12,2.45,1
9,41,4.556,1.91,1
7,25,3.571,1.41,1
10,18,1.8,1.89,1
10,413,41.3,2.47,1
9,41,4.556,1.3,1
9,23,2.556,2.92,1
9,250,27.778,2.44,1
6,11,1.833,1.53,1
7,43,6.143,3.48,1
7,198,28.286,1.23,1
7,10,1.429,1.82,1
38,96,2.526,3.29,1
12,72,6,6.12,1
10,119,11.9,2.75,1
6,104,17.333,2,1
10,125,12.5,2.92,1
9,40,4.444,2.07,1
7,96,13.714,1.54,1
10,12,1.2,1.82,1
3,8,2.667,1.33,1
6,106,17.667,1.14,1
11,251,22.818,2.93,1
11,8,0.727,4.08,1
5,9,1.8,2,1
8,28,3.5,1.6,1
10,11,1.1,1.58,1
5,3,0.6,7,1
7,31,4.429,2.1,1
8,82,10.25,2.78,1
5,44,8.8,2.52,1
7,22,3.143,1.23,1
7,175,25,1.87,1
1,60,60,1.09,1
5,7,1.4,2.11,1
10,50,5,5.57,1
9,40,4.444,3.08,1
9,233,25.889,1.26,1
10,13,1.3,1.61,1
9,21,2.333,3.29,1
7,97,13.857,1.51,1
10,282,28.2,1.43,1
9,83,9.222,3.21,1
7,46,6.571,2.58,1
8,103,12.875,1.17,1
5,115,23,2.03,1
8,30,3.75,2.3,1
9,175,19.444,1.26,1
10,19,1.9,7.6,1
10,12,1.2,1.57,1
8,19,2.375,1.93,1
9,217,24.111,1.4,1
8,123,15.375,2.71,1
3,424,141.33,136.6,1
9,214,23.778,1.44,1
10,271,27.1,1.94,1
8,41,5.125,1.66,1
8,38,4.75,1.65,1
10,11,1.1,2.2,1
9,250,27.778,2.6,1
8,71,8.875,2.06,1
7,96,13.714,1.77,1
6,28,4.667,1.47,1
7,34,4.857,1.49,1
5,40,8,1.4,1
7,305,43.571,1.21,1
8,398,49.75,1.7,1
11,261,23.727,1.75,1
8,12,1.5,1.9,1
9,121,13.444,2.08,1
7,16,2.286,1.88,1
8,50,6.25,2.3,1
7,11,1.571,1.5,1
8,132,16.5,2.1,1
9,207,23,1.29,1
10,25,2.5,2.43,1
5,28,5.6,1.3,1
9,510,56.667,1.33,1
9,17,1.889,2.13,1
10,48,4.8,2.5,1
7,22,3.143,1.85,1
9,20,2.222,9.9,1
9,92,10.222,2.07,1
13,130,10,4.77,1
17,24,1.412,4.79,1
7,50,7.143,1.45,1
9,40,4.444,2.85,1
7,23,3.286,1.45,1
8,5,0.625,2.67,1
8,17,2.125,3,1
8,43,5.375,1.81,1
10,151,15.1,3.48,1
9,148,16.444,1.33,1
7,52,7.429,1.22,1
11,8,0.727,5.89,1
19,12,0.632,7.67,1
10,28,2.8,2.13,1
9,46,5.111,2.18,1
7,17,2.429,1.56,1
9,43,4.778,3.31,1
9,130,14.444,2.63,1
6,28,4.667,1.77,1
5,17,3.4,2.33,1
14,57,4.071,11.88,1
5,88,17.6,1.67,1
5,33,6.6,1.27,1
9,510,56.667,1.27,1
8,21,2.625,1.52,1
9,18,2,2.31,1
12,272,22.667,1.8,1
24,117,4.875,2.88,1
10,83,8.3,1.44,1
11,91,8.273,2.33,1
10,21,2.1,3.17,1
8,94,11.75,3.07,1
8,11,1.375,2,1
9,33,3.667,2.58,1
7,29,4.143,1.71,1
10,49,4.9,1.35,1
11,84,7.636,2.35,1
7,19,2.714,1.42,1
8,8,1,4.33,1
8,14,1.75,1.83,1
6,94,15.667,1.63,1
11,378,34.364,2.95,1
22,72,3.273,8.64,1
8,29,3.625,2.15,1
5,26,5.2,2.37,1
12,207,17.25,1.7,1
14,273,19.5,4.59,1
5,15,3,1.67,1
17,34,2,17.75,1
8,12,1.5,2.11,1
12,168,14,2.1,1
7,17,2.429,3.18,1
5,7,1.4,2,1
9,49,5.444,2.98,1
7,91,13,1.76,1
12,28,2.333,3.07,1
8,15,1.875,2.14,1
11,12,1.091,4.33,1
10,271,27.1,1.47,1
11,87,7.909,2.65,1
7,8,1.143,2.38,1
8,40,5,1.81,1
8,192,24,1.57,1
8,26,3.25,1.45,1
9,126,14,2.84,1
9,33,3.667,1.84,1
7,45,6.429,2.45,1
5,14,2.8,1.38,1
7,16,2.286,3.25,1
8,29,3.625,2.07,1
10,227,22.7,1.64,1
11,86,7.818,1.95,1
10,35,3.5,2.67,1
24,177,7.375,8.02,1
1,91,91,1.03,1
7,65,9.286,2.07,1
10,25,2.5,2.09,1
7,9,1.286,1.2,1
7,121,17.286,1.54,1
5,8,1.6,15,1
8,31,3.875,1.45,1
11,22,2,8.72,1
8,24,3,1.56,1
5,38,7.6,2.07,1
9,9,1,2.8,1
10,48,4.8,2.37,1
7,13,1.857,1.76,1
9,19,2.111,7.23,1
8,9,1.125,3,1
17,398,23.412,5.3,1
16,183,11.438,4.81,1
14,18,1.286,3.33,1
10,100,10,1.82,1
9,157,17.444,1.58,1
6,2,0.333,8,1
13,38,2.923,3.42,1
9,211,23.444,1.48,1
9,49,5.444,1.51,1
12,26,2.167,1.63,1
13,6,0.462,34,1
10,101,10.1,2.95,1
1,47,47,1.05,1
10,59,5.9,2.98,1
11,71,6.455,7,1
8,35,4.375,2.09,1
8,99,12.375,1.39,1
1,200,200,1.04,1
12,118,9.833,2.06,1
14,18,1.286,5,1
6,96,16,2.09,1
9,43,4.778,2.73,1
7,8,1.143,1.8,1
9,169,18.778,2.53,1
11,25,2.273,2.11,1
10,21,2.1,3.4,1
9,333,37,1.57,1
9,218,24.222,1.43,1
9,42,4.667,1.97,1
14,217,15.5,2.12,1
8,43,5.375,2.21,1
14,364,26,4.71,1
14,385,27.5,4.83,1
2,14,7,3.67,1
8,280,35,1.28,1
9,45,5,2.11,1
7,18,2.571,2.14,1
7,92,13.143,1.54,1
1,77,77,1.04,1
6,39,6.5,2.05,1
9,261,29,1.42,1
6,50,8.333,1.31,1
7,23,3.286,1.45,1
24,120,5,21.36,1
9,181,20.111,2.76,1
9,194,21.556,1.4,1
8,14,1.75,2.82,1
5,6,1.2,2.5,1
9,47,5.222,2.03,1
12,7,0.583,3.6,1
7,239,34.143,1.51,1
10,147,14.7,1.29,1
7,98,14,1.53,1
12,62,5.167,1.58,1
7,20,2.857,1.97,1
7,35,5,1.48,1
5,15,3,2.05,1
8,12,1.5,1.9,1
8,511,63.875,1.31,1
8,74,9.25,2.14,1
10,262,26.2,1.36,1
6,14,2.333,1.57,1
8,148,18.5,1.28,1
9,83,9.222,1.93,1
7,10,1.429,3.5,1
10,16,1.6,1.85,1
8,63,7.875,1.58,1
10,535,53.5,1.32,1
11,43,3.909,2.74,1
6,7,1.167,1.86,1
1,35,35,1.07,1
10,49,4.9,3.01,1
8,49,6.125,1.9,1
7,24,3.429,1.61,1
10,63,6.3,1.84,1
25,292,11.68,7.51,1
10,66,6.6,1.87,1
8,13,1.625,1.65,1
7,54,7.714,1.4,1
14,116,8.286,2.12,1
8,50,6.25,1.97,1
10,100,10,2.64,1
5,14,2.8,2.56,1
7,20,2.857,1.85,1
6,80,13.333,1.51,1
13,133,10.231,4.9,1
4,17,4.25,3.5,1
8,9,1.125,2.86,1
10,72,7.2,1.81,1
20,16,0.8,26.67,1
10,85,8.5,2.25,1
8,10,1.25,2,1
14,395,28.214,4.7,1
7,7,1,1.89,1
9,92,10.222,1.54,1
8,39,4.875,1.38,1
10,16,1.6,2.19,1
9,10,1.111,1.94,1
8,13,1.625,1.96,1
7,7,1,1.67,1
17,22,1.294,4.68,1
10,17,1.7,2.38,1
8,36,4.5,2.06,1
8,12,1.5,2.05,1
8,42,5.25,1.85,1
6,18,3,1.71,1
8,14,1.75,2.04,1
9,29,3.222,1.39,1
7,145,20.714,1.5,1
8,12,1.5,2.59,1
7,214,30.571,2.77,1
8,12,1.5,2.18,1
11,32,2.909,2.27,1
11,79,7.182,2.11,1
10,34,3.4,2.02,1
9,64,7.111,1.98,1
60,57,0.95,3.91,1
10,61,6.1,3.13,1
8,13,1.625,1.76,1
38,52,1.368,3.49,1
8,35,4.375,1.64,1
9,83,9.222,1.91,1
8,35,4.375,1.76,1
9,29,3.222,1.95,1
5,94,18.8,1.39,1
7,13,1.857,1.47,1
8,30,3.75,1.53,1
12,124,10.333,1.96,1
8,9,1.125,1.73,1
8,17,2.125,2.33,1
5,4,0.8,2.4,1
8,14,1.75,2.67,1
10,31,3.1,2.14,1
10,137,13.7,1.4,1
10,13,1.3,2,1
11,62,5.636,3.21,1
7,40,5.714,1.47,1
9,508,56.444,1.27,1
7,40,5.714,1.28,1
7,155,22.143,1.46,1
8,14,1.75,2.4,1
8,110,13.75,1.66,1
12,104,8.667,2.46,1
6,11,1.833,1.31,1
11,119,10.818,1.88,1
8,11,1.375,1.29,1
9,150,16.667,1.76,1
22,71,3.227,11.25,1
9,82,9.111,2.3,1
5,4,0.8,2.33,1
8,26,3.25,1.77,1
8,25,3.125,1.68,1
8,121,15.125,3.11,1
23,124,5.391,17.21,1
7,175,25,1.21,1
10,66,6.6,1.94,1
8,21,2.625,1.69,1
10,506,50.6,1.34,1
5,15,3,3.17,1
8,242,30.25,1.45,1
7,14,2,1.65,1
9,37,4.111,3.22,1
9,105,11.667,2.19,1
7,51,7.286,1.66,1
9,331,36.778,1.21,1
6,7,1.167,2.22,1
8,16,2,1.96,1
10,39,3.9,1.69,1
12,103,8.583,2.55,1
7,43,6.143,1.32,1
9,96,10.667,1.96,1
9,18,2,7.77,1
8,162,20.25,3,1
10,130,13,3.18,1
8,24,3,1.8,1
11,23,2.091,8.22,1
9,299,33.222,1.31,1
7,9,1.286,1.85,1
10,508,50.8,1.36,1
8,12,1.5,1.74,1
10,535,53.5,1.36,1
13,138,10.615,3.86,1
8,77,9.625,1.47,1
11,8,0.727,2.44,1
14,38,2.714,2.95,1
8,47,5.875,2,1
5,24,4.8,1.45,1
9,534,59.333,1.4,1
5,46,9.2,1.43,1
8,14,1.75,2.56,1
10,16,1.6,7.25,1
5,4,0.8,8,1
9,508,56.444,1.49,1
9,171,19,1.35,1
7,41,5.857,1.85,1
11,8,0.727,7.88,1
7,18,2.571,2.14,1
9,186,20.667,2.44,1
9,46,5.111,1.72,1
11,7,0.636,5.75,1
14,269,19.214,4.61,1
9,16,1.778,1.48,1
7,13,1.857,1.94,1
5,13,2.6,1.82,1
8,69,8.625,1.38,1
12,332,27.667,4.5,1
8,13,1.625,4.69,1
10,19,1.9,1.68,1
7,12,1.714,1.84,1
8,132,16.5,1.84,1
10,272,27.2,1.98,1
9,48,5.333,1.42,1
7,31,4.429,1.52,1
10,126,12.6,2.68,1
7,262,37.429,1.28,1
10,249,24.9,2.32,1
8,16,2,1.52,1
9,201,22.333,1.27,1
7,26,3.714,1.52,1
9,82,9.111,2.01,1
9,363,40.333,1.28,1
7,135,19.286,1.23,1
10,45,4.5,2.25,1
9,183,20.333,2.25,1
8,55,6.875,1.39,1
11,92,8.364,2.3,1
10,8,0.8,9.2,1
6,29,4.833,1.73,1
10,18,1.8,7.5,1
6,96,16,1.58,1
10,12,1.2,2.33,1
7,18,2.571,1.35,1
9,19,2.111,2.2,1
8,18,2.25,2.16,1
10,271,27.1,1.88,1
7,215,30.714,3.2,1
9,26,2.889,1.85,1
7,4,0.571,8,1
11,75,6.818,2.08,1
8,9,1.125,3.17,1
