@relation page-blocks

@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
9.111,100,1
2.333,35,1
27.222,254,1
1.4,8,1
32.875,274,1
1.286,15,1
2.143,12,1
7.667,41,1
12.2,171,1
5.625,41,1
2.111,33,1
34.25,244,1
20.588,414,1
4,42,1
2,29,1
53.5,671,1
18.5,181,1
21.313,394,1
2.6,22,1
3.9,55,1
8.929,228,1
26.923,386,1
1.6,9,1
2.2,15,1
8.6,151,1
5.857,66,1
10.25,99,1
6.143,66,1
0.8,5,1
36.222,385,1
5.4,26,1
15.5,78,1
13.857,95,1
2.167,13,1
10.727,124,1
2,23,1
1.571,18,1
1.375,17,1
10.25,109,1
8.429,82,1
3,26,1
5.923,85,1
4.889,60,1
4.833,34,1
29.714,481,1
1.5,35,1
2.1,33,1
9.556,119,1
10.8,174,1
11.333,128,1
88,17,1
3.2,51,1
10.4,40,1
22.875,202,1
17.167,124,1
63.5,290,1
2.1,36,1
4,3,1
5.143,57,1
11.889,138,1
24.636,371,1
5.4,13,1
20,212,1
15.571,112,1
2.308,43,1
5.091,77,1
1.364,27,1
56.444,579,1
30.889,345,1
11.25,97,1
36.571,178,1
26.143,181,1
1.333,1,1
0.9,12,1
4.444,61,1
45,15,1
1,16,1
1.8,14,1
2,19,1
2.667,53,1
8.125,90,1
3.167,17,1
30.571,243,1
1,9,1
0.583,5,1
16.778,162,1
6,81,1
1.625,19,1
9.455,168,1
22.438,399,1
0.9,6,1
1.857,17,1
27,222,1
2.8,14,1
4,61,1
15.182,238,1
1.4,6,1
5.125,48,1
8.6,69,1
2.625,31,1
11.6,178,1
4.72,392,1
0.727,5,1
2.3,36,1
4.7,76,1
1.5,26,1
10.375,123,1
11.8,162,1
5.714,50,1
2.6,38,1
7.714,77,1
0.583,9,1
1,9,1
22.929,345,1
1.5,9,1
1.571,21,1
5.75,78,1
4.125,52,1
6.1,95,1
24.857,526,1
0.571,4,1
4,36,1
3.1,49,1
1.444,17,1
26.688,492,1
2.5,13,1
6,62,1
29.111,176,1
21.4,92,1
2.375,27,1
5.375,57,1
2.857,32,1
6.222,85,1
5.25,67,1
3.273,54,1
0.857,7,1
29.857,707,1
4,48,1
23.727,366,1
1.857,15,1
8,58,1
2.364,37,1
1.333,9,1
56.778,530,1
6,58,1
5.875,66,1
4.714,53,1
4.75,75,1
4.857,44,1
3,37,1
12,165,1
0.875,11,1
2.333,30,1
2,16,1
2.625,29,1
13.778,144,1
9.875,112,1
2,18,1
200,25,1
1.9,34,1
5.739,139,1
11.333,132,1
0.909,23,1
89,16,1
1.111,8,1
15.9,184,1
0.7,12,1
23.286,377,1
4.1,70,1
2.625,36,1
6.125,84,1
42.875,294,1
1.818,14,1
25.625,450,1
1,14,1
22.8,316,1
118,21,1
3.429,34,1
1,7,1
2.125,18,1
26.769,537,1
2.714,18,1
3.5,9,1
2.625,26,1
4,54,1
4.444,57,1
5.444,70,1
7.222,93,1
20.417,353,1
1.833,18,1
1.444,6,1
8.7,146,1
6.727,98,1
3.091,49,1
14.833,99,1
16.2,97,1
1.95,53,1
9.111,79,1
20.375,179,1
17.867,326,1
31.308,609,1
7.417,267,1
4,151,1
2.222,35,1
13,2,1
7.111,44,1
30.571,234,1
0.571,1,1
0.875,11,1
4.286,46,1
1.429,9,1
2,30,1
14.833,106,1
3.667,53,1
8,80,1
5.125,53,1
13.444,176,1
1,9,1
17.222,201,1
3.778,63,1
1.4,3,1
1.667,24,1
3.6,22,1
2.857,29,1
4.625,60,1
3.429,28,1
3,20,1
8.875,59,1
2,14,1
2.333,15,1
4.667,5,1
2.25,36,1
2.714,31,1
53.571,200,1
7.111,104,1
9.111,126,1
59.333,585,1
1.353,25,1
7,1,1
34.125,369,1
3.889,60,1
6.2,34,1
3.818,69,1
20.5,257,1
8.667,110,1
18.222,221,1
4.875,72,1
1.6,8,1
9.222,84,1
14,245,1
3.083,47,1
8.667,98,1
4.1,59,1
0.5,3,1
1.125,12,1
2.7,41,1
13.375,155,1
26.75,248,1
3.571,29,1
13.625,129,1
23.75,223,1
16.167,87,1
6.125,88,1
10.714,64,1
3.227,71,1
2.5,5,1
9.455,152,1
8,97,1
0.857,9,1
30.625,286,1
9.222,112,1
8.8,101,1
1.143,8,1
2.727,41,1
30.444,298,1
7.8,32,1
1.818,19,1
10.889,156,1
59.444,613,1
1.375,21,1
6.25,84,1
14.042,418,1
2.25,13,1
5.13,385,1
5.143,56,1
31,181,1
1.571,14,1
4.2,24,1
2.636,46,1
1.091,27,1
11.286,88,1
5.429,50,1
16.778,178,1
4,31,1
1.143,9,1
7.6,57,1
4.167,76,1
1.5,22,1
1.75,1,1
63.875,261,1
1.4,11,1
3.5,40,1
3.556,93,1
10.826,270,1
28.2,378,1
22.444,122,1
29.286,124,1
8.375,91,1
9,1,1
3.167,22,1
3.143,31,1
2.167,39,1
1.571,21,1
32.778,354,1
5.8,25,1
5.909,107,1
2.286,18,1
16.667,123,1
7,71,1
1,1,1
2.857,24,1
2,22,1
38.778,306,1
10.818,181,1
0.625,2,1
1.818,15,1
5.429,60,1
3.714,29,1
10.667,179,1
10.5,145,1
4,39,1
28.5,98,1
2.4,6,1
8,19,1
2.667,11,1
47,14,1
6.542,186,1
3.462,38,1
1.714,14,1
17.857,168,1
4.25,63,1
0.667,2,1
22.471,431,1
0.5,7,1
2.625,31,1
2.222,35,1
11.333,132,1
8.429,56,1
12.667,150,1
5.4,65,1
27.5,412,1
0.818,8,1
15.667,91,1
10.375,90,1
25.75,237,1
2.2,14,1
2.571,29,1
21.25,236,1
6.75,59,1
3.125,44,1
1.5,2,1
1,6,1
2.667,34,1
26.875,243,1
20.143,139,1
9.833,175,1
17.286,131,1
22.167,397,1
0.8,1,1
1.143,64,1
9.111,133,1
10.75,187,1
4.75,61,1
3.125,38,1
2.333,22,1
34,288,1
3.4,63,1
12,134,1
1.143,13,1
15.75,146,1
8.75,93,1
7,174,1
5.75,70,1
9.222,85,1
38.111,401,1
1.571,18,1
3.1,49,1
3.182,60,1
4.333,28,1
2.778,29,1
5.429,45,1
2,9,1
8.778,229,1
23,213,1
3.143,38,1
1.091,13,1
1.667,15,1
8,56,1
25.778,326,1
9.111,84,1
23.4,319,1
3.125,27,1
27.286,247,1
18,138,1
0.5,1,1
2.375,30,1
5.778,70,1
8.846,179,1
31.857,229,1
10.111,125,1
5.857,46,1
3.25,38,1
1.2,8,1
56.444,614,1
28.778,336,1
10.778,162,1
23.125,191,1
5.75,100,1
24.5,96,1
2.833,18,1
0.8,4,1
9.222,113,1
2.25,25,1
21.286,247,1
6,113,1
4.556,58,1
5.125,49,1
24,83,1
2.857,27,1
42,16,1
3,31,1
9.75,193,1
2.25,31,1
4.714,53,1
1,14,1
2.333,23,1
0.556,6,1
24.143,154,1
5.125,60,1
3.091,49,1
2.625,6,1
3.556,42,1
1.2,8,1
27.778,320,1
16.125,164,1
1,9,1
14.7,191,1
1.75,22,1
2.714,17,1
22.5,124,1
32.538,632,1
59.333,482,1
6,14,1
1.571,7,1
0.6,10,1
1.2,14,1
5.333,39,1
3.6,58,1
1.75,20,1
2.2,29,1
16,99,1
77,24,1
7.429,81,1
29.667,234,1
2.667,103,1
59.556,547,1
1.25,11,1
3,32,1
26.9,160,1
22.818,334,1
1.25,13,1
8.167,50,1
9.111,114,1
11.9,178,1
18.286,137,1
3.75,44,1
5.75,107,1
0.875,10,1
8.2,120,1
22.091,223,1
2.333,18,1
3,43,1
27.1,358,1
27.1,386,1
5,52,1
3.286,30,1
9.429,93,1
13.667,159,1
1.13,92,1
1.333,11,1
1.8,20,1
16.273,226,1
2.429,11,1
4.9,60,1
3,10,1
8,72,1
5.429,55,1
12,4,1
4.875,69,1
21.429,138,1
23.429,202,1
4.333,61,1
4.778,59,1
32.429,215,1
3.7,65,1
4.375,53,1
19.313,351,1
26.667,431,1
8.625,68,1
6.6,43,1
2.111,13,1
30.111,358,1
3.3,56,1
27,203,1
40.6,187,1
6.444,79,1
8.889,115,1
7.083,90,1
1.167,8,1
1.625,11,1
24.2,303,1
2,25,1
33.364,544,1
26.5,471,1
1.833,16,1
30.9,441,1
2.833,21,1
19,138,1
6.429,33,1
7.75,59,1
11.222,146,1
2.1,33,1
7.714,55,1
17.333,31,1
5,75,1
2.222,27,1
1.167,26,1
16.714,299,1
2.8,16,1
2,19,1
1.111,18,1
24,73,1
10.1,153,1
24.75,83,1
11.222,136,1
17.222,207,1
7,82,1
1.778,19,1
8.6,103,1
8.727,160,1
6.5,84,1
8.444,106,1
5.857,62,1
22.583,410,1
14.444,210,1
2.333,27,1
2.429,27,1
11.778,127,1
1.5,21,1
5,42,1
2.909,56,1
0.625,7,1
4.143,20,1
23.818,373,1
9.455,585,1
2,28,1
5.5,50,1
29.778,341,1
74,13,1
5.5,82,1
3.857,33,1
31.167,168,1
15.5,181,1
2.833,18,1
0.9,9,1
12.875,129,1
6.571,51,1
1.286,13,1
1.25,16,1
0.667,3,1
3.222,49,1
1.889,13,1
1.333,7,1
7.9,128,1
3.25,39,1
2.071,35,1
2,25,1
249,42,1
2.167,14,1
28.286,174,1
1.5,19,1
1.25,14,1
24,279,1
5.444,86,1
0.875,11,1
1.25,14,1
3.556,53,1
8.444,118,1
1.857,21,1
9.8,167,1
16.2,124,1
6.4,84,1
2.333,34,1
18.615,312,1
1.625,10,1
5.714,47,1
8,86,1
3.7,27,1
23.75,324,1
2.625,30,1
33.444,371,1
6.4,116,1
4.111,55,1
2,10,1
18.071,302,1
14,120,1
1.4,11,1
25.1,287,1
3.571,27,1
3.667,40,1
9.889,110,1
5.857,51,1
4.4,81,1
11.091,177,1
1.3,6,1
19.286,120,1
8.429,45,1
4.714,14,1
3.182,24,1
3.875,44,1
25,188,1
2.286,17,1
5,38,1
34.167,645,1
7.9,117,1
26.8,180,1
8.778,105,1
1.625,13,1
0.727,8,1
9.8,167,1
1.1,10,1
13.25,133,1
6,62,1
6.364,83,1
1.4,8,1
2.273,36,1
4.222,32,1
4.125,58,1
5,99,1
5.857,35,1
7.333,40,1
1.4,23,1
1,1,1
5.429,43,1
15.5,208,1
15.286,126,1
24.333,156,1
34,289,1
2.4,12,1
0.727,6,1
7.75,33,1
28.385,398,1
1,1,1
2.091,32,1
2.714,22,1
6,83,1
8.125,100,1
15.647,325,1
15.429,130,1
3.909,64,1
1,3,1
2.667,24,1
5.375,53,1
9.833,181,1
56.667,506,1
1.857,8,1
7.8,118,1
3,45,1
56.778,751,1
3.8,58,1
7.857,69,1
1.286,11,1
17.667,184,1
1.625,8,1
3.375,45,1
2,27,1
4.071,49,1
7.9,108,1
24.429,154,1
2,19,1
2.143,24,1
2.167,14,1
0.727,8,1
1,2,1
0.8,6,1
2.364,42,1
13.143,122,1
13.333,181,1
5,86,1
33.6,415,1
0.9,2,1
0.375,5,1
5.818,83,1
12.25,122,1
2,19,1
37.545,664,1
4.667,85,1
5.333,69,1
1.125,11,1
5.545,48,1
1.5,17,1
1.625,18,1
27,4,1
13,71,1
3.727,52,1
2.571,26,1
0.857,9,1
2.2,34,1
2,4,1
3.545,55,1
43.571,191,1
2.111,14,1
3.125,41,1
30.769,418,1
5,51,1
1,1,1
41.667,646,1
1.857,19,1
24.571,171,1
8.3,130,1
7,201,1
0.333,1,1
8.333,79,1
4.467,82,1
9.857,71,1
3,47,1
5.429,53,1
2.143,17,1
2.286,11,1
2.875,36,1
12.111,127,1
25,307,1
2.111,31,1
2.5,45,1
1.167,7,1
30.667,373,1
4,59,1
8.4,142,1
6.818,107,1
22.5,6,1
4.5,62,1
19.5,310,1
2.125,18,1
1.143,5,1
1,10,1
12.333,126,1
6.7,90,1
16.625,162,1
0.889,2,1
1.75,21,1
34.714,230,1
2.429,23,1
26.1,388,1
11.68,461,1
2,27,1
74.429,260,1
15.833,104,1
31.667,358,1
5.3,91,1
16.214,226,1
3.556,35,1
4.889,74,1
2.6,7,1
1.5,21,1
6.143,52,1
2,21,1
11.9,151,1
1,1,1
12.333,128,1
1.6,11,1
2.429,27,1
19,112,1
9.778,131,1
31.286,207,1
9.111,123,1
5.444,74,1
1.143,13,1
3.857,40,1
24.111,235,1
4,62,1
2.286,16,1
3.778,45,1
2.333,20,1
2.222,30,1
3,19,1
6.556,82,1
2.8,5,1
2,23,1
20.429,77,1
4,62,1
1.5,19,1
2.364,42,1
104,19,1
4.7,72,1
0.667,9,1
2.6,14,1
2.273,46,1
16.667,218,1
33.778,419,1
2.5,35,1
17.727,256,1
4,56,1
1.6,26,1
7.792,267,1
9,106,1
3.1,44,1
31.8,344,1
9,1,2
45,8,2
10,1,2
14,3,2
107,5,2
28,1,2
44,6,2
268,25,2
52,4,2
3.5,1,2
0.143,1,2
156.67,21,2
10,1,2
7.833,1,2
35,3,2
267.5,24,2
17,4,2
78,3,2
268.5,11,2
36,6,2
81,3,2
23,1,2
30,5,2
88,6,2
267.5,15,2
138,1,2
104,2,2
25.6,3,2
3,2,2
32,8,2
47,1,2
9,1,2
14,3,2
9,1,2
38.818,14,2
196,3,2
179,25,2
22.909,4,2
10,1,2
55.3,207,2
8.5,3,2
70,3,2
207.5,25,2
118,26,2
13,3,2
180,2,2
36,5,2
32,4,2
66.6,17,2
13,2,2
28.75,11,2
50,8,2
16,1,2
20.118,176,2
537,1,2
73,12,2
268,19,2
0.2,1,2
69,7,2
71,17,2
7,1,2
269,16,2
193,37,2
117,3,2
0.095,1,2
14,1,2
278,9,2
31.5,4,2
17,1,2
14,1,2
43,4,2
65,14,2
50.182,1,2
18,1,2
49.5,11,2
11.786,17,2
4.75,4,2
148,2,2
10,1,2
159,1,2
10.5,3,2
36,4,2
14,4,2
7,1,2
131,2,2
136,4,2
39,4,2
32,4,2
161,65,2
45,6,2
19,3,2
154.33,30,2
255,36,2
43,10,2
24.5,1,2
199,5,2
11,1,2
67,1,2
20,5,2
14,1,2
28.875,9,2
99.5,6,2
35.333,13,2
235,8,2
10,1,2
4.5,1,2
45,2,2
27,6,2
268.5,26,2
206,1,2
179.33,27,2
63,3,2
288,120,2
20,8,2
102,4,2
17,4,2
268.5,7,2
12,5,2
23,1,2
11,1,2
29,1,2
413,1,2
15,1,2
61,1,2
268,19,2
13,1,2
34,7,2
22,1,2
86.333,24,2
1.167,1,2
98,3,2
267.5,59,2
58,5,2
63,1,2
115,5,2
69,11,2
28,6,2
268,3,2
124,7,2
14,1,2
51,10,2
8,1,2
12,1,2
54,3,2
13,2,2
19,4,2
17,1,2
79,7,2
61,9,2
2.25,1,2
268.5,18,2
37.667,10,2
268,24,2
101.33,12,2
84,4,2
8,1,2
187,7,2
379,6,2
46,3,2
184,4,2
172,77,2
8,1,2
11,1,2
61.5,1,2
131,28,2
27,6,2
36,3,2
269,23,2
18,7,2
40,3,2
40,1,2
19,3,2
17,2,2
52,2,2
127,6,2
12,12,2
94,16,2
268.5,40,2
180.33,13,2
23,5,2
16,1,2
77,6,2
70,1,2
3,2,2
78.5,6,2
21.25,268,2
16,1,2
23.667,15,2
12,2,2
214,1,2
10,1,2
3.667,4,2
268.5,30,2
268.5,21,2
56,2,2
11,2,2
8,1,2
199,1,2
47,1,2
17,3,2
9,1,2
19.667,1,2
26,1,2
22,3,2
57,7,2
63,16,2
33,1,2
32,14,2
48,4,2
24.316,272,2
42,5,2
34,15,2
26,16,2
37.667,4,2
13,1,2
179,8,2
9,1,2
24,2,2
14,1,2
41,3,2
14,1,2
267.5,5,2
162.5,11,2
25,3,2
95,1,2
277,2,2
268.5,3,2
7,1,2
75,11,2
15,2,2
19,120,2
183.33,20,2
17,1,2
2,1,2
145,4,2
86.333,11,2
1.4,1,2
76,2,2
23.167,23,2
58,8,2
62,1,2
12.5,4,2
257,1,2
42,5,2
14,2,2
268.5,9,2
11,2,2
8,1,2
15,3,2
52,2,2
86,2,2
223,22,2
27,5,2
237.5,5,2
106,45,2
48.5,6,2
75,6,2
1.444,3,2
2,20,2
178.67,9,2
268.5,24,2
38.667,4,2
11,1,2
159,2,2
102,16,2
6.5,1,2
8,3,2
17,1,2
15,4,2
10,1,2
55,3,2
49,10,2
71,16,2
8,1,2
44,5,2
41,7,2
44,2,2
22,6,2
23,3,2
29,8,2
283,2,2
268,13,2
186,17,2
95.333,4,2
19,3,2
7,1,2
34.5,8,2
50.5,10,2
56,7,2
6.571,7,2
183.33,37,2
39,7,2
181.33,33,2
16,1,2
147,11,2
114,5,2
1.333,215,3
0.863,1488,3
0.769,6,3
1.107,57,3
0.804,296,3
1.143,62,3
1.141,26,3
1.048,46,3
2.522,1481,3
1.118,1028,3
1.143,58,3
1.103,61,3
0.988,1634,3
1.033,302,3
1.107,59,3
0.733,786,3
1.103,64,3
1.069,60,3
2.711,1356,3
1.795,167,3
2.707,1756,3
1.254,9,3
0.979,1644,3
1.143,59,3
4.144,1292,3
0.024,1,4
0.077,1,4
0.143,1,4
0.068,32,4
0.026,1,4
0.045,50,4
0.286,1,4
0.077,1,4
0.091,1,4
0.077,1,4
0.105,1,4
0.052,1,4
0.045,1,4
0.04,1,4
0.125,1,4
0.143,1,4
0.063,1,4
0.019,1,4
0.111,1,4
0.013,1,4
0.5,1,4
0.021,1,4
0.5,1,4
0.071,1,4
25,1,4
0.4,1,4
0.111,1,4
0.125,1,4
0.222,1,4
0.077,1,4
0.038,1,4
0.083,1,4
0.167,1,4
0.043,1,4
0.021,1,4
0.125,1,4
0.111,1,4
0.007,1,4
0.067,1,4
0.143,1,4
0.111,1,4
0.1,1,4
0.1,1,4
0.043,54,4
0.125,1,4
0.4,1,4
0.056,1,4
0.148,14,4
0.111,1,4
0.111,1,4
0.059,1,4
0.027,1,4
0.4,1,4
0.009,1,4
0.043,64,4
3.5,15,4
0.019,1,4
0.014,108,4
0.029,1,4
0.148,16,4
0.037,1,4
0.143,1,4
0.115,205,4
0.071,1,4
0.143,1,4
0.031,1,4
0.1,1,4
0.111,1,4
0.182,1,4
0.143,1,4
0.031,1,4
0.167,38,4
0.1,1,4
0.118,1,4
0.083,1,4
0.012,1,4
0.125,1,4
0.026,1,4
0.012,10,4
0.444,1,5
0.5,2,5
3.238,13,5
6.611,1003,5
3.928,1025,5
4.364,17,5
1.313,20,5
2.143,5,5
0.19,7,5
0.385,4,5
1.4,3,5
8.865,400,5
0.98,691,5
2.833,5,5
0.385,1,5
1.75,4,5
2.167,2,5
0.5,213,5
2.667,43,5
0.933,12,5
0.541,23,5
1.655,32,5
1.612,44,5
0.75,29,5
1.946,42,5
0.889,54,5
2,150,5
2,4,5
6.611,901,5
12.167,6,5
0.833,4,5
1.194,59,5
1.889,7,5
1,29,5
1.523,2273,5
2.474,18,5
0.848,16,5
1.286,1,5
3.795,839,5
3.429,9,5
1.25,3,5
0.8,2,5
1.357,12,5
0.735,106,5
6.714,9,5
3.783,838,5
1.52,2925,5
1.442,32,5
1.788,166,5
6.085,526,5
2.75,4,5
0.6,2,5
3.337,603,5
0.49,259,5
2.29,34,5
1.214,15,5
1.2,15,5
1.25,3,5
1.194,105,5
1.795,35,5
0.448,150,5
0.36,17,5
0.833,5,5
1.95,34,5
2.4,2,5
1,2,5
4.778,164,5
1.842,8,5
0.873,88,5
1.357,1,5
0.812,674,5
0.794,65,5
0.89,193,5
0.7,7,5
1.333,69,5
0.667,4,5
2,2,5
0.333,7,5
0.25,2,5
0.906,98,5
3.313,147,5
3.529,20,5
1.125,2,5
3.387,161,5
3.132,36,5
0.615,15,5
1.756,64,5
0.625,3,5
2,7,5
1.5,2,5
2.189,428,5
1.8,5,5
2.103,120,5
1.057,511,5
8.375,256,5
0.125,1,5
1.111,2,5
1,6,5
1.571,5,5
1.813,26,5
0.605,199,5
0.923,45,5
2.033,153,5
