@relation ring

@attribute A1 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-511,896,1592,-5,218,1713,155,0
42,252,586,3882,-2743,2429,837,0
1225,-2328,-159,-118,-6,696,-67,0
1362,2184,-176,-1294,2154,1118,1602,0
57,-35,3961,1056,3354,1882,1673,0
462,-838,-1999,632,1733,-2062,558,0
-2252,1711,-748,-186,4361,-1402,3397,0
-177,2377,-572,2529,-2513,-94,-1524,0
3209,-385,352,-163,1546,-1634,-1288,0
-247,-2022,-2915,172,-282,-3017,-1078,0
427,3974,2796,-2883,707,-769,4483,0
35,89,199,418,2785,2951,-2192,0
-248,2105,1205,4364,-3966,1989,2516,0
-171,-2817,222,355,2059,2726,284,0
-2444,1655,-323,-4302,99,2006,1927,0
633,-1287,-2878,-1215,-22,-308,-533,0
2501,-972,13,-259,1187,-1375,-195,0
-156,1301,-1128,-356,-157,2348,-2496,0
756,-1878,-2751,-1542,252,-2792,1825,0
-8,-186,2495,-1305,-1448,2206,-1149,0
4676,-1828,-1847,894,-1939,-57,-497,0
-787,1836,-459,-179,-494,2895,1626,0
-858,-972,-1,1125,-2569,2267,143,0
-2871,2008,3703,255,-1078,-132,2064,0
422,-803,2726,1253,2728,-907,78,0
1908,421,869,-2903,62,1724,-767,0
-2483,-1968,1216,509,2413,-1738,-2595,0
661,-818,4425,-662,-524,2679,-2066,0
566,-2148,1436,-6406,186,-2629,473,0
1389,-817,2972,-2118,-3105,-894,57,0
-1004,-8,-526,1228,729,-406,4796,0
1998,-685,-393,445,-4492,1439,-666,0
-1074,-1074,5838,675,1131,-1023,1924,0
3232,1044,1545,964,2713,81,-1514,0
-1083,487,-1617,-27,-2252,-4206,755,0
1758,-3583,-3507,185,-841,1582,282,0
534,-972,425,-2229,2617,-1519,-2505,0
323,1041,-1028,-808,1585,817,-1901,0
1179,-1189,-1661,-334,457,1331,1134,0
31,168,1654,186,2495,2572,161,0
-942,2447,1691,1289,-3077,1258,-3209,0
-21,344,-2053,-416,-1562,-2096,289,0
-2486,3142,-1625,26,5133,-759,-4025,0
-656,3772,1317,-1831,3005,-2685,1031,0
-1845,-94,875,-367,1419,-406,-1703,0
-2323,-3786,-3593,-1843,-916,-11,-1231,0
728,-1541,23,1464,-479,-1219,-3709,0
-1439,401,81,1045,521,5275,1411,0
252,-78,879,879,1233,-966,-2735,0
959,1168,28,2993,-2766,-151,355,0
-1106,1571,-1124,-3364,247,181,25,0
244,-2318,-1738,848,2745,618,1573,0
1214,822,-1253,1194,-966,-331,-965,0
3812,-3852,1672,2534,2426,4268,1115,0
2467,-1849,-235,-2399,-2372,556,-2406,0
-1402,186,3431,21,2924,135,-1031,0
-435,-864,961,-483,-1621,5257,1351,0
129,512,-12,-257,-409,-263,252,0
1089,107,-317,-1658,1634,-1116,-1467,0
1631,237,-1769,1143,-3663,-35,43,0
-695,-205,347,334,357,-2573,-3383,0
946,-4261,1002,3058,1291,749,-242,0
-1428,-3445,2226,-2309,2663,3925,1669,0
-2207,1051,2402,1438,2222,-3661,-2257,0
1811,-1989,-1038,2349,137,-2523,654,0
4,-36,-59,-18,-31,4546,-503,0
-804,3327,1011,2169,-2925,914,-573,0
2904,-1215,781,-244,1707,-656,1732,0
-2218,3482,-1332,1739,-1536,-181,-73,0
-1118,-972,2834,-1719,-29,522,-15,0
-186,-473,-965,341,3461,-2776,-489,0
-2051,2798,43,498,786,-222,-202,0
-1628,-1061,-84,43,1621,213,-983,0
-2696,2283,2707,989,-788,1502,3275,0
2309,-5128,3405,129,885,-3361,252,0
66,-3154,1801,1973,1045,1208,93,0
-107,135,9,2097,-1108,494,834,0
411,221,-301,3927,-2592,12,-701,0
-241,-97,-336,-216,1662,168,-327,0
546,871,-4,322,-96,3019,852,0
2146,346,1308,-1497,-1902,1608,-2125,0
-1061,-1496,-2495,-3331,273,108,-2967,0
-2645,-1578,-545,297,143,129,-2138,0
-566,428,1151,-2003,3348,-2676,561,0
-3099,-1575,-4956,1949,-361,142,-162,0
-4928,-2081,3088,296,-837,7,2093,0
-372,-2323,-4316,2407,1674,-2575,-3913,0
-1433,2228,1807,988,1508,-1242,-47,0
606,389,48,1293,1475,-2358,-133,0
9,-2372,822,771,-2694,2208,1201,0
1408,-243,4248,-962,-766,1314,156,0
102,-2306,1343,-1974,-1969,2804,4066,0
-2423,-287,-479,474,-89,1598,-962,0
2351,3187,3402,1342,553,134,2884,0
-1817,1318,-1015,1172,-1321,-4915,-3511,0
-445,-1482,-1955,-808,-836,1911,2548,0
127,-1101,2484,1228,1419,263,-2306,0
-43,2752,-285,-1211,-103,2683,3279,0
2487,2587,22,-3028,-2718,-1667,-616,0
2178,-1891,-941,1346,305,4139,-2098,0
22,-925,505,208,-253,283,461,0
18,-17,309,1545,115,2772,849,0
1749,-2072,774,-38,3848,74,237,0
1435,-1251,-5368,807,-258,-944,-931,0
3018,33,-71,618,65,2136,-226,0
-1434,831,-142,1433,559,-2574,-244,0
3395,-2257,631,1519,-477,856,-2733,0
-3845,863,1278,-2027,-1174,-3529,4546,0
-91,1312,-1347,-255,-1293,-109,-3129,0
-2886,-1865,3921,-2337,-1002,-151,-2435,0
-137,1295,-919,-2811,1552,-624,-4689,0
32,2208,4161,-425,-2105,2283,-2651,0
-528,-1605,-2336,195,438,885,-1132,0
686,1627,-3287,-3484,552,2623,-2432,0
1756,-548,2728,-58,944,-1157,-2824,0
4297,1783,1465,-365,-243,426,977,0
549,-111,819,-2686,12,637,37,0
-2938,-436,4012,-381,694,-1433,435,0
-1383,168,-1443,-192,2942,-1356,-1521,0
2377,2977,-105,1907,-2721,74,1779,0
-2813,-753,261,2204,-1286,-3126,4116,0
-1163,214,-424,-763,-4602,-4254,681,0
-79,-156,-1667,-68,-716,175,276,0
-2341,53,-4276,92,-1396,1233,477,0
2289,815,3479,179,566,-24,214,0
4234,451,-112,-4297,32,-5683,-2775,0
3512,378,222,1074,-1667,139,-23,0
205,3382,324,173,-1031,1374,-3842,0
1124,1467,-283,-679,2017,-444,-1476,0
3331,37,1957,2081,-4089,-114,1127,0
57,562,-3462,87,1547,-827,912,0
947,83,-1887,2631,-216,-898,39,0
407,-263,462,2512,941,-39,204,0
4446,211,818,-102,1908,-2601,1224,0
-734,-177,-3059,-3575,-693,-101,926,0
-2854,-1793,163,-1798,-558,-1136,-1513,0
-1976,1992,264,-2495,3691,155,306,0
-3808,188,673,3686,2872,13,22,0
-1214,3813,2558,-1833,2997,-2489,-2109,0
-3498,2057,1736,3392,-1042,-2291,2177,0
-1376,1005,-252,-3169,279,-191,1037,0
-628,-486,2462,1539,56,-301,-71,0
1445,2821,-26,5468,2667,-4261,-2022,0
2028,-3072,-4919,-37,-2046,224,-1328,0
3258,772,-1996,-2996,186,-3302,314,0
-331,243,1018,-363,495,-5458,1985,0
-2186,1911,3751,-142,-95,1552,1707,0
4476,-3353,-115,-4798,-728,643,-3212,0
-325,-1044,-2646,-572,487,2449,-1056,0
1374,-2954,-1774,-951,-346,-2852,-726,0
406,165,365,2489,1527,7,4359,0
2432,-4288,-239,1509,-1438,193,-301,0
1072,4,1477,-919,-144,168,905,0
306,-758,38,-1699,-153,-4,1871,0
-286,91,14,1403,-1766,286,25,0
2074,-905,-107,-4,-938,3547,-276,0
11,753,-643,992,1286,2501,-49,1
1971,1214,-406,1183,594,985,116,1
-1553,973,144,-299,414,571,238,1
516,1294,-386,-186,916,-706,-29,1
319,-262,-386,-1946,482,82,-853,1
943,-43,-12,43,209,-546,-827,1
-114,-654,-887,-46,-95,-726,1913,1
1885,1297,1076,101,2669,-64,-188,1
876,941,-512,985,698,-806,333,1
146,888,-53,-504,213,-1091,-145,1
-433,-801,1893,2805,611,-97,-248,1
2685,387,-134,316,-1232,-422,2157,1
701,-365,327,2798,273,-1506,418,1
632,534,-1346,-284,709,-1157,-1421,1
201,-1184,725,249,-1107,958,1646,1
542,-365,903,1623,-751,-242,274,1
2235,1736,73,-713,1159,-1684,1198,1
-1077,127,-6,1731,1263,1805,-314,1
-233,847,4199,1984,-231,906,1889,1
479,1158,79,-1304,115,816,506,1
-1764,-8,46,298,707,-667,-469,1
-1,814,2076,187,-63,-391,1702,1
492,425,138,-748,228,-954,-479,1
-206,995,957,606,-124,48,1337,1
9,13,179,1477,831,-7,-5,1
1207,935,162,2358,1605,-1508,-234,1
866,2787,-1128,59,77,592,593,1
117,425,1589,-7,948,198,306,1
1599,24,169,-1009,-541,986,33,1
1095,-612,2419,1298,-752,397,2768,1
-756,1384,-5,97,-284,194,193,1
594,519,-717,-1179,-375,2049,-923,1
1045,177,-501,207,353,-38,-888,1
32,1851,925,1457,342,1112,1844,1
-631,-1422,-16,-29,-499,2588,-508,1
1105,-196,1055,-306,-326,676,-954,1
978,-988,-1112,-63,2316,466,526,1
-43,685,1572,1078,1328,177,734,1
-572,-162,-894,-577,-1376,2262,1877,1
-632,538,139,996,-398,1334,656,1
2357,2,111,-342,-474,403,-664,1
674,24,-746,-1783,103,-2087,-52,1
1659,1698,863,-247,693,-1194,533,1
1402,87,-1122,119,911,346,-14,1
358,1325,1538,1424,1906,59,-648,1
-1452,16,-432,83,-708,1322,157,1
261,-663,2296,1513,825,1772,2358,1
1414,983,1341,1612,934,-126,1932,1
-1034,1041,204,2461,-86,3872,-88,1
2201,1381,99,155,-8,915,-1219,1
116,429,1356,-44,1772,1608,-36,1
1362,844,-1794,-95,1631,-618,-1652,1
-341,677,-1599,2439,1045,878,-871,1
635,-1902,94,1444,-1008,1254,1031,1
-428,218,6,512,-378,78,1385,1
1388,817,98,-42,-601,85,1492,1
-1089,-1508,208,252,135,-1244,37,1
351,1807,273,177,-1697,-135,217,1
1872,-68,1464,-213,-695,973,-1206,1
-73,-299,124,776,979,1399,277,1
-184,556,2365,525,-306,449,712,1
2349,2451,1135,2043,1895,1067,94,1
784,3561,1613,462,-1126,1522,-1287,1
2576,2626,1544,1078,1167,-12,76,1
1748,-459,788,-988,1511,-68,81,1
1854,-1142,-89,343,907,845,196,1
1342,655,732,1932,706,-702,878,1
474,512,-1056,2255,-69,533,-486,1
231,1157,867,-69,-1194,404,1257,1
-316,-877,503,92,-57,1607,1814,1
-1706,2514,369,1105,2038,152,1194,1
816,-267,652,129,811,22,133,1
-598,-257,1396,42,46,401,343,1
242,-112,-342,2,2162,-339,46,1
-901,1634,-878,-1004,1008,387,707,1
185,-1391,164,-1123,36,1204,759,1
361,1815,23,859,2462,1033,846,1
2304,1717,-576,-103,-978,1189,2852,1
736,1532,-1178,1391,-401,-395,-232,1
162,-2024,-25,1842,-191,1737,37,1
-423,-1709,278,129,-36,438,2536,1
1076,1306,1249,646,-74,-7,1777,1
-261,1272,1546,358,1783,104,-411,1
567,435,183,-95,-648,15,4,1
-469,321,-409,-222,536,1332,566,1
2077,-2026,-1399,1231,1513,438,173,1
-1075,-111,-738,2025,642,246,764,1
244,1241,-207,1227,-496,-849,-1551,1
598,196,592,58,-724,2476,1256,1
1722,-478,-134,2235,751,1872,24,1
735,-743,-173,1406,1215,-198,-756,1
796,325,1707,149,79,177,2314,1
2431,-1364,406,638,-1413,-72,1452,1
829,1363,613,-39,1179,284,-1271,1
-89,637,1647,422,2127,-413,-863,1
226,-144,1575,-1936,1692,1178,1112,1
-619,142,-752,-26,1065,188,196,1
-511,113,213,-1359,-42,-1531,188,1
129,727,328,-663,683,537,662,1
-486,451,-138,771,1846,122,-226,1
1391,1607,519,2138,607,-24,995,1
342,-1354,2924,602,58,-1482,-585,1
526,171,-195,819,1748,578,85,1
1276,572,-272,-74,1526,242,468,1
-338,1523,338,-388,-691,625,696,1
-891,1112,-625,392,-1681,2456,-606,1
-185,-918,-1764,768,468,1327,-376,1
-319,-1222,-327,477,113,838,506,1
852,153,1412,-431,1148,935,258,1
176,729,1165,-1359,672,-1,82,1
-1023,-341,-679,-724,1619,-267,258,1
1741,1996,-9,11,1834,561,437,1
2245,-241,-748,1861,1515,1609,487,1
536,-1014,-1214,718,-1253,1245,-235,1
1865,851,216,-24,1898,102,-1742,1
-1031,778,-226,2796,-21,1182,174,1
2658,-1184,2557,919,-48,1203,-762,1
68,32,-1159,552,478,-1228,264,1
1572,123,1135,-357,1088,43,-795,1
1865,69,1514,13,1501,1875,-62,1
1421,1146,289,-83,655,1988,104,1
-452,112,725,-1076,-336,-19,173,1
-1023,1259,1099,-198,686,1888,164,1
106,788,-85,-1357,-927,803,1169,1
2329,716,824,389,-1311,-127,-34,1
-138,161,2171,662,1131,-72,-1056,1
1786,984,-1254,984,126,1707,-181,1
493,114,827,-204,1323,173,151,1
1252,-18,-473,1012,1771,-74,716,1
1095,129,921,418,1136,116,1614,1
-97,-52,216,-86,98,641,295,1
-654,-551,-2,54,105,933,653,1
2274,634,-82,-47,2432,-571,2092,1
707,814,118,1406,1353,-114,-1221,1
1362,-218,1337,973,43,1781,943,1
-1153,1929,1444,595,1449,101,318,1
-99,-586,-151,109,1934,1243,-53,1
399,-436,626,6,927,425,-577,1
51,292,882,2559,53,627,2192,1
-431,424,1493,34,-311,276,-1753,1
973,1582,2316,2004,427,-341,688,1
-504,485,799,-78,678,274,-971,1
662,2258,664,2236,1081,1791,758,1
-559,1136,913,1239,2177,-714,-18,1
-61,256,51,1385,-582,1119,-663,1
-236,335,1268,441,1703,831,265,1
84,-1081,308,456,135,1777,299,1
1538,-134,628,1798,1092,-1466,1168,1
-551,306,884,79,86,422,1664,1
259,795,1405,-336,37,9,841,1
16,179,2271,-96,1872,145,-111,1
694,-172,-868,-821,431,-1091,1112,1
47,1241,-643,-626,1455,1996,1845,1
-33,653,3968,1499,2021,1583,876,1
905,828,-99,3,384,198,318,1
218,26,-76,-1612,701,-178,1446,1
-137,-842,-264,207,2325,1051,1129,1
544,-693,1106,312,-288,278,1151,1
1244,224,-16,2978,969,361,762,1
-1236,1561,-27,-559,1168,-127,-963,1
218,1867,-43,-76,1093,-116,264,1
-612,318,63,2665,-146,-179,924,1
-433,1955,114,-615,684,2276,-1082,1
13,686,2389,264,702,-1426,714,1
-55,1475,438,314,1974,-913,-77,1
-1272,2411,1045,582,-848,693,87,1
254,439,45,43,-577,-188,347,1
273,672,264,736,-177,31,1319,1
-413,218,1362,528,-947,136,-525,1
597,1061,1029,-59,611,13,1206,1
1796,-1037,-231,-624,39,-871,771,1
-275,-179,633,116,1301,-1194,-118,1
-1291,585,121,772,1531,85,26,1
2021,-582,604,-1052,1519,939,-238,1
554,-671,2937,993,226,62,-566,1
-78,7,841,1969,184,358,-328,1
405,-918,472,1809,1888,735,1016,1
1933,-95,35,723,1973,484,1391,1
416,-497,1775,1272,714,57,5,1
-821,112,143,154,-27,1374,1593,1
82,359,-144,1168,-724,182,1533,1
999,639,-36,385,-348,281,1494,1
533,-667,937,295,34,1015,48,1
99,-29,335,-379,-146,-184,1093,1
-866,-169,188,1407,129,1195,-878,1
2304,52,-61,-1407,-174,1023,-615,1
182,593,549,142,2172,-73,226,1
-222,706,205,1301,91,1418,581,1
1604,-613,155,378,1588,-2,1935,1
-642,-114,61,-1114,733,-458,287,1
886,56,-204,151,1299,1768,1083,1
2381,-1464,-482,2491,977,-856,-1097,1
-1107,-7,-271,-1097,1014,-881,111,1
1873,-1399,-866,611,558,2672,-37,1
77,-184,1175,-341,71,-2025,1775,1
-342,2531,-1042,-774,-652,503,189,1
2549,904,-908,345,72,-145,1224,1
488,-26,1859,2113,-853,-1131,-1365,1
-133,583,756,271,75,667,119,1
1164,-157,1125,258,555,208,601,1
1014,494,-414,1793,884,1253,-647,1
1632,834,2404,-84,-618,2048,-357,1
217,35,1032,1203,-1342,-148,1441,1
1474,2,945,-236,918,-437,1097,1
1685,-686,95,877,1455,2369,71,1
-293,33,1291,16,-955,1414,-452,1
797,52,591,-148,86,649,4,1
-23,37,216,-131,-703,528,-514,1
1434,1004,-54,1276,-292,-468,674,1
1048,165,-297,124,492,746,-542,1
2796,943,618,-438,729,63,-493,1
3016,1136,-669,-156,553,1093,709,1
-1713,91,615,-422,797,314,708,1
-126,1095,2712,137,2152,606,-55,1
735,-32,-229,1955,-91,1944,-641,1
566,69,-37,342,-411,64,24,1
1122,691,74,523,596,-323,54,1
69,1537,392,2962,-1767,1577,-29,1
2208,72,32,1623,1021,641,198,1
722,172,993,-1683,-1504,292,783,1
761,557,1522,1122,2514,758,479,1
1434,-881,1009,1315,448,147,808,1
141,-894,2474,804,717,-129,2242,1
-1038,-638,1513,122,512,-942,984,1
1714,1156,-845,-858,1454,-124,1714,1
789,-29,314,-1871,-604,-148,163,1
-6,412,943,692,1918,104,946,1
-64,839,923,626,-975,-552,-4,1
2189,837,708,-524,425,1751,438,1
836,-2066,1371,-91,971,102,1847,1
21,2587,-1248,1477,-539,75,715,1
959,12,606,168,1794,1145,-379,1
656,-686,1217,1054,2932,82,-1847,1
105,1428,2108,-41,28,2782,815,1
1339,-1434,-621,-164,1647,423,-1208,1
139,-278,2273,979,-1044,1799,1073,1
378,1297,446,1402,157,153,257,1
-573,1648,166,1385,1021,-349,47,1
-1203,651,759,584,1122,375,307,1
1194,423,1428,-274,433,1276,658,1
664,962,533,-12,414,-384,-272,1
-188,-528,-28,1202,-211,-11,135,1
-18,806,529,374,2108,787,2835,1
1232,2281,83,683,-71,-23,-1161,1
804,1208,763,802,-67,-25,1246,1
-27,1949,758,504,-397,-148,95,1
1204,95,658,-365,568,-605,1245,1
94,1843,424,447,-2,348,322,1
-958,19,988,946,1036,-832,-522,1
-108,1109,2864,2441,2954,-372,-126,1
961,-741,-577,-402,-43,1926,883,1
-481,1538,-724,749,-365,2104,2636,1
2284,-633,-25,933,917,1398,472,1
252,1104,368,764,474,1899,-395,1
397,756,-445,-855,774,652,769,1
1748,1385,258,334,503,936,-794,1
59,606,1052,223,846,496,632,1
-681,934,26,924,-775,-292,-1294,1
379,2544,-544,808,-59,954,25,1
854,128,-13,1237,-1827,1167,202,1
773,-174,684,-241,1782,-746,1796,1
-365,-74,206,763,54,-18,44,1
-356,1267,134,1892,137,-936,2098,1
1794,1282,463,114,1567,18,1529,1
261,-1046,2288,247,1368,-68,-614,1
1063,75,69,1045,1684,338,2761,1
84,501,-32,-579,-557,-1311,589,1
-153,19,413,2089,-22,2146,177,1
-1887,347,848,1445,1891,1595,1159,1
538,336,-401,1076,2,123,887,1
-1479,946,708,648,-315,206,533,1
1807,1496,742,146,375,2184,1628,1
712,-442,-1059,575,-682,2183,1058,1
-1161,35,-157,1884,1681,-17,478,1
-1521,1467,868,686,1246,771,1531,1
-293,16,1138,-637,896,2374,101,1
-0,-781,-847,551,2302,549,1458,1
342,3497,548,341,-963,46,1189,1
1508,-1283,594,237,-1083,816,-144,1
-708,578,-405,-1277,81,-788,-757,1
457,11,261,128,986,-1303,1656,1
-375,2583,-486,2214,571,-491,1156,1
958,-274,2218,-275,-629,-192,279,1
-1888,-84,169,-781,1627,1346,646,1
531,54,238,217,-267,-178,605,1
572,944,89,167,1585,1053,1388,1
-183,752,82,1139,-163,919,-19,1
-73,-1439,423,1381,463,1742,625,1
113,-634,-151,-1022,-69,384,-178,1
139,539,-991,-295,-388,-289,1603,1
-687,17,673,2094,-394,-831,181,1
1026,987,593,1354,728,-5,1402,1
1257,74,503,-26,147,-245,126,1
958,1003,-617,2399,-872,2294,768,1
665,217,705,497,-114,1066,1751,1
-122,1413,-528,-296,-2513,-1436,-959,1
437,54,749,924,259,2006,477,1
1738,842,-1202,1064,5,11,1471,1
-1328,384,1367,37,219,222,-384,1
3017,-1495,-783,-109,1176,941,-529,1
44,-955,-945,189,-157,982,-38,1
1418,1685,1657,137,1111,894,1823,1
2028,42,-707,982,2223,-111,3198,1
1735,677,224,-321,1075,-231,1211,1
205,-41,2064,27,-196,3,-373,1
22,662,1539,386,447,1258,-374,1
-612,1044,1936,-389,431,7,-27,1
-262,-38,96,-112,588,1457,2586,1
1699,-254,349,-113,1165,1191,653,1
-113,-343,844,2,2625,-147,616,1
178,312,238,76,-307,-1762,188,1
-304,2409,-1088,-286,1265,1556,78,1
1885,1164,96,52,164,1518,1186,1
184,-101,967,1989,696,2134,439,1
1236,1538,-341,1174,-211,-439,-533,1
1998,61,2411,-886,-333,-448,-73,1
-1226,-712,813,-936,-516,-622,-688,1
826,2608,137,1142,562,-443,-79,1
-165,1104,-2058,1477,441,-155,-1735,1
1952,886,-683,1834,-12,-1694,746,1
-519,1151,6,1913,-311,546,979,1
2096,848,145,517,647,482,1118,1
-44,993,1147,2075,2282,-567,-87,1
-1191,-71,-744,1122,402,1567,981,1
-569,641,517,102,-374,537,1126,1
-1688,1813,287,1951,445,-1167,-1128,1
708,2764,-891,742,354,-137,-435,1
976,2105,1293,2086,812,-907,1264,1
423,-957,-313,1074,17,673,1232,1
-1084,1004,801,1429,-64,195,967,1
1046,1264,1072,778,204,-606,992,1
-142,-142,-424,456,722,-316,855,1
15,-169,2465,1342,-702,2749,-135,1
1266,533,2602,231,248,407,-1652,1
575,1696,1589,476,-262,-838,-1177,1
273,3316,-354,-616,2296,2263,15,1
1013,1654,-109,599,2127,1712,1578,1
-824,2091,826,635,915,1972,728,1
1667,1571,794,747,1095,-1314,522,1
-76,-167,-1036,2365,469,354,-682,1
386,1496,-36,361,-471,-36,522,1
1668,1548,-806,418,-603,1029,-577,1
94,-1249,4,2861,695,-1271,66,1
-364,1052,-945,-1038,-1743,741,901,1
391,1233,1836,1734,1127,-331,892,1
1119,1038,884,1423,1976,569,-963,1
-26,97,278,1936,-354,537,606,1
992,448,1299,1572,223,8,-99,1
1588,93,-98,1401,1298,1503,2536,1
131,1753,53,-698,1422,1176,-136,1
-6,138,14,-1326,247,822,-794,1
-342,1113,-732,-32,566,152,-413,1
1033,-273,-84,-804,-568,-183,-739,1
517,-1732,2022,3,-863,2137,-753,1
-1135,435,391,2659,1672,1545,336,1
-942,158,1068,175,5,1222,1036,1
-1411,-684,1901,-53,-859,-13,1396,1
428,55,1598,-556,663,-1152,601,1
933,-1092,-881,486,574,636,-507,1
314,-296,-13,156,175,1273,-1163,1
1371,12,-636,-367,-324,511,1719,1
1196,148,-725,424,-211,-2728,864,1
969,602,199,1289,-44,785,157,1
708,-161,232,-106,2062,-197,3217,1
936,642,81,1965,607,861,522,1
-892,506,-1563,34,146,142,23,1
1071,1382,566,1523,562,2552,669,1
1253,398,-206,-297,-848,-86,1187,1
876,1003,1001,2405,708,-1273,254,1
666,-256,-135,137,6,891,-193,1
57,-1698,56,1444,-232,-366,-866,1
297,-1039,1102,-516,-766,-1414,-261,1
-1168,-458,729,-1316,-342,1055,112,1
-1345,192,1484,125,1196,-1145,111,1
214,96,-911,1577,-19,393,797,1
1093,-504,-882,-273,1596,1419,1074,1
-1252,3014,-409,-54,-206,56,125,1
-394,-333,1328,1702,1287,1774,175,1
-1698,-608,-218,897,-54,151,1256,1
1665,1012,-663,604,-464,-29,818,1
1298,-1,244,848,739,-228,-452,1
106,-398,92,1492,1157,734,1366,1
96,559,116,17,537,44,1463,1
-1428,-19,-234,2246,-245,142,1678,1
-729,1332,2608,2175,641,41,168,1
-399,-537,-116,481,236,2662,714,1
-401,2029,-1006,1227,322,1393,531,1
-828,-48,215,-869,821,-54,-29,1
1089,-187,-158,-101,-1931,-514,723,1
356,-477,917,1476,-3,1006,566,1
723,1166,-65,-809,1403,46,351,1
191,1069,-2,-965,-193,-619,87,1
22,2558,808,71,-36,139,1861,1
1434,475,1207,-337,219,632,-76,1
-87,3302,1066,54,1113,3664,-437,1
2125,-39,584,816,-2192,-971,-13,1
576,-146,-411,134,-684,1706,1425,1
617,544,-1178,309,966,1794,-1181,1
-45,-475,-122,1755,958,-1686,921,1
-268,1013,-1101,1802,738,2,1295,1
1553,649,-886,519,964,172,-1012,1
452,652,-1466,494,282,2431,544,1
464,-57,-143,-107,-597,-737,-394,1
-371,-196,-449,1779,976,-311,34,1
94,-52,-417,-1318,-17,71,588,1
-366,-1054,498,-288,684,2132,998,1
-625,-482,646,-156,-736,99,54,1
-56,-1238,853,26,-246,2241,1718,1
516,41,395,62,415,2429,1778,1
2655,1711,2303,1525,1042,274,-38,1
1164,-96,-107,727,29,22,658,1
1241,-35,-231,21,1566,1739,1212,1
1501,-1185,2046,48,-82,992,1068,1
-137,-1114,518,-77,98,-206,983,1
117,1866,-1974,1143,104,-793,-625,1
99,137,1544,-149,745,283,969,1
81,209,154,2134,806,-625,825,1
-148,-157,-16,379,1909,529,2404,1
22,-743,1455,-381,705,1535,2126,1
586,699,576,-944,272,-823,2612,1
779,1041,-255,504,-1524,494,-1859,1
-64,-1448,874,121,-997,952,-198,1
1938,942,313,501,12,-1457,-246,1
-866,-165,798,781,1752,53,1461,1
-232,534,946,162,-1235,-1602,-386,1
-555,1146,727,-47,6,1307,1602,1
27,42,49,529,715,7,189,1
-232,1695,1275,482,2479,1,-1078,1
562,-465,1184,-674,-267,413,2342,1
453,1712,-147,551,522,911,61,1
-628,1008,-885,357,3002,2197,-117,1
155,799,874,1666,466,34,633,1
563,-988,-242,437,-148,1134,2364,1
1157,-922,1488,-253,-654,-472,228,1
736,-1941,689,-508,-942,-1413,476,1
1469,-228,479,-86,2261,-589,-1382,1
1785,656,377,2371,1195,71,1444,1
-203,-182,1905,438,-1985,202,1192,1
804,587,759,-9,684,254,-995,1
-178,1775,2658,1455,-1192,186,1863,1
-441,1047,-38,-903,1675,78,773,1
-2572,-1731,-189,592,1953,36,-991,1
656,56,224,127,45,-839,88,1
-1212,995,289,-17,-874,-182,15,1
314,181,846,474,1055,1143,-8,1
1333,1273,-456,2071,1323,1255,-491,1
2305,572,167,258,1584,1147,92,1
-13,48,-127,217,2306,475,1322,1
531,1122,-1227,1063,1216,-476,6,1
976,-2066,-43,326,1602,251,64,1
1197,3081,-664,1752,598,1165,116,1
752,-579,2296,812,343,1627,-1226,1
-593,2195,1097,-715,1361,854,672,1
1732,42,-1109,-582,307,-1516,531,1
-1273,-391,866,-16,-12,1539,1058,1
732,2109,-202,1498,1014,-606,121,1
-335,-554,17,1859,-393,155,1746,1
58,564,1891,1018,1534,-605,-279,1
-381,2275,1888,878,-899,1067,-1412,1
388,728,-593,-1365,639,66,921,1
1274,971,2196,2261,839,498,231,1
175,-97,684,1343,1497,-1484,-756,1
1043,461,-409,423,1202,823,75,1
1214,-806,2018,1689,-496,-941,2258,1
1011,642,985,885,1718,1947,1179,1
-1942,-402,639,1132,1414,-51,-891,1
2358,1764,697,-697,124,-36,2038,1
987,168,1434,-404,221,-41,-56,1
-1644,35,1055,1892,48,2559,163,1
97,1676,-418,938,368,-392,-523,1
1525,-43,186,-1519,1348,-13,-224,1
552,-417,-445,-1309,-523,217,-658,1
988,-677,22,1853,5,124,1087,1
-46,848,1053,-1132,22,1118,88,1
657,-532,-354,-1364,5,833,-885,1
2921,1048,-282,1376,1148,621,296,1
3129,649,1077,-1694,-373,2082,1326,1
782,1081,1824,233,2312,62,2006,1
682,-943,-321,741,792,793,1054,1
63,-1249,-114,-1074,-732,1539,-468,1
947,-8,756,-382,1008,-1422,-606,1
702,-1335,1422,-35,-1194,168,-157,1
-257,-1292,1945,-1322,1072,1367,-619,1
699,-1025,-683,-56,3488,1488,916,1
-67,-233,4,215,1264,-237,1532,1
-95,769,434,976,188,-199,1207,1
1005,-134,928,1254,825,-954,1293,1
-212,299,845,1934,-1003,1711,-261,1
1933,2558,1956,-792,975,297,-12,1
-114,743,-516,412,-43,1241,1237,1
1666,21,2083,-562,1274,601,1588,1
905,-899,-203,297,348,777,878,1
2606,1207,-59,201,559,656,447,1
1704,1064,708,524,1394,89,2044,1
871,14,2242,94,-242,-938,-17,1
-737,618,-476,945,-5,-1163,-578,1
679,73,2301,837,-2494,145,865,1
