@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.811,-0.342,1.431,0
1.492,0.108,0.082,0
0.181,-0.661,-0.25,0
0.551,0.668,-0.272,0
0.182,1.07,0,0
-0.829,0.403,0.837,0
0.762,0.195,-0.081,0
0.245,1.077,0.457,0
0.65,-0.301,-0.153,0
0.029,0.603,0,0
0.238,0.257,0.119,0
3.183,-0.065,0.057,0
0.608,0.249,-0.268,0
0.558,-0.281,0.197,0
2.767,-0.304,0.269,0
0.455,0.322,0,0
0.228,-0.56,-0.294,0
0.414,0.571,-0.458,0
1.274,-0.079,-0.059,0
0.479,2.1,0,0
0.231,-0.53,-0.497,0
0.476,-0.317,-0.173,0
0.325,1.262,-0.458,0
1.898,0.203,-0.124,0
0.635,0.31,0.201,0
0.212,0.295,0.18,0
0.15,2.273,0,0
0.333,-0.188,0.191,0
0.383,0.976,0.544,0
2.242,-0.169,0.202,0
0.511,0.345,-0.156,0
0.772,-0.321,0.204,0
1.053,-0.183,-0.118,0
2.793,-0.314,0.297,0
0.083,0.54,0,0
0.304,0.261,-0.107,0
0.121,0.716,0,0
0.212,-0.541,0,0
1.62,0.609,-0.213,0
0.401,-0.736,-0.35,0
0.189,1.954,0.987,0
0.255,0.936,0.456,0
3.341,-0.069,-0.051,0
0.436,1.382,-0.472,0
0.725,-0.195,0,0
3.246,0.086,-0.076,0
2.556,-0.085,-0.063,0
0.674,0.621,-0.205,0
0.398,0.466,-0.268,0
0.174,1.262,0,0
3.004,0.126,0.093,0
0.397,-0.79,-0.333,0
2.317,-0.397,0.269,0
0.285,1.394,-0.447,0
0.282,0.329,0.161,0
0.334,0.65,-0.232,0
2.347,-0.108,-0.065,0
0.17,-0.633,0,0
0.922,0.327,0.186,0
0.501,-0.211,-0.1,0
0.266,-0.833,0.651,0
0.457,-0.189,-0.166,0
0.364,-0.613,-0.267,0
1.653,0.065,0.047,0
0.106,1.748,0,0
0.089,1.569,0,0
0.532,0.541,0,0
0.6,0.733,0.348,0
-0.801,0.341,-0.452,0
0.761,-0.175,-0.078,0
0.087,2.38,0,0
0.148,2.222,-0.722,0
0.255,-0.775,0,0
0.683,-0.169,-0.257,0
2.819,-0.26,-0.104,0
0.668,-0.154,0.117,0
0.468,-0.198,-0.108,0
3.078,0.211,-0.089,0
2.781,0.177,-0.177,0
0.453,-0.478,0.375,0
0.808,0.621,-0.26,0
0.512,0.473,1.449,0
1.004,1.205,-0.397,0
0.794,2.127,-0.652,0
1.138,0.261,-0.189,0
3.684,-0.07,0.052,0
0.44,1.29,-0.413,0
0.56,-0.489,-0.206,0
3.126,-0.141,0.524,0
1.508,-0.174,0,0
0.246,0.926,0.48,0
0.188,1.287,-0.606,0
0.159,-0.768,-0.553,0
0.334,1.297,-0.544,0
0.642,-0.141,0,0
0.246,-0.781,0.376,0
-0.251,-0.517,-0.274,0
0.277,0.436,0.32,0
0.152,2.041,0,0
0.907,0.114,0,0
1.158,0.094,0.061,0
0.825,0.083,0.085,0
0.657,0.292,-0.149,0
0.811,-0.232,0.388,0
0.067,-0.454,0,0
0.539,0.511,-0.192,0
1.087,0.25,-0.18,0
0.172,-0.842,-0.441,0
2.537,0.523,-0.154,0
0.266,0.879,-0.326,0
3.092,-0.077,-0.051,0
2.4,0.172,-0.1,0
0.315,0.369,-0.164,0
2.611,0.104,-0.053,0
0.257,-0.7,1.29,0
1.722,-0.586,-0.218,0
-0.314,-0.163,-0.101,0
2.318,0.991,-0.285,0
0.94,-0.441,0.542,0
0.798,0.545,0.249,0
1.464,0.102,0.091,0
0.405,-0.772,0,0
1.318,-0.173,-0.125,0
0.324,1.192,-0.406,0
1.661,0.429,0.544,0
0.079,0.608,0,0
0.615,1.046,-0.334,0
1.989,-0.18,-0.102,0
1.168,-0.122,0.109,0
0.216,0.516,0,0
0.295,0.84,-0.434,0
0.742,-0.191,0.189,0
0.106,2.548,-1.1,0
1.889,0.366,-0.179,0
0.996,0.177,-0.103,0
1.902,0.189,-0.293,0
0.496,0.405,-0.195,0
2.657,-0.08,0.066,0
0.247,1.719,0.977,0
-0.22,-0.313,-0.165,0
0.807,-0.274,0,0
0.686,-0.326,-0.158,0
0.721,2.022,-0.563,0
0.28,-0.213,-0.146,0
0.214,1.085,-0.415,0
2.459,0.075,0.061,0
2.094,-0.175,0.146,0
0.342,-0.533,0,0
0.796,-0.101,-0.062,0
0.29,0.87,0,0
0.635,0.489,-0.19,0
1.149,-0.08,-0.047,0
1.031,0.194,-0.413,0
0.947,-0.101,0.072,0
0.273,0.313,0,0
0.575,1.846,-0.496,0
2.424,1.239,-0.32,0
1.353,0.348,0,0
0.378,0.405,-0.173,0
1.086,0.202,-0.089,0
3.156,-0.065,-0.04,0
2.957,-0.266,-0.128,0
1.196,-0.155,0.307,0
0.456,0.703,-0.293,0
0.344,1.178,-0.41,0
0.336,0.552,1.028,0
0.069,0.474,0,0
0.472,-0.357,1.611,0
0.334,0.284,-0.124,0
0.195,0.714,-0.627,0
2.039,0.35,-0.135,0
2.614,0.36,0.297,0
1.2,0.129,0.101,0
1.956,0.451,-0.256,0
1.062,-0.199,-0.175,0
0.236,0.382,-0.175,0
0.482,-0.705,-0.287,0
2.852,-0.062,-0.046,0
1.453,0.148,-0.073,0
0.35,-0.277,-0.122,0
0.56,-0.512,-0.224,0
0.26,0.708,0,0
1.233,0.184,0.117,0
0.682,-0.238,-0.246,0
2.479,-0.064,-0.044,0
0.086,0.495,0.921,0
1.893,0.257,0.292,0
2.877,0.13,-0.057,0
2.337,0.223,-0.393,0
0.242,1.59,-0.572,0
2.667,0.226,-0.08,0
-0.129,-0.844,-0.416,0
0.504,0.385,-0.161,0
0.55,-0.498,0,0
1.956,0.231,-0.102,0
0.792,0.234,0.161,0
2.441,-0.08,0.071,0
0.6,-0.237,-0.152,0
0.148,0.754,0,0
0.349,-0.151,-0.091,0
0.215,0.287,-0.181,0
0.179,-0.514,0,0
0.434,0.984,1.251,0
-0.089,0.746,-0.266,0
2.061,0.174,0.114,0
0.374,1.077,-0.376,0
1.301,0.553,-0.166,0
0.121,1.534,0,0
0.724,-0.215,0.169,0
1.146,0.472,-0.213,0
1.039,-0.156,-0.107,0
2.168,-0.083,-0.051,0
0.443,0.697,-0.297,0
2.99,-0.171,-0.13,0
0.264,-0.635,-0.376,0
0.38,0.367,0.594,0
0.17,1.124,0,0
0.269,-0.727,0.566,0
0.727,0.417,-0.19,0
0.447,-0.547,-0.289,0
1.247,-0.468,-0.183,0
0.387,0.32,-0.136,0
1.101,0.068,-0.068,0
0.836,0.29,-0.207,0
0.129,1.469,0,0
2.946,-0.097,-0.066,0
2.411,0.226,-0.103,0
0.738,0.193,-0.118,0
3.777,-0.103,-0.056,0
1.061,-0.277,-0.191,0
0.233,-0.71,0.547,0
0.414,0.686,0,0
0.231,-0.474,-0.239,0
0.514,-0.189,0.132,0
0.088,0.455,0,0
0.262,1.728,0,0
2.314,-0.138,-0.28,0
0.134,1.537,1.551,0
0.413,0.434,-0.262,0
0.959,0.956,-0.299,0
0.375,0.311,-0.129,0
0.211,2.189,0,0
0.405,0.482,1.072,0
2.935,-0.259,-0.104,0
1.466,0.283,-0.18,0
0.542,1.004,-0.27,0
0.319,0.428,-0.146,0
0.304,-0.266,-0.164,0
0.151,0.853,1.596,0
0.154,1.668,-0.542,0
0.294,0.946,1.138,0
0.241,0.272,-0.103,0
0.218,-0.724,-0.426,0
2.007,-0.163,-0.101,0
1.185,0.517,-0.278,0
1.093,-0.312,1.608,0
0.976,0.853,-0.263,0
1.204,-0.105,0.122,0
0.158,1.072,1.464,0
0.093,0.441,0,0
0.42,1.17,1.056,0
0.56,0.278,0.199,0
0.334,-0.665,0,0
0.797,-0.19,0,0
0.276,0.902,-0.452,0
0.184,2.461,-0.845,0
0.157,1.52,1.984,0
1.258,-0.319,1.599,0
0.553,-0.215,0.19,0
2.327,-0.142,-0.084,0
0.383,0.585,-0.227,0
2.03,0.078,0.056,0
0.51,-0.222,0,0
1.296,0.214,0.141,0
0.374,0.576,-0.215,0
0.269,2.265,-0.705,0
0.324,-0.298,0.532,0
0.273,0.332,0.162,0
0.666,-0.23,0.349,0
0.187,-0.783,1.877,0
3.13,-0.067,-0.038,0
0.757,0.268,-0.212,0
0.402,-0.239,0.203,0
1.126,-0.165,-0.191,0
0.691,-0.351,1.17,0
0.281,0.266,-0.115,0
2.878,0.148,-0.076,0
0.513,-0.268,0.322,0
0.139,-0.714,-0.61,0
1.846,0.09,-0.08,0
0.42,0.675,0,0
0.499,-0.35,0.217,0
3.237,-0.263,-0.096,0
-0.164,0.699,0,0
2.035,0.103,-0.063,0
2.982,0.51,-0.234,0
0.302,0.289,0.196,0
1.203,-0.157,-0.108,0
-0.097,-0.632,-0.307,0
0.386,0.493,0.254,0
0.626,0.411,-0.305,0
0.586,-0.587,-0.313,0
0.087,1.916,0,0
2.665,-0.276,-0.122,0
0.227,-0.591,-0.315,0
1.021,-0.19,-0.12,0
0.081,-0.697,1.824,0
1.203,0.196,0.163,0
0.404,0.448,-0.135,0
3.232,0.38,-0.121,0
-0.054,0.525,-0.853,0
0.368,1.105,0.432,0
1.565,1.041,0.559,0
2.866,0.1,-0.094,0
0.279,-0.772,-0.377,0
0.126,1.692,0,0
0.186,1.309,-0.495,0
0.185,1.595,-0.632,0
0.936,1.064,0.411,0
1.432,-0.179,-0.121,0
2.275,0.103,0.072,0
1.21,0.463,0.301,0
1.331,1.619,-0.467,0
0.147,-0.73,0,0
1.067,-0.142,0.106,0
1.036,-0.127,0.099,0
3.306,0.669,-0.218,0
2.377,-0.071,0.047,0
2.638,0.133,-0.052,0
-0.084,0,0,0
-0.126,-0.545,0,0
2.198,0.095,-0.048,0
2.673,-0.308,-0.124,0
0.648,-0.317,0,0
0.327,0.274,0,0
0.257,2.224,-0.794,0
0.771,-0.168,-0.124,0
2.889,-0.075,0.07,0
1.248,-0.171,-0.128,0
0.168,-0.483,-0.201,0
2.314,-0.059,0.048,0
3.53,-0.078,0.071,0
3.356,-0.085,-0.072,0
1.157,0.701,0.552,0
0.909,-0.195,-0.109,0
3.067,0.084,-0.054,0
0.505,-0.626,-0.321,0
0.432,0.224,0.14,0
2.13,0.484,0.764,0
0.076,0.497,1.253,0
2.761,0.084,-0.036,0
0.592,-0.173,0.158,0
0.227,1.11,-0.354,0
0.284,-0.147,0.116,0
2.909,0.265,-0.092,0
0.182,1.724,-0.667,0
1.207,0.337,1.366,0
0.403,0.357,-0.154,0
0.098,0,0,0
0.254,0.607,1.433,0
2.763,0.679,-0.163,0
1.57,-0.09,0.08,0
1.712,0.511,0.589,0
0.422,-0.461,0.272,0
1.162,0.094,-0.051,0
0.976,0.725,0.368,0
0.11,0.647,0,0
0.974,-0.079,-0.058,0
0.189,-0.789,1.537,0
0.479,-0.292,-0.152,0
1.878,1.61,-0.446,0
-0.053,-0.243,-0.162,0
0.456,-0.713,0,0
0.079,0.659,0,0
1.402,-0.145,-0.088,0
0.09,1.454,1.135,0
0.461,0.247,-0.095,0
0.439,0.454,0,0
0.19,1.781,-0.507,0
1.89,0.366,-0.179,0
0.126,2.136,-0.791,0
0.42,0.237,-0.162,0
0.111,2.035,-0.662,0
0.861,0.212,-0.256,0
0.245,0.879,0.608,0
0.74,-0.25,-0.145,0
3.459,-0.081,0.055,0
0.321,-0.561,-0.275,0
2.389,0.912,-0.24,0
0.601,-0.225,0,0
0.172,-0.777,-0.572,0
0.695,-0.128,-0.07,0
2.365,0.155,-0.059,0
3.218,0.094,-0.072,0
2.514,0.089,0.09,0
0.343,-0.612,0,0
0.132,0.685,0,0
2.221,-0.084,0.063,0
0.319,1.356,0,0
0.279,-0.53,-0.307,0
1.284,-0.241,-0.213,0
0.173,2.415,-0.792,0
0.365,-0.137,-0.091,0
0.565,-0.264,-0.239,0
3.15,0.216,-0.061,0
0.307,-0.946,-0.467,0
0.583,-0.302,-0.153,0
0.838,0.296,-0.43,0
0.388,-0.26,-0.127,0
1.408,-0.124,-0.081,0
0.258,0.799,0,0
2.02,0.079,0.054,0
1.351,0.572,-0.183,0
0.085,0.6,-0.456,0
0.189,1.984,-0.614,0
1.067,-0.195,-0.129,0
1.533,0.433,1.298,0
0.998,-0.223,-0.137,0
0.683,-0.395,1.72,0
0.412,1.937,-0.578,0
0.238,1.379,0.692,0
1.908,0.145,-0.193,0
0.614,-0.163,-0.105,0
0.147,0.672,-0.934,0
1.064,1.599,-0.583,0
3.098,-0.324,-0.126,0
1.203,0.313,-0.141,0
1.946,0.111,-0.065,0
1.414,-0.195,-0.117,0
0.193,1.631,-0.593,0
3.773,-0.087,-0.065,0
0.984,-0.149,-0.103,0
0.096,0.476,-0.469,0
2.64,0.106,0.058,0
3.046,0.142,0.246,0
0.935,0.253,-0.131,0
0.568,-0.485,0,0
0.205,0.327,0.198,0
1.172,-0.146,0.128,0
0.373,0.323,0,0
1.047,-0.277,0.942,0
0.213,-0.676,0,0
0.18,1.762,-0.725,0
0.181,-0.675,-0.421,0
0.238,0.375,0,0
0.389,0.28,-0.114,0
0.284,-0.685,-0.308,0
3.363,0.657,-0.183,0
0.229,0.259,0,0
0.68,-0.215,0,0
0.533,-0.27,-0.308,0
0.596,0.242,0.196,0
0.173,-0.594,0,0
0.562,-0.224,0.187,0
0.405,-0.591,-0.4,0
0.179,1.696,0,0
0.324,1.456,-0.777,0
0.202,1.99,-0.709,0
0.807,-0.225,0.161,0
0.435,-0.544,-0.262,0
0.316,-0.401,-0.204,0
0.327,0.307,0.191,0
0.328,0.776,-0.247,0
0.233,-0.694,0.388,0
1.195,-0.115,-0.083,0
0.24,-0.747,-0.297,0
0.317,-0.885,-0.378,0
3.716,0.454,-0.122,0
0.812,0.786,-0.227,0
0.643,0.156,-0.065,0
0.283,0.387,0.642,0
0.172,1.093,0,0
0.269,-0.64,0,0
0.808,-0.532,0,0
0.899,-0.203,-0.144,0
0.157,1.902,-0.875,0
0.296,-0.762,-0.372,0
1.638,-0.338,-0.16,0
0.986,-0.485,0,0
0.959,-0.1,-0.055,0
0.657,-0.173,0,0
0.72,-0.221,-0.116,0
2.01,-0.085,-0.051,0
0.27,1.705,0,0
0.35,0.763,-0.211,0
0.72,-0.227,0.303,0
0.666,-0.137,-0.079,0
0.344,-1.01,-0.41,0
1.204,0.175,-0.086,0
0.536,0.451,0,0
0.289,-0.659,-0.315,0
1.071,-0.152,-0.208,0
0.279,-0.752,0,0
1.932,0.439,-0.329,0
0.692,0.683,-0.224,0
1.495,0.225,0.134,0
0.197,1.41,-0.48,0
3.192,-0.202,-0.083,0
0.965,-0.121,-0.067,0
2.662,1.052,-0.295,0
0.318,1.042,1.099,0
2.241,-0.092,-0.053,0
0.281,-0.525,0,0
-0.181,-0.833,-0.411,0
-0.106,0,0,0
0.091,-1.093,0,0
1.071,0.346,0.22,0
2.157,-0.115,-0.073,0
1.473,0.19,-0.181,0
0.643,-0.141,0,0
0.146,0.702,0.91,0
1.101,0.28,0.162,0
0.164,-0.668,0,0
2.163,-0.095,-0.06,0
0.152,2.058,0,0
3.227,-0.08,-0.039,0
0.25,-0.745,-0.363,0
0.796,2.268,-0.653,0
0.126,1.177,1.25,0
2.457,0.092,-0.046,0
1.54,-0.388,0.815,0
0.339,0.288,0.139,0
0.798,-0.189,-0.12,0
0.135,2.28,0,0
0.094,-0.469,1.029,0
2.318,-0.397,0.269,0
0.693,0.303,0.78,0
1.095,-0.132,0,0
0.674,-0.161,-0.127,0
1,0.242,-0.164,0
1.271,-0.404,1.494,0
1.406,-0.201,0.1,0
1.887,-0.149,-0.11,0
0.279,1.236,0,0
2.708,-0.075,-0.05,0
3.087,-0.254,-0.094,0
0.429,1.691,-0.496,0
0.464,-0.517,-0.327,0
1.93,1.76,-0.348,0
0.584,1.045,-0.379,0
2.039,0.35,-0.135,0
1.376,0.24,-0.172,0
0.25,-0.859,0.611,0
0.737,0.255,-0.257,0
1.585,-0.081,-0.049,0
0.191,0.544,0,0
0.214,1.093,0.513,0
0.721,0.264,-0.302,0
0.564,0.63,-0.237,0
0.439,-0.752,0,0
0.118,2.211,0,0
2.065,-0.079,0.041,0
0.954,1.195,-0.377,0
1.179,-0.093,-0.064,0
0.159,1.763,1.424,0
0.082,-0.617,1.555,0
1.836,0.134,-0.158,0
0.303,-0.488,0,0
2.426,0.116,0.083,0
0.713,-0.438,-0.199,0
0.32,-0.96,-0.502,0
0.145,-0.741,0,0
0.591,-0.387,-0.174,0
0.782,-0.158,0.108,0
0.442,-0.226,-0.117,0
0.825,0.167,0,0
0.544,-0.294,0.355,0
0.912,0.078,0.107,0
0.223,-0.944,0,0
0.647,-0.223,-0.146,0
3.459,0.108,0.074,0
0.583,0.508,-0.177,0
1.127,0.172,-0.16,0
0.816,-0.189,0,0
2.102,0.095,-0.047,0
0.657,2.008,-0.561,0
0.394,1.511,-0.516,0
2.041,0.279,0.474,0
1.989,-0.137,-0.09,0
0.435,0.741,0,0
1.074,-0.197,-0.142,0
0.338,0.729,-0.238,0
0.201,0.507,-0.177,0
3.209,0.703,-0.28,0
0.116,0.708,1.304,0
-0.155,0.62,0.372,0
0.868,0.238,-0.137,0
0.642,-0.181,-0.104,0
0.294,-0.72,-0.33,0
2.222,0.147,-0.095,0
1.675,-0.238,-0.117,0
0.292,0.686,0,0
2.509,0.214,-0.068,0
0.083,0.72,0,0
0.499,-0.588,0,0
0.095,0.544,0,0
0.635,-0.291,0.332,0
0.176,0.345,0,0
0.473,0.305,-0.099,0
2.88,0.084,0.108,0
0.65,-0.179,0.181,0
3.229,-0.258,0.607,0
0.626,0.879,-0.316,0
0.27,-0.609,0,0
1.549,0.523,0.313,0
0.842,0.327,-0.338,0
0.307,0.388,-0.305,0
0.733,-0.299,0.915,0
0.386,0.354,-0.152,0
1.098,0.348,0,0
0.577,-0.245,0,0
1.346,-0.166,-0.145,0
0.928,-0.282,-0.136,0
2.321,0.106,0.105,0
0.345,0.618,1.117,0
0.568,0.848,-0.513,0
0.249,1.658,-0.571,0
1.441,0.265,-0.163,0
1.266,0.607,-0.201,0
0.183,0.965,0,0
0.182,1.275,-0.485,0
2.441,0.204,0.182,0
0.09,1.544,0,0
0.763,0.255,-0.234,0
1.139,0.096,0.081,0
3.496,-0.281,-0.239,0
1.385,-0.227,-0.131,0
-0.114,-0.644,-0.36,0
2.991,0.109,0.104,0
0.651,0.336,0,0
0.331,0.834,0.376,0
1.022,-0.109,0.11,0
0.52,0.248,-0.141,0
1.251,0.093,0,0
1.47,-0.134,-0.074,0
0.625,-0.289,-0.176,0
1.496,-0.297,0.746,0
3.229,0.717,-0.291,0
0.183,1.903,-0.738,0
1.15,0.659,0.548,0
-0.076,-0.699,0,0
0.718,1.189,0.572,0
1.247,-0.157,0.245,0
1.223,-0.153,0.235,0
1.463,-0.171,-0.118,0
0.907,0.197,-0.13,0
0.091,0.858,0.868,0
1.264,-0.179,-0.133,0
0.823,0.299,-0.225,0
1.181,1.809,-0.499,0
2.521,0.147,-0.05,0
0.584,0.344,-0.144,0
0.642,0.526,-0.199,0
0.129,0.928,-0.413,0
-0.225,-0.259,0,0
1.268,-0.564,-0.208,0
1.128,-0.114,0,0
0.749,1.353,-0.331,0
1.219,-0.187,0.156,0
0.618,-0.401,0.533,0
0.254,1.249,-0.376,0
0.185,-0.612,-0.258,0
1.322,0.145,-0.163,0
1.7,0.222,-0.132,0
0.708,-0.27,-0.098,0
2.039,0.124,0.102,0
0.292,-0.663,-0.352,0
0.456,0.836,0,0
2.131,0.072,0.06,0
0.87,-0.198,-0.127,0
0.4,-0.557,-0.306,0
2.558,0.485,-0.143,0
0.55,0.65,0.875,0
2.115,-0.192,0.148,0
0.257,-0.605,0,0
3.167,0.172,-0.063,0
2.239,0.125,0.093,0
0.4,-0.259,-0.152,0
-0.146,0.441,0,0
1.95,0.252,0.503,0
2.117,-0.302,-0.129,0
1.157,-0.668,-0.261,0
0.34,0.896,0.515,0
0.218,-0.948,0,0
0.239,-0.407,-1.046,0
0.524,1.191,-0.328,0
0.202,0.897,0,0
0.749,1.239,-0.376,0
-0.199,1.824,-0.622,0
1.706,-0.09,-0.075,0
0.545,-0.222,-0.151,0
1.669,0.229,-0.139,0
0.371,-0.786,0,0
0.47,-0.546,-0.227,0
0.671,-0.219,0,0
1.592,-0.183,-0.11,0
0.061,-0.207,0,0
0.367,0.539,-0.427,0
0.716,-0.436,-0.201,0
0.417,-0.153,-0.103,0
0.647,0.627,1.016,0
0.677,0.329,-0.357,0
0.273,0.792,0.411,0
2.084,-0.24,0.154,0
0.416,-0.252,-0.145,0
-0.147,-0.543,0,0
1.362,0.385,-0.276,0
0.42,0.448,0.49,0
0.309,0.494,-0.168,0
0.249,-0.844,0,0
1.901,0.151,-0.152,0
0.509,-0.156,0,0
0.183,-0.754,-0.324,0
2.745,0.406,-0.129,0
2.186,-0.121,-0.085,0
0.215,1.121,-0.47,0
1.612,0.22,0.164,0
0.636,0.469,-0.204,0
0.279,0.331,-0.118,0
0.318,-0.162,0,0
0.277,-0.763,-0.41,0
1.129,0.65,-0.436,0
0.148,-0.34,-0.169,0
0.265,0.306,0.115,0
0.257,-0.443,-0.233,0
0.146,2.002,-0.641,0
2.712,-0.353,-0.129,0
1.909,0.371,-0.197,0
0.698,0.173,-0.081,0
0.236,1.22,2.13,0
0.529,0.887,-0.272,0
0.16,0.798,0,0
2.063,0.488,-0.447,0
0.302,-0.184,-0.11,0
1.114,0.266,1.002,0
2.653,0.089,0.092,0
1.735,-0.351,-0.165,0
0.58,-0.245,-0.146,0
0.179,0.601,0,0
0.308,0.307,0,0
1.517,0.134,-0.08,0
0.164,1.936,-0.614,0
1.347,-0.2,-0.113,0
0.147,2.224,-0.639,0
2.216,0.099,-0.089,0
1.033,-0.14,-0.084,0
0.331,-0.233,-0.152,0
2.571,0.137,-0.133,0
3.083,0.102,0.074,0
2.198,1.842,-0.529,0
0.136,1.188,0,0
0.609,-0.271,-0.193,0
2.023,0.199,-0.128,0
0.427,-0.193,-0.123,0
0.39,-0.728,-0.313,0
0.556,0.61,-0.238,0
0.245,0.494,-0.247,0
0.15,1.839,0,0
0.72,2.021,-0.563,0
0.378,-0.623,-0.331,0
0.778,-0.317,-0.164,0
0.238,-0.368,0.421,0
0.265,0.625,0,0
1.973,0.222,-0.101,0
0.094,-0.563,-0.305,0
0.434,-0.228,0.183,0
0.403,-0.361,0,0
0.3,-0.459,-0.214,0
0.367,-0.148,-0.081,0
0.131,0.897,0,0
0.372,1.296,0.809,0
2.466,-0.118,-0.06,0
0.461,1.421,-0.411,0
0.299,0.862,-0.426,0
3.617,0.224,-0.073,0
0.207,1.25,2.511,0
0.36,-0.568,1.369,0
0.193,-0.867,0,0
0.09,-0.87,0,0
0.361,0.677,-0.341,0
0.27,-0.248,0.219,0
0.154,-0.625,1.84,0
1.041,0.34,-0.262,0
0.245,0.879,0.608,0
1.007,0.422,0.617,0
0.239,0.937,0.418,0
3.17,0.172,-0.064,0
0.311,-0.193,-0.265,0
0.314,0.342,-0.178,0
0.076,1.862,0,0
0.059,0.535,0,0
0.131,1.7,-0.536,0
1.798,-0.124,0.163,0
0.345,0.678,-0.254,0
1.781,-0.115,0.086,0
-0.363,-0.358,-0.279,0
0.176,2.42,-0.849,0
3.184,-0.064,-0.038,0
0.887,0.475,1.125,0
-0.554,-0.294,-0.148,0
0.265,-0.627,-0.34,0
0.308,0.35,-0.122,0
0.826,-0.182,-0.131,0
0.162,2.135,-0.602,0
1.977,0.236,-0.095,0
1.947,0.14,0.135,0
1.057,0.073,0.076,0
2.725,-0.06,-0.045,0
0.227,-1.219,-0.42,0
0.723,0.284,-0.198,0
0.418,0.42,-0.151,0
0.191,2.156,-0.758,0
0.226,1.043,-0.352,0
1.929,0.163,0.159,0
0.133,0.981,0.826,0
0.867,-0.157,-0.113,0
3.629,-0.048,-0.042,0
1.722,-0.48,-0.191,0
2.404,0.073,0.045,0
0.58,-0.165,0.153,0
0.973,1.452,-0.404,0
0.877,-0.065,0.067,0
1.678,0.394,-0.206,0
1.091,0.254,-0.152,0
0.402,1.123,-0.363,0
0.566,0.388,-0.181,0
-0.102,1.197,0,0
2.433,1.041,-0.309,0
2.416,0.094,-0.035,0
0.234,-0.725,0.549,0
1.644,1.252,-0.293,0
2.174,0.105,0.076,0
0.649,-0.448,-0.482,0
0.362,0.483,0.694,0
0.104,0.783,1.091,0
1.831,-0.169,-0.099,0
2.055,0.235,-0.066,0
2.209,0.529,0.745,0
3.399,-0.079,-0.047,0
2.53,0.152,-0.058,0
0.834,-0.163,-0.12,0
3.53,-0.071,-0.046,0
0.128,0.634,0,0
0.232,-0.482,-0.259,0
3.151,0.216,-0.061,0
0.822,-0.166,-0.126,0
0.142,1.693,0,0
0.34,0.273,-0.137,0
0.469,-0.226,-0.153,0
0.151,-0.777,0,0
1.288,-0.201,0.175,0
3.731,-0.083,-0.057,0
0.913,0.492,0.686,0
0.665,-0.188,-0.123,0
0.773,-0.25,-0.14,0
0.112,2.198,-0.826,0
0.395,-0.813,-0.314,0
1.176,0.254,-0.135,0
0.383,0.739,-0.347,0
-0.059,-0.648,-1.246,0
1.31,-0.148,-0.103,0
0.371,-0.704,-0.379,0
2.756,0.194,-0.063,0
3.163,0.096,-0.086,0
1.864,0.235,0.309,0
0.085,0.552,0,0
3.226,-0.075,0.073,0
0.448,-0.169,-0.09,0
0.239,-0.735,0.544,0
2.614,0.206,-0.256,0
2.995,-0.106,-0.069,0
0.128,2.041,0,0
0.624,0.399,-0.297,0
0.411,0.585,-0.479,0
1.123,0.287,-0.174,0
0.181,-0.56,0,0
3.677,-0.093,-0.059,0
0.513,-0.496,-0.249,0
1.797,0.23,0.21,0
1.988,-0.18,-0.101,0
1.723,-0.281,0.723,0
3.065,-0.085,-0.062,0
1.102,-0.205,-0.135,0
0.593,0.378,0,0
0.729,-0.176,-0.113,0
2.703,0.119,-0.143,0
3.483,0.108,0.082,0
0.242,-0.688,0,0
1.093,0.529,0.511,0
0.308,-0.387,-0.234,0
0.807,-0.187,-0.112,0
0.269,-0.786,-0.323,0
2.53,0.152,-0.059,0
2.911,0.093,0.079,0
1.645,-0.58,-0.221,0
0.674,-0.249,-0.126,0
0.154,-0.59,1.742,0
2.134,0.104,0.104,0
-1.044,-0.406,0,0
0.854,0.312,-0.199,0
2.141,0.084,0.088,0
0.253,1.081,-0.507,0
0.576,0.599,-0.229,0
0.245,-0.752,-0.257,0
0.098,1.478,0,0
0.488,0.58,-0.233,0
0.211,-0.647,-0.297,0
0.675,0.358,0.217,0
0.159,0.332,0,0
-0.887,-0.154,-0.076,0
0.421,-0.226,-0.113,0
1.667,0.123,0.089,0
1.663,0.11,0.086,0
0.603,-0.27,-0.384,0
3.527,-0.061,0.066,0
2.796,0.687,0.401,0
2.493,0.163,0.102,0
0.559,0.648,-0.272,0
1.746,-0.123,-0.071,0
2.993,-0.301,-0.118,0
0.408,-0.481,-0.244,0
1.274,-0.111,0.103,0
0.423,0.491,1.106,0
0.401,-0.69,-0.308,0
0.173,-0.324,0,0
0.375,0.26,0,0
2.793,0.686,0.4,0
1.482,0.349,0.318,0
0.834,-0.19,-0.123,0
0.212,1.029,0,0
0.62,0.241,0.261,0
1.446,-0.119,0.12,0
0.393,-0.123,-0.079,0
0.518,-0.118,-0.073,0
1.914,0.373,-0.166,0
1.084,-0.113,0.077,0
0.141,-0.341,-0.166,0
2.09,0.068,-0.039,0
0.364,-0.605,-0.248,0
0.502,-0.253,-0.158,0
0.332,-0.444,-0.255,0
0.111,0.694,0,0
2.367,0.156,-0.06,0
0.447,-0.764,-0.406,0
2.534,0.16,-0.065,0
0.89,-0.224,0.154,0
0.584,-0.159,-0.072,0
