@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
197,161,42.37037,0.27504,6
178,185,49.037037,0.300036,6
189,187,48.51852,0.305755,6
136,193,60.703705,0.295304,6
189,187,48.51852,0.305755,6
190,186,50.074074,0.266195,6
182,186,48.444443,0.304522,6
96,193,62.703705,0.310288,6
4,189,26.444445,0.271473,6
67,194,58.814816,0.286791,6
219,176,60.296295,0.314462,6
131,234,5.740741,0.556614,7
116,238,8.518518,0.54054,7
135,211,17.962963,0.375552,7
38,241,14.333333,0.399901,7
238,180,13.592592,0.376253,7
209,249,8.555555,0.309022,7
197,229,17.74074,0.335717,7
9,180,22.555555,0.381429,7
117,224,20.25926,0.441516,7
89,221,14.074074,0.446012,7
94,224,13.444445,0.457643,7
244,211,13.62963,0.374806,7
200,250,9.222222,0.56339,7
159,210,12.962963,0.460437,7
72,191,15.185185,0.35037,7
249,207,12.148149,0.432389,7
116,203,19.518518,0.393868,7
224,242,11.740741,0.454547,7
102,203,9.777778,0.591826,7
124,183,18.185184,0.389882,7
140,247,8.111111,0.563467,7
91,247,12.62963,0.401833,7
215,235,9.185185,0.482192,7
112,201,21.296297,0.381912,7
117,224,20.25926,0.441516,7
97,176,22.185184,0.316041,7
162,227,13.962963,0.425501,7
57,177,19.592592,0.35899,7
80,184,17.62963,0.398353,7
199,220,6.62963,0.5039,7
103,174,23.185184,0.32797,7
226,233,11.703704,0.473944,7
90,237,22.222221,0.413746,7
228,182,16.777779,0.444358,7
32,240,12.148149,0.470675,7
107,226,7.851852,0.526881,7
93,236,12.518518,0.447247,7
47,215,17.185184,0.341766,7
184,197,11.962963,0.515187,7
227,222,9.333333,0.373693,7
157,221,12.111111,0.54918,7
47,232,12.703704,0.500966,7
145,248,26.88889,0.291675,7
234,164,13.666667,0.29915,7
75,226,16.703703,0.404749,7
8,226,18,0.424404,7
26,211,16.37037,0.333856,7
212,234,7.111111,0.621324,7
103,226,13.481482,0.442456,7
57,177,19.592592,0.35899,7
73,164,23.148148,0.330345,7
63,201,7.777778,0.543201,7
97,186,15.592592,0.442661,7
103,216,7.074074,0.593124,7
115,182,17.592592,0.399447,7
160,168,25.11111,0.335386,7
170,226,11.888889,0.54833,7
57,229,14.62963,0.347692,7
211,206,16.074074,0.32736,7
6,217,14.555555,0.39534,7
55,209,12.518518,0.407904,7
197,236,16.074074,0.292729,7
71,180,22.333334,0.327383,7
19,184,14.222222,0.431152,7
72,191,15.185185,0.35037,7
233,184,11.851851,0.405556,7
103,216,14.555555,0.431696,7
47,209,11.62963,0.464325,7
23,237,5.851852,0.541266,7
62,223,6.666666,0.59315,7
247,197,6,0.617059,7
192,157,18.333334,0.418184,7
168,209,22.518518,0.390338,7
42,244,12.814815,0.446035,7
56,243,6.481482,0.525437,7
2,245,6.407407,0.191049,7
196,182,19.88889,0.314897,7
231,233,12.592592,0.478222,7
152,247,21.925926,0.215788,7
116,211,13.740741,0.375346,7
17,229,13.703704,0.439852,7
151,187,11.62963,0.428363,7
23,219,13.37037,0.371914,7
63,158,22.185184,0.411811,7
4,208,14.777778,0.429398,7
58,217,11.925926,0.486598,7
208,240,14.148149,0.421621,7
115,183,18.11111,0.392364,7
186,218,13.703704,0.401347,7
96,236,13.962963,0.424235,7
242,183,15.37037,0.420244,7
52,185,19.25926,0.396458,7
197,156,16.925926,0.384638,7
90,189,12.888889,0.497095,7
103,195,8.518518,0.501683,7
110,189,12.925926,0.508139,7
63,220,8.185185,0.486717,7
214,236,16.592592,0.419597,7
183,157,19.666666,0.314187,7
164,178,23.814816,0.329212,7
234,161,19.037037,0.395599,7
159,180,21.25926,0.358862,7
119,169,25.962963,0.347783,7
101,197,21.25926,0.394886,7
215,190,19.88889,0.403522,7
152,220,14.62963,0.416705,7
170,185,10.740741,0.435185,7
131,214,6.814815,0.568162,7
222,189,17.296297,0.41042,7
245,238,8.925926,0.597015,7
163,166,16.962963,0.446214,7
8,199,15,0.408885,7
223,185,12.962963,0.445418,7
76,249,13.37037,0.203249,7
217,245,9.740741,0.572767,7
93,236,12.518518,0.447247,7
89,221,14.074074,0.446012,7
85,223,14.740741,0.423123,7
86,194,16.777779,0.352132,7
222,194,20.185184,0.37213,7
86,187,13.740741,0.463329,7
117,246,15.444445,0.395955,7
116,245,14.222222,0.389695,7
192,239,15.148149,0.344304,7
252,181,16.296297,0.385555,7
158,186,12.074074,0.428864,7
230,162,17.333334,0.382522,7
34,242,14.814815,0.353161,7
207,215,23.814816,0.409837,7
179,150,18.925926,0.424422,7
28,162,25.11111,0.335127,7
245,176,18.481482,0.35207,7
244,193,16.185184,0.378871,7
232,175,15.37037,0.387412,7
209,249,10.518518,0.533307,7
142,208,18.555555,0.440895,7
188,186,18.518518,0.301883,7
182,197,12.851851,0.322069,7
2,245,6.407407,0.191049,7
131,208,16.185184,0.383167,7
21,232,13.555555,0.327918,7
115,202,15.148149,0.409932,7
39,246,15.37037,0.393839,7
76,198,14.555555,0.411573,7
121,237,7.481482,0.557235,7
132,223,16.518518,0.433125,7
60,181,19.62963,0.285691,7
252,194,18.555555,0.422491,7
223,185,12.962963,0.445418,7
221,195,14.740741,0.434488,7
160,210,17.481482,0.403938,7
225,222,14,0.385727,7
163,210,11.851851,0.48874,7
162,237,13.222222,0.472826,7
233,211,15.444445,0.335421,7
29,184,13.62963,0.387663,7
2,198,12.185185,0.415772,7
158,219,14.888889,0.426012,7
71,187,18.666666,0.431215,7
140,181,19.296297,0.357668,7
145,152,25.037037,0.337989,7
144,169,17.11111,0.324965,7
204,156,23.703703,0.389034,7
216,169,16.592592,0.400756,7
128,196,19.62963,0.365297,7
111,235,15.62963,0.388096,7
197,236,16.074074,0.292729,7
164,202,15.111111,0.35402,7
34,169,12.814815,0.463569,7
4,188,15.740741,0.342408,7
44,233,14.481482,0.422174,7
157,184,19.444445,0.38821,7
71,180,22.333334,0.327383,7
136,216,15.074074,0.441675,7
75,240,21.148148,0.417218,7
172,218,14.925926,0.386456,7
62,223,6.666666,0.59315,7
94,246,22.814816,0.3748,7
114,242,24.074074,0.371695,7
29,195,16.037037,0.342307,7
138,203,11.259259,0.538945,7
100,155,23.333334,0.31809,7
186,173,17.148148,0.396433,7
250,172,16.074074,0.409835,7
191,165,14.296296,0.318129,7
30,251,20.666666,0.231417,7
174,178,19.555555,0.298962,7
145,170,16.407408,0.346719,7
49,148,15.962963,0.403708,7
210,232,8.814815,0.491388,7
6,174,19.074074,0.381867,7
74,215,6.925926,0.603704,7
10,196,15.333333,0.44058,7
93,231,12.296296,0.485216,7
63,201,7.777778,0.543201,7
37,167,14.074074,0.314507,7
204,156,23.703703,0.389034,7
200,165,17.333334,0.43082,7
148,169,19.592592,0.396121,7
140,161,15.740741,0.390957,7
36,243,13.333333,0.452229,7
158,151,19,0.352606,7
34,196,15.703704,0.365232,7
161,176,13,0.407734,7
4,248,19.555555,0.422151,7
16,246,9.407408,0.163351,7
236,240,22.481482,0.329382,7
231,198,15.814815,0.400903,7
217,208,16.074074,0.40213,7
9,236,11.074074,0.376554,7
111,246,25.88889,0.388973,7
169,199,14.518518,0.378473,7
163,166,16.962963,0.446214,7
44,157,24.296297,0.350043,7
212,160,23.25926,0.378216,7
146,238,17.777779,0.315256,7
108,212,8.037037,0.513395,7
156,181,11.666667,0.445979,7
52,170,25.444445,0.349112,7
154,249,18,0.398397,7
120,227,12.62963,0.458364,7
63,179,11.814815,0.419762,7
196,244,7.740741,0.383372,7
25,199,17.518518,0.393002,7
234,177,16.25926,0.396399,7
68,172,30.11111,0.312295,7
44,162,24.518518,0.347032,7
207,172,19,0.34375,7
242,183,15.37037,0.420244,7
114,238,13.62963,0.461459,7
124,201,17.88889,0.439718,7
107,210,15.111111,0.435769,7
200,215,23.037037,0.420767,7
238,162,19,0.34003,7
115,183,19.851852,0.449942,7
36,243,13.333333,0.452229,7
220,220,6.444445,0.427354,7
166,222,10.481482,0.58766,7
129,176,22.74074,0.335021,7
35,167,19.037037,0.365503,7
230,180,13.851851,0.486883,7
110,174,13.481482,0.359296,7
237,191,7.333334,0.53582,7
119,181,21.407408,0.409551,7
200,245,16.11111,0.44538,7
88,211,10.814815,0.524328,7
37,196,13.37037,0.430243,7
106,193,14.444445,0.388863,7
44,187,15.222222,0.355526,7
118,167,14.592592,0.248449,7
130,189,12,0.439443,7
222,244,10.37037,0.226482,7
24,215,18.074074,0.425213,7
206,233,26.814816,0.345755,7
241,218,8.444445,0.569266,7
29,195,16.037037,0.342307,7
200,250,9.222222,0.56339,7
85,225,16.185184,0.401151,7
208,240,14.148149,0.421621,7
72,235,15.074074,0.347481,7
186,173,17.148148,0.396433,7
48,173,19.222221,0.349656,7
205,204,19,0.439342,7
196,241,8.259259,0.50946,7
152,199,17.962963,0.348063,7
238,211,20.518518,0.385282,7
205,156,18.25926,0.440577,7
126,237,5.777778,0.553812,7
80,203,12.407408,0.514445,7
46,238,13.259259,0.445509,7
48,192,9.962963,0.476236,7
60,181,19.62963,0.285691,7
200,215,23.037037,0.420767,7
212,239,10.37037,0.445969,7
94,215,17.185184,0.404392,7
46,235,10.888889,0.520399,7
221,201,19.148148,0.416762,7
243,166,13.37037,0.330513,7
52,170,25.444445,0.349112,7
232,175,15.37037,0.387412,7
8,199,15,0.408885,7
235,249,22.851852,0.28661,7
63,220,8.185185,0.486717,7
158,195,11.703704,0.517717,7
27,248,15.296296,0.312227,7
202,208,19.25926,0.368866,7
42,200,7.703704,0.51532,7
153,208,16.851852,0.396909,7
207,217,6.296296,0.582612,7
45,185,18.666666,0.400872,7
103,237,8,0.522999,7
116,245,16.37037,0.384903,7
233,211,15.444445,0.335421,7
58,232,14.703704,0.423483,7
175,212,12.296296,0.498757,7
51,237,14.148149,0.397985,7
248,149,19,0.363717,7
