@relation segment

@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
54.77778,-24.444445,0.310288,6
50.444443,-23.333334,0.305472,6
52.444443,-24.444445,0.320865,6
35.77778,-10.777778,0.302983,6
31.333334,-13.444445,0.301166,6
50.666668,-23.333334,0.312037,6
31.555555,-14.222222,0.293208,6
29,-12.333333,0.297841,6
53.333332,-25.222221,0.314462,6
36,-12.444445,0.294706,6
47.88889,-22.444445,0.317362,6
48.88889,-21.555555,0.298704,6
23.444445,-10.666667,0.271473,6
44,-19.777779,0.300036,6
44.22222,-19.333334,0.300667,6
37.88889,-15.444445,0.278387,6
49.88889,-21.777779,0.299951,6
34.88889,-9.222222,0.298124,6
52.666668,-24.11111,0.307458,6
50.88889,-22.777779,0.302671,6
52.555557,-24,0.29965,6
55,-22.444445,0.287526,6
27.555555,-12.333333,0.301747,6
34.444447,-9,0.307814,6
44.88889,-18.444445,0.287573,6
42.444443,-18.444445,0.295621,6
45.11111,-21.555555,0.307257,6
53.11111,-22.666666,0.296314,6
46.555557,-18.222221,0.275266,6
40.666668,-17.222221,0.28574,6
28.777779,-10.111111,0.250721,6
44.22222,-19.333334,0.292307,6
45.555557,-19.333334,0.299707,6
43,-18.222221,0.298369,6
46,-22,0.308573,6
48.22222,-21.88889,0.320595,6
45,-21.222221,0.306161,6
51.333332,-21.666666,0.28836,6
53.444443,-24,0.309253,6
40.333336,-16.333334,0.278044,6
44.666668,-19.777779,0.297341,6
49.11111,-21.222221,0.296251,6
41,-19.11111,0.307943,6
38,-12.777778,0.249836,6
35.444447,-10.333333,0.297547,6
45.77778,-20.333334,0.296547,6
51.22222,-23.11111,0.2956,6
36,-12.444445,0.294706,6
40.666668,-17.555555,0.292784,6
45.666668,-17.222221,0.266195,6
27.222221,-9.333333,0.256078,6
27.777779,-9,0.250444,6
44.77778,-19.444445,0.290788,6
40.22222,-16.555555,0.291972,6
28,-14.333333,0.329007,6
52,-21,0.284515,6
29.666666,-13,0.299865,6
52.555557,-23.333334,0.298553,6
50.666668,-22.666666,0.300817,6
36,-12.444445,0.308416,6
27.11111,-10.333333,0.265248,6
42.77778,-19.11111,0.309645,6
44,-18.333334,0.289582,6
51.333332,-20.88889,0.295523,6
44.666668,-18.666666,0.296328,6
51.444443,-23,0.302525,6
38,-13.222222,0.308104,6
52.555557,-24.88889,0.3112,6
37,-14.111111,0.275415,6
56.22222,-22.666666,0.285333,6
49.22222,-22.555555,0.303121,6
43.88889,-19.444445,0.289144,6
51.11111,-24.11111,0.314092,6
34.555557,-7.666666,0.263846,6
50.444443,-22.11111,0.296836,6
55.11111,-26,0.317523,6
44.666668,-20.666666,0.303448,6
27.333334,-12.222222,0.290796,6
31.444445,-13.444445,0.285756,6
54.444443,-23.777779,0.295304,6
35,-8,0.268978,6
45.333332,-19.11111,0.297689,6
40.555557,-20.222221,0.325608,6
41.333336,-17,0.286663,6
37.444443,-11.888889,0.301508,6
46.88889,-20.777779,0.29763,6
49.88889,-21.777779,0.302283,6
55.11111,-24.555555,0.300235,6
49,-21.333334,0.300006,6
48.22222,-21.666666,0.298302,6
28.333334,-13.333333,0.315363,6
49,-22.333334,0.304126,6
51.77778,-23.555555,0.307985,6
28.444445,-11.666667,0.296365,6
44.22222,-19.777779,0.302925,6
29,-11.666667,0.28109,6
43.22222,-18.555555,0.300363,6
54.444443,-25.444445,0.314683,6
39.666668,-15.222222,0.292957,6
29.333334,-13.555555,0.305705,6
44.666668,-18.222221,0.278886,6
35.333336,-12.333333,0.298056,6
44.11111,-16.555555,0.259189,6
50.444443,-24.11111,0.315862,6
36.77778,-12,0.300182,6
44.666668,-18.666666,0.296328,6
27.777779,-10.555555,0.28045,6
35.666668,-9.777778,0.291106,6
52.88889,-24.555555,0.313611,6
54.11111,-25.444445,0.312541,6
53.444443,-24.333334,0.308799,6
51.666668,-19.666666,0.285916,6
52.22222,-22.11111,0.29644,6
30.777779,-6.111111,0.273647,6
49.444443,-23.88889,0.323021,6
41.77778,-17.444445,0.294238,6
44.77778,-19.444445,0.290788,6
50.444443,-23.88889,0.320261,6
54.666668,-24.444445,0.305593,6
47.11111,-20.777779,0.308859,6
54.77778,-24.333334,0.302994,6
47.666668,-22,0.314896,6
31.444445,-13.444445,0.285756,6
45.444443,-21.555555,0.317566,6
53.666668,-24.222221,0.306993,6
54.77778,-23.666666,0.295908,6
44.88889,-17.88889,0.298958,6
26.88889,-10.222222,0.275863,6
45.444443,-19.88889,0.293991,6
43,-18.333334,0.283287,6
54.77778,-24.555555,0.305404,6
29.666666,-12.666667,0.296963,6
5.666666,5.666666,0.427354,7
9.888889,14,0.452229,7
24.555555,16.666666,0.312295,7
16.444445,16.666666,0.349656,7
11.444445,14.333333,0.426012,7
15.444445,14.111111,0.357668,7
4.222222,8.777778,0.541266,7
18.11111,18.88889,0.358862,7
13.555555,13.777778,0.398353,7
15.888889,15.555555,0.366581,7
15.222222,15.777778,0.348063,7
8.111112,10.777778,0.435185,7
6.555555,11.333333,0.522999,7
11.666667,15.444445,0.425441,7
14.555555,18.666666,0.444358,7
10.555555,12.666667,0.403437,7
8.888889,13.222222,0.478222,7
13.777778,15,0.382522,7
12,9.444445,0.347481,7
15.444445,21.88889,0.441516,7
13.444445,8.333333,0.324965,7
6.555555,11.555555,0.491388,7
16.555555,19.777779,0.409551,7
17.222223,15.888889,0.417328,7
17,12,0.298962,7
13.222222,13.777778,0.408965,7
12,7.444445,0.318129,7
10,17.444445,0.514445,7
13.444445,14.555555,0.384638,7
11.777778,10.777778,0.388096,7
12.444445,14.222222,0.387412,7
10.333334,17.666666,0.494595,7
8.666667,17,0.570851,7
13.222222,19.11111,0.433125,7
13.555555,12.111111,0.32736,7
9.333334,16.444445,0.48874,7
11.444445,13,0.39534,7
17.444445,16.555555,0.344267,7
10.888889,13.222222,0.421621,7
6.333334,14.888889,0.597015,7
6,12,0.621324,7
19,16.777779,0.316041,7
21.222221,19.11111,0.321139,7
11.444445,13.444445,0.387663,7
15.444445,17.777779,0.393868,7
13.333333,14.666667,0.408885,7
20.88889,19,0.335386,7
11.222222,13.888889,0.423483,7
10.777778,14.111111,0.424235,7
8.666667,12.111111,0.454547,7
11.888889,16,0.44538,7
14.888889,16.222221,0.396458,7
15,20.333334,0.422491,7
5.777778,11.222222,0.51532,7
10.666667,15.555555,0.463569,7
17.444445,17,0.381429,7
9.777778,12.111111,0.405556,7
16.777779,16.88889,0.365503,7
15.111111,15.777778,0.381867,7
16.444445,12.666667,0.314187,7
13.444445,13.222222,0.424422,7
18.666668,15.111111,0.351487,7
12.333333,15.777778,0.446214,7
5.111111,12.111111,0.593124,7
15.444445,21.88889,0.441516,7
9.444445,9.777778,0.376554,7
17.11111,12.777778,0.285691,7
11.666667,2,0.29915,7
7.444445,14.777778,0.572767,7
10.333334,18.88889,0.554881,7
9.333334,12.777778,0.428363,7
12.111111,10.111111,0.35037,7
16.444445,15.666667,0.34375,7
13.222222,11,0.352132,7
10.222222,17.666666,0.54918,7
20.11111,16.333334,0.349112,7
12.666667,16.88889,0.420244,7
9.777778,15.555555,0.470675,7
4.888889,11.333333,0.59315,7
16.88889,14.333333,0.314897,7
15.111111,14.555555,0.35207,7
8.333334,12.222222,0.473944,7
12.444445,14.222222,0.387412,7
7.555555,16.11111,0.533307,7
11,16.222221,0.500966,7
9.555555,9.777778,0.401833,7
15.444445,17.222221,0.399447,7
15.222222,20.666666,0.445808,7
13,14.111111,0.396909,7
6.555555,13.666667,0.56339,7
20.11111,16.333334,0.349112,7
12.111111,15.666667,0.411573,7
12,10.333333,0.35402,7
20.666668,17.444445,0.32797,7
21.11111,20,0.351881,7
5.333334,11.666667,0.53582,7
11.222222,14.333333,0.435769,7
8.888889,16.444445,0.515187,7
20,18,0.31809,7
11.111111,16.444445,0.461459,7
11.111111,12.555555,0.397985,7
17.11111,19.222221,0.420767,7
10.888889,16.666666,0.472826,7
6.666666,5.444445,0.383372,7
18.11111,20.555555,0.409837,7
8.666667,16.88889,0.58766,7
10.888889,13.666667,0.431696,7
12.666667,15.111111,0.40213,7
12.444445,11.555555,0.365232,7
8.777778,16.88889,0.538945,7
13.555555,15.444445,0.385555,7
6.333334,11.444445,0.501683,7
6.222222,1.777778,0.191049,7
9.555555,13.222222,0.432389,7
5.333334,11.666667,0.53582,7
9.666667,3.888889,0.226482,7
6.555555,10.111111,0.486717,7
13.555555,14.555555,0.384903,7
13.333333,12.444445,0.342408,7
9.555555,-2.555556,0.163351,7
9.777778,13.222222,0.419762,7
13.888889,16.555555,0.442661,7
17.333334,13.888889,0.389034,7
10,16.777779,0.498757,7
6.222222,11.333333,0.543201,7
14.666667,19.333334,0.431215,7
5.888889,10.888889,0.50946,7
17.333334,13.888889,0.389034,7
11.666667,16.11111,0.434488,7
19.555555,16.11111,0.347032,7
11.111111,12.555555,0.376253,7
13.333333,14.666667,0.408885,7
10.888889,13.666667,0.431696,7
12.555555,15.222222,0.422174,7
13.555555,15.555555,0.396433,7
10.333334,14.555555,0.480149,7
11.222222,15.222222,0.439852,7
13.111111,18,0.426777,7
12,9.111111,0.403708,7
5.111111,8.888889,0.525437,7
11.333333,7.888889,0.353161,7
14.666667,16.666666,0.400872,7
12.333333,15.777778,0.446214,7
14.444445,12.777778,0.341766,7
11.111111,12.111111,0.375346,7
11.111111,12.666667,0.389695,7
10.333334,13.111111,0.407904,7
10,15,0.457643,7
9.777778,12.111111,0.405556,7
15.111111,17.222221,0.409529,7
12,13.666667,0.395955,7
15.666667,15.111111,0.365297,7
9.444445,16.222221,0.517717,7
12.777778,14.222222,0.400756,7
11.222222,10.222222,0.330513,7
14,20.666666,0.439718,7
10.777778,10.777778,0.374806,7
12.111111,10.111111,0.35037,7
13.111111,12.111111,0.393002,7
15.222222,13.333333,0.352606,7
12.888889,16,0.43082,7
15.111111,17.88889,0.395599,7
12.666667,16.88889,0.420244,7
14,18.666666,0.424404,7
17.555555,21.666666,0.413746,7
14.444445,15.444445,0.375552,7
15.777778,14.888889,0.35899,7
12.777778,9.444445,0.346719,7
13.555555,15.555555,0.396433,7
9.444445,14.444445,0.458364,7
12.555555,15.222222,0.393839,7
7.444445,11.222222,0.496142,7
20.88889,14.666667,0.284954,7
13.111111,7.111111,0.292729,7
9,13.666667,0.445979,7
19.555555,16.88889,0.329382,7
11.666667,-0.888889,0.314507,7
5.111111,12.888889,0.603704,7
10.111111,10.111111,0.425501,7
21.88889,19.88889,0.345755,7
12.444445,14.111111,0.390957,7
19.222221,15.444445,0.350043,7
19.444445,18.777779,0.335021,7
15.888889,20.333334,0.409309,7
10.888889,10.555555,0.359296,7
15.333333,15.222222,0.404749,7
4.888889,11.333333,0.59315,7
15.333333,10.444445,0.301883,7
5,10.111111,0.582612,7
14.333333,19.666666,0.439342,7
8.888889,15.222222,0.524328,7
12,11.111111,0.347692,7
11.555555,14.222222,0.430243,7
15.444445,20.333334,0.440895,7
13.777778,10.222222,0.330665,7
20.222221,18.88889,0.329212,7
10.666667,15.111111,0.446012,7
6.222222,11.333333,0.543201,7
12.444445,14.888889,0.400903,7
9.333334,12.111111,0.428864,7
6,9.888889,0.513395,7
9.888889,14,0.452229,7
14.444445,12.888889,0.342307,7
13.222222,13.333333,0.355526,7
12.333333,14.444445,0.409835,7
17.666668,19.444445,0.390338,7
15.777778,14.666667,0.34003,7
15.555555,20.666666,0.422151,7
11.888889,12.555555,0.386456,7
6.555555,13.666667,0.56339,7
19.777779,14.111111,0.28661,7
9.555555,13.444445,0.464325,7
11.555555,13.777778,0.445418,7
12.222222,10.555555,0.344304,7
14.444445,11.333333,0.363717,7
10.777778,10.111111,0.406212,7
6,13,0.563467,7
14.444445,12.888889,0.342307,7
18.333334,14.666667,0.327383,7
10.111111,12.333333,0.407734,7
15.777778,14.888889,0.35899,7
14.111111,15.333333,0.44058,7
11.666667,16.11111,0.443375,7
11.666667,16.444445,0.463329,7
10.777778,10.666667,0.385727,7
5.777778,10.111111,0.526881,7
11.444445,16.444445,0.441675,7
10.888889,17.222221,0.508139,7
9.222222,12.111111,0.441049,7
6.111111,11.222222,0.557235,7
6.222222,1.777778,0.191049,7
23.222221,16.333334,0.291675,7
17.777779,15.888889,0.378216,7
17,22.222221,0.417218,7
4.111111,8.222222,0.561254,7
10.666667,12.222222,0.401347,7
9.555555,13.222222,0.446035,7
9.555555,14.111111,0.447247,7
12.888889,7.555555,0.248449,7
15.111111,16.222221,0.396121,7
15.111111,15.333333,0.387467,7
10.111111,17,0.54833,7
4,9.111111,0.556614,7
13.777778,12.888889,0.333856,7
14.111111,10.444445,0.335717,7
11.666667,14,0.388863,7
7.444445,17,0.591826,7
14.777778,8.777778,0.312227,7
15.555555,15.888889,0.368866,7
12.444445,9.666667,0.335421,7
21.11111,15.888889,0.367514,7
9.444445,13.444445,0.460437,7
14,14.666667,0.392364,7
15.222222,16.333334,0.38821,7
14.222222,19.444445,0.425213,7
6.777778,10.777778,0.482192,7
8.777778,14.111111,0.485216,7
12.111111,15.666667,0.429398,7
19.222221,19.444445,0.371695,7
20.88889,18.11111,0.347783,7
9.777778,15.222222,0.486598,7
5.333334,8.777778,0.5039,7
11.666667,13.888889,0.409932,7
12.222222,4.222222,0.203249,7
13.777778,15.555555,0.403938,7
14.666667,17.88889,0.416762,7
7.666666,10.222222,0.445969,7
14.666667,17,0.398397,7
8.666667,11.444445,0.476236,7
15.333333,19.777779,0.420366,7
11.555555,13.777778,0.445418,7
10.444445,7.444445,0.322069,7
16.666668,16.777779,0.381912,7
8.555555,7.333334,0.373693,7
9.222222,9.333333,0.367923,7
12.666667,15.777778,0.423123,7
17.11111,12.777778,0.285691,7
18.333334,14.666667,0.327383,7
12.333333,15.333333,0.431152,7
16,20,0.403522,7
11.333333,10.333333,0.327918,7
10.444445,17.666666,0.497095,7
16.11111,17.11111,0.385282,7
13.111111,7.111111,0.292729,7
15,12,0.315256,7
6.555555,10.111111,0.486717,7
10.888889,13.222222,0.421621,7
14.555555,18.444445,0.449942,7
21.11111,-7.111111,0.215788,7
9.666667,14.777778,0.486883,7
10.666667,12.222222,0.401347,7
8,4.666666,0.309022,7
9.666667,12.444445,0.415772,7
4.111111,11.666667,0.617059,7
21.777779,16.222221,0.330345,7
14.222222,16.11111,0.391548,7
10.888889,11.333333,0.399901,7
