@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
110,9,0.088889,0.5,0.111111,-3.666667,-2.155984,3
93,9,0.3,1.388889,0.555556,-5.333334,-2.18361,3
107,9,3.733333,3.944445,4.888889,-6.111111,-2.280146,3
132,9,0.385185,0.555555,0.111111,-1.888889,-2.094395,3
132,9,0.998147,1.722222,0.666667,-2.888889,-2.152432,3
89,9,0.340741,0.777778,0.111111,-5.888889,-2.123905,3
80,9,14.829629,3.833333,6.555555,-4.777778,-2.326257,3
124,9,0.074074,0.222222,0,-3.222222,-2.094395,3
83,9,688.0741,8.333333,19.777779,-5.222222,-2.321343,3
81,9,442.17786,22.111109,34.88889,-4.666666,-2.476481,3
145,9,0.196296,1.277778,0.333333,-0.222222,-2.53095,3
125,9,0.298142,0.888889,0,-2.444444,-2.175647,3
80,9,530.5518,34.61111,60.333332,-7,-2.434193,3
124,9,0.02963,0.444444,0,-2,-2.16176,3
90,9,2.435083,3.333333,2.555556,0.333333,-2.639389,3
129,9,0.02963,0.111111,0,-1.555556,-2.094395,3
124,9,0.433334,1.388889,1,-2.777778,-2.284608,3
98,9,45.84074,4.666666,2.333334,-5.222222,-2.272973,3
139,9,1.773259,2.111111,16,-7.222222,-1.702833,3
124,9,0.107407,0.277778,0,-2,-2.094395,3
96,9,2.962964,1.555556,0.888889,-4.666666,-2.244482,3
125,9,0.827759,0.833333,0.444444,-2.333333,-2.237562,3
69,9,991.7184,20.444445,19.222221,-2.777778,-2.488979,3
140,9,4.768726,3.055556,6,-3.777778,-2.417818,3
104,9,9.713106,22.111109,14.888889,-3.222222,-2.42507,3
106,9,0.172133,0.111111,0,-1.666667,-2.094395,3
38,9,0.272166,1.000001,50,-25,-2.078504,4
48,9,0.250925,0.277777,35.444447,-18.555555,-2.048732,4
140,9,1.007407,1.388889,17.88889,-12.333333,-2.167262,4
13,9,0.172131,1.555553,60.666668,-24.11111,-2.154989,4
158,9,1.633334,1.388889,7,-7,-1.943449,4
65,9,1.083546,1.222221,53.77778,-22.11111,-2.041901,4
127,9,3.649962,1.666667,39.444443,-18.777779,-2.061036,4
146,9,0.474074,1.111111,8,-7.444445,-2.108911,4
135,9,1.971086,1.777777,41,-20.777779,-2.06346,4
104,9,1.420747,1.000001,48.88889,-20.88889,-2.08549,4
79,9,2.329629,1.333334,38,-14.555555,-1.984583,4
73,9,0.966091,1,40.555557,-10.111111,-1.893495,4
117,9,0.928958,1.444443,33.555557,-15.777778,-2.106235,4
78,9,5.67026,2.944444,27.11111,-11.888889,-2.017779,4
127,9,4.385187,8.555555,38,-14.222222,-1.908348,4
106,9,12.329637,7,34.11111,-13.444445,-2.010178,4
111,9,16.443394,0.444445,30.333334,-13,-2.005742,4
64,9,0.712325,1.055556,53.666668,-23.333334,-2.118087,4
95,9,1.340259,0.888891,47.444443,-23.555555,-2.107858,4
45,9,1.544406,2.055555,48.11111,-17.222221,-2.045905,4
105,9,2.296298,2.166666,41.22222,-18.222221,-1.996082,4
24,9,1.108888,1.222223,42.333336,-15.555555,-2.186797,4
102,9,0.062963,1.777779,46.22222,-21.444445,-2.009854,4
57,9,0.975628,0.999999,59.444443,-22.444445,-2.030703,4
48,9,0.389682,4.666666,38.77778,-13.555555,-2.003259,4
112,9,0.250924,1.055556,52.22222,-21.777779,-2.078463,4
126,9,0.4,1.833334,16.11111,-11,-2.158805,4
45,9,1.544406,2.055555,48.11111,-17.222221,-2.045905,4
117,9,0.928958,1.444443,33.555557,-15.777778,-2.106235,4
36,9,0.327731,1.111109,56.555557,-25.777779,-2.138581,4
102,9,0.162964,0.666667,56.77778,-20.777779,-2.083043,4
127,9,4.385187,8.555555,38,-14.222222,-1.908348,4
109,9,1.21106,1.222222,42.555557,-19.88889,-2.105478,4
32,9,1.047041,0.833334,54.22222,-18.444445,-2.042422,4
98,9,3.887301,1.055556,24.88889,-13.333333,-2.04294,4
126,9,0.4,1.833334,16.11111,-11,-2.158805,4
68,9,2.21111,1.555556,52,-20,-1.984308,4
116,9,4.405383,0.499999,52.444443,-20.666666,-2.161793,4
53,9,0.490654,0.944443,36.88889,-14,-2.00456,4
103,9,1.051852,1.944445,53.333332,-19.555555,-1.997589,4
131,9,1.866865,9.222222,30.666666,-15.111111,-2.089186,4
42,9,1.555158,4.333334,39.555557,-13.666667,-2.120131,4
38,9,11.074329,1.111112,58.22222,-22.222221,-2.038824,4
77,9,1.274075,1.555555,54.22222,-19.333334,-2.030875,4
129,9,1.143417,0.777776,54.22222,-22.222221,-2.126989,4
129,9,8.141569,0.722222,27.555555,-13.777778,-2.078797,4
125,9,0.444444,9.944444,39.11111,-15.777778,-1.973025,4
126,9,0.062963,14.055554,33.555557,-12.555555,-1.942179,4
146,9,1.007408,2.111111,16.777779,-11.111111,-2.164971,4
132,9,1.38243,1.333333,33.22222,-14.666667,-2.129523,4
120,9,4.359749,1.555555,44.77778,-16.222221,-1.910735,4
17,9,0.95258,1.444445,62.444443,-23.88889,-2.098521,4
57,9,0.327728,0.722223,60,-28.11111,-2.128801,4
147,9,1.618518,1.333333,5.777778,-5.111111,-1.584341,4
128,9,4.368658,1.666666,46.333332,-20.777779,-2.091927,4
147,9,2.187506,4.666666,43.77778,-20,-2.056377,4
28,9,3.761896,0.833333,53.444443,-23.222221,-2.144507,4
120,9,2.083445,1.277779,56.88889,-18.444445,-1.892977,4
105,9,1.14074,0.777776,60,-23,-1.989475,4
70,9,0.712326,4.111111,36.444443,-14.555555,-1.990412,4
81,9,0.344265,0.722221,51.88889,-22.333334,-2.09885,4
139,9,3.944446,1.388889,57.88889,-22,-2.065471,4
102,9,1.500616,1.166667,50.666668,-22.11111,-2.102047,4
125,9,0.722649,2.055555,52.555557,-21.444445,-2.145045,4
82,9,0.41852,0.777778,34.555557,-15.666667,-2.028043,4
124,9,1.500617,2.055555,35.77778,-16.11111,-2.076967,4
69,9,1.531158,1.833333,53.444443,-22.666666,-2.022861,4
80,9,1.187903,0.833334,51.22222,-20,-2.116351,4
148,9,2.551854,1.055555,21.444445,-14.555555,-2.237972,4
125,9,2.550962,1.944445,32.333336,-15,-2.100687,4
78,9,0.699206,2.611111,59.666668,-25.88889,-2.145541,4
101,9,0.779363,1.111111,39,-18.11111,-2.094303,4
123,9,0.385186,1,15.666667,-10.222222,-2.115734,4
98,9,1.288887,1.277777,47.555557,-19.555555,-2.025773,4
104,9,0.374074,1.5,59.77778,-21.555555,-2.007832,4
73,9,0.928958,2.277779,35.666668,-15.222222,-2.054964,4
19,9,1.18634,1.444445,38,-19.222221,-2.133676,4
62,9,0.490653,0.944443,53.444443,-22.777779,-2.093744,4
159,9,0.522222,1.277778,5.111111,-5.888889,-1.999443,4
124,9,0.951853,1.277779,35.88889,-14.777778,-1.907502,4
78,9,0.177777,2.555556,41.11111,-16.11111,-1.886072,4
65,9,1.23678,26.444445,52.666668,-11.111111,-1.970812,4
83,9,1.327766,0.944444,23.333334,-10.555555,-2.063242,4
64,9,1.206455,0.666667,35.22222,-16,-2.030269,4
148,9,2.551854,1.055555,21.444445,-14.555555,-2.237972,4
70,9,1.360826,0.777777,53.444443,-24.666666,-2.070832,4
102,9,0.720082,7.944444,37,-17.666666,-2.088579,4
158,9,2.123066,1.833333,35.555557,-13,-2.049172,4
72,9,1.003697,1.444444,51.333332,-23.333334,-2.090221,4
126,9,0.611111,0.555556,16.444445,-10.666667,-2.104102,4
42,9,0.928958,1.333334,50.666668,-22.333334,-2.125735,4
28,9,3.761896,0.833333,53.444443,-23.222221,-2.144507,4
120,9,4.951616,0.944444,48.22222,-15.888889,-1.896425,4
121,9,1.254621,6.611111,47.77778,-19.555555,-2.126943,4
156,9,2.640739,2.5,16.777779,-12,-2.109365,4
17,9,4.449303,5,40.333336,-15.444445,-2.030048,4
89,9,4.577317,0.722222,27.333334,-14.777778,-2.046542,4
64,9,1.206465,2,49.666668,-22.444445,-2.067168,4
44,9,3.201852,2.111113,50.11111,-25,-2.102652,4
98,9,1.181651,5.944444,31,-12.222222,-1.96031,4
17,9,4.449303,5,40.333336,-15.444445,-2.030048,4
107,9,0.207407,4.722223,46.22222,-14.777778,-1.991445,4
96,9,0.68853,0.944444,54.11111,-14.444445,-1.720468,4
139,9,6.962952,1.666667,12.444445,-10.111111,-2.118223,4
118,9,10.22995,0.833334,30.777779,-11.333333,-2.077668,4
121,9,1.834849,2.722222,28.666666,-13.444445,-2.024268,4
84,9,1.229273,0.888889,7.333334,-4,-2.13694,4
33,9,13.024195,0.277778,31.333334,-15.777778,-2.030428,4
76,9,1.143419,0.555555,36,-16.555555,-2.139002,4
136,9,1.529629,2.833333,2.888889,-5.222222,-2.123905,4
21,9,0.365148,5.222221,37.11111,-14.888889,-1.990806,4
133,9,2.379698,0.888889,32,-14.333333,-2.091572,4
126,9,0.744446,0.944445,52.333332,-21.444445,-2.006029,4
42,9,0.869226,0.999999,32.77778,-17,-2.029552,4
104,9,0.729627,1.444444,52.77778,-19,-1.985221,4
78,9,0.177777,2.555556,41.11111,-16.11111,-1.886072,4
132,9,0.655462,1.111111,29.555555,-14.333333,-2.146969,4
159,9,0.960324,2.222222,25.222221,-7.666666,-1.802554,4
110,9,3.442652,1.777778,29.11111,-16,-2.068653,4
105,9,2.296298,2.166666,41.22222,-18.222221,-1.996082,4
120,9,3.911109,4.277778,44.88889,-16.222221,-2.035243,4
146,9,7.055555,2.500001,18.11111,-12.555555,-2.124871,4
32,9,2.703222,2.277778,48.555557,-25.777779,-2.060607,4
15,9,0.691214,1.111111,61,-24.88889,-2.124981,4
103,9,0.574134,1.111111,30.777779,-14.222222,-2.102607,4
147,9,1.274076,2.055556,20.555555,-14.333333,-2.204575,4
108,9,3.498677,1.666666,52.666668,-18.222221,-2.053869,4
76,9,0.658281,3.277778,31.88889,-12.555555,-1.981499,4
50,9,0.960323,1.055557,57.333332,-22.333334,-2.107785,4
139,9,1.68215,1.833334,42.555557,-19.666666,-2.044238,4
32,9,1.047041,0.833334,54.22222,-18.444445,-2.042422,4
35,9,0.250923,1.055555,61.77778,-24.666666,-2.0742,4
103,9,0.534027,0.666667,52.22222,-21.333334,-2.071134,4
158,9,1.144445,1.444445,16.777779,-11.111111,-2.142701,4
137,9,8.654905,2.61111,34.88889,-10.111111,-1.940975,4
125,9,2.829629,2.111111,61.11111,-23.11111,-1.9632,4
42,9,0.712325,0.611111,24.444445,-12.444445,-2.061006,4
111,9,1.655518,2.277777,25.444445,-13.444445,-2.064723,4
143,9,1.103866,1.222221,43,-21.11111,-2.108995,4
159,9,0.960324,2.222222,25.222221,-7.666666,-1.802554,4
96,9,0.574134,0.833333,54.444443,-22.777779,-2.089105,4
152,9,7.644442,2.388889,20.333334,-14.666667,-2.165731,4
123,9,1.096294,13.222221,48,-19.444445,-1.994105,4
125,9,1.34026,8.555554,41.666668,-11.777778,-1.840579,4
111,9,0.389682,1.055556,53.22222,-23.222221,-2.058,4
140,9,1.293859,1.5,23.444445,-8.666667,-2.100487,4
101,9,0.928957,2.055554,56.88889,-22.777779,-2.08957,4
100,9,0.774075,1.444445,50.333332,-19.444445,-2.00619,4
138,9,0.501848,2.388889,49.11111,-19.88889,-2.029656,4
97,9,1.254621,0.5,46,-13.444445,-1.836777,4
125,9,1.806367,2.444445,50.22222,-22.666666,-2.112723,4
105,9,1.096294,1.166667,53.333332,-19.222221,-2.032243,4
101,9,6.53679,0.5,27.222221,-12.888889,-2.05839,4
122,9,0.077778,11.444444,35.77778,-14.666667,-1.985027,4
66,9,2.08889,0.944445,47.77778,-17.444445,-1.961254,4
69,9,0.490654,0.944444,40.88889,-12.333333,-1.518761,4
83,9,1.77778,1.500001,45.666668,-16.333334,-1.973615,4
124,9,1.29386,1.888889,36.77778,-18.222221,-2.127801,4
99,9,0.455422,1.722222,51.88889,-12.333333,-1.567463,4
129,9,28.907421,1.111111,33.11111,-14.333333,-2.097799,4
150,9,1.94074,2.166667,16.222223,-11.888889,-2.134876,4
120,9,4.077776,8.333333,35.444447,-13.666667,-2.046753,4
67,9,1.38911,1.499999,53,-22.222221,-2.109804,4
154,9,11.618519,0.666666,25.11111,-17,-2.20265,4
146,9,0.611616,5.111111,36.88889,-19.444445,-2.081842,4
57,9,0.975628,0.999999,59.444443,-22.444445,-2.030703,4
76,9,0.691214,0.388889,47.666668,-17,-1.989922,4
18,9,0.807372,1.722223,59,-25.555555,-2.123641,4
73,9,0.82776,0.777777,45.666668,-12.555555,-1.681589,4
133,9,2.139573,1.166666,41.555557,-20.333334,-2.111789,4
68,9,2.21111,1.555556,52,-20,-1.984308,4
81,9,0.651852,1.833333,39.444443,-15.444445,-1.970422,4
94,9,1.041721,0.888888,61.11111,-22.666666,-2.068537,4
68,9,1.619327,1.111111,38.333336,-10.444445,-1.624846,4
161,9,0.251852,0.777778,5.555555,-6.444445,-1.996307,4
20,9,0.760117,4.944444,32,-11.444445,-2.045203,4
162,9,2.062962,0.333333,6.666666,-5.777778,-2.044946,4
121,9,1.025599,4.888888,46.88889,-19.333334,-2.110233,4
107,9,0.874075,13.166667,49.444443,-17.666666,-2.003607,4
22,9,0.860663,1.388889,42.77778,-19,-2.123537,4
108,9,4.596297,6.833332,36,-12.666667,-2.080474,4
70,9,1.82168,8.777778,33.666668,-13.888889,-1.960582,4
68,9,2.083444,1.833333,37.555557,-9.888889,-1.659641,4
126,9,2.697049,3.388889,21,-9.888889,-1.96874,4
116,9,1.611303,1.333333,29.11111,-13.222222,-2.068113,4
85,9,81.485176,2.833333,45,-18.777779,-1.95422,4
120,9,4.359749,1.555555,44.77778,-16.222221,-1.910735,4
129,9,0.862963,19.833334,46.88889,-16.666666,-1.997241,4
62,9,0.8861,0.666667,53.77778,-24.444445,-2.126207,4
133,9,1.705111,1.277777,19.88889,-8.333333,-1.90381,4
146,9,0.474074,1.111111,8,-7.444445,-2.108911,4
157,9,14.344446,1.388889,16.88889,-12,-2.1343,4
110,9,375.09625,1.277777,46.11111,-15.666667,-2.032518,4
117,9,0.403687,1.277778,39.555557,-18.666666,-2.09948,4
102,9,1.854923,1.222222,47.11111,-18.333334,-1.99488,4
128,9,5.955534,1.333334,32.11111,-14.111111,-1.981846,4
50,9,1.062841,1.333334,53,-21.222221,-2.129479,4
79,9,0.074074,0.888889,42.88889,-15.444445,-1.918888,4
102,9,0.355555,0.888889,53.444443,-20,-1.985584,4
68,9,0.862812,0.777777,49.22222,-22.88889,-2.069541,4
157,9,3.540741,2.222222,18.222221,-11.777778,-2.169368,4
90,9,6.945556,1.277777,57.666668,-21.222221,-2.108813,4
93,9,0.772203,2.055555,54.77778,-24.88889,-2.083715,4
158,9,1.633334,1.388889,7,-7,-1.943449,4
124,9,112.57778,11.166668,49,-17.666666,-2.017379,4
103,9,3.096298,1.777778,56,-20.777779,-2.00292,4
73,9,1.405017,1.5,38.77778,-14.222222,-2.096415,4
96,9,1.574078,1.722222,61,-21.444445,-2.036336,4
134,9,1.12875,1.000001,37.11111,-17.777779,-2.175349,4
77,9,15.472914,7.722223,30.222221,-7,-2.12336,4
66,9,0.655461,5.277777,40.555557,-10.888889,-1.748546,4
69,9,0.807372,0.722223,36.666668,-8.888889,-1.640134,4
89,9,4.577317,0.722222,27.333334,-14.777778,-2.046542,4
124,9,1.011109,2.444445,49.444443,-18,-2.030079,4
117,9,0.403687,1.277778,39.555557,-18.666666,-2.09948,4
107,9,1.526312,10.333333,26.88889,-13,-1.877159,4
111,9,1.047041,0.555555,56.444443,-21.777779,-2.014126,4
101,9,0.779363,1.111111,39,-18.11111,-2.094303,4
75,9,0.91084,5.666666,35.77778,-13.777778,-2.036435,4
154,9,3.832126,3.833333,44.555557,-21.444445,-2.033077,4
119,9,1.293861,0.944446,36.22222,-14.222222,-2.006,4
103,9,0.400001,0.833336,58.333332,-22.666666,-2.022581,4
151,9,11.055564,1.555556,23.11111,-14.777778,-2.219625,4
71,9,0.574134,0.777777,37.88889,-9.777778,-1.675919,4
90,9,3.001851,2.833333,41.22222,-18.666666,-2.131861,4
66,9,0.95258,9.222221,41,-10.777778,-1.83808,4
102,9,73.70736,0.444445,51.11111,-20,-2.034054,4
149,9,3.322223,0.666666,13.444445,-10.777778,-2.069251,4
73,9,0.505524,0.61111,43,-12.222222,-1.720441,4
77,9,2.74074,1.666667,37.22222,-15,-1.932066,4
44,9,0.403687,1.611109,42.88889,-15.777778,-2.070466,4
137,9,1.360828,3.444445,39.88889,-10.555555,-1.75799,4
134,9,1.440164,1.444444,41.88889,-21.444445,-2.086914,4
119,9,0.854184,1.055555,40.666668,-16.222221,-2.064038,4
49,9,0.574134,1.222221,35.666668,-11.111111,-1.949745,4
123,9,2.107406,1.111111,52.555557,-18.444445,-2.021502,4
100,9,0.774075,1.444445,50.333332,-19.444445,-2.00619,4
138,9,0.666661,1.055553,63.88889,-22.444445,-1.999045,4
87,9,1.259042,1.166667,55.77778,-24.11111,-2.105073,4
65,9,1.23678,26.444445,52.666668,-11.111111,-1.970812,4
77,9,1.06284,0.666667,51.11111,-20.666666,-2.143048,4
35,9,2.03306,2.055556,32.333336,-13.777778,-2.138762,4
83,9,0.785184,1.666666,46,-17.555555,-1.958524,4
147,9,14.062966,2.5,20.88889,-14.888889,-2.174468,4
25,9,0.327731,1.555556,39.555557,-14.777778,-2.11881,4
159,9,1.420746,1.611111,20.333334,-4.888889,-1.596679,4
43,9,1.772214,1.555557,54.88889,-24.11111,-2.160551,4
81,9,1.144447,1.222223,34.555557,-15.777778,-1.984566,4
153,9,12.266663,3,21.333334,-12.333333,-2.242741,4
15,9,0.886108,1.222223,59.333332,-24.88889,-2.145323,4
158,9,0.862963,0.833333,6.333334,-6.888889,-1.982834,4
125,9,3.923811,1.333333,37.22222,-17.333334,-2.096474,4
80,9,0.711111,1.333333,37.77778,-13.222222,-1.942698,4
75,9,0.722648,2.388889,40.333336,-11.333333,-1.722278,4
118,9,182.29631,1.166667,50.11111,-18.88889,-2.007117,4
65,9,1.110556,1.555555,50.444443,-22.88889,-2.077647,4
17,9,1.088662,0.888891,63.333332,-24.88889,-2.075161,4
46,9,1.619327,2.222221,53.22222,-23,-2.152304,4
111,9,1.088663,1.500001,51.333332,-22.333334,-2.045165,4
121,9,17.3628,0.944444,37.444443,-14.444445,-1.995536,4
129,9,3.085188,2,19.11111,-13.777778,-2.161046,4
108,9,0.74074,22.444443,41.22222,-16.444445,-2.015554,4
119,9,1.293861,0.944446,36.22222,-14.222222,-2.006,4
145,9,2.977073,1,24.222221,-12,-1.934686,4
85,9,2.105549,6.5,42.444443,-18.666666,-2.097363,4
123,9,0.151852,1.833333,14.777778,-17.222221,-2.149759,4
70,9,0.611112,0.388889,51.555557,-19.11111,-1.907955,4
105,9,0.062963,0.611111,45.666668,-18.555555,-1.991964,4
127,9,1.709451,15.388888,35.88889,-11.555555,-1.67677,4
109,9,0.62361,1.055555,36.11111,-18.444445,-2.068644,4
145,9,1.312335,0.999999,52.444443,-21,-2.166151,4
154,9,2.551852,2,21.555555,-14.444445,-2.191073,4
34,9,1.135294,0.833331,65,-25,-2.078154,4
104,9,0.107409,1.999999,58.22222,-22.555555,-1.986567,4
73,9,0.82776,0.777777,45.666668,-12.555555,-1.681589,4
25,9,0.750305,0.611111,60.666668,-26.333334,-2.13042,4
102,9,0.355555,0.888889,53.444443,-20,-1.985584,4
34,9,4.154872,0.777779,41.11111,-17.777779,-2.122875,4
117,9,0.620632,1.111111,27.444445,-11.777778,-2.088914,4
125,9,0.444447,2.166667,63.22222,-23,-2.019545,4
116,9,2.471316,1.111111,25,-13.333333,-2.090781,4
97,9,4.597905,0.611111,46,-13.222222,-1.840735,4
89,9,1.264911,1.222221,51,-22.777779,-2.108757,4
66,9,0.82776,2.555556,41.555557,-9.666667,-1.68385,4
80,9,0.32963,0.666667,36.333336,-15.444445,-1.962646,4
135,9,1.128748,1.11111,28.555555,-12.444445,-2.093203,4
65,9,1.655519,2.277779,53.666668,-20.88889,-2.091037,4
135,9,3.262958,0.833332,63.666668,-23.11111,-2.024945,4
100,9,0.490655,0.444445,51.555557,-20.777779,-2.024061,4
123,9,0.951854,2.999999,41.11111,-15.777778,-1.978328,4
76,9,1.356739,15,28.666666,-7.444445,-1.903624,4
121,9,17.3628,0.944444,37.444443,-14.444445,-1.995536,4
115,9,0.958392,0.722221,42.444443,-15.888889,-2.021125,4
154,9,3.051848,2.333333,14.888889,-12.111111,-2.142529,4
95,9,2.524692,7.055555,42.88889,-16.555555,-1.970802,4
125,9,0.211111,0.444444,14.888889,-9.666667,-2.104083,4
116,9,1.223232,0.555555,42.333336,-15.777778,-2.038624,4
113,9,0.975629,0.666667,24.88889,-9.666667,-2.199825,5
155,9,99.75187,18,13,-9,-1.797435,5
134,9,0.3,0.277778,4.666667,-5.888889,-2.138459,5
93,9,13.496301,1.055556,9.888889,-11.888889,-2.137493,5
144,9,0,0,0,0,0,5
111,9,3.451851,2.055556,15.555555,-9.333333,-2.153719,5
131,9,0.172133,0.111111,0,-0.666667,-2.094395,5
92,9,1.062841,0.555555,12.888889,-12.444445,-2.11184,5
82,9,1.020167,2.722222,11.666667,-9.222222,-2.170632,5
88,9,0.389681,0.833333,18.222221,-8.666667,-2.20829,5
113,9,1.01111,1,24.444445,-14,-2.238803,5
118,9,5.5,1.222222,15.555555,-9.888889,-2.14718,5
112,9,0.490653,0.555555,24.555555,-9.222222,-2.200156,5
144,9,0.860663,0.277778,0.555556,-0.666667,-1.90427,5
133,9,0.240741,0.222222,0.333333,-1.888889,-1.999063,5
134,9,0.02963,0.833333,0.666667,-4,-2.013143,5
89,9,1.306678,6.166666,13,-10.666667,-2.129746,5
135,9,0.062963,0.166667,1,-4.777778,-1.931332,5
62,9,0.250924,0.666667,4.111111,-8.222222,-2.034152,5
137,9,0.477777,8.444445,18.666668,-13.666667,-2.213033,5
152,9,0,0,0,0,0,5
137,9,0.151852,0.277778,2.111111,-5.444445,-2.058451,5
105,9,0.501849,4,22.555555,-9.222222,-2.192406,5
90,9,0.266666,0.833333,17.333334,-14.222222,-2.182442,5
111,9,0.45542,0.555555,24.555555,-8.888889,-2.202667,5
112,9,0.296297,0.555556,12.111111,-10.888889,-2.133313,5
93,9,0.062963,0.166667,1,-4.666666,-2.075071,5
145,9,0,0,0,0,0,5
130,9,0.136083,0.222222,0.666667,-3.555556,-1.861154,5
90,9,0.408248,1.833333,11.888889,-13,-2.125976,5
116,9,0.296296,0.444444,0.666667,-4.888889,-2.018925,5
62,9,0.250924,0.666667,4.111111,-8.222222,-2.034152,5
39,9,5.737789,0.611111,7.333334,-7.888889,-2.036228,5
86,9,0.182575,0.388889,13.222222,-10.777778,-2.123611,5
138,9,0.172133,0.055556,1,-4.111111,-1.755017,5
133,9,1.90613,2.722222,1.222222,-2.444444,-2.208419,5
114,9,0.507408,0.333334,21,-12.111111,-2.15274,5
84,9,0.272165,0.444445,13,-10.555555,-2.152852,5
155,9,0.611111,10.777778,5.333334,-5.222222,-2.115567,5
152,9,0,0,0,0,0,5
145,9,0,0,0,0,0,5
154,9,0.02963,0.444444,0.222222,-2.111111,-2.01751,5
137,9,0.077778,1.388889,0.666667,-3.333333,-2.071242,5
131,9,0,0,0,0,0,5
137,9,0.02963,0.277778,0,-4.111111,-2.094395,5
151,9,0.278887,0.111111,0,-0.333333,-2.094395,5
152,9,0,0,0,0,0,5
97,9,0.534027,0.777777,15.333333,-11.777778,-2.121346,5
85,9,1.241266,0.222222,14.555555,-10.777778,-2.160912,5
108,9,0.611616,2.111111,11.333333,-8.555555,-2.127161,5
139,9,0.088889,0.277778,3.222222,-7,-2.04457,5
141,9,0.136083,0.055556,0,-0.111111,-2.094395,5
119,9,1.405017,1.222222,5.888889,-6.888889,-2.142708,5
89,9,0,0,0,0,0,5
131,9,0,0,0,0,0,5
99,9,1.259041,2.444444,11.222222,-12.111111,-2.112503,5
148,9,0.172133,0.055556,0,-0.111111,-2.094395,5
38,9,1.490712,2.944445,10.111111,-9.666667,-2.193098,5
83,9,0.250924,0.277777,13.333333,-11.333333,-2.178321,5
131,9,0,0,0,0,0,5
139,9,0.018519,0.111111,0,-3.888889,-2.094395,5
89,9,1.605546,1.111111,6.333334,-7.333334,-2.043884,5
58,9,0.942809,0.277778,6,-8.555555,-2.085342,5
94,9,0.285185,0.444445,16,-13,-2.084893,5
95,9,0.607408,0.388889,15.555555,-11.888889,-2.146185,5
131,9,0,0,0,0,0,5
113,9,1.223232,0.722222,16.88889,-10.888889,-2.125693,5
154,9,8.21111,1.611111,9.666667,-4.777778,-0.004927,5
104,9,0.547722,2.833333,16.333334,-8.666667,-2.150638,5
140,9,0.462963,0.277778,3.666667,-6,-2.072268,5
138,9,10.074077,7.833334,8.222222,-9.222222,-2.172099,5
88,9,0.044444,0.444445,7.555555,-12.444445,-2.136677,5
68,9,0.58373,1.055556,5.666666,-6.666666,-1.780255,5
63,9,0.544331,0.388889,6.333334,-7.222222,-2.121837,5
155,9,35.618523,9.944445,7.777778,-8.222222,-2.140531,5
34,9,1.730981,0.444445,10.777778,-8.666667,-2.162383,5
98,9,1.011051,1.222222,16.88889,-12.888889,-2.118236,5
31,9,1.223232,5.055555,8.333334,-7.111111,-2.171949,5
135,9,0.02963,0.222222,0,-2.333333,-2.094395,5
110,9,0.518518,0.777778,2.777778,-5.333334,-2.021228,5
111,9,0.45542,0.555555,24.555555,-8.888889,-2.202667,5
114,9,0.074074,0.5,11.777778,-11,-2.149073,5
153,9,0,0,0,0,0,5
64,9,1.130388,1.833333,6.111111,-8,-1.965246,5
114,9,0.809664,0.388889,23,-9.222222,-2.196423,5
135,9,0.182574,0.055556,0,-1.444444,-2.094395,5
133,9,1.007407,0.5,3.666667,-5.777778,-2.048,5
61,9,0.403687,0.5,4.666667,-8.222222,-2.048717,5
137,9,0.074074,0.666667,1.555556,-5,-2.075071,5
154,9,0.118519,2.611111,1.555556,-2.555556,-1.905927,5
90,9,0.250924,0.555556,4.666667,-8.111111,-1.987466,5
62,9,0,0,0,0,0,5
93,9,0.272165,0.388889,10.444445,-12.777778,-2.102707,5
117,9,1.378405,0.722222,14.555555,-10,-2.005139,5
106,9,0.45542,0.388889,14.111111,-9.444445,-2.117671,5
109,9,0.834444,0.277778,24.777779,-9.222222,-2.226161,5
36,9,0.250924,0.5,4.777778,-8.222222,-2.097293,5
154,9,0.02963,0.111111,0,-0.222222,-2.094395,5
89,9,2.190891,0.333333,14,-11.333333,-2.113032,5
67,9,1.241266,0.222222,0.777778,-1.222222,-1.512684,5
134,9,0.018519,0.944444,1,-4.333334,-2.013143,5
120,9,1.032795,2.222222,17.555555,-9.333333,-2.177417,5
139,9,0.182574,0.222222,0.888889,-4.111111,-1.803071,5
133,9,0.136083,0.055556,0,-0.888889,-2.094395,5
138,9,0.062963,0.5,1.444444,-5.222222,-2.08783,5
149,9,0.172133,0.111111,0,-0.111111,-2.094395,5
115,9,0.32963,0.166667,0.444444,-2.666667,-2.065536,5
89,9,0.952579,3.277778,12.888889,-11.111111,-2.11184,5
140,9,0.033333,0.333333,1.777778,-5.444445,-1.985769,5
134,9,0.018519,0.944444,1,-4.333334,-2.013143,5
140,9,0.278887,0.611111,0.222222,-0.555556,-2.094395,5
91,9,0.018519,0.611111,7.555555,-11.777778,-2.147571,5
92,9,0.518518,0.444444,7.555555,-11.888889,-2.137851,5
30,9,0.712325,3,4.777778,-7.111111,-2.047276,5
147,9,0,0,0,0,0,5
58,9,0.421637,0.444445,5.555555,-9,-2.068564,5
108,9,0.365148,0.666667,13.555555,-9.444445,-2.117648,5
141,9,0.136083,0.055556,0,-0.111111,-2.094395,5
