@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
113,0.501849,27.88889,-10.444445,5
88,0.044444,21.11111,-14.111111,5
152,0.02963,5.777778,-2.777778,5
94,0.311111,3.222222,-2.888889,5
36,0.250924,13,-8.222222,5
147,0,0,0,5
134,0.340741,6.111111,-5,5
137,0.077778,3.777778,-3,5
154,0.02963,0.222222,-0.222222,5
148,0,0,0,5
80,0.58373,23.222221,-11.888889,5
154,0.172133,0.222222,-0.222222,5
110,0.062963,15.888889,-10,5
95,1.123816,10.777778,-2.555556,5
94,2.374074,24.88889,-15.222222,5
137,0.151852,7.111111,-4.777778,5
133,1.007407,9,-5.111111,5
138,0.062963,6.666666,-5.222222,5
142,0.278887,0.333333,-0.333333,5
68,0.58373,10.333334,-3.666667,5
64,1.130388,12.555555,-5.666666,5
154,0.02963,0.777778,-0.777778,5
12,0.272165,11.333333,-7.111111,5
134,2.044446,37.444443,-19.11111,5
30,0.712325,11.666667,-6.777778,5
129,0,0,0,5
85,1.241266,26.88889,-13.111111,5
190,2.13611,58.666668,-15.111111,6
177,0.879815,63.11111,-14.222222,6
188,0.488888,37.77778,-9.444445,6
185,4.655558,37,-9.333333,6
175,1.323576,72.66667,-21.333334,6
176,3.275612,71.44444,-19.444445,6
191,2.786874,76.22222,-23.444445,6
183,0.583731,67.77778,-16.555555,6
182,1.705113,52.555557,-9.777778,6
186,2.319004,67.88889,-17.555555,6
192,2.059307,76.44444,-22.11111,6
210,1.669998,64.333336,-17.555555,6
189,1.751853,42.77778,-12,6
185,1.806368,60.666668,-15.111111,6
188,2.011082,76,-21.88889,6
201,2.69155,53.88889,-14.222222,6
161,1.807405,51.11111,-16.444445,6
172,4.38896,54.666668,-13.333333,6
189,0.462963,29.333334,-7.444445,6
189,2.237722,72.44444,-21.222221,6
195,2.094082,59.666668,-16.666666,6
187,2.167948,71.44444,-16.333334,6
210,1.669998,64.333336,-17.555555,6
184,0.910841,54.444443,-10.333333,6
190,1.032796,57.77778,-14.666667,6
182,2.576964,68.111115,-16.444445,6
194,2.33492,76.111115,-22,6
176,0.918938,62.333332,-14.333333,6
185,1.424649,55,-12.888889,6
206,1.773257,72.111115,-21.555555,6
186,1.659987,61.11111,-14.333333,6
185,7.662959,39.666668,-10,6
191,1.973905,79.22222,-23.222221,6
189,0.222222,35.22222,-8.222222,6
189,1.485184,36.333336,-8.666667,6
189,2.195113,77.55556,-21.88889,6
184,2.118519,38,-8.777778,6
190,2.564718,62.333332,-16.666666,6
165,8.1074,42.88889,-15.111111,6
172,0.894427,51.22222,-13,6
162,2.196297,49.444443,-18,6
190,0.854184,63.22222,-18.555555,6
161,0.518519,51.444443,-18.11111,6
189,1.511683,75.44444,-19.222221,6
162,0.596296,54.666668,-19.88889,6
185,1.229272,61.333332,-14.333333,6
173,1.834847,71.55556,-20.666666,6
198,2.88033,71.888885,-19.88889,6
192,2.008316,59.22222,-15.555555,6
159,7.54074,46.22222,-15.888889,6
177,9.633328,40.333336,-12,6
195,1.16746,60.666668,-16.88889,6
188,1.260511,61.444443,-14.555555,6
182,1.099999,42.22222,-8.888889,6
201,5.495115,49,-13.555555,6
193,3.605038,63,-15.555555,6
187,1.600925,68,-17.333334,6
182,3.208783,47.333332,-7.888889,6
197,1.515353,61.555557,-16.11111,6
190,0.998145,60.666668,-14.111111,6
196,1.333334,58.555557,-16.444445,6
189,1.323576,63.333332,-16,6
171,1.218681,56.333332,-14.333333,6
181,3.151133,74.22222,-20.222221,6
173,1.646544,69.55556,-19.88889,6
196,0.869228,75.66667,-19.777779,6
192,2.82384,72.111115,-20.222221,6
208,4.841564,70.333336,-22.222221,6
183,2.398302,69.66667,-18.222221,6
194,1.925463,49.77778,-12.111111,6
193,1.451692,74.888885,-18.777779,6
195,3.284081,55.555557,-16.222221,6
182,1.293861,54.333332,-10,6
191,2.738614,74.77778,-20.555555,6
194,1.14342,61.666668,-15.888889,6
186,2.115201,65.88889,-15.666667,6
186,1.798145,61.333332,-13.888889,6
205,1.586985,69.77778,-18.88889,6
209,0.712326,60.77778,-17.333334,6
197,1.451691,77.77778,-21,6
188,1.563472,61.77778,-15.111111,6
184,0.544331,69,-15.111111,6
202,1.625036,71,-18,6
193,0.750308,50.666668,-11.444445,6
181,1.242757,56.88889,-11.666667,6
189,0.922221,40.333336,-11.333333,6
186,1.858913,58.88889,-12.666667,6
162,5.762963,50.555557,-17.444445,6
188,1.218519,38,-9.888889,6
189,3.885185,33,-9,6
189,4.551854,36.555557,-8.555555,6
193,1.90516,75.111115,-21,6
196,2.360949,58.22222,-15.222222,6
185,0.632455,73.44444,-20.777779,6
163,0.877778,48.555557,-16.333334,6
182,1.259042,69.111115,-17.222221,6
203,0.64693,67.111115,-17.555555,6
187,1.003697,59.88889,-13.222222,6
179,2.507411,44.11111,-12.444445,6
197,2.01568,68,-17.88889,6
194,1.218682,71.55556,-18.222221,6
186,2.666666,43.444443,-11.555555,6
162,7.155551,51.333332,-17.222221,6
172,0.91287,50.333332,-12.111111,6
159,7.54074,46.22222,-15.888889,6
182,1.857917,68.111115,-16.555555,6
191,1.306679,76.66667,-20.666666,6
178,0.547722,75.22222,-21.555555,6
160,8.240739,51.77778,-20.333334,6
197,1.854924,69.55556,-19,6
174,2.68052,70.88889,-20.222221,6
181,2.16453,49.555557,-10.444445,6
175,3.124574,72.77778,-21.222221,6
196,1.327766,57.11111,-16.88889,6
191,2.738614,74.77778,-20.555555,6
189,2.87407,38.555557,-8.777778,6
187,1.936969,60.88889,-14.444445,6
180,1.481991,59,-13.333333,6
182,1.470701,67.22222,-16.88889,6
161,5.555551,51.666668,-16.444445,6
173,1.781593,52.88889,-12.111111,6
196,1.047043,63.333332,-17.444445,6
190,0.975629,60,-14,6
187,1.849924,72.55556,-18.333334,6
207,3.179215,70.111115,-19.11111,6
201,2.656231,68.66667,-15,6
179,1.531158,59.77778,-12.888889,6
183,0.651852,39.11111,-8.444445,6
161,5.540735,51.22222,-16.222221,6
163,0.785186,47.555557,-16.555555,6
193,1.652159,76.55556,-23.222221,6
193,1.115547,78.77778,-23.777779,6
190,0.742868,75.55556,-21,6
188,1.496296,36.444443,-9.222222,6
181,0.862812,68.77778,-19,6
188,1.811109,38.11111,-9.666667,6
176,1.148269,67,-19.777779,6
183,1.916788,65.111115,-15.555555,6
191,2.948949,75.22222,-21.777779,6
199,2.647851,69.22222,-21.222221,6
192,0.64693,58.11111,-16.222221,6
183,1.18165,66.55556,-15.444445,6
193,1.686548,61.22222,-17.333334,6
180,1.481991,59,-13.333333,6
186,2.245159,60.22222,-13.222222,6
195,1.206464,76.66667,-20.777779,6
177,1.069789,61,-13.333333,6
201,1.734188,76.44444,-20.222221,6
190,6.874074,36.88889,-10.555555,6
185,1.769077,58.22222,-11.777778,6
182,3.855555,42.88889,-10.444445,6
175,0.522223,41,-12,6
197,1.451691,77.77778,-21,6
191,2.303781,58.666668,-13,6
185,0.250924,67.22222,-17,6
183,1.682151,70,-17.666666,6
198,1.496909,74,-20,6
195,2.277915,58.88889,-15.777778,6
191,5.40741,29.88889,-5.222222,6
198,6.433995,72.333336,-19.333334,6
210,4.018937,62.22222,-16.555555,6
189,0.983193,73.333336,-20.555555,6
176,0.879815,62.11111,-14.555555,6
162,1.307408,49.22222,-16.88889,6
189,2.237722,72.44444,-21.222221,6
196,1.420746,62.22222,-17.222221,6
191,0.620633,60.555557,-15.666667,6
184,1.520233,58.666668,-13.111111,6
192,0.547723,57.666668,-15.777778,6
188,1.356739,74.888885,-20.333334,6
188,2.740741,41.333336,-11,6
184,3.277779,38.77778,-11.222222,6
163,12.151846,51.333332,-18.666666,6
194,1.932183,62.444443,-17.666666,6
191,3.031317,79.55556,-23.666666,6
193,0.750308,50.666668,-11.444445,6
160,0.922221,58.333332,-21.777779,6
190,1.822697,66.88889,-18.777779,6
182,0.834444,52.88889,-9.888889,6
195,2.8784,59.22222,-16.11111,6
196,1.333334,58.555557,-16.444445,6
195,2.277915,58.88889,-15.777778,6
201,1.678846,67.22222,-19.777779,6
189,1.047041,74.888885,-19.444445,6
190,0.998145,60.666668,-14.111111,6
184,2.118519,38,-8.777778,6
195,2.957101,70.111115,-17.333334,6
192,2.180723,72,-19,6
182,2.094967,73.333336,-18.222221,6
182,0.655462,52.555557,-9.888889,6
196,2.149936,65.66667,-18,6
161,0.729634,49.666668,-15.333333,6
189,2.462961,38,-8.777778,6
182,3.855555,42.88889,-10.444445,6
184,0.32963,37.11111,-8.222222,6
196,1.501851,58.77778,-15.333333,6
193,1.90516,75.111115,-21,6
190,0.82776,64.55556,-15.222222,6
190,2.094085,71.111115,-19.333334,6
174,1.445299,73.22222,-22.222221,6
192,1.781593,65,-18.333334,6
185,2.257497,69.88889,-19.11111,6
193,2.465315,72.55556,-20.11111,6
191,0.760117,59.77778,-13.555555,6
200,0.952579,56.555557,-14.333333,6
203,2.85709,67.66667,-19,6
200,3.031318,67.333336,-21.333334,6
163,13.496301,47.77778,-16.333334,6
202,1.708367,74.888885,-20.444445,6
190,1.809441,65,-17,6
188,1.128748,62.11111,-15.555555,6
200,2.125681,70.22222,-20.88889,6
186,2.12222,43.88889,-12.222222,6
186,2.043961,59.88889,-14,6
196,1.861898,65,-16.777779,6
179,1.282359,62.11111,-14.333333,6
187,1.730981,60.11111,-15.111111,6
190,1.062842,70,-19,6
197,2.993821,62.22222,-17,6
183,1.18165,66.55556,-15.444445,6
184,0.843274,62.333332,-14.111111,6
186,1.944444,37.88889,-9.666667,6
204,1.763834,69.22222,-18.333334,6
200,2.703221,70.22222,-18,6
200,0.779364,69.66667,-17.777779,6
159,5.05185,45,-16,6
182,0.742868,72.44444,-18.333334,6
207,1.306679,64.88889,-18.333334,6
188,2.880329,62,-14.888889,6
201,1.678846,67.22222,-19.777779,6
194,2.594153,76.22222,-20.333334,6
202,1.069786,71.55556,-21.333334,6
204,1.204928,72,-19.333334,6
194,1.496909,72.55556,-21.11111,6
189,3.885185,33,-9,6
198,1.854924,64.22222,-18.333334,6
200,2.409857,69,-20.444445,6
162,3.985182,51.11111,-19,6
186,3.028874,63.666668,-15.666667,6
176,1.06284,67.66667,-19.666666,6
200,2.133507,76.44444,-20.777779,6
197,2.78621,61.444443,-16.222221,6
176,1.06284,67.66667,-19.666666,6
163,2.285186,48,-16.333334,6
183,0.869228,52,-8.888889,6
162,1.144444,53.666668,-19.333334,6
180,0.936898,62.333332,-15.555555,6
176,0.688531,62.666668,-14,6
176,1.857917,75.66667,-20.88889,6
185,7.662959,39.666668,-10,6
187,1.515354,74.111115,-20.11111,6
178,1.769076,58.88889,-15.888889,6
195,2.091428,58.77778,-15.666667,6
181,1.730983,75.66667,-20.88889,6
182,3.855555,42.88889,-10.444445,6
188,1.496296,36.444443,-9.222222,6
202,1.878731,76,-19.88889,6
186,2.711429,60.444443,-14.111111,6
195,2.238553,58.555557,-14.888889,6
176,1.857917,75.66667,-20.88889,6
163,0.429631,48.88889,-16.444445,6
160,8.888896,57.11111,-20.444445,6
197,2.993821,62.22222,-17,6
161,3.040736,52.22222,-18.11111,6
185,1.806368,60.666668,-15.111111,6
193,2.040334,50,-11.222222,6
177,10.696298,40.666668,-11.666667,6
182,1.099999,42.22222,-8.888889,6
198,1.345774,61,-17.777779,6
190,6.977775,41.11111,-10.888889,6
187,1.123816,74.77778,-20.333334,6
203,3.791314,71.66667,-18.11111,6
190,1.822697,66.88889,-18.777779,6
186,1.572919,61.11111,-13.222222,6
187,1.003697,59.88889,-13.222222,6
176,1.470702,61,-13.555555,6
190,0.998145,60.666668,-14.111111,6
188,2.313409,75.66667,-18.444445,6
196,2.375804,61.444443,-16.666666,6
199,2.97894,69.77778,-19.666666,6
194,1.951259,60.333332,-16.88889,6
177,1.333334,59.333332,-12.555555,6
201,0.64693,72.22222,-17.444445,6
161,1.807405,51.11111,-16.444445,6
195,0.65828,57.333332,-16.333334,6
160,1.185186,55.333332,-19.11111,6
180,1.186343,75.44444,-20.555555,6
161,0.507408,54.555557,-18.222221,6
189,1.088662,60.88889,-13.666667,6
201,5.495115,49,-13.555555,6
192,2.084333,74.77778,-21,6
187,1.515354,74.111115,-20.11111,6
185,2.810035,57.333332,-11.555555,6
185,2.977074,71.111115,-20.88889,6
188,2.573368,69.111115,-18.333334,6
196,1.260512,79.111115,-22.555555,6
196,0.869228,75.66667,-19.777779,6
202,0.24074,14,-10.444445,7
161,0.327731,14.333333,-9.888889,7
237,1.143419,10,-7,7
224,1.083547,11.444445,-4.222222,7
236,3.840741,12.444445,-9.555555,7
245,0.551851,13.111111,-9.333333,7
200,0.42963,5.888889,-5.777778,7
162,0.712326,17.333334,-9.666667,7
216,0.699998,14,-10.333333,7
215,0.809664,15.444445,-11.555555,7
169,0.774073,18.666668,-13.444445,7
203,0.760117,6.444445,-7,7
240,0.862963,13,-9.777778,7
232,1.206464,7.222222,-6.777778,7
185,1.422222,18.222221,-13.111111,7
239,2.433332,14.555555,-8.777778,7
224,2.559658,17.777779,-14.444445,7
195,2.344418,8.555555,-6.777778,7
224,2.559658,17.777779,-14.444445,7
181,0.750308,19.666668,-14.555555,7
211,6.08889,15.222222,-9,7
229,1.574073,17.88889,-10.888889,7
210,0.596296,14.222222,-11.666667,7
164,0.574133,19.11111,-4.111111,7
164,0.403687,10.333334,-6.333334,7
174,1.007406,17.777779,-11.888889,7
236,2.696296,10.777778,-8.888889,7
211,0.490654,19.222221,-13.222222,7
176,0.151852,11.777778,-8.666667,7
186,0.340741,10.777778,-8.222222,7
180,0.562963,21.444445,-12,7
204,0.958394,17.11111,-14,7
166,0.329629,12.111111,-6.444445,7
176,0.655462,19.777779,-9.888889,7
156,0.389682,26,-21.11111,7
178,2.685184,18.11111,-7.666666,7
195,1.408966,12.444445,-9.222222,7
242,1.638653,15.666667,-10.444445,7
215,5.096295,14.333333,-8.555555,7
232,1.254621,9,-5.111111,7
236,6.829628,16.666668,-8.888889,7
220,15.262959,6.444445,-4.888889,7
225,1.00554,12.777778,-5.222222,7
222,0.834443,6.666666,-5.444445,7
246,5.618517,14.333333,-10.333333,7
210,0.544331,8.888889,-7.555555,7
165,3.974076,16.444445,-13.333333,7
174,0.062963,12.555555,-7.777778,7
233,2.146487,11.333333,-5.777778,7
185,3.722221,17.11111,-12,7
183,0.429629,17.11111,-11.888889,7
189,0.666667,9.222222,-6.111111,7
173,1.069787,16.444445,-8.333333,7
195,0.403687,13.333333,-4.777778,7
176,0.655461,19.777779,-9.555555,7
203,0.742867,9,-7.222222,7
237,0.444444,5.666666,-4.333334,7
220,1.12963,5.333334,-2.333333,7
226,0.655461,13,-4.111111,7
223,5.722223,4.666667,-5.333334,7
237,2.535671,13,-9.111111,7
226,3.096296,6.555555,-6.222222,7
246,1.917754,15.444445,-9.888889,7
241,1.128749,7,-7.111111,7
219,1.00554,12,-7.444445,7
249,2.062964,13.111111,-3.444444,7
181,0.477778,18.444445,-11.555555,7
235,1.06284,8,-7.222222,7
177,0.551852,18.444445,-11.444445,7
245,1.162691,14.333333,-8.444445,7
191,0.507408,14.888889,-9.222222,7
246,1.085185,10.111111,0.444444,7
201,1.128748,17.666668,-13.444445,7
237,2.444445,4.555555,-4.888889,7
162,0.455421,24.11111,-14.888889,7
198,0.133333,14.222222,-10.111111,7
226,1.98513,15.777778,-12,7
241,0.574134,14,-10.333333,7
226,1.707407,11.888889,-9.777778,7
183,0.385185,17.333334,-12.333333,7
160,1.29386,23.444445,-16.444445,7
183,0.772202,19,-15.888889,7
173,0.829631,15.555555,-10.777778,7
229,0.785185,10.666667,-10.444445,7
194,1.143419,17.88889,-10.888889,7
182,1.047042,14,-6.444445,7
217,5.096296,13.333333,-9.333333,7
249,1.28889,15.333333,-11.888889,7
160,0.843274,29.666666,-20.777779,7
191,0.507408,14.888889,-9.222222,7
180,0.518518,13.111111,-12.555555,7
219,2.237724,10.222222,-8.666667,7
223,1.047042,11.555555,-6.222222,7
203,1.646545,8.111112,-7.444445,7
170,0.45542,25.333334,-16,7
216,0.651852,13.666667,-11,7
184,0.077778,9.888889,-6.222222,7
157,0.3,24.222221,-15.222222,7
248,0.833333,12.111111,-8.666667,7
156,1.277778,17.333334,-14.444445,7
164,0.534027,18.777779,-14.111111,7
208,2.429628,16,-11.555555,7
235,1.748015,15,-9.222222,7
183,0.936898,12.444445,-8.111111,7
232,2.685185,12.333333,-6.666666,7
167,0.562963,16.777779,-7.222222,7
169,0.983192,25,-15.222222,7
193,0.952579,12.555555,-8.333333,7
236,3.455556,9.444445,-4.888889,7
243,5.274073,4.888889,-4.111111,7
212,0.666667,9,-6.888889,7
180,0.340741,11.888889,-7.444445,7
237,1.155555,5.111111,-4.111111,7
185,0.443053,9.777778,-7.888889,7
221,1.485185,12.444445,-10.222222,7
209,1.295291,10.333334,-6.555555,7
203,1.948408,17.666668,-12.222222,7
168,1.149879,23,-12.666667,7
250,1.420746,7.333334,-8,7
216,0.566667,5,-5.888889,7
233,1.148268,8.333334,-6.444445,7
235,1.455513,24,-14.333333,7
240,1.638654,18.777779,-15.666667,7
243,1.851851,12.111111,-10.333333,7
215,0.958394,22.555555,-17.777779,7
245,2.162963,6,-0.555556,7
240,0.862963,13,-9.777778,7
211,1.466667,14.666667,-7.777778,7
169,0.505525,9.777778,-6.444445,7
223,0.720082,13.444445,-9.888889,7
189,0.340741,10.111111,-7.666666,7
185,0.349603,9.777778,-4.222222,7
216,1.327767,13.222222,-10.888889,7
199,0.518519,15.444445,-8.222222,7
218,3.496296,7.333334,-9,7
161,0.501849,17,-11.777778,7
238,1.135292,10.666667,-7.555555,7
197,0.691215,12.777778,-7.222222,7
158,1.054093,22.222221,-17.222221,7
156,0.278886,25.444445,-19.11111,7
222,2.64074,13.111111,-9.888889,7
238,0.827759,12.666667,-10.777778,7
248,0.64693,12.888889,-1.555556,7
148,0.251851,16.88889,-11.888889,7
190,1.041722,17.11111,-11.666667,7
226,1.424651,8,-5.333334,7
187,0.720082,10.333334,-6.222222,7
245,0.922223,15,-12.666667,7
184,0.774074,18.222221,-12.666667,7
169,0.779364,18,-11,7
217,1.06284,9,-6.444445,7
175,0.62361,13.555555,-8.777778,7
238,0.877777,5.666666,-3.222222,7
220,0.833333,5,-3.888889,7
249,2.306994,15.666667,-10,7
199,0.443053,14.555555,-10.222222,7
215,0.958394,22.555555,-17.777779,7
196,0.998146,10.444445,-5.444445,7
210,1.129629,16,-11.111111,7
248,1.718095,25.11111,-11,7
210,1.366666,12,-10.555555,7
227,0.996296,14.444445,-11.555555,7
232,1.455554,13.555555,-10.444445,7
173,0.829631,15.555555,-10.777778,7
214,0.651852,4.777778,-5.444445,7
204,1.69203,16.88889,-12.222222,7
240,1.540803,9.333334,-7.111111,7
189,0.779363,9.444445,-7.333334,7
249,2.42594,21.222221,-9.222222,7
229,2.059306,13.555555,-7.888889,7
209,1.289559,9.222222,-6.222222,7
223,1.069787,12.888889,-3.777778,7
178,0.862965,21.11111,-10.777778,7
251,1.881686,17.777779,2.333333,7
180,0.562963,21.444445,-12,7
157,0.421638,18.666668,-9.666667,7
183,0.936898,12.444445,-8.111111,7
216,0.651852,13.666667,-11,7
240,1.951258,17.88889,-12.444445,7
235,1.840741,9.333334,-10,7
198,0.620633,10.555555,-7.555555,7
194,0.781736,15.333333,-10.666667,7
208,2.166666,14.444445,-10.222222,7
211,0.879815,7.666666,-5.777778,7
246,2.094968,22.444445,-14.333333,7
236,0.255556,14.666667,-11.111111,7
206,1.12963,14.555555,-7.555555,7
211,1.333333,12.888889,-8.555555,7
170,0.574134,16.88889,-10.888889,7
242,2.453268,22.444445,-14.555555,7
166,1.096297,16.333334,-13.888889,7
221,0.64693,8.111112,-5.666666,7
201,0.327731,7,-6,7
209,0.666667,20.88889,-14.555555,7
201,0.918519,5.555555,-4.666666,7
201,1.95978,14.888889,-11.666667,7
218,0.744444,12.666667,-9.111111,7
233,1.31852,11,-10.111111,7
250,1.420746,7.333334,-8,7
247,1.218519,25.11111,-2.444444,7
245,2.162963,6,-0.555556,7
170,0.785184,18.88889,-13.333333,7
215,0.074074,4.444445,-5.444445,7
233,1.540803,25.11111,-14.777778,7
220,15.262959,6.444445,-4.888889,7
149,0.788889,19.777779,-13.666667,7
211,1.327765,16.333334,-10.555555,7
208,0.418519,15,-10.222222,7
219,3.496297,4.333334,-4.444445,7
184,0.077778,9.888889,-6.222222,7
156,0.278886,25.444445,-19.11111,7
215,2.040334,22.666666,-17.11111,7
176,0.516398,17,-10.111111,7
246,3.262963,13.111111,-8.444445,7
215,1.784709,15.666667,-8.222222,7
187,0.740741,9.666667,-6.888889,7
167,0.928959,15.666667,-6.777778,7
162,0.62361,26.11111,-16.333334,7
244,0.551852,7,-3.222222,7
179,0.222222,9.444445,-6.111111,7
193,2.225275,14.222222,-8.555555,7
202,1.822696,14.777778,-9.333333,7
219,3.529631,13.555555,-10.333333,7
215,2.033333,11.555555,-9.555555,7
242,0.829629,10.777778,-9.222222,7
196,2.018518,15.111111,-9.777778,7
231,2.42963,11.111111,-10.555555,7
246,1.619328,19.666668,-11.777778,7
211,1.129629,12.333333,-7.888889,7
170,0.45542,25.333334,-16,7
184,1.06284,11.333333,-6.555555,7
199,0.788811,11.777778,-5,7
177,0.474073,15.444445,-11.111111,7
236,2.696296,10.777778,-8.888889,7
181,0.632456,13.888889,-8.222222,7
197,7.54074,18.777779,-11.444445,7
229,1.98513,11.111111,-7.444445,7
243,1.851851,12.111111,-10.333333,7
222,0.477778,13.666667,-9.666667,7
165,0.177778,14.111111,-6.888889,7
249,3.629631,8.111112,-8.888889,7
240,1.668887,19.777779,-8.777778,7
238,2.538591,6.555555,-7.777778,7
201,0.918519,5.555555,-4.666666,7
188,0.688531,14,-7.222222,7
182,0.433332,18.11111,-9,7
199,0.607407,17.88889,-13.222222,7
198,1.204928,11.777778,-7.333334,7
237,1.327766,19.666668,-14,7
234,0.118518,4.222222,-3.333333,7
197,0.044444,4,-5.666666,7
247,3.188889,5.888889,-6.333334,7
220,0.685185,13.111111,-9.222222,7
218,0.744444,12.666667,-9.111111,7
189,1.00554,14.111111,-8.222222,7
223,5.722223,4.666667,-5.333334,7
221,1.485185,12.444445,-10.222222,7
224,3.707406,13.333333,-10.555555,7
191,0.311111,5.444445,-6,7
237,0.240741,4.222222,-4.666666,7
248,1.813529,16.666668,-12,7
190,0.750309,17.555555,-12.666667,7
222,2.607407,7.666666,-2.333333,7
227,1.186342,11,-9.555555,7
249,2.385186,7.555555,-1.666667,7
187,0.344265,12.777778,-6,7
195,0.403687,13.333333,-4.777778,7
245,3.016621,7.111111,-6.888889,7
201,1.295291,20.333334,-13.888889,7
157,0.507408,17.222223,-13.333333,7
172,1.06284,30.11111,-16.666666,7
233,0.740741,11.888889,-11.111111,7
196,1.047041,11.444445,-3.666667,7
175,4.21111,21.777779,-8.666667,7
191,0.311111,5.444445,-6,7
218,2.42963,13.777778,-9.111111,7
234,0.3,4.444445,-5.222222,7
184,11.851854,17.11111,-12.222222,7
163,0.928958,16.666668,-7.111111,7
208,1.763834,12.222222,-8,7
187,1.632993,16.222223,-12,7
212,1.422221,6.777778,-6.111111,7
175,0.62361,13.555555,-8.777778,7
186,0.162962,18.222221,-9.555555,7
174,1.16746,19.88889,-7.555555,7
184,0.344265,11,-5.666666,7
156,0.490653,15.555555,-10.444445,7
247,1.247219,12.444445,-9.222222,7
235,1.307407,15.888889,-11.555555,7
181,0.385186,18.777779,-12.111111,7
175,0.788811,23.777779,-15.222222,7
152,1.143419,25.777779,-16.11111,7
177,0.7,21.444445,-9.888889,7
181,0.349603,9.777778,-8,7
181,1.200001,17.88889,-7.555555,7
211,6.08889,15.222222,-9,7
244,2.195113,9.333334,-5.777778,7
