@relation segment

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
124,3.444445,14.962965,1.833333,6.433335,-4.666666,5.888889,3
142,1.888889,1.377061,0.888889,1.408966,-6.555555,7.222222,3
96,1,1.511111,0.833333,0.3,-10.888889,11.888889,3
122,2.777778,2.029414,1.555556,1.996293,-17.777779,31.11111,3
129,0.5,0.077778,0.388889,0.151852,-1.555556,1.555556,3
87,11.166667,84.87777,13.222221,70.02964,-14.666667,23.444445,3
140,0.722222,0.443053,1.777778,1.047042,-13.666667,14,3
134,1.111111,0.981307,1.611111,1.06284,-15.111111,15.888889,3
79,1.777778,1.851852,1.166667,1.322222,-10.888889,10.555555,3
98,0.388889,0.151852,0.388889,0.062963,-4.222222,4.111111,3
132,0.444444,0.344265,0.388889,0.534027,-3.888889,3.444444,3
111,3.722222,20.951847,4.111111,19.496296,-8,9.111111,3
137,0.055556,0.018519,0.111111,0.02963,-0.777778,0.777778,3
99,0.777778,0.82963,1,0.355556,-5.777778,5.555555,3
110,1.277778,1.262963,2.722222,2.996295,-7.555555,6.444445,3
75,29.222221,749.76294,10.222221,99.0963,-24.777779,50.666668,3
126,0.666667,0.311111,0.5,0.166667,-4.222222,3.666667,3
102,7.277778,73.7963,9.444444,90.91857,-12.777778,20.222221,3
124,3.444445,14.962965,1.833333,6.433335,-4.666666,5.888889,3
130,0.555555,0.45542,0.555555,0.544331,-3.777778,3.333333,3
144,0.555556,0.074074,0.611111,0.151852,-7.222222,6.555555,3
126,7,3.870114,2.555556,1.797117,-15.888889,17.222223,3
90,1.277778,0.854184,2.444444,2.018434,-6.333334,6.222222,3
91,1.611111,4.374074,1.388889,0.996296,-9,8.111112,3
100,1.555555,8.296297,2.555556,8.829631,-9.444445,9.444445,3
122,1.722222,7.84074,1.388889,7.574073,-5.111111,5.222222,3
123,0.722222,0.862963,0.611111,0.418518,-2.888889,2.666667,3
71,13.055554,10.382501,21.888885,16.536379,-18.88889,40.22222,3
82,1.555555,0.474074,2.111111,4.385186,-11.444445,10.222222,3
99,3.055555,4.462964,2.777778,4.651851,-9.888889,11.555555,3
130,0.333333,0,0.277778,0.389682,-2.333333,2.333334,3
124,0.277778,0.107407,0.277778,0.151852,-2,2,3
116,0.944445,0.240741,1.222222,1.096297,-6.777778,5.666666,3
80,2.944444,13.751853,16.666666,71.5111,-18.88889,31.666666,3
102,22.055555,374.5964,29.888887,488.02975,-19.777779,52.666668,3
107,4.555556,13.407408,6.777779,23.185177,-10.222222,13,3
90,2.944445,2.435083,3.333333,3.211092,-7.333334,7.333334,3
103,0.666667,0.577778,1.111111,0.962963,-6.111111,5.666666,3
130,0.555555,0.45542,1.222222,0.655461,-5.888889,5,3
120,0.5,0.477778,0.722222,0.596296,-4.222222,4.111111,3
133,0,0,0,0,0,0,3
138,3.222223,3.879672,5.5,2.428991,-19.88889,24.777779,3
80,1.833333,4.3,1.833333,1.1,-12.555555,12.444445,3
137,0.388889,0.107407,0.333333,0.044444,-2,2,3
85,0.888889,0.720082,1.111111,0.720082,-4,3.444444,3
88,3.611111,7.218519,2.5,5.855556,-12.666667,13.333333,3
136,0.555555,1.096296,0.666667,1.333333,-3,3,3
108,25.5,12.795401,27.277779,15.930981,-24.11111,61.11111,3
83,2.277778,4.018517,2.333333,1.688889,-12.111111,11.888889,3
144,0.444444,0.118518,0.5,0.166667,-3.444444,3.444444,3
107,1.111111,3.14074,1.111111,2.562963,-4.666666,4.555555,3
87,1.555556,1.962613,1.888889,1.746955,-5.111111,5.666666,3
112,0.222222,0.344265,0.111111,0.272166,-0.444444,0.444444,3
87,1.555556,1.962613,1.888889,1.746955,-5.111111,5.666666,3
113,2.944445,4.122656,6.166666,6.224503,-32.333332,44.22222,3
91,0.666667,0.355556,0.666667,0.311111,-7.666666,8,3
81,1.388889,0.418518,0.777778,0.296296,-7.444445,7.444445,3
137,0.277778,0.389682,0.388889,0.250924,-2.333333,2.222222,3
145,0.277778,0.196296,1.277778,2.062963,-1.555556,1.444444,3
127,1.055555,0.975629,1.277778,0.827759,-16.444445,26.444445,3
131,0.444444,0.807373,1,1.095445,-1.555556,1.777778,3
78,14.833332,356.16672,43.333332,662.35547,-26.666666,91.44444,3
115,0.666667,0.488889,1.388889,0.685185,-6.444445,5.666666,3
81,12.166667,267.45554,9.222222,205.36296,-22,30.555555,3
117,1.555555,0.962964,0.611111,0.774074,-3.333333,3.555556,3
143,0.277778,0.389682,0.277778,0.136083,-1.222222,1.222222,3
98,0.722222,0.712325,0.666667,0.730297,-3.555556,2.888889,3
116,1.333333,0.311111,2.111111,1.318519,-6.333334,6,3
110,0.333333,0.088889,0.5,0.211111,-4.666666,4.444445,3
94,1.333334,0.210818,2.555556,1.64204,-8,7.777778,3
125,0.666667,0.222222,2.666667,3.777778,-7.111111,7.777778,3
116,1.055556,1.262963,1.055556,1.440741,-5.555555,5.111111,3
73,1.333333,0.966091,1,0.816495,-5.111111,47.333332,4
68,1.833334,2.21111,1.555556,0.962963,-14.333333,68.22222,4
158,2.833333,1.144445,1.444445,1.762963,-12.777778,29,4
119,5.277778,0.854184,1.055555,0.611616,-14.888889,56,4
73,2.277776,1.405017,1.5,0.781736,-14.222222,53,4
129,1.944445,3.085188,2,3.155558,-16.777779,34.88889,4
44,4.888889,3.201852,2.111113,1.128748,-25.666666,75.55556,4
151,3.833333,11.055564,1.555556,2.251854,-22.11111,42.77778,4
68,0.833332,0.862812,0.777777,0.583729,-21.222221,71,4
98,1.277778,1.181651,5.944444,3.079803,-8.888889,41,4
112,0.611111,0.250924,1.055556,0.712325,-20.777779,73.333336,4
103,1,0.400001,0.833336,0.433334,-18.333334,78.111115,4
76,1.722221,1.143419,0.555555,0.344266,-18.88889,54.11111,4
158,2.166667,1.633334,1.388889,0.418518,-4.333334,12.222222,4
34,1.111111,1.223231,0.555556,0.583731,-24.11111,70.333336,4
89,8.388889,4.577317,0.722222,0.389682,-13.111111,41,4
75,1.5,0.722648,2.388889,1.083547,-2.333333,45.666668,4
122,1.555555,1.186343,1.777777,1.485737,-27.555555,78.22222,4
133,4.388889,1.705111,1.277777,1.218682,-4.666666,25.777779,4
118,14.444446,182.29631,1.166667,1.055555,-14.888889,66.333336,4
117,1.222222,0.620632,1.111111,1.29386,-11.444445,39,4
121,0.888889,1.025599,4.888888,3.208784,-20.333334,66.88889,4
125,0.999997,0.444447,2.166667,1.944448,-18.333334,83.111115,4
81,1.222221,0.651852,1.833333,0.344443,-10.444445,51.555557,4
107,2.055555,1.526312,10.333333,3.011091,-7,35.88889,4
158,1.888889,3.674074,1.166667,0.477778,-3.777778,11.777778,4
100,0.944444,0.490655,0.444445,0.403687,-16.777779,69.66667,4
121,2.055557,1.254621,6.611111,2.678445,-21.555555,68.66667,4
137,8.944446,8.654905,2.61111,1.555159,-6.111111,42.333336,4
153,5,12.266663,3,6.888892,-20,38.77778,4
118,11.555554,10.22995,0.833334,0.691215,-10.666667,41.666668,4
50,1.166667,0.960323,1.055557,0.389682,-23.333334,80.333336,4
72,1.222223,1.003697,1.444444,1.167461,-23,74.44444,4
70,1.055556,0.712326,4.111111,2.754121,-10.555555,48.333332,4
154,1.722222,2.551852,2,1.866666,-19.777779,39.555557,4
102,3.88889,1.500616,1.166667,0.62361,-23.11111,73.44444,4
42,2.055556,1.555158,4.333334,2.231094,-15,54.11111,4
145,2.166666,1.312335,0.999999,0.699206,-26,76.77778,4
126,0.388889,0.062963,14.055554,44.374123,-7.888889,43,4
143,1.277777,1.103866,1.222221,0.544331,-22.11111,64.77778,4
154,3.222222,3.051848,2.333333,3.200002,-14.444445,28.555555,4
73,0.944444,0.32963,0.777777,0.651852,-14.444445,70.111115,4
32,1.111111,1.047041,0.833334,0.836659,-15.777778,70.88889,4
123,0.944445,0.951854,2.999999,1.555556,-11.111111,53.77778,4
132,1.444445,0.655462,1.111111,0.75031,-17,45.666668,4
125,1,0.444444,9.944444,103.751854,-11.111111,51.77778,4
45,1.222222,1.544406,2.055555,1.526313,-14.888889,63.77778,4
101,9.611111,6.53679,0.5,0.349603,-11.888889,39.444443,4
87,1.88889,1.259042,1.166667,0.623611,-24.777779,80.333336,4
129,2.055556,1.143417,0.777776,0.886107,-24.555555,78,4
87,1.88889,1.259042,1.166667,0.623611,-24.777779,80.333336,4
129,19.277777,28.907421,1.111111,1.096297,-14.333333,47.444443,4
105,0.277777,0.062963,0.611111,0.151852,-13.555555,60.88889,4
138,2.000001,0.666661,1.055553,0.41852,-16.777779,82.55556,4
116,2.944446,1.611303,1.333333,0.816497,-12.222222,41.666668,4
57,0.722223,0.327728,0.722223,0.389679,-31.11111,90.111115,4
111,16.222223,16.443394,0.444445,0.344265,-11.333333,42.22222,4
81,0.444443,0.344265,0.722221,0.389682,-22.666666,74.44444,4
157,5.833333,14.344446,1.388889,1.662962,-13.666667,30,4
65,1.388887,1.23678,26.444445,25.537477,-12.111111,64.44444,4
102,1,0.355555,0.888889,0.296295,-14.333333,69.66667,4
128,7.055555,4.368658,1.666666,1.054092,-20.777779,67.111115,4
161,0.555555,0.251852,0.777778,0.162963,-4.777778,10.888889,4
34,4.611111,4.154872,0.777779,0.779362,-19.444445,60,4
95,2.055556,1.340259,0.888891,0.91084,-24.555555,71.66667,4
102,2.944444,1.854923,1.222222,0.860662,-13.666667,62.333332,4
101,1.111112,0.779363,1.111111,1.186342,-18.11111,57.11111,4
103,0.944443,0.574134,1.111111,0.93492,-14.555555,45.22222,4
124,1.499999,1.011109,2.444445,1.807404,-14.666667,65.22222,4
122,1.5,0.877778,11.444446,103.762955,-10.555555,44,4
104,1.388889,0.729627,1.444444,0.740741,-13.666667,68.22222,4
106,4.055556,12.329637,7,53.244434,-10.777778,45.77778,4
101,1.111112,0.779363,1.111111,1.186342,-18.11111,57.11111,4
162,1.611111,2.062962,0.333333,0.133333,-5.111111,12,4
148,2.055556,2.551854,1.055555,0.507408,-22.88889,41.555557,4
135,2.944444,1.971086,1.777777,0.958394,-19.11111,60.666668,4
107,1.111111,0.207407,4.722223,20.196299,-10.777778,58.333332,4
73,1.722221,0.82776,0.777777,1.003696,-1.888889,51.11111,4
120,3.5,4.077776,8.333333,53.95558,-11.666667,47.77778,4
32,1.111111,1.047041,0.833334,0.836659,-15.777778,70.88889,4
116,1.777778,1.223232,0.555555,0.501848,-13.444445,56.555557,4
80,1.333333,0.711111,1.333333,0.711109,-8.222222,47.666668,4
147,4.055555,14.062966,2.5,1.277778,-19.222221,38.666668,4
123,1.444444,0.620633,1.944444,1.718096,-22.333334,73.77778,4
82,3.277779,0.462964,1.333333,0.488889,-10,53.11111,4
146,0.944444,0.611616,5.111111,4.712474,-18.777779,55.88889,4
96,2.38889,1.574078,1.722222,1.218523,-18.11111,80.22222,4
160,3.000001,4.044447,2.777778,0.429629,-13.888889,31.555555,4
102,0.777778,0.162964,0.666667,0.177779,-20.11111,77.111115,4
17,3.722223,4.449303,5,2.319004,-12.777778,54,4
128,21.333334,5.955534,1.333334,0.844444,-10.444445,43.77778,4
82,1.055555,0.41852,0.777778,0.474074,-13,48.444443,4
79,0.444445,0.074074,0.888889,0.651853,-8.777778,53.88889,4
25,1.111109,0.750305,0.611111,0.64693,-29.333334,89,4
67,0.666667,0.298141,1.055554,0.646929,-22.88889,80.44444,4
124,2.111111,1.500617,2.055555,0.490655,-15.444445,51.444443,4
125,1.722222,1.34026,8.555554,5.725834,-5.111111,49,4
25,0.722221,0.327731,1.555556,1.241264,-15.777778,55,4
66,0.777777,0.655461,5.277777,4.959466,-3.222222,46.333332,4
120,5.777777,4.951616,0.944444,0.443052,-8.555555,59.22222,4
45,1.222222,1.544406,2.055555,1.526313,-14.888889,63.77778,4
139,5.5,3.944446,1.388889,0.596294,-20.333334,78.77778,4
132,6.666668,1.38243,1.333333,1.011049,-16.666666,49.22222,4
68,1.666667,1.619327,1.111111,1.344399,-0.777778,42.333336,4
42,3.277777,0.712325,0.611111,0.534027,-11.444445,36.22222,4
108,4.611111,3.498677,1.666666,1.563473,-16.222221,69.55556,4
13,0.22222,0.172131,1.555553,0.54433,-29.11111,88.111115,4
120,2.222221,2.083445,1.277779,0.646929,-9.444445,69.333336,4
96,2.222223,0.68853,0.944444,0.879816,-3.111111,61,4
15,1.222223,0.886108,1.222223,1.0256,-28.88889,86.888885,4
124,1.277777,0.951853,1.277779,1.351851,-8.111111,46.22222,4
139,6.888889,6.962952,1.666667,0.8,-11.777778,23.666666,4
150,1.777778,1.94074,2.166667,1.499999,-13.555555,29.222221,4
78,1.888889,1.007408,4.055555,5.662962,-15.222222,40.333336,4
120,4.444445,4.359749,1.555555,1.833839,-9.222222,56.333332,4
105,2.111111,1.096294,1.166667,0.522222,-15.888889,70.333336,4
19,2.444445,1.18634,1.444445,0.886106,-21.555555,58.77778,4
101,1.722221,0.928957,2.055554,1.555158,-22.444445,79.44444,4
21,0.333333,0.365148,5.222221,2.613357,-10.888889,49.333332,4
62,0.722222,0.490653,0.944443,0.772202,-22.777779,76.22222,4
62,11.222222,0.8861,0.666667,0.365146,-27.11111,80,4
103,0.944445,0.534027,0.666667,0.596285,-20,72.66667,4
100,1.944444,0.774075,1.444445,0.651851,-15.111111,66.88889,4
77,1.555555,2.74074,1.666667,0.533333,-9,48.22222,4
102,1,0.355555,0.888889,0.296295,-14.333333,69.66667,4
96,0.944445,0.574134,0.833333,0.752772,-22.444445,77,4
124,1.555556,1.29386,1.888889,1.186342,-20.222221,56.333332,4
32,3.944445,2.703222,2.277778,1.971088,-23.444445,72.77778,4
148,2.055556,2.551854,1.055555,0.507408,-22.88889,41.555557,4
111,1.222223,1.047041,0.555555,0.272165,-17.444445,75.333336,4
121,21.666666,17.3628,0.944444,0.904721,-10.777778,49.444443,4
146,3.5,7.055555,2.500001,4.655555,-13.888889,31.555555,4
65,2.222222,1.655519,2.277779,0.827759,-20.88889,74.55556,4
17,1.111111,1.088662,0.888891,0.807374,-23.555555,87.333336,4
121,21.666666,17.3628,0.944444,0.904721,-10.777778,49.444443,4
126,0.833333,0.611111,0.555556,0.162963,-11,27.333334,4
78,1.333333,0.355555,4.333334,6.355548,-14.333333,46,4
146,1.888889,1.007408,2.111111,1.318517,-13.777778,29.666666,4
80,1.277777,0.32963,0.666667,0.933332,-10.111111,48.22222,4
80,1.277777,0.32963,0.666667,0.933332,-10.111111,48.22222,4
98,7.000001,3.887301,1.055556,0.772202,-11.666667,37.11111,4
17,1.277776,0.95258,1.444445,1.108886,-24.222221,86.55556,4
152,5,7.644442,2.388889,3.262964,-18.666666,37.666668,4
81,1.5,1.144447,1.222223,0.740742,-11.111111,47.22222,4
33,13.888889,13.024195,0.277778,0.250925,-13.444445,45.555557,4
28,4.277777,3.761896,0.833333,0.658281,-26.88889,79.111115,4
133,2.388889,2.379698,0.888889,0.750308,-14.333333,46.333332,4
110,18.444445,375.09625,1.277777,0.596297,-13.666667,60.444443,4
78,1.000001,0.177777,2.555556,2.874073,-8.111111,51.88889,4
90,7.38889,6.945556,1.277777,0.879814,-22.555555,79.77778,4
66,1.277778,0.82776,2.555556,1.893459,-1.666667,45.88889,4
140,4.222222,1.293859,1.5,0.722649,-9,32.333336,4
128,1.166667,0.888194,1.388888,1.123816,-21.777779,64.22222,4
65,1.388887,1.23678,26.444445,25.537477,-12.111111,64.44444,4
83,2.5,6.077768,1.555556,0.785184,-18.11111,79.66667,4
35,2.333333,2.03306,2.055556,1.730981,-15.777778,47.444443,4
125,6.388889,3.923811,1.333333,0.760117,-18,55,4
147,1.944444,1.618518,1.333333,0.844445,-1.444444,8.666667,4
57,1.388891,0.975628,0.999999,0.365148,-18.777779,79.44444,4
83,1.666667,1.77778,1.500001,0.566666,-11.333333,58.666668,4
79,2.722223,2.329629,1.333334,0.755556,-10.222222,49.666668,4
111,0.388889,0.389682,1.055556,0.443053,-20.88889,74.888885,4
69,2.500001,1.531158,1.833333,1.47196,-18.333334,73.22222,4
65,1.277778,1.083546,1.222221,0.91084,-19.11111,73.888885,4
88,0.833332,0.349603,1.111112,0.720081,-28.11111,85,4
160,3.000001,4.044447,2.777778,0.429629,-13.888889,31.555555,4
122,2.055556,2.215267,6.111111,3.016006,-14.888889,44.333332,4
129,8.055556,8.141569,0.722222,0.827758,-13.444445,41.11111,4
94,1.388891,1.041721,0.888888,0.779363,-21,82.66667,4
38,11.055554,11.074329,1.111112,1.068054,-19.222221,78.44444,4
24,1.777778,1.108888,1.222223,1.047042,-20.555555,61.22222,4
127,4.833334,3.649962,1.666667,1.24722,-17.444445,57.333332,4
89,5.222222,2.721655,0.722223,0.490653,-11.111111,36.88889,4
159,2.5,0.522222,1.277778,1.574074,-4.555555,10.111111,4
158,2.277777,2.123066,1.833333,1.048807,-11.333333,47.444443,4
104,6.611111,1.420747,1.000001,0.516399,-20.555555,69.55556,4
104,0.944445,0.107409,1.999999,0.711111,-16.222221,76.55556,4
98,1.333334,1.288887,1.277777,0.596297,-15.888889,64.66667,4
110,4.88889,3.442652,1.777778,1.809441,-15,44.444443,4
159,2.277778,1.420746,1.611111,1.18165,-0.555556,22.333334,4
135,2.388887,3.262958,0.833332,0.122224,-18.777779,83.888885,4
126,0.666667,0.4,1.833334,2.122222,-13.333333,28.666666,4
43,1.888889,1.772214,1.555557,1.223233,-29.444445,82.55556,4
108,0.777777,0.74074,22.444443,104.91862,-13.111111,55.444443,4
103,0.888889,1.051852,1.944445,1.396296,-14.555555,69.55556,4
127,2.444444,4.385187,8.555555,59.54075,-8.222222,48.22222,4
108,2.944444,4.596297,6.833332,16.83333,-12,48.22222,4
36,0.944443,0.327731,1.111109,1.22323,-29.444445,84.77778,4
62,0.888891,0.501849,0.722224,0.389681,-28,84.66667,4
127,2.166667,1.709451,15.388888,4.144167,-1.888889,41,4
121,2.166667,1.834849,2.722222,1.925463,-11.111111,40.555557,4
77,22.166666,15.472914,7.722223,8.373016,-7.666666,37.666668,4
140,7.833334,7.032464,0.666667,0.298143,-8.333333,33.555557,4
90,7.38889,6.945556,1.277777,0.879814,-22.555555,79.77778,4
20,1.333333,0.760117,4.944444,4.479171,-10.444445,42.77778,4
93,1.611109,0.772203,2.055555,1.730981,-24.222221,79.22222,4
76,1.388889,1.356739,15,11.481388,-3.444444,33.444447,4
126,1.166667,0.744446,0.944445,0.596297,-16.444445,70.44444,4
21,4.833334,4.574081,1.277778,1.062841,-19.666666,79.22222,4
124,3.166667,9.544442,7.388889,70.1963,-11.777778,52.666668,4
64,0.944445,0.712325,1.055556,1.020167,-25,78.111115,4
75,1.555556,0.91084,5.666666,4.802776,-11.777778,48.22222,4
120,4.444445,4.359749,1.555555,1.833839,-9.222222,56.333332,4
28,4.277777,3.761896,0.833333,0.658281,-26.88889,79.111115,4
99,0.777778,0.455422,1.722222,1.340259,0,56,4
105,1.888889,2.296298,2.166666,1.67778,-13.555555,56.333332,4
17,3.722223,4.449303,5,2.319004,-12.777778,54,4
162,1.388889,1.12963,2,0.888889,-6.111111,14.555555,4
65,2.5,1.110556,1.555555,0.93492,-21.88889,72.66667,4
159,2.166667,0.960324,2.222222,1.455513,-2.666667,29.555555,4
125,0.5,0.211111,0.444444,0.162963,-10,24.777779,4
127,2.444444,4.385187,8.555555,59.54075,-8.222222,48.22222,4
158,0.944445,0.862963,0.833333,0.611111,-4.888889,11.888889,4
42,2.611111,0.928958,1.333334,0.894428,-24.666666,74.55556,4
123,1.277778,0.151852,1.833333,2.077778,-20.555555,34.22222,4
117,0.777779,0.403687,1.277778,0.742868,-19,58.444443,4
49,1.055555,0.574134,1.222221,0.544332,-7.111111,44.11111,4
139,2.444445,1.68215,1.833334,1.048809,-17,60.444443,4
87,14.388889,327.26297,13.388889,62.018505,-10.444445,39.444443,4
145,5.055555,2.977073,1,0.421638,-7.666666,33.333336,4
100,1.944444,0.774075,1.444445,0.651851,-15.111111,66.88889,4
116,3.277778,2.471316,1.111111,0.834444,-13.333333,38.333336,4
97,2.722222,1.254621,0.5,0.182574,-5.444445,54.11111,4
76,0.833333,0.658281,3.277778,3.065339,-8.888889,42,4
105,2.111109,1.14074,0.777776,0.651852,-16.666666,78.77778,4
68,1.833334,2.21111,1.555556,0.962963,-14.333333,68.22222,4
147,3.111111,2.187506,4.666666,2.599144,-18,62.444443,4
67,1.722221,1.38911,1.499999,1.187902,-23.222221,75.888885,4
89,8.388889,4.577317,0.722222,0.389682,-13.111111,41,4
85,9.277779,81.485176,2.833333,9.188898,-12.444445,59.555557,4
80,1.333333,0.711111,1.333333,0.711109,-8.222222,47.666668,4
83,4.444444,1.327766,0.944444,0.680414,-9.555555,33.22222,4
125,2.277778,1.806367,2.444445,1.344399,-24,73.77778,4
119,1.111111,1.293861,0.944446,0.772202,-10.888889,48.22222,4
124,8.999999,112.57778,11.166668,184.5222,-14.333333,64.44444,4
70,0.833333,0.611112,0.388889,0.107408,-10.444445,64.88889,4
97,10.111111,4.597905,0.611111,0.574133,-5.888889,54.333332,4
154,3.055555,3.832126,3.833333,2.178176,-18.444445,64,4
158,2.166667,1.633334,1.388889,0.418518,-4.333334,12.222222,4
102,0.888889,0.720082,7.944444,5.425934,-17.333334,54.444443,4
146,0.888889,0.474074,1.111111,0.740741,-7.777778,15.666667,4
117,3.277779,0.928958,1.444443,0.860663,-16.444445,49.77778,4
70,1.111111,1.360826,0.777777,0.655461,-23,77,4
87,6.833334,6.618995,1.555557,1.695309,-16.333334,54.88889,4
20,0.944447,1.020168,1.944444,1.062841,-26.222221,81.66667,4
123,0.888888,0.385186,1,0.355555,-10.888889,26.333334,4
147,1.555556,1.274076,2.055556,2.818517,-20,38.666668,4
126,0.666667,0.4,1.833334,2.122222,-13.333333,28.666666,4
133,2.333335,2.139573,1.166666,1.069786,-21.333334,62.555557,4
156,2.055556,2.640739,2.5,5.18889,-12.666667,29.222221,4
38,1.222223,0.272166,1.000001,0.760116,-24,74.333336,4
46,1.666667,1.619327,2.222221,1.408966,-27.333334,79.111115,4
138,1.111111,0.501848,2.388889,1.638653,-16.555555,66.77778,4
90,4.166667,3.001851,2.833333,2.770879,-21,61.444443,4
48,0.722222,0.389682,4.666666,4.305036,-9.888889,49.88889,4
42,2.333334,0.869226,0.999999,0.699206,-14,47.77778,4
109,0.999999,1.21106,1.222222,0.655462,-20.555555,62.88889,4
149,2.5,3.322223,0.666666,0.266666,-10.111111,23.777779,4
159,2.166667,0.960324,2.222222,1.455513,-2.666667,29.555555,4
48,2.277778,0.250925,0.277777,0.250924,-16.222221,52.444443,4
140,2.444445,1.007407,1.388889,0.685185,-15.333333,32.22222,4
89,1.999999,1.264911,1.222221,0.958392,-23.777779,74.44444,4
69,1.555555,0.807372,0.722223,0.854184,-0.888889,40.22222,4
95,3.611111,2.524692,7.055555,5.724864,-11.888889,56.333332,4
66,2.000001,2.08889,0.944445,0.418519,-11.444445,61.22222,4
73,1.055555,0.928958,2.277779,1.993508,-13.555555,49.77778,4
77,0.888889,1.274075,1.555555,1.585185,-16,71.333336,4
34,1.999999,1.135294,0.833331,0.836659,-23.666666,89.111115,4
18,0.777777,0.807372,1.722223,1.289561,-27.88889,86.111115,4
115,3.555556,1.809441,1.38889,1.306679,-11.888889,36.77778,4
130,2.333333,2.533333,1.444445,0.474074,-16.777779,31.88889,4
125,1.444443,2.829629,2.111111,1.318521,-15.444445,79.111115,4
107,1.555555,0.874075,13.166667,5.5889,-13.666667,64.44444,4
111,2.555555,1.655518,2.277777,1.597452,-12.444445,38.22222,4
71,0.944444,0.574134,0.777777,0.45542,-1.444444,42.11111,4
68,2.888889,2.083444,1.833333,0.936897,-1.222222,41.666668,4
130,1.111111,0.740741,9.777778,21.762964,-9.444445,18.88889,4
125,2.833333,0.722649,2.055555,0.574133,-25.11111,76.44444,4
134,2.111113,1.12875,1.000001,0.730296,-22.777779,58.22222,4
157,2.444444,3.540741,2.222222,1.718518,-14.777778,32,4
22,1.111111,0.860663,1.388889,0.975629,-20.666666,62.88889,4
117,3.277779,0.928958,1.444443,0.860663,-16.444445,49.77778,4
85,5.5,2.105549,6.5,4.598309,-19.333334,61.555557,4
57,1.388891,0.975628,0.999999,0.365148,-18.777779,79.44444,4
129,2.277779,0.862963,19.833334,11.944499,-12.333333,60.666668,4
134,2.555555,1.440164,1.444444,0.544332,-21.11111,63.11111,4
66,2.055556,0.95258,9.222221,7.073164,-4.777778,47.77778,4
136,2.277778,1.529629,2.833333,0.61111,-5.888889,8.555555,4
77,1.388888,1.06284,0.666667,0.557774,-24,74,4
111,1.444445,1.088663,1.500001,1.471961,-19.333334,71.66667,4
76,1.500001,0.691214,0.388889,0.327731,-12.333333,61.555557,4
115,2.111111,0.958392,0.722221,0.646929,-12.888889,56.333332,4
146,0.888889,0.474074,1.111111,0.740741,-7.777778,15.666667,4
84,3,1.229273,0.888889,0.45542,-4.666666,11.777778,4
149,3.666667,4.577775,2.111111,1.585185,-14.111111,30,4
154,3.722222,11.618519,0.666666,0.577778,-23.666666,46.555557,4
109,1.166667,0.62361,1.055555,0.490653,-17.11111,53.666668,4
94,0.500001,0.077778,0.833333,0.033333,-13.666667,30.444445,5
39,5.5,5.737789,0.611111,0.879815,-6.555555,14.333333,5
115,1.055556,0.32963,0.166667,0.033333,-2.333333,2.888889,5
68,1.111111,0.58373,1.055556,0.534027,-3.666667,10.333334,5
151,0.166667,0.278887,0.111111,0.172133,-0.333333,0.333333,5
134,0.388889,0.018519,0.944444,0.151852,-3.333333,4.666667,5
144,0,0,0,0,0,0,5
137,0.166667,0.077778,1.388889,1.751852,-3,3.777778,5
141,0.555556,0.118518,0.222222,0.074074,-1.111111,1.777778,5
145,0,0,0,0,0,0,5
152,0.111111,0.02963,2.055556,3.574075,-1.111111,2.333334,5
89,0.5,0.477778,0.944445,0.551852,-3.111111,4.111111,5
144,0.888889,0.860663,0.277778,0.534027,-0.333333,1,5
94,0.666667,0.311111,0.222222,0.02963,-2.888889,3.222222,5
134,2.166667,0.3,0.277778,0.018518,-6.888889,11.222222,5
79,1.944444,2.453267,4.777778,3.487544,-10.888889,20.555555,5
30,1.055556,0.854184,1.666667,1.632993,-7.111111,13.111111,5
138,0.111111,0.172133,0.055556,0.136083,-1.111111,3.111111,5
137,1.500001,0.477777,8.444445,50.07408,-20,36.555557,5
138,0.222222,0.172133,0.222222,0.272166,-2.333333,3.222222,5
112,0.888889,0.296297,0.555556,0.162963,-12.222222,23.88889,5
135,3.277778,2.462965,0.833334,0.477778,-18.666666,37,5
40,0,0,0,0,0,0,5
114,1.277778,1.307407,0.611111,0.062963,-14.222222,25,5
130,0.055556,0.136083,0.222222,0.272166,-1.555556,2.888889,5
94,0.722223,0.285185,0.444445,0.42963,-12.666667,28.777779,5
131,0.111111,0.172133,0.111111,0.172133,-0.666667,0.666667,5
86,2.277778,0.389682,0.277778,0.250924,-13.666667,28.555555,5
154,0.111111,0.172133,0.055556,0.136083,-0.222222,0.222222,5
93,1.722222,0.062963,0.166667,0.033333,-4.333334,5.444445,5
120,1.333333,1.032795,2.222222,1.708367,-12,28.666666,5
12,0.444444,0.272165,2.333333,1.966384,-7.111111,11.333333,5
140,3.833333,4.204495,0.666667,0.666667,-0.666667,3.333333,5
154,0.111111,0.02963,0.111111,0.02963,-0.222222,0.222222,5
135,0.222222,0.02963,0.166667,0.077778,-0.444444,0.444444,5
105,5.944445,4.923489,1.5,0.809664,-10.777778,29.555555,5
92,8.055554,44.774082,1,0.177777,-11.222222,22.666666,5
133,1.166667,1.90613,2.722222,3.158176,-4.444445,5,5
61,0.555555,0.403687,0.5,0.459468,-7.222222,12.222222,5
114,1.5,0.809664,0.388889,0.389682,-12.555555,34.444447,5
