@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
185,85,81.485176,49.148148,45,59.555557,-18.777779,4
242,81,1.144447,38.25926,34.555557,47.22222,-15.777778,4
67,34,1.223231,54.25926,46.22222,70.333336,-24.11111,4
79,104,0.374074,65.296295,59.77778,78,-21.555555,4
212,152,7.644442,26.555555,20.333334,37.666668,-14.666667,4
14,146,0.474074,10.592592,8,15.666667,-7.444445,4
217,130,2.533333,21.37037,15.777778,31.88889,-14.777778,4
178,25,0.327731,44.814816,39.555557,55,-14.777778,4
185,110,375.09625,50.666668,46.11111,60.444443,-15.666667,4
136,45,1.544406,53.074074,48.11111,63.77778,-17.222221,4
58,109,0.62361,41.814816,36.11111,53.666668,-18.444445,4
38,103,1.051852,58.185184,53.333332,69.55556,-19.555555,4
37,78,0.177777,43.814816,41.11111,51.88889,-16.11111,4
44,125,0.211111,18.222221,14.888889,24.777779,-9.666667,4
20,122,1.186343,60.74074,51.555557,78.22222,-24.88889,4
183,105,1.14074,65.55556,60,78.77778,-23,4
174,75,0.722648,41.11111,40.333336,45.666668,-11.333333,4
179,69,0.490654,40.666668,40.88889,44.555557,-12.333333,4
37,124,1.011109,54.333332,49.444443,65.22222,-18,4
94,80,1.187903,58.333332,51.22222,72.111115,-20,4
155,127,1.709451,36.51852,35.88889,41,-11.555555,4
70,38,0.272166,58,50,74.333336,-25,4
68,157,14.344446,21.444445,16.88889,30,-12,4
197,121,17.3628,41.037037,37.444443,49.444443,-14.444445,4
176,100,0.774075,55.37037,50.333332,66.88889,-19.444445,4
199,120,4.951616,51.074074,48.22222,59.22222,-15.888889,4
147,87,6.618995,43.333332,37.88889,54.88889,-18.333334,4
104,147,2.187506,49.77778,43.77778,62.444443,-20,4
189,48,0.389682,42.074074,38.77778,49.88889,-13.555555,4
41,150,1.94074,20.74074,16.222223,29.222221,-11.888889,4
51,111,16.443394,34.11111,30.333334,42.22222,-13,4
87,146,0.611616,43.148148,36.88889,55.88889,-19.444445,4
220,111,1.655518,29.592592,25.444445,38.22222,-13.444445,4
78,85,2.105549,48.88889,42.444443,61.555557,-18.666666,4
156,49,0.574134,38.037037,35.666668,44.11111,-11.111111,4
202,71,0.574134,38.37037,37.88889,42.11111,-9.777778,4
130,32,1.047041,59.48148,54.22222,70.88889,-18.444445,4
190,105,2.296298,45.74074,41.22222,56.333332,-18.222221,4
139,95,2.524692,46.851852,42.88889,56.333332,-16.555555,4
163,68,2.21111,56.77778,52,68.22222,-20,4
228,22,0.860663,49.666668,42.77778,62.88889,-19,4
208,65,1.23678,56.703705,52.666668,64.44444,-11.111111,4
238,98,1.288887,52.851852,47.555557,64.66667,-19.555555,4
136,45,1.544406,53.074074,48.11111,63.77778,-17.222221,4
187,80,0.711111,40.51852,37.77778,47.666668,-13.222222,4
34,13,0.172131,70.37037,60.666668,88.111115,-24.11111,4
165,96,1.574078,67.03704,61,80.22222,-21.444445,4
84,62,0.490653,61.037037,53.444443,76.22222,-22.777779,4
238,73,1.405017,43.51852,38.77778,53,-14.222222,4
169,131,1.866865,35.703705,30.666666,45.77778,-15.111111,4
61,104,0.729627,57.333332,52.77778,68.22222,-19,4
102,50,1.062841,60.851852,53,75.77778,-21.222221,4
112,38,11.074329,64.62963,58.22222,78.44444,-22.222221,4
29,18,0.807372,68.296295,59,86.111115,-25.555555,4
142,99,0.455422,51.88889,51.88889,56,-12.333333,4
74,64,1.206465,56.592594,49.666668,71,-22.444445,4
97,123,1.096294,52.814816,48,64.111115,-19.444445,4
151,101,6.53679,31.185184,27.222221,39.444443,-12.888889,4
112,90,6.945556,65.18519,57.666668,79.77778,-21.222221,4
40,17,0.95258,70.51852,62.444443,86.55556,-23.88889,4
124,162,1.12963,10.037037,8,14.555555,-7.444445,4
229,147,14.062966,27.296297,20.88889,38.666668,-14.888889,4
83,143,1.103866,50.37037,43,64.77778,-21.11111,4
34,116,4.405383,61,52.444443,76.44444,-20.666666,4
32,158,0.862963,7.962963,6.333334,11.888889,-6.888889,4
147,125,3.923811,43.22222,37.22222,55,-17.333334,4
120,102,0.162964,63.48148,56.77778,77.111115,-20.777779,4
158,76,0.658281,34.851852,31.88889,42,-12.555555,4
170,121,1.834849,32.37037,28.666666,40.555557,-13.444445,4
174,96,0.68853,55.148148,54.11111,61,-14.444445,4
68,128,5.955534,35.592594,32.11111,43.77778,-14.111111,4
48,139,1.68215,48.22222,42.555557,60.444443,-19.666666,4
209,122,0.077778,39.22222,35.77778,47.555557,-14.666667,4
201,125,0.444444,42.814816,39.11111,51.77778,-15.777778,4
247,115,1.809441,28.851852,24.88889,36.77778,-11.888889,4
144,35,2.03306,37.592594,32.333336,47.444443,-13.777778,4
146,125,0.444447,69.333336,63.22222,83.111115,-23,4
113,34,1.135294,72.888885,65,89.111115,-25,4
230,117,0.928958,39.037037,33.555557,49.77778,-15.777778,4
236,117,0.403687,45.88889,39.555557,58.444443,-18.666666,4
4,126,0.744446,57.814816,52.333332,70.44444,-21.444445,4
90,36,0.327731,66.37037,56.555557,84.77778,-25.777779,4
24,93,0.772203,62.851852,54.77778,79.22222,-24.88889,4
2,95,1.340259,55.62963,47.444443,71.66667,-23.555555,4
56,107,0.207407,49.814816,46.22222,58.333332,-14.777778,4
128,140,7.032464,27.666666,24.88889,33.555557,-9.333333,4
102,158,2.123066,39.333332,35.555557,47.444443,-13,4
51,64,1.206455,40,35.22222,50.11111,-16,4
239,137,1.360828,40.851852,39.88889,45.333332,-10.555555,4
168,77,1.274075,59.555557,54.22222,71.333336,-19.333334,4
45,121,1.254621,54.962963,47.77778,68.66667,-19.555555,4
73,105,1.096294,58.62963,53.333332,70.333336,-19.222221,4
133,108,0.74074,45.592594,41.22222,55.444443,-16.444445,4
32,88,0.349603,67.25926,57.88889,85,-25.11111,4
185,118,182.29631,55.074074,50.11111,66.333336,-18.88889,4
19,102,1.500616,58.37037,50.666668,73.44444,-22.11111,4
92,70,1.360826,61.11111,53.444443,77,-24.666666,4
83,81,0.344265,59.444443,51.88889,74.44444,-22.333334,4
45,67,0.298141,64.74074,57.11111,80.44444,-24.222221,4
244,134,1.12875,44.703705,37.11111,58.22222,-17.777779,4
39,17,1.088662,71.18519,63.333332,87.333336,-24.88889,4
7,154,3.832126,50.703705,44.555557,64,-21.444445,4
236,102,0.062963,51.703705,46.22222,64.333336,-21.444445,4
166,66,0.655461,41.62963,40.555557,46.333332,-10.888889,4
203,120,3.911109,49.407406,44.88889,59.333332,-16.222221,4
133,125,2.829629,66.25926,61.11111,79.111115,-23.11111,4
187,106,12.329637,37.703705,34.11111,45.77778,-13.444445,4
252,76,1.143419,42.296295,36,54.11111,-16.555555,4
29,78,0.699206,69.74074,59.666668,88.44444,-25.88889,4
153,116,2.471316,29.444445,25,38.333336,-13.333333,4
168,70,0.611112,55.037037,51.555557,64.88889,-19.11111,4
109,111,1.088663,57.77778,51.333332,71.66667,-22.333334,4
180,116,1.611303,33.185184,29.11111,41.666668,-13.222222,4
190,81,0.651852,42.925926,39.444443,51.555557,-15.444445,4
198,127,4.385187,40.74074,38,48.22222,-14.222222,4
233,159,0.522222,6.62963,5.111111,10.111111,-5.888889,4
22,87,1.259042,64.03704,55.77778,80.333336,-24.11111,4
106,65,1.655519,60.62963,53.666668,74.55556,-20.88889,4
245,78,1.007408,30.185184,25.11111,40.333336,-15.222222,4
164,83,6.077768,66.25926,60.22222,79.66667,-22.11111,4
21,147,1.618518,6.259259,5.777778,8.444445,-5.111111,4
81,79,0.074074,45.814816,42.88889,53.88889,-15.444445,4
79,28,3.761896,62.407406,53.444443,79.111115,-23.222221,4
55,145,2.977073,26.777779,24.222221,33.333336,-12,4
136,129,3.085188,24.703703,19.11111,34.88889,-13.777778,4
96,123,0.151852,21.62963,14.777778,34.22222,-17.222221,4
122,129,0.862963,51,46.88889,60.666668,-16.666666,4
120,124,112.57778,53.77778,49,64.44444,-17.666666,4
151,129,8.141569,32.037037,27.555555,41.11111,-13.777778,4
109,130,0.740741,13.037037,9.888889,18.88889,-8.111111,4
132,84,1.229273,8.888889,7.333334,11.777778,-4,4
13,15,0.886108,68.96296,59.333332,86.888885,-24.88889,4
169,117,0.620632,31.25926,27.444445,39,-11.777778,4
121,102,1.854923,51.666668,47.11111,62.333332,-18.333334,4
127,118,10.22995,34.333332,30.777779,41.666668,-11.333333,4
19,62,0.8861,62.814816,53.77778,80,-24.444445,4
52,89,2.721655,28.925926,25.222221,36.88889,-12.777778,4
72,32,2.703222,56.37037,48.555557,72.77778,-25.777779,4
53,42,0.712325,28.25926,24.444445,36.22222,-12.444445,4
230,117,0.928958,39.037037,33.555557,49.77778,-15.777778,4
63,19,1.18634,45.185184,38,58.77778,-19.222221,4
60,126,0.611111,20.11111,16.444445,27.333334,-10.666667,4
153,78,5.67026,30.296297,27.11111,37.444443,-11.888889,4
169,102,0.355555,58.22222,53.444443,69.66667,-20,4
74,127,3.649962,45.25926,39.444443,57.333332,-18.777779,4
75,65,1.110556,57.74074,50.444443,72.66667,-22.88889,4
118,21,4.574081,65.888885,59.333332,79.22222,-20.333334,4
221,69,0.807372,36.962963,36.666668,40.22222,-8.888889,4
79,44,3.201852,58.666668,50.11111,75.55556,-25,4
140,73,0.82776,46.296295,45.666668,51.11111,-12.555555,4
12,154,3.051848,19.703703,14.888889,28.555555,-12.111111,4
151,89,4.577317,31.703703,27.333334,41,-14.777778,4
152,83,1.327766,26.518518,23.333334,33.22222,-10.555555,4
216,78,0.355555,36.11111,31.333334,46,-15.333333,4
135,104,0.107409,63.62963,58.22222,76.55556,-22.555555,4
191,101,0.779363,45.037037,39,57.11111,-18.11111,4
224,124,1.29386,43.51852,36.77778,56.333332,-18.222221,4
58,48,0.250925,40.851852,35.444447,52.444443,-18.555555,4
167,53,0.490654,40.444443,36.88889,48.666668,-14,4
14,146,0.474074,10.592592,8,15.666667,-7.444445,4
58,122,2.215267,34.185184,29.222221,44.333332,-15.555555,4
93,67,1.38911,60.74074,53,75.888885,-22.222221,4
245,110,3.442652,34.11111,29.11111,44.444443,-16,4
104,129,28.907421,37.88889,33.11111,47.444443,-14.333333,4
188,73,0.928958,40.185184,35.666668,49.77778,-15.222222,4
121,107,0.874075,54,49.444443,64.44444,-17.666666,4
148,109,1.21106,49.407406,42.555557,62.88889,-19.88889,4
77,135,1.971086,47.37037,41,60.666668,-20.777779,4
182,135,1.128748,32.703705,28.555555,41,-12.444445,4
162,159,0.960324,26.11111,25.222221,29.555555,-7.666666,4
114,145,1.312335,61.11111,52.444443,76.77778,-21,4
180,123,2.107406,57.48148,52.555557,68.55556,-18.444445,4
190,105,2.296298,45.74074,41.22222,56.333332,-18.222221,4
44,50,0.960323,65.111115,57.333332,80.333336,-22.333334,4
58,146,7.055555,22.74074,18.11111,31.555555,-12.555555,4
150,158,1.633334,8.444445,7,12.222222,-7,4
236,117,0.403687,45.88889,39.555557,58.444443,-18.666666,4
94,104,1.420747,55.74074,48.88889,69.55556,-20.88889,4
113,123,0.620633,59.333332,51.88889,73.77778,-21,4
75,90,3.001851,48.22222,41.22222,61.444443,-18.666666,4
86,20,1.020168,65.18519,56.444443,81.66667,-23.222221,4
199,97,1.254621,47.814816,46,54.11111,-13.444445,4
155,135,3.262958,69.92593,63.666668,83.888885,-23.11111,4
41,103,3.096298,61.25926,56,73.44444,-20.777779,4
147,34,4.154872,47.592594,41.11111,60,-17.777779,4
160,73,0.32963,58.814816,54,70.111115,-19.444445,4
217,148,2.551854,29.074074,21.444445,41.555557,-14.555555,4
39,138,0.501848,54.62963,49.11111,66.77778,-19.88889,4
104,103,0.534027,58.88889,52.22222,72.66667,-21.333334,4
199,120,4.077776,39.333332,35.444447,47.77778,-13.666667,4
109,76,0.691214,51.77778,47.666668,61.555557,-17,4
27,57,0.327728,70.37037,60,90.111115,-28.11111,4
198,122,0.877778,36.185184,32.666668,44,-12.888889,4
219,80,0.32963,39.703705,36.333336,48.22222,-15.444445,4
105,111,0.389682,60.185184,53.22222,74.888885,-23.222221,4
81,158,1.144445,21.037037,16.777779,29,-11.111111,4
197,121,17.3628,41.037037,37.444443,49.444443,-14.444445,4
54,133,1.705111,21.444445,19.88889,25.777779,-8.333333,4
128,161,0.251852,7.148148,5.555555,10.888889,-6.444445,4
187,80,0.711111,40.51852,37.77778,47.666668,-13.222222,4
163,68,2.21111,56.77778,52,68.22222,-20,4
24,15,0.691214,70.07407,61,87.44444,-24.88889,4
66,160,4.044447,22.851852,18.222221,31.555555,-12.222222,4
189,79,2.329629,41.407406,38,49.666668,-14.555555,4
169,66,2.08889,51.592594,47.77778,61.22222,-17.444445,4
212,68,2.083444,37.962963,37.555557,41.666668,-9.888889,4
52,82,0.462964,44.88889,41.555557,53.11111,-14.666667,4
92,89,1.264911,58.925926,51,74.44444,-22.777779,4
107,146,1.007408,21.37037,16.777779,29.666666,-11.111111,4
66,160,4.044447,22.851852,18.222221,31.555555,-12.222222,4
130,32,1.047041,59.48148,54.22222,70.88889,-18.444445,4
186,98,1.181651,33.962963,31,41,-12.222222,4
219,126,0.062963,36.185184,33.555557,43,-12.555555,4
40,35,0.250923,69.44444,61.77778,85.333336,-24.666666,4
140,116,1.223232,46.814816,42.333336,56.555557,-15.777778,4
99,149,4.577775,21.37037,16.666668,30,-11.777778,4
52,33,13.024195,35.814816,31.333334,45.555557,-15.777778,4
141,17,4.449303,44.592594,40.333336,54,-15.444445,4
157,20,0.760117,35.48148,32,42.77778,-11.444445,4
49,42,0.928958,58.88889,50.666668,74.55556,-22.333334,4
97,46,1.619327,62.333332,53.22222,79.111115,-23,4
108,128,4.368658,53.25926,46.333332,67.111115,-20.777779,4
47,121,1.025599,53.666668,46.88889,66.88889,-19.333334,4
142,119,0.854184,45.62963,40.666668,56,-16.222221,4
11,62,0.501849,66.77778,57.444443,84.66667,-25.666666,4
217,77,2.74074,40.22222,37.22222,48.22222,-15,4
191,119,1.293861,39.851852,36.22222,48.22222,-14.222222,4
150,158,1.633334,8.444445,7,12.222222,-7,4
161,73,0.505524,43.851852,43,48.77778,-12.222222,4
229,24,1.108888,49.185184,42.333336,61.22222,-15.555555,4
209,70,1.82168,36.74074,33.666668,44.444443,-13.888889,4
183,153,12.266663,28,21.333334,38.77778,-12.333333,4
170,159,1.420746,20.518518,20.333334,22.333334,-4.888889,4
22,125,1.806367,58.22222,50.22222,73.77778,-22.666666,4
59,139,6.962952,16.37037,12.444445,23.666666,-10.111111,4
78,128,0.888194,49.925926,42.666668,64.22222,-21.11111,4
187,120,2.083445,60.037037,56.88889,69.333336,-18.444445,4
37,78,0.177777,43.814816,41.11111,51.88889,-16.11111,4
163,151,11.055564,30.481482,23.11111,42.77778,-14.777778,4
169,102,0.355555,58.22222,53.444443,69.66667,-20,4
57,42,0.869226,37.444443,32.77778,47.77778,-17,4
179,133,2.379698,36.77778,32,46.333332,-14.333333,4
208,65,1.23678,56.703705,52.666668,64.44444,-11.111111,4
185,102,73.70736,56.77778,51.11111,69.111115,-20,4
112,90,6.945556,65.18519,57.666668,79.77778,-21.222221,4
197,123,0.951854,44.814816,41.11111,53.77778,-15.777778,4
177,76,1.356739,29.814816,28.666666,33.444447,-7.444445,4
139,115,0.958392,46.74074,42.444443,56.333332,-15.888889,4
38,94,1.041721,68.111115,61.11111,82.66667,-22.666666,4
252,82,0.41852,38.88889,34.555557,48.444443,-15.666667,4
173,158,3.674074,8.37037,7.111111,11.777778,-6.444445,4
33,108,4.596297,40,36,48.22222,-12.666667,4
243,120,4.359749,47.851852,44.77778,56.333332,-16.222221,4
193,154,2.551852,28.148148,21.555555,39.555557,-14.444445,4
249,87,327.26297,31.703703,28.222221,39.444443,-12.777778,4
21,123,0.385186,19.296297,15.666667,26.333334,-10.222222,4
105,69,1.531158,59.555557,53.444443,73.22222,-22.666666,4
233,154,11.618519,33,25.11111,46.555557,-17,4
224,124,9.544442,43.148148,39.22222,52.666668,-16.777779,4
116,125,0.722649,60.925926,52.555557,76.44444,-21.444445,4
120,108,3.498677,58.074074,52.666668,69.55556,-18.222221,4
141,17,4.449303,44.592594,40.333336,54,-15.444445,4
42,57,0.975628,65.703705,59.444443,79.44444,-22.444445,4
99,103,0.400001,64.44444,58.333332,78.111115,-22.666666,4
45,149,3.322223,16.814816,13.444445,23.777779,-10.777778,4
41,101,0.928957,64.37037,56.88889,79.44444,-22.777779,4
202,21,0.365148,40.74074,37.11111,49.333332,-14.888889,4
191,119,1.293861,39.851852,36.22222,48.22222,-14.222222,4
103,65,1.083546,60.148148,53.77778,73.888885,-22.11111,4
142,140,1.293859,26.444445,23.444445,32.333336,-8.666667,4
236,77,15.472914,32.77778,30.222221,37.666668,-7,4
152,98,3.887301,28.777779,24.88889,37.11111,-13.333333,4
193,125,2.550962,37.444443,32.333336,47.555557,-15,4
183,66,0.82776,42.11111,41.555557,45.88889,-9.666667,4
18,43,1.772214,64.703705,54.88889,82.55556,-24.11111,4
237,137,8.654905,36.925926,34.88889,42.333336,-10.111111,4
241,70,0.712326,39.962963,36.444443,48.333332,-14.555555,4
176,100,0.774075,55.37037,50.333332,66.88889,-19.444445,4
210,73,0.966091,42.25926,40.555557,47.333332,-10.111111,4
8,162,2.062962,8.37037,6.666666,12,-5.777778,4
80,77,1.06284,59.11111,51.11111,74,-20.666666,4
217,148,2.551854,29.074074,21.444445,41.555557,-14.555555,4
118,111,1.047041,62.25926,56.444443,75.333336,-21.777779,4
54,126,2.697049,23.296297,21,28.88889,-9.888889,4
162,66,0.95258,42.592594,41,47.77778,-10.777778,4
228,42,1.555158,44.555557,39.555557,54.11111,-13.666667,4
91,64,0.712325,62,53.666668,78.111115,-23.333334,4
227,44,0.403687,47.814816,42.88889,58,-15.777778,4
215,84,0.298143,17.11111,13,24.777779,-10.666667,5
161,144,0,0,0,0,0,5
244,82,1.020167,15.518518,11.666667,22.444445,-9.222222,5
155,40,2.072751,1.259259,1.222222,1.555556,-0.777778,5
187,89,1.746955,5.037037,2.888889,9.555555,-7.111111,5
161,147,0,0,0,0,0,5
226,90,0.620633,7.185185,5.111111,12.111111,-8.555555,5
223,62,0.298142,6.444445,4.111111,11.444445,-8,5
171,89,0,0,0,0,0,5
66,155,21.796297,8.259259,5.888889,12.666667,-6.111111,5
198,148,0.843274,1.777778,1.111111,3.222222,-2.333333,5
199,116,0.296296,1.962963,0.666667,4.888889,-4.888889,5
235,88,0.044444,12.259259,7.555555,21.11111,-12.444445,5
167,135,0.107407,31.185184,24,43.11111,-14.222222,5
233,105,2.313408,15.185185,12.666667,19.777779,-6.222222,5
145,155,35.618523,11.296296,7.777778,17.555555,-8.222222,5
163,131,0.182574,1.555556,0.888889,3.666667,-4.333334,5
143,89,2.190891,18,14,25.777779,-11.333333,5
186,89,0.196296,22.666666,16.444445,33.555557,-14,5
96,141,0.740741,4.962963,3.111111,8.777778,-5.888889,5
174,115,3.407407,29.481482,23.11111,40.11111,-12.777778,5
79,154,1.585185,0.740741,0.444444,1.555556,-1.555556,5
178,35,0.344265,13.481482,10.333334,19.222221,-7.777778,5
51,141,0.118518,0.703704,0.333333,1.777778,-2.111111,5
94,135,1.262962,2.185185,0.777778,4.888889,-3.888889,5
249,154,18.162964,4.296296,2.555556,7.666666,-4.888889,5
142,111,0.45542,28.74074,24.555555,35.88889,-8.888889,5
204,131,0.172133,0.222222,0,0.666667,-0.666667,5
189,141,0,0,0,0,0,5
232,149,0,0,0,0,0,5
14,135,0.062963,2.888889,1.666667,6,-5.666666,5
158,154,1.083547,0.62963,0.444444,1.222222,-1.222222,5
203,133,0.02963,0.592593,0,1.777778,-1.777778,5
104,137,0.151852,3.703704,2.111111,7.111111,-5.444445,5
189,68,0.58373,6.888889,5.666666,10.333334,-6.666666,5
197,144,0.712325,0.703704,0.333333,1.666667,-1.777778,5
225,36,0.272166,7.925926,5,13.666667,-8.444445,5
187,89,1.605546,8.444445,6.333334,13,-7.333334,5
231,30,0.712325,7.037037,4.777778,11.666667,-7.111111,5
231,91,0.278887,6,4.555555,9.777778,-7,5
211,107,2.251853,16.74074,11.777778,25.777779,-12.222222,5
95,97,0.534027,19.592592,15.333333,27.777779,-11.777778,5
235,86,0.018519,12.333333,7.777778,21.11111,-12.666667,5
160,95,3.544427,2.148148,2.111111,2.555556,-1.111111,5
57,93,0.389682,17.925926,13.222222,27.11111,-13.444445,5
229,104,0.547722,19.777779,16.333334,26.11111,-8.666667,5
185,84,0.490653,23.25926,18.666668,31.333334,-10.444445,5
57,89,1.306678,17,13,24.555555,-10.666667,5
56,140,0.462963,5.555555,3.666667,9.444445,-6,5
162,94,39.262947,15.37037,10.666667,23.777779,-11.111111,5
169,104,1.772214,18.518518,16,23.333334,-6.888889,5
173,152,0,0,0,0,0,5
205,106,0.45542,17.481482,14.111111,24,-9.444445,5
112,120,1.032795,21.555555,17.555555,28.666666,-9.333333,5
35,112,0.296297,16.185184,12.111111,23.88889,-10.888889,5
247,92,0.518518,12.074074,7.555555,20.555555,-11.888889,5
188,110,0.518518,4.222222,2.777778,7.444445,-5.333334,5
208,34,1.730981,14.444445,10.777778,21,-8.666667,5
58,113,1.223232,20.851852,16.88889,28.444445,-10.888889,5
219,133,0.300001,9.851851,6.222222,16.666668,-9.555555,5
189,107,0.699206,27.777779,23.444445,35.11111,-9,5
240,63,0.544331,8.962963,6.333334,14,-7.222222,5
157,85,1.241266,18.925926,14.555555,26.88889,-10.777778,5
166,36,0,0,0,0,0,5
59,135,0.182574,0.481482,0,1.444444,-1.444444,5
43,141,0.172133,0.777778,0,2.333334,-2.333333,5
139,113,0.975629,29.333334,24.88889,37,-9.666667,5
170,143,0,0,0,0,0,5
159,116,0.344265,29.814816,25.666666,37.11111,-9.444445,5
225,58,0.421637,8.333333,5.555555,14.111111,-9,5
170,154,0.172133,0.074074,0,0.222222,-0.222222,5
172,138,10.074077,12.185185,8.222222,19.222221,-9.222222,5
117,137,0.074074,3.111111,1.555556,6.333334,-5,5
201,133,0.240741,0.740741,0.333333,1.777778,-1.888889,5
86,155,10.551853,8.740741,6.666666,12.888889,-6.222222,5
57,89,1.306678,17,13,24.555555,-10.666667,5
53,134,0.3,6.962963,4.666667,11.222222,-5.888889,5
46,131,0.062963,1.407407,0.777778,2.777778,-2.222222,5
46,154,8.21111,6.37037,9.666667,4.666667,-4.777778,5
180,142,0.278887,0.111111,0,0.333333,-0.333333,5
57,118,5.5,19.407408,15.555555,26.555555,-9.888889,5
173,93,0,0,0,0,0,5
200,147,0.544331,0.296296,0.222222,0.444444,-0.222222,5
155,68,3.786917,2.296296,2.111111,2.888889,-1.222222,5
214,108,0.365148,16.925926,13.555555,23.444445,-9.444445,5
83,117,1.378405,17.11111,14.555555,23,-10,5
245,129,0,0,0,0,0,5
42,135,0.151852,2.407408,1.333333,5.111111,-4.888889,5
180,141,0.136083,0.037037,0,0.111111,-0.111111,5
223,62,0.298142,6.444445,4.111111,11.444445,-8,5
245,140,0.278887,0.407407,0.222222,0.777778,-0.555556,5
227,109,0.983192,21.851852,18.444445,28.777779,-10.555555,5
252,137,0.544331,0.740741,0.333333,1.777778,-1.888889,5
77,135,0.02963,0.777778,0,2.333334,-2.333333,5
252,137,0.544331,0.740741,0.333333,1.777778,-1.888889,5
206,12,1.481991,11.444445,8.444445,17.666668,-9.666667,5
61,92,1.062841,17.25926,12.888889,25.777779,-12.444445,5
159,138,0.166667,2.666667,1.111111,5.888889,-5,5
169,137,0.477777,25.333334,18.666668,36.555557,-13.666667,5
189,144,0,0,0,0,0,5
210,153,0,0,0,0,0,5
6,154,0.02963,0.074074,0,0.222222,-0.222222,5
206,133,0.136083,0.37037,0,1.111111,-1.111111,5
22,114,1.162692,30.481482,24.444445,40.77778,-12.777778,5
214,84,0.272165,17.185184,13,24.88889,-10.555555,5
119,138,0.518518,3.555556,1.777778,7.222222,-5.666666,5
125,149,0,0,0,0,0,5
156,154,0.327731,1.740741,1,3.555556,-3.222222,5
58,111,3.451851,19.333334,15.555555,26.222221,-9.333333,5
163,152,0,0,0,0,0,5
244,108,5.102286,23.703703,20,30.444445,-9.111111,5
195,136,0.522222,2.444444,0.666667,5.777778,-4.666666,5
159,83,0.250924,18.222221,13.333333,26.88889,-11.333333,5
160,41,0.809664,0.703704,0.555556,1.222222,-1.111111,5
33,114,0.074074,16.11111,11.777778,24.11111,-11,5
186,12,0.272165,6.259259,3.888889,11.333333,-8.111111,5
230,113,0.501849,21.592592,18.11111,27.88889,-8.444445,5
137,141,0.136083,0.037037,0,0.111111,-0.111111,5
34,131,0.177778,0.814815,0.333333,1.888889,-1.777778,5
47,89,0.172133,14.222222,10.222222,22.11111,-11.666667,5
38,134,0.182574,1.037037,0,3.111111,-3.111111,5
152,152,0.033333,1.407407,1,2.444444,-1.888889,5
187,135,2.462965,26.444445,20.222221,37,-13,5
150,152,0.02963,1.37037,1,2.333334,-1.777778,5
203,133,0.136083,0.296296,0,0.888889,-0.888889,5
203,83,0.136083,17.074074,12.888889,24.88889,-10.888889,5
161,135,0.136083,1.259259,0.777778,3,-3.777778,5
123,152,0,0,0,0,0,5
211,154,0.02963,0.259259,0,0.777778,-0.777778,5
128,144,0,0,0,0,0,5
222,93,0.062963,2.444444,1,5.444445,-4.666666,5
237,91,0.018519,12.148149,7.555555,20.666668,-11.777778,5
186,12,0.272165,6.259259,3.888889,11.333333,-8.111111,5
195,119,1.405017,8.62963,5.888889,13.666667,-6.888889,5
160,110,0.691214,31.62963,27.222221,39.333336,-9.888889,5
182,39,5.737789,9.518518,7.333334,14.333333,-7.888889,5
225,90,0.250924,6.592593,4.666667,11.222222,-8.111111,5
202,129,0.544331,2.296296,2.444444,2.555556,-1.222222,5
94,140,0.033333,3.037037,1.777778,6.111111,-5.444445,5
76,89,0.952579,16.814816,12.888889,24.444445,-11.111111,5
184,145,0.611616,0.555556,0.333333,1.222222,-1.333333,5
236,38,1.490712,14.444445,10.111111,22,-9.666667,5
166,154,0.02963,0.703704,0.222222,1.888889,-2.111111,5
187,86,1.06284,6.703704,4.666667,10.888889,-6.444445,5
161,138,0.172133,1.222222,0.444444,3.222222,-3.666667,5
124,98,1.011051,21.518518,16.88889,30.444445,-12.888889,5
208,90,2.562966,5.148148,2.777778,10,-7.444445,5
188,88,0.471405,7.333334,5.111111,12.222222,-8,5
43,137,0.077778,1.666667,0.666667,3.777778,-3.333333,5
130,145,0,0,0,0,0,5
163,133,0.172133,1.555556,1,3.555556,-4.333334,5
182,152,0.981307,0.777778,0.333333,1.666667,-1.333333,5
242,65,0.272166,8.925926,6.111111,14.333333,-7.777778,5
184,145,0.490654,3.407408,2.333334,5.777778,-3.888889,5
238,61,0.471405,8.777778,5.888889,14.333333,-8,5
94,136,0.02963,2.555556,1,5.777778,-5,5
172,140,0.421636,3.222222,2.666667,5,-3.666667,5
58,140,0.018519,0.259259,0,0.777778,-0.777778,5
215,89,1.586984,18.037037,14.444445,25.11111,-10.444445,5
40,142,0.136083,1.222222,0.111111,3.555556,-3.666667,5
42,133,1.90613,2.703704,1.222222,5,-2.444444,5
227,104,0.547723,19.62963,16.222223,26.11111,-9.222222,5
159,105,0.501849,26.74074,22.555555,34,-9.222222,5
244,105,4.923489,22.703703,19.11111,29.555555,-9.777778,5
121,134,0.02963,1.666667,0.666667,4,-4,5
177,33,1.577621,8.740741,6.444445,13.111111,-6.222222,5
166,135,0.272166,1.407407,0.777778,3.333333,-3.888889,5
142,111,0.45542,28.74074,24.555555,35.88889,-8.888889,5
37,130,0.962963,1.62963,1.111111,3,-2.555556,5
84,134,0.118518,2.111111,1,4.666667,-4.333334,5
