@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
127,4.144167,32.666668,-1.888889,-1.67677,4
149,1.585185,17.444445,-14.111111,-2.141787,4
34,0.583731,46.22222,-24.11111,-2.09452,4
68,0.583729,48.666668,-21.222221,-2.069541,4
120,0.443052,45.77778,-8.555555,-1.896425,4
126,2.122222,16.88889,-13.333333,-2.158805,4
80,0.933332,34.555557,-10.111111,-1.962646,4
38,1.068054,57.22222,-19.222221,-2.038824,4
43,1.223233,56.666668,-29.444445,-2.160551,4
103,0.93492,30.88889,-14.555555,-2.102607,4
123,1.555556,39.555557,-11.111111,-1.978328,4
73,0.781736,38.77778,-14.222222,-2.096415,4
127,59.54075,36,-8.222222,-1.908348,4
78,2.322991,61.11111,-30.222221,-2.145541,4
73,1.003696,42.11111,-1.888889,-1.681589,4
122,1.485737,52.444443,-27.555555,-2.128423,4
120,9.262964,44,-13.555555,-2.035243,4
44,0.998146,42.555557,-14.777778,-2.070466,4
90,2.770879,42,-21,-2.131861,4
110,1.809441,28.777779,-15,-2.068653,4
131,2.115206,30.666666,-15.111111,-2.089186,4
83,0.680414,23,-9.555555,-2.063242,4
28,0.658281,54.666668,-26.88889,-2.144507,4
147,1.277778,22.333334,-19.222221,-2.174468,4
109,0.655462,42.77778,-20.555555,-2.105478,4
32,0.836659,53.333332,-15.777778,-2.042422,4
66,1.893459,38.88889,-1.666667,-1.68385,4
100,0.651851,48.88889,-15.111111,-2.00619,4
80,0.711109,36.11111,-8.222222,-1.942698,4
62,0.365146,54.666668,-27.11111,-2.126207,4
130,0.474074,16.444445,-16.777779,-2.134924,4
42,2.231094,40,-15,-2.120131,4
64,0.699206,34.666668,-14.333333,-2.030269,4
125,1.878731,32.444447,-15.333333,-2.100687,4
53,0.389682,35.77778,-10.666667,-2.00456,4
84,0.45542,7.555555,-4.666666,-2.13694,4
24,1.047042,44,-20.555555,-2.186797,4
87,0.623611,56,-24.777779,-2.105073,4
116,0.278888,54.11111,-25.666666,-2.161793,4
98,0.596297,46.333332,-15.888889,-2.025773,4
81,0.740742,33,-11.111111,-1.984566,4
87,1.695309,37.22222,-16.333334,-2.050388,4
138,0.41852,62,-16.777779,-1.999045,4
156,5.18889,17,-12.666667,-2.109365,4
108,16.83333,35.77778,-12,-2.080474,4
115,1.306679,24.88889,-11.888889,-2.094392,4
68,0.936897,34.666668,-1.222222,-1.659641,4
125,1.944448,61.666668,-18.333334,-2.019545,4
20,1.062841,57.444443,-26.222221,-2.133031,4
105,0.151852,44,-13.555555,-1.991964,4
111,0.443053,52.444443,-20.88889,-2.058,4
111,0.272165,55,-17.444445,-2.014126,4
117,0.742868,39.666668,-19,-2.09948,4
65,0.91084,52.77778,-19.11111,-2.041901,4
126,2.274658,20,-6.888889,-1.96874,4
70,0.655461,52.88889,-23,-2.070832,4
73,1.003696,42.11111,-1.888889,-1.681589,4
139,0.596294,57.333332,-20.333334,-2.065471,4
103,1.496294,54.333332,-15.777778,-2.00292,4
88,0.720081,58.88889,-28.11111,-2.132027,4
89,0.958392,51.333332,-23.777779,-2.108757,4
143,0.544331,43.333332,-22.11111,-2.108995,4
77,1.585185,53.11111,-16,-2.030875,4
124,1.807404,48.333332,-14.666667,-2.030079,4
122,3.016006,29,-14.888889,-2.074838,4
78,2.874073,38.444443,-8.111111,-1.886072,4
73,0.389682,39.77778,-2.555556,-1.720441,4
20,4.479171,31.666666,-10.444445,-2.045203,4
147,0.844445,4.555555,-1.444444,-1.584341,4
138,1.638653,48,-16.555555,-2.029656,4
44,1.128748,50.333332,-25.666666,-2.102652,4
111,1.597452,25.11111,-12.444445,-2.064723,4
145,0.421638,22.777779,-7.666666,-1.934686,4
50,0.869227,53.77778,-23.555555,-2.129479,4
97,0.574133,43.555557,-5.888889,-1.840735,4
102,0.177779,56.555557,-20.11111,-2.083043,4
79,0.651853,40.666668,-8.777778,-1.918888,4
129,0.827758,27.444445,-13.444445,-2.078797,4
73,1.993508,35.11111,-13.555555,-2.054964,4
87,0.623611,56,-24.777779,-2.105073,4
22,0.975629,43.333332,-20.666666,-2.123537,4
82,0.488889,40,-10,-1.971781,4
65,0.827759,53.666668,-20.88889,-2.091037,4
140,0.685185,18.88889,-15.333333,-2.167262,4
132,1.011049,33.88889,-16.666666,-2.129523,4
95,0.91084,47.77778,-24.555555,-2.107858,4
137,1.555159,33.555557,-6.111111,-1.940975,4
152,3.574075,0.777778,-1.111111,-2.007351,5
142,2.108185,0.888889,-2.777778,-2.094395,5
92,0.177777,11.888889,-11.222222,-2.113273,5
134,0.240741,1.333333,-5.555555,-2.133095,5
133,0.02963,0,-1.777778,-2.094395,5
109,0.389682,18.333334,-10.222222,-2.082762,5
89,1.068055,6,-6.333334,-2.043884,5
154,0.077778,0.222222,-0.888889,-1.919639,5
154,0.136083,0,-0.222222,-2.094395,5
111,0.344265,25.777779,-12.555555,-2.202667,5
82,2.53348,12.444445,-11.555555,-2.170632,5
111,0.344265,25.777779,-12.555555,-2.202667,5
155,60.240738,6.666666,-6.222222,-2.079296,5
95,0.403687,1.777778,-0.111111,-1.628908,5
99,1.128749,11.444445,-12.777778,-2.112503,5
36,0.278887,4.777778,-8.222222,-2.097293,5
89,0.800463,2.666667,-6.444445,-2.065342,5
134,0.240741,1.333333,-5.555555,-2.133095,5
135,0.151852,26.444445,-21.555555,-2.227801,5
139,0.02963,0,-3.888889,-2.094395,5
137,0.712325,0.111111,-1.222222,-2.007606,5
134,0.018518,5,-6.888889,-2.138459,5
140,0.742867,0.222222,-0.555556,-2.094395,5
151,0.172133,0,-0.333333,-2.094395,5
89,3.83792,10.333334,-12,-2.107311,5
131,0,0,0,0,5
88,0.074074,8.111112,-14.111111,-2.136677,5
31,2.678447,8.888889,-8.777778,-2.171949,5
152,3.574075,0.777778,-1.111111,-2.007351,5
89,2.453266,13.111111,-11.777778,-2.11184,5
145,0.272166,0.111111,-0.666667,-1.920944,5
82,2.167948,12.111111,-10,-2.102722,5
84,0.344265,13.666667,-12.555555,-2.152852,5
89,0,14.222222,-12,-2.113032,5
134,0.018519,0,-1.555556,-2.094395,5
153,0,0,0,0,5
114,0.062963,12.111111,-14.222222,-2.141659,5
113,0.389682,17.222223,-11.888889,-2.125693,5
137,0.712325,0.111111,-1.222222,-2.007606,5
62,0.557773,3.666667,-6.888889,-2.034152,5
145,0,0,0,0,5
133,0.344444,3.444444,-5.111111,-2.048,5
116,0.077778,13.777778,-9.888889,-2.121175,5
62,0.501848,3.777778,-7,-2.048717,5
36,0,0,0,0,5
129,0,0,0,0,5
133,3.158176,1.888889,-4.444445,-2.208419,5
154,0.403687,0.222222,-0.555556,-1.861154,5
136,0.02963,0.888889,-4.666666,-2.071242,5
154,0.02963,0,-0.222222,-2.094395,5
133,0.136083,0,-1.111111,-2.094395,5
62,0,0,0,0,5
147,0.68853,0.222222,-0.222222,-2.094395,5
153,0.02963,0,-1.111111,-2.094395,5
144,0,0,0,0,5
141,0,0,0,0,5
131,0,0,0,0,5
89,1.725624,14.555555,-10.777778,-2.102295,5
90,0.471405,7.555555,-7.444445,-2.067026,5
148,0,0,0,0,5
33,2.973961,6.666666,-6.888889,-2.056119,5
58,0.344265,5.333334,-8.333333,-2.068564,5
107,2.818519,12.666667,-14.888889,-2.159464,5
96,0.516398,15.111111,-13.111111,-2.086083,5
148,0,0,0,0,5
87,0.374074,7.222222,-13.444445,-2.138617,5
144,0,0,0,0,5
155,121.396286,8.555555,-10.555555,-2.140531,5
41,0.172133,0.333333,-0.444444,-1.84512,5
93,0.389682,10.555555,-13.111111,-2.102707,5
89,4.703426,13.444445,-12,-2.129746,5
130,0.951852,0.777778,-1.555556,-1.959823,5
61,0.490653,6.111111,-8.666667,-2.121837,5
112,0.344265,25.777779,-12.888889,-2.200156,5
138,0.133333,1,-4.666666,-2.077816,5
130,0.272166,0,-1.555556,-1.861154,5
61,0.459468,4.333334,-7.222222,-2.048717,5
93,0.862962,10.444445,-13.555555,-2.137493,5
136,0.211111,0.666667,-4.222222,-2.094395,5
79,3.487544,11.444445,-10.888889,-2.175843,5
138,0.136083,0,-1.111111,-1.755017,5
91,0.172133,3.666667,-4.333334,-1.93491,5
145,0.934919,2.111111,-3.222222,-2.036506,5
30,1.632993,6.222222,-7.111111,-2.05997,5
61,0.272165,4.111111,-7,-2.039459,5
92,0.620633,13.111111,-13.111111,-2.11184,5
94,0.490653,6.222222,-9.666667,-2.12934,5
94,0.42963,15.888889,-12.666667,-2.084893,5
136,0.122222,4.222222,-7.555555,-2.175296,5
91,0.107408,19.555555,-18.88889,-2.202425,5
94,0.251852,11.666667,-14.111111,-2.142756,5
137,50.07408,20.777779,-20,-2.213033,5
86,0.327731,13.555555,-11.777778,-2.123611,5
154,0.685184,6.333334,-8.444445,-2.066916,5
64,0.136083,3.111111,-6.111111,-2.015428,5
110,0.962963,2.444444,-4.333334,-2.021228,5
110,0.272165,28.333334,-13.222222,-2.187242,5
131,0.250924,0.111111,-2,-1.871048,5
108,0.298143,13.777778,-10.111111,-2.117648,5
133,0.136083,0,-0.888889,-2.094395,5
106,0.136082,14.333333,-10.111111,-2.117671,5
133,0.02963,6.666666,-10.888889,-2.138743,5
144,0,0,0,0,5
139,0.272166,0,-1.444444,-1.803071,5
153,0,0,0,0,5
135,0.02963,0,-2.333333,-2.094395,5
90,2.464563,13.222222,-11.888889,-2.12273,5
137,0.177778,1.444444,-4.666666,-2.075071,5
142,0.172133,0,-3.333333,-2.056155,5
89,0.285185,18,-18.666666,-2.188149,5
147,0,0,0,0,5
36,0.327731,5.111111,-8.777778,-2.107303,5
62,0.557773,3.666667,-6.888889,-2.034152,5
83,0.403687,13.444445,-12.555555,-2.143761,5
140,0.062963,3.555556,-5.666666,-2.072268,5
131,0,0,0,0,5
154,0.062963,0,-0.777778,-2.094395,5
83,20.922216,6.666666,-11.666667,-2.150257,5
138,0.285185,1.666667,-5.333334,-2.071242,5
149,0,0,0,0,5
94,0.951854,15.666667,-12.777778,-2.084255,5
135,0.062963,1,-3.666667,-1.958546,5
134,0.151852,0.666667,-3.333333,-2.013143,5
91,0.547722,11.333333,-10.333333,-2.128465,5
154,0.544331,0.666667,-2.222222,-1.988202,5
137,0.151852,1.888889,-4.777778,-2.058451,5
141,0.136083,0,-0.111111,-2.094395,5
112,0.799999,27,-22.222221,-2.244772,5
12,3.358241,8.222222,-9,-2.064482,5
141,0.074074,0,-1.111111,-1.921217,5
135,0.172133,0,-1.444444,-1.822214,5
133,0.344444,3.444444,-5.111111,-2.048,5
140,0.421637,2,-1.666667,-1.853161,5
85,0.172133,15.333333,-13.111111,-2.160912,5
89,0.278887,2.666667,-0.666667,-1.890484,5
98,1.29386,17.222223,-13.888889,-2.118236,5
62,0.344265,4.777778,-7.888889,-2.066953,5
131,0.551852,0.222222,-1.444444,-2.056155,5
144,0,0,0,0,5
119,0.829629,24.88889,-18.777779,-2.187781,5
83,0.250924,14.444445,-14.666667,-2.178321,5
84,0.327731,13.555555,-12.333333,-2.143897,5
63,0.389682,6.555555,-7.888889,-2.121837,5
135,0.477778,22.11111,-18.666666,-2.211986,5
68,0.534027,4.666667,-3.666667,-1.780255,5
142,0,0,0,0,5
130,6.240745,1,-2.222222,-2.094395,5
108,1.951258,11.666667,-9.555555,-2.127161,5
134,0.374074,0.888889,-5,-2.071242,5
110,0.272165,28.333334,-13.222222,-2.187242,5
94,0.02963,0.111111,-2.888889,-2.071242,5
152,0,0,0,0,5
80,1.083548,11.777778,-9.444445,-2.138901,5
12,1.966384,3.555556,-7.111111,-2.057978,5
145,0,0,0,0,5
147,0,0,0,0,5
111,0.78881,12.333333,-11.666667,-2.100671,5
90,0.062963,2.666667,-7.111111,-2.073429,5
140,0.02963,0,-0.777778,-2.094395,5
154,0.074074,0,-1.444444,-2.01751,5
152,0,0,0,0,5
142,0.172133,0,-0.333333,-2.094395,5
134,0.151852,0.666667,-3.333333,-2.013143,5
90,8.507409,15.777778,-13.444445,-2.101515,5
64,1.963557,5.333334,-5.666666,-1.965246,5
115,0.033333,0.333333,-2.333333,-2.065536,5
57,2.760166,13.888889,-12.111111,-2.370613,5
152,0.82963,0.666667,-1.555556,-1.933239,5
63,0.272166,3.666667,-6.222222,-2.04457,5
115,0.074074,11.333333,-12.222222,-2.151625,5
117,0.490653,13.777778,-7.666666,-2.005139,5
135,0.385185,0.888889,-4.222222,-2.110974,5
104,2.041242,16.88889,-10.333333,-2.150638,5
138,0.122222,1.444444,-5.222222,-2.08783,5
34,0.501848,11.555555,-11,-2.162383,5
149,0.172133,0,-0.111111,-2.094395,5
152,0,0,0,0,5
148,0.981307,1,-2,-2.04515,5
62,0.501848,3.777778,-7,-2.048717,5
86,0.250924,16.88889,-13.666667,-2.178281,5
67,0.344265,0.333333,0.111111,-1.512684,5
97,0.45542,15.666667,-12.777778,-2.121346,5
152,0.82963,0.666667,-1.555556,-1.933239,5
90,0.344444,18.777779,-18.555555,-2.182442,5
90,0.250924,4.333334,-6.222222,-1.989546,5
104,2.255034,16.222223,-7.555555,-2.113918,5
58,0.327731,6,-8.555555,-2.085342,5
93,0.544331,16.555555,-12.777778,-2.086083,5
141,0.182574,0,-2.333333,-2.094395,5
135,0.033333,0.333333,-2.777778,-1.931332,5
12,1.966384,3.555556,-7.111111,-2.057978,5
152,4.340741,0.777778,-1.222222,-2.000272,5
94,0.02963,0.111111,-2.888889,-2.071242,5
94,0.962962,11.444445,-15.222222,-2.159466,5
114,0.408248,26.222221,-18.11111,-2.207158,5
113,0.544331,18.777779,-10.444445,-2.163633,5
112,0.162963,12.555555,-12.222222,-2.133313,5
13,0.250924,5.888889,-9.555555,-2.074133,5
139,0.062963,2.888889,-6,-2.04457,5
152,0,0,0,0,5
141,0.162963,7,-11.555555,-2.191662,5
114,0.088889,21.777779,-14.444445,-2.15274,5
140,0.666667,2.666667,-0.666667,-2.094395,5
153,0.136083,3.222222,-1.111111,-2.221716,5
86,0.044444,8,-13.333333,-2.128362,5
154,1.218518,4.777778,9.888889,-0.004927,5
155,131.80739,5.555555,-5.888889,-2.115567,5
112,0.278887,19.333334,-12.777778,-2.085248,5
141,0.172133,0,-0.222222,-2.094395,5
38,2.294114,11.222222,-13,-2.193098,5
154,0,0,0,0,5
154,0.596296,4.333334,-6.444445,-2.087985,5
116,0.45542,18.444445,-12.222222,-2.144778,5
130,0,0,0,0,5
40,0,0,0,0,5
116,1.103865,26.666666,-12.444445,-2.177507,5
135,0.162963,0.777778,-3.222222,-1.972186,5
134,0.210819,0,-3.111111,-2.094395,5
153,3.896296,6.222222,-9,-2.14389,5
145,0,0,0,0,5
133,0.074074,0.111111,-1.222222,-1.999063,5
144,0.534027,0.444444,-0.333333,-1.90427,5
104,2.041242,16.88889,-10.333333,-2.150638,5
93,0,0,0,0,5
61,0.459468,4.333334,-7.222222,-2.048717,5
145,0.272166,0.111111,-0.666667,-1.920944,5
107,0.72265,24.777779,-13,-2.201495,5
155,151.68887,11.333333,-4,-1.797435,5
95,1.264911,5.333334,-2.555556,-1.749258,5
119,0.91084,6.333334,-8.222222,-2.142708,5
150,0,0,0,0,5
65,0.421637,6.333334,-8.444445,-2.121878,5
120,1.708367,18.444445,-12,-2.177417,5
144,0,0,0,0,5
134,0.272166,0.666667,-2.555556,-1.997796,5
145,0,0,0,0,5
88,0.298142,4.666667,-6.666666,-2.035769,5
135,0.403687,0.111111,-1.888889,-1.880724,5
135,0.266667,4.222222,-6.666666,-2.125516,5
105,0.742867,13.111111,-7.555555,-2.161571,5
93,0.033333,0.888889,-4.333334,-2.075071,5
115,0.389682,20,-10.555555,-2.14867,5
137,0.107407,0,-4.111111,-2.094395,5
141,0,0,0,0,5
135,0.077778,0,-0.444444,-2.094395,5
134,0.385185,22.333334,-19.11111,-2.21646,5
113,0.389682,17.222223,-11.888889,-2.125693,5
108,0.827759,20.666668,-11.111111,-2.154391,5
144,0.490653,0.111111,-1.111111,-1.986938,5
86,0.062963,8.111112,-13.666667,-2.120153,5
152,0,0,0,0,5
85,0.172133,15.333333,-13.111111,-2.160912,5
140,0.344265,0.444444,-0.777778,-1.838877,5
61,0.443054,4.222222,-7.666666,-2.068204,5
89,0,0,0,0,5
115,0.033333,0.333333,-2.333333,-2.065536,5
93,0.928959,15.666667,-14.333333,-2.136215,5
105,0.809664,19.444445,-10.777778,-2.125548,5
144,0.365148,0.111111,-1,-2.094395,5
58,0.344265,5.333334,-8.333333,-2.068564,5
144,0,0,0,0,5
88,0.459468,19.444445,-12.333333,-2.20829,5
131,0,0,0,0,5
113,0.421636,26.11111,-13.333333,-2.199825,5
104,2.104669,16.555555,-10.222222,-2.128231,5
118,0.874073,16.11111,-11.555555,-2.14718,5
30,2.796824,4.666667,-6.777778,-2.047276,5
115,12.266669,25.222221,-19.11111,-2.218655,5
152,1.090362,0.333333,-1.333333,-2.094395,5
35,0.250924,10.888889,-9.444445,-2.153332,5
152,0.166667,2.333334,-2.777778,-1.997796,5
155,71.574066,6.222222,-7.111111,-2.147622,5
116,0.344266,19.444445,-12.222222,-2.104978,5
134,0.151852,0.666667,-3.333333,-2.013143,5
149,0,0,0,0,5
92,0.118519,8.111112,-13.555555,-2.137851,5
92,0.344265,7.222222,-8.555555,-2.096705,5
93,0.172132,13.444445,-14.111111,-2.110457,5
129,3.804481,1.888889,0.444444,-1.101394,5
137,0.018519,0,-2.444444,-2.056155,5
139,0.285185,2.111111,-6.888889,-2.127586,5
114,0.211111,12.444445,-13,-2.149073,5
68,0.278887,1.888889,-0.555556,-1.861154,5
94,0.42963,15.888889,-12.666667,-2.084893,5
141,0.118518,3,-5.555555,-2.075071,5
113,0.933333,27.11111,-22,-2.238803,5
141,0.136083,0,-0.111111,-2.094395,5
91,0.196296,8.222222,-13.777778,-2.147571,5
116,0.02963,0.333333,-3.888889,-2.018925,5
110,0.02963,6.333334,-10,-2.120265,5
155,131.80739,5.555555,-5.888889,-2.115567,5
141,-0,0,-0.555556,-2.094395,5
34,0.501848,11.555555,-11,-2.162383,5
95,1.264911,5.333334,-2.555556,-1.749258,5
89,0.551852,0.555556,-3.111111,-2.042259,5
90,0.547723,12.333333,-14.333333,-2.125976,5
134,0.077778,0.333333,-3,-2.013143,5
185,1.289558,42.444443,-11.555555,-1.982099,6
189,1.544405,51.444443,-21.222221,-2.101326,6
193,1.408967,52.77778,-18.777779,-2.018211,6
172,5.455545,37.77778,-12.111111,-2.143718,6
182,2.126552,49.666668,-18.333334,-1.99159,6
195,2.247634,41.77778,-15.777778,-2.052705,6
186,1.349897,41.77778,-12.666667,-1.956023,6
187,2.0221,47.333332,-17.333334,-2.009615,6
195,2.247634,41.77778,-15.777778,-2.052705,6
191,2.896358,54.333332,-23.666666,-2.062286,6
186,1.678844,41.88889,-14.111111,-1.968511,6
194,2.03761,43.11111,-15.888889,-2.021838,6
197,1.264912,43.444443,-16.222221,-2.043399,6
189,23.885176,26.555555,-8.666667,-2.050282,6
184,1.929306,48.555557,-15.111111,-1.958014,6
178,12.577775,29.444445,-12,-2.103758,6
197,3.122795,44.11111,-17,-2.071221,6
202,1.130388,52.88889,-20.444445,-2.060614,6
162,210.92223,37.88889,-18.222221,-2.555683,6
191,6.071487,42.11111,-13,-1.964901,6
182,1.98233,46.77778,-16.88889,-2.004082,6
204,1.148268,50.22222,-19.333334,-2.038543,6
180,45.955563,27.88889,-8.333333,-2.021032,6
163,1.851823,38,-16.444445,-2.388454,6
194,2.03761,43.11111,-15.888889,-2.021838,6
161,73.0963,39.666668,-18.222221,-2.238293,6
198,1.600926,45.22222,-18.333334,-2.072616,6
174,0.854183,49.88889,-22.222221,-2.069045,6
188,1.751851,26.666666,-9.666667,-2.016443,6
185,32.118523,28.777779,-10,-2.085272,6
194,3.04351,36.333336,-12.555555,-2.037568,6
159,152.7,32.333336,-15.888889,-2.316872,6
184,2.007394,43.555557,-14.111111,-1.96448,6
177,0.942809,43.77778,-14.222222,-1.956005,6
195,0.966091,41.22222,-16.333334,-2.101377,6
196,1.218681,41.88889,-15.333333,-2.045996,6
188,38.551857,26.555555,-9.888889,-2.03822,6
176,2.691551,43.333332,-14,-1.95141,6
182,2.054805,47.555557,-16.555555,-1.989221,6
175,4.68923,50,-21.222221,-2.05935,6
195,1.705112,49.88889,-17.333334,-2.015595,6
203,2.462309,47.77778,-17.555555,-2.046535,6
200,1.531158,49.11111,-18,-2.015374,6
177,27.333357,29,-11.666667,-2.10084,6
194,1.69531,39.555557,-14.555555,-2.046998,6
188,2.407552,53.444443,-21.88889,-2.079095,6
186,7.932118,45.11111,-15.666667,-2.014102,6
176,1.695309,46.22222,-19.666666,-2.052258,6
198,3.009245,52.22222,-20,-2.050575,6
159,168.95189,31.88889,-16,-2.549349,6
185,94.91854,27.88889,-9.333333,-2.45058,6
193,5.409525,45.666668,-15.555555,-2.080174,6
186,1.241266,41.666668,-14,-1.973056,6
189,33.3185,25.666666,-8.222222,-2.049148,6
176,2.841493,51.88889,-20.88889,-2.030648,6
161,18.922234,36.333336,-15.333333,-2.198939,6
185,1.925463,43.11111,-12,-1.95277,6
204,0.752773,49.666668,-19.11111,-2.037372,6
200,1.784709,52.555557,-20.777779,-2.026586,6
188,1.254621,43.333332,-14.555555,-1.99344,6
180,2.888675,43.666668,-15.555555,-2.008719,6
195,2.888676,41.88889,-14.888889,-2.038956,6
190,1.849925,41.333336,-15.111111,-2.025942,6
198,2.870668,50.88889,-19.88889,-2.064888,6
186,2.815959,44.333332,-13.222222,-2.028812,6
196,1.668887,54.11111,-19.777779,-2.048736,6
189,84.59629,20.333334,-7.444445,-2.01975,6
182,9.218522,30.444445,-10.444445,-2.001125,6
182,2.051197,37.666668,-9.888889,-1.904978,6
186,3.555556,30.333334,-11.555555,-2.036642,6
197,2.146487,47.666668,-19,-2.024321,6
196,4.861031,45.555557,-16.777779,-2.022599,6
179,3.074386,43.77778,-14.333333,-1.978657,6
161,31.022234,37.88889,-18.11111,-2.282295,6
183,3.699851,47.88889,-18.222221,-2.005196,6
191,2.903384,54.666668,-23.222221,-2.065948,6
162,9.396256,38.22222,-17.444445,-2.335371,6
194,4.435546,52.444443,-18.222221,-2.081891,6
177,1.173788,42.333336,-13.333333,-1.942662,6
201,4.071583,49.22222,-15,-1.969456,6
161,18.922234,36.333336,-15.333333,-2.198939,6
161,96.65553,38.22222,-18.11111,-2.338974,6
196,1.695309,41.22222,-15.222222,-2.039491,6
176,1.695309,46.22222,-19.666666,-2.052258,6
176,2.870668,48.88889,-19.444445,-2.021784,6
187,1.602082,50,-16.333334,-1.966671,6
183,3.072581,48.555557,-17.666666,-1.997577,6
184,45.085182,28.333334,-8.777778,-2.215464,6
179,7.274074,31,-12.444445,-2.0752,6
186,3.507134,46.22222,-15.666667,-1.988249,6
160,2.740741,36.666668,-19.11111,-2.102318,6
195,1.709451,42.666668,-16.88889,-2.063044,6
196,1.148268,41.444443,-16.444445,-2.074616,6
189,4.007863,53.88889,-21.88889,-2.054084,6
193,1.295292,39.444443,-13,-2.000118,6
190,5.218202,51,-19,-2.112087,6
190,73.674065,25.88889,-10.555555,-2.160658,6
187,3.538151,42.88889,-14.444445,-1.990627,6
187,1.784708,51.333332,-20.11111,-2.03348,6
190,1.405018,52.333332,-21,-2.043617,6
182,1.42595,39,-10,-1.910677,6
188,0.750309,52.555557,-20.333334,-2.047211,6
196,1.996292,44.77778,-17.444445,-2.059262,6
195,2.102027,40,-16.222221,-2.118572,6
206,2.808056,50.333332,-21.555555,-2.085934,6
190,1.123816,43,-14.111111,-1.987599,6
196,1.148268,41.444443,-16.444445,-2.074616,6
189,2.888888,27.666666,-11.333333,-2.037982,6
163,3.244499,37.77778,-16.333334,-2.392741,6
181,1.32916,48.22222,-19,-2.053189,6
184,63.35185,28,-11.222222,-2.183125,6
181,1.485734,52.555557,-20.88889,-2.044563,6
188,2.23524,43.77778,-14.888889,-1.995072,6
176,1.996294,43.333332,-14.555555,-1.97757,6
194,7.713385,53.22222,-19.444445,-2.033605,6
159,152.7,32.333336,-15.888889,-2.316872,6
183,1.788856,45.333332,-15.555555,-1.981911,6
191,2.786209,53.555557,-22.777779,-2.05611,6
190,2.966668,26.88889,-11,-2.008381,6
199,4.615995,48.11111,-19.666666,-2.045431,6
180,1.088663,42.555557,-13.333333,-1.996042,6
182,5.648992,35,-7.888889,-1.868277,6
190,3.234651,46.555557,-18.777779,-2.052546,6
191,3.429718,51.22222,-21.777779,-2.047053,6
180,3.19722,53.77778,-21.555555,-2.044179,6
201,2.335713,38.77778,-14.222222,-2.06786,6
162,219.57411,37.444443,-18,-2.573635,6
190,1.103865,42.444443,-14,-1.986307,6
202,2.51219,50.22222,-21.333334,-2.093746,6
182,3.618518,29.777779,-8.888889,-1.943038,6
190,1.123816,43,-14.111111,-1.987599,6
193,2.489236,36.555557,-11.444445,-1.992997,6
187,3.512938,48.88889,-18.777779,-2.04388,6
182,1.558727,40.11111,-11.111111,-1.930048,6
198,5.792715,50.77778,-19.333334,-2.035874,6
186,1.781593,42.555557,-13.888889,-1.958085,6
163,5.540755,36.555557,-16.555555,-2.395213,6
161,91.32222,37.333336,-16.444445,-2.316506,6
163,41.988934,37.444443,-16.333334,-2.51749,6
199,3.025815,49.444443,-19.333334,-2.040866,6
184,1.818627,39.444443,-10.333333,-1.930196,6
204,2.083445,48.666668,-18.333334,-2.03737,6
191,1.020167,43.11111,-13.555555,-1.998993,6
200,2.622552,47.22222,-20.444445,-2.065663,6
195,1.738453,42.555557,-16.666666,-2.081095,6
191,2.800133,51.555557,-20.555555,-2.03548,6
200,1.167461,40.444443,-14.333333,-2.038016,6
185,1.951258,49,-19.11111,-2.051056,6
190,0.952579,45.333332,-15.222222,-1.985899,6
192,2.489237,52.555557,-22.11111,-2.055457,6
190,2.655554,28.444445,-10.888889,-2.020042,6
193,3.275612,42.77778,-17.333334,-2.065421,6
197,1.925463,43,-16.11111,-2.022274,6
173,1.236781,48.88889,-20.666666,-2.048199,6
196,1.668887,54.11111,-19.777779,-2.048736,6
200,2.8829,49,-17.777779,-2.021172,6
183,1.597451,46.666668,-15.444445,-1.974959,6
186,1.241266,41.666668,-14,-1.973056,6
185,5.556445,39.22222,-12.888889,-2.004988,6
201,4.723464,51.444443,-20.333334,-2.042514,6
191,1.088662,53.555557,-20.666666,-2.041277,6
180,1.108887,51.555557,-20.555555,-2.022148,6
175,2.257497,50,-21.333334,-2.063776,6
192,1.544403,41,-15.555555,-2.020234,6
187,1.655518,50.88889,-18.333334,-2.013524,6
196,1.35674,47,-18,-2.079185,6
195,1.822697,53.555557,-19.88889,-2.020938,6
160,139.85553,36.77778,-20.333334,-2.335837,6
207,2.802115,49.88889,-19.11111,-2.062724,6
190,2.784215,45.11111,-18.555555,-2.11269,6
186,2.518818,42.555557,-14.333333,-1.974394,6
184,45.085182,28.333334,-8.777778,-2.215464,6
194,3.416733,36.333336,-12.111111,-2.045201,6
173,2.112572,47.444443,-19.88889,-2.04172,6
182,1.597452,37.88889,-9.777778,-1.919167,6
200,1.204929,48.666668,-20.88889,-2.080206,6
190,1.123816,43,-14.111111,-1.987599,6
190,3.727774,51.555557,-19.333334,-2.102898,6
199,3.466775,47.77778,-21.222221,-2.084754,6
194,3.964657,52.11111,-21.11111,-2.112941,6
188,7.540742,29,-11,-2.04072,6
160,4.596297,39.22222,-21.777779,-2.162999,6
200,1.206464,39.444443,-13.888889,-2.016646,6
185,1.656637,43.88889,-14.333333,-2.007175,6
178,4.933632,42.333336,-15.888889,-2.102536,6
189,114.59634,22.88889,-9,-2.101002,6
201,3.124574,46.77778,-19.777779,-2.075226,6
