@relation segment

@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
-25.444445,78.111115,-2.05611,6
-22.666666,69.77778,-2.045431,6
-19.11111,57.11111,-2.113792,6
-21,71,-2.045943,6
-20.222221,62.11111,-2.00738,6
-23.555555,73.333336,-2.048058,6
-13.555555,41.11111,-2.020042,6
-24.555555,74.77778,-2.03548,6
-18.222221,60.333332,-2.071876,6
-10.222222,36.444443,-2.083566,6
-17.777779,58.88889,-2.052705,6
-16.88889,58.88889,-2.102536,6
-18,57.77778,-2.025133,6
-20.88889,62.22222,-2.014434,6
-12.888889,46.22222,-2.316872,6
-18.222221,59.77778,-1.998993,6
-16.555555,57.333332,-1.982099,6
-18.333334,56.88889,-1.949088,6
-22.777779,74.888885,-2.060614,6
-11.333333,39.666668,-2.085272,6
-13.444445,42.88889,-2.001125,6
-23.88889,70.88889,-2.037351,6
-24.88889,72.55556,-1.978495,6
-10.666667,33,-2.101002,6
-20.666666,63.333332,-2.008931,6
-14.555555,47.333332,-1.868277,6
-19.555555,71.55556,-2.081891,6
-12.444445,52.22222,-2.282295,6
-10.222222,35.22222,-2.049148,6
-9.222222,50.666668,-2.555683,6
-18,59,-1.996042,6
-14.222222,42.22222,-1.943038,6
-21.88889,72.111115,-2.085934,6
-20.222221,62.333332,-2.008719,6
-26,79.55556,-2.062286,6
-20,64.88889,-2.063353,6
-16.555555,55.444443,-2.046998,6
-20.666666,61.11111,-1.974394,6
-12.111111,37.77778,-2.014509,6
-22,67.66667,-2.040013,6
-22.666666,70.22222,-2.015374,6
-22.666666,71,-2.040866,6
-21.555555,69.22222,-2.084754,6
-21.11111,61.77778,-1.984565,6
-23.11111,68.111115,-1.980348,6
-21.222221,61.333332,-1.958085,6
-22.777779,74.888885,-2.033605,6
-17.777779,59.22222,-2.056734,6
-10.666667,37.77778,-2.021032,6
-25.222221,75.66667,-2.030648,6
-20.333334,59.88889,-1.973056,6
-11.555555,51.333332,-2.38829,6
-25,72.44444,-1.99159,6
-19,65.66667,-2.079185,6
-24.444445,76.66667,-2.037116,6
-21.333334,68.77778,-2.053189,6
-21.666666,69.111115,-2.039667,6
-18,59,-1.996042,6
-21.88889,63.11111,-1.956005,6
-12.777778,50.333332,-2.143718,6
-15.444445,50.666668,-1.992997,6
-18.333334,60.555557,-2.040515,6
-19.777779,60.666668,-2.006186,6
-12.333333,40.666668,-2.064273,6
-19.444445,60.666668,-1.987599,6
-20.777779,67.22222,-2.075226,6
-17.222221,52.555557,-1.917349,6
-17.333334,54.444443,-1.930196,6
-23.333334,69.55556,-2.024321,6
-20.777779,67.22222,-2.075226,6
-22.444445,75.66667,-2.048736,6
-23.666666,74,-2.042514,6
-18.11111,58.666668,-1.986776,6
-24.88889,73.333336,-1.992052,6
-10.555555,38.77778,-2.183125,6
-16,57.333332,-2.101377,6
-25.11111,75.22222,-2.047053,6
-14.222222,42.22222,-1.943038,6
-19.444445,60.666668,-1.987599,6
-17.11111,52.555557,-1.919167,6
-17.88889,58.22222,-2.039491,6
-9,50.333332,-2.573635,6
-17.555555,58.555557,-2.038956,6
-23.11111,72.66667,-2.02885,6
-11.111111,38,-2.020345,6
-24.777779,76.44444,-2.055457,6
-9.777778,29.333334,-2.01975,6
-17.555555,55.77778,-2.016646,6
-24.555555,76.55556,-2.020938,6
-13.444445,42.88889,-2.001125,6
-10.111111,38.333336,-2.215464,6
-21.555555,61.11111,-1.940813,6
-20.222221,62.333332,-2.008719,6
-21.11111,66.88889,-2.052546,6
-22.222221,76.55556,-2.109375,6
-22.777779,71.22222,-2.037372,6
-22.88889,75.44444,-2.035894,6
-21.88889,70.333336,-2.094585,6
-20,60.88889,-1.973221,6
-24.333334,75.55556,-2.043617,6
-18,54.333332,-1.910677,6
-18.666666,60.77778,-2.06698,6
-24.88889,72.111115,-2.024748,6
-11.444445,51.77778,-2.395566,6
-19.555555,59.22222,-2.020234,6
-23.333334,72.66667,-2.063776,6
-21.222221,67.88889,-2.028618,6
-9.888889,49.22222,-2.341198,6
-18.444445,55.333332,-2.102318,6
-23.11111,69,-1.958014,6
-10.333333,51.333332,-2.494607,6
-25.222221,79.22222,-2.065948,6
-25.444445,76.44444,-2.026586,6
-12.555555,49,-2.175826,6
-22.444445,69,-2.065663,6
-20.333334,59.88889,-1.973056,6
-8.555555,30.11111,-1.858264,6
-21.333334,61,-1.942662,6
-11.888889,54.666668,-2.386671,6
-9.111111,36.333336,-2.217095,6
-20,63.666668,-2.014102,6
-18.11111,57.666668,-2.047243,6
-15.222222,50,-1.995801,6
-24.444445,78.77778,-2.084935,6
-19.333334,60,-1.986307,6
-18.555555,60.666668,-2.063044,6
-20.88889,59.88889,-1.947472,6
-17.777779,58.333332,-2.162999,6
-12.444445,51.22222,-2.316506,6
-11.666667,40.666668,-2.10084,6
-20.11111,72.55556,-2.112941,6
-23.333334,72.55556,-2.013524,6
-19.333334,64.22222,-2.072616,6
-17.88889,52.88889,-1.904978,6
-24.555555,74.77778,-2.03548,6
-17.333334,55.333332,-2.000118,6
-21.666666,70.111115,-2.015595,6
-22.333334,68,-2.009615,6
-22.666666,72.333336,-2.035874,6
-14.333333,40.11111,-2.008381,6
-19.11111,63.333332,-2.059262,6
-24.11111,74.111115,-2.03348,6
-19.333334,58.88889,-1.956023,6
-18.444445,58.666668,-2.025942,6
-18.88889,59.77778,-1.970398,6
-19.777779,61.555557,-2.022274,6
-22.666666,77.77778,-2.06802,6
-24,75.111115,-2.047766,6
-18.222221,63,-2.080174,6
-24.222221,76.44444,-2.034119,6
-22.444445,75.66667,-2.048736,6
-13.444445,42.88889,-2.001125,6
-19.444445,60.666668,-1.987599,6
-22.11111,69.66667,-2.021172,6
-13.333333,40.333336,-2.037982,6
-19,61.333332,-2.007175,6
-22,62.666668,-1.95141,6
-21.777779,69.88889,-2.051056,6
-11.666667,45.444443,-2.549349,6
-21.222221,64.55556,-1.985899,6
-18.666666,62.22222,-2.071221,6
-12.333333,51.77778,-2.335837,6
-14.111111,49.77778,-2.045201,6
-24,76.111115,-2.060549,6
-25.222221,74.22222,-2.020865,6
-17.333334,59.666668,-2.081095,6
-19.333334,62.444443,-2.064277,6
-12.666667,41.88889,-2.103758,6
-23,72,-2.038543,6
-24.333334,76.66667,-2.041277,6
-8.111111,48.88889,-2.388454,6
-10.333333,51.333332,-2.384441,6
-18.666666,62.22222,-2.071221,6
-22.88889,76,-2.079095,6
-24.555555,77.55556,-2.054084,6
-19.88889,62,-1.995072,6
-13.444445,44.11111,-2.0752,6
-22.333334,67.66667,-2.052258,6
-22.555555,69.111115,-2.001558,6
-11.111111,38.555557,-2.022227,6
-19.666666,71.111115,-2.102898,6
-8.666667,48.11111,-2.425324,6
-11.666667,40.333336,-2.121237,6
-12.111111,39.11111,-1.970772,6
-16.222221,57.11111,-2.105677,6
-24.222221,79.111115,-2.070441,6
-9,37.555557,-2.45058,6
-20.777779,60.444443,-1.968511,6
-21.555555,68,-2.033505,6
-21.11111,66.88889,-2.052546,6
-17.555555,52,-1.887731,6
-23.555555,69.66667,-2.005196,6
-22.11111,66.55556,-1.974959,6
-12.222222,38,-2.03822,6
-18.777779,56.333332,-1.930048,6
-22.222221,76.55556,-2.109375,6
-22.333334,67.66667,-2.052258,6
-22.555555,68.111115,-1.989221,6
-19.88889,61.666668,-2.021838,6
-24,75.111115,-2.047766,6
-21.555555,64.333336,-2.020895,6
-17,56.555557,-2.038016,6
-25.222221,75.66667,-2.030648,6
-22.11111,73.44444,-2.073869,6
-9.333333,35.88889,-2.217735,6
-21.555555,64.333336,-2.020895,6
-14,42.77778,-2.044277,6
-12.444445,52.22222,-2.282295,6
-20.88889,72.44444,-2.101326,6
-8.222222,47.555557,-2.395213,6
-23.333334,74.888885,-2.047211,6
-12.888889,46.22222,-2.316872,6
-21.11111,62.333332,-1.96448,6
-19.222221,62.22222,-2.054753,6
-25.444445,74.888885,-2.005956,6
-24.11111,71.44444,-2.021784,6
-9.777778,50.555557,-2.335371,6
-23,76.55556,-2.074028,6
-13.222222,54.555557,-2.238293,6
-15.777778,52.88889,-1.998857,6
-19.777779,60.666668,-2.006186,6
-23.222221,69.55556,-2.04172,6
-12.444445,51.22222,-2.316506,6
-23.666666,71.55556,-2.048199,6
-21.333334,71.55556,-2.093746,6
-23.11111,72.22222,-1.997736,6
-18.666666,59.555557,-1.95277,6
-19,62.333332,-2.048697,6
-21.777779,69.66667,-2.04388,6
-19.88889,61.444443,-1.99344,6
-23.222221,76,-2.043538,6
-15.222222,55.555557,-2.118572,6
-23.333334,70,-1.997577,6
-19.444445,58.22222,-1.937924,6
-24.222221,75.66667,-2.044563,6
-10.222222,51.333332,-2.327482,6
-22.666666,77.77778,-2.06802,6
-20.88889,72.44444,-2.101326,6
-23.777779,74.888885,-2.018211,6
-19,61.22222,-2.065421,6
-18.444445,61.77778,-2.044653,6
-17.444445,58.555557,-2.074616,6
-12.555555,49,-2.175826,6
-6.111111,42.88889,-2.470153,6
-22.444445,67,-2.051636,6
14.666667,19.88889,1.905303,7
20.666666,24.777779,2.176993,7
10.222222,16.777779,2.264277,7
14.888889,24.555555,2.413262,7
10.777778,14.333333,2.36281,7
16,21.444445,2.432783,7
12.222222,17.777779,2.382684,7
20.666666,26.444445,2.205099,7
13,18.88889,2.363871,7
13.888889,28.333334,2.864931,7
12.555555,18.333334,2.37843,7
14.111111,24,2.458471,7
15.777778,24.333334,2.395018,7
-7.111111,25.11111,-1.755483,7
15.111111,24.666666,2.437339,7
16.222221,17.11111,2.011228,7
10.111111,11.222222,2.259398,7
15.222222,21.777779,1.82234,7
10.222222,13.777778,2.426379,7
14.888889,24.555555,2.413262,7
18.88889,27.555555,2.243094,7
17,17.555555,1.872506,7
15.777778,23.222221,2.129513,7
12.111111,15.777778,2.386597,7
19.11111,22.88889,2.119546,7
18.666666,24.222221,2.27303,7
11.222222,11.444445,2.10726,7
13.888889,19.333334,2.402851,7
18.88889,27.555555,2.113918,7
3.888889,11.888889,2.32339,7
12,11.111111,1.83826,7
12.555555,17.444445,2.508226,7
15.444445,23.11111,2.327545,7
19,31.444445,2.302124,7
16.88889,16.88889,2.019747,7
15.666667,19.777779,2.055672,7
13.444445,18.11111,2.080445,7
2,16.88889,2.87512,7
17,15.444445,1.984785,7
9.333333,8.888889,2.097231,7
14.111111,18.666668,2.32063,7
10.888889,11.888889,2.277351,7
15.111111,21.11111,2.310932,7
14.111111,20.444445,2.345133,7
13.333333,29.555555,2.769038,7
10.333333,17,2.283147,7
17.88889,25,2.292736,7
15.555555,22.666666,2.386452,7
19.666666,25.555555,2.348728,7
19.444445,29,2.389391,7
16.444445,20.555555,2.284571,7
11.777778,12.444445,1.844726,7
8.777778,8.777778,2.180526,7
18.444445,26,2.506807,7
15.777778,22.222221,2.515826,7
13.444445,16.11111,2.060955,7
21.88889,27.555555,2.304153,7
12.888889,20.333334,1.94304,7
16.444445,19.11111,2.046683,7
12.111111,11.111111,2.079295,7
13.222222,17,2.49158,7
17.11111,26.222221,2.416354,7
14,19.11111,2.210055,7
19.222221,29.444445,2.561049,7
13.666667,19.11111,2.447547,7
14.444445,21,2.222103,7
11.333333,10.444445,2.046588,7
12.111111,16.11111,2.31952,7
13.333333,19.666668,2.038483,7
16.222221,24.666666,2.451836,7
11.111111,18.333334,2.350437,7
10.555555,18.666668,2.482445,7
12,23.555555,2.274128,7
16.444445,17.444445,2.164262,7
21.666666,29.444445,2.280289,7
21.222221,29.88889,2.158915,7
9.111111,19.444445,2.91248,7
14.555555,23.333334,2.332243,7
16.333334,32.333336,2.285098,7
12,21.777779,2.337472,7
17.444445,29,2.033698,7
4.222222,15,2.563437,7
17.11111,22.88889,2.105197,7
12.111111,21.555555,2.690112,7
17,28.222221,2.541661,7
16.11111,15.888889,2.156779,7
8.888889,9.444445,2.033629,7
-2.555556,10.333334,-1.190561,7
13.666667,13.777778,2.192935,7
12.444445,19.88889,2.20467,7
13.777778,17.555555,1.83885,7
15.777778,20,1.966536,7
13.888889,19.777779,2.401137,7
10.111111,17.444445,2.707051,7
16.777779,26.88889,2.467938,7
16.222221,18.11111,1.875362,7
16.88889,21,2.075874,7
13.777778,20.777779,2.391996,7
7.444445,15.333333,2.628208,7
12.555555,17.777779,2.212898,7
19.222221,29.444445,2.561049,7
13.222222,17.222223,2.391736,7
16.666666,35.666668,2.617801,7
13.666667,16.222223,2.206642,7
16.88889,16.11111,1.870487,7
14,18,2.368311,7
9.444445,19.555555,2.737074,7
16.666666,23.88889,2.438615,7
8.777778,9.555555,2.030867,7
15,18.444445,2.328108,7
9.666667,18.666668,2.554965,7
10.777778,17.222223,2.441017,7
15.444445,21.333334,1.891015,7
11.444445,12.333333,2.187022,7
11.666667,9.888889,2.074957,7
22.222221,28.555555,2.175522,7
12.777778,23.88889,2.189135,7
18.777779,29,2.126901,7
20.333334,25.333334,2.126516,7
9.888889,11.333333,2.242649,7
24.666666,34.11111,2.214011,7
14.555555,21.777779,2.363581,7
12.888889,11.222222,1.991157,7
13.222222,18.555555,2.392487,7
14.666667,23.88889,2.291415,7
11.555555,17.222223,2.255333,7
18.11111,32,2.479064,7
10.333333,18.555555,2.522748,7
14.222222,20.11111,2.242196,7
13.111111,16.88889,2.09922,7
10.777778,19.222221,2.670771,7
21.88889,27.555555,2.304153,7
14.555555,18.333334,2.303853,7
14.333333,24.666666,2.271693,7
14.888889,20.777779,2.32489,7
10.111111,11.555555,2.09315,7
16.11111,29.88889,2.557389,7
12.666667,23.88889,2.405202,7
15.222222,17,2.006642,7
11.555555,10.666667,2.058329,7
16.222221,25,2.467752,7
18.666666,23,1.916419,7
17.11111,27.88889,2.624707,7
13.555555,20.777779,2.462118,7
14,18,2.368311,7
13.444445,17.444445,2.42875,7
12.111111,20.11111,2.252368,7
17.777779,26.11111,2.224382,7
10.111111,11.555555,2.09315,7
14.666667,27.222221,2.453831,7
12.777778,21.444445,2.266094,7
16.777779,27.777779,2.179845,7
12.444445,16.333334,2.221276,7
14.555555,21.222221,2.198051,7
7.444445,17.555555,2.593543,7
14.666667,27.222221,2.453831,7
13.222222,16.555555,2.217263,7
-0.888889,17.666668,-3.015081,7
13.222222,16.222223,2.04457,7
12.555555,19.11111,2.362146,7
16.555555,21.11111,1.863654,7
18.88889,30.11111,2.190305,7
14.444445,17.444445,2.291847,7
13,12.444445,2.117886,7
16.333334,24.88889,2.419445,7
13.777778,22.222221,2.524273,7
15.444445,21.444445,2.141428,7
13.666667,13.777778,2.192935,7
17.777779,25.444445,2.320382,7
17.444445,18.222221,1.986748,7
1.777778,7.222222,1.756645,7
14.333333,19.88889,2.461599,7
11.555555,12.666667,2.201318,7
14.777778,14.666667,2.069452,7
11.666667,11.222222,2.122422,7
17.666666,18.777779,1.985552,7
15.111111,23.222221,2.428022,7
1.777778,7.222222,1.756645,7
16.88889,22.222221,2.306678,7
17.666666,18,1.877146,7
15.666667,20,2.112617,7
12.333333,17.11111,2.340618,7
15.111111,19.11111,2.317212,7
11.444445,13.777778,1.908457,7
14.111111,17,2.391307,7
12.111111,15.888889,2.128646,7
13.888889,29.666666,2.731134,7
16.333334,30.88889,2.604013,7
19.444445,30.555555,2.395778,7
15.333333,20.444445,1.789167,7
15.333333,19.333334,1.937892,7
11.333333,10.444445,2.046588,7
11.333333,11.777778,1.946502,7
7.333334,11.777778,1.905045,7
20.333334,25.333334,2.102212,7
15,22.333334,2.350367,7
18,29.333334,2.169397,7
19.88889,33.444447,2.38935,7
14.222222,20.11111,2.242196,7
14.111111,27.555555,2.28263,7
15.666667,24.222221,2.083854,7
16.666666,24.222221,2.361827,7
13.333333,23.444445,2.505249,7
16.333334,30.88889,2.604013,7
16.222221,28.555555,1.798302,7
12.888889,20.333334,1.94304,7
10.444445,22,2.587396,7
16.88889,28.11111,2.141811,7
12.111111,17.777779,2.292041,7
9.777778,15.888889,2.55309,7
13.888889,28.333334,2.864931,7
13.222222,18.555555,2.392487,7
11.222222,11.222222,1.938468,7
9.444445,18.222221,2.586018,7
14.777778,18.777779,2.487917,7
9.111111,8.777778,2.193568,7
5.444445,9.555555,2.340587,7
16.444445,19.222221,1.941465,7
10.555555,17,2.377854,7
14.666667,15.777778,2.316242,7
15.444445,29.444445,2.604303,7
19.333334,25.11111,2.254303,7
11,20.444445,2.593107,7
17.222221,24,2.47582,7
4.666666,10.111111,1.917421,7
14.888889,13.888889,2.126063,7
20,26.555555,2.204408,7
16.88889,21,2.075874,7
16.88889,24.666666,1.971572,7
10.111111,18.555555,2.545329,7
20.555555,30.666666,2.471757,7
14.666667,23,2.483198,7
15.222222,20.444445,2.170543,7
11.333333,22.777779,2.741647,7
15.222222,15.888889,1.940832,7
13.222222,23.333334,2.791674,7
17,23.666666,2.214996,7
14.111111,17.222223,2.267197,7
17.222221,18.666668,1.910864,7
15.222222,19.555555,1.950405,7
13.666667,20,2.395692,7
10.111111,17.88889,2.634176,7
17.88889,25.11111,2.389747,7
16.666666,18.777779,1.990381,7
7.111111,18.555555,2.7898,7
14.666667,19.88889,1.905303,7
19.444445,24.555555,2.224013,7
16.11111,20.11111,2.193764,7
14.111111,21.555555,2.483291,7
5.666666,8.333334,1.984366,7
15.888889,28.555555,2.642597,7
14.111111,17.222223,2.267197,7
16.666666,24.777779,2.099557,7
16.777779,17.88889,1.974495,7
10.444445,21.222221,2.651605,7
7.888889,17.444445,2.835614,7
10.111111,18.555555,2.545329,7
14.333333,19.666668,2.358696,7
16.444445,17.333334,2.043726,7
6.333334,22.777779,1.28706,7
15.555555,18,1.993183,7
7.111111,18.555555,2.7898,7
11.333333,11.555555,1.982987,7
12.333333,12.555555,2.361442,7
12.777778,15.888889,2.156639,7
15.888889,24.555555,2.396771,7
13.777778,19.222221,2.306884,7
12.222222,15.777778,2.476615,7
7.555555,17.11111,2.305729,7
9.777778,14.333333,2.083229,7
11.333333,18.11111,2.544142,7
17.777779,23.222221,2.060443,7
15.555555,22.333334,2.332739,7
12.666667,18.444445,2.395431,7
15.777778,22.222221,2.515826,7
12.777778,23.88889,2.189135,7
16,22.666666,2.471197,7
15.222222,18.777779,2.099905,7
14.444445,20.88889,2.417702,7
14.222222,21.333334,2.44578,7
8.777778,18.222221,1.783512,7
17.222221,23.333334,1.937594,7
10.666667,17.555555,2.557309,7
19.777779,28,2.378846,7
13.333333,16.444445,2.194143,7
8.333333,19.88889,2.834822,7
10.111111,9.666667,1.976138,7
14.222222,18.11111,1.956772,7
11.555555,19.555555,2.511766,7
9.666667,18.666668,2.554965,7
15.111111,19.11111,2.317212,7
13.777778,17.555555,1.83885,7
15.555555,22.333334,2.332739,7
10.777778,12.777778,2.310758,7
11.333333,11.555555,1.982987,7
15.555555,17.333334,2.043865,7
12.888889,20.666668,2.239034,7
