@relation segment

@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
41,24,0.286834,6
57.333332,28.11111,0.259189,6
52,26.444445,0.28154,6
39.11111,20.555555,0.266436,6
48,24,0.263846,6
73.333336,44.11111,0.307985,6
60,33.333332,0.292307,6
56.333332,31.666666,0.287983,6
61.77778,34.555557,0.287573,6
69.22222,42.77778,0.317006,6
35.22222,18.444445,0.271208,6
65.66667,37,0.293586,6
41.333336,24,0.299865,6
50.333332,24.88889,0.249836,6
76.22222,44,0.295908,6
79.55556,49.666668,0.317523,6
72,41.666668,0.299308,6
29.333334,17.222221,0.233097,6
36.333336,19,0.265248,6
68,39.666668,0.304126,6
60.22222,30.444445,0.266195,6
62.333332,35.77778,0.300918,6
33,19.666666,0.271473,6
67.22222,39.11111,0.30405,6
49,26.11111,0.275368,6
79.22222,48.444443,0.311587,6
61.333332,33.333332,0.285554,6
51.333332,27.444445,0.285523,6
67.22222,39,0.302539,6
38.555557,19.88889,0.262981,6
37.11111,17.777779,0.232343,6
74.77778,45.11111,0.313611,6
52.22222,30.555555,0.308416,6
72.44444,42.11111,0.295523,6
72.55556,44.22222,0.314092,6
69.55556,43.11111,0.321085,6
51.11111,28.88889,0.294706,6
53.88889,29.777779,0.28083,6
66.55556,37.555557,0.298622,6
62.22222,35.666668,0.296328,6
51.22222,26.666666,0.265454,6
49.22222,26.777779,0.289652,6
61.444443,34.444443,0.294774,6
38,18.88889,0.250721,6
59,31.333334,0.278822,6
55,30.11111,0.28574,6
41.88889,24.666666,0.296963,6
61.77778,36.22222,0.309236,6
62,34.77778,0.293991,6
75.44444,42.11111,0.285515,6
74.111115,44.22222,0.307458,6
67.22222,40.555557,0.308859,6
70,38,0.279561,6
72.22222,40.555557,0.294187,6
13.111111,-2.222222,0.486883,7
11.777778,-8.333333,0.411573,7
25.777779,2.222222,0.337989,7
19.666668,-5.222222,0.409551,7
4.444445,-3.888889,0.556614,7
13.555555,-4,0.426012,7
13.666667,-2.666667,0.431696,7
9.444445,-7.111111,0.419762,7
14.222222,-5.888889,0.378871,7
10.555555,-4.888889,0.415772,7
8,-11.666667,0.54833,7
13.888889,-7.222222,0.385555,7
19.222221,-3.888889,0.385282,7
14.666667,-5.777778,0.419597,7
6.555555,-7.111111,0.597015,7
10.222222,-9,0.494595,7
22.666666,-3.444444,0.409837,7
14.111111,-9.555555,0.41042,7
16.333334,-4.888889,0.375552,7
9.444445,-4.888889,0.376554,7
11.888889,-5.111111,0.376253,7
11.444445,-9.555555,0.408965,7
13.666667,-2.666667,0.431696,7
12.777778,-0.222222,0.322069,7
4,-6,0.617059,7
17.88889,-5.222222,0.285691,7
11.777778,-9.666667,0.408885,7
16.666668,-8.666667,0.422151,7
5,-6.222222,0.593124,7
5.888889,-5.444445,0.51532,7
7,-2.222222,0.383372,7
12.888889,-6.444445,0.330665,7
17.88889,1.111111,0.393002,7
23,-6.333334,0.335386,7
17,-4.444445,0.35207,7
19.777779,-8.111111,0.329382,7
22.555555,-1.444444,0.420767,7
8.888889,-8.888889,0.48874,7
18.777779,-7.444445,0.394886,7
14.444445,-4.888889,0.40213,7
21.777779,-6,0.284954,7
9.777778,-1.777778,0.226482,7
13.444445,-9.222222,0.433125,7
4.777778,-6.111111,0.568162,7
14.888889,-9,0.439718,7
19.777779,2.333333,0.363717,7
15.333333,-9.666667,0.422491,7
13.555555,-3.222222,0.347692,7
13.111111,-4.555555,0.416705,7
15,4,0.29915,7
4.444445,-7.444445,0.603704,7
11.333333,-6.888889,0.387663,7
12.777778,-10.222222,0.401151,7
12.444445,-4.555555,0.424235,7
11,-2.111111,0.473944,7
17.777779,-7.444445,0.441516,7
10.333334,-5.444445,0.432389,7
16.666668,1.777778,0.292729,7
14.333333,-3.333333,0.395955,7
4.666667,-6,0.59315,7
17.88889,0.444444,0.335717,7
7,-3.777778,0.50946,7
11.555555,-2.555556,0.441049,7
17.11111,-1.555556,0.398353,7
14.333333,-6.111111,0.384903,7
15,-0.222222,0.347481,7
15,-3.222222,0.409835,7
18.444445,-2.555556,0.357668,7
13.111111,-3.333333,0.389695,7
12.888889,-7.222222,0.312227,7
6.444445,-10,0.591826,7
14.666667,-5.111111,0.333856,7
12.666667,-1.777778,0.445509,7
17.11111,-4.666666,0.400872,7
9.333334,-4.666666,0.520399,7
15.777778,-6.666666,0.424404,7
25.333334,-0.333333,0.349112,7
11.333333,-9.444445,0.422174,7
14.888889,-0.888889,0.35037,7
17.777779,-3.888889,0.381867,7
20.666668,-8,0.31809,7
5.888889,-6.666666,0.563467,7
7.333334,-5.666666,0.56339,7
13,-3.444444,0.421621,7
24,-5.666666,0.351881,7
7,-11,0.570851,7
30.11111,0,0.312295,7
13.111111,-0.777778,0.203249,7
10.444445,-8.777778,0.430243,7
16.444445,-2.666667,0.43082,7
22.444445,-10.333333,0.388973,7
13.333333,-3.666667,0.39534,7
17.11111,-3.222222,0.389882,7
17.88889,-9.777778,0.417218,7
6.444445,-5.222222,0.486717,7
17.222223,-3.333333,0.418184,7
16.333334,-8,0.34375,7
10.666667,-8.888889,0.461459,7
23.777779,0.111111,0.351487,7
15.222222,-0.666667,0.335421,7
18.222221,-3.666667,0.38821,7
12.333333,-4.222222,0.375346,7
7.333334,-3.333333,0.569266,7
7.333334,-5.666666,0.56339,7
26,5.222222,0.417328,7
13.666667,-1,0.385727,7
10.777778,-5.222222,0.447247,7
16.666668,1.777778,0.292729,7
9.777778,-9.555555,0.445418,7
12.888889,-2.222222,0.374806,7
9.888889,-5.888889,0.405556,7
22.444445,-4.888889,0.371695,7
14.888889,-11,0.440895,7
19.666668,-7.666666,0.413746,7
11.444445,-11.666667,0.44058,7
14.222222,-4.777778,0.400903,7
18.11111,-5.333334,0.314897,7
7.444445,-7.555555,0.476236,7
15.444445,-7.888889,0.425213,7
21.222221,-4.888889,0.28661,7
8.333334,-12.444445,0.554881,7
11,-9.666667,0.431152,7
15.666667,-4.555555,0.341766,7
6,-1.222222,0.191049,7
8.111112,-9.444445,0.538945,7
18.444445,-3.444444,0.35899,7
16,-2.555556,0.396909,7
12.111111,-3.666667,0.452229,7
15.555555,-4.777778,0.396433,7
15.111111,-1.777778,0.365232,7
6.888889,-4.888889,0.501683,7
15.444445,-7.555555,0.348063,7
8,-3.555556,0.482192,7
14.777778,-1,0.35402,7
22.555555,-1.444444,0.420767,7
8.555555,-9.444445,0.517717,7
18.222221,-3.111111,0.396458,7
9.666667,-2.111111,0.445969,7
12.555555,-2.777778,0.359296,7
10.333334,-6.555555,0.407904,7
12.444445,-4.888889,0.446012,7
9,-11.111111,0.500966,7
4.222222,-6.222222,0.582612,7
11.666667,-3.444444,0.446035,7
9.222222,-11.111111,0.508139,7
13.777778,-3.444444,0.386456,7
18.666668,-2.777778,0.396121,7
16.666668,-9.444445,0.344267,7
7.111111,-7.888889,0.572767,7
18.777779,-3.111111,0.409529,7
13.222222,-5.555555,0.441675,7
5.555555,-6.666666,0.543201,7
12.111111,-3.666667,0.452229,7
15.222222,-0.666667,0.335421,7
17.333334,-2.333333,0.392364,7
21.444445,-2.666667,0.327383,7
13,-11.111111,0.404749,7
5.666666,-7,0.522999,7
11.777778,-11.444445,0.442661,7
13,-3.444444,0.421621,7
11.888889,-4.666666,0.457643,7
25.333334,-0.333333,0.349112,7
20,3.222222,0.424422,7
15.666667,-10.111111,0.365503,7
13.555555,-5.444445,0.387412,7
16.222223,-7.333334,0.431215,7
6.444445,-5.222222,0.486717,7
15,-3.333333,0.44538,7
19.666668,-9.444445,0.3748,7
18.11111,-9.444445,0.358862,7
6.666666,-11.444445,0.58766,7
17.666668,-5.555555,0.393868,7
9.333334,-8.777778,0.480149,7
10.333334,-10.222222,0.463329,7
6,-1.222222,0.191049,7
14.555555,0.111111,0.378473,7
16.333334,-1.888889,0.446214,7
12.666667,-3.111111,0.401347,7
12,-2.888889,0.460437,7
9.555555,-7.222222,0.515187,7
15.333333,1.777778,0.406212,7
6.777778,-3.777778,0.513395,7
18.333334,-2,0.352606,7
19.88889,-9.888889,0.32797,7
18.444445,-3.444444,0.35899,7
11.111111,-3.555556,0.485216,7
17.777779,-7.444445,0.441516,7
17.11111,-5.666666,0.439342,7
16.333334,-1.888889,0.446214,7
16.88889,-7.555555,0.420366,7
11.555555,-9.555555,0.423123,7
15.444445,-6.222222,0.391548,7
5.333334,-3.333333,0.427354,7
9,-10.222222,0.514445,7
15.555555,-4.777778,0.396433,7
15.666667,-7,0.398397,7
12,-4.111111,0.371914,7
22,-1.666667,0.381429,7
4.333334,-3.777778,0.561254,7
17.777779,-8.666667,0.231417,7
14,-10.777778,0.399447,7
12.555555,-5.666666,0.388863,7
9,-9.888889,0.498757,7
15.444445,-2.444444,0.396399,7
17.11111,-8.333333,0.403522,7
16.88889,2.777778,0.403708,7
9.222222,-7.222222,0.464325,7
16.777779,8.111111,0.314507,7
13,-3.444444,0.397985,7
11.777778,-3.666667,0.407734,7
19.777779,-8.888889,0.335021,7
17.88889,-6.888889,0.37213,7
18.222221,-0.888889,0.301883,7
12.333333,-3.666667,0.327918,7
25.444445,5.222222,0.389034,7
13.333333,-5.555555,0.443375,7
18.555555,-3.222222,0.365297,7
25,-2.888889,0.347783,7
4.555555,-3.888889,0.541266,7
10.333334,-3,0.367923,7
12.222222,-7.666666,0.429398,7
9.333334,-8.444445,0.470675,7
14.111111,-0.555556,0.318129,7
14.333333,-8.555555,0.404392,7
18.777779,-5,0.445808,7
16.88889,1.444444,0.346719,7
5.666666,-8.555555,0.54054,7
15.666667,-2.777778,0.400756,7
9.777778,-9.555555,0.445418,7
16,-4.444445,0.403938,7
10.777778,-2.888889,0.454547,7
18.777779,-3.444444,0.366581,7
12.444445,-8.777778,0.420244,7
17.88889,-5.222222,0.285691,7
12.444445,-4.888889,0.446012,7
11.888889,-4.777778,0.442456,7
9.888889,-5.888889,0.405556,7
15,-3.555556,0.383167,7
4.666667,-6,0.59315,7
5.444445,-5.666666,0.53582,7
16.555555,-3.666667,0.315256,7
12.444445,-8.777778,0.420244,7
9.777778,-2.888889,0.435185,7
13.777778,-2.444444,0.248449,7
12.777778,-12,0.444358,7
11.888889,-2.111111,0.478222,7
11.777778,-9.666667,0.408885,7
26.11111,3,0.335127,7
9,-8.777778,0.486598,7
18,2.666667,0.324965,7
11,-4.888889,0.458364,7
14.222222,-2.666667,0.435769,7
18.88889,-2,0.387467,7
14,-7.666666,0.426777,7
25.11111,-5.333334,0.291675,7
10,-9.666667,0.472826,7
15.888889,-4.333334,0.382522,7
4.222222,-4.666666,0.553812,7
12.111111,-4,0.403437,7
12.111111,-3.777778,0.330513,7
5,-4.888889,0.5039,7
11.111111,-7.777778,0.439852,7
20.333334,-2.888889,0.381912,7
22.222221,0.111111,0.411811,7
13.333333,-8.111111,0.342307,7
13.555555,-3.444444,0.423483,7
17.333334,-2.777778,0.440577,7
12.444445,-6.888889,0.434488,7
12.666667,-3.111111,0.401347,7
13.111111,-5.555555,0.425441,7
16.666668,-0.333333,0.352132,7
8.111112,-7.222222,0.533307,7
17.666668,-4.777778,0.368866,7
14.444445,1.444444,0.425501,7
7.222222,-4.777778,0.491388,7
21.444445,-9.222222,0.321139,7
10.777778,-5.222222,0.447247,7
12.444445,-0.555556,0.401833,7
10.666667,-0.777778,0.496142,7
4.222222,-8.666667,0.621324,7
13.555555,-5.444445,0.387412,7
9.444445,-10.333333,0.497095,7
16.444445,-8.333333,0.349656,7
5.555555,-6.666666,0.543201,7
10.111111,-5.666666,0.439443,7
17.555555,-7.666666,0.409309,7
7.666666,-5,0.373693,7
25.11111,-5.111111,0.345755,7
15.888889,0.777778,0.388096,7
5.444445,-5.666666,0.53582,7
17.666668,-4.444445,0.416762,7
18.666668,-3,0.314187,7
15.555555,-4.111111,0.384638,7
24.11111,-1.222222,0.347032,7
14,-5.222222,0.342408,7
29.666666,4.888889,0.367514,7
10.111111,2.111111,0.163351,7
