@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
118,21,1.277778,-19.666666,40,79.22222,4
163,151,1.555556,-22.11111,36.88889,42.77778,4
163,68,1.555556,-14.333333,34.333332,68.22222,4
58,48,0.277777,-16.222221,34.77778,52.444443,4
130,32,0.833334,-15.777778,34.22222,70.88889,4
198,127,8.555555,-8.222222,22.444445,48.22222,4
227,132,1.333333,-16.666666,31.333334,49.22222,4
197,121,0.944444,-10.777778,25.222221,49.444443,4
97,123,13.222221,-14.444445,33.88889,64.111115,4
81,79,0.888889,-8.777778,24.222221,53.88889,4
179,133,0.888889,-14.333333,28.666666,46.333332,4
72,32,2.277778,-23.444445,49.22222,72.77778,4
8,162,0.333333,-5.111111,10.888889,12,4
75,65,1.555555,-21.88889,44.77778,72.66667,4
179,69,0.944444,0.666667,11.666667,44.555557,4
41,103,1.777778,-15.777778,36.555557,73.44444,4
12,154,2.333333,-14.444445,26.555555,28.555555,4
168,70,0.388889,-10.444445,29.555555,64.88889,4
189,79,1.333334,-10.222222,24.777779,49.666668,4
78,128,1.388888,-21.777779,42.88889,64.22222,4
183,153,3,-20,32.333332,38.77778,4
244,134,1.000001,-22.777779,40.555557,58.22222,4
217,148,1.055555,-22.88889,37.444443,41.555557,4
139,95,7.055555,-11.888889,28.444445,56.333332,4
83,143,1.222221,-22.11111,43.22222,64.77778,4
135,104,1.999999,-16.222221,38.77778,76.55556,4
20,122,1.777777,-27.555555,52.444443,78.22222,4
247,115,1.38889,-11.888889,23.777779,36.77778,4
187,106,7,-10.777778,24.222221,45.77778,4
197,121,0.944444,-10.777778,25.222221,49.444443,4
221,69,0.722223,-0.888889,9.777778,40.22222,4
198,122,11.444446,-10.555555,23.444445,44,4
54,133,1.277777,-4.666666,13,25.777779,4
252,76,0.555555,-18.88889,35.444443,54.11111,4
185,85,2.833333,-12.444445,31.222221,59.555557,4
94,80,0.833334,-21.333334,41.333332,72.111115,4
174,96,0.944444,-3.111111,17.555555,61,4
104,147,4.666666,-18,38,62.444443,4
236,117,1.277778,-19,37.666668,58.444443,4
53,42,0.611111,-11.444445,23.88889,36.22222,4
140,73,0.777777,-1.888889,14.444445,51.11111,4
58,146,2.500001,-13.888889,26.444445,31.555555,4
193,125,1.944445,-15.333333,30.333334,47.555557,4
163,68,1.555556,-14.333333,34.333332,68.22222,4
66,160,2.777778,-13.888889,26.11111,31.555555,4
148,109,1.222222,-20.555555,40.444443,62.88889,4
29,78,2.611111,-30.222221,56.11111,88.44444,4
104,129,1.111111,-14.333333,28.666666,47.444443,4
99,103,0.833336,-18.333334,41,78.111115,4
24,15,1.111111,-27.222221,52.11111,87.44444,4
216,78,4.333334,-14.333333,29.666666,46,4
155,135,0.833332,-18.777779,41.88889,83.888885,4
201,125,9.944444,-11.111111,26.88889,51.77778,4
168,77,1.555555,-16,35.333332,71.333336,4
122,129,19.833334,-12.333333,29,60.666668,4
42,57,0.999999,-18.777779,41.22222,79.44444,4
109,76,0.388889,-12.333333,29.333334,61.555557,4
14,146,1.111111,-7.777778,15.222222,15.666667,4
75,90,2.833333,-21,39.666668,61.444443,4
74,64,2,-20.777779,43.22222,71,4
155,127,15.388888,-1.888889,13.444445,41,4
177,76,15,-3.444444,10.888889,33.444447,4
188,73,2.277779,-13.555555,28.777779,49.77778,4
208,65,26.444445,-12.111111,23.222221,64.44444,4
217,77,1.666667,-9,24,48.22222,4
11,62,0.722224,-28,53.666668,84.66667,4
121,107,13.166667,-13.666667,31.333334,64.44444,4
45,67,1.055554,-22.88889,47.11111,80.44444,4
45,121,6.611111,-21.555555,41.11111,68.66667,4
33,108,6.833332,-12,24.666666,48.22222,4
84,62,0.944443,-22.777779,45.555557,76.22222,4
249,87,13.388889,-10.444445,23.222221,39.444443,4
133,108,22.444443,-13.111111,29.555555,55.444443,4
142,119,1.055555,-14.888889,31.11111,56,4
182,135,1.11111,-12.444445,24.88889,41,4
56,107,4.722223,-10.777778,25.555555,58.333332,4
37,124,2.444445,-14.666667,32.666668,65.22222,4
94,104,1.000001,-20.555555,41.444443,69.55556,4
133,125,2.111111,-15.444445,38.555557,79.111115,4
202,71,0.777777,-1.444444,11.222222,42.11111,4
124,162,2,-6.111111,13.555555,14.555555,4
146,125,2.166667,-18.333334,41.333332,83.111115,4
7,154,3.833333,-18.444445,39.88889,64,4
128,161,0.777778,-4.777778,11.222222,10.888889,4
79,28,0.833333,-26.88889,50.11111,79.111115,4
130,32,0.833334,-15.777778,34.22222,70.88889,4
242,81,1.222223,-11.111111,26.88889,47.22222,4
209,122,11.444444,-10.333333,25,47.555557,4
220,111,2.277777,-12.444445,25.88889,38.22222,4
38,94,0.888888,-21,43.666668,82.66667,4
80,77,0.666667,-24,44.666668,74,4
189,48,4.666666,-9.888889,23.444445,49.88889,4
99,149,2.111111,-14.111111,25.88889,30,4
229,147,2.5,-19.222221,34.11111,38.666668,4
120,102,0.666667,-20.11111,40.88889,77.111115,4
187,80,1.333333,-8.222222,21.444445,47.666668,4
41,101,2.055554,-22.444445,45.22222,79.44444,4
57,42,0.999999,-14,31,47.77778,4
52,89,0.722223,-11.111111,23.88889,36.88889,4
243,120,1.555555,-9.222222,25.444445,56.333332,4
37,78,2.555556,-8.111111,24.222221,51.88889,4
114,145,0.999999,-26,47,76.77778,4
155,138,1.055553,-16.777779,39.22222,82.55556,4
219,126,14.055554,-7.888889,20.444445,43,4
52,82,1.333333,-10,24.666666,53.11111,4
173,158,1.166667,-3.777778,10.222222,11.777778,4
68,157,1.388889,-13.666667,25.666666,30,4
241,70,4.111111,-10.555555,25.11111,48.333332,4
127,118,0.833334,-10.666667,22,41.666668,4
18,43,1.555557,-29.444445,53.555557,82.55556,4
187,120,1.277779,-9.444445,27.88889,69.333336,4
70,38,1.000001,-24,49,74.333336,4
137,92,0.777778,-8.555555,16.777779,15.555555,5
160,95,0.222222,-0.111111,1.222222,2.555556,5
159,105,4,-12.555555,21.777779,34,5
182,39,0.611111,-6.555555,14.444445,14.333333,5
17,94,1.055556,-12.777778,25.88889,28.666666,5
134,93,0.888889,-12.777778,25.88889,29.555555,5
95,97,0.777777,-12.777778,24.555555,27.777779,5
208,34,0.444445,-11,19.666666,21,5
211,130,0,0,0,0,5
136,92,1,-11.222222,21.777779,22.666666,5
203,133,0.111111,-1.777778,3.555556,1.777778,5
184,91,0.388889,-18.88889,32.444443,34.88889,5
223,62,0.444444,-7,15,11.444445,5
225,36,0.388889,-8.777778,17.222221,13.666667,5
188,110,0.777778,-4.333334,9.666667,7.444445,5
58,111,2.055556,-11.333333,20.666666,26.222221,5
170,88,0.833333,-12.333333,21,29.333334,5
242,57,9.277778,-12.111111,16.555555,20.88889,5
155,40,0.055556,-0.111111,0.888889,1.555556,5
96,141,0.444444,-5.555555,11.444445,8.777778,5
94,136,0.222222,-4.666666,9.666667,5.777778,5
198,148,1.111111,-2,4.333334,3.222222,5
187,89,0.944444,-6.444445,13.555555,9.555555,5
210,153,0,0,0,0,5
35,112,0.555556,-12.222222,23.11111,23.88889,5
94,140,0.333333,-3.777778,9.222222,6.111111,5
158,154,0.222222,-0.555556,1.777778,1.222222,5
170,139,0.722222,-6.888889,13.111111,8.555555,5
6,95,0.388889,-13.888889,25.777779,28.777779,5
203,133,0.055556,-0.888889,1.777778,0.888889,5
221,154,1.277778,-6.444445,12.888889,10.777778,5
57,89,6.166666,-12,22.666666,24.555555,5
228,90,2.222222,-11.888889,22.777779,24.444445,5
42,135,0.444444,-3.222222,8.111111,5.111111,5
170,113,1.222222,-12,19.666666,34.88889,5
104,137,0.277778,-4.777778,10.222222,7.111111,5
173,93,0,0,0,0,5
244,105,1.5,-10.777778,20.555555,29.555555,5
226,144,0,0,0,0,5
233,105,0.944445,-7.555555,13.777778,19.777779,5
227,104,3.111111,-10.222222,19.444445,26.11111,5
39,137,0.277778,-4.111111,8.222222,4.111111,5
184,145,1.777778,-3.222222,7.111111,5.777778,5
46,131,1.777778,-1.888889,4.111111,2.777778,5
134,148,0.055556,-0.111111,0.222222,0.111111,5
186,12,2.333333,-7.111111,15.222222,11.333333,5
180,142,0.111111,-0.333333,0.666667,0.333333,5
113,114,0.333334,-14.444445,26.555555,34.666668,5
159,83,0.277777,-14.666667,26,26.88889,5
161,135,0.111111,-1.444444,5.222222,3,5
248,153,0.111111,-1.111111,2.222222,1.111111,5
57,93,0.222222,-14.111111,27.555555,27.11111,5
166,110,2.111111,-18.88889,33.444443,40.444443,5
241,145,0,0,0,0,5
8,93,1.055556,-14.333333,27,28.88889,5
53,134,0.277778,-6.888889,12.777778,11.222222,5
206,133,0.055556,-1.111111,2.222222,1.111111,5
249,154,1.722222,-5.222222,10.111111,7.666666,5
239,93,1.055556,-13.555555,25.444445,22.88889,5
123,152,0,0,0,0,5
123,152,0,0,0,0,5
58,140,0.222222,-0.777778,1.555556,0.777778,5
209,94,0.611111,-9.666667,18.333334,15.222222,5
142,112,0.555555,-12.888889,22.11111,36.22222,5
170,143,0,0,0,0,5
189,144,0,0,0,0,5
242,148,0,0,0,0,5
94,135,0.555555,-4.222222,8.111111,4.888889,5
163,152,0,0,0,0,5
131,144,0,0,0,0,5
174,112,0.666666,-22.222221,36.11111,43.666668,5
76,116,0.166667,-9.888889,19.11111,23.222221,5
83,96,0.666666,-13.111111,26.555555,28.444445,5
170,62,0,0,0,0,5
83,117,0.722222,-7.666666,17.666666,23,5
174,152,0,0,0,0,5
160,41,0.222222,-0.444444,1.555556,1.222222,5
189,141,0,0,0,0,5
139,113,0.666667,-13.333333,23,37,5
218,64,1.833333,-5.666666,13.666667,12.555555,5
25,155,18,-4,13,21.444445,5
222,93,0.166667,-4.333334,9,5.444445,5
238,61,0.722222,-8.666667,16.666666,14.333333,5
200,31,5.055555,-8.777778,15.888889,16.555555,5
178,35,0.388889,-9.444445,17.222221,19.222221,5
168,40,0,0,0,0,5
189,144,0,0,0,0,5
145,155,9.944445,-10.555555,18.777779,17.555555,5
123,94,0.833333,-13.666667,27,30.444445,5
245,129,0,0,0,0,5
57,118,1.222222,-11.555555,21.444445,26.555555,5
206,64,0.277778,-6.111111,13.888889,10.333334,5
97,90,3.611111,-13.444445,26.555555,29,5
174,115,3.666666,-19.11111,31.88889,40.11111,5
199,116,0.444444,-3.888889,8.777778,4.888889,5
180,141,0.055556,-0.111111,0.222222,0.111111,5
54,133,0.5,-5.111111,10.888889,9,5
186,90,0.666667,-7.444445,14.888889,15,5
214,84,0.444445,-12.555555,23.11111,24.88889,5
170,154,0.055556,-0.222222,0.444444,0.222222,5
177,33,4.333334,-6.888889,13.111111,13.111111,5
56,140,0.277778,-5.666666,11.666667,9.444445,5
237,83,5.833334,-11.666667,21.333334,17,5
212,140,0.666667,-0.666667,1.333333,3.333333,5
195,119,1.222222,-8.222222,15.111111,13.666667,5
41,139,0.111111,-3.888889,7.777778,3.888889,5
45,111,1,-11.666667,23,23.777779,5
96,135,0.166667,-2.777778,7.555555,4.444445,5
54,134,0.055556,-1.555556,3.111111,1.555556,5
239,110,0.222222,-10,19.333334,15.888889,5
90,134,0.944444,-3.333333,7.666666,4.666667,5
54,133,0.5,-5.111111,10.888889,9,5
166,36,0,0,0,0,5
125,149,0,0,0,0,5
86,155,5.388889,-6.222222,12.444445,12.888889,5
187,135,0.833334,-18.666666,31.666666,37,5
214,143,0.444444,-1.333333,3.333333,1.777778,5
230,113,0.555556,-10.444445,18.88889,27.88889,5
197,144,0.388889,-1.111111,2.888889,1.666667,5
79,154,0.166667,-0.888889,2.444444,1.555556,5
137,141,0.055556,-0.111111,0.222222,0.111111,5
223,62,0.444444,-7,15,11.444445,5
152,152,2.111111,-1.222222,3.111111,2.444444,5
59,116,0.777778,-12.222222,22.777779,29.555555,5
229,104,2.833333,-10.333333,19,26.11111,5
211,107,2.055556,-14.888889,27.11111,25.777779,5
34,131,0.722222,-1.444444,3.222222,1.888889,5
249,58,0.277778,-8.555555,17.11111,14.555555,5
166,154,0.444444,-1.444444,3.555556,1.888889,5
203,61,0.722222,-7.666666,16,12.333333,5
231,30,3,-6.777778,13.888889,11.666667,5
161,147,0,0,0,0,5
205,106,0.388889,-10.111111,19.555555,24,5
163,133,0.222222,-1.666667,6,3.555556,5
174,145,0,0,0,0,5
10,137,0.277778,-2.444444,5.222222,2.666667,5
169,137,8.444445,-20,33.666668,36.555557,5
252,137,0.611111,-1.222222,3.111111,1.777778,5
207,115,0.166667,-2.333333,5,2.888889,5
189,107,0.833333,-13,22,35.11111,5
242,65,1,-8.444445,16.222221,14.333333,5
119,138,0.722222,-5.333334,11,7.222222,5
90,134,1.055556,-5,10.333333,6.111111,5
188,88,0.333333,-6.666666,14.666667,12.222222,5
20,134,0.611111,-5.555555,10.444445,6.444445,5
208,154,0.944444,-8.444445,15.555555,13.888889,5
143,89,0.333333,-12,23.333334,25.777779,5
150,152,2.055556,-1.111111,2.888889,2.333334,5
208,90,0.722222,-7.111111,14.555555,10,5
43,137,1.388889,-3,6.333334,3.777778,5
201,34,0.444445,-11.888889,21.444445,20.88889,5
130,145,0,0,0,0,5
163,131,0.277778,-2,6.333334,3.666667,5
218,147,0,0,0,0,5
208,34,0.444445,-11,19.666666,21,5
200,13,0.277778,-9.555555,19.777779,15.888889,5
169,104,5.611111,-7.555555,14.444445,23.333334,5
171,89,0,0,0,0,5
160,110,0.444444,-13.222222,23.11111,39.333336,5
159,116,2.055555,-12.444445,21.88889,37.11111,5
187,89,1.111111,-6.333334,13.666667,13,5
236,38,2.944445,-13,22.666666,22,5
156,154,0.777778,-2.222222,5.444445,3.555556,5
247,92,0.444444,-13.555555,25.444445,20.555555,5
84,134,0.722222,-3.333333,7.666666,4.666667,5
189,141,0,0,0,0,5
51,141,0.222222,-1.111111,3.222222,1.777778,5
202,129,3.444445,0.444444,0.777778,2.666667,5
227,109,0.388889,-10.222222,20.777779,28.777779,5
40,142,0.222222,-3.333333,7,3.555556,5
215,84,0.388889,-12.333333,23,24.777779,5
201,133,0.222222,-1.222222,3.111111,1.777778,5
161,138,0.222222,-2.333333,6,3.222222,5
42,133,2.722222,-4.444445,6.888889,5,5
217,80,2.777778,-11.888889,22.11111,23.222221,5
200,147,0.444445,-0.222222,0.444444,0.444444,5
117,137,0.666667,-4.666666,9.666667,6.333334,5
66,155,7.722223,-7.111111,13.222222,12.666667,5
77,135,0.222222,-2.333333,4.666666,2.333334,5
235,88,0.444445,-14.111111,26.555555,21.11111,5
244,82,2.722222,-11.555555,20.777779,22.444445,5
173,152,0,0,0,0,5
59,135,0.055556,-1.444444,2.888889,1.444444,5
121,154,2.611111,-0.888889,3.444444,3,5
183,91,0.5,-10.333333,19.666666,21,5
222,145,0,0,0,0,5
232,149,0,0,0,0,5
185,84,0.499999,-13.777778,24.222221,31.333334,5
203,83,0.222222,-12.555555,23.444445,24.88889,5
121,134,0.833333,-3,7,4,5
212,94,1.222222,-15.222222,27.777779,24.88889,5
243,94,0.222222,-2.888889,6.111111,3.222222,5
245,140,0.611111,-0.555556,1.111111,0.777778,5
219,80,2.944444,-9.444445,17.555555,20.333334,5
152,155,10.777778,-5.888889,11.111111,11,5
14,135,0.277778,-3.666667,9.333333,6,5
54,142,2,-2.777778,5.555555,3.666667,5
215,89,2.333333,-10.777778,21.222221,25.11111,5
229,104,2.833333,-10.333333,19,26.11111,5
195,136,1.166667,-5.333334,10,5.777778,5
157,85,0.222222,-13.111111,23.88889,26.88889,5
172,140,0.666667,-1.666667,5.333334,5,5
58,113,0.722222,-11.888889,22.777779,28.444445,5
186,89,1.055556,-18.666666,32.666668,33.555557,5
159,138,0.333333,-4.666666,9.666667,5.888889,5
226,131,0,0,0,0,5
129,136,0.833333,-7.555555,13.444445,10.666667,5
166,135,0.222222,-1.888889,5.777778,3.333333,5
225,58,0.444445,-8.333333,17.333334,14.111111,5
142,111,0.555555,-12.555555,21.444445,35.88889,5
244,108,1.722222,-11.111111,20.222221,30.444445,5
38,134,0.333333,-3.111111,6.222222,3.111111,5
160,110,0.444444,-13.222222,23.11111,39.333336,5
253,150,0,0,0,0,5
165,119,1.444444,-18.777779,32.555557,40.333336,5
138,144,0.277778,-0.333333,1,1,5
196,95,1.333333,-2.555556,9.444445,10.777778,5
241,135,0.166667,-0.444444,0.888889,0.444444,5
182,152,0.833333,-1.333333,2.666667,1.666667,5
226,90,0.388889,-6.222222,14.777778,12.111111,5
221,30,1.666667,-7.111111,13.888889,13.111111,5
112,120,2.222222,-12,21.333334,28.666666,5
235,86,0.277778,-13.666667,26.333334,21.11111,5
142,111,0.555555,-12.555555,21.444445,35.88889,5
238,86,0.333333,-13.333333,25.333334,20.444445,5
119,153,0.055556,-1.111111,1.555556,3.888889,5
219,133,0.444445,-10.888889,20.444445,16.666668,5
60,116,0.777777,-12.222222,24.11111,31.444445,5
186,12,2.333333,-7.111111,15.222222,11.333333,5
167,135,0.611111,-21.555555,35.77778,43.11111,5
174,113,1,-22,36,43.77778,5
252,137,0.611111,-1.222222,3.111111,1.777778,5
187,134,1.111112,-19.11111,32.22222,37.444443,5
143,114,0.388889,-12.555555,21.777779,34.444447,5
178,138,0.055556,-1.111111,5.222222,3.111111,5
231,91,0.555555,-4.333334,11.333333,9.777778,5
220,61,0.555556,-7,15.333333,12,5
210,153,0,0,0,0,5
215,153,1.111111,-9,15.333333,13.444445,5
202,140,0.444444,-0.777778,2.555556,1.888889,5
204,131,0.111111,-0.666667,1.333333,0.666667,5
161,144,0,0,0,0,5
214,108,0.666667,-10.111111,19.555555,23.444445,5
202,63,0.444445,-6.222222,13.444445,10.555555,5
57,89,6.166666,-12,22.666666,24.555555,5
213,86,0.388889,-11.777778,22.555555,24.666666,5
152,155,10.777778,-5.888889,11.111111,11,5
108,138,0.5,-5.222222,10.444445,6.666666,5
33,114,0.5,-13,24,24.11111,5
242,89,0.944445,-3.111111,6.888889,4.111111,5
240,63,0.388889,-7.888889,15.111111,14,5
169,136,0.833333,-4.222222,8.444445,4.888889,5
211,154,0.388889,-0.777778,1.555556,0.777778,5
222,62,0.666667,-6.888889,15.111111,11.444445,5
46,154,1.611111,9.888889,-5.111111,9.666667,5
37,130,1.277778,-1.555556,4.111111,3,5
22,114,1.166666,-18.11111,30.88889,40.77778,5
178,134,0.222222,-2.555556,6.111111,3.888889,5
206,12,4.5,-9,18.666666,17.666668,5
173,152,0.833333,-2.777778,6.555555,5.777778,5
58,113,0.722222,-11.888889,22.777779,28.444445,5
160,41,0.222222,-0.444444,1.555556,1.222222,5
250,87,0.611111,-13.444445,25.222221,19.555555,5
196,95,1.333333,-2.555556,9.444445,10.777778,5
223,150,0,0,0,0,5
173,67,0.222222,0.111111,1.111111,1.111111,5
218,115,0.388889,-10.555555,19.444445,29.444445,5
47,89,3.611111,-12,23.666666,22.11111,5
96,94,0.444445,-12.666667,25.666666,28.777779,5
207,115,0.166667,-2.333333,5,2.888889,5
242,148,0,0,0,0,5
76,89,3.277778,-11.777778,22.88889,24.444445,5
6,154,0.111111,-0.222222,0.444444,0.222222,5
155,68,0.166667,-0.555556,1.777778,2.888889,5
61,92,0.555555,-13.111111,25.555555,25.777779,5
173,90,0.833333,-18.555555,32.77778,34.444447,5
133,141,0.111111,-0.222222,0.444444,0.222222,5
237,91,0.611111,-13.777778,25.555555,20.666668,5
243,94,0.222222,-2.888889,6.111111,3.222222,5
239,93,1.055556,-13.555555,25.444445,22.88889,5
184,145,0.222222,-0.666667,2,1.222222,5
187,86,3.055555,-6.111111,12.555555,10.888889,5
184,145,0.222222,-0.666667,2,1.222222,5
189,68,1.055556,-3.666667,10.333333,10.333334,5
139,109,0.277778,-13.888889,23.11111,37.11111,5
225,90,0.555556,-5.777778,13.888889,11.222222,5
124,98,1.222222,-13.888889,26.777779,30.444445,5
172,138,7.833334,-11.888889,21.11111,19.222221,5
43,141,0.166667,-2.333333,4.666666,2.333334,5
183,139,0.222222,-1.444444,5.555555,3.222222,5
68,135,0.333333,-6.666666,12.666667,10.444445,5
156,86,0.277778,-13.666667,24.333334,28.555555,5
150,152,2.055556,-1.111111,2.888889,2.333334,5
128,144,0,0,0,0,5
222,62,0.666667,-6.888889,15.111111,11.444445,5
225,58,0.444445,-8.333333,17.333334,14.111111,5
162,94,0.555556,-14.111111,25.222221,23.777779,5
129,184,3.611111,-10.333333,27.666666,54.444443,6
96,193,1.833333,-23.777779,48.22222,78.77778,6
163,180,9.166667,-8.777778,17.88889,36.333336,6
250,176,3.444444,-19.666666,42,67.66667,6
192,162,14.944444,-18,27,50.333332,6
133,181,4.777777,-10.444445,24.88889,49.555557,6
223,161,8.999999,-18.11111,30.555555,52.22222,6
54,176,2.666667,-14,36,62.666668,6
149,185,3.055555,-12,30.666666,59.555557,6
142,182,2.277777,-8.888889,23.11111,42.22222,6
24,205,2.388889,-18.88889,41.11111,69.77778,6
70,197,5.277778,-17.88889,39.444443,68,6
178,185,3.111111,-15.111111,34.88889,60.666668,6
5,210,4.444444,-17.555555,39.11111,64.333336,6
249,200,2.5,-13.888889,31.444445,55.77778,6
183,182,3.555555,-18.222221,43.11111,73.333336,6
137,163,18.888887,-16.555555,24.777779,47.555557,6
123,183,6.333334,-8.444445,20.555555,39.11111,6
252,201,5.555555,-13.555555,26.11111,49,6
45,188,3.111112,-11,24,41.333336,6
149,163,14,-18.666666,29,51.333332,6
65,176,1.5,-13.555555,33.77778,61,6
87,196,2.222222,-19.777779,42.22222,75.66667,6
202,193,3.388888,-11.444445,26.88889,50.666668,6
142,185,3.111111,-11.777778,31.222221,58.22222,6
60,196,4.444444,-17.444445,36.555557,63.333332,6
118,182,2.500002,-10,28,54.333332,6
161,190,4.555555,-19.333334,39,71.111115,6
231,160,13.166667,-20.333334,32.666668,51.77778,6
168,184,5.833333,-13.111111,31.222221,58.666668,6
252,201,5.555555,-13.555555,26.11111,49,6
187,180,3.333333,-21.555555,46.444443,77.55556,6
219,176,5.111111,-20.88889,46.11111,75.66667,6
116,192,4.333334,-20.222221,45.11111,72.111115,6
10,190,2.500001,-10.888889,24.444445,41.11111,6
105,189,4.444445,-19.222221,42.11111,75.44444,6
28,204,3.222222,-18.333334,40,69.22222,6
62,202,1.499999,-20.444445,43.22222,74.888885,6
145,185,2.222221,-19.11111,40.88889,69.88889,6
95,191,6.000001,-23.444445,47.88889,76.22222,6
9,171,2.777777,-14.777778,33.88889,57.22222,6
110,196,6.888888,-16.777779,37.555557,65,6
25,208,6.333334,-22.222221,44.11111,70.333336,6
22,200,4.833333,-20.444445,42.88889,69,6
37,189,5.722223,-8.666667,19,36.333336,6
214,195,2,-16.333334,32.333332,57.333332,6
105,193,2.888889,-21,45,75.111115,6
100,194,3.222223,-20.333334,44,76.22222,6
252,176,5.055555,-19.777779,42.22222,67,6
138,188,1.111111,-20.333334,43.666668,74.888885,6
86,197,1.277779,-21,43.666668,77.77778,6
45,205,3.333334,-16.11111,34.555557,61.77778,6
202,193,3.388888,-11.444445,26.88889,50.666668,6
201,161,11.500001,-18.11111,28.88889,51.444443,6
119,196,1.388889,-18,37,65.66667,6
234,194,3.833333,-16.88889,35.11111,60.333332,6
123,187,3.444444,-18.333334,41.666668,72.55556,6
137,182,3.611111,-10.444445,23.88889,42.88889,6
228,191,2.333333,-15.666667,34,60.555557,6
4,201,5.222221,-19.777779,40.555557,67.22222,6
142,163,17.666666,-16.333334,24.333334,48.555557,6
191,162,14.166667,-18.222221,27.444445,50.666668,6
235,196,2.222222,-16.444445,33.88889,58.555557,6
215,193,4.833334,-13,30.333334,55.333332,6
88,180,3.833332,-15.555555,35.77778,62.333332,6
166,180,7.333333,-8.333333,19,37.77778,6
254,159,14.833333,-15.888889,28.777779,46.22222,6
229,195,4.111111,-15.777778,33.555557,58.88889,6
93,190,2.611111,-18.777779,39.88889,66.88889,6
99,198,5.666666,-19.333334,42,72.333336,6
137,190,2.277778,-21,45.333332,75.55556,6
11,200,3.944445,-21.333334,41.333332,67.333336,6
170,189,2.444445,-16,36.666668,63.333332,6
114,184,9.388888,-8.222222,17.777779,37.11111,6
64,186,6.833334,-9.666667,21.333334,37.88889,6
96,196,7.388889,-22.555555,46.77778,79.111115,6
204,161,9.222222,-18.222221,31.444445,54.555557,6
253,192,2.555555,-15.555555,35.11111,59.22222,6
53,198,5.111111,-18.333334,37.666668,64.22222,6
194,178,8,-12,24.666666,41.88889,6
63,203,3.444445,-18.11111,39.555557,71.66667,6
77,199,4.666666,-19.333334,42,71,6
134,194,5.222222,-18.222221,37.77778,71.55556,6
93,195,4.055555,-20.777779,45.22222,76.66667,6
73,201,4.444444,-17.444445,40.555557,72.22222,6
83,198,4.833334,-20,42.666668,74,6
133,182,8.666666,-7.666666,17,35.88889,6
205,177,8.499999,-12,23.666666,40.333336,6
223,175,7.166668,-21.222221,44.77778,72.77778,6
32,206,5.611111,-21.555555,43.444443,72.111115,6
130,189,2.111111,-20.555555,44.11111,73.333336,6
68,198,3.055555,-19.88889,41.444443,71.888885,6
137,182,3.611111,-10.444445,23.88889,42.88889,6
139,187,1.833333,-20.333334,43,74.77778,6
189,187,3.055555,-13.222222,34.11111,59.88889,6
50,199,5.611111,-19.666666,42.333332,69.77778,6
4,189,11.722221,-9,19.666666,33,6
197,161,11.5,-16.444445,27.88889,51.77778,6
237,192,4.388889,-15.777778,33.88889,57.666668,6
116,184,10.611111,-8.777778,18.88889,38.333336,6
185,188,1.999999,-15.555555,35.77778,62.11111,6
180,162,12.944446,-17.444445,27.222221,50.555557,6
137,182,3.611111,-10.444445,23.88889,42.88889,6
76,200,4.333333,-17.777779,39.88889,69.66667,6
172,183,4.055555,-17.666666,41,70,6
189,187,3.055555,-13.222222,34.11111,59.88889,6
244,194,2.277778,-15.888889,35.77778,61.666668,6
38,202,8.333334,-21.333334,42.666668,71.55556,6
36,189,5.833334,-8.777778,19.88889,38,6
204,194,5.111111,-12.111111,26.222221,49.77778,6
119,191,5.222223,-21.777779,46.88889,75.22222,6
86,179,3.555556,-14.333333,34.666668,62.11111,6
117,181,3.000001,-11.666667,30,56.88889,6
61,202,1.888889,-19.88889,43.11111,76,6
145,163,18.666666,-16.333334,25,48.11111,6
143,186,2.777777,-17.555555,38.77778,67.88889,6
87,196,2.222222,-19.777779,42.22222,75.66667,6
165,186,2,-13.222222,34.77778,61.11111,6
223,190,2.055556,-14.666667,32.666668,57.77778,6
254,159,14.833333,-15.888889,28.777779,46.22222,6
24,172,9.777778,-12.111111,24.88889,50.333332,6
226,176,2.388889,-19.444445,43.555557,71.44444,6
28,188,5.111111,-9.222222,19.444445,36.444443,6
236,193,4.055555,-17.333334,36.333332,61.22222,6
149,182,7,-7.888889,22.444445,47.333332,6
180,186,1.944444,-13.888889,35.11111,61.333332,6
168,187,2.833333,-16.333334,40.333332,71.44444,6
250,176,3.444444,-19.666666,42,67.66667,6
112,197,4.944445,-17,35.666668,62.22222,6
167,189,3.777777,-21.222221,42.11111,72.44444,6
110,182,2.555556,-11.111111,29.88889,56.333332,6
77,186,2.333333,-11.555555,25.444445,43.444443,6
229,195,4.111111,-15.777778,33.555557,58.88889,6
15,189,2,-11.333333,24.666666,40.333336,6
93,190,2.611111,-18.777779,39.88889,66.88889,6
28,188,5.111111,-9.222222,19.444445,36.444443,6
174,181,4.166667,-20.222221,45.444443,74.22222,6
187,162,11.666667,-19.333334,31.333334,53.666668,6
142,182,2.777777,-9.888889,27.777779,52.88889,6
197,182,3.444444,-17.222221,39.77778,69.111115,6
112,197,4.944445,-17,35.666668,62.22222,6
99,184,7.944443,-11.222222,21.777779,38.77778,6
62,177,1.666667,-14.222222,36.11111,63.11111,6
27,189,2.611111,-11.333333,23.666666,40.666668,6
