@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
97,43.555557,-5.888889,-13.222222,54.333332,0.197115,4
65,53,-12.111111,-11.111111,64.44444,0.19713,4
87,27.444445,-10.444445,-12.777778,39.444443,0.312482,4
126,16.88889,-13.333333,-11,28.666666,0.437078,4
66,39,-4.777778,-10.777778,47.77778,0.184999,4
151,25.555555,-22.11111,-14.777778,42.77778,0.457448,4
88,58.88889,-28.11111,-25.11111,85,0.320122,4
70,35.11111,-10.555555,-14.555555,48.333332,0.274051,4
62,54.666668,-27.11111,-24.444445,80,0.329364,4
162,7.555555,-6.111111,-7.444445,14.555555,0.479931,4
129,55,-24.555555,-22.222221,78,0.30598,4
130,10.333334,-9.444445,-8.111111,18.88889,0.548124,4
123,52.333332,-22.333334,-21,73.77778,0.299164,4
33,30.555555,-13.444445,-15.777778,45.555557,0.33727,4
115,41.444443,-12.888889,-15.888889,56.333332,0.264115,4
109,35.666668,-17.11111,-18.444445,53.666668,0.334962,4
78,38.444443,-8.111111,-16.11111,51.88889,0.258916,4
107,48.11111,-13.666667,-17.666666,64.44444,0.252669,4
81,52,-22.666666,-22.333334,74.44444,0.307419,4
101,26.88889,-11.888889,-12.888889,39.444443,0.327288,4
105,39.666668,-13.555555,-18.222221,56.333332,0.295992,4
89,24.666666,-11.111111,-12.777778,36.88889,0.331128,4
19,38.77778,-21.555555,-19.222221,58.77778,0.355227,4
121,48.444443,-21.555555,-19.555555,68.66667,0.307193,4
129,20.11111,-16.777779,-13.777778,34.88889,0.449747,4
145,54.11111,-26,-21,76.77778,0.31714,4
18,59.77778,-27.88889,-25.555555,86.111115,0.317156,4
133,41.88889,-21.333334,-20.333334,62.555557,0.339145,4
111,52.444443,-20.88889,-23.222221,74.888885,0.299664,4
129,27.444445,-13.444445,-13.777778,41.11111,0.338407,4
104,56.11111,-16.222221,-22.555555,76.55556,0.267219,4
75,37.333336,-2.333333,-11.333333,45.666668,0.181732,4
28,54.666668,-26.88889,-23.222221,79.111115,0.324556,4
162,6.444445,-5.111111,-5.777778,12,0.484805,4
64,34.666668,-14.333333,-16,50.11111,0.310101,4
78,61.11111,-30.222221,-25.88889,88.44444,0.325487,4
34,41.666668,-19.444445,-17.777779,60,0.317542,4
111,25.11111,-12.444445,-13.444445,38.22222,0.349325,4
73,39.77778,-2.555556,-12.222222,48.77778,0.184376,4
72,51.22222,-23,-23.333334,74.44444,0.314606,4
135,28.555555,-12.444445,-12.444445,41,0.308824,4
102,56.555557,-20.11111,-20.777779,77.111115,0.26938,4
25,39.88889,-15.777778,-14.777778,55,0.284582,4
105,44,-13.555555,-18.555555,60.88889,0.277106,4
73,52.333332,-14.444445,-19.444445,70.111115,0.253364,4
148,24.222221,-22.88889,-14.555555,41.555557,0.483771,4
97,43.333332,-5.444445,-13.444445,54.11111,0.199351,4
79,36.555557,-10.222222,-14.555555,49.666668,0.265535,4
117,39.666668,-19,-18.666666,58.444443,0.330477,4
68,50.11111,-14.333333,-20,68.22222,0.265053,4
124,47.88889,-14.333333,-17.666666,64.44444,0.261246,4
154,23.333334,-19.777779,-14.444445,39.555557,0.453533,4
126,16.555555,-11,-10.666667,27.333334,0.405936,4
21,59.11111,-19.666666,-20.333334,79.22222,0.25706,4
118,48.77778,-14.888889,-18.88889,66.333336,0.265558,4
65,53,-12.111111,-11.111111,64.44444,0.19713,4
119,35.11111,-10.888889,-14.222222,48.22222,0.271717,4
48,34.666668,-16.222221,-18.555555,52.444443,0.339117,4
158,6.111111,-4.333334,-7,12.222222,0.503086,4
83,44,-11.555555,-17.555555,59.555557,0.260605,4
125,37.444443,-18,-17.333334,55,0.324639,4
123,46.333332,-14.444445,-19.444445,64.111115,0.280593,4
136,3.111111,-5.888889,-5.222222,8.555555,0.709751,4
78,38.444443,-8.111111,-16.11111,51.88889,0.258916,4
158,6.222222,-3.777778,-6.444445,11.777778,0.472975,4
84,7.555555,-4.666666,-4,11.777778,0.380483,4
124,37.555557,-11.777778,-16.777779,52.666668,0.290982,4
101,56.77778,-22.444445,-22.777779,79.44444,0.289362,4
57,58.22222,-18.777779,-22.444445,79.44444,0.266776,4
128,30.88889,-10.444445,-14.111111,43.77778,0.316177,4
129,45.444443,-12.333333,-16.666666,60.666668,0.248092,4
119,35.11111,-10.888889,-14.222222,48.22222,0.271717,4
80,36.11111,-8.222222,-13.222222,47.666668,0.24473,4
123,15.888889,-20.555555,-17.222221,34.22222,0.559546,4
22,43.333332,-20.666666,-19,62.88889,0.319474,4
134,41.77778,-21.11111,-21.444445,63.11111,0.341111,4
17,62.88889,-23.555555,-24.88889,87.333336,0.284874,4
83,58.88889,-18.11111,-22.11111,79.66667,0.260329,4
103,30.88889,-14.555555,-14.222222,45.22222,0.323915,4
108,35.77778,-12,-12.666667,48.22222,0.266758,4
44,42.555557,-14.777778,-15.777778,58,0.271987,4
132,33.88889,-16.666666,-14.666667,49.22222,0.325768,4
81,37.77778,-10.444445,-15.444445,51.555557,0.267251,4
117,33.77778,-16.444445,-15.777778,49.77778,0.335026,4
102,51,-23.11111,-22.11111,73.44444,0.317014,4
71,35.11111,-1.444444,-9.777778,42.11111,0.166047,4
73,38.77778,-14.222222,-14.222222,53,0.274334,4
28,54.666668,-26.88889,-23.222221,79.111115,0.324556,4
122,52.444443,-27.555555,-24.88889,78.22222,0.342363,4
65,52.77778,-19.11111,-22.11111,73.888885,0.287045,4
134,38.77778,-22.777779,-17.777779,58.22222,0.361284,4
35,33,-15.777778,-13.777778,47.444443,0.319714,4
137,37.333336,-2.888889,-10.555555,45.333332,0.176066,4
116,41.555557,-13.444445,-15.777778,56.555557,0.264563,4
147,4.555555,-1.444444,-5.111111,8.666667,0.464069,4
121,36.22222,-10.777778,-14.444445,49.444443,0.280578,4
121,27.88889,-11.111111,-13.444445,40.555557,0.313427,4
66,38.88889,-1.666667,-9.666667,45.88889,0.152009,4
117,33.77778,-16.444445,-15.777778,49.77778,0.335026,4
35,61.22222,-23,-24.666666,85.333336,0.287488,4
34,64.55556,-23.666666,-25,89.111115,0.279176,4
125,58.555557,-15.444445,-23.11111,79.111115,0.259842,4
152,21.666666,-18.666666,-14.666667,37.666668,0.46343,4
120,34.77778,-11.666667,-13.666667,47.77778,0.272752,4
98,24.333334,-11.666667,-13.333333,37.11111,0.346398,4
147,22.333334,-19.222221,-14.888889,38.666668,0.457405,4
107,44.88889,-10.777778,-14.777778,58.333332,0.230455,4
130,16.444445,-16.777779,-14.777778,31.88889,0.505441,4
93,54.555557,-24.222221,-24.88889,79.22222,0.315538,4
77,35.22222,-9,-15,48.22222,0.269192,4
73,35.11111,-13.555555,-15.222222,49.77778,0.297096,4
70,32.11111,-9.222222,-13.888889,44.444443,0.273358,4
122,34.333336,-10.333333,-14.666667,47.555557,0.282411,4
75,35.11111,-11.777778,-13.777778,48.22222,0.275059,4
66,38,-3.222222,-10.888889,46.333332,0.178875,4
80,34.555557,-10.111111,-15.444445,48.22222,0.282964,4
38,57.22222,-19.222221,-22.222221,78.44444,0.271659,4
127,32.666668,-1.888889,-11.555555,41,0.204536,4
44,50.333332,-25.666666,-25,75.55556,0.339917,4
78,31,-14.333333,-15.333333,46,0.33971,4
107,24.88889,-7,-13,35.88889,0.311552,4
62,58.22222,-28,-25.666666,84.66667,0.32276,4
124,37.444443,-20.222221,-18.222221,56.333332,0.348022,4
158,17.333334,-12.777778,-11.111111,29,0.41916,4
112,51.88889,-20.777779,-21.777779,73.333336,0.293681,4
50,53.77778,-23.555555,-21.222221,75.77778,0.304774,4
79,40.666668,-8.777778,-15.444445,53.88889,0.245206,4
159,18.88889,-0.555556,-4.888889,22.333334,0.15128,4
83,23,-9.555555,-10.555555,33.22222,0.307415,4
83,44,-11.333333,-16.333334,58.666668,0.249679,4
15,60.666668,-28.88889,-24.88889,86.888885,0.316905,4
108,52,-16.222221,-18.222221,69.55556,0.252458,4
126,32,-7.888889,-12.555555,43,0.258409,4
89,26.777779,-13.111111,-14.777778,41,0.351273,4
111,29.777779,-11.333333,-13,42.22222,0.290355,4
116,28.777779,-12.222222,-13.222222,41.666668,0.309461,4
123,15.888889,-10.888889,-10.222222,26.333334,0.408913,4
125,15,-10,-9.666667,24.777779,0.398689,4
25,61.666668,-29.333334,-26.333334,89,0.318191,4
125,53.77778,-25.11111,-21.444445,76.44444,0.317206,4
102,50.11111,-17,-20,69.111115,0.274353,4
109,42.77778,-20.555555,-19.88889,62.88889,0.325138,4
154,15.666667,-14.444445,-12.111111,28.555555,0.479715,4
159,23.555555,-2.666667,-7.666666,29.555555,0.202846,4
158,35,-11.333333,-13,47.444443,0.264152,4
48,37.555557,-9.888889,-13.555555,49.88889,0.245241,4
124,35.555557,-15.444445,-16.11111,51.444443,0.317097,4
135,40.444443,-19.11111,-20.777779,60.666668,0.33466,4
160,18.777779,-13.888889,-12.222222,31.555555,0.426014,4
87,37.22222,-16.333334,-18.333334,54.88889,0.319706,4
76,46.11111,-12.333333,-17,61.555557,0.250705,4
73,38.88889,-5.111111,-10.111111,47.333332,0.178226,4
17,39.444443,-12.777778,-15.444445,54,0.268186,4
133,32,-14.333333,-14.333333,46.333332,0.313397,4
65,50.11111,-21.88889,-22.88889,72.66667,0.314783,4
62,53.444443,-22.777779,-22.777779,76.22222,0.303179,4
160,18.777779,-13.888889,-12.222222,31.555555,0.426014,4
103,56.88889,-18.333334,-22.666666,78.111115,0.271568,4
121,36.22222,-10.777778,-14.444445,49.444443,0.280578,4
117,39.666668,-19,-18.666666,58.444443,0.330477,4
68,35.11111,-0.777778,-10.444445,42.333336,0.170449,4
159,4.666667,-4.555555,-5.888889,10.111111,0.541667,4
78,25.11111,-15.222222,-15.222222,40.333336,0.392034,4
159,23.555555,-2.666667,-7.666666,29.555555,0.202846,4
110,45.444443,-13.666667,-15.666667,60.444443,0.249253,4
76,36.77778,-18.88889,-16.555555,54.11111,0.334876,4
67,56.666668,-22.88889,-24.222221,80.44444,0.298145,4
116,54.11111,-25.666666,-20.666666,76.44444,0.313235,4
140,23.555555,-9,-8.666667,32.333336,0.2851,4
96,54.333332,-22.444445,-22.777779,77,0.297221,4
104,58.11111,-16.555555,-21.555555,78,0.254697,4
67,53.333332,-23.222221,-22.222221,75.888885,0.303044,4
43,56.666668,-29.444445,-24.11111,82.55556,0.335115,4
38,49.666668,-24,-25,74.333336,0.336015,4
85,42.88889,-12.444445,-18.777779,59.555557,0.278726,4
90,42,-21,-18.666666,61.444443,0.327632,4
24,44,-20.555555,-15.555555,61.22222,0.30862,4
148,24.222221,-22.88889,-14.555555,41.555557,0.483771,4
105,52.22222,-15.888889,-19.222221,70.333336,0.259048,4
122,31.88889,-10.555555,-12.888889,44,0.29185,4
137,33.555557,-6.111111,-10.111111,42.333336,0.214456,4
157,17.444445,-13.666667,-12,30,0.438882,4
102,36.88889,-17.333334,-17.666666,54.444443,0.318271,4
87,56,-24.777779,-24.11111,80.333336,0.3097,4
68,50.11111,-14.333333,-20,68.22222,0.265053,4
96,59.88889,-18.11111,-21.444445,80.22222,0.254595,4
101,39,-18.11111,-18.11111,57.11111,0.322733,4
82,40,-10,-14.666667,53.11111,0.246605,4
45,47.333332,-14.888889,-17.222221,63.77778,0.259367,4
120,44,-13.555555,-16.222221,59.333332,0.263467,4
32,53.333332,-15.777778,-18.444445,70.88889,0.249001,4
102,51.555557,-14.333333,-20,69.66667,0.25976,4
103,51.77778,-20,-21.333334,72.66667,0.287394,4
117,27.333334,-11.444445,-11.777778,39,0.30715,4
111,50.333332,-19.333334,-22.333334,71.66667,0.298892,4
103,51.666668,-14.555555,-19.555555,69.55556,0.257014,4
125,61.666668,-18.333334,-23,83.111115,0.257599,4
111,55,-17.444445,-21.777779,75.333336,0.269218,4
104,48.77778,-20.555555,-20.88889,69.55556,0.303071,4
81,33,-11.111111,-15.777778,47.22222,0.300796,4
90,58.11111,-22.555555,-21.222221,79.77778,0.278345,4
42,51.444443,-24.666666,-22.333334,74.55556,0.322931,4
146,8.111112,-7.777778,-7.444445,15.666667,0.487864,4
76,30.666666,-8.888889,-12.555555,42,0.27031,4
139,13,-11.777778,-10.111111,23.666666,0.482725,4
100,48.88889,-15.111111,-19.444445,66.88889,0.268621,4
126,16.88889,-13.333333,-11,28.666666,0.437078,4
106,33.22222,-10.777778,-13.444445,45.77778,0.270907,4
119,40.22222,-14.888889,-16.222221,56,0.28077,4
66,45.77778,-11.444445,-17.444445,61.22222,0.252103,4
128,46.333332,-20.777779,-20.777779,67.111115,0.312927,4
133,18.666668,-4.666666,-8.333333,25.777779,0.270271,4
17,39.444443,-12.777778,-15.444445,54,0.268186,4
36,57.77778,-29.444445,-25.777779,84.77778,0.332815,4
150,16.777779,-13.555555,-11.888889,29.222221,0.441573,4
73,42.11111,-1.888889,-12.555555,51.11111,0.176156,4
124,33.666668,-8.111111,-14.777778,46.22222,0.271474,4
13,62.333332,-29.11111,-24.11111,88.111115,0.311437,4
69,36.555557,0.666667,-12.333333,44.555557,0.17869,4
104,51,-13.666667,-19,68.22222,0.252203,4
120,42.444443,-9.222222,-16.222221,56.333332,0.245321,4
100,48.88889,-15.111111,-19.444445,66.88889,0.268621,4
20,57.444443,-26.222221,-23.222221,81.66667,0.309556,4
87,56,-24.777779,-24.11111,80.333336,0.3097,4
70,52.88889,-23,-24.666666,77,0.314365,4
140,24.555555,-8.333333,-9.333333,33.555557,0.266206,4
139,57.333332,-20.333334,-22,78.77778,0.27569,4
102,44.555557,-16.444445,-21.444445,64.333336,0.307007,4
125,32.444447,-15.333333,-15,47.555557,0.321825,4
15,61.77778,-27.222221,-24.88889,87.44444,0.30227,4
80,36.11111,-8.222222,-13.222222,47.666668,0.24473,4
64,49.11111,-20.777779,-22.444445,71,0.313003,4
138,48,-16.555555,-19.88889,66.77778,0.280911,4
149,17.444445,-14.111111,-11.777778,30,0.445172,4
128,42.88889,-21.777779,-21.11111,64.22222,0.340237,4
154,27.333334,-23.666666,-17,46.555557,0.458785,4
42,40,-15,-13.666667,54.11111,0.271572,4
126,20,-6.888889,-9.888889,28.88889,0.305785,4
102,45.555557,-13.666667,-18.333334,62.333332,0.2694,4
146,36.666668,-18.777779,-19.444445,55.88889,0.347454,4
125,39.444443,-5.111111,-11.777778,49,0.192484,4
110,28.777779,-15,-16,44.444443,0.353548,4
146,18.555555,-13.888889,-12.555555,31.555555,0.429825,4
121,47.22222,-20.333334,-19.333334,66.88889,0.300672,4
99,47.77778,0,-12.333333,56,0.146611,4
38,11.222222,-13,-9.666667,22,0.547232,5
131,0,0,0,0,0,5
80,11.777778,-9.444445,-8.111111,20.333334,0.43286,5
108,13.777778,-10.111111,-9.444445,23.444445,0.421675,5
62,0,0,0,0,0,5
142,0,-0.333333,-0.333333,0.333333,0.222222,5
94,0.111111,-2.888889,-3.222222,3.222222,0.977778,5
93,0.888889,-4.333334,-4.666666,5.444445,0.878395,5
64,3.111111,-6.111111,-7.777778,10.333334,0.69798,5
141,7,-11.555555,-8.555555,16.555555,0.640224,5
141,0,-1.111111,-2.111111,1.777778,0.888889,5
133,1.888889,-4.444445,-2.444444,5,0.860606,5
138,0,-1.111111,-4.111111,3.111111,1,5
36,4.777778,-8.222222,-8.222222,13,0.648657,5
138,1.444444,-5.222222,-5.222222,6.666666,0.799603,5
116,0.333333,-3.888889,-4.888889,4.888889,0.940741,5
61,6.111111,-8.666667,-8,14.333333,0.588823,5
134,0,-1.555556,-1.555556,1.555556,1,5
135,0.777778,-3.222222,-4.888889,5.111111,0.849735,5
117,13.777778,-7.666666,-10,23,0.402203,5
114,12.444445,-13,-11,24.11111,0.510924,5
141,0,-0.555556,-0.555556,0.555556,0.555556,5
115,0.333333,-2.333333,-2.666667,2.888889,0.933333,5
138,1.666667,-5.333334,-5.666666,7.222222,0.779497,5
89,13.444445,-12,-10.666667,24.555555,0.477489,5
154,2.666667,-5.222222,-4.888889,7.666666,0.815344,5
90,12.333333,-14.333333,-13,25.777779,0.539116,5
145,0,0,0,0,0,5
155,6.222222,-7.111111,-6.111111,12.666667,0.300624,5
94,6.222222,-9.666667,-8.666667,15.222222,0.619713,5
90,18.777779,-18.555555,-14.222222,34.444447,0.496719,5
154,0,-1.444444,-2.111111,1.888889,1,5
145,0,0,0,0,0,5
95,16.222223,-13.888889,-11.888889,28.777779,0.459469,5
58,5.333334,-8.333333,-9,14.111111,0.622222,5
135,26.444445,-21.555555,-14.222222,43.11111,0.443136,5
92,7.222222,-8.555555,-8.222222,15.555555,0.608437,5
135,0,-0.444444,-0.444444,0.444444,0.333333,5
89,14.555555,-10.777778,-10.444445,25.11111,0.43138,5
111,16.222223,-11.333333,-9.333333,26.222221,0.409226,5
89,13.111111,-11.777778,-11.111111,24.444445,0.473045,5
110,28.333334,-13.222222,-9.888889,39.333336,0.307444,5
149,0,0,0,0,0,5
144,0,0,0,0,0,5
154,4.333334,-6.444445,-6.444445,10.777778,0.6248,5
140,1.222222,-3.777778,-5.444445,6.111111,0.797884,5
152,0.666667,-1.555556,-2.555556,2.888889,0.648677,5
154,0,-0.777778,-0.777778,0.777778,0.555556,5
95,5.333334,-2.555556,-6.888889,10.777778,0.512566,5
104,16.88889,-10.333333,-8.666667,26.11111,0.375532,5
86,8.111112,-13.666667,-12.666667,21.11111,0.630928,5
135,4.222222,-6.666666,-6,10.444445,0.617593,5
36,5.111111,-8.777778,-8.444445,13.666667,0.634921,5
98,17.222223,-13.888889,-12.888889,30.444445,0.448676,5
89,6,-6.333334,-7.333334,13,0.548545,5
153,0,-1.111111,-1.111111,1.111111,0.888889,5
150,0,0,0,0,0,5
149,0,0,0,0,0,5
86,8,-13.333333,-12,20.444445,0.629503,5
62,3.666667,-6.888889,-8.222222,11.444445,0.680808,5
144,0.111111,-1.111111,-1.777778,1.666667,0.861111,5
94,0.111111,-2.888889,-3.222222,3.222222,0.977778,5
95,1.777778,-0.111111,-1.111111,2.555556,0.10119,5
133,3.444444,-5.111111,-5.777778,9,0.630471,5
154,0,-0.222222,-0.222222,0.222222,0.222222,5
137,0,-2.444444,-2.777778,2.666667,1,5
137,20.777779,-20,-13.666667,36.555557,0.502569,5
116,19.444445,-12.222222,-11.888889,31.444445,0.392149,5
93,16.555555,-12.777778,-13.111111,29.555555,0.44338,5
96,15.111111,-13.111111,-13.444445,28.444445,0.472764,5
149,0,-0.111111,-0.111111,0.111111,0.111111,5
140,0.222222,-0.555556,-0.555556,0.777778,0.240741,5
152,0.777778,-1.111111,-1.777778,2.333334,0.537037,5
154,0,0,0,0,0,5
151,0,-0.333333,-0.333333,0.333333,0.222222,5
152,0.333333,-1.333333,-1.333333,1.666667,0.705556,5
135,0.111111,-1.888889,-3.888889,3.333333,0.972222,5
88,19.444445,-12.333333,-8.666667,29.333334,0.378615,5
108,11.666667,-9.555555,-8.555555,20.555555,0.45603,5
90,4.333334,-6.222222,-8.555555,12.111111,0.641018,5
30,6.222222,-7.111111,-6.777778,13.111111,0.518586,5
89,10.333334,-12,-11.666667,22.11111,0.548825,5
113,17.222223,-11.888889,-10.888889,28.444445,0.414807,5
111,25.777779,-12.555555,-8.888889,35.88889,0.315484,5
137,1.888889,-4.777778,-5.444445,7.111111,0.731922,5
88,4.666667,-6.666666,-8,12.222222,0.61791,5
61,4.222222,-7.666666,-8.333333,12.333333,0.66626,5
94,17,-13.666667,-13.333333,30.444445,0.452182,5
91,3.666667,-4.333334,-7,9.777778,0.620651,5
91,11.333333,-10.333333,-9.333333,21,0.476783,5
135,1,-3.666667,-5.666666,6,0.832275,5
90,15.777778,-13.444445,-13.111111,29,0.465278,5
145,0,0,0,0,0,5
80,12.444445,-11.888889,-10.222222,23.222221,0.489982,5
140,0,-0.777778,-0.777778,0.777778,0.777778,5
136,0.666667,-4.222222,-4.222222,4.888889,0.877513,5
107,12.666667,-14.888889,-12.222222,25.777779,0.547173,5
85,15.333333,-13.111111,-10.777778,26.88889,0.459024,5
142,0.888889,-2.777778,-2.777778,3.666667,0.769444,5
104,16.222223,-7.555555,-6.888889,23.333334,0.314713,5
152,0,0,0,0,0,5
136,4.222222,-7.555555,-5.888889,10.666667,0.657744,5
134,0,-3.111111,-3.111111,3.111111,1,5
153,3.222222,-1.111111,-0.444444,3.888889,0.085017,5
144,0,0,0,0,0,5
153,0,0,0,0,0,5
85,15.333333,-13.111111,-10.777778,26.88889,0.459024,5
112,25.777779,-12.888889,-9.222222,36.22222,0.32175,5
144,0,0,0,0,0,5
143,0,-1.333333,-2,1.777778,0.888889,5
142,0,-3.333333,-3.666667,3.555556,1,5
68,4.666667,-3.666667,-6.666666,10.333334,0.534151,5
130,1,-2.222222,-2.222222,3.222222,0.550926,5
152,2.333334,-2.777778,-3.777778,5.777778,0.599735,5
141,0,-2.333333,-2.333333,2.333334,1,5
104,16.555555,-10.222222,-9.222222,26.11111,0.380292,5
135,0.888889,-4.222222,-3.888889,4.888889,0.888007,5
113,26.11111,-13.333333,-9.666667,37,0.327385,5
30,4.666667,-6.777778,-7.111111,11.666667,0.613718,5
154,1,-0.888889,-2.555556,3,0.534392,5
67,0.333333,0.111111,-1.222222,1.111111,0.231481,5
115,0.333333,-2.333333,-2.666667,2.888889,0.933333,5
131,0,-0.666667,-0.666667,0.666667,0.666667,5
113,17.222223,-11.888889,-10.888889,28.444445,0.414807,5
12,3.555556,-7.111111,-8.111111,11.333333,0.687302,5
155,6.666666,-6.222222,-6.222222,12.888889,0.392385,5
145,0,0,0,0,0,5
61,4.333334,-7.222222,-8.222222,12.222222,0.645891,5
155,5.555555,-5.888889,-5.222222,11,0.5,5
113,25.777779,-12,-7.666666,34.88889,0.302071,5
91,8.222222,-13.777778,-11.777778,20.666668,0.634464,5
137,0.111111,-1.222222,-1.888889,1.777778,0.75,5
86,13.555555,-11.777778,-10.777778,24.666666,0.46348,5
133,0.111111,-1.666667,-4.333334,3.555556,0.972222,5
154,0.222222,-0.555556,-1.222222,1.222222,0.277778,5
13,5.888889,-9.555555,-10.222222,15.888889,0.632739,5
152,0,0,0,0,0,5
111,12.333333,-11.666667,-11.333333,23.777779,0.489897,5
115,11.333333,-12.222222,-10.222222,22.222221,0.533126,5
154,0,-0.222222,-0.222222,0.222222,0.222222,5
148,0,-0.111111,-0.111111,0.111111,0.111111,5
63,6.555555,-7.888889,-7.222222,14,0.5477,5
86,4.555555,-6.111111,-6.444445,10.888889,0.594226,5
145,2.111111,-3.222222,-3.888889,5.777778,0.656614,5
89,0.555556,-3.111111,-3.777778,4.111111,0.896296,5
112,27,-22.222221,-13.888889,43.666668,0.445039,5
133,0,-1.777778,-1.777778,1.777778,1,5
118,16.11111,-11.555555,-9.888889,26.555555,0.418712,5
115,20,-10.555555,-8.888889,29.444445,0.339149,5
94,11.444445,-15.222222,-12.555555,24.88889,0.57666,5
95,5.333334,-2.555556,-6.888889,10.777778,0.512566,5
133,0,-1.111111,-1.111111,1.111111,1,5
94,15.666667,-12.777778,-13.111111,28.666666,0.457772,5
139,2.111111,-6.888889,-6.222222,8.555555,0.786175,5
86,16.88889,-13.666667,-10.666667,28.555555,0.444698,5
139,0,-3.888889,-3.888889,3.888889,1,5
116,13.777778,-9.888889,-9.222222,23.222221,0.420839,5
93,13.444445,-14.111111,-13.444445,27.11111,0.511905,5
139,0,-1.444444,-4.111111,3.222222,1,5
136,0.888889,-5.333334,-4.666666,5.777778,0.911155,5
112,19.333334,-12.777778,-13.111111,32.333336,0.409544,5
93,10.444445,-13.555555,-11.888889,22.88889,0.577002,5
116,26.666666,-12.444445,-9.444445,37.11111,0.310286,5
138,9.111111,-11.888889,-9.222222,19.222221,0.61525,5
152,0,0,0,0,0,5
137,0.111111,-1.222222,-1.888889,1.777778,0.75,5
62,3.666667,-6.888889,-8.222222,11.444445,0.680808,5
83,14.444445,-14.666667,-11.333333,26.88889,0.50381,5
154,6.333334,-8.444445,-7.111111,13.888889,0.771517,5
104,16.88889,-10.333333,-8.666667,26.11111,0.375532,5
141,0,-0.222222,-0.222222,0.222222,0.222222,5
145,0.111111,-0.666667,-1.333333,1.222222,0.527778,5
154,4.777778,9.888889,-4.777778,9.666667,0.561927,5
142,0,0,0,0,0,5
113,27.11111,-22,-14,43.77778,0.441507,5
141,3,-5.555555,-5.888889,8.777778,0.66524,5
140,2,-1.666667,-3.666667,5,0.656085,5
61,4.111111,-7,-8.333333,12,0.655892,5
40,0,0,0,0,0,5
130,0,-1.555556,-3.555556,2.888889,1,5
141,0,0,0,0,0,5
93,15.666667,-14.333333,-12.666667,28.88889,0.480246,5
110,2.444444,-4.333334,-5.333334,7.444445,0.675265,5
82,12.111111,-10,-9.333333,21.666666,0.458152,5
154,0.222222,-0.888889,-1.555556,1.555556,0.288889,5
133,6.666666,-10.888889,-9.555555,16.666668,0.627269,5
110,6.333334,-10,-9.333333,15.888889,0.620643,5
144,0,0,0,0,0,5
131,0,0,0,0,0,5
89,0,0,0,0,0,5
83,6.666666,-11.666667,-9.666667,17,0.676581,5
114,12.111111,-14.222222,-12.222222,25,0.546207,5
12,3.555556,-7.111111,-8.111111,11.333333,0.687302,5
89,18,-18.666666,-14,33.555557,0.509462,5
62,4.777778,-7.888889,-8.555555,13.111111,0.635938,5
134,22.333334,-19.11111,-13.111111,37.444443,0.457752,5
152,0.666667,-1.555556,-2.555556,2.888889,0.648677,5
90,7.555555,-7.444445,-7.444445,15,0.533928,5
93,0,0,0,0,0,5
90,13.222222,-11.888889,-10.888889,24.444445,0.475549,5
41,0.333333,-0.444444,-1.111111,1.222222,0.537037,5
131,0.222222,-1.444444,-1.777778,1.888889,0.925926,5
109,26.333334,-13.888889,-9.222222,37.11111,0.331954,5
91,19.555555,-18.88889,-13.555555,34.88889,0.48999,5
135,0,-2.333333,-2.333333,2.333334,1,5
94,15.888889,-12.666667,-13,28.777779,0.451546,5
106,14.333333,-10.111111,-9.444445,24,0.416401,5
144,0,0,0,0,0,5
112,12.555555,-12.222222,-10.888889,23.88889,0.492526,5
145,0.111111,-0.666667,-1.333333,1.222222,0.527778,5
130,0,0,0,0,0,5
39,6.888889,-6.555555,-7.888889,14.333333,0.576021,5
34,11.555555,-11,-8.666667,21,0.479958,5
147,0,0,0,0,0,5
135,22.11111,-18.666666,-13,37,0.454232,5
99,11.444445,-12.777778,-12.111111,23.777779,0.54148,5
140,2.666667,-0.666667,-0.666667,3.333333,0.068883,5
131,0,0,0,0,0,5
105,23.666666,-12.555555,-9.222222,34,0.337494,5
41,0.333333,-0.444444,-1.111111,1.222222,0.537037,5
84,19.777779,-13.777778,-10.444445,31.333334,0.404099,5
155,11.333333,-4,-9,21.444445,0.646298,5
110,24.444445,-18.88889,-14.555555,40.444443,0.431825,5
31,8.888889,-8.777778,-7.111111,16.555555,0.500944,5
144,0,0,0,0,0,5
97,15.666667,-12.777778,-11.777778,27.777779,0.447494,5
64,5.333334,-5.666666,-8,12.555555,0.579142,5
36,0,0,0,0,0,5
89,2.666667,-0.666667,-1.333333,3.777778,0.097643,5
138,0,-2.333333,-3.666667,3.222222,1,5
129,1.888889,0.444444,-1.222222,2.666667,0.096561,5
12,8.222222,-9,-9.666667,17.666668,0.543775,5
131,0.666667,-1.888889,-2.222222,2.777778,0.77037,5
148,0,0,0,0,0,5
79,11.444445,-10.888889,-8.222222,20.555555,0.485044,5
114,21.777779,-14.444445,-12.111111,34.666668,0.393927,5
147,0,0,0,0,0,5
134,1.333333,-5.555555,-4.888889,6.444445,0.829233,5
135,0,-1.444444,-3.777778,3,1,5
111,25.777779,-12.555555,-8.888889,35.88889,0.315484,5
141,0,-0.111111,-0.111111,0.111111,0.111111,5
141,0,0,0,0,0,5
