@relation segment

@attribute Vegde-sd numeric
@attribute Rawblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
2.094967,73.333336,-1.992052,6
1.854924,64.22222,-2.072616,6
1.293861,54.333332,-1.910677,6
1.678846,67.22222,-2.075226,6
10.696298,40.666668,-2.10084,6
0.785186,47.555557,-2.395213,6
0.983193,73.333336,-2.048058,6
5.762963,50.555557,-2.335371,6
1.218682,71.55556,-2.081891,6
2.8784,59.22222,-2.056734,6
0.869228,75.66667,-2.048736,6
1.858913,58.88889,-1.956023,6
2.999382,78.111115,-2.05611,6
1.763834,69.22222,-2.03737,6
5.495115,49,-2.175826,6
1.218519,38,-2.03822,6
1.088662,60.88889,-1.973221,6
0.632455,73.44444,-2.073869,6
0.712326,60.77778,-2.06698,6
1.047041,74.888885,-2.005956,6
2.656231,68.66667,-1.969456,6
4.551854,36.555557,-1.954574,6
2.043961,59.88889,-1.973056,6
2.091428,58.77778,-2.051671,6
1.496296,36.444443,-2.083566,6
1.470702,61,-1.965703,6
2.018434,74,-2.042514,6
1.730981,60.11111,-1.998547,6
1.128748,62.11111,-2.00738,6
1.669998,64.333336,-2.020895,6
1.051855,41.88889,-2.103758,6
0.250924,67.22222,-2.008008,6
2.118519,38,-2.215464,6
1.099999,42.22222,-1.943038,6
1.333334,58.555557,-2.074616,6
3.040736,52.22222,-2.282295,6
5.555551,51.666668,-2.395566,6
2.465315,72.55556,-2.033804,6
1.730983,75.66667,-2.044563,6
0.922221,40.333336,-2.037982,6
1.18165,66.55556,-1.974959,6
1.229272,61.333332,-2.007175,6
1.200309,50.444443,-2.037568,6
1.16746,60.666668,-2.063044,6
1.515354,74.111115,-2.03348,6
1.866865,76.55556,-2.020938,6
0.922221,58.333332,-2.162999,6
1.099999,42.22222,-1.943038,6
6.874074,36.88889,-2.160658,6
4.213295,72.55556,-1.978495,6
1.861898,65,-2.022599,6
0.522223,41,-2.091209,6
7.54074,46.22222,-2.316872,6
0.507408,54.555557,-2.238293,6
12.151846,51.333332,-2.384441,6
7.54074,46.22222,-2.316872,6
2.257497,69.88889,-2.051056,6
1.06284,67.66667,-2.052258,6
1.481991,59,-1.996042,6
8.240739,51.77778,-2.335837,6
2.245159,60.22222,-2.028812,6
1.047043,63.333332,-2.059262,6
2.621847,55.77778,-2.016646,6
2.810035,57.333332,-1.982099,6
1.306679,64.88889,-2.063353,6
2.564718,62.333332,-2.048697,6
1.798145,61.333332,-1.958085,6
3.028874,63.666668,-2.014102,6
1.14342,61.666668,-2.021838,6
2.786874,76.22222,-2.077651,6
0.516399,55.333332,-2.000118,6
1.451853,40.11111,-2.008381,6
3.151133,74.22222,-2.020865,6
2.133507,76.44444,-2.026586,6
0.879815,62.11111,-1.97757,6
2.647851,69.22222,-2.084754,6
1.857917,75.66667,-2.030648,6
1.806368,60.666668,-2.006186,6
3.791314,71.66667,-2.034642,6
1.069789,61,-1.942662,6
1.734188,76.44444,-2.034119,6
1.682151,70,-1.997577,6
2.576964,68.111115,-1.980348,6
1.861898,71,-2.040866,6
0.936898,62.333332,-2.008719,6
1.932183,62.444443,-2.064277,6
1.515353,61.555557,-2.022274,6
2.319004,67.88889,-2.028618,6
1.708367,74.888885,-2.060614,6
1.18165,66.55556,-1.974959,6
2.195113,77.55556,-2.054084,6
1.585185,37.77778,-2.021032,6
0.742868,75.55556,-2.043617,6
2.167948,71.44444,-1.966671,6
4.324349,72.66667,-2.02885,6
1.807405,51.11111,-2.316506,6
0.975629,60,-1.986307,6
1.06284,67.66667,-2.052258,6
1.563472,61.77778,-1.984565,6
0.834444,52.88889,-1.904978,6
1.282359,62.11111,-1.978657,6
3.031318,67.333336,-2.116733,6
0.32963,37.11111,-2.16033,6
3.040736,52.22222,-2.282295,6
1.784708,74.888885,-2.033605,6
2.118519,38,-2.215464,6
2.125681,70.22222,-2.080206,6
2.573368,69.111115,-2.039667,6
1.069786,71.55556,-2.093746,6
1.186343,75.44444,-2.022148,6
2.149936,65.66667,-2.079185,6
1.781593,65,-2.164195,6
0.82776,64.55556,-1.985899,6
1.185186,55.333332,-2.102318,6
1.260511,61.444443,-1.99344,6
0.596296,54.666668,-2.386671,6
0.877778,48.555557,-2.392741,6
2.285186,48,-2.51749,6
1.751853,42.77778,-2.044277,6
1.822697,66.88889,-2.052546,6
0.750308,50.666668,-1.992997,6
2.238553,58.555557,-2.038956,6
0.462963,29.333334,-2.01975,6
2.237722,72.44444,-2.101326,6
1.485184,36.333336,-2.050282,6
0.843274,62.333332,-1.96448,6
2.115201,65.88889,-1.988249,6
1.185186,36.333336,-2.217095,6
2.97894,69.77778,-2.045431,6
0.429631,48.88889,-2.388454,6
1.451691,77.77778,-2.06802,6
2.196297,49.444443,-2.573635,6
2.360949,58.22222,-2.039491,6
13.496301,47.77778,-2.425324,6
0.688531,62.666668,-1.95141,6
1.496909,72.55556,-2.112941,6
1.878731,76,-2.043538,6
3.855555,42.88889,-2.001125,6
2.12222,43.88889,-2.060122,6
2.984528,77.55556,-2.044179,6
1.652159,76.55556,-2.109375,6
3.124574,72.77778,-2.05935,6
1.501851,58.77778,-2.045996,6
2.738614,74.77778,-2.03548,6
1.806368,60.666668,-2.006186,6
1.90516,75.111115,-2.047766,6
2.977074,71.111115,-2.088855,6
1.333334,59.333332,-1.940423,6
0.311111,40.666668,-2.064273,6
1.652159,76.55556,-2.109375,6
1.916788,65.111115,-1.981911,6
2.375804,61.444443,-2.063864,6
2.740741,41.333336,-2.04072,6
9.633328,40.333336,-2.121237,6
1.451692,74.888885,-2.018211,6
1.659987,61.11111,-1.974394,6
0.583731,67.77778,-1.991701,6
0.854184,63.22222,-2.11269,6
2.666666,43.444443,-2.036642,6
2.108185,76.55556,-2.074028,6
0.998145,60.666668,-1.987599,6
5.455552,35.444447,-2.217735,6
1.424649,55,-2.004988,6
1.481991,59,-1.996042,6
2.303781,58.666668,-1.964901,6
4.655558,37,-2.45058,6
2.69155,53.88889,-2.06786,6
1.857917,68.111115,-1.989221,6
1.115547,78.77778,-2.084935,6
2.409857,69,-2.065663,6
1.809441,65,-2.03483,6
1.822697,66.88889,-2.052546,6
1.470701,67.22222,-2.004082,6
1.259042,69.111115,-2.001558,6
0.729634,49.666668,-2.198939,6
4.018937,62.22222,-2.014434,6
1.769076,58.88889,-2.102536,6
2.398302,69.66667,-2.005196,6
3.855555,42.88889,-2.001125,6
1.003697,59.88889,-1.947472,6
2.285186,48,-2.51749,6
2.16453,49.555557,-1.998368,6
0.760117,59.77778,-1.998993,6
8.1074,42.88889,-2.470153,6
2.85709,67.66667,-2.040013,6
2.13611,58.666668,-2.025942,6
2.993821,62.22222,-2.071221,6
2.993821,62.22222,-2.071221,6
0.862965,21.11111,2.190305,7
1.200001,17.88889,2.189135,7
0.596297,16.555555,2.337472,7
1.143419,10,1.990381,7
2.559658,17.777779,2.304153,7
0.403687,13.333333,1.94304,7
0.655461,13,1.82234,7
1.244444,18.555555,2.437339,7
1.047042,14,1.937594,7
5.096296,13.333333,2.363871,7
0.474074,4.222222,1.976138,7
2.453268,22.444445,2.395778,7
0.459468,20.666668,2.169397,7
0.385186,18.777779,2.420823,7
0.651852,13.666667,2.447547,7
0.077778,9.888889,2.128646,7
1.149879,23,2.302124,7
0.722649,22,2.541661,7
3.016621,7.111111,2.069452,7
0.403687,13.333333,1.94304,7
0.507408,14.888889,2.545329,7
0.64693,12.888889,1.783512,7
0.490654,19.222221,2.416354,7
1.466667,14.666667,2.239034,7
1.422222,18.222221,2.451836,7
1.128749,7,2.277351,7
3.096296,6.555555,2.259398,7
1.95978,14.888889,2.176993,7
0.251851,16.88889,2.91248,7
1.646545,8.111112,2.019747,7
3.455556,9.444445,2.083229,7
1.200001,17.88889,2.189135,7
0.862963,13,2.392487,7
0.666667,20.88889,2.389391,7
0.640741,9.777778,2.32339,7
1.763834,12.222222,2.112617,7
0.918519,5.555555,1.982987,7
0.788889,19.777779,2.741647,7
1.951258,17.88889,2.175522,7
0.516398,17,2.332243,7
0.62361,26.11111,2.769038,7
0.45542,25.333334,2.604013,7
0.596296,14.222222,2.461599,7
15.262959,6.444445,2.09315,7
3.707406,13.333333,2.298255,7
0.740741,9.666667,2.156639,7
0.278886,25.444445,2.864931,7
1.12963,14.555555,2.252368,7
0.779363,9.444445,1.985552,7
0.518518,13.777778,2.305729,7
1.540803,9.333334,2.043865,7
1.718095,25.11111,2.285098,7
0.607407,17.88889,2.690112,7
0.340741,10.777778,2.31952,7
2.146487,11.333333,1.950405,7
0.774073,18.666668,2.467752,7
2.059306,13.555555,2.350437,7
1.007406,17.777779,2.395018,7
0.518519,15.444445,2.129513,7
0.829631,15.555555,2.332739,7
1.00554,12.777778,1.891015,7
0.922223,15,2.432783,7
1.881686,17.777779,1.28706,7
1.129629,12.333333,2.292041,7
0.788811,23.777779,2.630157,7
1.455554,13.555555,2.402851,7
0.64693,8.111112,1.877146,7
0.936898,12.444445,2.075874,7
1.12963,5.333334,1.984366,7
1.69203,16.88889,2.24441,7
1.396296,17.666668,2.396771,7
0.666667,9.222222,1.910864,7
0.574134,16.88889,2.737074,7
1.333333,12.888889,2.441017,7
3.722221,17.11111,2.361827,7
1.327765,16.333334,2.327545,7
0.874074,18.11111,2.113918,7
0.936898,12.444445,2.075874,7
0.788811,11.777778,1.905303,7
0.574133,19.11111,1.798302,7
2.306994,15.666667,2.214996,7
0.740741,11.888889,2.49158,7
2.433332,14.555555,2.482445,7
0.24074,14,2.401137,7
1.206464,7.222222,2.201318,7
0.862963,13,2.392487,7
2.033333,11.555555,2.437819,7
0.744444,12.666667,2.382684,7
1.420746,7.333334,2.192935,7
1.574073,6.888889,2.187022,7
1.917754,15.444445,2.232849,7
1.98513,11.111111,2.099905,7
0.196296,20,2.791674,7
0.774074,18.222221,2.419445,7
2.344418,8.555555,2.011228,7
0.688531,14,2.20467,7
1.422221,6.777778,2.242649,7
3.188889,5.888889,2.117886,7
0.699998,14,2.209309,7
0.344265,12.777778,2.038483,7
3.496297,4.333334,2.148363,7
0.162962,18.222221,2.587396,7
1.638654,18.777779,2.420791,7
0.340741,11.888889,2.212898,7
0.750309,17.555555,2.252231,7
0.918519,5.555555,1.982987,7
0.418519,15,2.391996,7
0.443053,9.777778,2.36281,7
2.444445,4.555555,2.180526,7
1.00554,14.111111,2.060443,7
0.712326,17.333334,2.291415,7
0.505525,9.777778,1.993183,7
1.28889,15.333333,2.743555,7
0.240741,4.222222,2.097231,7
1.047042,11.555555,1.966536,7
0.433332,18.11111,2.271693,7
0.772202,19,2.506807,7
0.829631,15.555555,2.332739,7
1.424651,8,1.872506,7
1.06284,11.333333,2.080445,7
0.077778,9.888889,2.128646,7
0.952579,12.555555,2.210055,7
2.42594,21.222221,2.28263,7
0.118518,4.222222,1.83826,7
2.162963,6,1.756645,7
0.720082,13.444445,2.119546,7
0.688531,12.777778,1.916419,7
0.551852,18.444445,2.413262,7
1.485185,12.444445,2.317212,7
2.685185,12.333333,2.283147,7
0.389682,18.333334,2.505249,7
3.629631,8.111112,2.156779,7
2.385186,7.555555,1.917421,7
1.748015,15,2.586018,7
4.21111,21.777779,2.263538,7
0.044444,4,2.074957,7
0.222222,9.444445,2.04457,7
2.225275,14.222222,2.222103,7
0.996296,14.444445,2.707051,7
1.204928,11.777778,2.055672,7
2.237724,10.222222,2.0861,7
1.707407,11.888889,2.303853,7
2.42963,13.777778,2.362146,7
1.096297,16.333334,2.515826,7
1.085185,10.111111,-1.190561,7
1.069787,12.888889,1.910945,7
1.069787,16.444445,2.099557,7
0.518518,13.111111,2.487917,7
1.254621,9,1.875362,7
1.851851,12.111111,2.368311,7
1.470702,11.666667,2.391736,7
0.788811,11.777778,1.905303,7
1.162691,14.333333,2.198051,7
0.834443,6.666666,1.870487,7
1.813529,16.666668,2.205099,7
0.620633,10.555555,2.221276,7
0.827759,12.666667,2.508226,7
1.16746,19.88889,2.033698,7
1.277778,17.333334,2.47582,7
0.742867,9,1.986748,7
1.041722,17.11111,2.204408,7
0.349603,9.777778,1.83885,7
1.143419,17.88889,2.224382,7
0.551851,13.111111,2.395431,7
0.507407,15,2.417702,7
1.31852,11,2.476615,7
0.133333,14.222222,2.32489,7
1.574073,17.88889,2.651605,7
1.619328,19.666668,2.158915,7
0.349603,9.777778,2.206642,7
0.443053,14.555555,2.634176,7
1.074968,15.888889,2.350367,7
0.327731,7,1.909255,7
0.062963,12.555555,2.377854,7
2.429628,16,2.483291,7
0.574134,14,2.544142,7
1.128748,17.666668,2.389747,7
6.08889,15.222222,2.554965,7
1.632993,16.222223,2.254303,7
2.559658,17.777779,2.304153,7
0.385185,17.333334,2.483198,7
0.655461,19.777779,2.179845,7
1.295291,10.333334,2.09922,7
1.274074,16.666668,2.593107,7
1.148268,8.333334,1.903686,7
1.007407,7.444445,1.908457,7
5.722223,4.666667,2.046588,7
1.054093,22.222221,2.624707,7
0.779364,18,2.834822,7
0.958394,22.555555,2.561049,7
3.255195,9.555555,2.164262,7
0.349603,9.777778,1.83885,7
0.474073,15.444445,2.462118,7
0.177778,14.111111,2.593543,7
1.851851,12.111111,2.368311,7
1.408966,12.444445,2.193764,7
1.327767,13.222222,2.284571,7
1.143419,25.777779,2.731134,7
0.311111,5.444445,2.122422,7
0.750308,19.666668,2.378846,7
2.094968,22.444445,2.214011,7
7.54074,18.777779,2.243094,7
1.06284,30.11111,2.617801,7
1.29386,23.444445,2.642597,7
1.840741,9.333334,2.316242,7
6.829628,16.666668,2.7898,7
2.607407,7.666666,1.905045,7
0.928957,10.333334,2.217263,7
0.255556,14.666667,2.306678,7
0.843274,29.666666,2.827106,7
1.366666,12,2.42875,7
1.129629,16,2.386452,7
0.998146,10.444445,1.956772,7
1.186342,11,2.291847,7
2.42963,11.111111,2.391307,7
1.840741,11.888889,2.328108,7
1.155555,5.111111,1.938468,7
1.451691,9.666667,2.426379,7
1.096297,16.333334,2.515826,7
1.00554,12,2.255333,7
0.551852,18.444445,2.413262,7
1.289559,9.222222,2.060955,7
3.974076,16.444445,2.471197,7
1.98513,15.777778,2.27303,7
2.640738,14.888889,2.102212,7
2.040334,22.666666,2.471757,7
0.833333,12.111111,2.341677,7
6.08889,15.222222,2.554965,7
0.809664,15.444445,2.224013,7
5.618517,14.333333,2.395692,7
0.45542,25.333334,2.604013,7
5.096295,14.333333,2.105197,7
0.444444,5.666666,1.946502,7
0.833333,5,2.030867,7
1.822696,14.777778,2.522748,7
0.329629,12.111111,2.264277,7
0.879815,7.666666,1.940832,7
1.485185,12.444445,2.317212,7
0.928958,16.666668,2.001681,7
0.389682,26,2.84342,7
2.696296,10.777778,2.267197,7
0.507408,17.222223,2.438615,7
5.722223,4.666667,2.046588,7
1.218519,25.11111,-1.755483,7
0.477778,18.444445,2.458471,7
6.829628,16.666668,2.7898,7
0.632456,13.888889,2.141428,7
1.638653,15.666667,2.835614,7
0.327731,14.333333,2.345133,7
1.420746,7.333334,2.192935,7
0.685185,13.111111,2.306884,7
0.340741,10.111111,2.194143,7
0.62361,13.555555,2.242196,7
0.507408,14.888889,2.545329,7
1.948408,17.666668,2.320382,7
3.262963,13.111111,2.170543,7
0.534027,18.777779,2.459806,7
0.691215,11.777778,1.863654,7
0.501849,17,2.292736,7
2.195113,9.333334,1.987902,7
0.3,24.222221,2.604303,7
2.535671,13,2.37843,7
0.562963,16.777779,-3.015081,7
2.685184,18.11111,2.274128,7
0.651852,4.777778,2.058329,7
2.64074,13.111111,2.280922,7
0.655462,19.777779,2.126901,7
1.784709,15.666667,2.266094,7
0.429629,17.11111,2.428022,7
2.538591,6.555555,2.126063,7
0.785185,10.666667,2.557458,7
0.877777,5.666666,1.844726,7
0.211111,15,2.87512,7
1.455513,24,2.356024,7
0.562963,21.444445,2.453831,7
1.327766,19.666668,2.280289,7
0.760117,6.444445,1.984785,7
0.388889,15.666667,2.44578,7
0.785184,18.88889,2.504391,7
0.958394,22.555555,2.561049,7
0.551852,7,2.340587,7
0.403687,10.333334,2.291118,7
1.083547,11.444445,1.860191,7
3.496296,7.333334,2.361442,7
0.42963,5.888889,2.10726,7
5.274073,4.888889,2.033629,7
0.311111,5.444445,2.122422,7
1.540803,25.11111,2.38935,7
0.421638,18.666668,2.405202,7
0.298143,16.333334,2.083854,7
1.295291,20.333334,2.467938,7
2.062964,13.111111,2.563437,7
0.455421,24.11111,2.557389,7
0.544331,8.888889,2.043726,7
0.720082,10.333334,1.941465,7
0.7,21.444445,2.125416,7
0.074074,4.444445,1.991157,7
