@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Hedge-sd numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
176,0.111111,2.841493,0.314462,6
160,0,3.766669,0.354037,6
174,0,0.854183,0.320261,6
196,0,4.188167,0.294045,6
188,0,1.781594,0.309236,6
188,0,0.750309,0.299511,6
195,0,2.205214,0.288788,6
161,0,73.0963,0.308104,6
188,0,37.218513,0.284148,6
187,0,3.512938,0.299951,6
189,0,23.885176,0.265248,6
180,0,63.944435,0.23849,6
202,0,2.51219,0.302514,6
185,0,1.905159,0.29644,6
196,0,4.390225,0.297963,6
189,0,2.888888,0.315363,6
186,0,1.241266,0.304522,6
192,0,1.544403,0.307473,6
204,0,0.752773,0.302671,6
160,0,4.596297,0.352126,6
197,0,3.122795,0.296328,6
207,0,3.008629,0.299285,6
190,0,5.218202,0.279561,6
195,0,1.822697,0.300235,6
186,0.111111,2.815959,0.266195,6
193,0,1.80944,0.299579,6
185,0,1.951258,0.302283,6
193,0,1.408967,0.295304,6
193,0,3.592689,0.279876,6
201,0,5.795274,0.275368,6
188,0,3.747592,0.300242,6
210,0.111111,2.613356,0.317566,6
178,0,4.933632,0.289863,6
200,0,1.204929,0.309826,6
184,0,0.785185,0.405556,7
190,0,1.842905,0.403522,7
246,0,2.433334,0.393839,7
183,0,1.466666,0.392364,7
183,0,1.798147,0.420244,7
164,0,8.04445,0.29915,7
175,0,2.167949,0.387412,7
219,0,0.928957,0.371914,7
170,0,0.389683,0.349112,7
180,0,1.662963,0.376253,7
191,0,4.607407,0.35037,7
203,0,0.894427,0.591826,7
177,0,0.78889,0.321139,7
167,0,4.607406,0.314507,7
236,0,1.12963,0.424235,7
167,0,1.130388,0.365503,7
185,0,2.080776,0.445418,7
155,0,0.349603,0.31809,7
237,0,2.074075,0.541266,7
181,0,2.088887,0.285691,7
236,0,0.933333,0.447247,7
240,0.111111,1.743772,0.445808,7
221,0,1.585186,0.446012,7
223,0,2.948949,0.330665,7
172,0,1.699672,0.312295,7
248,0,1.722401,0.312227,7
235,0,2.264869,0.351881,7
164,0,1.047042,0.409529,7
222,0,7.26296,0.373693,7
215,0,2.518517,0.441049,7
217,0,12.50741,0.39534,7
249,0,3.538153,0.398397,7
176,0,1.306679,0.316041,7
248,0,1.377061,0.291675,7
204,0,1.772214,0.439342,7
166,0,1.051852,0.446214,7
215,0,1.129629,0.404392,7
246,0,0.772202,0.3748,7
240,0,1.360827,0.417218,7
238,0,2.440401,0.597015,7
211,0,1.149879,0.375552,7
175,0,0.888194,0.351487,7
162,0,0.730297,0.34003,7
170,0,0.860663,0.346719,7
195,0,1.526313,0.434488,7
225,0,1.289559,0.401151,7
182,0,1.143419,0.399447,7
249,0,3.807407,0.309022,7
178,0,10.4,0.298962,7
238,0,2.285184,0.54054,7
229,0,3.218518,0.496142,7
188,0,0.760116,0.342408,7
208,0,1.322222,0.440895,7
245,0,1.496911,0.384903,7
217,0,0.907408,0.582612,7
233,0,1.90224,0.554881,7
207,0,0.272165,0.432389,7
244,0,6.95185,0.383372,7
151,0,4.042368,0.352606,7
199,0,0.255555,0.348063,7
209,0,0.712326,0.390338,7
192,0,4.82963,0.476236,7
184,0,5.85555,0.398353,7
220,0,6.08889,0.486717,7
195,0,3.796296,0.501683,7
194,0,0.385185,0.352132,7
197,0,2.746042,0.515187,7
195,0,0.680414,0.342307,7
211,0,1.822222,0.333856,7
224,0,1.632993,0.408965,7
196,0,3.851853,0.365297,7
148,0,33.422226,0.403708,7
218,0,2.418518,0.386456,7
191,0,1.011111,0.53582,7
222,0,0.623609,0.58766,7
219,0,4.074075,0.426012,7
235,0,3.574073,0.520399,7
182,0,0.655462,0.444358,7
173,0,1.642041,0.349656,7
222,0,1.718519,0.385727,7
193,0,0.620633,0.388863,7
187,0,1.04074,0.428363,7
163,0,1.312335,0.344267,7
236,0,5.529632,0.376554,7
169,0,0.742867,0.324965,7
194,0,2.026674,0.422491,7
218,0,1.022222,0.569266,7
164,0,0.490653,0.367923,7
239,0,2.820559,0.445969,7
247,0,1.424651,0.401833,7
180,0,1.262962,0.486883,7
250,0,1.025599,0.56339,7
169,0,0.879815,0.463569,7
226,0,1.289559,0.54833,7
181,0,2.088887,0.285691,7
203,0,1.878731,0.538945,7
236,0,7.599998,0.292729,7
244,0,2.151852,0.226482,7
172,0,0.71111,0.409835,7
199,0,0.462963,0.393002,7
238,0,1.822697,0.445509,7
242,0,3.274074,0.454547,7
189,0,1.19257,0.41042,7
215,0,2.645052,0.420767,7
156,0,0.64693,0.417328,7
237,0,1.229273,0.397985,7
152,0,1.108886,0.337989,7
250,0,1.025599,0.56339,7
180,0,0.983192,0.381429,7
183,0,4.196296,0.389882,7
220,0,6.08889,0.486717,7
189,0,0.827759,0.497095,7
201,0,0.551852,0.543201,7
180,0,3.396297,0.358862,7
156,0,0.557773,0.389034,7
170,0,0.562962,0.387467,7
150,0,1.618516,0.424422,7
242,0,1.920648,0.371695,7
169,0,0.418518,0.400756,7
226,0,0.45542,0.424404,7
219,0,6.611113,0.561254,7
208,0,3.055554,0.368866,7
174,0,1.264911,0.32797,7
242,0,1.108887,0.353161,7
149,0,0.640741,0.363717,7
246,0,4.113663,0.388973,7
191,0,1.011111,0.53582,7
211,0,1.733333,0.335421,7
240,0,5.007407,0.421621,7
160,0,2.360948,0.367514,7
240,0,2.453267,0.329382,7
202,0,0.827759,0.35402,7
244,0,1.259041,0.446035,7
218,0,0.655555,0.401347,7
216,0,0.477778,0.426777,7
194,0,1.420747,0.37213,7
161,0,0.620633,0.390957,7
184,0,1.897366,0.387663,7
189,0,1.186342,0.508139,7
246,0,1.988857,0.391548,7
247,0,3.555555,0.563467,7
180,0,1.866665,0.327383,7
222,0,2.285184,0.425441,7
185,0,2.685186,0.400872,7
212,0,1.985185,0.513395,7
239,0,1.307407,0.344304,7
216,0,1.188889,0.593124,7
223,0,2.444444,0.59315,7
157,0,7.61852,0.350043,7
248,0,1.599999,0.403437,7
175,0,4.329627,0.284954,7
187,0,0.750309,0.463329,7
243,0,0.829629,0.525437,7
215,0,0.122222,0.603704,7
193,0,3.631141,0.378871,7
226,0,2.562962,0.526881,7
162,0,1.327766,0.335127,7
219,0,2.491467,0.494595,7
186,0,1.00554,0.442661,7
181,0,0.505525,0.445979,7
208,0,1.69531,0.429398,7
211,0,2.311112,0.374806,7
196,0,0.843274,0.44058,7
238,0,1.866666,0.315256,7
185,0,2.080776,0.445418,7
249,0,5.511114,0.203249,7
249,0,4.207408,0.533307,7
251,0,1.605543,0.231417,7
208,0,0.240741,0.383167,7
221,0,0.620633,0.54918,7
181,0,2.037609,0.385555,7
216,0,1.144444,0.431696,7
243,0,0.71111,0.452229,7
198,0,0.691214,0.411573,7
211,0,1.254622,0.385282,7
232,0,0.829629,0.423483,7
218,0,0.655555,0.401347,7
245,0,3.940739,0.389695,7
211,0,1.455513,0.524328,7
249,0,0.611111,0.406212,7
197,0,6.418518,0.394886,7
182,0,0.374074,0.314897,7
177,0,1.71852,0.35899,7
210,0,0.960324,0.48874,7
177,0,1.71852,0.35899,7
246,0,1.751852,0.163351,7
197,0,0.062963,0.617059,7
203,0,1.756469,0.393868,7
173,0,1.985185,0.396433,7
172,0,0.918937,0.34375,7
174,0,0.151852,0.359296,7
234,0,0.607407,0.556614,7
178,0,1.455556,0.329212,7
235,0,0.490653,0.482192,7
238,0,1.068055,0.461459,7
197,0,1.58348,0.322069,7
233,0,1.096296,0.473944,7
208,0,3.085186,0.396909,7
199,0,1.041722,0.378473,7
216,0,1.144444,0.431696,7
214,0,0.240741,0.568162,7
206,0,1.1,0.32736,7
237,0,0.488889,0.553812,7
169,0,2.61111,0.396121,7
236,0,1.362964,0.419597,7
158,0,1.29386,0.411811,7
186,0,1.81111,0.428864,7
236,0,7.599998,0.292729,7
215,0,2.407549,0.341766,7
156,0,1.705112,0.384638,7
210,0,2.162963,0.460437,7
237,0,0.785185,0.557235,7
223,0,0.93492,0.433125,7
208,0,2.444446,0.40213,7
201,0,1.784709,0.381912,7
181,0,1.096296,0.366581,7
240,0,1.705113,0.470675,7
165,0,0.918519,0.43082,7
184,0,0.785185,0.405556,7
233,0,0.827759,0.345755,7
211,0,1.733333,0.335421,7
249,0.111111,1.505545,0.28661,7
217,0,1.349897,0.486598,7
244,0,1.520234,0.480149,7
161,0,1.405018,0.395599,7
231,0,3.155556,0.485216,7
168,0,0.471404,0.335386,7
201,0,0.551852,0.543201,7
220,0,0.474074,0.5039,7
245,0,3.277778,0.191049,7
199,0,0.712325,0.408885,7
195,0,0.680414,0.342307,7
183,0,1.020168,0.449942,7
223,0,1.511683,0.423123,7
162,0,0.574134,0.382522,7
245,0,3.277778,0.191049,7
220,0,2.162964,0.416705,7
211,0,1.707407,0.375346,7
221,0,1.585186,0.446012,7
224,0,3.021527,0.441516,7
237,0,2.678446,0.413746,7
184,0,0.62361,0.431152,7
215,0,1.259042,0.425213,7
162,0,1.356739,0.347032,7
167,0,0.996296,0.248449,7
156,0,0.557773,0.389034,7
176,0,0.388889,0.407734,7
201,0,0.800462,0.570851,7
215,0,2.645052,0.420767,7
157,0,0.620633,0.314187,7
187,0,1.86984,0.431215,7
164,0,1.047041,0.330345,7
176,0,0.557774,0.35207,7
235,0,3.136995,0.347481,7
202,0,2.596295,0.409932,7
184,0,0.844445,0.38821,7
169,0,0.918936,0.347783,7
176,0,1.540803,0.335021,7
156,0,2.355556,0.440577,7
215,0,1.615894,0.409837,7
232,0,1.722401,0.491388,7
229,0,0.566666,0.335717,7
204,0,1.382429,0.420366,7
160,0,1.772214,0.378216,7
189,0,0.922222,0.439443,7
237,0,0.474074,0.522999,7
247,0.222222,4.340751,0.215788,7
196,0,1.21852,0.365232,7
181,0,1.707406,0.357668,7
190,0,1.095445,0.409309,7
210,0,1.007408,0.403938,7
223,0,2.444444,0.59315,7
236,0,0.933333,0.447247,7
201,0,1.306678,0.439718,7
157,0,0.162963,0.418184,7
179,0,0.562963,0.419762,7
229,0,1.614747,0.439852,7
233,0,0.344444,0.478222,7
212,0,1.345775,0.498757,7
235,0,2.551852,0.388096,7
187,0,1.027402,0.355526,7
224,0,0.551852,0.457643,7
232,0,2.374074,0.327918,7
166,0,1.051852,0.446214,7
240,0,5.007407,0.421621,7
224,0,3.021527,0.441516,7
174,0,4.02963,0.381867,7
226,0,1.751851,0.442456,7
224,0,5.618522,0.443375,7
200,0,0.251852,0.51532,7
177,0,0.562963,0.396399,7
201,0,0.834444,0.416762,7
241,0,1.206464,0.50946,7
185,0,0.951853,0.396458,7
241,0,1.424651,0.399901,7
248,0,1.259041,0.422151,7
180,0,1.866665,0.327383,7
