@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
169,9,18,0.324965,7
150,9,20,0.424422,7
245,9,6,0.191049,7
183,9,12.444445,0.420244,7
199,9,17.88889,0.393002,7
210,9,12,0.460437,7
197,9,18.777779,0.394886,7
203,9,8.111112,0.538945,7
167,9,13.777778,0.248449,7
199,9,15.444445,0.348063,7
208,9,15,0.383167,7
242,9,10.777778,0.454547,7
234,9,4.444445,0.556614,7
218,9,12.666667,0.401347,7
246,9,19.666668,0.3748,7
157,9,17.222223,0.418184,7
160,9,29.666666,0.367514,7
190,9,17.11111,0.403522,7
235,9,8,0.482192,7
245,9,13.111111,0.389695,7
237,9,4.555555,0.541266,7
235,9,24,0.351881,7
189,9,9.222222,0.508139,7
174,9,19.88889,0.32797,7
243,9,12.111111,0.452229,7
181,9,13.888889,0.385555,7
177,9,15.444445,0.396399,7
182,9,18.11111,0.314897,7
176,9,11.777778,0.407734,7
185,9,17.11111,0.400872,7
246,9,15.444445,0.391548,7
237,9,10,0.472826,7
196,9,15.111111,0.365232,7
220,9,13.111111,0.416705,7
162,9,26.11111,0.335127,7
244,9,9.333334,0.480149,7
170,9,18.88889,0.387467,7
181,9,17.88889,0.285691,7
219,9,12,0.371914,7
181,9,19.666668,0.409551,7
248,9,25.11111,0.291675,7
222,9,7.666666,0.373693,7
167,9,15.666667,0.365503,7
232,9,7.222222,0.491388,7
210,9,8.888889,0.48874,7
221,9,12.444445,0.446012,7
193,9,12.555555,0.388863,7
177,9,21.444445,0.321139,7
242,9,22.444445,0.371695,7
238,9,12.666667,0.445509,7
180,9,22,0.381429,7
247,9,5.888889,0.563467,7
181,9,18.777779,0.366581,7
233,9,11.888889,0.478222,7
200,9,5.888889,0.51532,7
246,9,22.444445,0.388973,7
194,9,15.333333,0.422491,7
156,9,25.444445,0.389034,7
211,9,12.888889,0.374806,7
208,9,14.444445,0.40213,7
224,9,13.333333,0.443375,7
229,9,17.88889,0.335717,7
156,9,17.333334,0.440577,7
233,9,8.333334,0.554881,7
237,9,19.666668,0.413746,7
175,9,21.777779,0.284954,7
195,9,12.444445,0.434488,7
201,9,7,0.570851,7
212,9,9,0.498757,7
212,9,6.777778,0.513395,7
232,9,13.555555,0.423483,7
215,9,14.333333,0.404392,7
184,9,18.222221,0.38821,7
250,9,7.333334,0.56339,7
189,9,14.111111,0.41042,7
220,9,6.444445,0.486717,7
237,9,13,0.397985,7
191,9,14.888889,0.35037,7
149,9,19.777779,0.363717,7
202,9,14.777778,0.35402,7
204,9,16.88889,0.420366,7
222,9,13.666667,0.385727,7
237,9,4.222222,0.553812,7
220,9,5,0.5039,7
184,9,11,0.431152,7
227,9,14.444445,0.425501,7
234,9,4.222222,0.621324,7
248,9,12.888889,0.312227,7
192,9,7.444445,0.476236,7
226,9,13,0.404749,7
208,9,16,0.396909,7
197,9,12.777778,0.322069,7
198,9,10.555555,0.415772,7
186,9,11.777778,0.442661,7
227,9,11,0.458364,7
208,9,12.222222,0.429398,7
222,9,6.666666,0.58766,7
183,9,17.333334,0.392364,7
207,9,10.333334,0.432389,7
184,9,9.888889,0.405556,7
177,9,18.444445,0.35899,7
220,9,5.333334,0.427354,7
196,9,10.444445,0.430243,7
155,9,20.666668,0.31809,7
182,9,14,0.399447,7
216,9,13.222222,0.441675,7
251,9,17.777779,0.231417,7
244,9,9.777778,0.226482,7
211,9,19.222221,0.385282,7
173,9,15.555555,0.396433,7
175,9,13.555555,0.387412,7
170,9,16.88889,0.346719,7
165,9,14.111111,0.318129,7
236,9,10.777778,0.447247,7
248,9,12.111111,0.403437,7
166,9,16.333334,0.446214,7
157,9,18.666668,0.314187,7
223,9,4.666667,0.59315,7
233,9,11.333333,0.422174,7
201,9,5.555555,0.543201,7
240,9,17.88889,0.417218,7
180,9,11.888889,0.376253,7
250,9,7.333334,0.56339,7
156,9,15.555555,0.384638,7
185,9,18.222221,0.396458,7
221,9,12.444445,0.446012,7
193,9,14.222222,0.378871,7
211,9,16.333334,0.375552,7
211,9,15.222222,0.335421,7
158,9,22.222221,0.411811,7
209,9,9.222222,0.464325,7
197,9,4,0.617059,7
156,9,26,0.417328,7
191,9,5.444445,0.53582,7
168,9,23,0.335386,7
194,9,16.666668,0.352132,7
177,9,18.444445,0.35899,7
215,9,22.555555,0.420767,7
215,9,15.444445,0.425213,7
184,9,17.11111,0.398353,7
195,9,6.888889,0.501683,7
236,9,16.666668,0.292729,7
174,9,17.777779,0.381867,7
167,9,16.777779,0.314507,7
184,9,9.888889,0.405556,7
249,9,21.222221,0.28661,7
175,9,23.777779,0.351487,7
189,9,9.444445,0.497095,7
164,9,15,0.29915,7
152,9,25.777779,0.337989,7
201,9,17.666668,0.416762,7
185,9,9.777778,0.435185,7
175,9,13.555555,0.387412,7
218,9,7.333334,0.569266,7
185,9,9.777778,0.445418,7
223,9,12.888889,0.330665,7
176,9,17,0.35207,7
201,9,5.555555,0.543201,7
198,9,14.222222,0.400903,7
196,9,18.555555,0.365297,7
215,9,22.555555,0.420767,7
236,9,14.666667,0.419597,7
172,9,30.11111,0.312295,7
201,9,14.888889,0.439718,7
189,9,10.111111,0.439443,7
188,9,14,0.342408,7
203,9,9,0.514445,7
246,9,10.111111,0.163351,7
211,9,12.333333,0.375346,7
191,9,5.444445,0.53582,7
174,9,12.555555,0.359296,7
184,9,11.333333,0.387663,7
215,9,22.666666,0.409837,7
216,9,13.666667,0.431696,7
224,9,11.444445,0.408965,7
215,9,11.555555,0.441049,7
245,9,6,0.191049,7
240,9,13,0.421621,7
214,9,4.777778,0.568162,7
170,9,25.333334,0.349112,7
236,9,16.666668,0.292729,7
187,9,16.222223,0.431215,7
165,9,16.444445,0.43082,7
215,9,15.666667,0.341766,7
217,9,13.333333,0.39534,7
197,9,9.555555,0.515187,7
208,9,14.888889,0.440895,7
229,9,10.666667,0.496142,7
249,9,8.111112,0.533307,7
238,9,5.666666,0.54054,7
216,9,13.666667,0.431696,7
169,9,25,0.347783,7
225,9,12.777778,0.401151,7
224,9,17.777779,0.441516,7
148,9,16.88889,0.403708,7
240,9,18.777779,0.445808,7
223,9,13.444445,0.433125,7
236,9,9.444445,0.376554,7
240,9,13,0.421621,7
169,9,18.666668,0.396121,7
235,9,9.333334,0.520399,7
211,9,14.666667,0.333856,7
187,9,10.333334,0.463329,7
241,9,7,0.50946,7
223,9,4.666667,0.59315,7
231,9,11.111111,0.485216,7
199,9,11.777778,0.408885,7
201,9,20.333334,0.381912,7
215,9,4.444445,0.603704,7
166,9,12.111111,0.330513,7
164,9,10.333334,0.367923,7
233,9,25.11111,0.345755,7
219,9,10.222222,0.494595,7
217,9,9,0.486598,7
211,9,15.222222,0.335421,7
190,9,17.555555,0.409309,7
233,9,11,0.473944,7
164,9,18.777779,0.409529,7
169,9,15.666667,0.400756,7
216,9,14,0.426777,7
240,9,19.777779,0.329382,7
199,9,14.555555,0.378473,7
151,9,18.333334,0.352606,7
209,9,10.333334,0.407904,7
186,9,18.222221,0.301883,7
232,9,9,0.500966,7
166,9,16.333334,0.446214,7
182,9,12.777778,0.444358,7
238,9,10.666667,0.461459,7
218,9,12.666667,0.401347,7
245,9,14.333333,0.384903,7
229,9,11.111111,0.439852,7
239,9,9.666667,0.445969,7
195,9,8.555555,0.517717,7
222,9,13.111111,0.425441,7
172,9,16.333334,0.34375,7
196,9,11.444445,0.44058,7
219,9,13.555555,0.426012,7
237,9,5.666666,0.522999,7
180,9,13.111111,0.486883,7
170,9,25.333334,0.349112,7
220,9,6.444445,0.486717,7
244,9,11.666667,0.446035,7
176,9,19.777779,0.335021,7
226,9,15.777778,0.424404,7
194,9,17.88889,0.37213,7
204,9,17.11111,0.439342,7
235,9,15.888889,0.388096,7
249,9,13.111111,0.203249,7
247,9,12.444445,0.401833,7
173,9,15.555555,0.396433,7
232,9,12.333333,0.327918,7
248,9,16.666668,0.422151,7
195,9,13.333333,0.342307,7
223,9,11.555555,0.423123,7
226,9,8,0.54833,7
198,9,11.777778,0.411573,7
238,9,16.555555,0.315256,7
180,9,21.444445,0.327383,7
203,9,17.666668,0.393868,7
236,9,12.444445,0.424235,7
179,9,9.444445,0.419762,7
203,9,6.444445,0.591826,7
226,9,11.888889,0.442456,7
240,9,9.333334,0.470675,7
246,9,14.333333,0.395955,7
224,9,17.777779,0.441516,7
180,9,18.11111,0.358862,7
185,9,9.777778,0.445418,7
210,9,16,0.403938,7
245,9,7.111111,0.572767,7
210,9,14.222222,0.435769,7
219,9,4.333334,0.561254,7
249,9,15.333333,0.406212,7
199,9,11.777778,0.408885,7
181,9,18.444445,0.357668,7
218,9,13.777778,0.386456,7
162,9,15.888889,0.382522,7
217,9,4.222222,0.582612,7
208,9,17.666668,0.368866,7
243,9,12.111111,0.452229,7
245,9,15,0.44538,7
173,9,16.444445,0.349656,7
181,9,17.88889,0.285691,7
