@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
110,0,0.088889,0.211111,1.666667,0.977778,-2.155984,3
95,0,0.474074,0.72963,3.518518,0.88955,-2.348987,3
89,0,0.340741,0.474074,2.296296,0.986111,-2.123905,3
120,0,0.928958,0.772202,16.851852,0.562158,-2.230821,3
121,0,0.062963,0.074074,1.148148,1,-2.132635,3
145,0,0.196296,2.062963,0.851852,0.251852,-2.53095,3
125,0,0.827759,0.691215,1.777778,0.923809,-2.237562,3
110,0,2.905932,1.902241,17.222221,0.680787,-2.321226,3
138,0,1.185186,1.185185,0.296296,0.092593,-2.094395,3
123,0,0.018519,0.077778,1.148148,1,-2.094395,3
119,0,2.274659,1.38243,4.37037,0.732926,-2.587228,3
124,0,0.107407,0.151852,0.666667,1,-2.094395,3
95,0,1.633332,0.685186,4.444445,0.874917,-2.333804,3
117,0,0,0,0,0,0,3
93,0,2.562963,0.922222,5,0.80862,-2.329423,3
133,0,0.02963,0.02963,0.740741,1,-2.094395,3
136,0,0.177778,0.107407,0.703704,0.962963,-2.094395,3
114,0,6.320163,8.66859,29.814816,0.629245,-2.295381,3
120,0,1.274074,1.055556,1.333333,0.984127,-2.178769,3
121,0,1.82168,2.059306,14.962963,0.596422,-2.235355,3
126,0.111111,11.885187,6.296297,1.518519,0.965812,-2.107303,3
131,0,0.807373,1.095445,0.740741,0.407407,-2.094395,3
108,0,0.64693,0.912871,1.851852,0.875926,-2.463852,3
140,0,1.007407,0.685185,23,0.444353,-2.167262,4
157,0,14.344446,1.662962,21.444445,0.438882,-2.1343,4
57,0,0.327728,0.389679,70.37037,0.335387,-2.128801,4
103,0,3.096298,1.496294,61.25926,0.259607,-2.00292,4
65,0,1.23678,25.537477,56.703705,0.19713,-1.970812,4
139,0,3.944446,0.596294,64.666664,0.27569,-2.065471,4
118,0,182.29631,1.055555,55.074074,0.265558,-2.007117,4
28,0,3.761896,0.658281,62.407406,0.324556,-2.144507,4
98,0,1.181651,3.079803,33.962963,0.265698,-1.96031,4
68,0,0.862812,0.583729,56.296295,0.316026,-2.069541,4
133,0,2.139573,1.069786,48.666668,0.339145,-2.111789,4
147,0,1.274076,2.818517,27.222221,0.468165,-2.204575,4
79,0,0.074074,0.651853,45.814816,0.245206,-1.918888,4
102,0,0.355555,0.296295,58.22222,0.25976,-1.985584,4
160,0,4.044447,0.429629,22.851852,0.426014,-2.138726,4
126,0,0.4,2.122222,20.555555,0.437078,-2.158805,4
96,0,1.574078,1.218523,67.03704,0.254595,-2.036336,4
154,0,11.618519,0.577778,33,0.458785,-2.20265,4
73,0,0.32963,0.651852,58.814816,0.253364,-1.996907,4
73,0,0.82776,1.003696,46.296295,0.176156,-1.681589,4
139,0,6.962952,0.8,16.37037,0.482725,-2.118223,4
78,0,0.177777,2.874073,43.814816,0.258916,-1.886072,4
85,0,81.485176,9.188898,49.148148,0.278726,-1.95422,4
161,0,0.251852,0.162963,7.148148,0.540918,-1.996307,4
80,0,0.32963,0.933332,39.703705,0.282964,-1.962646,4
134,0,1.440164,0.544332,48.925926,0.341111,-2.086914,4
158,0,0.862963,0.611111,7.962963,0.520578,-1.982834,4
117,0,0.403687,0.742868,45.88889,0.330477,-2.09948,4
93,0,0.772203,1.730981,62.851852,0.315538,-2.083715,4
158,0,2.123066,1.048807,39.333332,0.264152,-2.049172,4
116,0,1.223232,0.501848,46.814816,0.264563,-2.038624,4
69,0,1.531158,1.47196,59.555557,0.289653,-2.022861,4
124,0,9.544442,70.1963,43.148148,0.290982,-1.980977,4
83,0,1.77778,0.566666,49.444443,0.249679,-1.973615,4
149,0,3.322223,0.266666,16.814816,0.453341,-2.069251,4
135,0,1.971086,0.958394,47.37037,0.33466,-2.06346,4
35,0,0.250923,0.646928,69.44444,0.287488,-2.0742,4
48,0,0.389682,4.305036,42.074074,0.245241,-2.003259,4
158,0,1.633334,0.418518,8.444445,0.503086,-1.943449,4
17,0,1.088662,0.807374,71.18519,0.284874,-2.075161,4
117,0,0.928958,0.860663,39.037037,0.335026,-2.106235,4
65,0,1.655519,0.827759,60.62963,0.287325,-2.091037,4
77,0,1.274075,1.585185,59.555557,0.255329,-2.030875,4
115,0,1.809441,1.306679,28.851852,0.331663,-2.094392,4
105,0,1.14074,0.651852,65.55556,0.264986,-1.989475,4
80,0,0.32963,0.933332,39.703705,0.282964,-1.962646,4
139,0,1.68215,1.048809,48.22222,0.310818,-2.044238,4
121,0,17.3628,0.904721,41.037037,0.280578,-1.995536,4
147,0.111111,14.062966,1.277778,27.296297,0.457405,-2.174468,4
127,0,4.385187,59.54075,40.74074,0.248999,-1.908348,4
123,0,0.620633,1.718096,59.333332,0.299164,-2.111941,4
107,0,1.526312,3.011091,29.222221,0.311552,-1.877159,4
119,0,1.293861,0.772202,39.851852,0.271717,-2.006,4
82,0,0.462964,0.488889,44.88889,0.246605,-1.971781,4
111,0,1.088663,1.471961,57.77778,0.298892,-2.045165,4
145,0,1.312335,0.699206,61.11111,0.31714,-2.166151,4
22,0,0.860663,0.975629,49.666668,0.319474,-2.123537,4
78,0,5.67026,3.517681,30.296297,0.300208,-2.017779,4
75,0,0.91084,4.802776,39.703705,0.275059,-2.036435,4
83,0,0.785184,3.111112,49.851852,0.260605,-1.958524,4
68,0,2.21111,0.962963,56.77778,0.265053,-1.984308,4
20,0,0.760117,4.479171,35.48148,0.261958,-2.045203,4
89,0,4.577317,0.389682,31.703703,0.351273,-2.046542,4
154,0.111111,3.832126,2.178176,50.703705,0.321345,-2.033077,4
78,0,0.699206,2.322991,69.74074,0.325487,-2.145541,4
120,0,4.951616,0.443052,51.074074,0.224617,-1.896425,4
126,0,0.4,2.122222,20.555555,0.437078,-2.158805,4
111,0,16.443394,0.344265,34.11111,0.290355,-2.005742,4
123,0,0.151852,2.077778,21.62963,0.559546,-2.149759,4
104,0,0.107409,0.711111,63.62963,0.267219,-1.986567,4
89,0,1.264911,0.958392,58.925926,0.317871,-2.108757,4
88,0,0.349603,0.720081,67.25926,0.320122,-2.132027,4
70,0.111111,1.82168,3.461964,36.74074,0.273358,-1.960582,4
78,0,1.007408,5.662962,30.185184,0.392034,-2.066695,4
76,0,1.143419,0.344266,42.296295,0.334876,-2.139002,4
28,0,3.761896,0.658281,62.407406,0.324556,-2.144507,4
32,0,1.047041,0.836659,59.48148,0.249001,-2.042422,4
77,0,1.06284,0.557774,59.11111,0.31069,-2.143048,4
78,0,0.355555,6.355548,36.11111,0.33971,-2.053834,4
128,0,0.888194,1.123816,49.925926,0.340237,-2.102441,4
160,0,4.044447,0.429629,22.851852,0.426014,-2.138726,4
89,0,2.721655,0.490653,28.925926,0.331128,-2.048461,4
122,0,0.077778,90.829605,39.22222,0.282411,-1.985027,4
125,0,1.34026,5.725834,43.37037,0.192484,-1.840579,4
101,0,0.779363,1.186342,45.037037,0.322733,-2.094303,4
15,0,0.886108,1.0256,68.96296,0.316905,-2.145323,4
108,0,3.498677,1.563473,58.074074,0.252458,-2.053869,4
105,0,1.096294,0.522222,58.62963,0.259048,-2.032243,4
34,0,1.223231,0.583731,54.25926,0.34747,-2.09452,4
70,0,1.360826,0.655461,61.11111,0.314365,-2.070832,4
109,0,1.21106,0.655462,49.407406,0.325138,-2.105478,4
13,0,0.172131,0.54433,70.37037,0.311437,-2.154989,4
97,0,1.254621,0.182574,47.814816,0.199351,-1.836777,4
78,0,0.177777,2.874073,43.814816,0.258916,-1.886072,4
119,0,0.854184,0.611616,45.62963,0.28077,-2.064038,4
121,0,1.254621,2.678445,54.962963,0.307193,-2.126943,4
137,0,1.360828,1.088663,40.851852,0.176066,-1.75799,4
21,0,4.574081,1.062841,65.888885,0.25706,-2.072158,4
83,0,1.327766,0.680414,26.518518,0.307415,-2.063242,4
82,0,0.41852,0.474074,38.88889,0.303876,-2.028043,4
124,0.111111,1.011109,1.807404,54.333332,0.258543,-2.030079,4
53,0,0.490654,0.389682,40.444443,0.264564,-2.00456,4
76,0,0.691214,0.327731,51.77778,0.250705,-1.989922,4
66,0,0.95258,7.073164,42.592594,0.184999,-1.83808,4
140,0,7.032464,0.298143,27.666666,0.266206,-2.05389,4
129,0,0.862963,11.944499,51,0.248092,-1.997241,4
79,0,2.329629,0.755556,41.407406,0.265535,-1.984583,4
132,0,0.655462,0.75031,35.22222,0.354746,-2.146969,4
147,0.111111,2.187506,2.599144,49.77778,0.309106,-2.056377,4
150,0,1.94074,1.499999,20.74074,0.441573,-2.134876,4
148,0,2.551854,0.507408,29.074074,0.483771,-2.237972,4
68,0,1.619327,1.344399,38.592594,0.170449,-1.624846,4
34,0,1.135294,0.836659,72.888885,0.279176,-2.078154,4
87,0,6.618995,1.695309,43.333332,0.319706,-2.050388,4
125,0,1.806367,1.344399,58.22222,0.323908,-2.112723,4
35,0,2.03306,1.730981,37.592594,0.319714,-2.138762,4
64,0,1.206465,1.115547,56.592594,0.313003,-2.067168,4
62,0,0.501849,0.389681,66.77778,0.32276,-2.124459,4
140,0,1.293859,0.722649,26.444445,0.2851,-2.100487,4
107,0,0.874075,5.5889,54,0.252669,-2.003607,4
117,0,0.928958,0.860663,39.037037,0.335026,-2.106235,4
98,0,1.288887,0.596297,52.851852,0.28511,-2.025773,4
116,0,2.471316,0.834444,29.444445,0.355756,-2.090781,4
104,0,1.420747,0.516399,55.74074,0.303071,-2.08549,4
110,0,3.442652,1.809441,34.11111,0.353548,-2.068653,4
25,0,0.327731,1.241264,44.814816,0.284582,-2.11881,4
123,0,2.107406,0.518518,57.48148,0.251194,-2.021502,4
121,0,1.025599,3.208784,53.666668,0.300672,-2.110233,4
120,0,4.359749,1.833839,47.851852,0.245321,-1.910735,4
32,0.111111,2.703222,1.971088,56.37037,0.344409,-2.060607,4
94,0,1.041721,0.779363,68.111115,0.267258,-2.068537,4
77,0,15.472914,8.373016,32.77778,0.225243,-2.12336,4
87,0,327.26297,62.018505,31.703703,0.312482,-2.013382,4
116,0,4.405383,0.278888,61,0.313235,-2.161793,4
152,0,7.644442,3.262964,26.555555,0.46343,-2.165731,4
128,0,5.955534,0.844444,35.592594,0.316177,-1.981846,4
42,0,1.555158,2.231094,44.555557,0.271572,-2.120131,4
102,0,0.062963,1.229628,51.703705,0.307007,-2.009854,4
99,0,0.455422,1.340259,51.88889,0.146611,-1.567463,4
85,0,2.105549,4.598309,48.88889,0.315228,-2.097363,4
131,0,1.866865,2.115206,35.703705,0.338619,-2.089186,4
103,0,0.400001,0.433334,64.44444,0.271568,-2.022581,4
73,0,0.505524,0.389682,43.851852,0.184376,-1.720441,4
125,0,0.444444,103.751854,42.814816,0.270638,-1.973025,4
62,0,0.8861,0.365146,62.814816,0.329364,-2.126207,4
158,0,1.144445,1.762963,21.037037,0.41916,-2.142701,4
146,0,0.611616,4.712474,43.148148,0.347454,-2.081842,4
102,0,73.70736,0.207407,56.77778,0.274353,-2.034054,4
145,0,2.977073,0.421638,26.777779,0.315338,-1.934686,4
126,0,0.062963,44.374123,36.185184,0.258409,-1.942179,4
38,0,11.074329,1.068054,64.62963,0.271659,-2.038824,4
135,0,3.262958,0.122224,69.92593,0.258303,-2.024945,4
90,0,3.001851,2.770879,48.22222,0.327632,-2.131861,4
127,0,3.649962,1.24722,45.25926,0.317325,-2.061036,4
128,0,4.368658,1.054092,53.25926,0.312927,-2.091927,4
77,0,2.74074,0.533333,40.22222,0.269192,-1.932066,4
121,0,1.834849,1.925463,32.37037,0.313427,-2.024268,4
126,0,0.744446,0.596297,57.814816,0.280738,-2.006029,4
18,0,0.807372,1.289561,68.296295,0.317156,-2.123641,4
73,0,1.405017,0.781736,43.51852,0.274334,-2.096415,4
159,0,0.960324,1.455513,26.11111,0.202846,-1.802554,4
120,0,3.911109,9.262964,49.407406,0.263467,-2.035243,4
154,0,3.051848,3.200002,19.703703,0.479715,-2.142529,4
68,0,2.083444,0.936897,37.962963,0.167908,-1.659641,4
138,0,0.666661,0.41852,69.48148,0.248998,-1.999045,4
102,0,0.720082,5.425934,42.77778,0.318271,-2.088579,4
105,0,2.296298,1.67778,45.74074,0.295992,-1.996082,4
130,0,2.533333,0.474074,21.37037,0.505441,-2.134924,4
118,0,10.22995,0.691215,34.333332,0.293949,-2.077668,4
33,0,13.024195,0.250925,35.814816,0.33727,-2.030428,4
129,0,3.085188,3.155558,24.703703,0.449747,-2.161046,4
106,0,12.329637,53.244434,37.703705,0.270907,-2.010178,4
25,0,0.750305,0.64693,70.44444,0.318191,-2.13042,4
50,0,1.062841,0.869227,60.851852,0.304774,-2.129479,4
71,0,0.574134,0.45542,38.37037,0.166047,-1.675919,4
129,0,8.141569,0.827758,32.037037,0.338407,-2.078797,4
111,0,0.389682,0.443053,60.185184,0.299664,-2.058,4
46,0,1.619327,1.408966,62.333332,0.326719,-2.152304,4
98,0,3.887301,0.772202,28.777779,0.346398,-2.04294,4
127,0,1.709451,4.144167,36.51852,0.204536,-1.67677,4
125,0,0.444447,1.944448,69.333336,0.257599,-2.019545,4
133,0,2.379698,0.750308,36.77778,0.313397,-2.091572,4
81,0,0.344265,0.389682,59.444443,0.307419,-2.09885,4
120,0,4.359749,1.833839,47.851852,0.245321,-1.910735,4
95,0,1.340259,0.91084,55.62963,0.337756,-2.107858,4
108,0,0.74074,104.91862,45.592594,0.275986,-2.015554,4
124,0,1.500617,0.490655,40.925926,0.317097,-2.076967,4
110,0,375.09625,0.596297,50.666668,0.249253,-2.032518,4
57,0,0.975628,0.365148,65.703705,0.266776,-2.030703,4
123,0,0.951854,1.555556,44.814816,0.263275,-1.978328,4
64,0,0.712325,1.020167,62,0.31426,-2.118087,4
69,0,0.490654,0.742867,40.666668,0.17869,-1.518761,4
148,0,2.551854,0.507408,29.074074,0.483771,-2.237972,4
66,0,0.655461,4.959466,41.62963,0.178875,-1.748546,4
87,0,1.259042,0.623611,64.03704,0.3097,-2.105073,4
45,0,1.544406,1.526313,53.074074,0.259367,-2.045905,4
68,0,2.21111,0.962963,56.77778,0.265053,-1.984308,4
125,0,3.923811,0.760117,43.22222,0.324639,-2.096474,4
133,0,1.705111,1.218682,21.444445,0.270271,-1.90381,4
126,0,2.697049,2.274658,23.296297,0.305785,-1.96874,4
65,0,1.110556,0.93492,57.74074,0.314783,-2.077647,4
64,0,1.206455,0.699206,40,0.310101,-2.030269,4
146,0,0.474074,0.740741,10.592592,0.487864,-2.108911,4
117,0,0.403687,0.742868,45.88889,0.330477,-2.09948,4
103,0,0.574134,0.93492,35.62963,0.323915,-2.102607,4
100,0,0.490655,0.403687,57.148148,0.278963,-2.024061,4
105,0,2.296298,1.67778,45.74074,0.295992,-1.996082,4
135,0,1.128748,1.025598,32.703705,0.308824,-2.093203,4
73,0,0.82776,1.003696,46.296295,0.176156,-1.681589,4
123,0,1.096294,108.74074,52.814816,0.280593,-1.994105,4
130,0,0.740741,21.762964,13.037037,0.548124,-2.137371,4
102,0,1.854923,0.860662,51.666668,0.2694,-1.99488,4
95,0,2.524692,5.724864,46.851852,0.264571,-1.970802,4
76,0,1.356739,11.481388,29.814816,0.200662,-1.903624,4
159,0,0.522222,1.574074,6.62963,0.541667,-1.999443,4
17,0.222222,4.449303,2.319004,44.592594,0.268186,-2.030048,4
119,0,1.293861,0.772202,39.851852,0.271717,-2.006,4
49,0,0.574134,0.544332,38.037037,0.221187,-1.949745,4
103,0,1.051852,1.396296,58.185184,0.257014,-1.997589,4
159,0,0.960324,1.455513,26.11111,0.202846,-1.802554,4
123,0,0.385186,0.355555,19.296297,0.408913,-2.115734,4
80,0,1.187903,0.505525,58.333332,0.290834,-2.116351,4
70,0,0.712326,2.754121,39.962963,0.274051,-1.990412,4
104,0,0.374074,1.011113,65.296295,0.254697,-2.007832,4
151,0,11.055564,2.251854,30.481482,0.457448,-2.219625,4
21,0,0.365148,2.613357,40.74074,0.274519,-1.990806,4
158,0,1.633334,0.418518,8.444445,0.503086,-1.943449,4
127,0,4.385187,59.54075,40.74074,0.248999,-1.908348,4
87,0,1.259042,0.623611,64.03704,0.3097,-2.105073,4
125,0,2.829629,1.318521,66.25926,0.259842,-1.9632,4
69,0,0.807372,0.854184,36.962963,0.154094,-1.640134,4
125,0,2.550962,1.878731,37.444443,0.321825,-2.100687,4
90,0,6.945556,0.879814,65.18519,0.278345,-2.108813,4
24,0,1.108888,1.047042,49.185184,0.30862,-2.186797,4
134,0,1.12875,0.730296,44.703705,0.361284,-2.175349,4
67,0,0.298141,0.646929,64.74074,0.298145,-2.076662,4
17,0.222222,4.449303,2.319004,44.592594,0.268186,-2.030048,4
121,0,17.3628,0.904721,41.037037,0.280578,-1.995536,4
156,0,2.640739,5.18889,21,0.431321,-2.109365,4
103,0,0.534027,0.596285,58.88889,0.287394,-2.071134,4
122,0,0.877778,103.762955,36.185184,0.29185,-2.035377,4
125,0,0.211111,0.162963,18.222221,0.398689,-2.104083,4
102,0,1.500616,0.62361,58.37037,0.317014,-2.102047,4
147,0,1.618518,0.844445,6.259259,0.464069,-1.584341,4
83,0,6.077768,0.785184,66.25926,0.260329,-2.027771,4
105,0,0.062963,0.151852,50.185184,0.277106,-1.991964,4
80,0,0.711111,0.711109,40.51852,0.24473,-1.942698,4
122,0,1.186343,1.485737,60.74074,0.342363,-2.128423,4
129,0,28.907421,1.096297,37.88889,0.320613,-2.097799,4
90,0,6.945556,0.879814,65.18519,0.278345,-2.108813,4
101,0,0.928957,1.555158,64.37037,0.289362,-2.08957,4
158,0,3.674074,0.477778,8.37037,0.472975,-1.904651,4
67,0,1.38911,1.187902,60.74074,0.303044,-2.109804,4
75,0,0.722648,1.083547,41.11111,0.181732,-1.722278,4
124,0,0.951853,1.351851,38.592594,0.271474,-1.907502,4
157,0,3.540741,1.718518,23.148148,0.430239,-2.169368,4
132,0,1.38243,1.011049,38.77778,0.325768,-2.129523,4
116,0,1.611303,0.816497,33.185184,0.309461,-2.068113,4
109,0,0.62361,0.490653,41.814816,0.334962,-2.068644,4
104,0,0.729627,0.740741,57.333332,0.252203,-1.985221,4
149,0,4.577775,1.585185,21.37037,0.445172,-2.141787,4
146,0,1.007408,1.318517,21.37037,0.432786,-2.164971,4
108,0,4.596297,16.83333,40,0.266758,-2.080474,4
76,0,0.658281,3.065339,34.851852,0.27031,-1.981499,4
112,0,0.250924,0.712325,59.148148,0.293681,-2.078463,4
120,0,4.077776,53.95558,39.333332,0.272752,-2.046753,4
107,0,0.207407,20.196299,49.814816,0.230455,-1.991445,4
73,0,0.928958,1.993508,40.185184,0.297096,-2.054964,4
102,0,0.355555,0.296295,58.22222,0.25976,-1.985584,4
162,0,1.12963,0.888889,10.037037,0.479931,-2.029312,4
66,0,0.82776,1.893459,42.11111,0.152009,-1.68385,4
125,0,0.722649,0.574133,60.925926,0.317206,-2.145045,4
50,0,0.960323,0.389682,65.111115,0.290165,-2.107785,4
32,0,1.047041,0.836659,59.48148,0.249001,-2.042422,4
102,0,0.162964,0.177779,63.48148,0.26938,-2.083043,4
126,0,0.611111,0.162963,20.11111,0.405936,-2.104102,4
81,0,0.651852,0.344443,42.925926,0.267251,-1.970422,4
115,0,0.958392,0.646929,46.74074,0.264115,-2.021125,4
57,0,0.975628,0.365148,65.703705,0.266776,-2.030703,4
129,0,1.143417,0.886107,62.407406,0.30598,-2.126989,4
124,0,1.29386,1.186342,43.51852,0.348022,-2.127801,4
122,0,2.215267,3.016006,34.185184,0.349652,-2.074838,4
136,0,1.529629,0.61111,4.851852,0.709751,-2.123905,4
120,0,2.083445,0.646929,60.037037,0.222808,-1.892977,4
65,0,1.083546,0.91084,60.148148,0.287045,-2.041901,4
80,0,0.711111,0.711109,40.51852,0.24473,-1.942698,4
101,0,0.779363,1.186342,45.037037,0.322733,-2.094303,4
20,0,1.020168,1.062841,65.18519,0.309556,-2.133031,4
42,0,0.928958,0.894428,58.88889,0.322931,-2.125735,4
34,0,4.154872,0.779362,47.592594,0.317542,-2.122875,4
97,0,4.597905,0.574133,47.962963,0.197115,-1.840735,4
38,0,0.272166,0.760116,58,0.336015,-2.078504,4
15,0,0.691214,0.54433,70.07407,0.30227,-2.124981,4
62,0,0.490653,0.772202,61.037037,0.303179,-2.093744,4
44,0,0.403687,0.998146,47.814816,0.271987,-2.070466,4
84,0,1.229273,0.45542,8.888889,0.380483,-2.13694,4
72,0,1.003697,1.167461,59,0.314606,-2.090221,4
137,0,0.02963,0.107407,1.37037,1,-2.094395,5
114,0,0.074074,0.211111,16.11111,0.510924,-2.149073,5
114,0,1.162692,0.408248,30.481482,0.400536,-2.207158,5
148,0,0,0,0,0,0,5
94,0,0.311111,0.02963,1.185185,0.977778,-2.071242,5
64,0,0.136083,0.136083,5.703704,0.69798,-2.015428,5
152,0,1.707408,0.82963,1.518519,0.648677,-1.933239,5
94,0,2.374074,0.962962,15.62963,0.57666,-2.159466,5
67,0,1.241266,0.344265,0.740741,0.231481,-1.512684,5
90,0,2.562963,8.507409,20.148148,0.465278,-2.101515,5
40,0,0,0,0,0,0,5
115,0,0.534027,0.389682,22.962963,0.339149,-2.14867,5
133,0,0.02963,0.02963,0.592593,1,-2.094395,5
38,0,1.490712,2.294114,14.444445,0.547232,-2.193098,5
83,0,0.418518,20.922216,9.888889,0.676581,-2.150257,5
141,0,0.740741,0.118518,4.962963,0.66524,-2.075071,5
145,0,0,0,0,0,0,5
152,0,0.033333,4.340741,1.407407,0.439153,-2.000272,5
154,0,0.02963,0.062963,0.259259,0.555556,-2.094395,5
148,0,0.172133,0.136083,0.037037,0.111111,-2.094395,5
89,0,5.116423,0.278887,3.111111,0.097643,-1.890484,5
119,0,1.574075,0.829629,29.481482,0.425713,-2.187781,5
130,0,0.962963,0.951852,1.62963,0.855556,-1.959823,5
89,0,1.586984,1.725624,18.037037,0.43138,-2.102295,5
134,0,0.02963,0.018519,0.518518,1,-2.094395,5
151,0,0.278887,0.172133,0.111111,0.222222,-2.094395,5
129,0,0,0,0,0,0,5
13,0,1.857916,0.250924,9.296296,0.632739,-2.074133,5
149,0,0,0,0,0,0,5
135,0,0.062963,0.062963,2.888889,0.832275,-1.958546,5
134,0,0.088889,0.240741,2.962963,0.829233,-2.133095,5
140,0,0.462963,0.062963,5.555555,0.639254,-2.072268,5
92,0,7.379901,0.344265,9.962963,0.608437,-2.096705,5
92,0,0.518518,0.118519,12.074074,0.632127,-2.137851,5
143,0,0,0,0,0,0,5
133,0,0.300001,0.02963,9.851851,0.627269,-2.138743,5
95,0,0.607408,0.062963,20.185184,0.459469,-2.146185,5
129,0,0.544331,3.804481,2.296296,0.096561,-1.101394,5
135,0,0.062963,0.033333,1.925926,0.927778,-1.931332,5
114,0,0.809664,0.389682,27.185184,0.331888,-2.196423,5
148,0,0.843274,0.981307,1.777778,0.612963,-2.04515,5
154,0,0,0,0,0,0,5
112,0,0.296297,0.162963,16.185184,0.492526,-2.133313,5
152,0,0,0,0,0,0,5
68,0,3.786917,0.278887,2.296296,0.115741,-1.861154,5
83,0,0.136083,0.403687,17.074074,0.481852,-2.143761,5
116,0,0.344265,1.103865,29.814816,0.310286,-2.177507,5
150,0,0,0,0,0,0,5
65,0,0.272166,0.421637,8.925926,0.583461,-2.121878,5
112,0,1.769076,0.278887,23.703703,0.409544,-2.085248,5
39,0,5.737789,0.879815,9.518518,0.576021,-2.036228,5
57,0.111111,2.353877,2.760166,15.37037,0.466308,-2.370613,5
115,0,3.662964,0.074074,14.740741,0.533126,-2.151625,5
105,0,4.923489,0.809664,22.703703,0.364499,-2.125548,5
134,0,0.3,0.018518,6.962963,0.587234,-2.138459,5
131,0,0.062963,1.851852,1.407407,0.77037,-2.051344,5
94,0,0.285185,0.42963,20.222221,0.451546,-2.084893,5
115,0,0.32963,0.033333,1.222222,0.933333,-2.065536,5
147,0,0,0,0,0,0,5
96,0,0.459468,0.516398,19.592592,0.472764,-2.086083,5
152,0,0.02963,3.574075,1.37037,0.537037,-2.007351,5
144,0,0,0,0,0,0,5
135,0,1.262962,0.385185,2.185185,0.888007,-2.110974,5
34,0,1.730981,0.501848,14.444445,0.479958,-2.162383,5
140,0,0.033333,0.044444,3.037037,0.797884,-1.985769,5
138,0,0.062963,0.122222,3.185185,0.799603,-2.08783,5
133,0,1.007407,0.344444,5.37037,0.630471,-2.048,5
134,0,2.044446,0.385185,26.703703,0.457752,-2.21646,5
154,0,0.02963,0.02963,0.074074,0.222222,-2.094395,5
142,0,0.278887,0.172133,0.111111,0.222222,-2.094395,5
135,0,0.477778,0.266667,6.222222,0.617593,-2.125516,5
153,0,0,0,0,0,0,5
93,0,0,0,0,0,0,5
62,0,0,0,0,0,0,5
34,0,3.05808,0.403687,13.740741,0.544858,-2.162872,5
134,0,0.018519,0.151852,2.111111,0.881481,-2.013143,5
89,0,2.190891,0,18,0.459093,-2.113032,5
135,0,2.462965,0.477778,26.444445,0.454232,-2.211986,5
144,0,0,0,0,0,0,5
141,0,0.172133,0.182574,0.777778,1,-2.094395,5
155,0,99.75187,151.68887,14.333333,0.646298,-1.797435,5
93,0,13.496301,0.862962,14.407408,0.577002,-2.137493,5
148,0,0,0,0,0,0,5
88,0,0.044444,0.074074,12.259259,0.641775,-2.136677,5
133,0,0.136083,0.136083,0.296296,0.888889,-2.094395,5
152,0,0.02963,3.574075,1.37037,0.537037,-2.007351,5
141,0,0.172133,0.172133,0.074074,0.222222,-2.094395,5
114,0,1.307407,0.062963,16.185184,0.546207,-2.141659,5
94,0,0.311111,0.02963,1.185185,0.977778,-2.071242,5
134,0,0.018519,0.151852,2.111111,0.881481,-2.013143,5
58,0,0.421637,0.344265,8.333333,0.622222,-2.068564,5
104,0,0.547722,2.041242,19.777779,0.375532,-2.150638,5
41,0,0.809664,0.172133,0.703704,0.537037,-1.84512,5
86,0,0.018519,0.062963,12.333333,0.630928,-2.120153,5
140,0,0.278887,0.742867,0.407407,0.240741,-2.094395,5
137,0,0.477777,50.07408,25.333334,0.502569,-2.213033,5
110,0,0.691214,0.272165,31.62963,0.307444,-2.187242,5
34,0,1.730981,0.501848,14.444445,0.479958,-2.162383,5
116,0,2.812669,0.45542,21.962963,0.395663,-2.144778,5
141,0,0,0,0,0,0,5
115,0,0.32963,0.033333,1.222222,0.933333,-2.065536,5
142,0,0,0,0,0,0,5
138,0,0.172133,0.272166,1.222222,1,-1.949167,5
85,0,1.241266,0.172133,18.925926,0.459024,-2.160912,5
134,0,0.172133,0.272166,1.851852,0.833333,-1.997796,5
68,0,0.58373,0.534027,6.888889,0.534151,-1.780255,5
89,0,1.306678,4.703426,17,0.477489,-2.129746,5
137,0,0.074074,0.018519,0.925926,1,-2.056155,5
133,0,0.136083,0.136083,0.37037,1,-2.094395,5
145,0,0.490654,0.934919,3.407408,0.656614,-2.036506,5
145,0,0.611616,0.272166,0.555556,0.527778,-1.920944,5
119,0.111111,1.405017,0.91084,8.62963,0.589565,-2.142708,5
36,0,0.272166,0.327731,7.925926,0.634921,-2.107303,5
147,0,0.544331,0.68853,0.296296,0.111111,-2.094395,5
154,0,1.585185,0.077778,0.740741,0.288889,-1.919639,5
142,0,0.827759,2.108185,1.814815,0.769444,-2.094395,5
110,0,0.062963,0.02963,9.444445,0.620643,-2.120265,5
98,0,1.011051,1.29386,21.518518,0.448676,-2.118236,5
139,0,0.182574,0.272166,1.37037,1,-1.803071,5
120,0,1.032795,1.708367,21.555555,0.38675,-2.177417,5
113,0,0.975629,0.421636,29.333334,0.327385,-2.199825,5
133,0,1.90613,3.158176,2.703704,0.860606,-2.208419,5
135,0,0.182574,0.136083,0.481482,1,-2.094395,5
137,0,0.074074,0.177778,3.111111,0.772487,-2.075071,5
