@relation segment

@attribute Region-centroid-col numeric
@attribute Vedge-mean numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
150,2.166667,1.388889,7,0.503086,-1.943449,4
219,0.388889,14.055554,33.555557,0.258409,-1.942179,4
57,2.333334,0.999999,32.77778,0.334662,-2.029552,4
169,2.388889,9.222222,30.666666,0.338619,-2.089186,4
74,4.833334,1.666667,39.444443,0.317325,-2.061036,4
58,2.055556,6.111111,29.222221,0.349652,-2.074838,4
155,2.000001,1.055553,63.88889,0.248998,-1.999045,4
152,4.444444,0.944444,23.333334,0.307415,-2.063242,4
58,3.5,2.500001,18.11111,0.429825,-2.124871,4
58,2.277778,0.277777,35.444447,0.339117,-2.048732,4
54,4.388889,1.277777,19.88889,0.270271,-1.90381,4
93,1.722221,1.499999,53,0.303044,-2.109804,4
142,5.277778,1.055555,40.666668,0.28077,-2.064038,4
47,0.888889,4.888888,46.88889,0.300672,-2.110233,4
199,5.777777,0.944444,48.22222,0.224617,-1.896425,4
33,2.944444,6.833332,36,0.266758,-2.080474,4
187,4.055556,7,34.11111,0.270907,-2.010178,4
190,1.888889,2.166666,41.22222,0.295992,-1.996082,4
170,2.166667,2.722222,28.666666,0.313427,-2.024268,4
63,2.444445,1.444445,38,0.355227,-2.133676,4
128,7.833334,0.666667,24.88889,0.266206,-2.05389,4
162,2.055556,9.222221,41,0.184999,-1.83808,4
185,11.055557,0.444445,51.11111,0.274353,-2.034054,4
212,5,2.388889,20.333334,0.46343,-2.165731,4
112,7.38889,1.277777,57.666668,0.278345,-2.108813,4
22,1.88889,1.166667,55.77778,0.3097,-2.105073,4
174,1.5,2.388889,40.333336,0.181732,-1.722278,4
80,1.388888,0.666667,51.11111,0.31069,-2.143048,4
32,0.833332,1.111112,57.88889,0.320122,-2.132027,4
191,1.111111,0.944446,36.22222,0.271717,-2.006,4
147,6.833334,1.555557,37.88889,0.319706,-2.050388,4
44,0.5,0.444444,14.888889,0.398689,-2.104083,4
109,1.444445,1.500001,51.333332,0.298892,-2.045165,4
179,2.388889,0.888889,32,0.313397,-2.091572,4
233,3.722222,0.666666,25.11111,0.458785,-2.20265,4
236,22.166666,7.722223,30.222221,0.225243,-2.12336,4
118,0.666667,1.833334,16.11111,0.437078,-2.158805,4
173,1.888889,1.166667,7.111111,0.472975,-1.904651,4
202,0.944444,0.777777,37.88889,0.166047,-1.675919,4
75,4.166667,2.833333,41.22222,0.327632,-2.131861,4
146,0.999997,2.166667,63.22222,0.257599,-2.019545,4
157,1.333333,4.944444,32,0.261958,-2.045203,4
201,1,9.944444,39.11111,0.270638,-1.973025,4
118,4.833334,1.277778,59.333332,0.25706,-2.072158,4
249,14.388889,13.388889,28.222221,0.312482,-2.013382,4
151,9.611111,0.5,27.222221,0.327288,-2.05839,4
47,0.944445,0.833333,54.444443,0.297221,-2.089105,4
151,8.055556,0.722222,27.555555,0.338407,-2.078797,4
243,4.444445,1.555555,44.77778,0.245321,-1.910735,4
83,0.444443,0.722221,51.88889,0.307419,-2.09885,4
11,0.888891,0.722224,57.444443,0.32276,-2.124459,4
229,4.055555,2.5,20.88889,0.457405,-2.174468,4
29,0.777777,1.722223,59,0.317156,-2.123641,4
236,0.777779,1.277778,39.555557,0.330477,-2.09948,4
197,21.666666,0.944444,37.444443,0.280578,-1.995536,4
24,1.611109,2.055555,54.77778,0.315538,-2.083715,4
44,1.166667,1.055557,57.333332,0.290165,-2.107785,4
136,1.222222,2.055555,48.11111,0.259367,-2.045905,4
99,1,0.833336,58.333332,0.271568,-2.022581,4
53,3.277777,0.611111,24.444445,0.337893,-2.061006,4
163,1.833334,1.555556,52,0.265053,-1.984308,4
74,1.833333,2,49.666668,0.313003,-2.067168,4
83,0.777779,1.666666,46,0.260605,-1.958524,4
120,4.611111,1.666666,52.666668,0.252458,-2.053869,4
79,4.888889,2.111113,50.11111,0.339917,-2.102652,4
150,2.166667,1.388889,7,0.503086,-1.943449,4
38,1.388891,0.888888,61.11111,0.267258,-2.068537,4
120,0.777778,0.666667,56.77778,0.26938,-2.083043,4
168,0.888889,1.555555,54.22222,0.255329,-2.030875,4
139,3.611111,7.055555,42.88889,0.264571,-1.970802,4
147,6.388889,1.333333,37.22222,0.324639,-2.096474,4
197,21.666666,0.944444,37.444443,0.280578,-1.995536,4
77,2.944444,1.777777,41,0.33466,-2.06346,4
130,1.111111,0.833334,54.22222,0.249001,-2.042422,4
220,2.555555,2.277777,25.444445,0.349325,-2.064723,4
59,6.888889,1.666667,12.444445,0.482725,-2.118223,4
252,1.722221,0.555555,36,0.334876,-2.139002,4
70,1.222223,1.000001,50,0.336015,-2.078504,4
128,0.555555,0.777778,5.555555,0.540918,-1.996307,4
75,2.5,1.555555,50.444443,0.314783,-2.077647,4
177,1.388889,15,28.666666,0.200662,-1.903624,4
22,2.277778,2.444445,50.22222,0.323908,-2.112723,4
189,0.722222,4.666666,38.77778,0.245241,-2.003259,4
210,1.333333,1,40.555557,0.178226,-1.893495,4
52,5.222222,0.722223,25.222221,0.331128,-2.048461,4
203,3.333333,4.277778,44.88889,0.263467,-2.035243,4
233,2.5,1.277778,5.111111,0.541667,-1.999443,4
41,1.722221,2.055554,56.88889,0.289362,-2.08957,4
239,1.777777,3.444445,39.88889,0.176066,-1.75799,4
121,2.944444,1.222222,47.11111,0.2694,-1.99488,4
142,4.222222,1.5,23.444445,0.2851,-2.100487,4
187,1.333333,1.333333,37.77778,0.24473,-1.942698,4
169,1.222222,1.111111,27.444445,0.30715,-2.088914,4
86,0.944447,1.944444,56.444443,0.309556,-2.133031,4
188,1.055555,2.277779,35.666668,0.297096,-2.054964,4
107,1.888889,2.111111,16.777779,0.432786,-2.164971,4
4,1.166667,0.944445,52.333332,0.280738,-2.006029,4
27,0.722223,0.722223,60,0.335387,-2.128801,4
45,0.666667,1.055554,57.11111,0.298145,-2.076662,4
140,1.722221,0.777777,45.666668,0.176156,-1.681589,4
245,1.888889,4.055555,25.11111,0.392034,-2.066695,4
104,19.277777,1.111111,33.11111,0.320613,-2.097799,4
97,1.666667,2.222221,53.22222,0.326719,-2.152304,4
238,1.333334,1.277777,47.555557,0.28511,-2.025773,4
165,2.38889,1.722222,61,0.254595,-2.036336,4
144,2.333333,2.055556,32.333336,0.319714,-2.138762,4
7,3.055555,3.833333,44.555557,0.321345,-2.033077,4
34,0.22222,1.555553,60.666668,0.311437,-2.154989,4
152,7.000001,1.055556,24.88889,0.346398,-2.04294,4
37,1.499999,2.444445,49.444443,0.258543,-2.030079,4
193,5.055556,1.944445,32.333336,0.321825,-2.100687,4
132,3,0.888889,7.333334,0.380483,-2.13694,4
187,1.333333,1.333333,37.77778,0.24473,-1.942698,4
136,1.944445,2,19.11111,0.449747,-2.161046,4
158,0.833333,3.277778,31.88889,0.27031,-1.981499,4
39,1.111111,2.388889,49.11111,0.280911,-2.029656,4
135,0.944445,1.999999,58.22222,0.267219,-1.986567,4
122,2.277779,19.833334,46.88889,0.248092,-1.997241,4
42,1.388891,0.999999,59.444443,0.266776,-2.030703,4
40,1.277776,1.444445,62.444443,0.286238,-2.098521,4
32,0.944445,0.833333,6.333334,0.520578,-1.982834,4
58,1.166667,1.055555,36.11111,0.334962,-2.068644,4
155,2.388887,0.833332,63.666668,0.258303,-2.024945,4
252,1.055555,0.777778,34.555557,0.303876,-2.028043,4
20,1.555555,1.777777,51.555557,0.342363,-2.128423,4
38,0.888889,1.944445,53.333332,0.257014,-1.997589,4
217,2.055556,1.055555,21.444445,0.483771,-2.237972,4
209,2.222223,8.777778,33.666668,0.273358,-1.960582,4
29,0.666665,2.611111,59.666668,0.325487,-2.145541,4
238,2.277776,1.5,38.77778,0.274334,-2.096415,4
144,5.5,1.388889,57.88889,0.27569,-2.065471,4
136,1.222222,2.055555,48.11111,0.259367,-2.045905,4
221,1.555555,0.722223,36.666668,0.154094,-1.640134,4
114,2.166666,0.999999,52.444443,0.31714,-2.166151,4
199,3.5,8.333333,35.444447,0.272752,-2.046753,4
190,1.888889,2.166666,41.22222,0.295992,-1.996082,4
230,3.277779,1.444443,33.555557,0.335026,-2.106235,4
229,1.777778,1.222223,42.333336,0.30862,-2.186797,4
140,1.777778,0.555555,42.333336,0.264563,-2.038624,4
236,1.055556,1.777779,46.22222,0.307007,-2.009854,4
162,2.166667,2.222222,25.222221,0.202846,-1.802554,4
37,1.000001,2.555556,41.11111,0.258916,-1.886072,4
104,0.944445,0.666667,52.22222,0.287394,-2.071134,4
66,3.000001,2.777778,18.222221,0.426014,-2.138726,4
90,0.944443,1.111109,56.555557,0.332815,-2.138581,4
133,1.444443,2.111111,61.11111,0.259842,-1.9632,4
202,0.333333,5.222221,37.11111,0.274519,-1.990806,4
40,0.722223,1.055555,61.77778,0.287488,-2.0742,4
141,3.722223,5,40.333336,0.268186,-2.030048,4
91,0.944445,1.055556,53.666668,0.31426,-2.118087,4
103,1.277778,1.222221,53.77778,0.287045,-2.041901,4
156,1.055555,1.222221,35.666668,0.221187,-1.949745,4
12,3.222222,2.333333,14.888889,0.479715,-2.142529,4
66,3.000001,2.777778,18.222221,0.426014,-2.138726,4
193,1.722222,2,21.555555,0.453533,-2.191073,4
130,1.111111,0.833334,54.22222,0.249001,-2.042422,4
54,2.777777,3.388889,21,0.305785,-1.96874,4
96,1.277778,1.833333,14.777778,0.559546,-2.149759,4
191,1.111111,0.944446,36.22222,0.271717,-2.006,4
67,1.111111,0.555556,46.22222,0.34747,-2.09452,4
60,0.833333,0.555556,16.444445,0.405936,-2.104102,4
109,1.500001,0.388889,47.666668,0.250705,-1.989922,4
186,1.277778,5.944444,31,0.265698,-1.96031,4
51,17.5,0.666667,35.22222,0.310101,-2.030269,4
208,1.388887,26.444445,52.666668,0.19713,-1.970812,4
116,2.833333,2.055555,52.555557,0.317206,-2.145045,4
94,6.611111,1.000001,48.88889,0.303071,-2.08549,4
198,2.444444,8.555555,38,0.248999,-1.908348,4
176,1.944444,1.444445,50.333332,0.268621,-2.00619,4
84,0.722222,0.944443,53.444443,0.303179,-2.093744,4
106,2.222222,2.277779,53.666668,0.287325,-2.091037,4
21,1.944444,1.333333,5.777778,0.464069,-1.584341,4
68,5.833333,1.388889,16.88889,0.438882,-2.1343,4
120,8.999999,11.166668,49,0.261246,-2.017379,4
164,2.5,1.555556,60.22222,0.260329,-2.027771,4
230,3.277779,1.444443,33.555557,0.335026,-2.106235,4
244,2.111113,1.000001,37.11111,0.361284,-2.175349,4
45,2.5,0.666666,13.444445,0.453341,-2.069251,4
97,1.555555,13.222221,48,0.280593,-1.994105,4
79,4.277777,0.833333,53.444443,0.324556,-2.144507,4
18,1.888889,1.555557,54.88889,0.335115,-2.160551,4
39,1.111111,0.888891,63.333332,0.284874,-2.075161,4
41,1.777778,2.166667,16.222223,0.441573,-2.134876,4
237,8.944446,2.61111,34.88889,0.214456,-1.940975,4
109,1.111111,9.777778,9.888889,0.548124,-2.137371,4
73,2.111111,1.166667,53.333332,0.259048,-2.032243,4
99,3.666667,2.111111,16.666668,0.445172,-2.141787,4
14,0.888889,1.111111,8,0.487864,-2.108911,4
147,4.611111,0.777779,41.11111,0.317542,-2.122875,4
78,5.5,6.5,42.444443,0.315228,-2.097363,4
139,2.111111,0.722221,42.444443,0.264115,-2.021125,4
81,0.444445,0.888889,42.88889,0.245206,-1.918888,4
179,0.722222,0.944444,40.88889,0.17869,-1.518761,4
169,2.000001,0.944445,47.77778,0.252103,-1.961254,4
212,2.888889,1.833333,37.555557,0.167908,-1.659641,4
227,0.555555,1.611109,42.88889,0.271987,-2.070466,4
187,2.222221,1.277779,56.88889,0.222808,-1.892977,4
94,2.166665,0.833334,51.22222,0.290834,-2.116351,4
118,1.222223,0.555555,56.444443,0.269218,-2.014126,4
224,1.555556,1.888889,36.77778,0.348022,-2.127801,4
113,1.444444,1.944444,51.88889,0.299164,-2.111941,4
2,2.055556,0.888891,47.444443,0.337756,-2.107858,4
92,1.999999,1.222221,51,0.317871,-2.108757,4
55,5.055555,1,24.222221,0.315338,-1.934686,4
81,2.833333,1.444445,16.777779,0.41916,-2.142701,4
161,0.833333,0.61111,43,0.184376,-1.720441,4
197,0.944445,2.999999,41.11111,0.263275,-1.978328,4
217,1.555555,1.666667,37.22222,0.269192,-1.932066,4
183,1.277778,2.555556,41.555557,0.152009,-1.68385,4
182,4.222222,1.11111,28.555555,0.308824,-2.093203,4
61,1.388889,1.444444,52.77778,0.252203,-1.985221,4
189,2.722223,1.333334,38,0.265535,-1.984583,4
198,2.444444,8.555555,38,0.248999,-1.908348,4
245,4.88889,1.777778,29.11111,0.353548,-2.068653,4
170,2.277778,1.611111,20.333334,0.15128,-1.596679,4
45,2.055557,6.611111,47.77778,0.307193,-2.126943,4
198,1.5,11.444446,32.666668,0.29185,-2.035377,4
52,3.277779,1.333333,41.555557,0.246605,-1.971781,4
180,2.944446,1.333333,29.11111,0.309461,-2.068113,4
14,0.888889,1.111111,8,0.487864,-2.108911,4
216,1.333333,4.333334,31.333334,0.33971,-2.053834,4
108,7.055555,1.666666,46.333332,0.312927,-2.091927,4
163,1.833334,1.555556,52,0.265053,-1.984308,4
191,1.111112,1.111111,39,0.322733,-2.094303,4
79,0.944445,1.5,59.77778,0.254697,-2.007832,4
228,1.111111,1.388889,42.77778,0.319474,-2.123537,4
112,11.055554,1.111112,58.22222,0.271659,-2.038824,4
163,3.833333,1.555556,23.11111,0.457448,-2.219625,4
79,4.277777,0.833333,53.444443,0.324556,-2.144507,4
151,8.388889,0.722222,27.333334,0.351273,-2.046542,4
121,1.555555,13.166667,49.444443,0.252669,-2.003607,4
153,3.277778,1.111111,25,0.355756,-2.090781,4
160,0.944444,0.777777,54,0.253364,-1.996907,4
208,1.388887,26.444445,52.666668,0.19713,-1.970812,4
205,0.777778,0.388889,14.111111,0.416401,-2.117671,5
170,0,0,0,0,0,5
142,1.111111,0.555555,24.555555,0.315484,-2.202667,5
168,0,0,0,0,0,5
201,0.611111,0.222222,0.333333,0.962963,-1.999063,5
235,0.277778,0.277778,7.777778,0.630928,-2.120153,5
211,2.555556,2.055556,11.777778,0.547173,-2.159464,5
238,0.666667,0.722222,5.888889,0.588823,-2.121837,5
143,2.666666,0.333333,14,0.459093,-2.113032,5
161,0,0,0,0,0,5
244,6.5,1.722222,20,0.365332,-2.154391,5
123,0,0,0,0,0,5
174,0,0,0,0,0,5
222,0.277778,0.666667,4.111111,0.680808,-2.034152,5
161,0.055556,0.111111,0.777778,1,-1.822214,5
54,0.722222,2,0.888889,0.769444,-2.094395,5
196,1.722222,1.333333,6.777778,0.512566,-1.749258,5
161,0.222222,0.222222,0.444444,1,-1.949167,5
124,1,1.222222,16.88889,0.448676,-2.118236,5
108,0.277778,0.5,1.444444,0.799603,-2.08783,5
214,0.666667,0.666667,13.555555,0.421675,-2.117648,5
142,1.111111,0.555555,24.555555,0.315484,-2.202667,5
203,0.388889,0.222222,12.888889,0.481852,-2.143761,5
56,0.944444,0.277778,3.666667,0.639254,-2.072268,5
169,1.500001,8.444445,18.666668,0.502569,-2.213033,5
125,0,0,0,0,0,5
128,0,0,0,0,0,5
189,0,0,0,0,0,5
203,0.111111,0.111111,0,1,-2.094395,5
211,0.111111,0.388889,0,0.555556,-2.094395,5
159,0.555556,4,22.555555,0.337494,-2.192406,5
245,0,0,0,0,0,5
170,0.722222,0.833333,18.222221,0.378615,-2.20829,5
47,0.555556,3.611111,10.222222,0.548825,-2.107311,5
84,0.444444,0.722222,1,0.874074,-2.013143,5
14,0.277778,0.277778,1.666667,0.832275,-1.958546,5
225,0.388889,0.555556,4.666667,0.651153,-1.987466,5
237,0.611111,0.611111,7.555555,0.634464,-2.147571,5
94,0.222222,0.222222,1,0.84709,-2.071242,5
242,0,0,0,0,0,5
218,1.5,1.833333,6.111111,0.579142,-1.965246,5
41,0.055556,0.111111,0,1,-2.094395,5
186,0.444444,2.333333,3.888889,0.687302,-2.057978,5
37,0.777778,1.277778,1.111111,0.855556,-1.959823,5
226,0,0,0,0,0,5
166,0,0,0,0,0,5
237,0.722222,5.833334,6,0.676581,-2.150257,5
221,1.055556,1.666667,6.111111,0.518586,-2.05997,5
119,5.055555,0.055556,3,0.085017,-2.221716,5
143,1.5,0.388889,23,0.331888,-2.196423,5
187,1.055556,3.055555,4.666667,0.594226,-2.054475,5
137,0.055556,0.055556,0,0.111111,-2.094395,5
174,2.444444,3.666666,23.11111,0.421493,-2.218655,5
119,0.777778,0.722222,1.777778,0.779497,-2.071242,5
53,2.166667,0.277778,4.666667,0.587234,-2.138459,5
239,0.277778,0.222222,6.111111,0.620643,-2.120265,5
202,0.388889,0.444445,4,0.653535,-2.04457,5
173,0,0,0,0,0,5
213,0.833333,0.388889,13.222222,0.46348,-2.123611,5
204,0.111111,0.111111,0,0.666667,-2.094395,5
159,0.444444,2.055555,25.666666,0.310286,-2.177507,5
117,0.222222,0.666667,1.555556,0.772487,-2.075071,5
123,0.500001,0.833333,16.88889,0.452182,-2.100966,5
184,1.222222,0.388889,17.777779,0.48999,-2.202425,5
238,0.444444,0.333333,7.555555,0.629503,-2.128362,5
159,0.388889,0.277777,13.333333,0.50381,-2.178321,5
208,1.722222,0.444445,10.777778,0.479958,-2.162383,5
173,0,0,0,0,0,5
189,2.666667,0.833333,23.444445,0.332407,-2.201495,5
228,1.833333,2.222222,12.888889,0.475549,-2.12273,5
76,1.055556,3.277778,12.888889,0.473045,-2.11184,5
121,0.444444,2.611111,1.555556,0.534392,-1.905927,5
155,3.444445,0.166667,2.111111,0.115741,-1.861154,5
33,0.555555,0.5,11.777778,0.510924,-2.149073,5
243,0.666667,0.222222,0.222222,0.977778,-2.071242,5
59,3.000001,0.777778,17.88889,0.395663,-2.144778,5
185,0.611111,0.499999,18.666668,0.404099,-2.184862,5
211,0,0,0,0,0,5
187,3,1.111112,20.333334,0.457752,-2.21646,5
170,0.111111,0.055556,0,0.222222,-2.094395,5
90,0.555556,1.055556,1,0.876102,-2.071242,5
58,3.444445,0.722222,16.88889,0.414807,-2.125693,5
184,0.722222,0.222222,0.333333,0.527778,-1.920944,5
86,4.277778,5.388889,6.666666,0.392385,-2.079296,5
206,2.611111,4.5,8.444445,0.543775,-2.064482,5
202,0.722222,0.444444,0.777778,0.814815,-1.838877,5
34,0.333333,0.722222,0.333333,0.925926,-2.056155,5
6,0.111111,0.111111,0,0.222222,-2.094395,5
182,0.777778,0.833333,0.333333,0.705556,-2.094395,5
145,4.944444,9.944445,7.777778,0.747294,-2.140531,5
225,0.333334,0.444445,5.555555,0.622222,-2.068564,5
174,2.388888,0.666666,24.222221,0.445039,-2.244772,5
188,0.777778,0.777778,2.777778,0.675265,-2.021228,5
46,0.277778,1.777778,0.777778,0.77037,-2.051344,5
208,11.666667,0.944444,5.888889,0.771517,-2.066916,5
236,1.333333,2.944445,10.111111,0.547232,-2.193098,5
112,1.333333,2.222222,17.555555,0.38675,-2.177417,5
233,6.277777,0.944445,12.666667,0.353768,-2.161571,5
180,0.166667,0.111111,0,0.222222,-2.094395,5
54,1.555556,0.5,3.666667,0.630471,-2.048,5
199,0.555555,0.444444,0.666667,0.940741,-2.018925,5
162,9.611112,0.555556,10.666667,0.599594,-2.142756,5
203,0.055556,0.055556,0,0.888889,-2.094395,5
198,1.666667,1.111111,1.111111,0.612963,-2.04515,5
139,0.944444,0.666667,24.88889,0.327385,-2.199825,5
173,1.111111,0.222222,0.777778,0.231481,-1.512684,5
173,0.666667,0.833333,17.333334,0.496719,-2.182442,5
187,3,1.111111,6.333334,0.548545,-2.043884,5
178,0.444445,0.388889,10.333334,0.459288,-2.153332,5
226,0.777778,0.388889,5.111111,0.641018,-1.989546,5
221,4.222222,1.277778,4.333334,0.6248,-2.087985,5
43,0.444444,0.166667,0,1,-2.094395,5
170,1.055556,0.722222,1.888889,0.786175,-2.127586,5
57,1.722222,6.166666,13,0.477489,-2.129746,5
96,1.555556,0.444444,3.111111,0.66524,-2.075071,5
231,0.5,0.555555,4.555555,0.620651,-1.93491,5
223,0.333333,0.444444,4.111111,0.67037,-2.048717,5
184,0.722222,0.222222,0.333333,0.527778,-1.920944,5
242,0,0,0,0,0,5
232,0,0,0,0,0,5
231,0.722222,3,4.777778,0.613718,-2.047276,5
196,1.722222,1.333333,6.777778,0.512566,-1.749258,5
195,1.166667,1.166667,0.666667,0.911155,-2.130339,5
220,0.277778,0.555556,4.555555,0.655892,-2.039459,5
189,0,0,0,0,0,5
167,0.611111,0.611111,24,0.443136,-2.227801,5
160,0.833333,0.222222,0.555556,0.537037,-1.84512,5
68,0.833333,0.333333,4,0.617593,-2.125516,5
189,0,0,0,0,0,5
200,2.111111,5.055555,8.333334,0.500944,-2.171949,5
169,0.277778,0.833333,0.666667,0.877513,-2.094395,5
174,0,0,0,0,0,5
212,3.833333,0.666667,2.666667,0.068883,-2.094395,5
22,0.944444,1.166666,24.444445,0.400536,-2.207158,5
54,0.222222,0.055556,0,1,-2.094395,5
253,0,0,0,0,0,5
230,1.111111,0.555556,18.11111,0.350082,-2.163633,5
139,0.888889,0.277778,24.777779,0.331954,-2.226161,5
97,1.888889,3.611111,15.666667,0.465278,-2.101515,5
248,0.277778,0.111111,0,0.888889,-2.094395,5
160,0.833333,0.222222,0.555556,0.537037,-1.84512,5
245,0.166667,0.611111,0.222222,0.240741,-2.094395,5
215,0.333333,0.388889,13,0.475,-2.143897,5
180,0.055556,0.055556,0,0.111111,-2.094395,5
170,2.833333,1.222222,24.333334,0.302071,-2.236251,5
20,0.666667,0.611111,1.111111,0.829233,-2.133095,5
226,0,0,0,0,0,5
189,0,0,0,0,0,5
83,1.833333,0.722222,14.555555,0.402203,-2.005139,5
160,0.833333,0.444444,27.222221,0.307444,-2.187242,5
183,2.666667,0.5,11,0.476783,-2.128465,5
57,2.833334,1.222222,15.555555,0.418712,-2.14718,5
163,0.111111,0.222222,1,0.972222,-1.822563,5
222,0,0,0,0,0,5
156,0.277778,0.777778,1,0.838889,-1.988202,5
200,0.222222,0.444445,0.222222,0.111111,-2.094395,5
177,1.666667,4.333334,6.444445,0.547103,-2.056119,5
207,1.055556,0.166667,0.444444,0.933333,-2.065536,5
160,3.222222,0.222222,2.111111,0.10119,-1.628908,5
137,7.388889,0.777778,7.111111,0.608437,-2.096705,5
241,0,0,0,0,0,5
42,0.388889,0.444444,1.333333,0.849735,-1.972186,5
209,1,0.611111,5.888889,0.619713,-2.12934,5
212,1.722222,1.222222,10.555555,0.57666,-2.159466,5
134,0.111111,0.055556,0,0.111111,-2.094395,5
121,0.222222,0.833333,0.666667,0.937037,-2.013143,5
54,1.555556,0.5,3.666667,0.630471,-2.048,5
214,0.222222,0.444445,13,0.477222,-2.152852,5
138,0.888889,0.277778,0.555556,0.37037,-1.90427,5
60,0.722223,0.777777,19.333334,0.392149,-2.104978,5
172,2.444444,7.833334,8.222222,0.61525,-2.172099,5
46,3.166667,1.611111,9.666667,0.561927,-0.004927,5
187,1.777778,0.944444,2.888889,0.740904,-2.065342,5
40,0.277778,0.222222,0.111111,1,-2.056155,5
229,0.5,2.833333,16.333334,0.375532,-2.150638,5
166,0.444444,0.222222,0.777778,0.972222,-1.880724,5
174,2.499999,1,24.444445,0.441507,-2.238803,5
243,0.666667,0.222222,0.222222,0.977778,-2.071242,5
171,0,0,0,0,0,5
239,3.444444,1.055556,9.888889,0.577002,-2.137493,5
241,0.222222,0.166667,0,0.333333,-2.094395,5
223,0,0,0,0,0,5
129,2,0.833333,3.666667,0.657744,-2.175296,5
163,0.166667,0.277778,0.888889,0.972222,-1.871048,5
152,0.166667,2.111111,1,0.439153,-2.000272,5
155,1.888889,0.055556,1.222222,0.116667,-1.570796,5
239,3.444444,1.055556,9.888889,0.577002,-2.137493,5
17,1.722222,1.055556,15.777778,0.457772,-2.084255,5
247,0.888889,0.444444,7.555555,0.632127,-2.137851,5
158,0.944444,0.222222,0.444444,0.277778,-1.861154,5
249,4.222222,1.722222,2.555556,0.815344,-2.095813,5
218,0.944444,0.388889,19.444445,0.339149,-2.14867,5
160,0.833333,0.444444,27.222221,0.307444,-2.187242,5
58,3.222222,2.055556,15.555555,0.409226,-2.153719,5
96,0.722223,0.444445,16,0.451546,-2.084893,5
203,0.166667,0.722222,4.444445,0.66626,-2.068204,5
150,0.111111,2.055556,1,0.537037,-2.007351,5
96,0.388889,0.166667,1,0.927778,-1.931332,5
202,0.222222,3.444445,2.444444,0.096561,-1.101394,5
163,0,0,0,0,0,5
59,0.166667,0.055556,0,1,-2.094395,5
210,0,0,0,0,0,5
207,1.055556,0.166667,0.444444,0.933333,-2.065536,5
94,2.277778,0.555555,0.777778,0.888007,-2.110974,5
195,3.611111,1.222222,5.888889,0.589565,-2.142708,5
184,0.944445,1.777778,2.333334,0.656614,-2.036506,5
95,0.611111,0.777777,15.333333,0.447494,-2.121346,5
214,0.111111,0.444444,0.222222,0.888889,-1.986938,5
79,1.111111,0.166667,0.444444,0.288889,-1.919639,5
156,2.277778,0.277778,15.888889,0.444698,-2.178281,5
187,3.277778,0.833334,20.222221,0.454232,-2.211986,5
157,1.222222,0.222222,14.555555,0.459024,-2.160912,5
66,3.722222,7.722223,5.888889,0.300624,-2.147622,5
225,0.444445,0.388889,5,0.634921,-2.107303,5
227,1.166667,0.388889,18.444445,0.367141,-2.082762,5
39,0.222222,0.277778,0,1,-2.094395,5
188,0.666667,0.333333,5.111111,0.61791,-2.035769,5
166,0.111111,0.444444,0.222222,1,-2.01751,5
104,0.277778,0.277778,2.111111,0.731922,-2.058451,5
222,1.722222,0.166667,1,0.878395,-2.075071,5
159,0.166667,0.333333,1.111111,0.826852,-2.077816,5
133,0.111111,0.111111,0,0.222222,-2.094395,5
25,5.722223,18,13,0.646298,-1.797435,5
131,0,0,0,0,0,5
218,0,0,0,0,0,5
130,0,0,0,0,0,5
242,0.555555,1,6.111111,0.583461,-2.121878,5
152,0.5,10.777778,5.333334,0.5,-2.115567,5
178,0.111111,0.222222,1,0.833333,-1.997796,5
235,0.333334,0.444445,7.555555,0.641775,-2.136677,5
165,1.055555,1.444444,23.222221,0.425713,-2.187781,5
183,0.166667,0.222222,0.888889,1,-1.803071,5
200,1.777778,0.277778,6.111111,0.632739,-2.074133,5
210,0,0,0,0,0,5
189,1.111111,1.055556,5.666666,0.534151,-1.780255,5
252,0.888889,0.611111,0.333333,0.75,-2.007606,5
244,0.611111,2.722222,11.666667,0.481601,-2.170632,5
123,0,0,0,0,0,5
83,0.5,0.666666,15.222222,0.472764,-2.086083,5
244,5.944445,1.5,19.11111,0.364499,-2.125548,5
197,0.944444,0.388889,0.333333,0.861111,-1.986938,5
242,0.5,0.944445,0.777778,0.896296,-2.042259,5
242,2.444444,9.277778,11.333333,0.466308,-2.370613,5
227,0.5,3.111111,16.222223,0.380292,-2.128231,5
173,0.222222,0.833333,2.666667,0.599735,-1.997796,5
229,0.5,2.833333,16.333334,0.375532,-2.150638,5
225,0.333334,0.444445,5.555555,0.622222,-2.068564,5
182,5.5,0.611111,7.333334,0.576021,-2.036228,5
58,0.055556,0.222222,0,0.777778,-2.094395,5
219,2.055556,2.944444,11.333333,0.43286,-2.138901,5
42,1.166667,2.722222,1.222222,0.860606,-2.208419,5
201,4.277778,0.444445,9.777778,0.544858,-2.162872,5
250,0.722222,0.611111,6.666666,0.659329,-2.138617,5
10,0.555555,0.277778,0.111111,1,-2.056155,5
8,0.833333,1.055556,15.111111,0.480246,-2.136215,5
217,0.555555,2.777778,11.888889,0.489982,-2.142269,5
186,0.611111,1.055556,16.444445,0.509462,-2.188149,5
150,0.111111,2.055556,1,0.537037,-2.007351,5
57,0.388889,0.222222,13.222222,0.511905,-2.110457,5
