@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
134,0,1.851852,-3.555556,-1.997796,5
154,0.111111,8.703704,-7.111111,-2.066916,5
33,0,8.740741,-6.222222,-2.056119,5
94,0,20.222221,-13,-2.084893,5
58,0,8.851851,-8.555555,-2.085342,5
154,0.111111,6.481482,-6.444445,-2.087985,5
130,0,1.62963,-2.555556,-1.959823,5
137,0,25.333334,-13.666667,-2.213033,5
89,0,0,0,0,5
133,0,2.703704,-2.444444,-2.208419,5
145,0,0,0,0,5
39,0,9.518518,-7.888889,-2.036228,5
67,0,0.740741,-1.222222,-1.512684,5
145,0,0,0,0,5
62,0,6.444445,-8,-2.048717,5
58,0,8.333333,-9,-2.068564,5
95,0,7.62963,-6.888889,-1.749258,5
34,0,13.740741,-9.555555,-2.162872,5
117,0,17.11111,-10,-2.005139,5
90,0,16.851852,-10.888889,-2.12273,5
154,0.111111,4.296296,-4.888889,-2.095813,5
115,0,14.740741,-10.222222,-2.151625,5
104,0,19.777779,-8.666667,-2.150638,5
134,0,6.962963,-5.888889,-2.138459,5
135,0,6.222222,-6,-2.125516,5
138,0,1.222222,-3.666667,-1.949167,5
152,0,0,0,0,5
86,0,12.333333,-12.666667,-2.120153,5
145,0,0.555556,-1.333333,-1.920944,5
61,0,7,-8.333333,-2.068204,5
65,0,8.925926,-7.777778,-2.121878,5
134,0,0.518518,-1.555556,-2.094395,5
62,0,0,0,0,5
141,0,0,0,0,5
129,0,0,0,0,5
140,0,1.037037,-1.777778,-1.838877,5
90,0,23.518518,-14.222222,-2.182442,5
141,0,0.037037,-0.111111,-2.094395,5
131,0,0.222222,-0.666667,-2.094395,5
154,0,0.62963,-1.222222,-1.861154,5
154,0,0.074074,-0.222222,-2.094395,5
106,0,17.481482,-9.444445,-2.117671,5
155,0,8.259259,-6.111111,-2.147622,5
137,0,3.703704,-5.444445,-2.058451,5
89,0,18.037037,-10.444445,-2.102295,5
82,0,15.222222,-9.333333,-2.102722,5
136,0,6.185185,-5.888889,-2.175296,5
137,0,0.740741,-1.888889,-2.007606,5
94,0,20.037037,-13.111111,-2.084255,5
84,0,17.11111,-10.666667,-2.143897,5
116,0,21.962963,-10.555555,-2.144778,5
88,0,22.333334,-8.666667,-2.20829,5
138,0,1.37037,-4.111111,-1.755017,5
139,0,4.185185,-6.222222,-2.127586,5
135,0,26.444445,-13,-2.211986,5
89,0,17,-10.666667,-2.129746,5
116,0,16.851852,-9.222222,-2.121175,5
141,0,0.185185,-0.555556,-2.094395,5
131,0,0,0,0,5
140,0,5.555555,-6,-2.072268,5
148,0,0,0,0,5
135,0,0.148148,-0.444444,-2.094395,5
140,0,0.259259,-0.777778,-2.094395,5
12,0,6.259259,-8.111111,-2.057978,5
41,0,0.703704,-1.111111,-1.84512,5
154,0,1.851852,-2.555556,-1.905927,5
90,0,5.148148,-7.444445,-2.073429,5
154,0,0.703704,-2.111111,-2.01751,5
120,0,21.555555,-9.333333,-2.177417,5
82,0,15.518518,-9.222222,-2.170632,5
38,0,14.444445,-9.666667,-2.193098,5
89,0,14.222222,-11.666667,-2.107311,5
140,0,2.888889,-0.666667,-2.094395,5
145,0,3.407408,-3.888889,-2.036506,5
154,0,0.740741,-1.555556,-1.919639,5
136,0,2.555556,-5,-2.071242,5
113,0,20.851852,-10.888889,-2.125693,5
94,0,1.185185,-3.222222,-2.071242,5
134,0,26.703703,-13.111111,-2.21646,5
114,0,25.814816,-12.111111,-2.15274,5
134,0,1.037037,-3.111111,-2.094395,5
148,0,0,0,0,5
89,0,16.814816,-11.111111,-2.11184,5
107,0,27.777779,-9,-2.201495,5
79,0.111111,14.185185,-8.222222,-2.175843,5
34,0,14.444445,-8.666667,-2.162383,5
131,0,1.555556,-4.333334,-1.871048,5
135,0,0.481482,-1.444444,-2.094395,5
135,0,0.777778,-2.333333,-2.094395,5
68,0,2.296296,-1.222222,-1.861154,5
154,0,0,0,0,5
61,0,7.074074,-8.222222,-2.048717,5
140,0,3.222222,-3.666667,-1.853161,5
142,0,0.111111,-0.333333,-2.094395,5
30,0,8.481482,-6.777778,-2.05997,5
144,0,0,0,0,5
118,0,19.407408,-9.888889,-2.14718,5
144,0,0.444444,-1,-2.094395,5
153,0,0,0,0,5
134,0,2.962963,-4.888889,-2.133095,5
134,0,2.111111,-4.333334,-2.013143,5
137,0,0.925926,-2.777778,-2.056155,5
91,0,6,-7,-1.93491,5
36,0,7.518518,-8.222222,-2.097293,5
89,0,3.111111,-1.333333,-1.890484,5
12,0,11.444445,-9.666667,-2.064482,5
34,0,14.444445,-8.666667,-2.162383,5
13,0,9.296296,-10.222222,-2.074133,5
114,0,27.185184,-9.222222,-2.196423,5
113,0,21.592592,-8.444445,-2.163633,5
135,0,31.185184,-14.222222,-2.227801,5
134,0,2.111111,-4.333334,-2.013143,5
139,0,1.37037,-4.111111,-1.803071,5
63,0,8.962963,-7.222222,-2.121837,5
90,0,20.148148,-13.111111,-2.101515,5
152,0,0,0,0,5
64,0,8,-8,-1.965246,5
140,0,0.407407,-0.555556,-2.094395,5
90,0,7.185185,-8.555555,-1.989546,5
155,0.111111,11.296296,-8.222222,-2.140531,5
62,0,6.444445,-8,-2.048717,5
152,0,3.592592,-3.777778,-1.997796,5
95,0,2.148148,-1.111111,-1.628908,5
154,0,0.259259,-0.777778,-2.094395,5
105,0,15.185185,-6.222222,-2.161571,5
96,0,19.592592,-13.444445,-2.086083,5
61,0,8.777778,-8,-2.121837,5
138,0,3.555556,-5.666666,-2.071242,5
130,0,0,0,0,5
135,0,2.407408,-4.888889,-1.972186,5
93,0,14.407408,-11.888889,-2.137493,5
142,0,1.814815,-2.777778,-2.094395,5
12,0,6.259259,-8.111111,-2.057978,5
139,0,5.222222,-7,-2.04457,5
153,0,0.37037,-1.111111,-2.094395,5
136,0,2.444444,-4.666666,-2.130339,5
114,0,16.185184,-12.222222,-2.141659,5
134,0,2.962963,-4.888889,-2.133095,5
91,0,14.444445,-9.333333,-2.128465,5
108,0,16.925926,-9.444445,-2.117648,5
85,0,18.925926,-10.777778,-2.160912,5
116,0,23.407408,-11.888889,-2.104978,5
135,0,2.185185,-3.888889,-2.110974,5
94,0,1.185185,-3.222222,-2.071242,5
131,0,1.407407,-2.222222,-2.051344,5
151,0,0.111111,-0.333333,-2.094395,5
155,0,14.333333,-9,-1.797435,5
108,0,23.703703,-9.111111,-2.154391,5
94,0,15.37037,-11.111111,-2.142756,5
36,0,0,0,0,5
131,0,0,0,0,5
31,0,11.259259,-7.111111,-2.171949,5
109,0,21.851852,-10.555555,-2.082762,5
155,0,8.740741,-6.222222,-2.079296,5
84,0,23.25926,-10.444445,-2.184862,5
105,0,22.703703,-9.777778,-2.125548,5
153,0,3.37037,-0.444444,-2.221716,5
133,0,0.37037,-1.111111,-2.094395,5
134,0,2.666667,-5.333334,-2.071242,5
90,0,10.037037,-7.444445,-2.067026,5
110,0.111111,29.296297,-14.555555,-2.182018,5
137,0,0.740741,-1.888889,-2.007606,5
138,0,3.185185,-5.222222,-2.08783,5
135,0,2.888889,-5.666666,-1.958546,5
137,0,3.111111,-5,-2.075071,5
62,0,6.407407,-8.222222,-2.034152,5
133,0,0.740741,-1.888889,-1.999063,5
62,0,7.62963,-8.555555,-2.066953,5
68,0,6.888889,-6.666666,-1.780255,5
86,0,6.703704,-6.444445,-2.054475,5
144,0,0.666667,-0.666667,-1.90427,5
138,0,12.185185,-9.222222,-2.172099,5
137,0,1.37037,-4.111111,-2.094395,5
130,0,1.185185,-3.555556,-1.861154,5
152,0,1.37037,-1.777778,-2.007351,5
62,0,6.407407,-8.222222,-2.034152,5
111,0,19.333334,-9.333333,-2.153719,5
89,0,22.666666,-14,-2.188149,5
97,0,19.592592,-11.777778,-2.121346,5
93,0,14.814815,-12.777778,-2.102707,5
57,0.111111,15.37037,-4.444445,-2.370613,5
144,0,0.703704,-1.777778,-1.986938,5
141,0,0.074074,-0.222222,-2.094395,5
86,0,20.444445,-10.666667,-2.178281,5
131,0,0.814815,-1.777778,-2.056155,5
105,0,26.74074,-9.222222,-2.192406,5
91,0,12.148149,-11.777778,-2.147571,5
144,0,0,0,0,5
83,0,18.222221,-11.333333,-2.178321,5
111,0,28.74074,-8.888889,-2.202667,5
95,0,20.185184,-11.888889,-2.146185,5
86,0,12,-12,-2.128362,5
93,0,14.407408,-11.888889,-2.137493,5
152,0,0,0,0,5
36,0,7.925926,-8.444445,-2.107303,5
109,0,29.407408,-9.222222,-2.226161,5
110,0,31.62963,-9.888889,-2.187242,5
131,0,0,0,0,5
135,0,1.925926,-4.777778,-1.931332,5
115,0,22.962963,-8.888889,-2.14867,5
149,0,0,0,0,5
141,0,0,0,0,5
142,0,0,0,0,5
143,0,0,0,0,5
141,0,0.777778,-2.333333,-2.094395,5
85,0,18.925926,-10.777778,-2.160912,5
152,0,0,0,0,5
153,0,0,0,0,5
153,0.111111,8.333333,-6.333334,-2.14389,5
89,0,17,-10.666667,-2.129746,5
35,0,13.481482,-7.777778,-2.153332,5
88,0,7.333334,-8,-2.035769,5
119,0.111111,8.62963,-6.888889,-2.142708,5
154,0,1.740741,-3.222222,-1.988202,5
58,0,8.333333,-9,-2.068564,5
40,0,1.259259,-0.777778,-1.570796,5
64,0,5.703704,-7.777778,-2.015428,5
112,0,23.703703,-13.111111,-2.085248,5
131,0,0,0,0,5
116,0,29.814816,-9.444445,-2.177507,5
145,0,0.555556,-1.333333,-1.920944,5
88,0,12.259259,-12.444445,-2.136677,5
134,0,1.666667,-4,-2.013143,5
108,0,14.518518,-8.555555,-2.127161,5
113,0,29.333334,-9.666667,-2.199825,5
92,0,12.074074,-11.888889,-2.137851,5
143,0,0.666667,-2,-1.986938,5
94,0,21.444445,-13.333333,-2.100966,5
144,0,0,0,0,5
141,0,9.851851,-8.555555,-2.191662,5
152,0,0.777778,-1.333333,-2.094395,5
89,0,8.444445,-7.333334,-2.043884,5
133,0,0.592593,-1.777778,-2.094395,5
139,0,1.296296,-3.888889,-2.094395,5
130,0,1.740741,-2.222222,-2.094395,5
149,0,0.037037,-0.111111,-2.094395,5
113,0,31.777779,-14,-2.238803,5
147,0,0.296296,-0.222222,-2.094395,5
99,0,15.481482,-12.111111,-2.112503,5
110,0,9.444445,-9.333333,-2.120265,5
98,0,21.518518,-12.888889,-2.118236,5
150,0,0,0,0,5
152,0,1.518519,-2.555556,-1.933239,5
80,0,15.851851,-10.222222,-2.142269,5
133,0,0.296296,-0.888889,-2.094395,5
112,0,28.851852,-9.222222,-2.200156,5
148,0,0.037037,-0.111111,-2.094395,5
89,0,5.037037,-7.111111,-2.065342,5
133,0,5.37037,-5.777778,-2.048,5
155,0,7.296296,-5.222222,-2.115567,5
89,0,1.814815,-3.777778,-2.042259,5
110,0,4.222222,-5.333334,-2.021228,5
90,0,16.666666,-13,-2.125976,5
133,0,5.37037,-5.777778,-2.048,5
111,0,28.74074,-8.888889,-2.202667,5
144,0,0,0,0,5
89,0,18,-11.333333,-2.113032,5
93,0,2.444444,-4.666666,-2.075071,5
141,0,0.703704,-2.111111,-1.921217,5
200,0,53.555557,-20,-2.116733,6
186,0,48.444443,-20.333334,-1.973056,6
191,0,63,-26,-2.062286,6
182,0,43.592594,-17.11111,-1.919167,6
178,0,47.962963,-16.88889,-2.102536,6
177,0,51.074074,-21.88889,-1.956005,6
161,0,41.48148,-12.444445,-2.316506,6
194,0,60.77778,-24,-2.060549,6
209,0.111111,48.77778,-18.666666,-2.06698,6
202,0,57.333332,-21.333334,-2.093746,6
193,0,60.11111,-24,-2.047766,6
180,0,31.444445,-10.666667,-2.021032,6
162,0,44.074074,-11.888889,-2.386671,6
192,0,46.37037,-18.11111,-2.047243,6
176,0,50.296295,-20.88889,-1.97757,6
186,0,54.962963,-21.222221,-2.028618,6
199,0,57,-22.666666,-2.040866,6
193,0,49.11111,-19,-2.065421,6
193,0,41.185184,-15.222222,-1.995801,6
202,0,61.62963,-23.222221,-2.043538,6
177,0,32.444443,-11.666667,-2.121237,6
189,0,32.77778,-12.333333,-2.064273,6
184,0,56.25926,-23.11111,-1.958014,6
191,0,25.296297,-8.555555,-1.858264,6
197,0.111111,49.74074,-18.88889,-2.043399,6
189,0,31.37037,-11.111111,-2.020345,6
196,0,50.074074,-19.222221,-2.054753,6
195,0,47.925926,-17.777779,-2.056734,6
160,0,40.88889,-12.333333,-2.335837,6
184,0.111111,50.592594,-21.11111,-1.96448,6
200,0,58.592594,-23.11111,-2.02885,6
196,0,51.148148,-19.11111,-2.059262,6
189,0,26.444445,-10.666667,-2.101002,6
180,0,48.555557,-18,-1.996042,6
191,0,49.185184,-18.222221,-1.998993,6
189,0,34.11111,-14,-2.044277,6
185,0,59.148148,-22.11111,-2.073869,6
172,0,44.77778,-16.333334,-2.052453,6
177,0,32.88889,-11.666667,-2.10084,6
173,0,43.592594,-15.777778,-1.998857,6
188,0,61.074074,-22.88889,-2.079095,6
194,0,60.814816,-22.777779,-2.033605,6
190,0,53.592594,-21.11111,-2.052546,6
197,0,50.333332,-18.666666,-2.071221,6
197,0.111111,63.22222,-22.666666,-2.06802,6
210,0.111111,51.296295,-21.555555,-2.020895,6
182,0,43.51852,-17.222221,-1.917349,6
189,0,58.407406,-20.88889,-2.101326,6
182,0,46.37037,-18.777779,-1.930048,6
196,0,61.592594,-22.444445,-2.048736,6
197,0,49.592594,-19.777779,-2.022274,6
182,0,29.777779,-9.333333,-2.217735,6
188,0,33.333332,-13,-2.04072,6
171,0,45.925926,-19.11111,-2.010723,6
180,0,30.37037,-9.111111,-2.217095,6
181,0,46.88889,-18.333334,-1.949088,6
180,0,62.074074,-24.88889,-2.044179,6
200,0,45.296295,-17.555555,-2.016646,6
203,0.111111,54,-22,-2.040013,6
191,0,49.22222,-18.333334,-2.040515,6
181,0,55.333332,-21.333334,-2.053189,6
201,0,61.62963,-24.222221,-2.034119,6
183,0,56.333332,-23.333334,-1.997577,6
162,0,40.296295,-9.888889,-2.341198,6
193,0,45.22222,-17.333334,-2.000118,6
197,0.111111,63.22222,-22.666666,-2.06802,6
191,0,62.037037,-25.444445,-2.05611,6
193,0,60.703705,-23.777779,-2.018211,6
187,0,56.148148,-21.777779,-2.04388,6
185,0,32.555557,-11.333333,-2.085272,6
176,0.111111,53.666668,-22.333334,-2.052258,6
188,0,29.962963,-10.222222,-2.083566,6
183,0,32.25926,-12.111111,-1.970772,6
190,0,47.48148,-18.444445,-2.025942,6
163,0,40.444443,-8,-2.392741,6
194,0,58.962963,-19.555555,-2.081891,6
185,0,49.037037,-19.777779,-2.006186,6
188,0,30.592592,-12.111111,-2.014509,6
165,0,35.814816,-6.111111,-2.470153,6
200,0,54.703705,-22.444445,-2.065663,6
191,0,59.74074,-24.555555,-2.03548,6
189,0,31.925926,-11.111111,-2.022227,6
187,0.111111,48.37037,-20.11111,-1.998547,6
181,0,59.074074,-25.222221,-2.020865,6
195,0,45.074074,-15.222222,-2.118572,6
176,0.111111,53.666668,-22.333334,-2.052258,6
185,0,56.25926,-21.777779,-2.051056,6
182,0,34.51852,-14.222222,-1.943038,6
177,0,49.444443,-21.333334,-1.942662,6
162,0,42.185184,-10.222222,-2.327482,6
196,0,47.25926,-17.444445,-2.074616,6
188,0,61.666668,-23,-2.074028,6
159,0,36.62963,-12.888889,-2.316872,6
163,0,40.703705,-8.111111,-2.388454,6
178,0,33.666668,-12.666667,-2.103758,6
161,0,41.962963,-11.555555,-2.38829,6
188,0,55.77778,-21.666666,-2.039667,6
186,0,48.444443,-20.333334,-1.973056,6
186,0,48.22222,-19.333334,-1.956023,6
185,0,54.22222,-22,-2.008008,6
182,0,39.851852,-14.555555,-1.868277,6
186,0,35.296295,-13.555555,-2.060122,6
190,0,48.88889,-19.333334,-1.986307,6
196,0,49.88889,-18,-2.063864,6
186,0,49.62963,-21.222221,-1.958085,6
197,0,50.333332,-18.666666,-2.071221,6
201,0,40.296295,-12.555555,-2.175826,6
193,0,41.703705,-15.444445,-1.992997,6
194,0,49.74074,-19.88889,-2.021838,6
191,0,59.74074,-24.555555,-2.03548,6
194,0,41.037037,-14.111111,-2.045201,6
204,0,55.88889,-21.666666,-2.03737,6
186,0,34.962963,-13.888889,-2.036642,6
190,0,53.592594,-21.11111,-2.052546,6
160,0,45.148148,-17.777779,-2.162999,6
182,0,34.925926,-13.444445,-2.001125,6
180,0,60.074074,-25.555555,-2.022148,6
197,0,55.444443,-23.333334,-2.024321,6
191,0.111111,48.22222,-18.333334,-1.964901,6
190,0,32.962963,-13.555555,-2.020042,6
189,0,58.407406,-20.88889,-2.101326,6
185,0,32.555557,-11.333333,-2.085272,6
186,0.222222,49.444443,-20.666666,-1.974394,6
210,0,49.74074,-20.88889,-2.014434,6
189,0,29.074074,-10.222222,-2.049148,6
182,0,54.185184,-22.222221,-2.004082,6
195,0,48.333332,-17.333334,-2.081095,6
198,0,51.666668,-19.333334,-2.072616,6
196,0,46.074074,-16.222221,-2.105677,6
189,0,61.407406,-22.88889,-2.035894,6
193,0,61.407406,-22.222221,-2.109375,6
186,0,51.77778,-20,-2.014102,6
185,0,50.22222,-19,-2.007175,6
202,0,60.48148,-22.777779,-2.060614,6
185,0,30.88889,-9,-2.45058,6
188,0,50.185184,-20.222221,-2.00738,6
191,0,59.592594,-25.11111,-2.047053,6
182,0,58.962963,-24.88889,-1.992052,6
185,0,47.962963,-16.555555,-1.982099,6
190,0,49.48148,-19.444445,-1.987599,6
174,0,57.851852,-23.88889,-2.069045,6
192,0,58.11111,-22.666666,-2.034048,6
162,0,41.333332,-10.333333,-2.494607,6
183,0,43.185184,-17.555555,-1.887731,6
201,0.111111,58.703705,-23.11111,-1.997736,6
196,0,53.333332,-19,-2.079185,6
176,0.111111,52.925926,-22.444445,-2.051636,6
188,0,60.333332,-23.333334,-2.047211,6
210,0.111111,51.296295,-21.555555,-2.020895,6
193,0,60.11111,-24,-2.047766,6
163,0,41.666668,-10.333333,-2.384441,6
180,0,48.555557,-18,-1.996042,6
200,0,55.962963,-21.88889,-2.080206,6
188,0,50.407406,-19.88889,-1.995072,6
183,0,54.74074,-22.555555,-1.991701,6
187,0,58.666668,-23.333334,-2.013524,6
189,0,23.592592,-9.777778,-2.01975,6
200,0,61.037037,-25.444445,-2.026586,6
161,0,41.48148,-12.444445,-2.316506,6
187,0,48.51852,-20.88889,-1.947472,6
183,0,54.037037,-22.11111,-1.974959,6
198,0,58.333332,-22.666666,-2.035874,6
189,0,59.925926,-25.444445,-2.005956,6
207,0,56.814816,-20.777779,-2.062724,6
187,0,54.77778,-22.333334,-2.009615,6
192,0,47.51852,-19.555555,-2.020234,6
182,0,58.407406,-24.88889,-1.978495,6
195,0,47.703705,-17.777779,-2.052705,6
188,0,49.962963,-19.88889,-1.99344,6
183,0,55.74074,-23.555555,-2.005196,6
185,0,49.037037,-19.777779,-2.006186,6
162,0,43.22222,-12,-2.391681,6
189,0,26.444445,-10.666667,-2.101002,6
186,0,48.814816,-20.777779,-1.968511,6
186,0.111111,50.074074,-17.222221,-2.028812,6
192,0,53.444443,-16.333334,-2.164195,6
206,0.111111,57.62963,-21.88889,-2.085934,6
184,0,45.22222,-17.333334,-1.930196,6
180,0,50.407406,-20.222221,-2.008719,6
188,0,30.62963,-12.222222,-2.03822,6
202,0.111111,58,-21,-2.045943,6
200,0,56.37037,-22.11111,-2.021172,6
179,0,35.48148,-13.444445,-2.0752,6
199,0,54.962963,-21.555555,-2.084754,6
182,0,34.925926,-13.444445,-2.001125,6
190,0,31.666666,-14.333333,-2.008381,6
184,0,31.703703,-10.111111,-2.215464,6
195,0,61.592594,-24.444445,-2.037116,6
195,0,48.851852,-18.555555,-2.063044,6
191,0,61.666668,-24.333334,-2.041277,6
182,0,34.51852,-14.222222,-1.943038,6
163,0,39.444443,-8.666667,-2.425324,6
184,0,48.25926,-18.11111,-1.986776,6
198,0,48.703705,-19.11111,-2.070717,6
182,0,45,-18,-1.910677,6
196,0,61.592594,-22.444445,-2.048736,6
199,0,55.666668,-22.666666,-2.045431,6
203,0,54.51852,-20.222221,-2.046535,6
201,0.222222,53.703705,-20.777779,-2.075226,6
162,0,41.48148,-9.777778,-2.335371,6
184,0,31.518518,-10.555555,-2.183125,6
190,0,49.48148,-19.444445,-1.987599,6
192,0,57.074074,-24.88889,-2.024748,6
162,0,40.444443,-9,-2.573635,6
201,0,59.333332,-23.666666,-2.042514,6
171,0,45.77778,-17.333334,-2.032929,6
161,0,42.37037,-11.444445,-2.395566,6
186,0.111111,53.444443,-21.666666,-1.988249,6
190,0,46.88889,-18,-2.025133,6
180,0,50.407406,-20.222221,-2.008719,6
197,0.111111,54.851852,-21.555555,-2.033505,6
190,0,50.444443,-19,-2.048697,6
208,0,55.62963,-21.88889,-2.094585,6
195,0,61.74074,-24.555555,-2.020938,6
185,0,44.962963,-17.222221,-2.004988,6
194,0,61.555557,-23.666666,-2.042718,6
194,0.222222,48.62963,-18.222221,-2.071876,6
194,0,41.296295,-14.888889,-2.037568,6
160,0,42.814816,-18.444445,-2.102318,6
163,0,40,-7.666666,-2.51749,6
176,0.111111,60.296295,-25.222221,-2.030648,6
163,0,40,-7.666666,-2.51749,6
162,0,40.962963,-9.222222,-2.555683,6
160,0,43.925926,-19.11111,-2.113792,6
159,0,36.62963,-12.888889,-2.316872,6
198,0,59.77778,-22.666666,-2.050575,6
161,0,42.037037,-12.444445,-2.282295,6
192,0,60.814816,-24.777779,-2.055457,6
189,0,29.62963,-12.222222,-1.954574,6
190,0,60.444443,-24.333334,-2.043617,6
192,0,45.962963,-20.222221,-2.016578,6
195,0,57.11111,-21.666666,-2.015595,6
200,0,56.666668,-22.666666,-2.015374,6
190,0,52.407406,-21.222221,-1.985899,6
189,0,32.11111,-13.333333,-2.037982,6
194,0,49.74074,-19.88889,-2.021838,6
175,0,57.851852,-23.555555,-2.05935,6
182,0,55.074074,-22.555555,-1.989221,6
173,0,56.77778,-23.666666,-2.048199,6
188,0,49.703705,-21.11111,-1.984565,6
196,0,47.185184,-17.88889,-2.039491,6
185,0,49.333332,-18.666666,-1.95277,6
179,0,49.185184,-18.88889,-1.970398,6
176,0,56.925926,-24.11111,-2.021784,6
176,0,50.77778,-20.333334,-1.98088,6
182,0,43.62963,-17.88889,-1.904978,6
186,0,49.51852,-21.555555,-1.940813,6
181,0,60.62963,-24.222221,-2.044563,6
190,0,58.11111,-19.666666,-2.102898,6
176,0.111111,60.296295,-25.222221,-2.030648,6
185,0,57.074074,-21.222221,-2.088855,6
163,0,39.296295,-8.222222,-2.395213,6
172,0,42.037037,-12.777778,-2.143718,6
195,0,47.74074,-17.555555,-2.038956,6
182,0,34.925926,-13.444445,-2.001125,6
187,0,48.51852,-20.88889,-1.947472,6
159,0,35.77778,-11.666667,-2.549349,6
185,0,47.814816,-19.444445,-1.937924,6
201,0.222222,53.703705,-20.777779,-2.075226,6
192,0,59.555557,-24.666666,-2.038177,6
161,0,40.444443,-12.333333,-2.198939,6
175,0,57.77778,-23.333334,-2.063776,6
194,0,58.814816,-20.11111,-2.112941,6
182,0,54.925926,-23.11111,-1.980348,6
195,0,46.555557,-16,-2.101377,6
196,0,63.51852,-24.222221,-2.070441,6
194,0,45.074074,-16.555555,-2.046998,6
204,0,57.25926,-22.777779,-2.037372,6
193,0,62.703705,-24.444445,-2.084935,6
173,0,55.185184,-23.222221,-2.04172,6
193,0,61.407406,-22.222221,-2.109375,6
189,0,51.11111,-20.666666,-2.008931,6
201,0,40.296295,-12.555555,-2.175826,6
189,0,58.62963,-23.555555,-2.048058,6
189,0,62.074074,-24.555555,-2.054084,6
187,0,59.37037,-24.11111,-2.03348,6
190,0,49.48148,-19.444445,-1.987599,6
182,0,58,-25,-1.99159,6
182,0,55.851852,-22.555555,-2.001558,6
174,0,56.185184,-23.88889,-2.037351,6
193,0,51.74074,-18.222221,-2.080174,6
189,0,49.666668,-20,-1.973221,6
190,0,52.555557,-20.333334,-2.03483,6
191,0,63.074074,-25.222221,-2.065948,6
194,0,50.11111,-19.333334,-2.064277,6
207,0,52.11111,-20,-2.063353,6
172,0,42.333332,-13.666667,-2.126558,6
200,0,46.11111,-17,-2.038016,6
176,0,49.74074,-20.222221,-1.965703,6
161,0,42.037037,-12.444445,-2.282295,6
161,0,44.074074,-13.222222,-2.238293,6
184,0,31.185184,-9.555555,-2.16033,6
205,0,50.25926,-18.444445,-2.044653,6
190,0,57.333332,-19,-2.112087,6
204,0,57.88889,-23,-2.038543,6
176,0,50.666668,-22,-1.95141,6
184,0,31.703703,-10.111111,-2.215464,6
249,0.111111,22.851852,14.111111,2.28263,7
195,0,16.037037,12.888889,1.94304,7
187,0,15.222222,13.333333,2.038483,7
199,0,14.518518,10.111111,2.634176,7
174,0,19.074074,15.777778,2.395018,7
187,0,13.740741,16.444445,1.941465,7
246,0,15.37037,15.222222,2.170543,7
185,0,12.962963,13.777778,1.83885,7
156,0,23.703703,13.888889,2.864931,7
242,0,24.074074,19.444445,2.395778,7
223,0,6.666666,11.333333,2.046588,7
184,0,19.444445,16.333334,2.419445,7
187,0,11.62963,12.777778,2.156639,7
180,0,22.333334,14.666667,2.453831,7
215,0,17.185184,12.777778,2.266094,7
184,0,17.62963,13.777778,2.524273,7
152,0,25.037037,13.888889,2.731134,7
226,0,7.851852,10.111111,2.259398,7
161,0,19.037037,17.88889,2.292736,7
212,0,8.037037,9.888889,2.242649,7
240,0,14.148149,13.222222,2.392487,7
236,0,16.592592,16.88889,2.306678,7
196,0,13.37037,14.222222,1.956772,7
239,0,10.37037,10.222222,2.426379,7
246,0,25.88889,24.666666,2.214011,7
170,0,16.407408,9.444445,2.737074,7
247,0,8.111111,13,2.117886,7
248,0,15.296296,8.777778,1.783512,7
223,0,16.518518,19.11111,2.119546,7
169,0,17.11111,8.333333,2.834822,7
245,0.111111,9.740741,14.777778,2.069452,7
196,0,19.62963,15.111111,2.437339,7
188,0,15.740741,12.444445,2.20467,7
226,0,18,18.666666,2.27303,7
219,0,13.37037,11.555555,2.255333,7
240,0,12.148149,15.555555,2.043865,7
172,0,19,15.666667,2.083854,7
238,0,8.518518,11.777778,1.844726,7
180,0,21.25926,18.88889,2.113918,7
189,0,12.888889,17.666666,1.985552,7
211,0,10.814815,15.222222,1.940832,7
202,0,15.111111,10.333333,2.522748,7
164,0,13.666667,2,2.87512,7
208,0,16.185184,13.777778,2.391996,7
208,0,16.074074,15.111111,2.310932,7
183,0,18.185184,15.111111,2.428022,7
217,0,14.555555,13,2.363871,7
184,0,13.62963,13.444445,2.080445,7
189,0,12,13.333333,2.194143,7
181,0,19.62963,12.777778,2.189135,7
172,0,30.11111,16.666666,2.617801,7
180,0,22.555555,17,2.541661,7
211,0,13.740741,12.111111,2.292041,7
194,0,16.777779,11,2.593107,7
199,0,17.962963,15.777778,2.129513,7
211,0,15.444445,9.666667,2.554965,7
221,0,14.074074,15.111111,2.317212,7
160,0,23.25926,15.888889,2.642597,7
149,0,19,11.333333,2.741647,7
222,0,14,10.666667,2.557309,7
235,0,10.888889,14.666667,2.316242,7
229,0,17.74074,10.444445,2.651605,7
156,0,16.925926,14.555555,2.363581,7
167,0,14.074074,-0.888889,-3.015081,7
247,0.222222,21.925926,-7.111111,-1.755483,7
218,0,14.925926,12.555555,2.362146,7
211,0,15.444445,9.666667,2.554965,7
220,0,6.444445,5.666666,1.984366,7
209,0,22.518518,19.444445,2.389391,7
183,0,15.37037,16.88889,2.075874,7
155,0,23.333334,18,2.169397,7
193,0,16.185184,14.444445,2.222103,7
239,0,15.148149,10.555555,2.482445,7
245,0,6.407407,1.777778,1.756645,7
