@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
132,134,3.155556,1.5,2.222222,11.444445,15.777778,11.444445,3
71,95,3.62963,2.666666,4.777778,15.444445,17.777779,15.444445,3
19,145,1.674074,2.111111,0.666667,3.555556,4.444445,3.555556,3
71,125,0.471405,0.722222,12.444445,23.666666,21.777779,25.333334,3
103,125,0.827759,0.833333,0.444444,3.888889,6.333334,3.888889,3
55,108,22.507414,3.388889,5.111111,14.111111,16.333334,14.111111,3
95,95,0.818519,1.111111,2.333334,12.555555,18.222221,12.555555,3
9,76,1.420746,1.666667,0.888889,4.666667,6.666666,4.666667,3
47,127,0.960324,1.055556,9,30.11111,37.555557,30.11111,3
133,102,374.5964,29.888887,37.444443,52.666668,25.88889,52.666668,3
235,81,0.418518,0.777778,1,7.444445,11.888889,7.444445,3
73,117,0.962964,0.611111,0.222222,3.555556,6.666666,3.555556,3
130,102,73.7963,9.444444,10.111111,20.222221,17.555555,20.222221,3
128,116,0.696296,0.833333,0.222222,5,9.111111,5,3
21,122,0.403687,0.444444,0,1.222222,2,1.222222,3
83,126,0.534027,0.944444,5.222222,20,26.444445,20,3
90,122,1.398412,1.166667,10.222222,25.333334,27.444445,25.333334,3
31,88,0.607407,2.166666,1.555556,10.111111,14.555555,10.111111,3
54,138,0.296296,0.388889,0,0.666667,1.222222,0.666667,3
230,124,0.107407,0.277778,0,2,4,2,3
104,134,0.182574,0.833333,0.111111,3.888889,6.333334,3.888889,3
214,121,0.062963,0.111111,0,3.333333,6.555555,3.333333,3
59,99,0.82963,1,0.111111,5.555555,10.555555,5.555555,3
60,132,0.02963,0.222222,0,1.111111,2.222222,1.111111,3
103,130,0,0.277778,0,2.333334,4.666666,2.333334,3
206,80,14.829629,3.833333,6.555555,15.111111,15.222222,15.111111,3
1,81,267.45554,9.222222,14,30.555555,27.666666,30.555555,3
29,85,2.942033,2.388889,2.111111,6.777778,8.111111,6.777778,3
56,107,13.407408,6.777779,4.555555,13,15.111111,13,3
27,134,0.981307,1.611111,3.666667,15.888889,21.555555,15.888889,3
80,87,572.9964,44.722225,58.77778,79,34.666668,79,3
94,144,0.118518,0.5,0,3.444444,6.888889,3.444444,3
55,80,4.3,1.833333,2.888889,12.444445,16.11111,12.444445,3
140,125,0.222222,2.666667,1.555556,7.777778,11.555555,7.777778,3
41,75,19.136257,26.611113,47.444443,65.44444,31.333334,65.44444,3
241,137,18.685184,3.833333,2.555556,9,12,9,3
44,123,0.996296,1,0.222222,3.666667,6.555555,3.666667,3
52,102,0.507407,0.833333,0.666667,6.333334,10.333333,6.333334,3
227,69,45.929623,4.333333,6.888889,16,14.777778,16,3
14,71,10.382501,21.888885,25.555555,40.22222,25.11111,40.22222,3
39,124,4.774935,6.5,4.111111,12.888889,15.888889,12.888889,3
6,81,8.740745,5.722223,7.666666,18.88889,19.222221,18.88889,3
217,73,0.785185,1.722222,1.777778,9.666667,14.444445,9.666667,3
87,135,0.240741,0.333333,0,2.777778,5.444445,2.777778,3
59,141,1.540803,2.166667,7.888889,18.555555,17.666666,18.555555,3
72,111,0.3,0.944444,0,3.555556,6.777778,3.555556,3
240,75,749.76294,10.222221,29.777779,50.666668,37.88889,50.666668,3
78,99,8.018518,3.055555,1.111111,9,14.555555,9,3
86,140,4.768726,3.055556,6,15.111111,15.555555,15.111111,3
68,115,3.10555,2.722222,18.444445,39,38.88889,39,3
37,103,2.12568,2.944445,1.888889,6.222222,7.111111,6.222222,3
204,116,1.262963,1.055556,0.333333,5.111111,8.777778,5.111111,3
6,120,0.088889,0.5,0.222222,3,5.555555,3,3
104,139,0.516398,0.333333,0,1.777778,3.333333,1.777778,3
49,95,5.911111,3,2.222222,9.444445,12.777778,9.444445,3
220,120,0.062963,0.388889,0,3,6,3,3
17,98,0.712325,0.666667,0.333333,2.888889,4.111111,2.888889,3
245,73,6.273991,10.722222,32.11111,70.111115,70.333336,70.111115,3
39,77,1.811111,2.388889,3.222222,13.111111,16.222221,13.111111,3
36,145,0.196296,1.277778,0.333333,1.444444,1.777778,1.444444,3
131,125,0.374074,0.5,0,3.888889,7.555555,3.888889,3
67,136,3.708349,2.666667,9,25.333334,29.444445,25.333334,3
9,131,0,0,0,0,0,0,3
36,145,0.196296,1.277778,0.333333,1.444444,1.777778,1.444444,3
81,126,1.12963,1.055556,0.555556,6.555555,10.777778,6.555555,3
33,100,0.534027,0.666667,0.111111,2.777778,4.666666,2.777778,3
226,84,3.974073,1.777778,1.555556,9,13.333333,9,3
201,120,14.774076,3.722222,1.444444,7.666666,11.777778,7.666666,3
93,147,3.586498,3.555555,6.444445,9.888889,6.555555,9.888889,3
242,81,189.44075,15.166667,33.11111,55.555557,40.88889,55.555557,3
21,122,0.403687,0.444444,0,1.222222,2,1.222222,3
58,109,0.251852,2.833333,1.444444,8.444445,12.444445,8.444445,3
93,127,0.834443,1,1.333333,6.777778,8.888889,6.777778,3
23,113,0.285185,0.666667,0.111111,3.444444,6.111111,3.444444,3
226,110,0.088889,0.5,0.111111,4.444445,8.333333,4.444445,3
11,118,0.151852,0.388889,0,2,3.888889,2,3
96,119,0.088889,0.555555,0,4.222222,8.333333,4.222222,3
140,125,0.222222,2.666667,1.555556,7.777778,11.555555,7.777778,3
120,89,9.555554,5.833334,5.777778,17.11111,19.88889,17.11111,3
106,107,0.720082,0.666667,13,36,40.333332,36,3
58,95,1.633332,1.944444,1.222222,9,13.666667,9,3
240,79,40.862957,14.166667,24.333334,45.77778,39,45.77778,3
138,137,1.777778,1,3.111111,13.888889,18.777779,13.888889,3
127,120,0.477778,0.722222,0.111111,4.111111,7.777778,4.111111,3
41,75,19.136257,26.611113,47.444443,65.44444,31.333334,65.44444,3
69,139,1.773259,2.111111,16,22.555555,13.444445,23.88889,3
14,90,2.435083,3.333333,2.555556,7.333334,7,7.333334,3
78,128,0.888194,1.388888,42.666668,64.22222,42.88889,64.22222,4
38,94,1.041721,0.888888,61.11111,82.66667,43.666668,82.66667,4
198,127,4.385187,8.555555,38,48.22222,22.444445,48.22222,4
199,97,1.254621,0.5,46,54.11111,18.88889,54.11111,4
141,17,4.449303,5,40.333336,54,28.222221,54,4
52,89,2.721655,0.722223,25.222221,36.88889,23.88889,36.88889,4
162,159,0.960324,2.222222,25.222221,29.555555,10.333333,29.555555,4
245,110,3.442652,1.777778,29.11111,44.444443,31,44.444443,4
140,73,0.82776,0.777777,45.666668,51.11111,14.444445,51.11111,4
236,77,15.472914,7.722223,30.222221,37.666668,14.666667,37.666668,4
197,123,0.951854,2.999999,41.11111,53.77778,26.88889,53.77778,4
248,103,0.574134,1.111111,30.777779,45.22222,28.777779,45.22222,4
189,48,0.389682,4.666666,38.77778,49.88889,23.444445,49.88889,4
67,34,1.223231,0.555556,46.22222,70.333336,48.22222,70.333336,4
219,80,0.32963,0.666667,36.333336,48.22222,25.555555,48.22222,4
86,20,1.020168,1.944444,56.444443,81.66667,49.444443,81.66667,4
104,112,0.250924,1.055556,52.22222,73.333336,42.555557,73.333336,4
99,156,2.640739,2.5,16.777779,29.222221,24.666666,29.222221,4
84,62,0.490653,0.944443,53.444443,76.22222,45.555557,76.22222,4
217,77,2.74074,1.666667,37.22222,48.22222,24,48.22222,4
174,75,0.722648,2.388889,40.333336,45.666668,13.666667,45.666668,4
241,70,0.712326,4.111111,36.444443,48.333332,25.11111,48.333332,4
120,102,0.162964,0.666667,56.77778,77.111115,40.88889,77.111115,4
22,125,1.806367,2.444445,50.22222,73.77778,46.666668,73.77778,4
37,78,0.177777,2.555556,41.11111,51.88889,24.222221,51.88889,4
113,34,1.135294,0.833331,65,89.111115,48.666668,89.111115,4
75,90,3.001851,2.833333,41.22222,61.444443,39.666668,61.444443,4
178,25,0.327731,1.555556,39.555557,55,30.555555,55,4
70,38,0.272166,1.000001,50,74.333336,49,74.333336,4
62,140,1.007407,1.388889,17.88889,32.22222,27.666666,32.22222,4
229,24,1.108888,1.222223,42.333336,61.22222,36.11111,61.22222,4
190,105,2.296298,2.166666,41.22222,56.333332,31.777779,56.333332,4
185,118,182.29631,1.166667,50.11111,66.333336,33.77778,66.333336,4
180,123,2.107406,1.111111,52.555557,68.55556,33.22222,68.55556,4
68,157,14.344446,1.388889,16.88889,30,25.666666,30,4
137,147,1.274076,2.055556,20.555555,38.666668,34.333332,38.666668,4
187,106,12.329637,7,34.11111,45.77778,24.222221,45.77778,4
167,53,0.490654,0.944443,36.88889,48.666668,24.666666,48.666668,4
122,129,0.862963,19.833334,46.88889,60.666668,29,60.666668,4
169,102,0.355555,0.888889,53.444443,69.66667,34.333332,69.66667,4
140,73,0.82776,0.777777,45.666668,51.11111,14.444445,51.11111,4
8,162,2.062962,0.333333,6.666666,12,10.888889,12,4
147,125,3.923811,1.333333,37.22222,55,35.333332,55,4
208,65,1.23678,26.444445,52.666668,64.44444,23.222221,64.44444,4
203,120,3.911109,4.277778,44.88889,59.333332,29.777779,59.333332,4
109,100,0.490655,0.444445,51.555557,69.66667,37.555557,69.66667,4
120,108,3.498677,1.666666,52.666668,69.55556,34.444443,69.55556,4
80,72,1.003697,1.444444,51.333332,74.44444,46.333332,74.44444,4
54,126,2.697049,3.388889,21,28.88889,16.777779,28.88889,4
80,77,1.06284,0.666667,51.11111,74,44.666668,74,4
141,17,4.449303,5,40.333336,54,28.222221,54,4
56,107,0.207407,4.722223,46.22222,58.333332,25.555555,58.333332,4
39,17,1.088662,0.888891,63.333332,87.333336,48.444443,87.333336,4
58,122,2.215267,6.111111,29.222221,44.333332,30.444445,44.333332,4
236,102,0.062963,1.777779,46.22222,64.333336,37.88889,64.333336,4
59,139,6.962952,1.666667,12.444445,23.666666,21.88889,23.666666,4
245,78,1.007408,4.055555,25.11111,40.333336,30.444445,40.333336,4
124,162,1.12963,2,8,14.555555,13.555555,14.555555,4
97,123,1.096294,13.222221,48,64.111115,33.88889,64.111115,4
227,44,0.403687,1.611109,42.88889,58,30.555555,58,4
66,160,4.044447,2.777778,18.222221,31.555555,26.11111,31.555555,4
228,22,0.860663,1.388889,42.77778,62.88889,39.666668,62.88889,4
176,100,0.774075,1.444445,50.333332,66.88889,34.555557,66.88889,4
236,117,0.403687,1.277778,39.555557,58.444443,37.666668,58.444443,4
153,78,5.67026,2.944444,27.11111,37.444443,21.444445,37.444443,4
169,131,1.866865,9.222222,30.666666,45.77778,30.222221,45.77778,4
170,159,1.420746,1.611111,20.333334,22.333334,5.444445,22.333334,4
47,96,0.574134,0.833333,54.444443,77,45.22222,77,4
42,57,0.975628,0.999999,59.444443,79.44444,41.22222,79.44444,4
27,57,0.327728,0.722223,60,90.111115,59.22222,90.111115,4
146,125,0.444447,2.166667,63.22222,83.111115,41.333332,83.111115,4
109,111,1.088663,1.500001,51.333332,71.66667,41.666668,71.66667,4
76,134,1.440164,1.444444,41.88889,63.11111,42.555557,63.11111,4
102,50,1.062841,1.333334,53,75.77778,44.77778,75.77778,4
66,160,4.044447,2.777778,18.222221,31.555555,26.11111,31.555555,4
63,19,1.18634,1.444445,38,58.77778,40.77778,58.77778,4
58,48,0.250925,0.277777,35.444447,52.444443,34.77778,52.444443,4
55,145,2.977073,1,24.222221,33.333336,19.666666,33.333336,4
128,161,0.251852,0.777778,5.555555,10.888889,11.222222,10.888889,4
183,153,12.266663,3,21.333334,38.77778,32.333332,38.77778,4
22,87,1.259042,1.166667,55.77778,80.333336,48.88889,80.333336,4
230,117,0.928958,1.444443,33.555557,49.77778,32.22222,49.77778,4
37,124,1.011109,2.444445,49.444443,65.22222,32.666668,65.22222,4
120,124,112.57778,11.166668,49,64.44444,32,64.44444,4
168,77,1.274075,1.555555,54.22222,71.333336,35.333332,71.333336,4
158,76,0.658281,3.277778,31.88889,42,21.444445,42,4
133,108,0.74074,22.444443,41.22222,55.444443,29.555555,55.444443,4
112,38,11.074329,1.111112,58.22222,78.44444,41.444443,78.44444,4
99,149,4.577775,2.111111,16.666668,30,25.88889,30,4
169,66,2.08889,0.944445,47.77778,61.22222,28.88889,61.22222,4
190,105,2.296298,2.166666,41.22222,56.333332,31.777779,56.333332,4
41,103,3.096298,1.777778,56,73.44444,36.555557,73.44444,4
19,102,1.500616,1.166667,50.666668,73.44444,45.22222,73.44444,4
185,110,375.09625,1.277777,46.11111,60.444443,29.333334,60.444443,4
45,149,3.322223,0.666666,13.444445,23.777779,20.88889,23.777779,4
209,122,0.077778,11.444444,35.77778,47.555557,25,47.555557,4
151,89,4.577317,0.722222,27.333334,41,27.88889,41,4
190,136,1.529629,2.833333,2.888889,8.555555,11.111111,8.555555,4
14,146,0.474074,1.111111,8,15.666667,15.222222,15.666667,4
41,101,0.928957,2.055554,56.88889,79.44444,45.22222,79.44444,4
170,121,1.834849,2.722222,28.666666,40.555557,24.555555,40.555557,4
155,135,3.262958,0.833332,63.666668,83.888885,41.88889,83.888885,4
238,98,1.288887,1.277777,47.555557,64.66667,35.444443,64.66667,4
23,25,0.750305,0.611111,60.666668,89,55.666668,89,4
22,87,1.259042,1.166667,55.77778,80.333336,48.88889,80.333336,4
81,79,0.074074,0.888889,42.88889,53.88889,24.222221,53.88889,4
185,102,73.70736,0.444445,51.11111,69.111115,37,69.111115,4
58,109,0.62361,1.055555,36.11111,53.666668,35.555557,53.666668,4
7,154,3.832126,3.833333,44.555557,64,39.88889,64,4
11,62,0.501849,0.722224,57.444443,84.66667,53.666668,84.66667,4
186,98,1.181651,5.944444,31,41,21.11111,41,4
127,118,10.22995,0.833334,30.777779,41.666668,22,41.666668,4
20,122,1.186343,1.777777,51.555557,78.22222,52.444443,78.22222,4
233,154,11.618519,0.666666,25.11111,46.555557,40.666668,46.555557,4
113,123,0.620633,1.944444,51.88889,73.77778,43.333332,73.77778,4
60,126,0.611111,0.555556,16.444445,27.333334,21.666666,27.333334,4
153,116,2.471316,1.111111,25,38.333336,26.666666,38.333336,4
79,44,3.201852,2.111113,50.11111,75.55556,50.666668,75.55556,4
13,15,0.886108,1.222223,59.333332,86.888885,53.77778,86.888885,4
130,32,1.047041,0.833334,54.22222,70.88889,34.22222,70.88889,4
58,146,7.055555,2.500001,18.11111,31.555555,26.444445,31.555555,4
69,68,0.862812,0.777777,49.22222,71,44.11111,71,4
52,82,0.462964,1.333333,41.555557,53.11111,24.666666,53.11111,4
224,124,9.544442,7.388889,39.22222,52.666668,28.555555,52.666668,4
147,34,4.154872,0.777779,41.11111,60,37.22222,60,4
210,73,0.966091,1,40.555557,47.333332,15.222222,47.333332,4
189,68,1.619327,1.111111,38.333336,42.333336,11.222222,42.333336,4
130,32,1.047041,0.833334,54.22222,70.88889,34.22222,70.88889,4
112,90,6.945556,1.277777,57.666668,79.77778,43.77778,79.77778,4
128,140,7.032464,0.666667,24.88889,33.555557,17.666666,33.555557,4
220,111,1.655518,2.277777,25.444445,38.22222,25.88889,38.22222,4
45,121,1.254621,6.611111,47.77778,68.66667,41.11111,68.66667,4
139,95,2.524692,7.055555,42.88889,56.333332,28.444445,56.333332,4
221,69,0.807372,0.722223,36.666668,40.22222,9.777778,40.22222,4
201,125,1.34026,8.555554,41.666668,49,16.88889,49,4
201,125,0.444444,9.944444,39.11111,51.77778,26.88889,51.77778,4
109,130,0.740741,9.777778,9.888889,18.88889,17.555555,18.88889,4
49,42,0.928958,1.333334,50.666668,74.55556,47,74.55556,4
233,124,1.500617,2.055555,35.77778,51.444443,31.555555,51.444443,4
199,120,4.951616,0.944444,48.22222,59.22222,24.444445,59.22222,4
109,76,0.691214,0.388889,47.666668,61.555557,29.333334,61.555557,4
212,68,2.083444,1.833333,37.555557,41.666668,11.111111,41.666668,4
164,83,6.077768,1.555556,60.22222,79.66667,40.22222,79.66667,4
150,158,1.633334,1.388889,7,12.222222,11.333333,12.222222,4
229,102,0.720082,7.944444,37,54.444443,35,54.444443,4
140,116,1.223232,0.555555,42.333336,56.555557,29.222221,56.555557,4
104,147,2.187506,4.666666,43.77778,62.444443,38,62.444443,4
44,50,0.960323,1.055557,57.333332,80.333336,45.666668,80.333336,4
187,120,2.083445,1.277779,56.88889,69.333336,27.88889,69.333336,4
161,73,0.505524,0.61111,43,48.77778,14.777778,48.77778,4
24,15,0.691214,1.111111,61,87.44444,52.11111,87.44444,4
51,64,1.206455,0.666667,35.22222,50.11111,30.333334,50.11111,4
230,117,0.928958,1.444443,33.555557,49.77778,32.22222,49.77778,4
133,125,2.829629,2.111111,61.11111,79.111115,38.555557,79.111115,4
102,158,2.123066,1.833333,35.555557,47.444443,24.333334,47.444443,4
42,57,0.975628,0.999999,59.444443,79.44444,41.22222,79.44444,4
142,99,0.455422,1.722222,51.88889,56,12.333333,56,4
104,129,28.907421,1.111111,33.11111,47.444443,28.666666,47.444443,4
193,154,2.551852,2,21.555555,39.555557,34.22222,39.555557,4
217,130,2.533333,1.444445,15.777778,31.88889,31.555555,31.88889,4
238,73,1.405017,1.5,38.77778,53,28.444445,53,4
29,78,0.699206,2.611111,59.666668,88.44444,56.11111,88.44444,4
39,138,0.501848,2.388889,49.11111,66.77778,36.444443,66.77778,4
183,105,1.14074,0.777776,60,78.77778,39.666668,78.77778,4
103,65,1.083546,1.222221,53.77778,73.888885,41.22222,73.888885,4
72,32,2.703222,2.277778,48.555557,72.77778,49.22222,72.77778,4
144,35,2.03306,2.055556,32.333336,47.444443,29.555555,47.444443,4
157,20,0.760117,4.944444,32,42.77778,21.88889,42.77778,4
242,81,1.144447,1.222223,34.555557,47.22222,26.88889,47.22222,4
187,80,0.711111,1.333333,37.77778,47.666668,21.444445,47.666668,4
236,117,0.403687,1.277778,39.555557,58.444443,37.666668,58.444443,4
224,124,1.29386,1.888889,36.77778,56.333332,38.444443,56.333332,4
90,36,0.327731,1.111109,56.555557,84.77778,55.22222,84.77778,4
173,158,3.674074,1.166667,7.111111,11.777778,10.222222,11.777778,4
132,84,1.229273,0.888889,7.333334,11.777778,8.666667,11.777778,4
169,102,0.355555,0.888889,53.444443,69.66667,34.333332,69.66667,4
83,83,0.785184,1.666666,46,59.555557,29.11111,59.555557,4
209,70,1.82168,8.777778,33.666668,44.444443,23.11111,44.444443,4
219,126,0.062963,14.055554,33.555557,43,20.444445,43,4
187,80,0.711111,1.333333,37.77778,47.666668,21.444445,47.666668,4
32,88,0.349603,1.111112,57.88889,85,53.22222,85,4
81,158,1.144445,1.444445,16.777779,29,23.88889,29,4
92,89,1.264911,1.222221,51,74.44444,46.555557,74.44444,4
227,132,1.38243,1.333333,33.22222,49.22222,31.333334,49.22222,4
73,105,1.096294,1.166667,53.333332,70.333336,35.11111,70.333336,4
155,127,1.709451,15.388888,35.88889,41,13.444445,41,4
33,108,4.596297,6.833332,36,48.22222,24.666666,48.22222,4
239,137,1.360828,3.444445,39.88889,45.333332,13.444445,45.333332,4
139,115,0.958392,0.722221,42.444443,56.333332,28.777779,56.333332,4
41,150,1.94074,2.166667,16.222223,29.222221,25.444445,29.222221,4
243,120,4.359749,1.555555,44.77778,56.333332,25.444445,56.333332,4
219,132,0.655462,1.111111,29.555555,45.666668,31.333334,45.666668,4
79,28,3.761896,0.833333,53.444443,79.111115,50.11111,79.111115,4
136,45,1.544406,2.055555,48.11111,63.77778,32.11111,63.77778,4
107,146,1.007408,2.111111,16.777779,29.666666,24.88889,29.666666,4
77,135,1.971086,1.777777,41,60.666668,39.88889,60.666668,4
228,42,1.555158,4.333334,39.555557,54.11111,28.666666,54.11111,4
174,96,0.68853,0.944444,54.11111,61,17.555555,61,4
163,68,2.21111,1.555556,52,68.22222,34.333332,68.22222,4
233,159,0.522222,1.277778,5.111111,10.111111,10.444445,10.111111,4
166,66,0.655461,5.277777,40.555557,46.333332,14.111111,46.333332,4
189,79,2.329629,1.333334,38,49.666668,24.777779,49.666668,4
29,18,0.807372,1.722223,59,86.111115,53.444443,86.111115,4
114,129,1.143417,0.777776,54.22222,78,46.77778,78,4
12,154,3.051848,2.333333,14.888889,28.555555,26.555555,28.555555,4
136,129,3.085188,2,19.11111,34.88889,30.555555,34.88889,4
185,85,81.485176,2.833333,45,59.555557,31.222221,59.555557,4
198,122,0.877778,11.444446,32.666668,44,23.444445,44,4
112,90,6.945556,1.277777,57.666668,79.77778,43.77778,79.77778,4
78,85,2.105549,6.5,42.444443,61.555557,38,61.555557,4
99,103,0.400001,0.833336,58.333332,78.111115,41,78.111115,4
74,64,1.206465,2,49.666668,71,43.22222,71,4
79,104,0.374074,1.5,59.77778,78,38.11111,78,4
136,45,1.544406,2.055555,48.11111,63.77778,32.11111,63.77778,4
219,80,0.32963,0.666667,36.333336,48.22222,25.555555,48.22222,4
217,148,2.551854,1.055555,21.444445,41.555557,37.444443,41.555557,4
249,87,327.26297,13.388889,28.222221,39.444443,23.222221,39.444443,4
202,71,0.574134,0.777777,37.88889,42.11111,11.222222,42.11111,4
252,76,1.143419,0.555555,36,54.11111,35.444443,54.11111,4
179,133,2.379698,0.888889,32,46.333332,28.666666,46.333332,4
135,104,0.107409,1.999999,58.22222,76.55556,38.77778,76.55556,4
183,66,0.82776,2.555556,41.555557,45.88889,11.333333,45.88889,4
37,78,0.177777,2.555556,41.11111,51.88889,24.222221,51.88889,4
168,70,0.611112,0.388889,51.555557,64.88889,29.555555,64.88889,4
177,76,1.356739,15,28.666666,33.444447,10.888889,33.444447,4
114,145,1.312335,0.999999,52.444443,76.77778,47,76.77778,4
163,68,2.21111,1.555556,52,68.22222,34.333332,68.22222,4
92,70,1.360826,0.777777,53.444443,77,47.666668,77,4
19,62,0.8861,0.666667,53.77778,80,51.555557,80,4
48,139,1.68215,1.833334,42.555557,60.444443,36.666668,60.444443,4
237,137,8.654905,2.61111,34.88889,42.333336,16.222221,42.333336,4
38,103,1.051852,1.944445,53.333332,69.55556,34.11111,69.55556,4
47,121,1.025599,4.888888,46.88889,66.88889,39.666668,66.88889,4
202,21,0.365148,5.222221,37.11111,49.333332,25.777779,49.333332,4
129,157,3.540741,2.222222,18.222221,32,26.555555,32,4
191,119,1.293861,0.944446,36.22222,48.22222,25.11111,48.22222,4
169,117,0.620632,1.111111,27.444445,39,23.222221,39,4
247,115,1.809441,1.38889,24.88889,36.77778,23.777779,36.77778,4
206,105,0.062963,0.611111,45.666668,60.88889,32.11111,60.88889,4
152,83,1.327766,0.944444,23.333334,33.22222,20.11111,33.22222,4
151,101,6.53679,0.5,27.222221,39.444443,24.777779,39.444443,4
118,126,0.4,1.833334,16.11111,28.666666,24.333334,28.666666,4
148,109,1.21106,1.222222,42.555557,62.88889,40.444443,62.88889,4
21,147,1.618518,1.333333,5.777778,8.444445,6.555555,8.666667,4
118,111,1.047041,0.555555,56.444443,75.333336,39.22222,75.333336,4
4,126,0.744446,0.944445,52.333332,70.44444,37.88889,70.44444,4
163,151,11.055564,1.555556,23.11111,42.77778,36.88889,42.77778,4
94,80,1.187903,0.833334,51.22222,72.111115,41.333332,72.111115,4
199,120,4.077776,8.333333,35.444447,47.77778,25.333334,47.77778,4
150,158,1.633334,1.388889,7,12.222222,11.333333,12.222222,4
189,124,0.951853,1.277779,35.88889,46.22222,22.88889,46.22222,4
14,146,0.474074,1.111111,8,15.666667,15.222222,15.666667,4
179,69,0.490654,0.944444,40.88889,44.555557,11.666667,44.555557,4
212,152,7.644442,2.388889,20.333334,37.666668,33.333332,37.666668,4
165,96,1.574078,1.722222,61,80.22222,39.555557,80.22222,4
182,135,1.128748,1.11111,28.555555,41,24.88889,41,4
229,147,14.062966,2.5,20.88889,38.666668,34.11111,38.666668,4
32,158,0.862963,0.833333,6.333334,11.888889,11.777778,11.888889,4
54,133,1.705111,1.277777,19.88889,25.777779,13,25.777779,4
53,42,0.712325,0.611111,24.444445,36.22222,23.88889,36.22222,4
105,111,0.389682,1.055556,53.22222,74.888885,44.11111,74.888885,4
83,133,2.139573,1.166666,41.555557,62.555557,41.666668,62.555557,4
18,43,1.772214,1.555557,54.88889,82.55556,53.555557,82.55556,4
147,87,6.618995,1.555557,37.88889,54.88889,34.666668,54.88889,4
45,67,0.298141,1.055554,57.11111,80.44444,47.11111,80.44444,4
187,75,0.91084,5.666666,35.77778,48.22222,25.555555,48.22222,4
151,89,4.577317,0.722222,27.333334,41,27.88889,41,4
97,46,1.619327,2.222221,53.22222,79.111115,50.333332,79.111115,4
146,97,4.597905,0.611111,46,54.333332,19.11111,54.333332,4
144,139,3.944446,1.388889,57.88889,78.77778,42.333332,78.77778,4
74,127,3.649962,1.666667,39.444443,57.333332,36.22222,57.333332,4
198,127,4.385187,8.555555,38,48.22222,22.444445,48.22222,4
176,100,0.774075,1.444445,50.333332,66.88889,34.555557,66.88889,4
40,35,0.250923,1.055555,61.77778,85.333336,47.666668,85.333336,4
151,129,8.141569,0.722222,27.555555,41.11111,27.222221,41.11111,4
91,64,0.712325,1.055556,53.666668,78.111115,48.333332,78.111115,4
121,107,0.874075,13.166667,49.444443,64.44444,31.333334,64.44444,4
191,101,0.779363,1.111111,39,57.11111,36.22222,57.11111,4
34,116,4.405383,0.499999,52.444443,76.44444,46.333332,76.44444,4
34,13,0.172131,1.555553,60.666668,88.111115,53.22222,88.111115,4
93,67,1.38911,1.499999,53,75.888885,45.444443,75.888885,4
160,73,0.32963,0.777777,54,70.111115,33.88889,70.111115,4
2,95,1.340259,0.888891,47.444443,71.66667,48.11111,71.66667,4
191,107,1.526312,10.333333,26.88889,35.88889,20,35.88889,4
80,83,1.77778,1.500001,45.666668,58.666668,27.666666,58.666668,4
106,65,1.655519,2.277779,53.666668,74.55556,41.77778,74.55556,4
51,111,16.443394,0.444445,30.333334,42.22222,24.333334,42.22222,4
40,17,0.95258,1.444445,62.444443,86.55556,48.11111,86.55556,4
118,21,4.574081,1.277778,59.333332,79.22222,40,79.22222,4
57,42,0.869226,0.999999,32.77778,47.77778,31,47.77778,4
216,78,0.355555,4.333334,31.333334,46,29.666666,46,4
83,143,1.103866,1.222221,43,64.77778,43.22222,64.77778,4
155,138,0.666661,1.055553,63.88889,82.55556,39.22222,82.55556,4
116,125,0.722649,2.055555,52.555557,76.44444,46.555557,76.44444,4
193,125,2.550962,1.944445,32.333336,47.555557,30.333334,47.555557,4
188,73,0.928958,2.277779,35.666668,49.77778,28.777779,49.77778,4
197,121,17.3628,0.944444,37.444443,49.444443,25.222221,49.444443,4
252,137,0.544331,0.611111,0.333333,1.777778,3.111111,1.777778,5
54,133,1.007407,0.5,3.666667,9,10.888889,9,5
221,154,2.740737,1.277778,4.333334,10.777778,12.888889,10.777778,5
226,144,0,0,0,0,0,0,5
161,89,5.116423,0.166667,2.888889,3.777778,2,3.777778,5
215,84,0.298143,0.388889,13,24.777779,23,24.777779,5
243,94,0.311111,0.222222,0.222222,3.222222,6.111111,3.222222,5
242,148,0,0,0,0,0,0,5
250,131,0,0,0,0,0,0,5
143,89,2.190891,0.333333,14,25.777779,23.333334,25.777779,5
173,93,0,0,0,0,0,0,5
186,12,0.272165,2.333333,3.888889,11.333333,15.222222,11.333333,5
145,155,35.618523,9.944445,7.777778,17.555555,18.777779,17.555555,5
112,120,1.032795,2.222222,17.555555,28.666666,21.333334,28.666666,5
196,95,1.123816,1.333333,6.777778,10.777778,9.444445,10.777778,5
206,12,1.481991,4.5,8.444445,17.666668,18.666666,17.666668,5
159,116,0.344265,2.055555,25.666666,37.11111,21.88889,37.11111,5
168,40,0,0,0,0,0,0,5
218,64,1.130388,1.833333,6.111111,12.555555,13.666667,12.555555,5
226,90,0.620633,0.388889,5.111111,12.111111,14.777778,12.111111,5
119,153,5.539421,0.055556,3,3.888889,1.555556,3.888889,5
124,98,1.011051,1.222222,16.88889,30.444445,26.777779,30.444445,5
