@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
195,9,41.11111,-16,6
182,9,40.333336,-17.11111,6
190,9,44.77778,-19.444445,6
200,9,40.666668,-17.555555,6
162,9,34.444447,-9,6
201,9,54.88889,-24.222221,6
197,9,44.666668,-18.666666,6
180,9,44.11111,-18,6
195,9,55.11111,-24.555555,6
182,9,51.88889,-25,6
176,9,53.333332,-25.222221,6
190,9,47.333332,-21.222221,6
200,9,50.666668,-22.666666,6
161,9,36,-12.444445,6
163,9,34.555557,-7.666666,6
188,9,27.444445,-12.111111,6
196,9,41.77778,-17.444445,6
181,9,53.666668,-24.222221,6
162,9,35.666668,-9.777778,6
200,9,49,-21.88889,6
197,9,44.333332,-18.88889,6
200,9,52.22222,-23.11111,6
199,9,49.11111,-22.666666,6
190,9,51.666668,-19.666666,6
163,9,33.77778,-8.222222,6
191,9,52.88889,-24.555555,6
194,9,40.22222,-16.555555,6
195,9,42.77778,-17.333334,6
162,9,34.666668,-9.888889,6
188,9,44.666668,-21.11111,6
179,9,45.77778,-20.333334,6
186,9,49.11111,-21.222221,6
190,9,53.444443,-24.333334,6
188,9,26.88889,-10.222222,6
187,9,44.11111,-20.88889,6
183,9,40.22222,-17.555555,6
196,9,46.88889,-20.777779,6
203,9,52.444443,-21.444445,6
184,9,28.777779,-10.111111,6
201,9,35.77778,-12.555555,6
188,9,45.444443,-19.88889,6
208,9,48.22222,-21.88889,6
176,9,46.333332,-22.444445,6
201,9,47.11111,-20.777779,6
189,9,45.11111,-20,6
176,9,45.22222,-20.222221,6
198,9,42.77778,-19.11111,6
176,9,46,-20.333334,6
176,9,53.333332,-25.222221,6
182,9,31.444445,-13.444445,6
177,9,46.333332,-21.88889,6
178,9,42.666668,-16.88889,6
162,9,36.77778,-12,6
187,9,52.666668,-24.11111,6
218,9,10.666667,12.222222,7
208,9,12.777778,13.777778,7
170,9,20.11111,16.333334,7
236,9,9.444445,9.777778,7
226,9,14,18.666666,7
215,9,14.444445,12.777778,7
165,9,12.888889,16,7
238,9,11.111111,16.444445,7
240,9,10.888889,13.222222,7
191,9,5.333334,11.666667,7
187,9,13.222222,13.333333,7
211,9,14.444445,15.444445,7
215,9,9.222222,12.111111,7
201,9,8.666667,17,7
237,9,4.222222,8.777778,7
199,9,13.333333,14.666667,7
246,9,18.88889,21.222221,7
191,9,5.333334,11.666667,7
220,9,11.555555,13.777778,7
170,9,12.777778,9.444445,7
210,9,11.222222,14.333333,7
196,9,11.555555,14.222222,7
196,9,12.444445,11.555555,7
236,9,13.111111,7.111111,7
195,9,14.444445,12.888889,7
246,9,14.222222,16.11111,7
226,9,15.333333,15.222222,7
201,9,14.666667,17.88889,7
175,9,12.444445,14.222222,7
236,9,10.777778,14.111111,7
233,9,8.888889,13.222222,7
198,9,12.444445,14.888889,7
167,9,11.666667,-0.888889,7
209,9,17.666668,19.444445,7
176,9,15.111111,14.555555,7
169,9,20.88889,18.11111,7
242,9,19.222221,19.444445,7
208,9,15.444445,20.333334,7
168,9,20.88889,19,7
232,9,11,16.222221,7
178,9,20.222221,18.88889,7
250,9,6.555555,13.666667,7
172,9,12.333333,14.444445,7
226,9,10.222222,14.555555,7
217,9,9.777778,15.222222,7
238,9,9.666667,12.555555,7
196,9,15.666667,15.111111,7
243,9,9.888889,14,7
223,9,13.222222,19.11111,7
204,9,14.333333,19.666666,7
220,9,6.555555,10.111111,7
208,9,12.111111,15.666667,7
229,9,11.222222,15.222222,7
169,9,10.666667,15.555555,7
219,9,4.111111,8.222222,7
237,9,17.555555,21.666666,7
220,9,5.666666,5.666666,7
207,9,9.555555,13.222222,7
210,9,13.777778,15.555555,7
242,9,8.666667,12.111111,7
246,9,12,13.666667,7
186,9,13.888889,16.555555,7
239,9,12.222222,10.555555,7
235,9,21.11111,20,7
157,9,16.444445,12.666667,7
157,9,13.888889,16.666666,7
156,9,17.333334,13.888889,7
240,9,17,22.222221,7
179,9,9.777778,13.222222,7
226,9,5.777778,10.111111,7
239,9,7.666666,10.222222,7
192,9,8.666667,11.444445,7
211,9,12.444445,9.666667,7
215,9,17.11111,19.222221,7
222,9,10.777778,10.666667,7
181,9,17.11111,12.777778,7
162,9,19.666668,13.333333,7
181,9,16.555555,19.777779,7
242,9,11.333333,7.888889,7
223,9,4.888889,11.333333,7
229,9,7.444445,11.222222,7
185,9,14.666667,16.666666,7
162,9,15.777778,14.666667,7
166,9,12.333333,15.777778,7
156,9,17.222223,15.888889,7
247,9,21.11111,-7.111111,7
185,9,14.888889,16.222221,7
175,9,20.88889,14.666667,7
204,9,15.333333,19.777779,7
221,9,10.222222,17.666666,7
224,9,11.666667,16.11111,7
156,9,13.444445,14.555555,7
235,9,7.555555,14.666667,7
164,9,21.777779,16.222221,7
215,9,14.333333,17.11111,7
246,9,21.11111,24.666666,7
148,9,12,9.111111,7
189,9,9.444445,13.333333,7
196,9,14.111111,15.333333,7
246,9,12.555555,15.222222,7
187,9,9.333334,12.777778,7
215,9,14.222222,19.444445,7
216,9,5.111111,12.111111,7
187,9,11.666667,16.444445,7
174,9,20.666668,17.444445,7
223,9,12.666667,15.777778,7
249,9,10.777778,10.111111,7
158,9,16.444445,17.11111,7
202,9,11.666667,13.888889,7
227,9,9.444445,14.444445,7
203,9,10,17.444445,7
155,9,20,18,7
185,9,11.555555,13.777778,7
237,9,10.888889,16.666666,7
245,9,7.444445,14.777778,7
236,9,9.555555,14.111111,7
175,9,12.444445,14.222222,7
152,9,19.666668,13.888889,7
160,9,21.11111,15.888889,7
216,9,11.444445,16.444445,7
211,9,10.777778,10.777778,7
177,9,15.777778,14.888889,7
212,9,6,9.888889,7
236,9,9.555555,14.111111,7
223,9,13.777778,10.222222,7
216,9,13.111111,18,7
180,9,18.333334,14.666667,7
248,9,14.777778,8.777778,7
184,9,9.777778,12.111111,7
175,9,18.666668,15.111111,7
238,9,7.444445,11.777778,7
161,9,12.444445,14.111111,7
210,9,9.333334,16.444445,7
176,9,10.111111,12.333333,7
163,9,17.444445,16.555555,7
249,9,19.777779,14.111111,7
151,9,15.222222,13.333333,7
235,9,12,9.444445,7
237,9,4.222222,9.333333,7
164,9,9.222222,9.333333,7
237,9,6.111111,11.222222,7
186,9,9.333334,12.111111,7
212,9,10,16.777779,7
235,9,6.777778,10.777778,7
165,9,12,7.444445,7
173,9,13.555555,15.555555,7
181,9,15.888889,15.555555,7
181,9,15.444445,14.111111,7
215,9,18.11111,20.555555,7
182,9,15.444445,17.222221,7
191,9,12.111111,10.111111,7
183,9,14,14.666667,7
249,9,8,4.666666,7
164,9,11.666667,2,7
183,9,14.555555,18.444445,7
209,9,9.555555,13.444445,7
176,9,19.444445,18.777779,7
211,9,13.777778,12.888889,7
229,9,12,11.111111,7
233,9,10.333334,18.88889,7
180,9,18.11111,18.88889,7
250,9,6.555555,13.666667,7
194,9,13.222222,11,7
180,9,9.666667,14.777778,7
173,9,16.444445,16.666666,7
245,9,11.111111,12.666667,7
214,9,5,11.555555,7
221,9,10.666667,15.111111,7
169,9,15.111111,16.222221,7
209,9,10.333334,13.111111,7
224,9,15.444445,21.88889,7
183,9,12.666667,16.88889,7
162,9,19.555555,16.11111,7
219,9,10.888889,11.555555,7
238,9,6.333334,14.888889,7
167,9,12.888889,7.555555,7
241,9,10.888889,11.333333,7
170,9,20.11111,16.333334,7
236,9,12.888889,16.88889,7
217,9,5,10.111111,7
218,9,11.888889,12.555555,7
183,9,14.222222,15.111111,7
249,9,14.666667,17,7
215,9,17.11111,19.222221,7
180,9,18.333334,14.666667,7
232,9,6.555555,11.555555,7
156,9,13.444445,17.222221,7
235,9,11.777778,10.777778,7
240,9,19.555555,16.88889,7
182,9,16.88889,14.333333,7
184,9,12.333333,15.333333,7
180,9,17.444445,17,7
244,9,9.666667,3.888889,7
199,9,15.222222,15.777778,7
164,9,15.111111,17.222221,7
198,9,12.111111,15.666667,7
201,9,16.666668,16.777779,7
249,9,7.555555,16.11111,7
181,9,9,13.666667,7
194,9,16.555555,17.777779,7
248,9,15.555555,20.666666,7
184,9,13.555555,13.777778,7
211,9,12.444445,9.666667,7
237,9,11.111111,12.555555,7
210,9,9.444445,13.444445,7
216,9,10.888889,13.666667,7
195,9,9.444445,16.222221,7
248,9,10.555555,12.666667,7
178,9,17,12,7
203,9,7.444445,17,7
249,9,12.222222,4.222222,7
234,9,4,9.111111,7
190,9,15.888889,20.333334,7
240,9,15.222222,20.666666,7
199,9,13.111111,12.111111,7
162,9,13.777778,15,7
227,9,10.111111,10.111111,7
194,9,15,20.333334,7
218,9,5.444445,12.333333,7
184,9,9.777778,12.111111,7
187,9,14.666667,19.333334,7
172,9,16.444445,15.666667,7
211,9,16.11111,17.11111,7
174,9,10.888889,10.555555,7
225,9,14.444445,15.444445,7
150,9,13.444445,13.222222,7
186,9,15.333333,10.444445,7
243,9,5.111111,8.888889,7
197,9,8.888889,16.444445,7
247,9,9.555555,9.777778,7
203,9,15.444445,17.777779,7
241,9,5.888889,10.888889,7
244,9,10.333334,14.555555,7
190,9,16,20,7
211,9,11.111111,12.111111,7
206,9,13.555555,12.111111,7
248,9,23.222221,16.333334,7
169,9,12.777778,14.222222,7
222,9,11.666667,15.444445,7
185,9,11.555555,13.777778,7
199,9,11.111111,10.111111,7
185,9,8.111112,10.777778,7
184,9,15.222222,16.333334,7
237,9,6.555555,11.333333,7
251,9,21.444445,6.333334,7
182,9,14.555555,18.666666,7
195,9,14.444445,12.888889,7
191,9,12.111111,10.111111,7
177,9,21.222221,19.11111,7
181,9,13.555555,15.444445,7
161,9,15.111111,17.88889,7
226,9,10.111111,17,7
231,9,8.777778,14.111111,7
233,9,12.555555,15.222222,7
166,9,12.333333,15.777778,7
160,9,17.777779,15.888889,7
173,9,13.555555,15.555555,7
197,9,17.444445,18.88889,7
234,9,6,12,7
220,9,6.555555,10.111111,7
176,9,19,16.777779,7
167,9,16.777779,16.88889,7
211,9,8.888889,15.222222,7
245,9,11.888889,16,7
177,9,12.555555,13.555555,7
166,9,11.222222,10.222222,7
218,9,10.666667,12.222222,7
244,9,9.555555,13.222222,7
177,9,15.777778,14.888889,7
157,9,19.222221,15.444445,7
170,9,15.111111,15.333333,7
216,9,10.888889,13.666667,7
181,9,17.11111,12.777778,7
219,9,10.333334,17.666666,7
224,9,10,15,7
229,9,14.111111,10.444445,7
156,9,17.333334,13.888889,7
208,9,15.555555,15.888889,7
197,9,10.444445,7.444445,7
193,9,13.333333,14.444445,7
199,9,13.333333,14.666667,7
224,9,13.222222,13.777778,7
222,9,8.666667,16.88889,7
172,9,24.555555,16.666666,7
245,9,6.222222,1.777778,7
233,9,8.333334,12.222222,7
195,9,6.333334,11.444445,7
246,9,9.555555,-2.555556,7
219,9,11.444445,14.333333,7
174,9,15.111111,15.777778,7
208,9,12.666667,15.111111,7
189,9,14.555555,17.777779,7
195,9,11.666667,16.11111,7
238,9,15,12,7
240,9,9.777778,15.555555,7
198,9,9.666667,12.444445,7
233,9,21.88889,19.88889,7
