@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
89,9,9.555555,-6.444445,13.555555,5
135,9,4.888889,-4.222222,8.111111,5
109,9,28.777779,-10.222222,20.777779,5
68,9,10.333334,-3.666667,10.333333,5
82,9,22.444445,-11.555555,20.777779,5
113,9,27.88889,-10.444445,18.88889,5
104,9,26.11111,-10.333333,19,5
115,9,22.222221,-12.222222,22.444445,5
133,9,1.777778,-1.777778,3.555556,5
58,9,14.555555,-8.555555,17.11111,5
152,9,0,0,0,5
108,9,20.555555,-9.555555,18.11111,5
68,9,2.888889,-0.555556,1.777778,5
90,9,25.777779,-14.333333,27.333334,5
117,9,23,-7.666666,17.666666,5
141,9,1.777778,-1.111111,3.222222,5
138,9,19.222221,-11.888889,21.11111,5
111,9,35.88889,-12.555555,21.444445,5
40,9,1.555556,-0.111111,0.888889,5
92,9,20.555555,-13.555555,25.444445,5
92,9,22.666666,-11.222222,21.777779,5
136,9,10.666667,-7.555555,13.444445,5
144,9,0,0,0,5
86,9,24.666666,-11.777778,22.555555,5
153,9,13.444445,-9,15.333333,5
145,9,0,0,0,5
139,9,3.888889,-3.888889,7.777778,5
110,9,39.333336,-13.222222,23.11111,5
154,9,1.888889,-1.444444,3.555556,5
140,9,1.888889,-0.777778,2.555556,5
135,9,1.444444,-1.444444,2.888889,5
152,9,0,0,0,5
95,9,10.777778,-2.555556,9.444445,5
84,9,24.88889,-12.555555,23.11111,5
35,9,19.222221,-9.444445,17.222221,5
110,9,15.888889,-10,19.333334,5
64,9,12.555555,-5.666666,13.666667,5
155,9,11,-5.888889,11.111111,5
63,9,14,-7.888889,15.111111,5
120,9,28.666666,-12,21.333334,5
93,9,27.11111,-14.111111,27.555555,5
104,9,23.333334,-7.555555,14.444445,5
131,9,0,0,0,5
148,9,0,0,0,5
94,9,23.777779,-14.111111,25.222221,5
142,9,3.666667,-2.777778,5.555555,5
58,9,14.111111,-8.333333,17.333334,5
94,9,15.222222,-9.666667,18.333334,5
65,9,14.333333,-8.444445,16.222221,5
148,9,3.222222,-2,4.333334,5
134,9,37.444443,-19.11111,32.22222,5
94,9,30.444445,-13.666667,27,5
91,9,20.666668,-13.777778,25.555555,5
150,9,0,0,0,5
147,9,0,0,0,5
133,9,9,-5.111111,10.888889,5
136,9,4.888889,-4.222222,8.444445,5
113,9,28.444445,-11.888889,22.777779,5
93,9,23.444445,-13.111111,25.88889,5
82,9,21.666666,-10,19.333334,5
129,9,0,0,0,5
131,9,3.666667,-2,6.333334,5
148,9,0.111111,-0.111111,0.222222,5
83,9,24.88889,-12.555555,23.444445,5
130,9,3,-1.555556,4.111111,5
139,9,9.555555,-6,13,5
91,9,9.777778,-4.333334,11.333333,5
155,9,18.666668,-4,13,5
135,9,0.444444,-0.444444,0.888889,5
90,9,34.444447,-18.555555,32.77778,5
104,9,26.11111,-10.222222,19.444445,5
154,9,1.555556,-0.888889,2.444444,5
86,9,21.11111,-13.666667,26.333334,5
87,9,19.555555,-13.444445,25.222221,5
134,9,6.444445,-5.555555,10.444445,5
131,9,0,0,0,5
134,9,3.888889,-2.555556,6.111111,5
152,9,1.666667,-1.333333,2.666667,5
116,9,31.444445,-12.222222,24.11111,5
119,9,13.666667,-8.222222,15.111111,5
140,9,5,-1.666667,5.333334,5
135,9,37,-18.666666,31.666666,5
80,9,20.333334,-9.444445,17.555555,5
89,9,22.11111,-12,23.666666,5
135,9,10.444445,-6.666666,12.666667,5
136,9,5.777778,-5.333334,10,5
141,9,0,0,0,5
131,9,2.777778,-1.888889,4.111111,5
133,9,5,-4.444445,6.888889,5
137,9,6.333334,-4.666666,9.666667,5
151,9,0.333333,-0.333333,0.666667,5
30,9,13.111111,-7.111111,13.888889,5
135,9,6,-3.666667,9.333333,5
144,9,1.666667,-1.111111,2.888889,5
155,9,12.888889,-6.222222,12.444445,5
94,9,24.88889,-15.222222,27.777779,5
34,9,21,-11,19.666666,5
154,9,0.222222,-0.222222,0.444444,5
144,9,0,0,0,5
115,9,2.888889,-2.333333,5,5
137,9,4.111111,-4.111111,8.222222,5
89,9,25.777779,-12,23.333334,5
89,9,25.11111,-10.777778,21.222221,5
131,9,0.666667,-0.666667,1.333333,5
109,9,37.11111,-13.888889,23.11111,5
93,9,29.555555,-12.777778,25.88889,5
94,9,3.222222,-2.888889,6.111111,5
134,9,4.666667,-3.333333,7.666666,5
92,9,25.777779,-13.111111,25.555555,5
145,9,5.777778,-3.222222,7.111111,5
36,9,13.666667,-8.777778,17.222221,5
154,9,7.666666,-5.222222,10.111111,5
133,9,1.777778,-1.222222,3.111111,5
85,9,26.88889,-13.111111,23.88889,5
34,9,20.88889,-11.888889,21.444445,5
134,9,1.555556,-1.555556,3.111111,5
34,9,21,-11,19.666666,5
144,9,0,0,0,5
89,9,3.777778,-0.666667,2,5
134,9,4.666667,-3.333333,7.666666,5
143,9,0,0,0,5
40,9,0,0,0,5
129,9,2.555556,0.444444,0.777778,5
145,9,1.222222,-0.666667,2,5
135,9,5.111111,-3.222222,8.111111,5
155,9,11,-5.888889,11.111111,5
135,9,2.333334,-2.333333,4.666666,5
114,9,34.666668,-14.444445,26.555555,5
114,9,40.77778,-18.11111,30.88889,5
99,9,23.777779,-12.777778,24.88889,5
142,9,0,0,0,5
134,9,6.444445,-5.555555,10.444445,5
57,9,20.88889,-12.111111,16.555555,5
61,9,12.222222,-7.222222,15.444445,5
113,9,34.88889,-12,19.666666,5
93,9,22.88889,-13.555555,25.444445,5
147,9,0.444444,-0.222222,0.444444,5
41,9,1.222222,-0.444444,1.555556,5
58,9,14.111111,-8.333333,17.333334,5
152,9,0,0,0,5
137,9,2.666667,-2.444444,5.222222,5
130,9,0,0,0,5
137,9,1.777778,-1.222222,3.111111,5
61,9,12,-7,15.333333,5
112,9,32.333336,-12.777778,25.88889,5
61,9,12.333333,-7.666666,16,5
80,9,23.222221,-11.888889,22.11111,5
119,9,40.333336,-18.777779,32.555557,5
115,9,2.888889,-2.333333,5,5
94,9,28.777779,-12.666667,25.666666,5
39,9,14.333333,-6.555555,14.444445,5
94,9,3.222222,-2.888889,6.111111,5
143,9,1.777778,-1.333333,3.333333,5
142,9,0.333333,-0.333333,0.666667,5
162,9,53.666668,-19.333334,31.333334,6
185,9,60.666668,-15.111111,34.88889,6
182,9,67.22222,-16.88889,39.11111,6
190,9,60.666668,-14.111111,33.555557,6
191,9,79.22222,-23.222221,48.444443,6
177,9,63.11111,-14.222222,36.11111,6
183,9,39.11111,-8.444445,20.555555,6
183,9,66.55556,-15.444445,37.555557,6
185,9,61.333332,-14.333333,33.333332,6
195,9,76.66667,-20.777779,45.22222,6
186,9,43.444443,-11.555555,25.444445,6
186,9,61.333332,-13.888889,35.11111,6
189,9,72.44444,-21.222221,42.11111,6
186,9,63.666668,-15.666667,35.666668,6
197,9,62.22222,-17,35.666668,6
182,9,54.333332,-10,28,6
196,9,61.444443,-16.666666,34.666668,6
189,9,33,-9,19.666666,6
161,9,54.555557,-18.222221,31.444445,6
190,9,66.88889,-18.777779,39.88889,6
187,9,72.55556,-18.333334,41.666668,6
196,9,79.111115,-22.555555,46.77778,6
187,9,74.111115,-20.11111,44.22222,6
198,9,61,-17.777779,36.88889,6
199,9,69.22222,-21.222221,42.77778,6
176,9,71.44444,-19.444445,43.555557,6
194,9,60.333332,-16.88889,35.11111,6
184,9,38,-8.777778,18.88889,6
182,9,52.88889,-9.888889,27.777779,6
201,9,68.66667,-15,36.666668,6
160,9,51.77778,-20.333334,32.666668,6
182,9,69.111115,-17.222221,39.77778,6
188,9,74.888885,-20.333334,43.666668,6
183,9,52,-8.888889,26.444445,6
192,9,74.77778,-21,45.666668,6
192,9,65,-18.333334,34.666668,6
191,9,74.77778,-20.555555,45.11111,6
176,9,62.11111,-14.555555,35.444443,6
193,9,63,-15.555555,33.77778,6
207,9,70.111115,-19.11111,39.88889,6
189,9,36.333336,-8.666667,19,6
180,9,59,-13.333333,31.333334,6
201,9,49,-13.555555,26.11111,6
192,9,59.22222,-15.555555,35.11111,6
206,9,72.111115,-21.555555,43.444443,6
176,9,61,-13.555555,33.77778,6
188,9,37.77778,-9.444445,21.555555,6
185,9,37,-9.333333,18.333334,6
160,9,57.11111,-20.444445,39.555557,6
177,9,61,-13.333333,34.666668,6
165,9,42.88889,-15.111111,21.222221,6
161,9,51.444443,-18.11111,28.88889,6
197,9,61.444443,-16.222221,35.11111,6
190,9,60.666668,-14.111111,33.555557,6
184,9,38.77778,-11.222222,21.777779,6
189,9,77.55556,-21.88889,46.444443,6
192,9,58.11111,-16.222221,36.444443,6
195,9,58.88889,-15.777778,33.555557,6
210,9,62.22222,-16.555555,37.444443,6
184,9,38,-8.777778,18.88889,6
180,9,62.333332,-15.555555,35.77778,6
188,9,69.111115,-18.333334,40,6
195,9,58.77778,-15.666667,33.333332,6
208,9,70.333336,-22.222221,44.11111,6
194,9,76.111115,-22,46,6
186,9,60.444443,-14.111111,34.88889,6
189,9,35.22222,-8.222222,18.444445,6
196,9,58.77778,-15.333333,33,6
181,9,56.88889,-11.666667,30,6
187,9,74.111115,-20.11111,44.22222,6
196,9,62.22222,-17.222221,36.444443,6
197,9,77.77778,-21,43.666668,6
175,9,72.77778,-21.222221,44.77778,6
189,9,75.44444,-19.222221,42.11111,6
195,9,59.666668,-16.666666,34,6
192,9,76.44444,-22.11111,46.88889,6
191,9,79.55556,-23.666666,49.666668,6
196,9,58.555557,-16.444445,33.88889,6
207,9,64.88889,-18.333334,38.333332,6
186,9,37.88889,-9.666667,21.333334,6
196,9,63.333332,-17.444445,36.555557,6
204,9,69.22222,-18.333334,40,6
193,9,78.77778,-23.777779,48.22222,6
186,9,60.22222,-13.222222,30.444445,6
184,9,54.444443,-10.333333,27.666666,6
189,9,73.333336,-20.555555,44.11111,6
182,9,42.88889,-10.444445,23.88889,6
182,9,72.44444,-18.333334,43.333332,6
178,9,58.88889,-15.888889,32.77778,6
202,9,71.55556,-21.333334,42.666668,6
201,9,67.22222,-19.777779,40.555557,6
194,9,76.22222,-20.333334,44,6
181,9,75.66667,-20.88889,45.11111,6
193,9,75.111115,-21,45,6
185,9,67.22222,-17,39,6
185,9,39.666668,-10,21.333334,6
205,9,69.77778,-18.88889,41.11111,6
190,9,66.88889,-18.777779,39.88889,6
182,9,68.111115,-16.555555,39.11111,6
190,9,62.333332,-16.666666,35.666668,6
187,9,59.88889,-13.222222,34.11111,6
190,9,41.11111,-10.888889,24.444445,6
199,9,69.77778,-19.666666,42.333332,6
189,9,42.77778,-12,26,6
159,9,45,-16,27.666666,6
194,9,49.77778,-12.111111,26.222221,6
210,9,64.333336,-17.555555,39.11111,6
202,9,71,-18,39,6
189,9,63.333332,-16,36.666668,6
180,9,59,-13.333333,31.333334,6
181,9,74.22222,-20.222221,45.444443,6
161,9,51.11111,-16.444445,28.88889,6
204,9,72,-19.333334,42.333332,6
184,9,69,-15.111111,38.22222,6
194,9,71.55556,-18.222221,37.77778,6
189,9,74.888885,-19.444445,44.88889,6
182,9,42.88889,-10.444445,23.88889,6
201,9,53.88889,-14.222222,29.777779,6
188,9,38,-9.888889,22.11111,6
191,9,58.666668,-13,31.333334,6
172,9,50.333332,-12.111111,24.88889,6
182,9,47.333332,-7.888889,22.444445,6
161,9,49.666668,-15.333333,27.666666,6
161,9,51.666668,-16.444445,27.88889,6
161,9,51.22222,-16.222221,27.777779,6
203,9,67.111115,-17.555555,37.77778,6
201,9,67.22222,-19.777779,40.555557,6
185,9,60.666668,-15.111111,34.88889,6
196,9,65.66667,-18,37,6
182,9,42.22222,-8.888889,23.11111,6
209,9,60.77778,-17.333334,36,6
198,9,64.22222,-18.333334,37.666668,6
195,9,57.333332,-16.333334,32.333332,6
190,9,60.666668,-14.111111,33.555557,6
185,9,57.333332,-11.555555,28.11111,6
198,9,72.333336,-19.333334,42,6
187,9,74.77778,-20.333334,43,6
193,9,72.55556,-20.11111,44.22222,6
193,9,50.666668,-11.444445,26.88889,6
201,9,72.22222,-17.444445,40.555557,6
193,9,61.22222,-17.333334,36.333332,6
186,9,58.88889,-12.666667,32,6
176,9,75.66667,-20.88889,46.11111,6
202,9,76,-19.88889,43.11111,6
200,9,67.333336,-21.333334,41.333332,6
187,9,60.88889,-14.444445,34.22222,6
185,9,39.666668,-10,21.333334,6
186,9,59.88889,-14,34.333332,6
182,9,52.555557,-9.777778,26.88889,6
183,9,69.66667,-18.222221,41.77778,6
176,9,67.66667,-19.666666,42,6
184,9,58.666668,-13.111111,31.222221,6
191,9,74.77778,-20.555555,45.11111,6
198,9,74,-20,42.666668,6
210,9,64.333336,-17.555555,39.11111,6
200,9,56.555557,-14.333333,31.333334,6
201,9,49,-13.555555,26.11111,6
163,9,48.555557,-16.333334,24.333334,6
183,9,67.77778,-16.555555,39.11111,6
192,9,72,-19,41.666668,6
190,9,36.88889,-10.555555,21.777779,6
203,9,67.66667,-19,41,6
176,9,67.66667,-19.666666,42,6
186,9,43.88889,-12.222222,25.777779,6
183,9,66.55556,-15.444445,37.555557,6
190,9,75.55556,-21,45.333332,6
185,9,55,-12.888889,30.11111,6
177,9,40.666668,-11.666667,23.333334,6
187,9,68,-17.333334,39.666668,6
178,9,75.22222,-21.555555,46.77778,6
159,9,46.22222,-15.888889,28.777779,6
191,9,29.88889,-5.222222,13.777778,6
197,9,69.55556,-19,42.333332,6
193,9,50,-11.222222,26.444445,6
195,9,55.555557,-16.222221,31.444445,6
185,9,58.22222,-11.777778,31.222221,6
200,9,76.44444,-20.777779,46.22222,6
188,9,38.11111,-9.666667,22,6
197,9,62.22222,-17,35.666668,6
195,9,70.111115,-17.333334,39,6
176,9,62.333332,-14.333333,34.666668,6
175,9,72.66667,-21.333334,44.666668,6
198,9,71.888885,-19.88889,41.444443,6
196,9,58.555557,-16.444445,33.88889,6
189,9,72.44444,-21.222221,42.11111,6
200,9,69,-20.444445,42.88889,6
188,9,61.444443,-14.555555,34.444443,6
179,9,44.11111,-12.444445,25.88889,6
191,9,60.555557,-15.666667,34,6
181,9,68.77778,-19,40.333332,6
188,9,61.77778,-15.111111,36.22222,6
196,9,75.66667,-19.777779,42.22222,6
187,9,71.44444,-16.333334,40.333332,6
190,9,60,-14,33.333332,6
176,9,62.666668,-14,36,6
193,9,75.111115,-21,45,6
181,9,49.555557,-10.444445,24.88889,6
200,9,69.66667,-17.777779,39.88889,6
185,9,69.88889,-19.11111,40.88889,6
192,9,72.111115,-20.222221,45.11111,6
162,9,49.22222,-16.88889,26.777779,6
190,9,63.22222,-18.555555,36.444443,6
174,9,73.22222,-22.222221,46.11111,6
189,9,38,-8.777778,19.88889,6
191,9,76.22222,-23.444445,47.88889,6
197,9,68,-17.88889,39.444443,6
162,9,49.444443,-18,27,6
189,9,33,-9,19.666666,6
173,9,71.55556,-20.666666,44.333332,6
190,9,64.55556,-15.222222,36.444443,6
197,9,61.555557,-16.11111,35.88889,6
188,9,75.66667,-18.444445,43.22222,6
186,9,61.11111,-13.222222,34.77778,6
162,9,51.11111,-19,29.333334,6
188,9,36.444443,-9.222222,19.444445,6
183,9,65.111115,-15.555555,37.444443,6
190,9,65,-17,37.333332,6
162,9,50.555557,-17.444445,27.222221,6
189,9,36.555557,-8.555555,20.777779,6
182,9,73.333336,-18.222221,43.11111,6
191,9,59.77778,-13.555555,31.777779,6
175,9,41,-12,24,6
173,9,69.55556,-19.88889,43.11111,6
171,9,56.333332,-14.333333,31.666666,6
191,9,76.66667,-20.666666,45,6
172,9,54.666668,-13.333333,29.666666,6
202,9,74.888885,-20.444445,43.22222,6
188,9,36.444443,-9.222222,19.444445,6
186,9,67.88889,-17.555555,38.77778,6
188,9,76,-21.88889,44.77778,6
192,9,57.666668,-15.777778,33.88889,6
176,9,75.66667,-20.88889,46.11111,6
163,9,51.333332,-18.666666,29,6
161,9,51.11111,-16.444445,28.88889,6
176,9,67,-19.777779,42.22222,6
161,9,52.22222,-18.11111,30.555555,6
177,9,59.333332,-12.555555,32.77778,6
193,9,74.888885,-18.777779,42.555557,6
190,9,57.77778,-14.666667,32.666668,6
160,9,58.333332,-21.777779,39.555557,6
184,9,37.11111,-8.222222,17.777779,6
191,9,75.22222,-21.777779,46.88889,6
162,9,54.666668,-19.88889,31.777779,6
163,9,48,-16.333334,24,6
177,9,40.333336,-12,23.666666,6
188,9,62,-14.888889,34.77778,6
190,9,71.111115,-19.333334,39,6
182,9,42.88889,-10.444445,23.88889,6
189,9,60.88889,-13.666667,33.666668,6
187,9,59.88889,-13.222222,34.11111,6
182,9,52.555557,-9.888889,27.11111,6
194,9,62.444443,-17.666666,37,6
189,9,40.333336,-11.333333,24.666666,6
162,9,51.333332,-17.222221,27.444445,6
179,9,59.77778,-12.888889,31.777779,6
196,9,57.11111,-16.88889,33.11111,6
197,9,77.77778,-21,43.666668,6
188,9,62.11111,-15.555555,35.77778,6
195,9,59.22222,-16.11111,33.88889,6
182,9,68.111115,-16.444445,39.555557,6
195,9,60.666668,-16.88889,35.444443,6
194,9,72.55556,-21.11111,41.22222,6
186,9,61.11111,-14.333333,35,6
193,9,50.666668,-11.444445,26.88889,6
185,9,73.44444,-20.777779,42.88889,6
189,9,38.555557,-8.777778,19.88889,6
190,9,58.666668,-15.111111,33.555557,6
200,9,70.22222,-18,40.666668,6
188,9,41.333336,-11,24,6
185,9,71.111115,-20.88889,42.11111,6
193,9,76.55556,-23.222221,45.444443,6
194,9,61.666668,-15.888889,35.77778,6
190,9,70,-19,38,6
160,9,55.333332,-19.11111,37.555557,6
180,9,75.44444,-20.555555,46.11111,6
174,9,70.88889,-20.222221,44.11111,6
195,9,58.88889,-15.777778,33.555557,6
201,9,76.44444,-20.222221,44.444443,6
187,9,60.11111,-15.111111,35.22222,6
189,9,29.333334,-7.444445,17.222221,6
163,9,47.555557,-16.555555,24.777779,6
163,9,48.88889,-16.444445,24.555555,6
186,9,65.88889,-15.666667,37.333332,6
182,9,42.22222,-8.888889,23.11111,6
200,9,70.22222,-20.88889,42.77778,6
203,9,71.66667,-18.11111,39.555557,6
196,9,58.22222,-15.222222,33.11111,6
179,9,62.11111,-14.333333,34.666668,6
173,9,52.88889,-12.111111,27.88889,6
163,9,47.77778,-16.333334,25,6
172,9,51.22222,-13,26.666666,6
196,9,75.66667,-19.777779,42.22222,6
184,9,62.333332,-14.111111,35.22222,6
195,9,58.555557,-14.888889,32.444443,6
196,9,65,-16.777779,37.555557,6
183,9,70,-17.666666,41,6
159,9,46.22222,-15.888889,28.777779,6
215,9,22.555555,-17.777779,-1.444444,7
238,9,12.666667,-10.777778,-1.777778,7
244,9,9.333334,-5.777778,-8.777778,7
247,9,25.11111,-2.444444,9.555555,7
152,9,25.777779,-16.11111,2.222222,7
246,9,14.333333,-10.333333,-3.333333,7
170,9,25.333334,-16,-0.333333,7
195,9,13.333333,-4.777778,-8.111111,7
237,9,4.555555,-4.888889,-3.888889,7
180,9,21.444445,-12,-2.666667,7
238,9,5.666666,-3.222222,-8.555555,7
202,9,14.777778,-9.333333,-1,7
215,9,14.333333,-8.555555,-8.555555,7
190,9,17.555555,-12.666667,-7.666666,7
236,9,12.444445,-9.555555,-4.555555,7
169,9,9.777778,-6.444445,-9.111111,7
240,9,13,-9.777778,-3.444444,7
203,9,9,-7.222222,-10.222222,7
177,9,15.444445,-11.111111,-2.444444,7
249,9,7.555555,-1.666667,-3,7
176,9,11.777778,-8.666667,-3.666667,7
178,9,21.11111,-10.777778,-8.111111,7
236,9,14.666667,-11.111111,-5.777778,7
182,9,18.11111,-9,-5.333334,7
210,9,12,-10.555555,-2.888889,7
216,9,13.666667,-11,-2.666667,7
218,9,13.777778,-9.111111,-3.444444,7
216,9,5,-5.888889,-6.222222,7
221,9,12.444445,-10.222222,-4.888889,7
174,9,19.88889,-7.555555,-9.888889,7
157,9,24.222221,-15.222222,-0.222222,7
249,9,21.222221,-9.222222,-4.888889,7
211,9,19.222221,-13.222222,-3.888889,7
248,9,12.888889,-1.555556,-7.222222,7
198,9,11.777778,-7.333334,-8.333333,7
241,9,14,-10.333333,-1,7
243,9,4.888889,-4.111111,-4.777778,7
167,9,16.777779,-7.222222,8.111111,7
237,9,10,-7,-9.666667,7
191,9,14.888889,-9.222222,-0.888889,7
201,9,20.333334,-13.888889,-2.888889,7
183,9,12.444445,-8.111111,-8.777778,7
204,9,16.88889,-12.222222,-7.555555,7
211,9,15.222222,-9,-0.666667,7
248,9,25.11111,-11,-5.333334,7
172,9,30.11111,-16.666666,0,7
210,9,8.888889,-7.555555,-8.888889,7
164,9,18.777779,-14.111111,-3.111111,7
180,9,21.444445,-12,-2.666667,7
197,9,18.777779,-11.444445,-7.444445,7
240,9,19.777779,-8.777778,-8.111111,7
174,9,12.555555,-7.777778,-2.777778,7
245,9,15,-12.666667,-3.333333,7
233,9,11.888889,-11.111111,-2.111111,7
195,9,8.555555,-6.777778,-9.444445,7
183,9,12.444445,-8.111111,-8.777778,7
185,9,9.777778,-7.888889,-2.888889,7
211,9,12.888889,-8.555555,-2.222222,7
237,9,4.222222,-4.666666,-4.666666,7
187,9,9.666667,-6.888889,-5.888889,7
232,9,13.555555,-10.444445,-3.444444,7
199,9,17.88889,-13.222222,1.111111,7
215,9,11.555555,-9.555555,-2.555556,7
229,9,17.88889,-10.888889,0.444444,7
197,9,4,-5.666666,-6,7
226,9,6.555555,-6.222222,-3.888889,7
246,9,19.666668,-11.777778,-9.444445,7
175,9,23.777779,-15.222222,0.111111,7
162,9,26.11111,-16.333334,3,7
161,9,14.333333,-9.888889,-4.222222,7
233,9,25.11111,-14.777778,-5.111111,7
157,9,18.666668,-9.666667,-3,7
224,9,17.777779,-14.444445,-7.444445,7
248,9,12.111111,-8.666667,-4,7
237,9,5.666666,-4.333334,-7,7
215,9,15.444445,-11.555555,-7.888889,7
174,9,17.777779,-11.888889,-3.888889,7
223,9,11.555555,-6.222222,-9.555555,7
220,9,5,-3.888889,-4.888889,7
162,9,24.11111,-14.888889,-1.222222,7
166,9,16.333334,-13.888889,-1.888889,7
245,9,6,-0.555556,-1.222222,7
184,9,17.11111,-12.222222,-1.555556,7
198,9,10.555555,-7.555555,-4.888889,7
149,9,19.777779,-13.666667,2.333333,7
216,9,13.666667,-11,-2.666667,7
208,9,12.222222,-8,-7.666666,7
183,9,17.11111,-11.888889,-3.222222,7
250,9,7.333334,-8,-5.666666,7
242,9,10.777778,-9.222222,-2.888889,7
236,9,16.666668,-8.888889,1.777778,7
170,9,16.88889,-10.888889,1.444444,7
211,9,14.666667,-7.777778,-5.111111,7
249,9,8.111112,-8.888889,-7.222222,7
217,9,13.333333,-9.333333,-3.666667,7
232,9,12.333333,-6.666666,-3.666667,7
165,9,14.111111,-6.888889,-0.555556,7
245,9,7.111111,-6.888889,-7.888889,7
187,9,16.222223,-12,-7.333334,7
184,9,11,-5.666666,-9.666667,7
170,9,18.88889,-13.333333,-2,7
180,9,13.111111,-12.555555,-2.222222,7
161,9,17,-11.777778,-6.111111,7
240,9,18.777779,-15.666667,-5,7
235,9,9.333334,-10,-4.666666,7
163,9,16.666668,-7.111111,-9.444445,7
187,9,10.333334,-6.222222,-10.222222,7
193,9,14.222222,-8.555555,-5.888889,7
220,9,5.333334,-2.333333,-3.333333,7
203,9,8.111112,-7.444445,-9.444445,7
193,9,12.555555,-8.333333,-5.666666,7
232,9,7.222222,-6.777778,-4.777778,7
186,9,18.222221,-9.555555,-0.888889,7
245,9,14.333333,-8.444445,-6.111111,7
229,9,10.666667,-10.444445,-0.777778,7
191,9,5.444445,-6,-5.666666,7
156,9,25.444445,-19.11111,5.222222,7
189,9,9.444445,-7.333334,-10.333333,7
243,9,12.111111,-10.333333,-3.666667,7
240,9,9.333334,-7.111111,-8.444445,7
215,9,4.444445,-5.444445,-7.444445,7
247,9,12.444445,-9.222222,-0.555556,7
245,9,6,-0.555556,-1.222222,7
177,9,18.444445,-11.444445,-3.444444,7
238,9,6.555555,-7.777778,-7.111111,7
166,9,12.111111,-6.444445,-3.777778,7
195,9,12.444445,-9.222222,-6.888889,7
237,9,19.666668,-14,-7.666666,7
210,9,16,-11.111111,-4.444445,7
224,9,13.333333,-10.555555,-5.555555,7
160,9,29.666666,-20.777779,4.888889,7
249,9,15.666667,-10,-7,7
215,9,22.666666,-17.11111,-3.444444,7
175,9,13.555555,-8.777778,-5.444445,7
210,9,14.222222,-11.666667,-2.666667,7
169,9,18,-11,2.666667,7
235,9,8,-7.222222,-3.555556,7
176,9,19.777779,-9.888889,-8.888889,7
185,9,18.222221,-13.111111,-3.111111,7
215,9,15.666667,-8.222222,-4.555555,7
184,9,18.222221,-12.666667,-3.666667,7
173,9,15.555555,-10.777778,-4.777778,7
221,9,12.444445,-10.222222,-4.888889,7
236,9,9.444445,-4.888889,-4.888889,7
218,9,12.666667,-9.111111,-3.111111,7
199,9,11.777778,-5,-9.666667,7
206,9,14.555555,-7.555555,-4.555555,7
219,9,13.555555,-10.333333,-4,7
156,9,26,-21.11111,5.222222,7
181,9,18.777779,-12.111111,-3.444444,7
248,9,16.666668,-12,-8.666667,7
246,9,13.111111,-8.444445,-6.777778,7
236,9,10.777778,-8.888889,-5.222222,7
201,9,7,-6,-11,7
156,9,25.444445,-19.11111,5.222222,7
226,9,13,-4.111111,-11.111111,7
185,9,17.11111,-12,-4.666666,7
249,9,15.333333,-11.888889,1.777778,7
208,9,15,-10.222222,-3.555556,7
234,9,4.222222,-3.333333,-8.666667,7
173,9,15.555555,-10.777778,-4.777778,7
177,9,21.444445,-9.888889,-9.222222,7
201,9,17.666668,-13.444445,-4.444445,7
224,9,11.444445,-4.222222,-9.555555,7
218,9,12.666667,-9.111111,-3.111111,7
186,9,10.777778,-8.222222,-3.888889,7
191,9,5.444445,-6,-5.666666,7
189,9,10.111111,-7.666666,-5.666666,7
223,9,4.666667,-5.333334,-6,7
246,9,22.444445,-14.333333,-10.333333,7
217,9,9,-6.444445,-8.777778,7
237,9,13,-9.111111,-3.444444,7
164,9,10.333334,-6.333334,-3,7
225,9,12.777778,-5.222222,-10.222222,7
160,9,23.444445,-16.444445,0.555556,7
239,9,14.555555,-8.777778,-1.777778,7
229,9,11.111111,-7.444445,-7.777778,7
209,9,10.333334,-6.555555,-6.555555,7
181,9,9.777778,-8,-5.666666,7
199,9,15.444445,-8.222222,-7.555555,7
242,9,15.666667,-10.444445,2.555556,7
222,9,7.666666,-2.333333,-5,7
208,9,14.444445,-10.222222,-4.888889,7
216,9,14,-10.333333,-7.666666,7
224,9,17.777779,-14.444445,-7.444445,7
233,9,11.333333,-5.777778,-9.444445,7
219,9,10.222222,-8.666667,-9,7
238,9,10.666667,-7.555555,-8.888889,7
157,9,17.222223,-13.333333,-3.333333,7
189,9,14.111111,-8.222222,-9.555555,7
202,9,14,-10.444445,-3.444444,7
176,9,17,-10.111111,-4.444445,7
190,9,17.11111,-11.666667,-8.333333,7
243,9,12.111111,-10.333333,-3.666667,7
201,9,5.555555,-4.666666,-6.666666,7
187,9,12.777778,-6,-7.333334,7
203,9,6.444445,-7,-10,7
226,9,8,-5.333334,-11.666667,7
242,9,22.444445,-14.555555,-4.888889,7
183,9,17.333334,-12.333333,-2.333333,7
185,9,9.777778,-4.222222,-9.555555,7
168,9,23,-12.666667,-6.333334,7
196,9,10.444445,-5.444445,-8.777778,7
222,9,6.666666,-5.444445,-11.444445,7
189,9,9.222222,-6.111111,-11.111111,7
156,9,15.555555,-10.444445,-4.111111,7
221,9,8.111112,-5.666666,-12,7
167,9,15.666667,-6.777778,-10.111111,7
215,9,22.555555,-17.777779,-1.444444,7
241,9,7,-7.111111,-3.777778,7
