@relation segment

@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
9,14.444445,20.88889,7
9,16.444445,17.444445,7
9,9.777778,15.888889,7
9,16.88889,28.11111,7
9,16.777779,27.777779,7
9,13.777778,19.222221,7
9,18.666666,24.222221,7
9,12.222222,15.777778,7
9,14.333333,24.666666,7
9,13.111111,16.88889,7
9,13.888889,19.777779,7
9,12.666667,23.88889,7
9,13.777778,17.555555,7
9,10.777778,19.222221,7
9,9.333333,8.888889,7
9,13.222222,16.222223,7
9,13.666667,13.777778,7
9,16.222221,17.11111,7
9,14.111111,27.555555,7
9,14.111111,17,7
9,18.88889,27.555555,7
9,13.666667,16.222223,7
9,10.111111,11.222222,7
9,20.666666,26.444445,7
9,-2.555556,10.333334,7
9,10.444445,22,7
9,13.777778,20.777779,7
9,15.555555,18,7
9,13.222222,18.555555,7
9,18,29.333334,7
9,16.222221,18.11111,7
9,9.666667,18.666668,7
9,21.88889,27.555555,7
9,15.444445,21.444445,7
9,12.222222,17.777779,7
9,14.444445,17.444445,7
9,12,11.111111,7
9,14.111111,20.444445,7
9,7.555555,17.11111,7
9,10.222222,16.777779,7
9,15.222222,21.777779,7
9,14.111111,17.222223,7
9,14.888889,20.777779,7
9,17,17.555555,7
9,14.777778,18.777779,7
9,16.88889,16.11111,7
9,16.333334,30.88889,7
9,10.777778,14.333333,7
9,8.888889,9.444445,7
9,15.555555,22.333334,7
9,16.666666,18.777779,7
9,7.444445,17.555555,7
9,10.777778,12.777778,7
9,14.666667,15.777778,7
9,20.333334,25.333334,7
9,19.11111,30.88889,7
9,17,23.666666,7
9,16.222221,24.666666,7
9,19,31.444445,7
9,20.333334,25.333334,7
9,7.111111,18.555555,7
9,10.777778,17.222223,7
9,16.555555,21.11111,7
9,16,21.444445,7
9,19.666666,25.555555,7
9,14.222222,20.11111,7
9,10.222222,13.777778,7
9,15.111111,28.777779,7
9,11.777778,12.444445,7
9,17,15.444445,7
9,16.222221,25,7
9,9.111111,8.777778,7
9,14.222222,20.11111,7
9,10.111111,11.555555,7
9,16.11111,15.888889,7
9,17.444445,29,7
9,15.777778,22.222221,7
9,14.888889,13.888889,7
9,15,22.333334,7
9,19.222221,29.444445,7
9,16.88889,22.222221,7
9,12.888889,20.666668,7
9,16,22.666666,7
9,15.666667,24.222221,7
9,11.666667,11.222222,7
9,14.222222,18.11111,7
9,12.555555,19.11111,7
9,13.333333,23.444445,7
9,15.888889,28.555555,7
9,17.222221,23.333334,7
9,15.666667,19.777779,7
9,17.777779,23.222221,7
9,15.888889,24.555555,7
9,17.88889,25.11111,7
9,18.444445,26,7
9,16.333334,30.88889,7
9,17.444445,18.222221,7
9,12.333333,17.11111,7
9,12.111111,16.11111,7
9,15.777778,24.333334,7
9,15.444445,23.11111,7
9,15.666667,20,7
9,8.777778,8.777778,7
9,12.111111,20.11111,7
9,17,28.222221,7
9,13.222222,23.333334,7
9,16.222221,28.555555,7
9,11.666667,11.222222,7
9,18.11111,32,7
9,19.777779,28,7
9,10.111111,18.555555,7
9,14.555555,21.777779,7
9,9.111111,19.444445,7
9,13.777778,22.222221,7
